PLOT,SPECIES,SOIL,MOUND,DEAD,BASE,LIVE,ROCK,TOTAL
204,BRRE,0,0,0,0,0,1,1
204,CAHA,0,0,0,0,0,2,2
204,DIMO,0,0,0,2,1,2,3
204,DIPO,0,0,0,0,0,1,1
204,DISC,0,0,0,0,0,1,1
204,FRSP,0,0,0,0,1,0,1
204,GRAP,0,0,0,0,0,1,1
204,HYIM,0,0,0,0,0,2,2
204,HYPA,0,0,1,1,0,2,3
204,LEGL,0,0,0,0,0,1,1
204,PLRE,0,0,0,0,1,2,2
204,PTSP,0,0,1,0,0,2,2
204,SUBS,1,0,2,2,2,2,4
204,THDE,0,0,0,0,0,1,1
204,ULCR,0,0,0,0,2,0,2
207,ATUN,0,1,0,0,0,0,1
207,AUPA,0,2,0,0,0,1,2
207,CAFI,0,1,1,0,0,0,2
207,CAHA,2,0,2,1,0,0,3
207,DIFL,0,0,2,0,0,0,2
207,DIFU,0,0,0,1,0,1,2
207,DIMO,0,0,0,0,2,0,2
207,DISC,0,1,0,0,0,0,1
207,DIVI,0,0,1,0,0,0,1
207,FRSP,0,0,0,0,2,0,2
207,HEST,0,0,0,2,0,0,2
207,HYIM,0,0,2,0,0,0,2
207,HYPA,0,0,2,1,2,0,3
207,LEGL,0,0,1,0,0,1,2
207,LOSP,0,1,2,2,0,0,3
207,MNAF,0,0,0,1,0,0,1
207,NOCU,0,0,2,0,0,0,2
207,PALY,0,2,2,0,0,1,3
207,PLLA,0,1,0,2,0,0,2
207,PLRE,0,0,0,0,2,0,2
207,POCO,1,0,0,0,0,0,1
207,PTSP,0,0,0,0,1,0,1
207,SPCA,1,0,0,0,0,0,1
207,SPSP,0,1,0,0,0,1,2
207,SUBS,1,2,2,2,2,1,4
207,TEPE,0,1,2,0,0,1,3
207,THDE,0,2,0,0,0,1,2
207,ULCR,0,0,0,0,1,0,1
208,CAHA,1,0,1,0,0,0,2
208,DIFL,0,0,1,1,0,0,2
208,DIMO,0,0,0,1,1,0,2
208,FRSP,0,0,0,0,2,0,2
208,GRAP,0,0,0,0,0,1,1
208,HYIM,0,0,1,0,0,0,1
208,HYPA,0,0,0,2,1,0,2
208,LOSP,0,0,2,0,0,0,2
208,PLRE,0,0,1,1,2,0,3
208,POCO,1,0,0,0,0,0,1
208,PONU,0,0,0,0,0,1,1
208,PTSP,0,0,1,0,0,0,1
208,STSE,0,0,0,1,0,0,1
208,SUBS,1,0,1,2,2,1,4
208,TEPE,0,0,1,0,0,0,1
209,BRRE,0,0,1,0,0,0,1
209,CAFI,1,0,0,0,0,0,1
209,CAHA,0,1,0,0,0,0,1
209,DIFL,0,0,2,0,0,0,2
209,DIHE,2,0,0,0,0,0,2
209,DIMO,0,0,1,1,1,1,3
209,HYIM,0,0,1,0,0,0,1
209,HYPA,0,0,2,2,0,1,3
209,PLLA,0,0,0,2,0,0,2
209,PLRE,0,0,1,0,2,0,2
209,PONU,1,0,0,0,0,0,1
209,PTSP,0,0,1,0,0,2,2
209,SUBS,2,1,2,2,2,0,4
209,TEPE,1,0,2,0,0,0,2
209,ULCR,0,0,1,0,1,0,2
210,CAHA,0,0,0,1,0,1,2
210,DIFL,0,0,2,0,0,0,2
210,DIMO,0,0,0,0,1,0,1
210,DIPO,0,0,0,0,0,1,1
210,DISC,0,0,0,0,0,2,2
210,FRSP,0,0,0,0,1,0,1
210,HYIM,0,0,2,0,0,0,2
210,HYPA,0,0,1,2,2,1,4
210,LEGL,0,0,1,0,0,0,1
210,LOSP,0,0,0,1,0,0,1
210,PLLA,0,0,1,0,0,0,1
210,PLRE,0,0,0,2,2,0,3
210,POCO,2,0,0,0,0,0,2
210,PTSP,0,0,1,1,0,2,3
210,RACO,0,0,0,1,0,0,1
210,STSE,0,0,0,1,0,0,1
210,SUBS,1,0,2,2,2,1,4
210,TEPE,0,0,2,0,0,0,2
210,ULCR,0,0,0,0,2,0,2
211,CAHA,0,0,0,2,0,2,3
211,CESP,0,0,1,0,0,0,1
211,DIFL,0,0,2,1,0,0,2
211,DIFU,0,0,0,0,0,1,1
211,DIHE,1,0,0,0,0,0,1
211,DIMO,0,0,0,1,1,0,2
211,DISC,0,0,1,0,0,0,1
211,FRSP,0,0,0,0,1,0,1
211,HYIM,0,0,2,2,0,2,4
211,HYPA,0,0,0,2,1,1,3
211,LOSP,1,0,0,2,0,0,2
211,ODDE,0,0,0,1,0,0,1
211,PLLA,0,0,0,2,0,0,2
211,PLRE,0,0,0,1,2,0,2
211,PTSP,0,0,2,2,1,0,3
211,SUBS,1,0,1,2,2,1,4
211,TEPE,0,0,1,0,0,0,1
211,ULCR,0,0,0,0,2,0,2
212,CAHA,0,0,2,2,0,1,3
212,DIFL,0,0,2,0,0,0,2
212,DIFU,0,0,0,0,0,1,1
212,DIMO,0,0,0,1,1,0,2
212,FRSP,0,0,0,0,2,0,2
212,HYIM,0,0,1,0,0,0,1
212,HYPA,0,0,2,2,0,1,3
212,LOSP,0,0,0,2,0,0,2
212,MNAF,0,0,0,1,0,0,1
212,ODDE,0,0,0,1,0,0,1
212,PLLA,0,0,0,1,0,0,1
212,PLRE,0,0,1,1,2,1,3
212,POCO,2,0,0,0,0,0,2
212,PTSP,0,0,0,0,0,2,2
212,STSE,0,0,0,1,0,0,1
212,SUBS,1,0,1,2,2,1,4
212,ULCR,0,0,0,0,2,0,2
239,ATAN,0,2,0,0,0,0,2
239,CAHA,1,0,0,0,0,0,1
239,DIAP,0,2,0,0,0,0,2
239,DIFL,0,0,2,0,0,0,2
239,DIFO,0,2,0,0,0,0,2
239,DIHE,0,1,0,0,0,0,1
239,DIMO,0,0,0,2,0,0,2
239,HYIM,0,0,2,0,0,1,2
239,HYPA,0,0,1,2,0,0,2
239,JAAU,0,0,0,1,0,0,1
239,PLLA,1,0,0,1,0,0,2
239,POCO,1,0,0,0,0,0,1
239,PONU,0,1,0,0,0,0,1
239,PTSP,0,0,0,1,0,0,1
239,SUBS,1,2,2,2,2,1,4
239,TEPE,0,0,2,0,0,0,2
