PLOT,SPECIES,SOIL,MOUND,DEAD,BASE,LIVE,ROCK,TOTAL
131,SPCA,2,0,1,0,0,0,2
131,SPGI,2,0,0,0,0,0,2
131,SPSP,2,0,0,0,0,0,2
131,SPTE,1,0,0,0,0,1,2
131,SUBS,1,2,2,2,2,3,4
131,TEPE,2,2,0,1,0,2,4
131,THDE,2,1,0,0,0,2,3
131,ULCR,0,0,0,0,1,0,1
132,BATR,0,0,0,2,0,2,3
132,BRRE,0,0,0,0,0,2,2
132,CAFI,0,0,0,1,0,1,2
132,DIFL,0,0,1,0,0,0,1
132,DIFU,0,0,0,0,0,2,2
132,DIMO,0,0,0,1,2,0,2
132,HYIM,0,0,0,0,0,2,2
132,HYPA,0,0,0,1,0,1,2
132,JUPU,0,0,0,0,1,0,1
132,LEGL,0,0,0,0,0,1,1
132,LOSP,0,0,0,1,0,1,2
132,PLLA,0,0,0,1,1,1,2
132,SCNE,0,0,0,0,0,1,1
132,STSE,0,0,1,0,0,0,1
132,SUBS,1,0,1,2,2,2,4
132,TEPE,0,0,1,0,0,0,1
133,ANSP,0,0,0,0,1,0,1
133,BATR,0,0,0,0,0,1,1
133,BROX,0,0,0,0,1,0,1
133,BRRE,0,0,0,2,0,1,2
133,CAFI,0,0,0,0,0,1,1
133,CAHA,0,0,0,1,0,1,2
133,DIFL,1,0,2,0,0,1,3
133,DIFU,0,0,0,1,0,2,2
133,DIMO,0,0,0,1,1,0,2
133,DISC,1,0,0,1,0,1,2
133,FRSP,0,0,0,0,2,0,2
133,HEST,0,0,0,2,0,1,2
133,HYIM,0,0,0,2,0,2,3
133,HYPA,0,0,0,2,0,0,2
133,JAAU,0,0,0,0,0,1,1
133,LEGL,0,0,0,1,0,2,3
133,LERE,0,0,1,0,0,0,1
133,LOSP,0,0,0,2,0,0,2
133,ODDE,0,0,0,2,1,0,2
133,PLLA,0,0,0,1,0,0,1
133,PLRE,0,0,0,0,2,1,2
133,POCO,2,0,0,0,0,1,2
133,SPCA,1,0,0,0,0,0,1
133,SUBS,1,0,1,2,2,2,4
133,TEPE,0,0,1,1,0,0,2
133,THDE,1,0,0,0,0,2,2
133,ULCR,0,0,0,0,2,0,2
134,ATAN,0,2,0,0,0,0,2
134,CAHA,0,0,0,0,0,1,1
134,DIFU,0,0,0,1,0,2,2
134,DIHE,0,2,0,0,0,0,2
134,DIMO,0,0,2,1,2,0,3
134,ENSE,0,0,0,1,0,0,1
134,FRSP,0,0,0,0,2,0,2
134,GRAP,0,0,0,0,0,1,1
134,HECI,0,0,0,0,0,2,2
134,HYPA,0,1,2,1,1,2,4
134,LOSP,0,0,0,2,0,0,2
134,MNAF,0,0,0,1,0,0,1
134,PLRE,0,0,1,1,2,0,3
134,PTSP,0,0,2,1,0,1,3
134,SCNE,0,0,0,0,0,1,1
134,SUBS,1,1,2,2,2,1,4
134,ULCR,0,0,0,0,1,0,1
135,ANAT,0,0,0,2,0,0,2
135,ATAN,0,1,0,0,0,0,1
135,BATR,0,1,0,0,0,1,2
135,BROX,0,0,0,2,0,0,2
135,BRRE,0,0,0,0,0,1,1
135,CAFI,1,2,0,0,0,1,3
135,CAHA,1,0,0,0,0,0,1
135,DIAP,0,2,0,0,0,0,2
135,DIFL,0,0,2,0,0,0,2
135,DIFO,0,1,0,0,0,0,1
135,DIFU,1,0,0,0,0,2,2
135,DIHE,1,2,0,0,0,0,2
135,DIMO,0,0,0,1,1,0,2
135,DISC,0,0,0,0,0,2,2
135,FRSP,0,0,0,0,2,0,2
135,HYIM,0,0,2,1,0,0,2
135,HYPA,0,0,1,1,0,0,2
135,LEGL,2,0,0,0,0,1,2
135,LERE,0,1,1,0,0,1,2
135,LOSP,0,0,0,1,0,0,1
135,MNAF,0,0,0,2,0,0,2
135,PLRE,0,0,0,0,1,0,1
135,POCO,2,1,0,0,0,0,2
135,PONU,0,0,0,0,0,1,1
135,PTSP,0,0,0,1,1,0,2
135,RACO,0,0,0,0,1,0,1
135,SUBS,1,2,1,2,2,1,4
135,TEPE,1,0,1,0,0,0,2
136,BATR,0,0,0,0,0,2,2
136,BRRE,0,0,2,0,0,2,3
136,CAFI,1,1,0,0,0,0,2
136,CAHA,0,0,1,0,0,1,2
136,DIFL,0,1,1,0,0,0,2
136,DIFO,0,1,0,0,0,0,1
136,DIFU,0,0,0,0,0,2,2
136,DIHE,0,2,0,0,0,1,2
136,DIMO,0,0,0,0,1,1,2
136,DISC,0,0,0,0,0,2,2
136,FRSP,0,0,0,0,1,0,1
136,HYIM,0,0,2,0,0,2,3
136,HYPA,0,0,1,0,0,0,1
136,LEGL,0,1,0,0,0,2,2
136,LERE,0,0,0,0,0,1,1
136,NOCU,0,0,1,0,0,0,1
136,ODDE,0,0,0,2,0,1,2
136,PLLA,0,0,0,2,0,2,3
136,PLRE,0,0,0,0,1,0,1
136,POCO,1,1,0,0,0,0,2
136,SUBS,1,2,1,2,2,2,4
136,TEPE,0,2,1,0,0,1,3
136,THDE,0,0,0,0,0,2,2
137,BRRE,0,0,1,1,0,0,2
137,CAHA,0,0,1,1,0,0,2
137,DIFL,0,0,2,0,0,0,2
137,DIFU,0,0,0,0,0,1,1
137,DIMO,0,0,1,0,2,0,2
137,DISC,1,0,0,2,0,0,2
137,DIVI,0,0,0,0,1,0,1
137,FRSP,0,0,0,0,2,0,2
137,HYIM,0,0,2,0,0,1,2
137,HYPA,0,0,1,1,0,0,2
137,JAAU,0,0,1,0,0,0,1
137,LEGL,1,0,1,0,0,1,2
137,LOSP,1,0,0,0,0,0,1
137,MNAF,0,0,0,1,0,0,1
137,PLLA,0,0,0,2,0,1,2
137,PLRE,0,0,1,0,2,0,2
137,POCO,1,0,0,0,0,0,1
137,PTSP,0,0,0,0,1,0,1
137,RACO,0,0,0,0,1,0,1
137,STSE,1,0,0,0,0,0,1
137,SUBS,1,0,1,2,2,1,4
137,TEPE,1,0,1,1,0,1,3
137,THDE,1,0,0,0,0,0,1
137,ULCR,0,0,0,0,2,0,2
138,BATR,0,2,2,0,0,0,3
138,BRRE,2,0,1,0,0,0,2
138,CAFI,1,1,0,0,0,0,2
138,CAHA,0,0,1,0,1,0,2
138,CESP,0,0,0,0,0,1,1
138,DIFL,0,0,2,0,0,0,2
138,DIFU,0,0,0,0,0,2,2
138,DIMO,0,0,0,2,2,0,3
138,DISC,0,1,0,0,0,2,2
138,FRSP,0,0,0,0,1,0,1
138,HYIM,2,1,2,0,0,2,4
138,HYPA,0,0,0,1,0,0,1
138,LEGL,0,0,0,1,0,0,1
138,LERE,0,0,2,1,0,0,2
138,LOSP,0,0,2,0,0,0,2
138,MNHO,2,0,2,2,0,2,4
138,MNPU,2,0,2,0,0,0,3
138,NOCU,0,0,2,0,0,0,2
138,PALY,2,1,0,0,0,0,2
138,PLLA,0,2,0,0,0,2,3
138,PTSP,0,0,0,0,1,0,1
138,SPSP,2,0,0,0,0,0,2
138,SUBS,2,2,2,2,2,2,4
138,TEPE,2,3,2,0,0,0,4
138,THDE,2,0,1,0,0,2,3
140,AUPA,0,0,2,0,0,0,2
140,BATR,0,1,2,2,0,0,3
140,BRRE,2,1,0,1,0,0,3
140,CAFI,2,2,1,0,0,0,3
140,CAHA,0,0,0,1,0,0,1
140,CESP,0,0,2,0,0,0,2
140,DIFL,0,2,2,0,0,0,3
140,DIHE,0,1,0,0,0,0,1
140,HYIM,1,0,2,0,0,0,2
140,LEGL,0,1,1,0,0,0,2
140,LERE,0,1,0,0,0,0,1
140,ODDE,0,0,1,0,0,0,1
140,PALY,1,1,2,0,0,0,3
140,PLLA,0,1,0,1,0,0,2
140,POCO,1,0,0,0,0,0,1
140,SPCA,1,0,0,0,0,0,1
140,SPGI,0,0,1,0,0,0,1
140,SPSP,1,0,0,0,0,0,1
140,SUBS,1,2,2,2,2,1,4
140,TEPE,0,2,2,1,0,0,3
143,BRRE,0,1,2,0,0,0,2
143,CAFI,0,2,0,0,0,0,2
143,DIFL,0,0,2,0,0,0,2
143,DIFO,0,1,0,0,0,0,1
143,DIFU,0,0,0,0,0,2,2
143,DIHE,0,2,0,0,0,0,2
143,DIMO,0,0,0,0,0,2,2
143,HYIM,0,0,2,0,0,1,2
143,HYPA,0,0,1,2,1,2,4
143,LEGL,0,1,0,0,0,0,1
143,LOSP,0,0,0,1,0,0,1
143,PLLA,0,1,0,2,0,1,3
143,PLRE,0,0,0,1,1,0,2
143,POCO,1,0,0,0,0,0,1
143,SUBS,1,2,2,2,2,2,4
143,TEPE,0,2,2,0,0,0,3
144,AUPA,1,0,0,0,0,0,1
144,BATR,0,2,2,2,0,2,4
144,BRRE,2,1,0,2,0,0,3
144,CAFI,0,2,1,0,0,0,2
144,DIFL,1,0,2,0,0,0,2
144,DIMO,0,0,0,2,1,0,2
144,DISC,0,0,1,0,0,2,2
144,HYIM,0,2,2,1,0,0,3
144,HYPA,0,0,0,2,0,0,2
144,LEGL,1,1,0,0,0,0,2
144,LERE,0,0,2,2,0,0,3
144,LOSP,0,0,2,0,0,0,2
144,MNPU,0,0,1,0,0,0,1
144,ODDE,0,0,0,1,0,0,1
144,PALY,2,0,0,0,0,0,2
144,PLLA,1,0,0,2,0,0,2
144,SPCA,1,0,0,0,0,0,1
144,SPGI,0,0,1,0,0,0,1
144,SPSP,0,1,0,0,0,0,1
144,SUBS,2,2,2,2,2,1,4
144,TEPE,2,2,2,2,0,0,4
144,THDE,1,0,0,1,0,0,2
145,BROX,0,0,1,0,0,0,1
145,BRRE,0,0,0,0,0,2,2
145,CAHA,0,0,0,1,0,1,2
145,CESP,0,0,1,0,0,0,1
145,DIFL,0,0,2,0,0,0,2
145,DIFU,0,0,0,0,0,1,1
145,DIMO,0,0,0,2,0,1,2
145,FRSP,0,0,0,0,2,0,2
145,HYIM,0,0,2,2,0,2,4
145,HYPA,0,0,1,2,0,1,3
145,LEGL,0,0,1,0,0,1,2
145,LOSP,0,0,0,1,0,0,1
145,PLLA,0,0,0,1,0,0,1
145,PLRE,0,0,0,1,2,0,2
145,POCO,1,0,0,0,0,0,1
145,SUBS,1,0,2,2,2,1,4
145,TEPE,0,0,2,0,0,0,2
145,ULCR,0,0,0,0,2,0,2
149,BATR,0,0,2,1,0,2,3
149,BRRE,0,2,2,0,0,1,3
149,CAHA,0,0,0,1,0,0,1
149,CESP,0,1,0,0,0,0,1
149,DIFL,0,0,1,0,0,0,1
149,DIFU,0,0,0,0,0,1,1
149,DIMO,0,0,0,0,2,0,2
149,DISC,0,0,2,0,0,1,2
149,HEST,0,0,0,1,0,1,2
149,HYIM,0,0,2,2,0,0,3
149,HYPA,0,0,0,2,1,0,2
149,LEGL,0,0,2,0,0,0,2
149,LERE,0,1,2,2,0,0,3
149,NOCU,0,0,1,0,0,0,1
149,PALY,0,1,0,0,0,0,1
149,PLLA,0,1,0,0,0,0,1
149,PLRE,0,0,0,0,1,0,1
149,POCO,2,0,0,0,0,0,2
149,PTSP,0,0,0,0,1,0,1
149,SPGI,2,0,0,0,0,0,2
149,SPSP,1,0,0,0,0,0,1
149,SUBS,1,1,2,2,2,2,4
149,TEPE,0,1,2,0,0,0,2
149,THDE,1,0,1,0,0,0,2
150,ATAN,0,1,0,0,0,0,1
150,BATR,0,1,2,1,0,0,3
150,BRRE,0,2,2,1,0,0,3
150,CAFI,0,1,1,0,0,0,2
150,CAHA,0,0,0,1,0,0,1
150,CESP,0,0,1,0,0,0,1
150,DIFL,0,0,2,0,0,0,2
150,DIHE,0,1,0,0,0,0,1
150,DIMO,0,0,1,1,1,0,2
150,HYIM,0,0,2,0,0,0,2
150,LEGL,0,1,1,0,0,0,2
150,LERE,0,2,2,0,0,0,3
150,LOSP,0,0,1,0,0,0,1
150,ODDE,0,0,1,0,0,0,1
150,PLLA,1,1,1,1,0,0,3
150,PLRE,0,0,1,0,0,0,1
150,POCO,2,1,0,0,0,0,2
150,SUBS,1,2,2,2,2,0,4
150,TEPE,0,2,2,0,0,0,3
155,ATCR,1,0,0,0,0,0,1
155,AUPA,1,0,0,0,0,0,1
155,CAHA,0,0,2,1,0,2,3
155,DIFL,0,0,2,0,0,0,2
155,DIFU,0,0,0,0,0,2,2
155,DIHE,1,0,0,0,0,0,1
155,DIMO,0,0,1,0,1,0,2
155,DISC,2,0,0,0,0,1,2
155,FRSP,0,0,0,0,1,1,2
155,HYIM,0,0,2,0,0,2,3
155,HYPA,0,0,0,0,0,2,2
155,JAAU,0,0,0,1,0,0,1
155,LEGL,1,0,1,0,0,0,2
155,LOSP,0,0,2,0,0,0,2
155,MNAF,0,0,2,0,0,0,2
155,PALY,0,0,2,0,0,0,2
155,PLLA,1,0,0,0,0,2,2
155,PLRE,0,0,0,0,2,0,2
155,POCO,2,0,0,0,0,0,2
155,PTSP,0,0,2,0,0,0,2
155,SUBS,1,1,2,1,1,2,4
155,TEPE,0,0,3,0,0,0,4
155,THDE,0,0,1,0,0,0,1
161,CAHA,0,0,1,0,0,0,1
161,DIFL,0,0,2,2,0,0,3
161,DIMO,0,0,0,2,1,0,2
161,HYIM,0,0,2,1,0,0,2
161,LOSP,0,0,1,0,0,0,1
161,NOCU,0,0,2,0,0,0,2
161,PLLA,0,0,1,0,0,0,1
161,POCO,1,0,0,0,0,0,1
161,PTSP,0,0,1,0,1,0,2
161,SUBS,0,0,2,2,2,0,4
161,TEPE,0,0,1,0,0,0,1
165,BATR,0,0,2,0,0,0,2
165,BRRE,2,2,2,0,0,0,4
165,CAFI,1,1,0,1,0,0,2
165,CAHA,0,0,1,0,0,0,1
165,CESP,0,0,1,0,0,0,1
165,DIFL,1,0,2,0,0,0,2
165,DIFU,0,0,0,0,0,1,1
165,DIHE,0,2,0,0,0,0,2
165,HYIM,1,0,2,0,0,1,3
165,HYPA,0,0,0,1,0,0,1
165,LEGL,1,2,0,0,0,0,2
165,LERE,1,2,1,0,0,0,3
165,LOSP,0,0,1,0,0,0,1
165,ODDE,1,0,1,0,0,0,2
165,PLLA,0,0,1,1,0,0,2
165,POCO,0,1,0,0,0,0,1
165,PTSP,0,0,0,0,2,0,2
165,SUBS,1,2,2,2,2,1,4
165,TEPE,1,2,2,0,0,0,3
167,BATR,1,2,0,0,0,1,3
167,BRRE,1,2,0,0,0,0,2
167,DIFL,0,1,1,0,0,0,2
167,DIFU,0,0,0,0,0,1,1
167,DIMO,0,0,0,0,1,0,1
167,HYIM,0,0,2,0,0,1,2
167,HYPA,0,0,0,1,0,0,1
167,LEGL,0,2,0,0,0,0,2
167,LERE,0,0,1,0,0,1,2
167,LOSP,0,0,0,0,0,1,1
167,SUBS,1,1,2,1,1,2,4
167,TEPE,1,2,1,0,0,0,3
168,BRRE,2,0,0,0,0,1,2
168,CAFI,1,0,2,0,0,0,2
168,CAHA,0,0,1,0,0,0,1
168,DIFL,0,0,1,1,0,0,2
168,DIFU,0,0,0,0,0,1,1
168,DIMO,0,0,1,0,0,0,1
168,DISC,1,0,0,0,0,0,1
168,FRSP,0,0,1,0,0,0,1
168,HYIM,1,1,2,0,0,2,4
168,LEGL,1,0,0,0,0,1,2
168,LERE,0,0,0,0,0,1,1
168,LOSP,0,0,2,1,0,0,2
168,NOCU,0,0,2,0,0,0,2
168,PLLA,1,0,3,0,0,2,4
168,POCO,0,1,0,0,0,0,1
168,PTCR,0,0,1,0,0,0,1
168,SUBS,1,1,3,1,1,2,4
168,TEPE,0,0,2,0,0,1,2
168,THDE,0,0,1,0,0,0,1
170,DIFU,0,0,0,0,0,2,2
170,DIMO,0,0,0,0,1,1,2
170,FRSP,0,0,0,1,0,0,1
170,HYIM,0,0,0,0,0,1,1
170,HYPA,0,0,0,1,0,2,2
170,PLRE,0,0,0,2,2,1,3
170,RACO,0,0,0,2,0,0,2
170,SUBS,0,0,1,2,2,2,4
170,ULCR,0,0,0,0,1,0,1
175,NA,0,0,0,1,0,0,1
175,ATAN,0,1,0,0,0,0,1
175,BRNO,0,1,0,0,0,1,2
175,BRRE,0,0,0,0,0,1,1
175,BRSA,0,0,0,0,0,2,2
175,CAFI,0,2,0,0,0,2,3
175,CAHA,0,0,1,1,0,1,2
175,CESP,0,0,1,0,0,0,1
175,DIFL,0,0,2,0,0,0,2
175,DIFO,0,1,0,0,0,0,1
175,DIFU,0,0,0,0,0,1,1
175,DIHE,0,1,0,0,0,0,1
175,DIMO,0,0,0,0,1,0,1
175,DISC,0,0,0,0,0,1,1
175,FRSP,0,0,0,0,2,0,2
175,HEST,0,0,0,0,0,1,1
175,HYIM,0,1,2,0,0,2,3
175,HYPA,0,0,0,0,1,1,2
175,LEGL,0,1,1,0,0,1,2
175,LOSP,0,0,1,1,0,1,2
175,MNAF,0,0,0,1,0,0,1
175,MNPU,0,0,0,0,0,1,1
175,NOCU,0,0,2,0,0,0,2
175,PALY,0,0,1,0,0,0,1
175,PLCA,0,0,0,0,0,1,1
175,PLLA,0,1,0,1,0,1,2
175,PLRE,0,0,1,2,2,0,3
175,SCNE,0,0,0,0,0,1,1
175,SUBS,1,1,2,2,2,2,4
175,TEPE,0,0,2,0,0,0,2
175,THDE,0,0,1,0,0,2,2
175,ULCR,0,0,0,0,1,0,1
176,ATUN,0,1,0,0,0,0,1
176,BATR,0,0,1,0,0,0,1
176,BRNO,2,0,0,1,0,0,2
176,BRSA,0,0,0,0,0,1,1
176,CAFI,0,2,0,0,0,0,2
176,CAHA,0,0,0,1,0,0,1
176,DIFL,0,0,1,1,0,0,2
176,DIFO,0,2,0,0,0,0,2
176,DIFU,0,0,0,2,0,2,3
176,DIHE,1,0,0,0,0,0,1
176,DIMO,0,0,0,1,1,1,2
176,DISC,0,0,0,0,0,2,2
176,FRSP,0,0,0,0,2,0,2
176,HEST,0,0,0,0,0,1,1
176,HYIM,0,0,1,1,0,2,3
176,HYPA,0,0,0,2,0,2,3
176,LEGL,0,0,1,0,0,0,1
176,LOSP,1,1,0,1,0,0,2
176,MNPU,0,1,0,0,0,0,1
176,ORRU,0,0,0,0,0,1,1
176,PALY,0,1,0,0,0,0,1
176,PLLA,0,1,0,0,0,0,1
176,PLRE,0,0,1,0,2,1,3
176,POCO,0,0,0,0,0,1,1
176,RACO,0,0,0,2,0,0,2
176,SPSP,1,0,0,0,0,0,1
176,SUBS,1,1,1,2,2,2,4
176,TEPE,0,0,2,0,0,0,2
176,THDE,0,2,0,1,0,2,3
176,ULCR,0,0,0,0,1,0,1
177,BRRE,2,0,0,0,0,0,2
177,CAFI,1,0,0,0,0,1,2
177,CAHA,0,0,2,0,0,2,3
177,DIFL,0,0,2,0,0,1,2
177,DIFU,0,0,0,0,0,2,2
177,DIHE,0,1,0,0,0,0,1
177,DIMO,0,0,0,1,0,0,1
177,FRSP,0,0,0,0,2,0,2
177,HEST,0,0,0,0,0,1,1
177,HYIM,0,0,2,0,0,1,2
177,HYPA,0,0,0,1,0,2,2
177,LEGL,1,0,1,0,0,0,2
177,NOCU,0,0,1,0,0,0,1
177,ODDE,0,0,2,0,0,0,2
177,PLRE,0,0,0,2,2,0,3
177,PTSP,0,0,0,0,1,0,1
177,SUBS,1,1,2,1,1,1,4
177,TEPE,1,0,2,2,0,1,4
177,THDE,1,0,0,2,0,2,3
177,ULCR,0,0,0,0,1,0,1
178,ATAN,0,1,0,0,0,0,1
178,BRNO,1,0,0,0,0,0,1
178,BROX,0,0,0,1,0,0,1
178,BRTU,0,0,0,0,0,1,1
178,CAFI,0,2,1,0,0,1,3
178,CAHA,1,0,2,0,0,0,2
178,CESP,0,0,1,0,0,0,1
178,DIFL,0,0,0,0,0,1,1
178,DIFO,0,1,0,0,0,0,1
178,DIFU,0,0,0,0,0,1,1
178,DIHE,0,1,0,0,0,0,1
178,DIMO,0,0,0,0,0,1,1
178,FRSP,0,0,1,2,2,0,3
178,HEST,1,2,0,2,0,2,4
178,HYIM,0,0,1,0,0,2,2
178,LEGL,2,0,0,0,0,1,2
178,LOSP,0,0,1,0,0,0,1
178,NOCU,0,0,3,0,0,0,4
178,PLLA,0,0,0,0,0,1,1
178,PLRE,0,0,2,2,1,1,4
178,SCNE,0,0,0,0,0,2,2
178,SUBS,1,1,2,1,1,1,4
178,TEPE,0,2,1,0,0,0,2
178,THDE,0,0,1,0,0,2,2
179,BRRE,0,0,0,1,0,0,1
179,CAHA,0,0,0,1,0,0,1
179,DIFL,0,0,2,0,0,0,2
179,DIMO,0,0,0,1,0,0,1
179,HYIM,0,0,2,0,0,1,2
179,HYPA,0,0,1,2,0,0,2
179,LOSP,0,0,0,1,0,0,1
179,NOCU,0,0,1,0,0,0,1
179,PLRE,0,0,0,1,0,0,1
179,SUBS,1,0,1,2,2,1,4
179,TEPE,0,0,2,0,0,0,2
180,BATR,2,0,0,0,0,0,2
180,BRRE,2,0,0,0,0,2,3
180,DIFL,1,0,1,1,0,0,2
180,DIFU,0,0,0,0,0,2,2
180,DISC,0,0,0,0,0,2,2
180,HYIM,2,0,2,0,0,2,4
180,HYPA,0,0,0,0,0,1,1
180,LEGL,2,0,0,0,0,0,2
180,LERE,0,0,2,2,0,0,3
180,ODDE,2,0,2,0,0,0,3
180,PLLA,0,0,0,2,0,1,2
180,PLRE,0,0,0,0,1,0,1
180,POCO,1,0,0,0,0,1,2
180,SUBS,1,0,1,2,2,2,4
180,TEPE,1,0,2,0,0,0,2
181,BATR,2,0,0,2,0,2,4
181,BRRE,2,0,0,2,0,1,3
181,CAHA,0,0,0,0,0,1,1
181,DIFL,1,0,2,0,0,0,2
181,DIFU,0,0,0,0,0,2,2
181,DIMO,0,0,0,0,2,0,2
181,DISC,2,0,0,0,0,0,2
181,HEST,0,0,0,0,0,1,1
181,HYIM,0,0,0,2,0,2,3
181,HYPA,0,0,1,1,0,0,2
181,LEGL,2,0,0,1,0,0,2
181,LERE,2,1,1,2,0,1,4
181,LOSP,0,0,1,2,0,0,2
181,ODDE,0,0,1,0,0,0,1
181,SCNE,0,0,0,0,0,1,1
181,SUBS,2,1,2,3,2,2,4
181,TEPE,2,1,2,0,0,0,3
186,ATAN,1,0,0,0,0,0,1
186,BRRE,0,0,0,0,0,1,1
186,CAHA,0,0,0,2,0,2,3
186,DIFU,0,0,0,0,0,2,2
186,DIMO,0,0,0,2,1,1,3
186,DISC,0,0,0,0,0,2,2
186,FRSP,0,0,0,0,1,0,1
186,HYIM,0,0,0,0,0,2,2
186,HYPA,0,0,2,2,1,2,4
186,LEGL,2,0,0,0,0,2,3
186,LOSP,0,0,0,2,0,0,2
186,PLLA,0,0,1,1,0,1,2
186,PLRE,0,0,1,0,1,0,2
186,POCO,2,0,0,0,0,0,2
186,PTSP,0,0,0,0,0,1,1
186,SUBS,1,0,2,2,2,2,4
186,THDE,0,0,1,1,0,2,3
186,ULCR,0,0,0,0,1,0,1
189,CAHA,1,0,2,2,0,1,4
189,DIFL,0,0,0,1,0,0,1
189,DIHE,0,0,0,1,0,0,1
189,DIMO,0,0,0,2,2,0,3
189,DISC,0,0,0,0,0,1,1
189,FRSP,0,0,0,0,1,0,1
189,HYIM,0,0,2,1,0,2,3
189,HYPA,0,0,1,2,0,2,3
189,PLRE,0,0,0,0,2,0,2
189,POCO,3,0,0,1,0,0,4
189,PTSP,0,0,0,1,0,1,2
189,STSE,0,0,0,1,0,0,1
189,SUBS,2,0,1,2,2,1,4
189,ULCR,0,0,0,0,2,0,2
190,ATAN,0,1,0,0,0,0,1
190,CAHA,0,0,0,1,0,1,2
190,DIFL,0,0,2,0,0,0,2
190,DIFU,0,0,0,0,0,1,1
190,DIHE,0,2,0,0,0,0,2
190,DIMO,0,0,1,2,1,0,3
190,DISC,0,0,0,0,0,1,1
190,HYIM,0,0,2,2,0,1,3
190,HYPA,0,0,0,1,0,1,2
190,LOSP,0,0,1,0,0,0,1
190,NOCU,0,0,2,0,0,0,2
190,ODDE,0,0,0,1,0,0,1
190,PLRE,0,0,1,0,1,0,2
190,POCO,1,0,0,0,0,0,1
190,PTSP,0,0,2,1,0,1,3
190,SUBS,1,1,2,2,2,1,4
190,TEPE,0,0,1,0,0,0,1
190,ULCR,0,0,0,0,1,0,1
196,BRRE,0,0,0,0,0,2,2
196,CAHA,0,0,0,0,0,2,2
196,DIFU,0,0,0,0,0,2,2
196,DIMO,0,0,0,2,1,1,3
196,DISC,0,0,0,0,0,1,1
196,HYIM,0,0,1,0,0,1,2
196,LEGL,0,0,0,0,0,1,1
196,LOSP,0,0,2,0,0,1,2
196,NOCU,0,0,2,0,0,0,2
196,PLLA,0,0,0,2,0,0,2
196,PTSP,0,0,1,0,0,2,2
196,STSE,0,0,1,0,0,0,1
196,SUBS,0,0,1,2,2,2,4
196,TEPE,0,0,2,0,0,0,2
197,ATAN,0,1,0,0,0,0,1
197,BRRE,0,0,0,0,0,2,2
197,CAHA,0,0,1,1,0,2,3
197,DIFL,0,0,2,1,0,0,2
197,DIFU,0,0,0,0,0,2,2
197,DIHE,0,1,0,0,0,0,1
197,DIMO,0,0,1,0,2,2,3
197,DISC,0,0,0,0,0,2,2
197,FRSP,0,0,1,0,0,0,1
197,HYIM,0,0,0,0,1,2,2
197,HYPA,0,0,2,2,0,2,4
197,LEGL,0,0,0,0,0,1,1
197,NOCU,0,0,2,0,0,0,2
197,PLLA,0,0,0,1,1,1,2
197,PLRE,0,0,1,0,1,0,2
197,PTSP,0,0,2,0,1,2,3
197,STSE,0,0,2,0,0,0,2
197,SUBS,1,1,2,2,2,2,4
197,TEPE,0,0,1,0,0,0,1
197,ULCR,0,0,1,0,0,0,1
198,BRNO,0,0,0,0,0,1,1
198,BROX,0,0,0,1,0,0,1
198,CAHA,0,0,0,2,0,1,2
198,DIFL,0,0,2,0,0,0,2
198,DIFU,0,0,0,1,0,2,2
198,DIMO,0,0,0,0,1,0,1
198,FRSP,0,0,0,0,2,0,2
198,HECI,0,0,0,0,0,1,1
198,HYIM,0,0,1,0,0,1,2
198,HYPA,0,0,1,0,0,2,2
198,LEGL,0,0,0,0,0,1,1
198,LOSP,0,0,0,0,0,1,1
198,MNPU,1,0,0,0,0,0,1
198,ODDE,0,0,1,0,0,0,1
198,PLRE,0,0,0,0,2,0,2
198,RACO,0,0,0,0,0,1,1
198,SUBS,1,0,1,2,2,2,4
198,TEPE,0,0,2,0,0,0,2
198,THDE,0,0,0,1,0,1,2
198,ULCR,0,0,0,0,2,0,2
199,ATAN,0,1,0,0,0,0,1
199,ATUN,2,0,0,0,0,0,2
199,BRRE,0,0,1,0,0,0,1
199,BRRU,0,0,1,0,0,0,1
199,CAHA,0,0,2,1,0,2,3
199,DIFL,0,0,1,0,0,0,1
199,DIFU,0,0,0,0,0,2,2
199,DIHE,0,1,0,0,0,0,1
199,DIMO,0,0,1,1,0,0,2
199,DIPO,1,0,0,0,0,0,1
199,DISC,0,0,0,0,0,1,1
199,HYIM,0,0,1,0,0,0,1
199,HYPA,0,0,0,2,0,0,2
199,LEGL,1,0,0,0,0,1,2
199,LOSP,0,0,2,1,0,0,2
199,NOCU,0,0,1,0,0,0,1
199,PLLA,0,0,0,1,1,0,2
199,PLRE,0,0,1,0,1,0,2
199,POCO,2,0,0,1,0,0,2
199,PTSP,0,0,1,1,0,0,2
199,STSE,0,0,1,0,0,0,1
199,SUBS,1,1,2,2,2,1,4
203,ATUN,1,0,0,0,0,0,1
203,BRRE,0,0,0,0,0,1,1
203,CAHA,0,0,0,1,0,0,1
203,DIHE,0,0,1,0,0,0,1
203,DIMO,0,0,0,2,1,1,3
203,FRSP,0,0,0,0,1,0,1
203,HYPA,0,0,0,2,1,2,3
203,LOSP,0,0,1,0,0,0,1
203,PLLA,0,0,2,1,0,0,2
203,PLRE,0,0,1,2,2,0,3
203,POCO,1,0,0,0,0,0,1
203,PONU,1,0,0,0,0,0,1
203,PTSP,0,0,0,0,0,2,2
203,SUBS,1,0,2,2,2,1,4
203,ULCR,0,0,0,0,2,0,2
