PLOT,SPECIES,DIAMETER,STATUS,SPROUTS
140,TSCA,6.5,L,NA
140,PRSE,10,L,NA
140,ACRU,15.5,L,S1
140,TSCA,6.2,L,NA
140,TSCA,3.8,L,NA
140,TSCA,3.4,L,NA
140,TSCA,16.5,L,NA
140,TSCA,4,L,NA
140,TSCA,4.3,D,NA
140,TSCA,3.6,L,NA
140,TSCA,8.4,L,NA
140,TSCA,9.8,L,NA
140,TSCA,4.1,L,NA
140,TSCA,3.3,L,NA
140,TSCA,4.1,L,NA
140,TSCA,2.9,L,NA
140,TSCA,12.8,L,NA
140,TSCA,6.5,L,NA
140,TSCA,14.8,L,NA
140,TSCA,4.8,L,NA
140,TSCA,4.4,L,NA
140,TSCA,7.8,L,NA
140,TSCA,30.5,L,NA
140,TSCA,6.4,L,NA
140,TSCA,4.5,L,NA
140,TSCA,4.3,L,NA
140,TSCA,3.7,L,NA
140,TSCA,2.5,L,NA
140,TSCA,11.5,L,NA
140,TSCA,12.9,L,NA
140,TSCA,5.5,L,NA
140,TSCA,11.3,L,NA
140,TSCA,10.2,L,NA
140,TSCA,3.2,L,S15
140,TSCA,2.6,L,S15
140,TSCA,12.1,L,NA
140,TSCA,3.5,L,NA
140,TSCA,4.7,L,NA
140,TSCA,18.3,L,NA
140,QURU,6.7,D,S14
140,QURU,4.9,D,S14
140,QURU,20,L,S14
140,QURU,5.2,L,NA
140,QURU,24.2,L,NA
140,QURU,23.1,L,NA
140,QURU,9.9,L,NA
140,QURU,4.1,L,NA
140,BEPO,4.8,D,NA
140,BEPO,7,L,NA
140,BEPO,5.5,L,NA
140,BEPA,5.5,L,NA
140,BEPA,4.3,L,NA
140,BEPA,11.9,L,NA
140,BELE,7.9,L,NA
140,BELE,3.1,L,NA
140,BELE,3.5,L,NA
140,BELE,5,L,NA
140,BELE,6.6,L,NA
140,BELE,6.7,L,NA
140,BEAL,3.4,L,NA
140,BEAL,8.4,L,NA
140,BEAL,4.8,L,NA
140,BEAL,4.6,L,NA
140,BEAL,13.4,L,NA
140,BEAL,3.2,L,NA
140,BEAL,4.7,L,NA
140,BEAL,4,L,NA
140,BEAL,5.1,L,NA
140,BEAL,12.4,L,NA
140,BEAL,9,L,NA
140,BEAL,11.1,L,S13
140,BEAL,4.7,D,S13
140,BEAL,7.2,L,S12
140,BEAL,11.1,L,S12
140,BEAL,6.7,L,NA
140,BEAL,3.7,L,NA
140,BEAL,3,L,NA
140,BEAL,4.4,L,NA
140,BEAL,3.2,L,NA
140,BEAL,7,L,NA
140,ACRU,4.3,D,S11
140,ACRU,8.3,L,S11
140,ACRU,6,D,S11
140,ACRU,5.7,L,S11
140,ACRU,13.4,L,S11
140,ACRU,8.1,D,S10
140,ACRU,4.5,D,S10
140,ACRU,3.7,D,S10
140,ACRU,22.6,L,S10
140,ACRU,19.7,L,S10
140,ACRU,8.2,L,S10
140,ACRU,6.8,L,S9
140,ACRU,15.1,L,S9
140,ACRU,20.5,L,S9
140,ACRU,10.2,L,NA
140,ACRU,10,L,S8
140,ACRU,4.5,D,S8
140,ACRU,4.1,D,S8
140,ACRU,20.2,L,S7
140,ACRU,8.7,D,S7
140,ACRU,19.3,L,S7
140,ACRU,7.5,L,S6
140,ACRU,7,L,S6
140,ACRU,7,L,S6
140,ACRU,15.6,L,S6
140,ACRU,5,L,NA
140,ACRU,8.3,L,S5
140,ACRU,9.3,D,S5
140,ACRU,14.9,L,S5
140,ACRU,12,L,S4
140,ACRU,13.9,L,S4
140,ACRU,10.9,L,S4
140,ACRU,5.2,D,S4
140,ACRU,15.7,L,S4
140,ACRU,4.1,D,S4
140,ACRU,5,D,S4
140,ACRU,8.1,L,S4
140,ACRU,8.2,L,S4
140,ACRU,7.5,D,NA
140,ACRU,10.7,L,S3
140,ACRU,7.3,D,S3
140,ACRU,14.7,L,S3
140,ACRU,5.5,L,S2
140,ACRU,8.5,L,S2
140,ACRU,12.2,L,S2
140,ACRU,4.2,D,S2
140,ACRU,7.7,L,S2
140,ACRU,7.5,L,S2
140,ACRU,5.4,D,S1
140,ACRU,9,L,S1
140,ACRU,13.8,L,S1
140,ACRU,16.3,L,S1
140,PRSE,24,L,NA
140,PRSE,4,D,NA
140,TSCA,5.2,L,NA
140,TSCA,4,L,NA
140,TSCA,5.6,L,NA
140,PRSE,10.5,L,NA
141,BEAL,2.5,L,NA
141,TSCA,26.5,L,NA
141,TSCA,36.5,L,NA
141,BEAL,2.5,L,NA
141,BEAL,3,L,S9
141,BEAL,5.5,L,S9
141,BEAL,4,L,NA
141,BEAL,2.5,L,NA
141,BEAL,6.5,L,NA
141,BEAL,2.5,L,NA
141,BEAL,5.5,L,NA
141,BEAL,4.5,L,NA
141,BEAL,6.5,L,NA
141,BEAL,10.5,L,NA
141,BEAL,6,L,NA
141,BEAL,3.5,L,NA
141,BEAL,4,L,NA
141,BEAL,2.5,L,NA
141,BEAL,3,L,NA
141,BEAL,2.5,D,NA
141,ACRU,6.5,L,S8
141,ACRU,5.5,L,S8
141,ACRU,8,L,S8
141,ACRU,5,D,S8
141,ACRU,11.5,L,S8
141,ACRU,4.5,D,NA
141,ACRU,36,D,NA
141,ACRU,12.5,L,NA
141,ACRU,4.5,L,S7
141,ACRU,3,L,S7
141,ACRU,6,L,S7
141,ACRU,4.5,L,S7
141,ACRU,6.5,L,S7
141,ACRU,8.5,L,S6
141,ACRU,13,L,S6
141,ACRU,5.5,D,S6
141,ACRU,19.5,L,S6
141,ACRU,7,L,S5
141,ACRU,3.5,D,S5
141,ACRU,5,D,S5
141,ACRU,4,D,S4
141,ACRU,11.5,L,S4
141,ACRU,11.5,L,S4
141,ACRU,10,L,S4
141,ACRU,4,L,S4
141,ACRU,4.5,D,S3
141,ACRU,5,D,S3
141,ACRU,12,L,S3
141,ACRU,13,L,S3
141,ACRU,6.5,D,S3
141,ACRU,4.5,D,S3
141,ACRU,12,L,NA
141,ACRU,3,D,S2
141,ACRU,3.5,D,S2
141,ACRU,14.5,L,S2
141,ACRU,8.5,L,S2
141,ACRU,9,L,S2
141,ACRU,5.5,L,S2
141,ACRU,9,L,S2
141,TSCA,33.5,L,S1
141,TSCA,22,L,S1
141,TSCA,3.5,L,NA
141,TSCA,34,L,NA
141,TSCA,43,L,NA
141,TSCA,30,L,NA
141,BEAL,32,L,S10
141,TSCA,33.5,L,NA
141,TSCA,49,L,NA
141,TSCA,27.8,L,NA
141,TSCA,36,L,NA
141,TSCA,8,L,NA
141,TSCA,10.7,L,NA
141,TSCA,30.5,L,NA
141,QURU,5.5,D,S11
141,QURU,9.5,L,S11
141,TSCA,25,L,NA
141,BEAL,3,L,S10
141,BEAL,7.5,L,S10
141,QURU,17,L,S11
141,QURU,10.5,L,S11
142,ACRU,28.3,L,NA
142,ACRU,18.8,L,NA
142,ACRU,26.1,L,NA
142,ACRU,27.7,L,NA
142,ACRU,5.1,L,NA
142,ACRU,3.9,L,S5
142,ACRU,24.7,L,NA
142,ACRU,11.7,L,NA
142,ACRU,5.5,L,S6
142,ACRU,6.6,L,NA
142,ACRU,3,D,S6
142,PIST,35.3,D,NA
142,PIST,10,L,NA
142,TSCA,8.4,L,NA
142,TSCA,3.9,L,NA
142,ACRU,10.4,D,S4
142,ACRU,5.6,L,S5
142,ACRU,8.2,L,S6
142,TSCA,3,L,NA
142,TSCA,24.4,L,NA
142,TSCA,3.5,L,NA
142,ACRU,12.2,L,S4
142,TSCA,3.2,L,NA
142,FAGR,4.4,D,NA
142,FAGR,5.4,L,NA
142,FAGR,40.8,L,NA
142,QURU,38,L,NA
142,QURU,31.8,L,NA
142,QURU,38.3,L,NA
142,PRSE,6.4,L,NA
142,FRAM,3.8,L,NA
142,BEAL,18.5,D,S7
142,BEAL,13.7,D,S7
142,BEAL,21,L,S7
142,BEAL,3.2,L,S7
142,TSCA,3.2,L,NA
142,ACRU,2.7,L,NA
142,ACRU,2.9,L,NA
142,TSCA,6.1,L,NA
142,TSCA,6.5,L,NA
142,TSCA,3.8,L,NA
142,ACRU,5.4,D,NA
142,ACRU,27.3,L,S3
142,ACRU,26.5,D,S3
142,ACRU,26.3,L,S3
142,ACRU,27.8,L,S3
142,BEAL,3.2,L,S2
142,BEAL,13.7,D,S2
142,BEAL,21,L,S2
142,BEAL,8.7,L,NA
142,BEAL,18.5,D,S2
142,BEAL,4,L,NA
142,BEAL,2.5,L,NA
142,BEAL,3.3,L,NA
142,BEAL,15,L,NA
142,BEAL,25,D,NA
142,BEAL,23.8,L,S1
142,BEAL,17.4,D,S1
142,BEAL,2.8,L,NA
142,BEAL,9.6,L,NA
142,BEAL,9.4,L,NA
142,BEAL,2.8,L,NA
142,BEAL,37.2,L,NA
142,BEAL,3.2,L,NA
142,ACRU,4,L,NA
143,BEAL,13.5,L,NA
143,BEAL,15.3,L,NA
143,BEAL,5.8,D,NA
143,BEPA,5.4,L,NA
143,BEAL,7.5,L,NA
143,FAGR,3.4,L,NA
143,FAGR,45.6,L,NA
143,FAGR,4,L,NA
143,FAGR,3.9,L,NA
143,FAGR,2.5,L,NA
143,FAGR,2.5,L,NA
143,FAGR,2.7,L,NA
143,FAGR,2.8,L,NA
143,PIST,7.4,D,NA
143,PIST,70.6,L,NA
143,QURU,46.5,L,NA
143,QURU,9,L,S4
143,QURU,8.2,D,S4
143,TSCA,18.8,L,NA
143,TSCA,42.2,L,NA
143,TSCA,10.3,L,NA
143,TSCA,7,L,NA
143,TSCA,14.8,L,S5
143,TSCA,3,L,S5
143,PIST,7.4,D,NA
143,BEAL,6.1,L,NA
143,TSCA,2.6,L,NA
143,TSCA,38,L,NA
143,TSCA,35.8,L,NA
143,TSCA,22.5,L,NA
143,TSCA,24.8,L,NA
143,TSCA,29.5,L,S6
143,TSCA,29,L,S6
143,TSCA,14.8,L,S6
143,TSCA,16.4,L,NA
143,TSCA,50.8,L,NA
143,TSCA,22.1,D,NA
143,TSCA,11.7,D,NA
143,TSCA,9.5,L,S7
143,TSCA,38.2,L,S7
143,TSCA,20,L,S8
143,TSCA,27.2,L,S8
143,TSCA,15.4,D,S8
143,TSCA,25.7,L,NA
143,TSCA,22,D,NA
143,TSCA,9.9,D,NA
143,TSCA,31,L,NA
143,TSCA,24.7,L,NA
143,TSCA,35.2,L,NA
143,TSCA,13.4,D,NA
143,TSCA,26.2,L,NA
143,BEAL,19.4,L,S3
143,BEAL,6,D,S3
143,BEAL,10.7,L,NA
143,BEAL,6,L,NA
143,BEAL,8.4,L,NA
143,BEAL,4.5,L,S2
143,BEAL,3.8,L,S2
143,BEAL,3.6,D,S2
143,BEAL,3.4,L,NA
143,BEAL,7.2,L,NA
143,BEAL,9.9,L,NA
143,ACRU,5.1,L,NA
143,ACRU,4.9,L,NA
143,ACRU,31.4,L,S1
143,ACRU,29,L,S1
143,PRSE,15.3,L,NA
143,TSCA,4.7,L,S5
143,TSCA,6.2,L,NA
143,TSCA,45,L,NA
144,SOAM,9,L,NA
144,PI,11.2,L,NA
144,PRSE,5,D,NA
144,PRSE,7.1,D,NA
144,PRSE,15.3,L,NA
144,FRAM,8.3,D,NA
144,TSCA,13.7,L,NA
144,TSCA,12.9,L,NA
144,TSCA,8.6,L,S19
144,TSCA,10,L,S19
144,TSCA,12,L,NA
144,TSCA,44.6,L,NA
144,TSCA,9.7,L,S18
144,TSCA,6.8,L,S18
144,TSCA,10.4,L,S18
144,TSCA,19.8,L,NA
144,TSCA,22.4,L,NA
144,TSCA,2.5,L,NA
144,TSCA,5,L,NA
144,TSCA,19.4,L,S17
144,TSCA,9.8,L,S17
144,TSCA,16,L,NA
144,TSCA,7.4,L,NA
144,TSCA,5.7,L,NA
144,TSCA,3.2,L,NA
144,TSCA,5.5,L,NA
144,TSCA,5.8,L,NA
144,TSCA,19.1,L,S16
144,TSCA,21.9,L,S16
144,TSCA,14.7,L,S15
144,TSCA,10.4,L,S15
144,TSCA,9.6,L,NA
144,TSCA,15,L,NA
144,TSCA,11.2,D,NA
144,TSCA,19.1,L,NA
144,TSCA,29,L,NA
144,TSCA,14.5,L,NA
144,TSCA,10.2,L,NA
144,TSCA,15.5,L,NA
144,TSCA,32,D,NA
144,TSCA,9,D,NA
144,TSCA,39.6,L,NA
144,TSCA,13.3,L,S14
144,TSCA,2.7,L,S14
144,TSCA,2.9,L,NA
144,TSCA,21.7,L,NA
144,TSCA,29.4,L,S13
144,TSCA,14.2,L,S13
144,TSCA,3.7,L,NA
144,TSCA,23.6,L,NA
144,TSCA,23.4,L,NA
144,TSCA,39.3,L,NA
144,TSCA,30.6,L,NA
144,TSCA,29.3,L,NA
144,TSCA,30.9,L,NA
144,QURU,9.4,L,NA
144,QURU,6.7,L,NA
144,QURU,3.8,L,NA
144,QURU,9,L,NA
144,QURU,6.7,D,NA
144,PIST,10.5,L,NA
144,BEPO,10.4,D,NA
144,BEPO,12.3,L,NA
144,BEPO,8.8,D,NA
144,BEPO,9.8,L,S12
144,BEPO,7.2,D,S12
144,BEPO,9.5,L,NA
144,BEPA,9,L,NA
144,BEPA,10.5,L,NA
144,BEPA,16.3,D,NA
144,BEPA,9,L,NA
144,BEAL,13.4,L,NA
144,BEAL,4.7,D,S11
144,BEAL,6.1,L,S11
144,BEAL,6.7,L,S10
144,BEAL,13.8,L,S10
144,BEAL,11.3,L,NA
144,BEAL,5.2,L,NA
144,BEAL,6,L,NA
144,BEAL,5,L,NA
144,BEAL,3.4,D,S9
144,BEAL,4.4,L,S9
144,BEAL,12.4,L,NA
144,BEAL,13,L,S8
144,BEAL,15.6,L,S8
144,BEAL,8.3,L,NA
144,BEAL,9.2,L,NA
144,BEAL,12.8,L,NA
144,BEAL,4.2,L,NA
144,BEAL,3.5,L,NA
144,BEAL,9.1,L,NA
144,BEAL,8.7,L,NA
144,BEAL,4.2,L,NA
144,BEAL,3,D,S7
144,BEAL,9.8,L,S7
144,BEAL,3.1,D,S6
144,BEAL,6,L,S6
144,BEAL,6.6,L,S6
144,BEAL,31.4,L,NA
144,BEAL,10.4,L,NA
144,BEAL,9.5,L,S5
144,BEAL,6.4,L,S5
144,BEAL,5.9,L,NA
144,BEAL,8.8,L,S4
144,BEAL,24.5,L,S4
144,BEAL,13.7,L,NA
144,ACRU,3.8,L,NA
144,ACRU,4.5,L,NA
144,ACRU,13.7,L,NA
144,ACRU,2.8,L,NA
144,ACRU,8.9,L,NA
144,ACRU,18,L,NA
144,ACRU,6.6,L,NA
144,ACRU,20.5,L,NA
144,ACRU,6.9,D,S3
144,ACRU,49.8,L,S3
144,ACRU,15.5,L,NA
144,ACRU,20.4,L,S2
144,ACRU,14.8,L,S2
144,ACRU,14.6,L,NA
144,ACRU,13.3,L,S1
144,ACRU,8.7,L,S1
145,ACRU,5.3,D,NA
145,ACRU,3.9,L,NA
145,ACRU,3.7,L,NA
145,ACRU,4.3,L,NA
145,ACRU,5.8,L,NA
145,ACRU,7.4,D,NA
145,ACRU,4.1,D,NA
145,ACRU,7.3,L,NA
145,ACRU,3.1,L,NA
145,ACRU,4.5,L,NA
145,ACRU,2.9,L,NA
145,ACRU,3.2,L,NA
145,ACRU,3.4,L,NA
145,ACRU,5.9,L,NA
145,ACRU,8.5,L,NA
145,ACRU,4,L,NA
145,ACRU,3.3,L,NA
145,ACRU,8,L,NA
145,ACRU,4,D,S2
145,ACRU,5.7,L,S2
145,ACRU,3.7,L,NA
145,ACRU,3.7,D,S1
145,ACRU,3.4,D,S1
145,ACRU,5.2,D,S1
145,ACRU,6.2,L,S1
145,PIST,30.7,L,NA
145,PIST,18.1,L,NA
145,QURU,7.2,L,NA
145,QURU,9.9,L,NA
145,QURU,20.9,L,NA
145,QURU,13.6,L,NA
145,QURU,16.1,L,NA
145,QURU,7.1,L,NA
145,QURU,8.4,L,S17
145,PIST,11,D,S16
145,QURU,5.6,L,NA
145,QURU,27.6,L,NA
145,QURU,11.3,L,NA
145,QUAL,12.4,L,NA
145,PIST,24.9,L,NA
145,PIST,15.1,L,NA
145,PIST,5.1,D,NA
145,PIST,10.4,L,NA
145,PIST,32.3,L,NA
145,PIST,7.3,D,NA
145,PIST,5.6,D,NA
145,PIST,7.3,L,NA
145,PIST,6.8,D,NA
145,PIST,3.5,D,NA
145,PIST,22.4,L,NA
145,PIST,6.6,D,NA
145,PIST,6.7,L,NA
145,PIST,16.4,L,NA
145,PIST,6.3,D,NA
145,PIST,25.7,L,NA
145,QURU,11.3,L,NA
145,QURU,6.5,D,NA
145,QURU,17.7,L,NA
145,QURU,17.8,L,NA
145,QURU,18.7,L,NA
145,QURU,14.3,L,NA
145,QURU,7.2,D,NA
145,QURU,22.1,L,NA
145,QURU,15.3,L,S18
145,QURU,13,L,S18
145,QURU,6.8,D,NA
145,TSCA,10.1,L,NA
145,TSCA,7.4,L,NA
145,PRSE,11.5,L,NA
145,PRSE,7.1,D,NA
145,QURU,35.7,L,NA
145,ACRU,2.8,D,NA
145,PIST,6.8,D,S16
145,PIST,8.5,D,NA
145,PIST,3.8,D,S15
145,PIST,5.1,D,S15
145,PIST,23.6,L,NA
145,PIST,10.6,D,S14
145,PIST,14,D,S14
145,PIST,8.4,D,NA
145,PIST,41.9,L,NA
145,PIST,4.8,L,NA
145,PIST,24.8,L,NA
145,PIST,14.6,L,S13
145,PIST,7.1,D,S13
145,PIST,5.6,L,NA
145,PIST,14,L,S13
145,PIST,16.1,L,NA
145,PIST,35.8,L,NA
145,PIST,6.2,L,NA
145,PIST,12.1,L,NA
145,PIST,17.2,L,NA
145,PIST,5.7,D,NA
145,PIST,4.4,L,NA
145,PIST,7.4,L,NA
145,PIST,4.7,L,NA
145,PIST,5.2,L,NA
145,FAGR,8.5,L,NA
145,BEPO,11.8,L,NA
145,BEPO,15.8,L,S12
145,BEPO,18.8,D,S12
145,BEPA,9.2,D,NA
145,BEPA,17.7,L,NA
145,BEPA,6.6,L,NA
145,BEPA,18.6,L,NA
145,BEPA,20.3,L,NA
145,BELE,14.7,L,NA
145,BELE,4.8,L,NA
145,BELE,22.9,L,NA
145,BELE,9.4,L,S11
145,BELE,22.5,L,S11
145,BELE,19.7,L,S11
145,BELE,21.6,L,S11
145,BEAL,8.8,L,NA
145,BEAL,13.8,L,NA
145,BEAL,19.1,L,S10
145,BEAL,16.1,L,S10
145,BEAL,7,L,NA
145,BEAL,15.4,L,NA
145,BEAL,3.8,D,NA
145,BEAL,4.1,L,NA
145,BEAL,17.8,L,NA
145,BEAL,6.9,L,S9
145,BEAL,6.6,L,S9
145,ACRU,3.1,L,NA
145,ACRU,5.2,L,NA
145,ACRU,3.3,L,NA
145,ACRU,4.2,L,S8
145,ACRU,11.7,L,S8
145,ACRU,6.5,L,NA
145,ACRU,3.3,D,NA
145,ACRU,3.7,L,NA
145,ACRU,5.4,D,NA
145,ACRU,6.3,L,S7
145,ACRU,2.8,L,S7
145,ACRU,7.8,L,S6
145,ACRU,5.7,L,S6
145,ACRU,3.8,L,NA
145,ACRU,3.2,L,NA
145,ACRU,6,L,NA
145,ACRU,6.4,L,NA
145,ACRU,2.8,D,NA
145,ACRU,3.4,L,S5
145,ACRU,3,L,S5
145,ACRU,3.5,L,S5
145,ACRU,5.9,D,S3
145,ACRU,11.9,L,S3
145,ACRU,3.3,L,NA
145,ACRU,4.8,L,NA
145,ACRU,3.8,L,S4
145,ACRU,4,L,S4
145,ACRU,3.4,L,S4
145,QURU,18.3,L,S17
145,ACRU,5.8,D,NA
145,ACRU,2.9,L,NA
145,PIST,4.3,L,NA
146,SOAM,9.9,L,NA
146,NYSY,3.8,L,NA
146,NYSY,26.9,L,NA
146,NYSY,13.5,L,NA
146,NYSY,24.1,L,NA
146,NYSY,11.6,L,NA
146,NYSY,18.9,L,NA
146,NYSY,5.7,L,NA
146,NYSY,3.1,L,NA
146,PIRU,8.4,L,NA
146,PIRU,13.3,L,NA
146,PIRU,7.3,L,NA
146,PIRU,10.1,L,NA
146,PIRU,9.1,L,NA
146,PIRU,16,L,NA
146,PIRU,3.1,D,NA
146,PIRU,8.4,L,NA
146,PIRU,6.5,D,NA
146,PIRU,5.3,D,NA
146,PIRU,4.6,L,NA
146,PIRU,4.7,L,NA
146,PIRU,24.9,L,NA
146,PIRU,2.9,D,NA
146,PIRU,23.6,L,NA
146,PIRU,13.2,L,NA
146,PIRU,9,L,NA
146,PIRU,23.5,L,NA
146,PIRU,16.4,L,NA
146,PIRU,17.5,L,NA
146,PIRU,20.2,L,NA
146,PIRU,5,D,NA
146,PIRU,8.7,L,NA
146,PIRU,10.1,L,NA
146,PIRU,12.5,L,NA
146,PIRU,18.2,L,NA
146,PIRU,19.3,L,NA
146,PIRU,7,D,NA
146,PIRU,29,L,NA
146,PIRU,9,L,NA
146,PIRU,24.1,L,NA
146,PIRU,8,L,NA
146,PIRU,15.9,L,NA
146,PIRU,6.3,L,NA
146,PIRU,5.3,D,NA
146,PIRU,6.8,L,NA
146,PIRU,5.2,L,NA
146,PIRU,23.3,L,NA
146,PIRU,12.6,L,NA
146,PIRU,5.7,L,NA
146,PIRU,3.4,D,NA
146,PIRU,3.7,D,NA
146,PIRU,4.5,D,NA
146,PIRU,3.3,D,NA
146,PIRU,3.4,L,NA
146,PIRU,7.4,L,NA
146,PIRU,17.7,L,NA
146,PIRU,6.9,L,S7
146,PIRU,4.2,L,S7
146,PIRU,4.2,D,NA
146,PIRU,5,L,NA
146,PIRU,5.1,L,NA
146,PIRU,5,D,NA
146,PIRU,14.3,D,NA
146,PIRU,14.1,L,NA
146,PIRU,15.1,L,NA
146,PIRU,15,L,NA
146,PIRU,12.8,L,NA
146,PIRU,13.2,L,NA
146,PIRU,31.7,L,NA
146,PIRU,10.3,L,NA
146,PIRU,6.7,L,NA
146,PIRU,13.5,L,NA
146,PIRU,20.9,L,NA
146,PIRU,10.8,L,NA
146,PIRU,13.5,L,NA
146,PIRU,14,L,NA
146,TSCA,33.7,L,NA
146,TSCA,7.4,L,NA
146,TSCA,22.5,L,NA
146,TSCA,29.4,L,NA
146,TSCA,3.5,D,NA
146,TSCA,8.6,D,NA
146,TSCA,7.8,D,NA
146,TSCA,10.1,L,NA
146,TSCA,7.5,L,NA
146,TSCA,4.3,L,NA
146,TSCA,9.5,L,NA
146,TSCA,22.1,L,NA
146,TSCA,15.7,L,NA
146,TSCA,10,L,NA
146,TSCA,13.1,L,S6
146,TSCA,13.2,L,S6
146,TSCA,8.4,L,NA
146,TSCA,22.8,L,NA
146,TSCA,10.3,L,NA
146,TSCA,8.4,L,NA
146,TSCA,15,L,NA
146,TSCA,8.9,L,NA
146,TSCA,12.9,L,NA
146,TSCA,14.2,L,NA
146,TSCA,19.9,L,NA
146,TSCA,12.2,L,NA
146,TSCA,24.1,D,NA
146,TSCA,18.6,L,NA
146,TSCA,6.5,L,NA
146,TSCA,6.8,L,NA
146,TSCA,14.2,L,NA
146,TSCA,13.7,L,NA
146,TSCA,11,L,S5
146,TSCA,7,L,S5
146,BEAL,8.5,L,NA
146,BEAL,6,D,NA
146,BEAL,9.4,L,NA
146,BEAL,4.2,L,NA
146,BEAL,5.9,L,NA
146,BEAL,5.7,D,S4
146,BEAL,16.4,L,S4
146,BEAL,6,L,NA
146,BEAL,4.7,L,NA
146,BEAL,7.6,L,NA
146,BEAL,9.5,L,NA
146,BEAL,7.3,L,NA
146,BEAL,9.5,L,NA
146,BEAL,5.6,L,S3
146,BEAL,3.6,L,S3
146,BEAL,3.3,D,S3
146,BEAL,7.2,L,NA
146,ACRU,30.3,L,NA
146,ACRU,8,L,NA
146,ACRU,7.9,L,NA
146,ACRU,4.8,L,NA
146,ACRU,6.6,L,NA
146,ACRU,13.2,L,S2
146,ACRU,22,L,S2
146,ACRU,9.2,L,NA
146,ACRU,44.3,L,S1
146,ACRU,7.6,L,S1
146,ACRU,8.5,L,NA
146,ACRU,8.9,L,NA
146,PIRU,14.7,L,NA
147,ACRU,8.7,L,S8
147,ACRU,11,L,S8
147,ACRU,9.6,L,S1
147,ACRU,17.1,L,S1
147,ACRU,19.4,L,S2
147,ACRU,13.1,L,S2
147,ACRU,8.5,D,NA
147,ACRU,16,L,S3
147,ACRU,5.6,L,S3
147,ACRU,3.7,L,S4
147,ACRU,3.3,L,S4
147,ACRU,4.7,L,S4
147,ACRU,10.7,L,NA
147,ACRU,9,L,NA
147,ACRU,18.8,L,NA
147,ACRU,12.5,L,NA
147,ACRU,15.6,L,NA
147,ACRU,13.3,L,NA
147,ACRU,12,L,NA
147,ACRU,10.4,L,S5
147,ACRU,6.4,L,S5
147,ACRU,8,L,S5
147,ACRU,5.1,L,S6
147,ACRU,11.4,L,S6
147,ACRU,8.7,L,NA
147,ACRU,9.3,L,NA
147,ACRU,21.6,L,NA
147,ACRU,13.5,L,NA
147,ACRU,12.4,L,NA
147,ACRU,14.4,L,S7
147,ACRU,11.6,L,S7
147,ACRU,11.1,L,S7
147,ACRU,18.3,L,NA
147,ACRU,18.7,L,NA
147,ACRU,11.1,L,S8
147,ACRU,8.3,L,S8
147,ACRU,9.7,L,S9
147,ACRU,7.7,D,S9
147,ACRU,25.4,L,NA
147,ACRU,20.6,L,NA
147,ACRU,12.2,L,NA
147,ACRU,15.3,L,NA
147,ACRU,10.8,L,NA
147,ACRU,15.2,L,NA
147,BEAL,7.2,L,NA
147,BEAL,19.9,L,NA
147,BEAL,9.6,D,NA
147,BEAL,4,L,S10
147,BEAL,6.4,L,S10
147,BEAL,4,L,S10
147,BEAL,16.3,D,NA
147,BEAL,26.6,L,S11
147,BEAL,7.2,D,S12
147,BEAL,23.5,L,S11
147,BEAL,11.7,L,NA
147,BEAL,14.2,L,S12
147,BEPO,3.9,D,NA
147,BEAL,3.1,D,S12
147,BEAL,2.6,L,S12
147,BEAL,6,L,S13
147,BEAL,17.9,L,S13
147,BEPA,18.7,D,NA
147,BEPO,4.3,L,NA
147,PIST,52.8,L,NA
147,PIST,15.4,L,NA
147,FRAM,5.5,L,NA
147,PIST,39.4,L,NA
147,TSCA,2.9,L,NA
147,FRAM,3.7,L,NA
147,BEAL,10.8,L,NA
147,BEAL,8.9,L,NA
147,BEAL,9.3,L,S14
147,BEAL,12.6,D,S14
147,ACRU,10.4,L,NA
148,PI,6,L,NA
148,PI,2.5,L,NA
148,ACRU,5.6,L,NA
148,ACRU,3.2,L,NA
148,TSCA,6.8,L,NA
148,TSCA,4.8,L,NA
148,TSCA,8.8,L,NA
148,TSCA,4.8,L,NA
148,QURU,27.2,L,NA
148,PIST,5.2,L,NA
148,PIST,11.9,D,NA
148,PIST,4.3,D,NA
148,PIST,11.9,L,NA
148,PIST,6.1,L,NA
148,BEPA,9.7,L,NA
148,BEPA,15.3,L,NA
148,BEPA,12.8,L,NA
148,BEPA,10.8,L,NA
148,BEPA,10.5,L,NA
148,BEPA,15.3,L,NA
148,BEPA,8.6,L,NA
148,BEPA,13,L,NA
148,BELE,10.9,L,NA
148,BEAL,7.8,L,S21
148,BEAL,6.7,L,S21
148,BEAL,6.5,L,NA
148,BEAL,19,L,S12
148,ACRU,5,L,NA
148,BEAL,13.1,L,S11
148,BEAL,17.6,L,NA
148,BEAL,10.5,L,NA
148,ACRU,5.5,D,NA
148,FRAM,17.4,L,NA
148,ACRU,17.9,L,NA
148,ACRU,13,L,NA
148,ACRU,5.7,L,NA
148,ACRU,6.9,L,NA
148,ACRU,3.5,L,NA
148,ACRU,8.1,L,NA
148,ACRU,16.6,L,NA
148,ACRU,12.7,L,S1
148,ACRU,11.1,L,S1
148,ACRU,19.5,L,NA
148,ACRU,9.1,L,NA
148,ACRU,4.3,L,NA
148,ACRU,11.1,L,NA
148,ACRU,9.9,L,S2
148,ACRU,8.3,L,S2
148,ACRU,4.8,L,NA
148,ACRU,4.9,D,NA
148,ACRU,6.7,L,NA
148,ACRU,2.5,L,NA
148,ACRU,5.2,L,NA
