case,year,plot,species,pres.abs
18,1940,H,RSSPP,1
19,1940,I,RSSPP,1
20,1940,J,RSSPP,0
21,1940,K,RSSPP,0
22,1940,L,RSSPP,1
23,1940,M,RSSPP,0
24,1940,N,RSSPP,0
25,1948,B,RSSPP,0
26,1948,C,RSSPP,0
27,1948,D,RSSPP,1
28,1948,E,RSSPP,1
29,1948,F,RSSPP,1
30,1948,G,RSSPP,1
31,1948,H,RSSPP,1
32,1948,I,RSSPP,1
33,1948,J,RSSPP,1
34,1948,K,RSSPP,1
35,1948,L,RSSPP,0
36,1948,M,RSSPP,0
37,1948,N,RSSPP,0
38,1991,B,RSSPP,0
39,1991,C,RSSPP,0
40,1991,D,RSSPP,0
41,1991,E,RSSPP,0
42,1991,F,RSSPP,0
43,1991,G,RSSPP,0
44,1991,H,RSSPP,0
45,1991,I,RSSPP,0
46,1991,J,RSSPP,0
47,1991,K,RSSPP,0
48,1991,L,RSSPP,0
49,1991,M,RSSPP,0
50,1991,N,RSSPP,0
1,1937,C,RHRA,0
2,1937,E,RHRA,0
3,1937,F,RHRA,0
4,1937,G,RHRA,0
5,1937,H,RHRA,0
6,1937,I,RHRA,0
7,1937,J,RHRA,1
8,1937,K,RHRA,0
9,1937,L,RHRA,0
10,1937,M,RHRA,0
11,1937,N,RHRA,0
12,1940,B,RHRA,0
13,1940,C,RHRA,0
14,1940,D,RHRA,0
15,1940,E,RHRA,0
16,1940,F,RHRA,0
17,1940,G,RHRA,0
18,1940,H,RHRA,0
19,1940,I,RHRA,1
20,1940,J,RHRA,0
21,1940,K,RHRA,0
22,1940,L,RHRA,0
23,1940,M,RHRA,0
24,1940,N,RHRA,0
25,1948,B,RHRA,0
26,1948,C,RHRA,0
27,1948,D,RHRA,0
28,1948,E,RHRA,0
29,1948,F,RHRA,0
30,1948,G,RHRA,0
31,1948,H,RHRA,0
32,1948,I,RHRA,1
33,1948,J,RHRA,0
34,1948,K,RHRA,0
35,1948,L,RHRA,0
36,1948,M,RHRA,0
37,1948,N,RHRA,0
38,1991,B,RHRA,1
39,1991,C,RHRA,0
40,1991,D,RHRA,0
41,1991,E,RHRA,0
42,1991,F,RHRA,0
43,1991,G,RHRA,0
44,1991,H,RHRA,0
45,1991,I,RHRA,1
46,1991,J,RHRA,1
47,1991,K,RHRA,0
48,1991,L,RHRA,0
49,1991,M,RHRA,0
50,1991,N,RHRA,0
1,1937,C,RUAL,0
2,1937,E,RUAL,0
3,1937,F,RUAL,1
4,1937,G,RUAL,0
5,1937,H,RUAL,0
6,1937,I,RUAL,0
7,1937,J,RUAL,0
8,1937,K,RUAL,0
9,1937,L,RUAL,0
10,1937,M,RUAL,0
11,1937,N,RUAL,0
12,1940,B,RUAL,1
13,1940,C,RUAL,1
14,1940,D,RUAL,1
15,1940,E,RUAL,1
16,1940,F,RUAL,0
17,1940,G,RUAL,1
18,1940,H,RUAL,1
19,1940,I,RUAL,1
20,1940,J,RUAL,0
21,1940,K,RUAL,1
22,1940,L,RUAL,1
23,1940,M,RUAL,1
24,1940,N,RUAL,1
25,1948,B,RUAL,1
26,1948,C,RUAL,1
27,1948,D,RUAL,1
28,1948,E,RUAL,1
29,1948,F,RUAL,1
30,1948,G,RUAL,0
31,1948,H,RUAL,1
32,1948,I,RUAL,1
33,1948,J,RUAL,1
34,1948,K,RUAL,1
35,1948,L,RUAL,1
36,1948,M,RUAL,1
37,1948,N,RUAL,1
38,1991,B,RUAL,0
39,1991,C,RUAL,0
40,1991,D,RUAL,0
41,1991,E,RUAL,0
42,1991,F,RUAL,0
43,1991,G,RUAL,0
44,1991,H,RUAL,0
45,1991,I,RUAL,1
46,1991,J,RUAL,0
47,1991,K,RUAL,0
48,1991,L,RUAL,0
49,1991,M,RUAL,0
50,1991,N,RUAL,0
1,1937,C,RUHI,0
2,1937,E,RUHI,0
3,1937,F,RUHI,1
4,1937,G,RUHI,1
5,1937,H,RUHI,0
6,1937,I,RUHI,0
7,1937,J,RUHI,0
8,1937,K,RUHI,0
9,1937,L,RUHI,0
10,1937,M,RUHI,1
11,1937,N,RUHI,1
12,1940,B,RUHI,0
13,1940,C,RUHI,0
14,1940,D,RUHI,0
15,1940,E,RUHI,0
16,1940,F,RUHI,0
17,1940,G,RUHI,0
18,1940,H,RUHI,0
19,1940,I,RUHI,0
20,1940,J,RUHI,0
21,1940,K,RUHI,0
22,1940,L,RUHI,0
23,1940,M,RUHI,0
24,1940,N,RUHI,0
25,1948,B,RUHI,0
26,1948,C,RUHI,0
27,1948,D,RUHI,1
28,1948,E,RUHI,0
29,1948,F,RUHI,0
30,1948,G,RUHI,0
31,1948,H,RUHI,0
32,1948,I,RUHI,0
33,1948,J,RUHI,1
34,1948,K,RUHI,0
35,1948,L,RUHI,1
36,1948,M,RUHI,1
37,1948,N,RUHI,1
38,1991,B,RUHI,1
39,1991,C,RUHI,0
40,1991,D,RUHI,0
41,1991,E,RUHI,0
42,1991,F,RUHI,1
43,1991,G,RUHI,0
44,1991,H,RUHI,0
45,1991,I,RUHI,0
46,1991,J,RUHI,0
47,1991,K,RUHI,0
48,1991,L,RUHI,1
49,1991,M,RUHI,1
50,1991,N,RUHI,1
1,1937,C,RUAC,0
2,1937,E,RUAC,0
3,1937,F,RUAC,0
4,1937,G,RUAC,0
5,1937,H,RUAC,0
6,1937,I,RUAC,0
7,1937,J,RUAC,0
8,1937,K,RUAC,0
9,1937,L,RUAC,0
10,1937,M,RUAC,0
11,1937,N,RUAC,0
12,1940,B,RUAC,1
13,1940,C,RUAC,0
14,1940,D,RUAC,0
15,1940,E,RUAC,0
16,1940,F,RUAC,0
17,1940,G,RUAC,0
18,1940,H,RUAC,1
19,1940,I,RUAC,0
20,1940,J,RUAC,0
21,1940,K,RUAC,0
22,1940,L,RUAC,0
23,1940,M,RUAC,1
24,1940,N,RUAC,1
25,1948,B,RUAC,1
26,1948,C,RUAC,0
27,1948,D,RUAC,0
28,1948,E,RUAC,0
29,1948,F,RUAC,0
30,1948,G,RUAC,0
31,1948,H,RUAC,1
32,1948,I,RUAC,0
33,1948,J,RUAC,0
34,1948,K,RUAC,0
35,1948,L,RUAC,0
36,1948,M,RUAC,0
37,1948,N,RUAC,0
38,1991,B,RUAC,0
39,1991,C,RUAC,0
40,1991,D,RUAC,0
41,1991,E,RUAC,0
42,1991,F,RUAC,0
43,1991,G,RUAC,0
44,1991,H,RUAC,0
45,1991,I,RUAC,0
46,1991,J,RUAC,0
47,1991,K,RUAC,0
48,1991,L,RUAC,0
49,1991,M,RUAC,0
50,1991,N,RUAC,0
1,1937,C,SAPU,0
2,1937,E,SAPU,0
3,1937,F,SAPU,0
4,1937,G,SAPU,0
5,1937,H,SAPU,0
6,1937,I,SAPU,0
7,1937,J,SAPU,0
8,1937,K,SAPU,0
9,1937,L,SAPU,0
10,1937,M,SAPU,0
11,1937,N,SAPU,0
12,1940,B,SAPU,0
13,1940,C,SAPU,0
14,1940,D,SAPU,0
15,1940,E,SAPU,0
16,1940,F,SAPU,0
17,1940,G,SAPU,0
18,1940,H,SAPU,0
19,1940,I,SAPU,0
20,1940,J,SAPU,0
21,1940,K,SAPU,0
22,1940,L,SAPU,0
23,1940,M,SAPU,0
24,1940,N,SAPU,0
25,1948,B,SAPU,1
26,1948,C,SAPU,0
27,1948,D,SAPU,1
28,1948,E,SAPU,0
29,1948,F,SAPU,0
30,1948,G,SAPU,0
31,1948,H,SAPU,0
32,1948,I,SAPU,0
33,1948,J,SAPU,0
34,1948,K,SAPU,0
35,1948,L,SAPU,0
36,1948,M,SAPU,0
37,1948,N,SAPU,0
38,1991,B,SAPU,0
39,1991,C,SAPU,0
40,1991,D,SAPU,0
41,1991,E,SAPU,0
42,1991,F,SAPU,0
43,1991,G,SAPU,0
44,1991,H,SAPU,0
45,1991,I,SAPU,0
46,1991,J,SAPU,0
47,1991,K,SAPU,0
48,1991,L,SAPU,0
49,1991,M,SAPU,0
50,1991,N,SAPU,0
1,1937,C,SACA,0
2,1937,E,SACA,0
3,1937,F,SACA,0
4,1937,G,SACA,0
5,1937,H,SACA,0
6,1937,I,SACA,0
7,1937,J,SACA,0
8,1937,K,SACA,0
9,1937,L,SACA,0
10,1937,M,SACA,0
11,1937,N,SACA,0
12,1940,B,SACA,0
13,1940,C,SACA,0
14,1940,D,SACA,0
15,1940,E,SACA,0
16,1940,F,SACA,0
17,1940,G,SACA,0
18,1940,H,SACA,1
19,1940,I,SACA,0
20,1940,J,SACA,0
21,1940,K,SACA,0
22,1940,L,SACA,0
23,1940,M,SACA,0
24,1940,N,SACA,0
25,1948,B,SACA,0
26,1948,C,SACA,0
27,1948,D,SACA,0
28,1948,E,SACA,0
29,1948,F,SACA,0
30,1948,G,SACA,0
31,1948,H,SACA,0
32,1948,I,SACA,0
33,1948,J,SACA,0
34,1948,K,SACA,0
35,1948,L,SACA,0
36,1948,M,SACA,0
37,1948,N,SACA,0
38,1991,B,SACA,0
39,1991,C,SACA,0
40,1991,D,SACA,0
41,1991,E,SACA,0
42,1991,F,SACA,0
43,1991,G,SACA,0
44,1991,H,SACA,0
45,1991,I,SACA,0
46,1991,J,SACA,0
47,1991,K,SACA,0
48,1991,L,SACA,0
49,1991,M,SACA,0
50,1991,N,SACA,0
1,1937,C,SIAN,0
2,1937,E,SIAN,0
3,1937,F,SIAN,0
4,1937,G,SIAN,0
5,1937,H,SIAN,0
6,1937,I,SIAN,0
7,1937,J,SIAN,0
8,1937,K,SIAN,0
9,1937,L,SIAN,0
10,1937,M,SIAN,0
11,1937,N,SIAN,0
12,1940,B,SIAN,0
13,1940,C,SIAN,0
14,1940,D,SIAN,0
15,1940,E,SIAN,0
16,1940,F,SIAN,0
17,1940,G,SIAN,0
18,1940,H,SIAN,0
19,1940,I,SIAN,0
20,1940,J,SIAN,0
21,1940,K,SIAN,0
22,1940,L,SIAN,0
23,1940,M,SIAN,0
24,1940,N,SIAN,0
25,1948,B,SIAN,0
26,1948,C,SIAN,0
27,1948,D,SIAN,0
28,1948,E,SIAN,0
29,1948,F,SIAN,0
30,1948,G,SIAN,0
31,1948,H,SIAN,0
32,1948,I,SIAN,1
33,1948,J,SIAN,0
34,1948,K,SIAN,0
35,1948,L,SIAN,0
36,1948,M,SIAN,0
37,1948,N,SIAN,0
38,1991,B,SIAN,0
39,1991,C,SIAN,0
40,1991,D,SIAN,0
41,1991,E,SIAN,0
42,1991,F,SIAN,0
43,1991,G,SIAN,0
44,1991,H,SIAN,0
45,1991,I,SIAN,0
46,1991,J,SIAN,0
47,1991,K,SIAN,0
48,1991,L,SIAN,0
49,1991,M,SIAN,0
50,1991,N,SIAN,0
1,1937,C,SISPP,0
2,1937,E,SISPP,0
3,1937,F,SISPP,0
4,1937,G,SISPP,0
5,1937,H,SISPP,0
6,1937,I,SISPP,0
7,1937,J,SISPP,0
8,1937,K,SISPP,0
9,1937,L,SISPP,0
10,1937,M,SISPP,0
11,1937,N,SISPP,0
12,1940,B,SISPP,0
13,1940,C,SISPP,0
14,1940,D,SISPP,0
15,1940,E,SISPP,0
16,1940,F,SISPP,0
17,1940,G,SISPP,0
18,1940,H,SISPP,0
19,1940,I,SISPP,0
20,1940,J,SISPP,0
21,1940,K,SISPP,0
22,1940,L,SISPP,0
23,1940,M,SISPP,0
24,1940,N,SISPP,0
25,1948,B,SISPP,0
26,1948,C,SISPP,0
27,1948,D,SISPP,0
28,1948,E,SISPP,0
29,1948,F,SISPP,0
30,1948,G,SISPP,0
31,1948,H,SISPP,0
32,1948,I,SISPP,0
33,1948,J,SISPP,0
34,1948,K,SISPP,0
35,1948,L,SISPP,0
36,1948,M,SISPP,0
37,1948,N,SISPP,1
38,1991,B,SISPP,0
39,1991,C,SISPP,0
40,1991,D,SISPP,0
41,1991,E,SISPP,0
42,1991,F,SISPP,0
43,1991,G,SISPP,0
44,1991,H,SISPP,0
45,1991,I,SISPP,0
46,1991,J,SISPP,0
47,1991,K,SISPP,0
48,1991,L,SISPP,0
49,1991,M,SISPP,0
50,1991,N,SISPP,0
1,1937,C,SMRA,0
2,1937,E,SMRA,0
3,1937,F,SMRA,0
4,1937,G,SMRA,0
5,1937,H,SMRA,1
6,1937,I,SMRA,0
7,1937,J,SMRA,0
8,1937,K,SMRA,0
9,1937,L,SMRA,0
10,1937,M,SMRA,0
11,1937,N,SMRA,0
12,1940,B,SMRA,0
13,1940,C,SMRA,0
14,1940,D,SMRA,1
15,1940,E,SMRA,1
16,1940,F,SMRA,0
17,1940,G,SMRA,0
18,1940,H,SMRA,0
19,1940,I,SMRA,1
20,1940,J,SMRA,1
21,1940,K,SMRA,1
22,1940,L,SMRA,0
23,1940,M,SMRA,0
24,1940,N,SMRA,0
25,1948,B,SMRA,0
26,1948,C,SMRA,0
27,1948,D,SMRA,1
28,1948,E,SMRA,1
29,1948,F,SMRA,0
30,1948,G,SMRA,0
31,1948,H,SMRA,0
32,1948,I,SMRA,1
33,1948,J,SMRA,0
34,1948,K,SMRA,0
35,1948,L,SMRA,0
36,1948,M,SMRA,0
37,1948,N,SMRA,0
38,1991,B,SMRA,0
39,1991,C,SMRA,0
40,1991,D,SMRA,1
41,1991,E,SMRA,1
42,1991,F,SMRA,0
43,1991,G,SMRA,0
44,1991,H,SMRA,1
45,1991,I,SMRA,1
46,1991,J,SMRA,0
47,1991,K,SMRA,1
48,1991,L,SMRA,0
49,1991,M,SMRA,0
50,1991,N,SMRA,0
1,1937,C,SMST,0
2,1937,E,SMST,0
3,1937,F,SMST,0
4,1937,G,SMST,0
5,1937,H,SMST,0
6,1937,I,SMST,1
7,1937,J,SMST,0
8,1937,K,SMST,0
9,1937,L,SMST,0
10,1937,M,SMST,0
11,1937,N,SMST,0
12,1940,B,SMST,0
13,1940,C,SMST,0
14,1940,D,SMST,0
15,1940,E,SMST,0
16,1940,F,SMST,0
17,1940,G,SMST,0
18,1940,H,SMST,0
19,1940,I,SMST,0
20,1940,J,SMST,0
21,1940,K,SMST,0
22,1940,L,SMST,0
23,1940,M,SMST,0
24,1940,N,SMST,0
25,1948,B,SMST,0
26,1948,C,SMST,0
27,1948,D,SMST,0
28,1948,E,SMST,0
29,1948,F,SMST,0
30,1948,G,SMST,0
31,1948,H,SMST,0
32,1948,I,SMST,0
33,1948,J,SMST,0
34,1948,K,SMST,0
35,1948,L,SMST,0
36,1948,M,SMST,0
37,1948,N,SMST,0
38,1991,B,SMST,0
39,1991,C,SMST,0
40,1991,D,SMST,0
41,1991,E,SMST,0
42,1991,F,SMST,0
43,1991,G,SMST,0
44,1991,H,SMST,0
45,1991,I,SMST,0
46,1991,J,SMST,0
47,1991,K,SMST,0
48,1991,L,SMST,0
49,1991,M,SMST,0
50,1991,N,SMST,0
1,1937,C,SMHE,0
2,1937,E,SMHE,0
3,1937,F,SMHE,0
4,1937,G,SMHE,0
5,1937,H,SMHE,0
6,1937,I,SMHE,0
7,1937,J,SMHE,0
8,1937,K,SMHE,0
9,1937,L,SMHE,0
10,1937,M,SMHE,0
11,1937,N,SMHE,0
12,1940,B,SMHE,0
13,1940,C,SMHE,0
14,1940,D,SMHE,0
15,1940,E,SMHE,0
16,1940,F,SMHE,0
17,1940,G,SMHE,0
18,1940,H,SMHE,0
19,1940,I,SMHE,0
20,1940,J,SMHE,0
21,1940,K,SMHE,0
22,1940,L,SMHE,0
23,1940,M,SMHE,0
24,1940,N,SMHE,0
25,1948,B,SMHE,0
26,1948,C,SMHE,0
27,1948,D,SMHE,0
28,1948,E,SMHE,0
29,1948,F,SMHE,0
30,1948,G,SMHE,0
31,1948,H,SMHE,0
32,1948,I,SMHE,1
33,1948,J,SMHE,0
34,1948,K,SMHE,0
35,1948,L,SMHE,0
36,1948,M,SMHE,0
37,1948,N,SMHE,0
38,1991,B,SMHE,0
39,1991,C,SMHE,0
40,1991,D,SMHE,0
41,1991,E,SMHE,0
42,1991,F,SMHE,0
43,1991,G,SMHE,0
44,1991,H,SMHE,0
45,1991,I,SMHE,1
46,1991,J,SMHE,0
47,1991,K,SMHE,0
48,1991,L,SMHE,1
49,1991,M,SMHE,0
50,1991,N,SMHE,0
1,1937,C,SOSPP,0
2,1937,E,SOSPP,0
3,1937,F,SOSPP,0
4,1937,G,SOSPP,0
5,1937,H,SOSPP,1
6,1937,I,SOSPP,0
7,1937,J,SOSPP,0
8,1937,K,SOSPP,0
9,1937,L,SOSPP,0
10,1937,M,SOSPP,1
11,1937,N,SOSPP,1
12,1940,B,SOSPP,1
13,1940,C,SOSPP,0
14,1940,D,SOSPP,1
15,1940,E,SOSPP,1
16,1940,F,SOSPP,0
17,1940,G,SOSPP,0
18,1940,H,SOSPP,1
19,1940,I,SOSPP,1
20,1940,J,SOSPP,1
21,1940,K,SOSPP,0
22,1940,L,SOSPP,1
23,1940,M,SOSPP,1
24,1940,N,SOSPP,1
25,1948,B,SOSPP,1
26,1948,C,SOSPP,1
27,1948,D,SOSPP,1
28,1948,E,SOSPP,1
29,1948,F,SOSPP,1
30,1948,G,SOSPP,1
31,1948,H,SOSPP,1
32,1948,I,SOSPP,1
33,1948,J,SOSPP,1
34,1948,K,SOSPP,1
35,1948,L,SOSPP,1
36,1948,M,SOSPP,1
37,1948,N,SOSPP,1
38,1991,B,SOSPP,0
39,1991,C,SOSPP,0
40,1991,D,SOSPP,0
41,1991,E,SOSPP,0
42,1991,F,SOSPP,0
43,1991,G,SOSPP,0
44,1991,H,SOSPP,0
45,1991,I,SOSPP,1
46,1991,J,SOSPP,0
47,1991,K,SOSPP,0
48,1991,L,SOSPP,1
49,1991,M,SOSPP,0
50,1991,N,SOSPP,0
1,1937,C,SOAM,0
2,1937,E,SOAM,0
3,1937,F,SOAM,0
4,1937,G,SOAM,0
5,1937,H,SOAM,0
6,1937,I,SOAM,0
7,1937,J,SOAM,0
8,1937,K,SOAM,0
9,1937,L,SOAM,0
10,1937,M,SOAM,0
11,1937,N,SOAM,0
12,1940,B,SOAM,0
13,1940,C,SOAM,0
14,1940,D,SOAM,0
15,1940,E,SOAM,0
16,1940,F,SOAM,1
17,1940,G,SOAM,0
18,1940,H,SOAM,0
19,1940,I,SOAM,0
20,1940,J,SOAM,0
21,1940,K,SOAM,0
22,1940,L,SOAM,0
23,1940,M,SOAM,0
24,1940,N,SOAM,0
25,1948,B,SOAM,0
26,1948,C,SOAM,0
27,1948,D,SOAM,0
28,1948,E,SOAM,0
29,1948,F,SOAM,0
30,1948,G,SOAM,0
31,1948,H,SOAM,0
32,1948,I,SOAM,0
33,1948,J,SOAM,0
34,1948,K,SOAM,0
35,1948,L,SOAM,0
36,1948,M,SOAM,0
37,1948,N,SOAM,0
38,1991,B,SOAM,0
39,1991,C,SOAM,0
40,1991,D,SOAM,0
41,1991,E,SOAM,0
42,1991,F,SOAM,0
43,1991,G,SOAM,0
44,1991,H,SOAM,0
45,1991,I,SOAM,0
46,1991,J,SOAM,0
47,1991,K,SOAM,0
48,1991,L,SOAM,0
49,1991,M,SOAM,0
50,1991,N,SOAM,0
1,1937,C,SPSPP,0
2,1937,E,SPSPP,0
3,1937,F,SPSPP,0
4,1937,G,SPSPP,0
5,1937,H,SPSPP,0
6,1937,I,SPSPP,0
7,1937,J,SPSPP,0
8,1937,K,SPSPP,0
9,1937,L,SPSPP,0
10,1937,M,SPSPP,0
11,1937,N,SPSPP,0
12,1940,B,SPSPP,0
13,1940,C,SPSPP,0
14,1940,D,SPSPP,0
15,1940,E,SPSPP,0
16,1940,F,SPSPP,1
17,1940,G,SPSPP,1
18,1940,H,SPSPP,0
19,1940,I,SPSPP,0
20,1940,J,SPSPP,0
21,1940,K,SPSPP,0
22,1940,L,SPSPP,0
23,1940,M,SPSPP,0
24,1940,N,SPSPP,1
25,1948,B,SPSPP,0
26,1948,C,SPSPP,1
27,1948,D,SPSPP,0
28,1948,E,SPSPP,0
29,1948,F,SPSPP,1
30,1948,G,SPSPP,1
31,1948,H,SPSPP,0
32,1948,I,SPSPP,0
33,1948,J,SPSPP,1
34,1948,K,SPSPP,1
35,1948,L,SPSPP,1
36,1948,M,SPSPP,1
37,1948,N,SPSPP,1
38,1991,B,SPSPP,0
39,1991,C,SPSPP,0
40,1991,D,SPSPP,0
41,1991,E,SPSPP,0
42,1991,F,SPSPP,0
43,1991,G,SPSPP,0
44,1991,H,SPSPP,0
45,1991,I,SPSPP,0
46,1991,J,SPSPP,0
47,1991,K,SPSPP,0
48,1991,L,SPSPP,0
49,1991,M,SPSPP,0
50,1991,N,SPSPP,0
1,1937,C,STSPP,0
2,1937,E,STSPP,0
3,1937,F,STSPP,0
4,1937,G,STSPP,0
5,1937,H,STSPP,0
6,1937,I,STSPP,0
7,1937,J,STSPP,0
8,1937,K,STSPP,0
9,1937,L,STSPP,0
10,1937,M,STSPP,0
11,1937,N,STSPP,0
12,1940,B,STSPP,0
13,1940,C,STSPP,0
14,1940,D,STSPP,0
15,1940,E,STSPP,0
16,1940,F,STSPP,0
17,1940,G,STSPP,0
18,1940,H,STSPP,0
19,1940,I,STSPP,0
20,1940,J,STSPP,0
21,1940,K,STSPP,0
22,1940,L,STSPP,0
23,1940,M,STSPP,0
24,1940,N,STSPP,0
25,1948,B,STSPP,1
26,1948,C,STSPP,1
27,1948,D,STSPP,0
28,1948,E,STSPP,0
29,1948,F,STSPP,0
30,1948,G,STSPP,0
31,1948,H,STSPP,0
32,1948,I,STSPP,0
33,1948,J,STSPP,0
34,1948,K,STSPP,0
35,1948,L,STSPP,0
36,1948,M,STSPP,0
37,1948,N,STSPP,1
38,1991,B,STSPP,0
39,1991,C,STSPP,0
40,1991,D,STSPP,0
41,1991,E,STSPP,0
42,1991,F,STSPP,0
43,1991,G,STSPP,0
44,1991,H,STSPP,0
45,1991,I,STSPP,0
46,1991,J,STSPP,0
47,1991,K,STSPP,0
48,1991,L,STSPP,0
49,1991,M,STSPP,0
50,1991,N,STSPP,0
1,1937,C,STAM,0
2,1937,E,STAM,0
3,1937,F,STAM,0
4,1937,G,STAM,0
5,1937,H,STAM,0
6,1937,I,STAM,0
7,1937,J,STAM,0
8,1937,K,STAM,0
9,1937,L,STAM,0
10,1937,M,STAM,0
11,1937,N,STAM,0
12,1940,B,STAM,0
13,1940,C,STAM,0
14,1940,D,STAM,0
15,1940,E,STAM,0
16,1940,F,STAM,0
17,1940,G,STAM,0
18,1940,H,STAM,0
19,1940,I,STAM,0
20,1940,J,STAM,0
21,1940,K,STAM,0
22,1940,L,STAM,0
23,1940,M,STAM,0
24,1940,N,STAM,0
25,1948,B,STAM,0
26,1948,C,STAM,0
27,1948,D,STAM,1
28,1948,E,STAM,0
29,1948,F,STAM,0
30,1948,G,STAM,0
31,1948,H,STAM,0
32,1948,I,STAM,1
33,1948,J,STAM,0
34,1948,K,STAM,0
35,1948,L,STAM,0
36,1948,M,STAM,0
37,1948,N,STAM,0
38,1991,B,STAM,0
39,1991,C,STAM,0
40,1991,D,STAM,0
41,1991,E,STAM,0
42,1991,F,STAM,0
43,1991,G,STAM,0
44,1991,H,STAM,0
45,1991,I,STAM,0
46,1991,J,STAM,0
47,1991,K,STAM,0
48,1991,L,STAM,0
49,1991,M,STAM,0
50,1991,N,STAM,0
1,1937,C,TACA,0
2,1937,E,TACA,0
3,1937,F,TACA,0
4,1937,G,TACA,0
5,1937,H,TACA,0
6,1937,I,TACA,0
7,1937,J,TACA,0
8,1937,K,TACA,0
9,1937,L,TACA,0
10,1937,M,TACA,0
11,1937,N,TACA,0
12,1940,B,TACA,0
13,1940,C,TACA,0
14,1940,D,TACA,0
15,1940,E,TACA,0
16,1940,F,TACA,0
17,1940,G,TACA,0
18,1940,H,TACA,0
19,1940,I,TACA,0
20,1940,J,TACA,0
21,1940,K,TACA,0
22,1940,L,TACA,0
23,1940,M,TACA,0
24,1940,N,TACA,0
25,1948,B,TACA,0
26,1948,C,TACA,0
27,1948,D,TACA,0
28,1948,E,TACA,0
29,1948,F,TACA,0
30,1948,G,TACA,0
31,1948,H,TACA,0
32,1948,I,TACA,0
33,1948,J,TACA,0
34,1948,K,TACA,0
35,1948,L,TACA,0
36,1948,M,TACA,0
37,1948,N,TACA,0
38,1991,B,TACA,0
39,1991,C,TACA,0
40,1991,D,TACA,0
41,1991,E,TACA,0
42,1991,F,TACA,0
43,1991,G,TACA,0
44,1991,H,TACA,0
45,1991,I,TACA,0
46,1991,J,TACA,0
47,1991,K,TACA,1
48,1991,L,TACA,1
49,1991,M,TACA,0
50,1991,N,TACA,1
1,1937,C,TESPP,0
2,1937,E,TESPP,0
3,1937,F,TESPP,0
4,1937,G,TESPP,0
5,1937,H,TESPP,0
6,1937,I,TESPP,0
7,1937,J,TESPP,0
8,1937,K,TESPP,0
9,1937,L,TESPP,0
10,1937,M,TESPP,0
11,1937,N,TESPP,0
12,1940,B,TESPP,1
13,1940,C,TESPP,0
14,1940,D,TESPP,0
15,1940,E,TESPP,0
16,1940,F,TESPP,0
17,1940,G,TESPP,0
18,1940,H,TESPP,1
19,1940,I,TESPP,0
20,1940,J,TESPP,1
21,1940,K,TESPP,0
22,1940,L,TESPP,0
23,1940,M,TESPP,0
24,1940,N,TESPP,0
25,1948,B,TESPP,0
26,1948,C,TESPP,0
27,1948,D,TESPP,0
28,1948,E,TESPP,0
29,1948,F,TESPP,0
30,1948,G,TESPP,0
31,1948,H,TESPP,0
32,1948,I,TESPP,0
33,1948,J,TESPP,0
34,1948,K,TESPP,0
35,1948,L,TESPP,0
36,1948,M,TESPP,0
37,1948,N,TESPP,0
38,1991,B,TESPP,0
39,1991,C,TESPP,0
40,1991,D,TESPP,0
41,1991,E,TESPP,0
42,1991,F,TESPP,0
43,1991,G,TESPP,0
44,1991,H,TESPP,0
45,1991,I,TESPP,0
46,1991,J,TESPP,0
47,1991,K,TESPP,0
48,1991,L,TESPP,0
49,1991,M,TESPP,0
50,1991,N,TESPP,0
1,1937,C,THPO,0
2,1937,E,THPO,0
3,1937,F,THPO,0
4,1937,G,THPO,0
5,1937,H,THPO,0
6,1937,I,THPO,0
7,1937,J,THPO,0
8,1937,K,THPO,0
9,1937,L,THPO,0
10,1937,M,THPO,0
11,1937,N,THPO,0
12,1940,B,THPO,0
13,1940,C,THPO,0
14,1940,D,THPO,0
15,1940,E,THPO,0
16,1940,F,THPO,0
17,1940,G,THPO,0
18,1940,H,THPO,0
19,1940,I,THPO,0
20,1940,J,THPO,0
21,1940,K,THPO,0
22,1940,L,THPO,0
23,1940,M,THPO,0
24,1940,N,THPO,0
25,1948,B,THPO,0
26,1948,C,THPO,0
27,1948,D,THPO,0
28,1948,E,THPO,0
29,1948,F,THPO,0
30,1948,G,THPO,0
31,1948,H,THPO,0
32,1948,I,THPO,0
33,1948,J,THPO,0
34,1948,K,THPO,0
35,1948,L,THPO,0
36,1948,M,THPO,0
37,1948,N,THPO,0
38,1991,B,THPO,0
39,1991,C,THPO,0
40,1991,D,THPO,0
41,1991,E,THPO,0
42,1991,F,THPO,0
43,1991,G,THPO,0
44,1991,H,THPO,0
45,1991,I,THPO,0
46,1991,J,THPO,0
47,1991,K,THPO,0
48,1991,L,THPO,1
49,1991,M,THPO,0
50,1991,N,THPO,0
1,1937,C,THNO,0
2,1937,E,THNO,0
3,1937,F,THNO,0
4,1937,G,THNO,0
5,1937,H,THNO,0
6,1937,I,THNO,0
7,1937,J,THNO,0
8,1937,K,THNO,0
9,1937,L,THNO,0
10,1937,M,THNO,0
11,1937,N,THNO,0
12,1940,B,THNO,0
13,1940,C,THNO,0
14,1940,D,THNO,0
15,1940,E,THNO,0
16,1940,F,THNO,0
17,1940,G,THNO,0
18,1940,H,THNO,0
19,1940,I,THNO,0
20,1940,J,THNO,0
21,1940,K,THNO,0
22,1940,L,THNO,0
23,1940,M,THNO,0
24,1940,N,THNO,0
25,1948,B,THNO,0
26,1948,C,THNO,0
