year,ddy,day,hour,Sup,Sdn,Lup,Ldn,soilheat,Rnsum,PARup,PARdn,Lup(thermopile),Ldw(thermopile)
2006,174.1875,174,4.5,2.24,1.55,364.59,-313.79,-5.07,54.59,-0.54,0.57,-0.2,51.07
2006,174.22917,174,5.5,1.8,2.3,364.66,-309.74,-4.71,59.02,-0.5,0.52,-0.72,55.69
2006,174.27083,174,6.5,1.66,1.51,362.07,-312.74,-4.59,52.51,-0.52,0.56,-0.29,48.97
2006,174.3125,174,7.5,1.29,0.96,362.56,-337.37,-4.3,27.44,-0.51,0.59,0.12,24.92
2006,174.35417,174,8.5,0.94,1.19,361.2,-344.16,-4.09,19.17,-0.45,0.58,-0.12,16.98
2006,174.39583,174,9.5,3.22,-10.54,361.89,-351.7,-3.97,2.87,0.14,-19.23,-0.05,9.94
2006,174.4375,174,10.5,10.16,-52.54,363.76,-357.21,-4.01,-35.83,2.56,-103.66,0.15,6.41
2006,174.47917,174,11.5,24.66,-140.33,367.97,-351.8,-4.32,-99.5,7.67,-285.09,-0.62,18.07
2006,174.52083,174,12.5,56.56,-337.66,373.41,-333.61,-5.08,-241.3,19.76,-676,-6.48,46.59
2006,174.5625,174,13.5,79.71,-499.44,381.24,-336.07,-7.19,-374.56,28.27,-999.14,-9.53,54.82
2006,174.60417,174,14.5,119.41,-770.27,388.88,-341.87,-9.47,-603.84,42.57,-1540.74,-13.18,59.53
2006,174.64583,174,15.5,91.67,-585.15,388.3,-348.37,-12.06,-453.56,32.21,-1162.04,-13.93,53.85
2006,174.6875,174,16.5,113.15,-729.5,394.09,-350.29,-12.97,-572.56,39.15,-1458.17,-17.18,60.83
2006,174.72917,174,17.5,68.59,-479.29,392.97,-356.14,-13.06,-373.86,26.68,-978.54,-24.86,61.88
2006,174.77083,174,18.5,60.54,-388.99,390.88,-363.98,-12.52,-301.55,21.54,-782.01,-17.74,44.17
2006,174.8125,174,19.5,18.54,-118.57,381.3,-361.77,-11.02,-80.5,7.12,-248.87,-11.27,30.75
2006,174.85417,174,20.5,14.85,-83.18,368.65,-363.67,-9.51,-63.34,4.43,-168.75,-1.76,6.63
2006,174.89583,174,21.5,14.92,-90.73,369.24,-359.46,-8.83,-66.03,4.73,-184.05,-0.84,10.6
2006,174.9375,174,22.5,6.87,-36.81,365.41,-357.23,-7.59,-21.76,1.83,-74.59,-0.26,8.38
2006,174.97917,174,23.5,2.7,-10.21,363.85,-357.54,-6.68,-1.2,0.13,-20.33,0.34,5.96
2006,175.02083,175,0.5,1.14,-1.06,362.28,-357.77,-6.1,4.59,-0.38,-2.44,0.47,3.9
2006,175.0625,175,1.5,0.84,0.35,359.69,-358.69,-6.23,2.19,-0.4,0.56,0.22,0.77
2006,175.10417,175,2.5,0.4,0.53,358.75,-357.48,-6.41,2.2,-0.39,0.65,0.13,1.17
2006,175.14583,175,3.5,0.93,0.54,356.33,-352.85,-5.72,4.95,-0.44,0.67,0.22,3.27
2006,175.1875,175,4.5,0.36,0.51,355.33,-352.26,-4.49,3.94,-0.54,0.71,0.09,3.02
2006,175.22917,175,5.5,0.37,0.52,354.33,-348.52,-3.82,6.7,-0.55,0.74,0.07,5.78
2006,175.27083,175,6.5,0.8,0.39,352.55,-346.51,-3.42,7.23,-0.53,0.74,0.22,5.78
2006,175.3125,175,7.5,0.78,0.18,352.23,-347.28,-3.02,5.91,-0.55,0.75,0.16,4.72
2006,175.35417,175,8.5,0.57,-0.3,352.07,-346.72,-2.76,5.62,-0.51,-0.34,0.12,5.25
2006,175.39583,175,9.5,1.93,-7.43,351.77,-348.09,-2.6,-1.82,-0.05,-15.16,0.12,3.49
2006,175.4375,175,10.5,3.83,-21.57,351.2,-348.18,-2.53,-14.72,0.62,-47.37,0.12,2.92
2006,175.47917,175,11.5,5.73,-40.61,351.53,-350.58,-2.61,-33.93,1.72,-91.82,0,0.86
2006,175.52083,175,12.5,19.3,-130.28,353.52,-351.82,-2.81,-109.29,6.45,-274.37,-0.19,1.96
2006,175.5625,175,13.5,10.2,-71.1,353.67,-351.75,-3.24,-58.98,3.44,-153.48,-0.45,2.31
2006,175.60417,175,14.5,16.75,-114.99,353.3,-353.22,-3.33,-98.15,5.63,-241.04,-0.27,0.31
2006,175.64583,175,15.5,23.19,-156.13,353.23,-352.97,-3.52,-132.68,7.79,-323.22,-0.72,1.04
2006,175.6875,175,16.5,22.99,-151.33,354.8,-352.8,-3.66,-126.34,7.64,-313.05,-1.39,3.48
2006,175.72917,175,17.5,24.86,-165.94,356.7,-353.34,-3.83,-137.72,8.57,-339.59,-2.74,6.06
2006,175.77083,175,18.5,22.76,-152.57,356.41,-352.29,-4.08,-125.69,7.91,-312.75,-3.04,7.2
2006,175.8125,175,19.5,22.16,-140.85,355.98,-349.91,-4.13,-112.61,7.17,-284.6,-2.92,9.15
2006,175.85417,175,20.5,38.36,-236.38,360.28,-340.99,-4.22,-178.73,12.6,-477.75,-5.47,25.38
2006,175.89583,175,21.5,22.09,-138.03,359.92,-339.88,-4.76,-95.9,7.13,-278.21,-5.08,24.43
2006,175.9375,175,22.5,30.72,-130.48,359.88,-337.3,-4.72,-77.18,7.43,-238.15,-5.19,28.47
2006,175.97917,175,23.5,11.77,-47.9,355.5,-317.9,-4.55,1.47,2.4,-82.37,-4.08,41.36
2006,176.02083,176,0.5,1.08,0.36,351.58,-315.66,-3.94,37.36,-0.63,-0.57,-0.62,37.27
2006,176.0625,176,1.5,1.14,1.27,348.28,-315.39,-3.11,35.3,-0.59,1.43,-0.54,32.89
2006,176.10417,176,2.5,0.81,0.4,347.33,-336.57,-2.3,11.97,-0.61,1.47,-0.53,10.61
2006,176.14583,176,3.5,0.08,0.03,349.32,-349.02,-1.77,0.41,-0.64,1.4,-0.25,0.55
2006,176.1875,176,4.5,0,0.03,349.68,-348.86,-1.62,0.85,-0.63,1.43,-0.01,0.82
2006,176.22917,176,5.5,0.18,0.07,349.21,-348.26,-1.65,1.21,-0.68,1.41,0.15,0.81
2006,176.27083,176,6.5,0.17,0.02,348.65,-347.8,-1.72,1.04,-0.7,1.42,0.15,0.68
2006,176.3125,176,7.5,0,0.01,348.39,-347.57,-1.75,0.83,-0.67,1.46,0.14,0.68
2006,176.35417,176,8.5,0.48,-1.81,348.33,-347.47,-1.76,-0.47,-0.53,-1.02,0.18,0.69
2006,176.39583,176,9.5,3.76,-19.01,348.95,-347.7,-1.79,-14,0.35,-34.2,0.4,0.89
2006,176.4375,176,10.5,12.02,-72.91,351.14,-344.73,-1.96,-54.48,3.28,-145.01,-0.32,6.74
2006,176.47917,176,11.5,27.55,-168.78,355.26,-346.98,-2.45,-132.95,8.55,-331.18,-2.65,10.96
2006,176.52083,176,12.5,54.94,-338.26,359.85,-343.15,-3.29,-266.62,17.81,-660.58,-4.62,22.45
2006,176.5625,176,13.5,63.59,-395.71,363.76,-343.87,-4.72,-312.23,20.91,-771.33,-7.11,25.98
2006,176.60417,176,14.5,61.75,-374.36,365.85,-352.8,-5.82,-299.56,19.92,-729.86,-7.85,21.24
2006,176.64583,176,15.5,49.39,-309.63,366.04,-353.34,-6.37,-247.55,16.68,-620.87,-8.34,20.64
2006,176.6875,176,16.5,73.31,-442.67,368.25,-354.44,-6.54,-355.55,23.43,-872.77,-7.96,22.25
2006,176.72917,176,17.5,52.98,-329.18,367.89,-354.69,-7.05,-262.99,18,-661.15,-8.88,21.3
2006,176.77083,176,18.5,35.95,-219.11,365.15,-355.41,-7.1,-173.42,12.13,-444.33,-6.77,16.57
2006,176.8125,176,19.5,12.79,-84.05,359.3,-352.74,-6.5,-64.7,4.44,-177.5,-3.33,9.84
2006,176.85417,176,20.5,9.58,-59.67,354.57,-353.41,-5.44,-48.93,2.9,-126.46,0.08,0.96
2006,176.89583,176,21.5,5.43,-36.5,353.57,-353.18,-4.85,-30.68,1.61,-77.71,0.34,0.07
2006,176.9375,176,22.5,2.57,-15.43,352.42,-351.77,-4.9,-12.21,0.19,-32,0.4,0.21
2006,176.97917,176,23.5,0.78,-4.47,352.1,-351.57,-4.25,-3.16,0.16,-8.27,0.23,0.3
2006,177.02083,177,0.5,0.05,0,351.68,-351.07,-3.78,0.65,-0.61,1.51,0.12,0.43
2006,177.0625,177,1.5,0,0.01,351.73,-351.47,-3.55,0.27,-0.58,1.62,0.02,0.21
2006,177.10417,177,2.5,0,0,352.88,-352.78,-3.15,0.1,-0.57,1.64,-0.02,0.14
2006,177.14583,177,3.5,0,0,354.67,-354.54,-2.99,0.13,-0.55,1.65,-0.06,0.17
2006,177.1875,177,4.5,0,0.01,357.21,-356.73,-3.04,0.49,-0.55,1.66,-0.04,0.53
2006,177.22917,177,5.5,0.22,-0.25,357.94,-357.2,-3.26,0.71,-0.48,1.61,-0.06,0.93
2006,177.27083,177,6.5,0.24,0.04,356.68,-351.58,-3.45,5.37,-0.45,1.58,-0.07,4.71
2006,177.3125,177,7.5,0.15,0,356.39,-355.5,-3.41,1.04,-0.5,1.59,-0.09,1.33
2006,177.35417,177,8.5,0.14,-0.33,356.2,-355.4,-3.36,0.61,-0.51,0.87,-0.13,0.94
2006,177.39583,177,9.5,2.46,-13.4,356.06,-354.99,-3.33,-9.87,0.17,-23.7,-0.21,1.25
2006,177.4375,177,10.5,5.58,-34.64,357.12,-356.6,-3.35,-28.53,1.28,-65.87,-0.32,0.91
2006,177.47917,177,11.5,16.3,-104.14,360.45,-357.59,-3.61,-84.99,4.99,-201.16,-1.25,4.35
2006,177.52083,177,12.5,22.05,-144.79,363,-354.5,-4.29,-114.24,7.28,-285.08,-2.61,11.4
2006,177.5625,177,13.5,54.2,-353.48,368.07,-355.3,-5.19,-286.51,18.68,-702.04,-6.18,18.88
2006,177.60417,177,14.5,56.45,-372.94,373.74,-359.64,-6.96,-302.39,20.04,-748.42,-7.19,19.87
2006,177.64583,177,15.5,55.17,-365.81,372.55,-367.74,-8.44,-305.83,18.37,-721.28,-3.81,8.94
2006,177.6875,177,16.5,31.2,-207.82,364.55,-358.71,-9.32,-170.78,11.16,-437.58,-1.93,8.69
2006,177.72917,177,17.5,39.09,-252.77,370.49,-362.75,-8.58,-205.94,13.31,-514.74,-2.52,9.36
2006,177.77083,177,18.5,60.61,-409.08,373.83,-367.07,-8.67,-341.71,21.38,-830.04,-7.5,14.63
2006,177.8125,177,19.5,31.89,-216.14,372.26,-353.68,-9.27,-165.68,11.82,-442.96,-6.34,25.87
2006,177.85417,177,20.5,38.89,-240.18,374.59,-353.98,-8.91,-180.68,13.13,-489.4,-6.23,26.31
2006,177.89583,177,21.5,29.19,-175.25,374.73,-351.76,-8.63,-123.09,9.65,-351.91,-5.61,28.16
2006,177.9375,177,22.5,16.34,-97.49,372.16,-343.33,-8.18,-52.32,5.19,-195.79,-4.3,34.39
2006,177.97917,177,23.5,4.78,-25.24,368.94,-333.72,-7.39,14.76,1,-52.36,-1.74,36.38
2006,178.02083,178,0.5,0.85,1.01,365.1,-327.73,-6.41,39.23,-0.51,-0.1,-0.78,38.45
2006,178.0625,178,1.5,0.66,0.77,363.68,-340.74,-5.53,24.36,-0.53,1.46,-0.14,23.78
2006,178.10417,178,2.5,0.7,1.23,361.54,-331.1,-4.97,32.38,-0.55,1.5,-0.06,29.34
2006,178.14583,178,3.5,0.7,1.14,360.31,-331.02,-4.56,31.13,-0.53,1.35,0.06,30.24
2006,178.1875,178,4.5,0.75,0.67,359.57,-341.13,-4.22,19.85,-0.55,1.39,0.34,19.16
2006,178.22917,178,5.5,0.77,0.83,359.59,-334.32,-4,26.87,-0.52,1.39,0.15,21.94
2006,178.27083,178,6.5,0.71,0.75,359.69,-338,-3.87,23.14,-0.52,1.33,0.28,20.4
2006,178.3125,178,7.5,0.92,0.9,358.19,-324.76,-3.8,35.24,-0.53,1.31,0.21,34.08
2006,178.35417,178,8.5,0.92,-1.13,357.65,-339.51,-3.63,17.92,-0.42,-3.01,0.27,18.49
2006,178.39583,178,9.5,11.31,-52.6,358.95,-340.97,-3.51,-23.3,2.26,-102.17,0.07,21.06
2006,178.4375,178,10.5,33.52,-179.22,363.87,-335.08,-3.79,-116.91,10.35,-346.9,-3.93,30.81
2006,178.47917,178,11.5,25.16,-147.73,367.62,-355.06,-4.77,-110.01,7.87,-288.14,-3.44,14.33
2006,178.52083,178,12.5,40.05,-246.4,368.37,-351.8,-5.6,-189.78,12.44,-477.74,-2.77,22.29
2006,178.5625,178,13.5,99.75,-653.06,379.31,-332.56,-6.85,-506.56,33.75,-1283.45,-6.86,52.44
2006,178.60417,178,14.5,141.11,-932.02,390.05,-344.72,-11.03,-745.58,47.21,-1829.26,-9.22,54.09
2006,178.64583,178,15.5,115.55,-769.35,391.05,-349.79,-18.33,-612.54,38.37,-1511.1,-9.79,52.99
2006,178.6875,178,16.5,119.86,-794.47,391.86,-341.66,-17.05,-624.41,39.23,-1561.33,-9.62,59.1
2006,178.72917,178,17.5,125.82,-825.9,393.85,-344.03,-14.32,-650.26,40.77,-1629.39,-11.95,62.2
2006,178.77083,178,18.5,98.55,-637.33,389.69,-337.17,-12.85,-486.26,32.37,-1264.48,-12.32,64.35
2006,178.8125,178,19.5,109.35,-698.33,391.58,-335.32,-11.56,-532.71,35.69,-1391.66,-14.99,69.94
2006,178.85417,178,20.5,53.56,-323.06,381.88,-331.31,-11.2,-218.93,17.9,-645.28,-10.89,61.79
2006,178.89583,178,21.5,37.57,-216.93,377.86,-326.57,-9.45,-128.07,12.77,-434.65,-8.47,59.65
2006,178.9375,178,22.5,29.41,-127.41,373.73,-317.91,-7.89,-42.17,8.4,-248.97,-6.15,60.88
2006,178.97917,178,23.5,13.94,-47.95,368.33,-306.98,-6.69,27.34,3.29,-92.65,-3.55,66.95
2006,179.02083,179,0.5,1.72,1.08,362.04,-302.38,-5.56,62.47,-0.41,-0.91,-0.24,59.09
2006,179.0625,179,1.5,1.52,2.17,359.1,-309.54,-4.5,53.25,-0.59,0.65,0.4,51.02
2006,179.10417,179,2.5,1.57,1.47,357.4,-310.38,-3.77,50.06,-0.63,0.68,0.87,43.45
2006,179.14583,179,3.5,0.65,0.48,359.68,-346.23,-3.32,14.58,-0.6,0.68,0.52,12.98
2006,179.1875,179,4.5,0.64,0.39,360.12,-344.51,-3.2,16.64,-0.54,0.65,0.36,16.1
2006,179.22917,179,5.5,0.69,0.71,360.47,-337,-3.17,24.87,-0.61,0.63,0.24,21.89
2006,179.27083,179,6.5,0.41,0.37,361.14,-347.82,-3.16,14.1,-0.67,0.65,0.18,15.04
2006,179.3125,179,7.5,0.88,1.34,359.89,-322.4,-3.2,39.71,-0.55,0.61,0.02,34.64
2006,179.35417,179,8.5,1.85,-2.68,358.76,-331.15,-3.14,26.78,-0.38,-4.02,0.33,30.98
2006,179.39583,179,9.5,8.64,-42.86,359.3,-320.83,-3.06,4.25,1.74,-85.71,-0.41,35.86
2006,179.4375,179,10.5,12.93,-70.47,361.14,-340.97,-3.17,-37.37,3.26,-136.89,-1.47,22.75
2006,179.47917,179,11.5,8.82,-53.5,361.55,-349.89,-3.46,-33.02,2.63,-115.48,-1.3,12.42
2006,179.52083,179,12.5,7.36,-46.16,361.1,-351.84,-3.61,-29.54,2.29,-105.67,-0.49,9.58
2006,179.5625,179,13.5,7,-52.85,358.69,-357.37,-3.87,-44.53,2.92,-127.3,0.53,0.89
2006,179.60417,179,14.5,12.15,-90.04,359.16,-359.91,-5.35,-78.63,4.66,-200.06,0.2,-0.98
2006,179.64583,179,15.5,21.6,-144.69,363.99,-365.8,-4.99,-124.9,7.08,-302.65,-0.02,-1.5
2006,179.6875,179,16.5,27.99,-181.37,367.26,-368.49,-5.58,-154.61,8.83,-372.95,-0.06,-1.39
2006,179.72917,179,17.5,12.74,-90.56,366.52,-367.33,-6.35,-78.63,4.28,-194.88,-0.06,-0.83
2006,179.77083,179,18.5,12.17,-84.83,366.9,-366.97,-6.45,-72.73,4.09,-180.87,0.03,0.01
2006,179.8125,179,19.5,10.75,-72.69,367.72,-366.57,-6.47,-60.79,3.44,-149.99,-0.4,1.58
2006,179.85417,179,20.5,15.11,-102.7,366.68,-364.75,-6.55,-85.66,4.78,-202.83,-1.89,3.84
2006,179.89583,179,21.5,20.1,-137.7,364.05,-360.92,-6.36,-114.46,6.34,-266.15,-2.92,6.35
2006,179.9375,179,22.5,18.56,-110.7,365.01,-332.76,-6.08,-59.89,6.09,-234.81,-4.56,37.81
2006,179.97917,179,23.5,10.7,-44.03,364.16,-315.26,-5.67,15.57,2.73,-95.79,-3.23,51.68
2006,180.02083,180,0.5,1.2,-0.23,360.49,-333.81,-5.07,27.65,-0.4,-0.98,-0.6,27.41
2006,180.0625,180,1.5,0.45,-0.15,361.87,-357.81,-4.36,4.36,-0.46,1.5,-0.33,3.34
2006,180.10417,180,2.5,0.18,-0.43,367.83,-366.92,-4.34,0.66,-0.38,1.61,-0.17,1.08
2006,180.14583,180,3.5,0.22,-0.5,367.39,-365.81,-4.55,1.3,-0.38,1.57,-0.13,1.75
2006,180.1875,180,4.5,0.05,-0.33,365.94,-364.54,-4.69,1.12,-0.46,1.58,-0.22,1.6
2006,180.22917,180,5.5,0,0,364.52,-363.65,-4.73,0.87,-0.42,1.6,-0.13,1.05
2006,180.27083,180,6.5,0,0,363.95,-363.28,-4.63,0.67,-0.49,1.59,-0.07,0.66
2006,180.3125,180,7.5,0,0,363.47,-363.12,-4.47,0.36,-0.57,1.59,-0.07,0.41
2006,180.35417,180,8.5,0,-0.24,362.31,-361.87,-4.32,0.2,-0.55,0.91,-0.01,0.46
2006,180.39583,180,9.5,1.31,-7.94,361.67,-361.21,-4.18,-6.18,0.03,-14.16,0.07,0.35
2006,180.4375,180,10.5,5.71,-36.01,362.18,-362.37,-4.08,-30.49,1.35,-67.7,-0.04,-0.13
2006,180.47917,180,11.5,16.7,-107.53,363.94,-365.18,-4.19,-92.07,5.21,-205.43,-0.29,-1.07
2006,180.52083,180,12.5,25.74,-173.62,366.26,-367.76,-4.83,-149.38,8.18,-334.59,-1.99,0.67
2006,180.5625,180,13.5,15.79,-112.83,366.31,-365.73,-5.56,-96.47,5.44,-223.35,-2.23,3.04
2006,180.60417,180,14.5,45.49,-308.19,371.21,-363.03,-5.77,-254.52,15.2,-599.02,-6.01,15.83
2006,180.64583,180,15.5,68.95,-479.84,376.06,-344.45,-7.19,-379.28,24.35,-952.81,-11.37,42.13
2006,180.6875,180,16.5,109.28,-737.22,385.14,-339.69,-9.14,-582.49,37.17,-1450.1,-12.2,57.19
2006,180.72917,180,17.5,29.73,-192.21,377.64,-353.22,-10.72,-138.06,11.1,-393.22,-7.73,31.38
2006,180.77083,180,18.5,15.05,-83.7,349.98,-339.79,-8.76,-58.46,3.83,-172.11,-0.09,11.31
2006,180.8125,180,19.5,64.27,-393.95,357.9,-330.65,-5.34,-302.43,19.01,-748.28,-4.95,32.85
2006,180.85417,180,20.5,39.9,-237.98,363.58,-321.68,-4.93,-156.18,12.17,-465.09,-7.12,48.58
2006,180.89583,180,21.5,27.11,-152.39,366.3,-323.75,-5.1,-82.73,7.56,-297.38,-4.08,46.71
2006,180.9375,180,22.5,14.02,-82.02,367.38,-331.75,-5.19,-32.37,3.96,-160.21,-2.9,39.18
2006,180.97917,180,23.5,5.6,-23.6,363.09,-312.08,-5.12,33.01,0.74,-46.49,-1.86,52.19
2006,181.02083,181,0.5,1.78,0.57,360.61,-326.78,-4.56,36.18,-0.45,-0.26,-0.34,31.85
2006,181.0625,181,1.5,0.62,0.4,361.42,-353.32,-3.89,9.12,-0.54,1.55,-1.1,11.19
2006,181.10417,181,2.5,0.35,0.36,362.48,-351.31,-3.51,11.88,-0.48,1.55,-0.44,10.33
2006,181.14583,181,3.5,0.92,0.88,357.95,-333.87,-3.41,25.88,-0.45,1.38,-0.1,24.78
2006,181.1875,181,4.5,0.76,0.98,353.71,-332.2,-3.09,23.25,-0.59,1.52,0.16,21.73
2006,181.22917,181,5.5,2.16,1.83,348.61,-320.08,-2.53,32.52,-0.6,1.4,0.52,29.11
2006,181.27083,181,6.5,2.03,1.54,343.7,-305.45,-1.62,41.82,-0.71,1.45,0.51,36.53
2006,181.3125,181,7.5,0.94,1.25,341.36,-315.75,-0.54,27.8,-0.69,1.52,0.14,25.57
2006,181.35417,181,8.5,0.88,0.72,339.8,-321.1,0.2,20.3,-0.58,1.28,-0.04,18.73
2006,181.39583,181,9.5,2.27,-11.23,341.08,-334.95,0.81,-2.83,0.12,-21.25,-0.01,6.27
2006,181.4375,181,10.5,20.33,-116.67,341.2,-316.48,0.92,-71.62,5.6,-214.32,-0.17,27.45
2006,181.47917,181,11.5,58.58,-341.92,343.05,-272.2,0.48,-212.49,18.54,-636.08,-5.4,74.45
2006,181.52083,181,12.5,91.83,-583.92,349.24,-273.72,-0.5,-416.57,30.77,-1104.33,-9.64,84.97
2006,181.5625,181,13.5,113.43,-743.29,356.38,-282.83,-2.85,-556.31,37.55,-1404.27,-9.49,81.42
2006,181.60417,181,14.5,130,-841.24,364.16,-301.44,-5.82,-648.51,41.11,-1587.25,-7.98,72.07
2006,181.64583,181,15.5,134.39,-874.07,368.13,-304.62,-10.89,-676.17,42.08,-1653.26,-7.86,71.82
2006,181.6875,181,16.5,120.37,-794.71,370.72,-312.88,-11.33,-616.5,38.07,-1530.08,-9.76,68.15
2006,181.72917,181,17.5,130.45,-871.37,374.73,-308.93,-9.06,-675.12,41.34,-1687.94,-11.56,77.09
2006,181.77083,181,18.5,125.31,-830.12,376.69,-301.94,-7.97,-630.06,40.04,-1610.71,-13.55,87.82
2006,181.8125,181,19.5,97.28,-638.68,375.25,-299.85,-7.48,-465.99,31.69,-1245.24,-15.11,90.83
2006,181.85417,181,20.5,89.62,-554.93,373.47,-289.1,-7.44,-380.93,28.9,-1071.58,-15.66,100.5
2006,181.89583,181,21.5,66.63,-366.78,370.49,-279.8,-6.37,-209.46,21.32,-704.1,-15.07,105.61
2006,181.9375,181,22.5,45.45,-180.3,365.25,-275.18,-5.08,-44.78,11.89,-335.9,-13.49,103.6
2006,181.97917,181,23.5,16.47,-42.49,358.53,-268.58,-3.83,63.93,3.21,-85.93,-7.71,96.77
2006,182.02083,182,0.5,2.75,1.79,347.25,-270.14,-2.26,81.66,-0.16,-2.3,-3.94,81.63
2006,182.0625,182,1.5,2.49,2.02,352.26,-282.51,-0.52,74.26,-0.36,0.7,-1.23,71
2006,182.10417,182,2.5,2.1,3.27,347.48,-270.22,0.26,82.63,-0.39,0.65,-1.78,78.83
2006,182.14583,182,3.5,2.16,3.9,333.54,-262.14,0.9,77.47,-0.52,0.69,-4.62,75.85
2006,182.1875,182,4.5,2.81,2.32,325.08,-258.31,2.23,71.9,-0.78,0.76,-7.21,73.79
2006,182.22917,182,5.5,2.59,2.34,322.54,-259.34,3.64,68.13,-0.79,0.77,-8.96,72.17
2006,182.27083,182,6.5,2.61,1.99,320.34,-260.09,4.69,64.85,-0.86,0.75,-9.89,70.42
2006,182.3125,182,7.5,3,2.37,319.56,-257.6,5.42,67.32,-0.91,0.75,-8.06,69.7
2006,182.35417,182,8.5,3.09,0.84,319.36,-256.69,5.85,66.6,-0.69,-1.46,-8.61,71.66
2006,182.39583,182,9.5,18.92,-49.53,322.72,-255.42,6.09,36.69,2.21,-90.03,-9.69,77.25
2006,182.4375,182,10.5,44.39,-198.7,332.65,-259.14,5.78,-80.8,12.23,-368.58,-12.06,85.56
2006,182.47917,182,11.5,68.38,-392.62,342.55,-265.23,4.35,-246.92,22.84,-742.44,-12.21,89.65
2006,182.52083,182,12.5,95.14,-592.89,353.71,-273.55,1.88,-417.6,32.06,-1127.85,-11.89,91.78
2006,182.5625,182,13.5,111.6,-725.51,362.4,-281.66,-1.74,-533.17,36.73,-1379.4,-9.46,90.44
2006,182.60417,182,14.5,130.77,-867.35,370.65,-289.66,-6.28,-655.59,42.23,-1654.05,-7.5,88.58
2006,182.64583,182,15.5,141.9,-946.59,377.81,-296.33,-13.25,-723.21,44.68,-1813.05,-6.31,87.18
2006,182.6875,182,16.5,138.63,-927.27,381.58,-306.17,-14.65,-713.23,43.01,-1792.9,-8.19,83.41
2006,182.72917,182,17.5,137.3,-903.97,385.73,-315.87,-12.52,-696.81,43.01,-1749.29,-12.6,81.04
2006,182.77083,182,18.5,67.76,-432.5,379.89,-328.33,-11.06,-313.18,21.62,-837.67,-11.33,62.55
2006,182.8125,182,19.5,95.95,-609.6,382.54,-313.65,-9.51,-444.76,30.73,-1186.29,-15.52,86.38
2006,182.85417,182,20.5,53.38,-327.2,378.55,-324.19,-9.48,-219.46,17.15,-633.87,-12.55,64.9
2006,182.89583,182,21.5,47.6,-260.39,376.39,-318.51,-8.59,-154.92,14.54,-497.2,-10.04,69.93
2006,182.9375,182,22.5,21.45,-111.22,372.56,-303.29,-7.49,-20.5,6.36,-219.46,-6.74,75.85
2006,182.97917,182,23.5,10.34,-40.28,368.66,-305.02,-6.19,33.7,2.29,-74.67,-2.89,65.66
2006,183.02083,183,0.5,2.29,0.72,365.41,-304.64,-5,63.78,-0.11,-1.94,-1.1,62.17
2006,183.0625,183,1.5,1.78,1.91,364.42,-307.01,-3.89,61.1,0.25,0.5,-0.8,58.87
2006,183.10417,183,2.5,1.68,1.96,360,-303.44,-3.16,60.2,-0.08,0.58,-0.4,56.19
2006,183.14583,183,3.5,1.6,1.59,359.01,-309.54,-2.73,52.65,-0.46,0.58,-0.07,49.26
2006,183.1875,183,4.5,1.22,1.53,357.95,-316.46,-2.45,44.24,-0.46,0.57,-0.23,41.64
2006,183.22917,183,5.5,1.17,1.36,356.2,-315.42,-2.3,43.31,-0.55,0.65,-0.05,41.08
2006,183.27083,183,6.5,1.21,1.1,356.46,-318.44,-2.16,40.33,-0.58,0.58,0.24,36.59
2006,183.3125,183,7.5,0.96,1,356.71,-318.36,-2.05,40.31,-0.57,0.61,-0.06,38.43
2006,183.35417,183,8.5,1.27,0.52,355.53,-315.87,-1.98,41.45,-0.64,-0.45,0,42.37
2006,183.39583,183,9.5,9.86,-33.62,354.27,-306.4,-1.92,24.11,1.3,-58.37,-1.04,47.29
2006,183.4375,183,10.5,30.44,-148.87,355.75,-309.84,-2.01,-72.51,8.42,-277.89,-3.69,50.04
2006,183.47917,183,11.5,38.44,-222.04,357.13,-305.56,-2.53,-132.03,12.96,-438.11,-5.01,53.94
2006,183.52083,183,12.5,19.84,-114.94,357.25,-336.7,-3.09,-74.55,6.12,-231.08,-2.39,24.82
2006,183.5625,183,13.5,21.76,-123.61,355.4,-342.23,-3.13,-88.68,6.13,-248.79,-0.19,15.43
2006,183.60417,183,14.5,84.08,-523.94,368.86,-334.83,-3.72,-405.83,27.05,-1028.62,-4.93,37.72
2006,183.64583,183,15.5,113.8,-729.7,381.7,-343.52,-7.51,-577.72,37.76,-1433.68,-9.22,46.84
2006,183.6875,183,16.5,78.69,-491.02,380.1,-347.83,-10.4,-380.06,26.2,-975.36,-8.43,42.12
2006,183.72917,183,17.5,117.75,-777.58,389.6,-341.97,-10.42,-612.19,39.54,-1539.22,-10.07,55.04
2006,183.77083,183,18.5,47.85,-299.67,383.77,-351.36,-10.83,-219.41,16.2,-603.52,-8.35,42.32
2006,183.8125,183,19.5,97.86,-626.31,391.39,-338.76,-10.57,-475.82,32.77,-1246.84,-12.4,65.42
2006,183.85417,183,20.5,72.24,-455.97,390.66,-333.77,-11.7,-326.84,24.77,-905.78,-13.02,70.62
2006,183.89583,183,21.5,27.9,-167.59,385.69,-335.11,-11.47,-89.11,9.47,-333.19,-7.18,56.4
2006,183.9375,183,22.5,7.5,-39.22,381.1,-351.04,-9.82,-1.66,2.03,-79.53,-1.51,33.12
2006,183.97917,183,23.5,6.58,-29.03,369.16,-335.89,-8.7,10.82,1.02,-52.05,-1.28,32.95
