year,doy,no.29m,no.24.1m,no.18.3m,no.12.7m,no.7.5m,no.4.5m,no.0.8m,no.0.3m
1991,221.604,NA,NA,NA,NA,NA,NA,NA,NA
1991,221.646,NA,NA,NA,NA,NA,NA,NA,NA
1991,221.688,NA,NA,NA,NA,NA,NA,NA,NA
1991,221.729,NA,NA,NA,NA,NA,NA,NA,NA
1991,221.771,NA,NA,NA,NA,NA,NA,NA,NA
1991,221.812,NA,NA,NA,NA,NA,NA,NA,NA
1991,221.854,NA,NA,NA,NA,NA,NA,NA,NA
1991,221.896,NA,NA,NA,NA,NA,NA,NA,NA
1991,221.938,NA,NA,NA,NA,NA,NA,NA,NA
1991,221.979,NA,NA,NA,NA,NA,NA,NA,NA
1991,222.021,NA,NA,NA,NA,NA,NA,NA,NA
1991,222.062,NA,NA,NA,NA,NA,NA,NA,NA
1991,222.104,NA,NA,NA,NA,NA,NA,NA,NA
1991,222.146,NA,NA,NA,NA,NA,NA,NA,NA
1991,222.188,NA,NA,NA,NA,NA,NA,NA,NA
1991,222.229,NA,NA,NA,NA,NA,NA,NA,NA
1991,222.271,NA,NA,NA,NA,NA,NA,NA,NA
1991,222.312,NA,NA,NA,NA,NA,NA,NA,NA
1991,222.354,NA,NA,NA,NA,NA,NA,NA,NA
1991,222.396,NA,NA,NA,NA,NA,NA,NA,NA
1991,222.438,NA,NA,NA,NA,NA,NA,NA,NA
1991,222.479,NA,NA,NA,NA,NA,NA,NA,NA
1991,222.521,NA,NA,NA,NA,NA,NA,NA,NA
1991,222.562,NA,NA,NA,NA,NA,NA,NA,NA
1991,222.604,NA,NA,NA,NA,NA,NA,NA,NA
1991,222.646,NA,NA,NA,NA,NA,NA,NA,NA
1991,222.688,NA,NA,NA,NA,NA,NA,NA,NA
1991,222.729,NA,NA,NA,NA,NA,NA,NA,NA
1991,222.771,NA,NA,NA,NA,NA,NA,NA,NA
1991,222.812,NA,NA,NA,NA,NA,NA,NA,NA
1991,222.854,NA,NA,NA,NA,NA,NA,NA,NA
1991,222.896,NA,NA,NA,NA,NA,NA,NA,NA
1991,222.938,NA,NA,NA,NA,NA,NA,NA,NA
1991,222.979,NA,NA,NA,NA,NA,NA,NA,NA
1991,223.021,NA,NA,NA,NA,NA,NA,NA,NA
1991,223.062,NA,NA,NA,NA,NA,NA,NA,NA
1991,223.104,NA,NA,NA,NA,NA,NA,NA,NA
1991,223.146,NA,NA,NA,NA,NA,NA,NA,NA
1991,223.188,NA,NA,NA,NA,NA,NA,NA,NA
1991,223.229,NA,NA,NA,NA,NA,NA,NA,NA
1991,223.271,NA,NA,NA,NA,NA,NA,NA,NA
1991,223.312,NA,NA,NA,NA,NA,NA,NA,NA
1991,223.354,NA,NA,NA,NA,NA,NA,NA,NA
1991,223.396,NA,NA,NA,NA,NA,NA,NA,NA
1991,223.438,NA,NA,NA,NA,NA,NA,NA,NA
1991,223.479,NA,NA,NA,NA,NA,NA,NA,NA
1991,223.521,NA,NA,NA,NA,NA,NA,NA,NA
1991,223.562,NA,NA,NA,NA,NA,NA,NA,NA
1991,223.604,NA,NA,NA,NA,NA,NA,NA,NA
1991,223.646,NA,NA,NA,NA,NA,NA,NA,NA
1991,223.688,NA,NA,NA,NA,NA,NA,NA,NA
1991,223.729,NA,NA,NA,NA,NA,NA,NA,NA
1991,223.771,NA,NA,NA,NA,NA,NA,NA,NA
1991,223.812,NA,NA,NA,NA,NA,NA,NA,NA
1991,223.854,NA,NA,NA,NA,NA,NA,NA,NA
1991,223.896,NA,NA,NA,NA,NA,NA,NA,NA
1991,223.938,NA,NA,NA,NA,NA,NA,NA,NA
1991,223.979,NA,NA,NA,NA,NA,NA,NA,NA
1991,224.021,NA,NA,NA,NA,NA,NA,NA,NA
1991,224.062,NA,NA,NA,NA,NA,NA,NA,NA
1991,224.104,NA,NA,NA,NA,NA,NA,NA,NA
1991,224.146,NA,NA,NA,NA,NA,NA,NA,NA
1991,224.188,NA,NA,NA,NA,NA,NA,NA,NA
1991,224.229,NA,NA,NA,NA,NA,NA,NA,NA
1991,224.271,NA,NA,NA,NA,NA,NA,NA,NA
1991,224.312,NA,NA,NA,NA,NA,NA,NA,NA
1991,224.354,NA,NA,NA,NA,NA,NA,NA,NA
1991,224.396,NA,NA,NA,NA,NA,NA,NA,NA
1991,224.438,NA,NA,NA,NA,NA,NA,NA,NA
1991,224.479,NA,NA,NA,NA,NA,NA,NA,NA
1991,224.521,NA,NA,NA,NA,NA,NA,NA,NA
1991,224.562,NA,NA,NA,NA,NA,NA,NA,NA
1991,224.604,NA,NA,NA,NA,NA,NA,NA,NA
1991,224.646,NA,NA,NA,NA,NA,NA,NA,NA
1991,224.688,NA,NA,NA,NA,NA,NA,NA,NA
1991,224.729,NA,NA,NA,NA,NA,NA,NA,NA
1991,224.771,NA,NA,NA,NA,NA,NA,NA,NA
1991,224.812,NA,NA,NA,NA,NA,NA,NA,NA
1991,224.854,NA,NA,NA,NA,NA,NA,NA,NA
1991,224.896,NA,NA,NA,NA,NA,NA,NA,NA
1991,224.938,NA,NA,NA,NA,NA,NA,NA,NA
1991,224.979,NA,NA,NA,NA,NA,NA,NA,NA
1991,225.021,NA,NA,NA,NA,NA,NA,NA,NA
1991,225.062,NA,NA,NA,NA,NA,NA,NA,NA
1991,225.104,NA,NA,NA,NA,NA,NA,NA,NA
1991,225.146,NA,NA,NA,NA,NA,NA,NA,NA
1991,225.188,NA,NA,NA,NA,NA,NA,NA,NA
1991,225.229,NA,NA,NA,NA,NA,NA,NA,NA
1991,225.271,NA,NA,NA,NA,NA,NA,NA,NA
1991,225.312,NA,NA,NA,NA,NA,NA,NA,NA
1991,225.354,NA,NA,NA,NA,NA,NA,NA,NA
1991,225.396,NA,NA,NA,NA,NA,NA,NA,NA
1991,225.438,NA,NA,NA,NA,NA,NA,NA,NA
1991,225.479,NA,NA,NA,NA,NA,NA,NA,NA
1991,225.521,NA,NA,NA,NA,NA,NA,NA,NA
1991,225.562,NA,NA,NA,NA,NA,NA,NA,NA
1991,225.604,NA,NA,NA,NA,NA,NA,NA,NA
1991,225.646,NA,NA,NA,NA,NA,NA,NA,NA
1991,225.688,NA,NA,NA,NA,NA,NA,NA,NA
1991,225.729,NA,NA,NA,NA,NA,NA,NA,NA
1991,225.771,NA,NA,NA,NA,NA,NA,NA,NA
1991,225.812,NA,NA,NA,NA,NA,NA,NA,NA
1991,225.854,NA,NA,NA,NA,NA,NA,NA,NA
1991,225.896,NA,NA,NA,NA,NA,NA,NA,NA
1991,225.938,NA,NA,NA,NA,NA,NA,NA,NA
1991,225.979,NA,NA,NA,NA,NA,NA,NA,NA
1991,226.021,NA,NA,NA,NA,NA,NA,NA,NA
1991,226.062,NA,NA,NA,NA,NA,NA,NA,NA
1991,226.104,NA,NA,NA,NA,NA,NA,NA,NA
1991,226.146,NA,NA,NA,NA,NA,NA,NA,NA
1991,226.188,NA,NA,NA,NA,NA,NA,NA,NA
1991,226.229,NA,NA,NA,NA,NA,NA,NA,NA
1991,226.271,NA,NA,NA,NA,NA,NA,NA,NA
1991,226.312,NA,NA,NA,NA,NA,NA,NA,NA
1991,226.354,NA,NA,NA,NA,NA,NA,NA,NA
1991,226.396,NA,NA,NA,NA,NA,NA,NA,NA
1991,226.438,NA,NA,NA,NA,NA,NA,NA,NA
1991,226.479,NA,NA,NA,NA,NA,NA,NA,NA
1991,226.521,NA,NA,NA,NA,NA,NA,NA,NA
1991,226.562,NA,NA,NA,NA,NA,NA,NA,NA
1991,226.604,NA,NA,NA,NA,NA,NA,NA,NA
1991,226.646,NA,NA,NA,NA,NA,NA,NA,NA
1991,226.688,NA,NA,NA,NA,NA,NA,NA,NA
1991,226.729,NA,NA,NA,NA,NA,NA,NA,NA
1991,226.771,NA,NA,NA,NA,NA,NA,NA,NA
1991,226.812,NA,NA,NA,NA,NA,NA,NA,NA
1991,226.854,NA,NA,NA,NA,NA,NA,NA,NA
1991,226.896,NA,NA,NA,NA,NA,NA,NA,NA
1991,226.938,NA,NA,NA,NA,NA,NA,NA,NA
1991,226.979,NA,NA,NA,NA,NA,NA,NA,NA
1991,227.021,NA,NA,NA,NA,NA,NA,NA,NA
1991,227.062,NA,NA,NA,NA,NA,NA,NA,NA
1991,227.104,NA,NA,NA,NA,NA,NA,NA,NA
1991,227.146,NA,NA,NA,NA,NA,NA,NA,NA
1991,227.188,NA,NA,NA,NA,NA,NA,NA,NA
1991,227.229,NA,NA,NA,NA,NA,NA,NA,NA
1991,227.271,NA,NA,NA,NA,NA,NA,NA,NA
1991,227.312,NA,NA,NA,NA,NA,NA,NA,NA
1991,227.354,NA,NA,NA,NA,NA,NA,NA,NA
1991,227.396,NA,NA,NA,NA,NA,NA,NA,NA
1991,227.438,NA,NA,NA,NA,NA,NA,NA,NA
1991,227.479,NA,NA,NA,NA,NA,NA,NA,NA
1991,227.521,NA,NA,NA,NA,NA,NA,NA,NA
1991,227.562,NA,NA,NA,NA,NA,NA,NA,NA
1991,227.604,NA,NA,NA,NA,NA,NA,NA,NA
1991,227.646,NA,NA,NA,NA,NA,NA,NA,NA
1991,227.688,NA,NA,NA,NA,NA,NA,NA,NA
1991,227.729,NA,NA,NA,NA,NA,NA,NA,NA
1991,227.771,NA,NA,NA,NA,NA,NA,NA,NA
1991,227.812,NA,NA,NA,NA,NA,NA,NA,NA
1991,227.854,NA,NA,NA,NA,NA,NA,NA,NA
1991,227.896,NA,NA,NA,NA,NA,NA,NA,NA
1991,227.938,NA,NA,NA,NA,NA,NA,NA,NA
1991,227.979,NA,NA,NA,NA,NA,NA,NA,NA
1991,228.021,NA,NA,NA,NA,NA,NA,NA,NA
1991,228.062,NA,NA,NA,NA,NA,NA,NA,NA
1991,228.104,NA,NA,NA,NA,NA,NA,NA,NA
1991,228.146,17,4,3,10,14,14,17,46
1991,228.188,57,87,49,19,0,20,23,37
1991,228.229,435,401,237,145,165,40,43,46
1991,228.271,591,560,417,268,91,87,55,69
1991,228.312,309,277,185,152,67,77,42,42
1991,228.354,NA,NA,NA,NA,NA,NA,NA,NA
1991,228.396,NA,NA,NA,NA,NA,NA,NA,NA
1991,228.438,NA,NA,NA,NA,NA,NA,NA,NA
1991,228.479,NA,NA,NA,NA,NA,NA,NA,NA
1991,228.521,NA,NA,NA,NA,NA,NA,NA,NA
1991,228.562,NA,NA,NA,NA,NA,NA,NA,NA
1991,228.604,NA,NA,NA,NA,NA,NA,NA,NA
1991,228.646,NA,NA,NA,NA,NA,NA,NA,NA
1991,228.688,NA,NA,NA,NA,NA,NA,NA,NA
1991,228.729,NA,NA,NA,NA,NA,NA,NA,NA
1991,228.771,NA,NA,NA,NA,NA,NA,NA,NA
1991,228.812,NA,NA,NA,NA,NA,NA,NA,NA
1991,228.854,NA,NA,NA,NA,NA,NA,NA,NA
1991,228.896,NA,NA,NA,NA,NA,NA,NA,NA
1991,228.938,NA,NA,NA,NA,NA,NA,NA,NA
1991,228.979,NA,NA,NA,NA,NA,NA,NA,NA
1991,229.021,NA,NA,NA,NA,NA,NA,NA,NA
1991,229.062,NA,NA,NA,NA,NA,NA,NA,NA
1991,229.104,NA,NA,NA,NA,NA,NA,NA,NA
1991,229.146,NA,NA,NA,NA,NA,NA,NA,NA
1991,229.188,NA,NA,NA,NA,NA,NA,NA,NA
1991,229.229,NA,NA,NA,NA,NA,NA,NA,NA
1991,229.271,NA,NA,NA,NA,NA,NA,NA,NA
1991,229.312,NA,NA,NA,NA,NA,NA,NA,NA
1991,229.354,NA,NA,NA,NA,NA,NA,NA,NA
1991,229.396,NA,NA,NA,NA,NA,NA,NA,NA
1991,229.438,NA,NA,NA,NA,NA,NA,NA,NA
1991,229.479,NA,NA,NA,NA,NA,NA,NA,NA
1991,229.521,NA,NA,NA,NA,NA,NA,NA,NA
1991,229.562,NA,NA,NA,NA,NA,NA,NA,NA
1991,229.604,NA,NA,NA,NA,NA,NA,NA,NA
1991,229.646,NA,NA,NA,NA,NA,NA,NA,NA
1991,229.688,NA,NA,NA,NA,NA,NA,NA,NA
1991,229.729,NA,NA,NA,NA,NA,NA,NA,NA
1991,229.771,NA,NA,NA,NA,NA,NA,NA,NA
1991,229.812,NA,NA,NA,NA,NA,NA,NA,NA
1991,229.854,NA,NA,NA,NA,NA,NA,NA,NA
1991,229.896,NA,NA,NA,NA,NA,NA,NA,NA
1991,229.938,NA,NA,NA,NA,NA,NA,NA,NA
1991,229.979,NA,NA,NA,NA,NA,NA,NA,NA
1991,230.021,NA,NA,NA,NA,NA,NA,NA,NA
1991,230.062,NA,NA,NA,NA,NA,NA,NA,NA
1991,230.104,NA,NA,NA,NA,NA,NA,NA,NA
1991,230.146,NA,NA,NA,NA,NA,NA,NA,NA
1991,230.188,NA,NA,NA,NA,NA,NA,NA,NA
1991,230.229,NA,NA,NA,NA,NA,NA,NA,NA
1991,230.271,NA,NA,NA,NA,NA,NA,NA,NA
1991,230.312,NA,NA,NA,NA,NA,NA,NA,NA
1991,230.354,NA,NA,NA,NA,NA,NA,NA,NA
1991,230.396,NA,NA,NA,NA,NA,NA,NA,NA
1991,230.438,NA,NA,NA,NA,NA,NA,NA,NA
1991,230.479,NA,NA,NA,NA,NA,NA,NA,NA
1991,230.521,NA,NA,NA,NA,NA,NA,NA,NA
1991,230.562,NA,NA,NA,NA,NA,NA,NA,NA
1991,230.604,NA,NA,NA,NA,NA,NA,NA,NA
1991,230.646,NA,NA,NA,NA,NA,NA,NA,NA
1991,230.688,NA,NA,NA,NA,NA,NA,NA,NA
1991,230.729,NA,NA,NA,NA,NA,NA,NA,NA
1991,230.771,NA,NA,NA,NA,NA,NA,NA,NA
1991,230.812,NA,NA,NA,NA,NA,NA,NA,NA
1991,230.854,27,8,15,6,3,19,31,31
1991,230.896,53,6,30,7,10,65,62,65
1991,230.938,4,5,51,8,17,0,12,497
1991,230.979,25,12,0,79,15,0,42,656
1991,231.021,50,55,8,0,14,55,77,94
1991,231.062,55,28,17,23,73,69,64,261
1991,231.104,104,64,56,41,46,41,38,223
1991,231.146,34,40,43,23,34,53,38,100
1991,231.188,NA,NA,NA,NA,NA,NA,NA,NA
1991,231.229,NA,NA,NA,NA,NA,NA,NA,NA
1991,231.271,NA,NA,NA,NA,NA,NA,NA,NA
1991,231.312,NA,NA,NA,NA,NA,NA,NA,NA
1991,231.354,NA,NA,NA,NA,NA,NA,NA,NA
1991,231.396,NA,NA,NA,NA,NA,NA,NA,NA
1991,231.438,NA,NA,NA,NA,NA,NA,NA,NA
1991,231.479,NA,NA,NA,NA,NA,NA,NA,NA
1991,231.521,NA,NA,NA,NA,NA,NA,NA,NA
1991,231.562,NA,NA,NA,NA,NA,NA,NA,NA
1991,231.604,NA,NA,NA,NA,NA,NA,NA,NA
1991,231.646,NA,NA,NA,NA,NA,NA,NA,NA
1991,231.688,NA,NA,NA,NA,NA,NA,NA,NA
1991,231.729,NA,NA,NA,NA,NA,NA,NA,NA
1991,231.771,NA,NA,NA,NA,NA,NA,NA,NA
1991,231.812,NA,NA,NA,NA,NA,NA,NA,NA
1991,231.854,NA,NA,NA,NA,NA,NA,NA,NA
1991,231.896,NA,NA,NA,NA,NA,NA,NA,NA
1991,231.938,NA,NA,NA,NA,NA,NA,NA,NA
1991,231.979,NA,NA,NA,NA,NA,NA,NA,NA
1991,232.021,NA,NA,NA,NA,NA,NA,NA,NA
1991,232.062,NA,NA,NA,NA,NA,NA,NA,NA
1991,232.104,NA,NA,NA,NA,NA,NA,NA,NA
1991,232.146,NA,NA,NA,NA,NA,NA,NA,NA
1991,232.188,NA,NA,NA,NA,NA,NA,NA,NA
1991,232.229,NA,NA,NA,NA,NA,NA,NA,NA
1991,232.271,NA,NA,NA,NA,NA,NA,NA,NA
1991,232.312,NA,NA,NA,NA,NA,NA,NA,NA
1991,232.354,NA,NA,NA,NA,NA,NA,NA,NA
1991,232.396,NA,NA,NA,NA,NA,NA,NA,NA
1991,232.438,NA,NA,NA,NA,NA,NA,NA,NA
1991,232.479,NA,NA,NA,NA,NA,NA,NA,NA
1991,232.521,NA,NA,NA,NA,NA,NA,NA,NA
1991,232.562,NA,NA,NA,NA,NA,NA,NA,NA
1991,232.604,NA,NA,NA,NA,NA,NA,NA,NA
1991,232.646,NA,NA,NA,NA,NA,NA,NA,NA
1991,232.688,NA,NA,NA,NA,NA,NA,NA,NA
1991,232.729,NA,NA,NA,NA,NA,NA,NA,NA
1991,232.771,NA,NA,NA,NA,NA,NA,NA,NA
1991,232.812,NA,NA,NA,NA,NA,NA,NA,NA
1991,232.854,NA,NA,NA,NA,NA,NA,NA,NA
1991,232.896,NA,NA,NA,NA,NA,NA,NA,NA
1991,232.938,NA,NA,NA,NA,NA,NA,NA,NA
1991,232.979,NA,NA,NA,NA,NA,NA,NA,NA
1991,233.021,NA,NA,NA,NA,NA,NA,NA,NA
1991,233.062,NA,NA,NA,NA,NA,NA,NA,NA
1991,233.104,NA,NA,NA,NA,NA,NA,NA,NA
1991,233.146,NA,NA,NA,NA,NA,NA,NA,NA
1991,233.188,NA,NA,NA,NA,NA,NA,NA,NA
1991,233.229,NA,NA,NA,NA,NA,NA,NA,NA
1991,233.271,NA,NA,NA,NA,NA,NA,NA,NA
1991,233.312,NA,NA,NA,NA,NA,NA,NA,NA
1991,233.354,NA,NA,NA,NA,NA,NA,NA,NA
1991,233.396,NA,NA,NA,NA,NA,NA,NA,NA
1991,233.438,NA,NA,NA,NA,NA,NA,NA,NA
1991,233.479,NA,NA,NA,NA,NA,NA,NA,NA
1991,233.521,NA,NA,NA,NA,NA,NA,NA,NA
1991,233.562,NA,NA,NA,NA,NA,NA,NA,NA
1991,233.604,NA,NA,NA,NA,NA,NA,NA,NA
1991,233.646,NA,NA,NA,NA,NA,NA,NA,NA
1991,233.688,NA,NA,NA,NA,NA,NA,NA,NA
1991,233.729,NA,NA,NA,NA,NA,NA,NA,NA
1991,233.771,NA,NA,NA,NA,NA,NA,NA,NA
1991,233.812,NA,NA,NA,NA,NA,NA,NA,NA
1991,233.854,NA,NA,NA,NA,NA,NA,NA,NA
1991,233.896,NA,NA,NA,NA,NA,NA,NA,NA
1991,233.938,NA,NA,NA,NA,NA,NA,NA,NA
1991,233.979,NA,NA,NA,NA,NA,NA,NA,NA
1991,234.021,NA,NA,NA,NA,NA,NA,NA,NA
1991,234.062,NA,NA,NA,NA,NA,NA,NA,NA
1991,234.104,NA,NA,NA,NA,NA,NA,NA,NA
1991,234.146,NA,NA,NA,NA,NA,NA,NA,NA
1991,234.188,NA,NA,NA,NA,NA,NA,NA,NA
1991,234.229,NA,NA,NA,NA,NA,NA,NA,NA
1991,234.271,NA,NA,NA,NA,NA,NA,NA,NA
1991,234.312,NA,NA,NA,NA,NA,NA,NA,NA
1991,234.354,NA,NA,NA,NA,NA,NA,NA,NA
1991,234.396,NA,NA,NA,NA,NA,NA,NA,NA
1991,234.438,NA,NA,NA,NA,NA,NA,NA,NA
1991,234.479,NA,NA,NA,NA,NA,NA,NA,NA
1991,234.521,NA,NA,NA,NA,NA,NA,NA,NA
1991,234.562,NA,NA,NA,NA,NA,NA,NA,NA
1991,234.604,NA,NA,NA,NA,NA,NA,NA,NA
1991,234.646,NA,NA,NA,NA,NA,NA,NA,NA
1991,234.688,NA,NA,NA,NA,NA,NA,NA,NA
1991,234.729,NA,NA,NA,NA,NA,NA,NA,NA
1991,234.771,NA,NA,NA,NA,NA,NA,NA,NA
1991,234.812,NA,NA,NA,NA,NA,NA,NA,NA
1991,234.854,NA,NA,NA,NA,NA,NA,NA,NA
1991,234.896,NA,NA,NA,NA,NA,NA,NA,NA
1991,234.938,NA,NA,NA,NA,NA,NA,NA,NA
1991,234.979,NA,NA,NA,NA,NA,NA,NA,NA
1991,235.021,NA,NA,NA,NA,NA,NA,NA,NA
1991,235.062,NA,NA,NA,NA,NA,NA,NA,NA
1991,235.104,NA,NA,NA,NA,NA,NA,NA,NA
1991,235.146,NA,NA,NA,NA,NA,NA,NA,NA
1991,235.188,NA,NA,NA,NA,NA,NA,NA,NA
1991,235.229,NA,NA,NA,NA,NA,NA,NA,NA
1991,235.271,NA,NA,NA,NA,NA,NA,NA,NA
1991,235.312,NA,NA,NA,NA,NA,NA,NA,NA
1991,235.354,NA,NA,NA,NA,NA,NA,NA,NA
1991,235.396,NA,NA,NA,NA,NA,NA,NA,NA
1991,235.438,NA,NA,NA,NA,NA,NA,NA,NA
1991,235.479,NA,NA,NA,NA,NA,NA,NA,NA
1991,235.521,NA,NA,NA,NA,NA,NA,NA,NA
1991,235.562,NA,NA,NA,NA,NA,NA,NA,NA
1991,235.604,NA,NA,NA,NA,NA,NA,NA,NA
1991,235.646,NA,NA,NA,NA,NA,NA,NA,NA
1991,235.688,NA,NA,NA,NA,NA,NA,NA,NA
1991,235.729,NA,NA,NA,NA,NA,NA,NA,NA
1991,235.771,NA,NA,NA,NA,NA,NA,NA,NA
1991,235.812,NA,NA,NA,NA,NA,NA,NA,NA
1991,235.854,NA,NA,NA,NA,NA,NA,NA,NA
1991,235.896,NA,NA,NA,NA,NA,NA,NA,NA
1991,235.938,NA,NA,NA,NA,NA,NA,NA,NA
1991,235.979,NA,NA,NA,NA,NA,NA,NA,NA
1991,236.021,NA,NA,NA,NA,NA,NA,NA,NA
1991,236.062,NA,NA,NA,NA,NA,NA,NA,NA
1991,236.104,NA,NA,NA,NA,NA,NA,NA,NA
1991,236.146,NA,NA,NA,NA,NA,NA,NA,NA
1991,236.188,NA,NA,NA,NA,NA,NA,NA,NA
1991,236.229,NA,NA,NA,NA,NA,NA,NA,NA
1991,236.271,NA,NA,NA,NA,NA,NA,NA,NA
1991,236.312,NA,NA,NA,NA,NA,NA,NA,NA
1991,236.354,NA,NA,NA,NA,NA,NA,NA,NA
1991,236.396,NA,NA,NA,NA,NA,NA,NA,NA
1991,236.438,NA,NA,NA,NA,NA,NA,NA,NA
1991,236.479,NA,NA,NA,NA,NA,NA,NA,NA
1991,236.521,NA,NA,NA,NA,NA,NA,NA,NA
1991,236.562,NA,NA,NA,NA,NA,NA,NA,NA
1991,236.604,NA,NA,NA,NA,NA,NA,NA,NA
1991,236.646,NA,NA,NA,NA,NA,NA,NA,NA
1991,236.688,NA,NA,NA,NA,NA,NA,NA,NA
1991,236.729,NA,NA,NA,NA,NA,NA,NA,NA
1991,236.771,NA,NA,NA,NA,NA,NA,NA,NA
1991,236.812,NA,NA,NA,NA,NA,NA,NA,NA
1991,236.854,NA,NA,NA,NA,NA,NA,NA,NA
1991,236.896,NA,NA,NA,NA,NA,NA,NA,NA
1991,236.938,NA,NA,NA,NA,NA,NA,NA,NA
1991,236.979,NA,NA,NA,NA,NA,NA,NA,NA
1991,237.021,NA,NA,NA,NA,NA,NA,NA,NA
1991,237.062,NA,NA,NA,NA,NA,NA,NA,NA
1991,237.104,NA,NA,NA,NA,NA,NA,NA,NA
1991,237.146,NA,NA,NA,NA,NA,NA,NA,NA
1991,237.188,NA,NA,NA,NA,NA,NA,NA,NA
1991,237.229,NA,NA,NA,NA,NA,NA,NA,NA
1991,237.271,NA,NA,NA,NA,NA,NA,NA,NA
1991,237.312,NA,NA,NA,NA,NA,NA,NA,NA
1991,237.354,NA,NA,NA,NA,NA,NA,NA,NA
1991,237.396,NA,NA,NA,NA,NA,NA,NA,NA
1991,237.438,NA,NA,NA,NA,NA,NA,NA,NA
1991,237.479,NA,NA,NA,NA,NA,NA,NA,NA
1991,237.521,NA,NA,NA,NA,NA,NA,NA,NA
1991,237.562,NA,NA,NA,NA,NA,NA,NA,NA
1991,237.604,NA,NA,NA,NA,NA,NA,NA,NA
1991,237.646,NA,NA,NA,NA,NA,NA,NA,NA
1991,237.688,NA,NA,NA,NA,NA,NA,NA,NA
1991,237.729,NA,NA,NA,NA,NA,NA,NA,NA
1991,237.771,NA,NA,NA,NA,NA,NA,NA,NA
1991,237.812,NA,NA,NA,NA,NA,NA,NA,NA
1991,237.854,NA,NA,NA,NA,NA,NA,NA,NA
1991,237.896,NA,NA,NA,NA,NA,NA,NA,NA
1991,237.938,NA,NA,NA,NA,NA,NA,NA,NA
1991,237.979,NA,NA,NA,NA,NA,NA,NA,NA
1991,238.021,NA,NA,NA,NA,NA,NA,NA,NA
1991,238.062,NA,NA,NA,NA,NA,NA,NA,NA
1991,238.104,NA,NA,NA,NA,NA,NA,NA,NA
1991,238.146,NA,NA,NA,NA,NA,NA,NA,NA
1991,238.188,NA,NA,NA,NA,NA,NA,NA,NA
1991,238.229,NA,NA,NA,NA,NA,NA,NA,NA
1991,238.271,NA,NA,NA,NA,NA,NA,NA,NA
1991,238.312,NA,NA,NA,NA,NA,NA,NA,NA
1991,238.354,NA,NA,NA,NA,NA,NA,NA,NA
1991,238.396,NA,NA,NA,NA,NA,NA,NA,NA
1991,238.438,NA,NA,NA,NA,NA,NA,NA,NA
1991,238.479,NA,NA,NA,NA,NA,NA,NA,NA
1991,238.521,NA,NA,NA,NA,NA,NA,NA,NA
1991,238.562,NA,NA,NA,NA,NA,NA,NA,NA
1991,238.604,NA,NA,NA,NA,NA,NA,NA,NA
1991,238.646,NA,NA,NA,NA,NA,NA,NA,NA
1991,238.688,NA,NA,NA,NA,NA,NA,NA,NA
1991,238.729,NA,NA,NA,NA,NA,NA,NA,NA
1991,238.771,NA,NA,NA,NA,NA,NA,NA,NA
1991,238.812,NA,NA,NA,NA,NA,NA,NA,NA
1991,238.854,NA,NA,NA,NA,NA,NA,NA,NA
1991,238.896,NA,NA,NA,NA,NA,NA,NA,NA
1991,238.938,NA,NA,NA,NA,NA,NA,NA,NA
1991,238.979,NA,NA,NA,NA,NA,NA,NA,NA
1991,239.021,NA,NA,NA,NA,NA,NA,NA,NA
1991,239.062,NA,NA,NA,NA,NA,NA,NA,NA
1991,239.104,NA,NA,NA,NA,NA,NA,NA,NA
1991,239.146,NA,NA,NA,NA,NA,NA,NA,NA
1991,239.188,NA,NA,NA,NA,NA,NA,NA,NA
1991,239.229,NA,NA,NA,NA,NA,NA,NA,NA
1991,239.271,NA,NA,NA,NA,NA,NA,NA,NA
1991,239.312,NA,NA,NA,NA,NA,NA,NA,NA
1991,239.354,NA,NA,NA,NA,NA,NA,NA,NA
1991,239.396,NA,NA,NA,NA,NA,NA,NA,NA
1991,239.438,NA,NA,NA,NA,NA,NA,NA,NA
1991,239.479,NA,NA,NA,NA,NA,NA,NA,NA
1991,239.521,NA,NA,NA,NA,NA,NA,NA,NA
1991,239.562,NA,NA,NA,NA,NA,NA,NA,NA
1991,239.604,NA,NA,NA,NA,NA,NA,NA,NA
1991,239.646,NA,NA,NA,NA,NA,NA,NA,NA
1991,239.688,NA,NA,NA,NA,NA,NA,NA,NA
1991,239.729,NA,NA,NA,NA,NA,NA,NA,NA
1991,239.771,NA,NA,NA,NA,NA,NA,NA,NA
1991,239.812,NA,NA,NA,NA,NA,NA,NA,NA
1991,239.854,NA,NA,NA,NA,NA,NA,NA,NA
1991,239.896,NA,NA,NA,NA,NA,NA,NA,NA
1991,239.938,NA,NA,NA,NA,NA,NA,NA,NA
1991,239.979,NA,NA,NA,NA,NA,NA,NA,NA
1991,240.021,NA,NA,NA,NA,NA,NA,NA,NA
1991,240.062,NA,NA,NA,NA,NA,NA,NA,NA
1991,240.104,NA,NA,NA,NA,NA,NA,NA,NA
1991,240.146,NA,NA,NA,NA,NA,NA,NA,NA
1991,240.188,NA,NA,NA,NA,NA,NA,NA,NA
1991,240.229,NA,NA,NA,NA,NA,NA,NA,NA
1991,240.271,NA,NA,NA,NA,NA,NA,NA,NA
1991,240.312,NA,NA,NA,NA,NA,NA,NA,NA
1991,240.354,NA,NA,NA,NA,NA,NA,NA,NA
1991,240.396,NA,NA,NA,NA,NA,NA,NA,NA
1991,240.438,NA,NA,NA,NA,NA,NA,NA,NA
