year,site,transect,segment,diameter.mm,decay
2006,harv,4,15,77.26,2
2006,harv,4,15,35.64,3
2006,harv,4,15,30,5
2006,harv,4,15,39.53,5
2006,harv,4,15,63.39,2
2006,harv,4,15,34.35,5
2006,harv,4,15,66.85,5
2006,harv,4,15,25.25,3
2009,ems,1,1,23.57,3
2009,ems,1,1,15.34,3
2009,ems,1,1,16.26,2
2009,ems,1,1,35.15,4
2009,ems,1,2,0,0
2009,ems,1,3,23.75,1
2009,ems,1,3,15.62,1
2009,ems,1,3,54.32,1
2009,ems,1,3,51.87,1
2009,ems,1,3,56.44,1
2009,ems,1,3,59.34,1
2009,ems,1,3,24.21,1
2009,ems,1,3,22.86,1
2009,ems,1,3,30.52,1
2009,ems,1,3,29.16,1
2009,ems,1,3,21.14,3
2009,ems,1,3,28.23,4
2009,ems,1,4,27.72,3
2009,ems,1,4,42.03,4
2009,ems,1,5,0,0
2009,ems,1,6,26.55,3
2009,ems,1,7,23.07,1
2009,ems,1,7,45.8,4
2009,ems,1,7,24.85,3
2009,ems,1,7,23.54,3
2009,ems,1,7,13.57,3
2009,ems,1,8,12.78,3
2009,ems,1,8,17.64,3
2009,ems,1,8,15.89,3
2009,ems,1,8,24.45,2
2009,ems,1,8,15.12,1
2009,ems,1,8,15.2,1
2009,ems,1,8,17.56,1
2009,ems,1,8,54.87,4
2009,ems,1,9,30.57,4
2009,ems,1,9,23.16,3
2009,ems,1,9,43.55,3
2009,ems,1,9,56.34,4
2009,ems,1,9,24.43,2
2009,ems,1,9,22.18,3
2009,ems,1,9,26.2,2
2009,ems,1,10,19.25,2
2009,ems,1,10,26.82,4
2009,ems,1,10,35.68,4
2009,ems,1,10,42.13,4
2009,ems,1,10,34.72,4
2009,ems,1,10,33.75,4
2009,ems,1,10,61.69,4
2009,ems,1,10,24.4,3
2009,ems,1,10,52.35,4
2009,ems,1,10,47.86,4
2009,ems,1,10,25.07,3
2009,ems,1,11,28.99,3
2009,ems,1,11,40.89,4
2009,ems,1,11,32.94,1
2009,ems,1,11,63.64,3
2009,ems,1,11,35.07,4
2009,ems,1,12,21.7,2
2009,ems,1,12,16.65,3
2009,ems,1,12,19.5,3
2009,ems,1,12,16.15,3
2009,ems,1,13,18.1,2
2009,ems,1,13,18.16,3
2009,ems,1,13,25.03,3
2009,ems,1,13,16.57,3
2009,ems,1,13,62.17,3
2009,ems,1,13,21.59,3
2009,ems,1,13,20.56,3
2009,ems,1,14,23.77,2
2009,ems,1,14,19.29,2
2009,ems,1,14,42.21,4
2009,ems,1,14,32.96,4
2009,ems,1,14,71.99,4
2009,ems,1,14,21.84,3
2009,ems,1,14,49.68,4
2009,ems,1,14,14.31,3
2009,ems,1,15,26.44,3
2009,ems,1,15,18.3,2
2009,ems,1,15,36.11,3
2009,ems,1,15,20.06,3
2009,ems,1,15,36.06,3
2009,ems,1,15,14.68,3
2009,ems,1,15,20.29,3
2009,ems,1,15,20.19,3
2009,ems,1,15,19.96,4
2009,ems,2,1,36.43,1
2009,ems,2,1,16.65,1
2009,ems,2,1,44.68,1
2009,ems,2,1,16.61,1
2009,ems,2,1,23.2,1
2009,ems,2,2,23.64,4
2009,ems,2,2,19.07,3
2009,ems,2,2,35.75,4
2009,ems,2,2,31.67,3
2009,ems,2,2,41.98,3
2009,ems,2,2,35.96,4
2009,ems,2,3,16.6,3
2009,ems,2,3,33.11,4
2009,ems,2,3,33.57,4
2009,ems,2,3,55.25,4
2009,ems,2,3,14.8,2
2009,ems,2,4,22.28,3
2009,ems,2,4,22.42,4
2009,ems,2,4,35.44,4
2009,ems,2,4,52.85,3
2009,ems,2,5,18.1,2
2009,ems,2,5,38.06,2
2009,ems,2,5,63.54,3
2009,ems,2,5,52.37,4
2009,ems,2,5,45.27,2
2009,ems,2,5,18.04,3
2009,ems,2,6,15.92,3
2009,ems,2,6,15.46,3
2009,ems,2,6,28.31,3
2009,ems,2,6,16.69,3
2009,ems,2,6,36.54,4
2009,ems,2,6,14.89,3
2009,ems,2,6,19.31,3
2009,ems,2,6,43.46,3
2009,ems,2,6,18.16,3
2009,ems,2,6,58.38,3
2009,ems,2,6,34.73,3
2009,ems,2,7,34.35,3
2009,ems,2,7,34.21,3
2009,ems,2,7,22.12,2
2009,ems,2,7,24.1,2
2009,ems,2,7,22.2,3
2009,ems,2,7,15.63,3
2009,ems,2,7,16.58,3
2009,ems,2,7,17.43,2
2009,ems,2,7,35.85,4
2009,ems,2,7,29.17,4
2009,ems,2,8,64.85,4
2009,ems,2,8,24.41,4
2009,ems,2,8,23.43,4
2009,ems,2,8,28.64,4
2009,ems,2,8,45.89,4
2009,ems,2,9,18.78,3
2009,ems,2,9,19.25,2
2009,ems,2,9,27.83,1
2009,ems,2,9,17.6,3
2009,ems,2,9,30.92,2
2009,ems,2,9,16.78,1
2009,ems,2,9,36.2,3
2009,ems,2,9,32.72,3
2009,ems,2,9,17.85,3
2009,ems,2,9,17.6,4
2009,ems,2,9,26.83,4
2009,ems,2,10,20.88,1
2009,ems,2,10,34.91,4
2009,ems,2,10,28.39,4
2009,ems,2,10,19.94,3
2009,ems,2,10,18.86,3
2009,ems,2,10,17.06,2
2009,ems,2,10,35.99,1
2009,ems,2,10,36.77,3
2009,ems,2,10,19.53,3
2009,ems,2,10,16.88,3
2009,ems,2,10,20.04,3
2009,ems,2,10,21.84,4
2009,ems,2,10,51.67,4
2009,ems,2,11,16.29,2
2009,ems,2,11,16.01,2
2009,ems,2,11,31.61,1
2009,ems,2,11,67.87,4
2009,ems,2,12,16.25,1
2009,ems,2,12,16.09,1
2009,ems,2,12,16.56,3
2009,ems,2,12,39.94,3
2009,ems,2,12,23.35,4
2009,ems,2,12,63.32,3
2009,ems,2,12,26.67,4
2009,ems,2,12,20.79,4
2009,ems,2,12,25.5,2
2009,ems,2,13,19.03,1
2009,ems,2,13,23.9,1
2009,ems,2,13,31.48,1
2009,ems,2,13,16.62,1
2009,ems,2,13,26.81,3
2009,ems,2,13,30.5,4
2009,ems,2,13,20.65,3
2009,ems,2,13,20.36,4
2009,ems,2,13,31.02,4
2009,ems,2,14,32.41,3
2009,ems,2,14,33.18,3
2009,ems,2,14,35.28,4
2009,ems,2,14,38.63,3
2009,ems,2,14,15.44,3
2009,ems,2,14,31.9,3
2009,ems,2,14,17.98,3
2009,ems,2,14,40.32,3
2009,ems,2,14,28.72,4
2009,ems,2,14,21.91,3
2009,ems,2,15,14.07,3
2009,ems,2,15,20.51,2
2009,ems,2,15,40.32,2
2009,ems,2,15,28.07,3
2009,ems,2,15,54.75,3
2009,ems,2,15,18.55,3
2009,ems,2,15,29.98,4
2009,ems,2,15,69.58,4
2009,ems,2,15,19.74,3
2009,ems,2,15,49.84,3
