year,site,transect,segment,diameter.mm,decay
2001,ems,1,1,28.9,3
2001,ems,1,2,54.88,3
2001,ems,1,3,23.35,2
2001,ems,1,3,21.46,2
2001,ems,1,4,29.4,2
2001,ems,1,5,22.7,2
2001,ems,1,6,45.36,4
2001,ems,1,6,25.21,1
2001,ems,1,6,26.57,2
2001,ems,1,6,20.7,2
2001,ems,1,7,41.36,5
2001,ems,1,7,22.87,4
2001,ems,1,8,61.98,3
2001,ems,1,8,22,1
2001,ems,1,8,72.6,3
2001,ems,1,9,21.3,3
2001,ems,1,10,31.12,3
2001,ems,1,10,27,2
2001,ems,1,11,24.7,2
2001,ems,1,11,26.9,1
2001,ems,1,12,0,0
2001,ems,1,13,22.75,2
2001,ems,1,13,63.99,5
2001,ems,1,14,25.3,4
2001,ems,1,15,33.8,2
2001,ems,1,15,22.7,2
2001,ems,1,15,32.8,4.5
2001,ems,2,1,61.03,3
2001,ems,2,1,42.1,2
2001,ems,2,1,44.4,2
2001,ems,2,2,39.6,4
2001,ems,2,2,31.6,3
2001,ems,2,2,41.6,5
2001,ems,2,2,46,5
2001,ems,2,3,57.5,3
2001,ems,2,3,58,2
2001,ems,2,3,40.7,3
2001,ems,2,3,23.2,2
2001,ems,2,4,30.8,2
2001,ems,2,4,30,4
2001,ems,2,4,25.7,3
2001,ems,2,4,39,3
2001,ems,2,4,27.6,3
2001,ems,2,4,26,3
2001,ems,2,4,55.8,3
2001,ems,2,4,21.5,3
2001,ems,2,4,26.1,2
2001,ems,2,4,24.6,2
2001,ems,2,5,30.5,4
2001,ems,2,5,31.1,2
2001,ems,2,5,70,3
2001,ems,2,5,36.3,3
2001,ems,2,5,69.2,5
2001,ems,2,6,47.3,5
2001,ems,2,6,34.9,3
2001,ems,2,6,34.6,3
2001,ems,2,6,54,4
2001,ems,2,6,58.3,5
2001,ems,2,7,27.1,3
2001,ems,2,7,27.3,3
2001,ems,2,7,25.9,3
2001,ems,2,8,58.1,2
2001,ems,2,8,24.9,2
2001,ems,2,9,34.3,3
2001,ems,2,9,57.5,3
2001,ems,2,9,28.2,2
2001,ems,2,10,31,4
2001,ems,2,10,25.1,2
2001,ems,2,11,29,3
2001,ems,2,11,28.3,3
2001,ems,2,11,23.6,4
2001,harv,1,1,25.9,1
2001,harv,1,1,43.8,1
2001,harv,1,1,26.7,3
2001,harv,1,1,32.9,1
2001,harv,1,1,25.4,1
2001,harv,1,1,31.1,2
2001,harv,1,1,23.1,2
2001,harv,1,2,32.6,3
2001,harv,1,2,47.4,3.5
2001,harv,1,2,34.2,1
2001,harv,1,2,24.1,3
2001,harv,1,2,28,2
2001,harv,1,2,28.4,4
2001,harv,1,2,29.4,1
2001,harv,1,2,54,3
2001,harv,1,2,42.8,5
2001,harv,1,2,54.5,3.5
2001,harv,1,2,32,1
2001,harv,1,2,25.3,5
2001,harv,1,3,27.4,2
2001,harv,1,3,21.9,3
2001,harv,1,3,27.7,3
2001,harv,1,3,48,3
2001,harv,1,3,26.4,1
2001,harv,1,3,29.4,1
2001,harv,1,3,22.8,1
2001,harv,1,3,22,1
2001,harv,1,3,32.2,1
2001,harv,1,3,31,3
2001,harv,1,3,30.4,1
2001,harv,1,3,36.4,1
2001,harv,1,3,36.1,1
2001,harv,1,3,23.9,1
2001,harv,1,3,37,1
2001,harv,1,3,28.5,1
2001,harv,1,4,32,4
2001,harv,1,4,35.8,3
2001,harv,1,4,32.2,3
2001,harv,1,4,23.8,3
2001,harv,1,4,62.3,3
2001,harv,1,4,23.4,3
2001,harv,1,4,35.8,3
2001,harv,1,4,52.4,2
2001,harv,1,5,24.5,1
2001,harv,1,5,32.3,4
2001,harv,1,5,27.3,4
2001,harv,1,5,41.4,4
2001,harv,1,5,59.1,3
2001,harv,1,5,32.4,2
2001,harv,1,5,38,2
2001,harv,1,5,28.4,2
2001,harv,1,5,28.2,1
2001,harv,1,5,50,3
2001,harv,1,5,43.8,1
2001,harv,1,5,29.4,1
2001,harv,1,5,35.1,3
2001,harv,1,5,32.2,1
2001,harv,1,5,29.2,1
2001,harv,1,5,27.1,1
2001,harv,1,5,32.6,1
2001,harv,1,6,22.3,2
2001,harv,1,6,31.9,1
2001,harv,1,6,55.2,1
2001,harv,1,6,44.5,1
2001,harv,1,6,33.6,1
2001,harv,1,6,27.4,1
2001,harv,1,6,25,1
2001,harv,1,6,65.2,1
2001,harv,1,6,55.2,2
2001,harv,1,6,71.8,3
2001,harv,1,6,28.1,1
2001,harv,1,6,60.1,4
2001,harv,1,6,24.9,4
2001,harv,1,6,26.9,1
2001,harv,1,6,38,1
2001,harv,1,6,45.4,2
2001,harv,1,6,36,1
2001,harv,2,1,36.7,2
2001,harv,2,1,53.5,1.5
2001,harv,2,1,41.8,1.5
2001,harv,2,1,41.1,1.5
2001,harv,2,1,69.9,1.5
2001,harv,2,1,62.5,1
2001,harv,2,1,62.4,1
2001,harv,2,1,27.6,1
2001,harv,2,1,20.9,1
2001,harv,2,1,69.1,3.5
2001,harv,2,1,20.1,1
2001,harv,2,1,21.47,1
2001,harv,2,1,71,2
2001,harv,2,1,20.5,1
2001,harv,2,1,42.6,1
2001,harv,2,2,36.6,3
2001,harv,2,2,25.8,5
2001,harv,2,3,23,3
2001,harv,2,3,35,2
2001,harv,2,3,20,1
2001,harv,2,3,43.4,1
2001,harv,2,3,60.8,1
2001,harv,2,3,20.6,1
2001,harv,2,3,20.2,2
2001,harv,2,3,24.8,5
2001,harv,2,4,73.2,2
2001,harv,2,4,47.7,2
2001,harv,2,4,32.8,1.5
2001,harv,2,4,21.6,1.5
2001,harv,2,4,23,1
2001,harv,2,4,32.9,1
2001,harv,2,4,40,4
2001,harv,2,4,33.8,3
2001,harv,2,4,33.9,1
2001,harv,2,4,30.4,1
2001,harv,2,4,25,1
2001,harv,2,4,51.6,1
2001,harv,2,4,40.1,1
2001,harv,2,5,22.3,1
2001,harv,2,5,35.6,1
2001,harv,2,5,20,1
2001,harv,2,5,21.7,1
2001,harv,2,5,21.2,1
2001,harv,2,5,30.4,2
2001,harv,2,5,32.9,3
2001,harv,2,5,36,2
2001,harv,2,5,33,2.5
2001,harv,2,5,33,2.5
2001,harv,2,5,41.1,3
2001,harv,2,5,34.3,4
2001,harv,2,5,26.1,1
2001,harv,2,5,43.8,2.5
2001,harv,2,6,50.4,5
2001,harv,2,6,62.9,3
2001,harv,2,6,21.5,1
2001,harv,2,6,61.5,1
2001,harv,2,6,35.5,3
2001,harv,2,6,45,1
2001,harv,2,6,39.6,1
2001,harv,2,6,32,1
2001,harv,2,6,24,1
2001,harv,2,6,25.8,1
2001,harv,2,6,66.6,1
2001,harv,2,6,28.1,2.5
2001,harv,2,6,56.8,1
2001,harv,2,7,35,1
2001,harv,2,7,30.9,2
2001,harv,2,7,53.7,1.5
2001,harv,2,7,25.3,2
2001,harv,2,7,49.65,1
2001,harv,2,7,25.7,1
2001,harv,2,7,48,3
2001,harv,2,7,46.3,3
2001,harv,3,1,32.6,2
2001,harv,3,1,37.5,1.5
2001,harv,3,1,56.7,2
2001,harv,3,1,66.3,2
2001,harv,3,1,29.8,1
2001,harv,3,1,54.6,1
2001,harv,3,1,50.2,2
2001,harv,3,1,51.2,3
2001,harv,3,1,29.8,2
2001,harv,3,1,66.2,2
2001,harv,3,1,74,4
2001,harv,3,2,27.2,1.5
2001,harv,3,2,38.5,3
2001,harv,3,2,44.6,3
2001,harv,3,2,41.3,2
2001,harv,3,3,39.2,1
2001,harv,3,3,57.3,1
2001,harv,3,3,32.9,1
2001,harv,3,3,54.6,1
2001,harv,3,3,38.8,1
2001,harv,3,3,40.7,1
2001,harv,3,3,32.7,1
2001,harv,3,3,35,1
2001,harv,3,3,21.3,1
2001,harv,3,3,33,1
2001,harv,3,3,51.8,1
2001,harv,3,3,33.1,1
2001,harv,3,3,34.1,1
2001,harv,3,3,24.8,1
2001,harv,3,3,24.8,1
2001,harv,3,3,38.2,3
2001,harv,3,3,64.1,4
2001,harv,3,3,62.7,4
2001,harv,3,3,71.2,3
2001,harv,3,4,30.1,3
2001,harv,3,4,29.6,2
2001,harv,3,5,59.3,3
2001,harv,3,5,60.2,3
2001,harv,3,5,31.4,3
2001,harv,3,5,38.4,3
2001,harv,3,5,36.6,1
2001,harv,3,5,40.7,1
2001,harv,3,5,50.4,1
2001,harv,3,6,21.5,1
2001,harv,3,6,69.7,3
2001,harv,3,6,28.1,4
2001,harv,3,6,69.6,1
2001,harv,3,6,40.3,1
2001,harv,3,6,72.6,4.5
2001,harv,3,6,54.3,1
2001,harv,3,6,56.1,4
2001,harv,3,6,43.4,1
2001,harv,3,6,26.3,1
2001,harv,3,6,21.3,1
2001,harv,3,6,44.5,1
2001,harv,3,6,45.7,1
2001,harv,3,6,24,1
2001,harv,3,6,25.3,1
2001,harv,4,1,49.1,1
2001,harv,4,1,21.2,1
2001,harv,4,1,24.1,1
2001,harv,4,1,30.6,1
2001,harv,4,1,29.3,3
2001,harv,4,1,47.4,2
2001,harv,4,1,62.7,1
2001,harv,4,1,56.3,1
2001,harv,4,1,56.1,1
2001,harv,4,1,62,1
2001,harv,4,1,52.5,1
2001,harv,4,1,34,1
2001,harv,4,1,25,1
2001,harv,4,1,20.7,2
2001,harv,4,1,53,1
2001,harv,4,1,29.6,1
2001,harv,4,1,33.4,1
2001,harv,4,1,21.4,2
2001,harv,4,1,35.2,2
2001,harv,4,1,51.4,1
2001,harv,4,1,25.8,1
2001,harv,4,1,35.7,1
2001,harv,4,1,42.6,1
2001,harv,4,1,28.3,1
2001,harv,4,1,20.9,1
2001,harv,4,1,40.3,1
2001,harv,4,1,29,1
2001,harv,4,1,32.1,1
2001,harv,4,1,46.5,1
2001,harv,4,1,44.2,1
2001,harv,4,1,40,1
2001,harv,4,1,23.6,1
2001,harv,4,1,47.4,1
2001,harv,4,1,34.1,1
2001,harv,4,1,25.9,1
2001,harv,4,1,35.4,1
2001,harv,4,1,29.1,1
2001,harv,4,1,34.7,1
2001,harv,4,1,29.6,2.5
2001,harv,4,1,41.2,1
2001,harv,4,1,20,1
2001,harv,4,1,25,1
2001,harv,4,1,30.9,1
2001,harv,4,1,20.1,1
2001,harv,4,1,31.4,1
2001,harv,4,1,31.7,1
2001,harv,4,1,38.7,4
2001,harv,4,1,28.4,1
2001,harv,4,1,72,1
2001,harv,4,1,34.2,1
2001,harv,4,1,44.5,1
2001,harv,4,1,27.5,1
2001,harv,4,1,38.5,1
2001,harv,4,1,37.8,1
2001,harv,4,2,36,1
2001,harv,4,2,49.3,1
2001,harv,4,2,40,1
2001,harv,4,2,25.7,1
2001,harv,4,2,73.1,2
2001,harv,4,2,31.6,1
2001,harv,4,2,23.4,1
2001,harv,4,2,60.3,1
2001,harv,4,2,59.7,1
2001,harv,4,2,45.3,1
2001,harv,4,2,25.6,1
2001,harv,4,2,22.9,1
2001,harv,4,2,52.9,1
2001,harv,4,2,28,1
2001,harv,4,2,49.9,1
2001,harv,4,2,24.9,1
2001,harv,4,2,54.7,2
2001,harv,4,2,20.7,1
2001,harv,4,2,22.4,1
2001,harv,4,2,35.5,1
2001,harv,4,2,56.3,1
2001,harv,4,2,23.5,1
2001,harv,4,2,40,4
2001,harv,4,2,21.9,2
2001,harv,4,2,28.1,1
2001,harv,4,2,24.3,1
2001,harv,4,2,37.7,1
2001,harv,4,2,27.8,1
2001,harv,4,2,25.6,4
2001,harv,4,2,49.2,2
2001,harv,4,2,24.9,4
2001,harv,4,2,28.9,1
2001,harv,4,2,31.4,4
2001,harv,4,2,30.4,3
2001,harv,4,2,50.5,1
2001,harv,4,2,21.9,1
2001,harv,4,2,37,1
2001,harv,4,2,37.4,1
2001,harv,4,2,65.9,1
2001,harv,4,2,40.1,1
2001,harv,4,2,25.7,1
2001,harv,4,2,69.7,1
2001,harv,4,3,25.3,1
2001,harv,4,3,51.3,1
2001,harv,4,3,25.3,1
2001,harv,4,3,51.8,1
2001,harv,4,3,32.4,1
2001,harv,4,3,29.1,1
2001,harv,4,3,68.9,1
2001,harv,4,3,39.8,1
2001,harv,4,3,45,1
2001,harv,4,3,26,2
2001,harv,4,3,26.2,1
2001,harv,4,3,20.2,1
2001,harv,4,3,20,1
2001,harv,4,3,26.8,1
2001,harv,4,3,22.6,1
2001,harv,4,3,59.4,1
2001,harv,4,3,22.5,1
2001,harv,4,3,35.6,1
2001,harv,4,3,23.1,1
2001,harv,4,3,60.3,1
2001,harv,4,3,61.4,1
2001,harv,4,3,30.8,1
2001,harv,4,3,25.3,1
2001,harv,4,3,28,1
2001,harv,4,3,60,1
2001,harv,4,3,27.4,1
2001,harv,4,3,21.3,1
2001,harv,4,3,26.8,1
2001,harv,4,3,37.4,3
2001,harv,4,3,20.83,1
2001,harv,4,3,24.8,2
2001,harv,4,3,50,4
2001,harv,4,3,57,4
2001,harv,4,3,39.3,2
2001,harv,4,3,47.1,2
2001,harv,4,3,28,4
2001,harv,4,4,20,3
2001,harv,4,4,28.5,3
2001,harv,4,4,30.7,1
2001,harv,4,4,23.2,3
2001,harv,4,4,23.9,3
2001,harv,4,4,33.9,1
2001,harv,4,4,31.7,1
2001,harv,4,4,25.3,1
2001,harv,4,4,25.9,1
2001,harv,4,4,40.4,1
2001,harv,4,4,49.2,1
2001,harv,4,4,31.6,1
2001,harv,4,4,74.4,2
2001,harv,4,4,23.4,1
2001,harv,4,4,27.8,1
2001,harv,4,4,26.9,1
2001,harv,4,4,27.4,1
2001,harv,4,4,20.4,3
2001,harv,4,4,37.6,1
2001,harv,4,4,28.9,1
2001,harv,4,4,44.6,1
2001,harv,4,4,34.5,1
2001,harv,4,5,23.5,3
2001,harv,4,5,20.9,2
2001,harv,4,5,39.8,5
2001,harv,4,5,32.8,3
2001,harv,4,5,59.4,4.5
2001,harv,4,5,21.3,5
2001,harv,4,6,28.8,1
2001,harv,4,6,35.9,1
2001,harv,4,6,49.4,4
2001,harv,4,6,37.6,4
2001,harv,4,6,41.15,3
2001,harv,4,6,45.5,3.5
2001,harv,4,6,71.7,3
2001,harv,4,6,46.6,3.5
2001,harv,4,6,52.1,3.5
2001,harv,4,6,39,3.5
2001,harv,4,6,23.3,1
2001,harv,4,6,25,1
2001,harv,4,6,40.9,1
2001,harv,4,6,43,4.5
2001,harv,4,7,22.1,4
2001,harv,4,7,26.2,4
2001,harv,4,7,46.9,4
2001,harv,4,7,22.9,2
2001,harv,4,7,20.9,1
2001,harv,4,7,20.9,1
2001,harv,4,7,23.3,1
2001,harv,4,7,30.9,2
2001,harv,4,7,30.8,4
2003,ems,1,1,21,3
2003,ems,1,1,20,1
2003,ems,1,1,20,2
2003,ems,1,1,20,3
2003,ems,1,1,23,3
2003,ems,1,1,21,2
2003,ems,1,1,25,3
2003,ems,1,1,40,4
2003,ems,1,1,26,3
2003,ems,1,2,31,4
2003,ems,1,2,40,1
2003,ems,1,2,21,2
2003,ems,1,3,25,3
2003,ems,1,3,52,3
2003,ems,1,3,52,3
2003,ems,1,3,28,3
2003,ems,1,4,23,1
2003,ems,1,4,30,2
2003,ems,1,4,22,1
2003,ems,1,4,65,4
2003,ems,1,4,20,1
2003,ems,1,4,32,3
2003,ems,1,5,44,3
2003,ems,1,5,26,1
2003,ems,1,5,31,3
2003,ems,1,6,28,1
2003,ems,1,6,20,1
2003,ems,1,6,37,4
2003,ems,1,6,24,3
2003,ems,1,6,33,3
2003,ems,1,7,75,3
2003,ems,1,7,20,2
2003,ems,1,7,44,3
2003,ems,1,7,55,3
2003,ems,1,7,44,3
2003,ems,1,7,37,3
2003,ems,1,8,20,2
2003,ems,1,8,47,3
2003,ems,1,8,71,3
2003,ems,1,8,58,3
2003,ems,1,8,53,3
2003,ems,1,9,28,1
2003,ems,1,10,71,3
2003,ems,1,10,36,2
2003,ems,1,10,64,2
2003,ems,1,10,33,3
2003,ems,1,11,23,3
2003,ems,1,11,23,3
2003,ems,1,11,48,1
2003,ems,1,12,29,3
2003,ems,1,12,33,3
2003,ems,1,12,26,4
2003,ems,1,12,66,3
2003,ems,1,12,23,1
2003,ems,1,12,29,3
2003,ems,1,12,22,2
2003,ems,1,12,26,2
2003,ems,1,12,63,2
2003,ems,1,12,28,1
2003,ems,1,12,58,2
2003,ems,1,13,74,2
2003,ems,1,13,30,3
2003,ems,1,13,35,4
2003,ems,1,13,66,2
2003,ems,1,13,20,1
2003,ems,1,13,35,4
2003,ems,1,13,47,3
2003,ems,1,14,72,4
2003,ems,1,14,24,1
2003,ems,1,14,23,2
2003,ems,1,14,52,4
2003,ems,1,14,37,4
2003,ems,1,15,25,2
2003,ems,1,15,48,2
2003,ems,1,15,40,2
2003,ems,1,15,41,4
2003,ems,1,15,25,2
2003,ems,1,16,21,3
2003,ems,1,16,20,1
2003,ems,1,16,25,3
2003,ems,1,17,20,3
2003,ems,1,17,33,2
2003,ems,1,17,43,3
2003,ems,1,17,49,2
2003,ems,1,18,33,4
2003,ems,1,18,38,3
2003,ems,1,18,23,5
2003,ems,2,1,26,3
2003,ems,2,1,31,2
2003,ems,2,1,20,1
2003,ems,2,2,28,2
2003,ems,2,2,38,3
2003,ems,2,2,28,2
2003,ems,2,3,45,3
2003,ems,2,3,23,2
2003,ems,2,3,53,5
2003,ems,2,4,42,3
2003,ems,2,5,37,3
2003,ems,2,5,68,3
2003,ems,2,5,50,3
2003,ems,2,5,36,4
2003,ems,2,6,26,1
2003,ems,2,6,27,1
2003,ems,2,7,45,3
2003,ems,2,7,20,2
2003,ems,2,8,34,2
2003,ems,2,8,30,1
2003,ems,2,9,24,2
2003,ems,2,9,23,3
2003,ems,2,9,22,3
2003,ems,2,9,28,1
2003,ems,2,9,56,3
2003,ems,2,10,22,1
2003,ems,2,11,39,2
2003,ems,2,11,22,1
2003,ems,2,11,22,1
2003,ems,2,11,26,3
2003,ems,2,12,24,2
2003,ems,2,12,65,2
2003,ems,2,12,20,1
2003,ems,2,12,29,3
2003,ems,2,12,35,1
2003,ems,2,13,24,3
2003,ems,2,13,26,1
2003,ems,2,13,21,1
2003,ems,2,14,28,3
2003,ems,2,14,41,1
2003,ems,2,14,29,1
2003,ems,2,14,27,1
2003,ems,2,14,27,1
2003,ems,2,14,23,1
2003,ems,2,14,25,2
2003,ems,2,14,34,3
2003,ems,2,15,35,1
2003,ems,2,15,22,1
2003,ems,2,15,38,2
2003,ems,2,15,37,4
2003,ems,2,15,42,4
2003,ems,2,15,29,2
2003,ems,2,16,20,3
2003,ems,2,16,31,5
2003,ems,2,16,71,3
2003,ems,2,17,57,3
2003,ems,2,17,24,2
2003,ems,2,17,44,2
2003,ems,2,17,36,3
2003,ems,2,18,50,3
2003,ems,2,18,27,2
2003,ems,2,18,38,2
2003,ems,2,18,34,3
2003,ems,2,18,32,1
2003,ems,2,18,22,1
2003,ems,2,18,47,3
2003,ems,2,18,35,3
2003,ems,2,19,29,2
2003,ems,2,19,21,2
2003,ems,2,19,32,2
2003,ems,2,20,52,2
2003,ems,2,20,22,3
2003,ems,2,20,24,4
2003,ems,2,20,74,2
2003,ems,2,21,58,3
2003,ems,2,21,38,2
2003,ems,2,21,36,3
2003,ems,2,21,52,1
2003,ems,2,21,50,3
2003,ems,2,21,69,2
2003,ems,2,22,25,1
2003,ems,2,22,25,1
2003,ems,2,22,22,5
2003,ems,2,22,47,4
2003,ems,2,22,22,1
2003,harv,2,1,192.5,3
2003,harv,2,1,24,3
2003,harv,2,1,98,3
2003,harv,2,1,23,2
2003,harv,2,1,25,2
2003,harv,2,1,24,4
2003,harv,2,1,116,3
2003,harv,2,1,25,2
2003,harv,2,1,25,2
2003,harv,2,1,24,2
2003,harv,2,1,29,2
2003,harv,2,1,23,2
2003,harv,2,1,29,2
2003,harv,2,1,24,2
2003,harv,2,1,22,2
2003,harv,2,1,20,2
2003,harv,2,1,38,2
2003,harv,2,2,70,2
2003,harv,2,2,55,3
2003,harv,2,2,30,2
2003,harv,2,2,25,3
2003,harv,2,2,30,2
2003,harv,2,2,40,2
2003,harv,2,2,25,4
2003,harv,2,2,28,4
2003,harv,2,2,20,2
2003,harv,2,2,26,5
2003,harv,2,2,25,2
2003,harv,2,2,29,2
2003,harv,2,2,47,5
2003,harv,2,2,24,4
2003,harv,2,3,38,2
2003,harv,2,3,38,5
2003,harv,2,3,34,3
2003,harv,2,3,24,4
2003,harv,2,3,23,1
2003,harv,2,3,26,1
2003,harv,2,4,122,2
2003,harv,2,4,165,1
2003,harv,2,4,145,1
2003,harv,2,4,42,1
2003,harv,2,4,24,2
2003,harv,2,4,26,3
2003,harv,2,4,22,2
2003,harv,2,4,43,1
2003,harv,2,4,270,2
2003,harv,2,4,80,2
2003,harv,2,4,46,3
2003,harv,2,4,51,3
2003,harv,2,4,82,1
2003,harv,2,4,21,2
2003,harv,2,4,24,4
2003,harv,2,4,29,2
2003,harv,2,4,125,2
2003,harv,2,4,240,3
2003,harv,2,4,48,1
2003,harv,2,4,35,2
2003,harv,2,4,58,1
2003,harv,2,4,42,1
2003,harv,2,4,28,2
2003,harv,2,4,21,2
2003,harv,2,4,22,2
2003,harv,2,4,20,2
2003,harv,2,4,33,1
2003,harv,2,4,21,3
2003,harv,2,5,23,2
2003,harv,2,5,23,3
2003,harv,2,5,28,3
2003,harv,2,5,21,2
2003,harv,2,5,22,2
2003,harv,2,5,35,2
2003,harv,2,5,29,4
2003,harv,2,5,31,4
2003,harv,2,5,32,4
2003,harv,2,5,45.5,4
2003,harv,2,5,172,3
2003,harv,2,5,76,1
2003,harv,2,5,25,2
2003,harv,2,5,160,5
2003,harv,2,5,30,2
2003,harv,2,5,68,4
2003,harv,2,5,85,1
2003,harv,2,5,36,2
2003,harv,2,5,176,2
2003,harv,2,5,27,2
2003,harv,2,5,36.5,3
2003,harv,2,5,83.5,3
2003,harv,2,5,21,2
2003,harv,2,5,31,4
2003,harv,2,6,130,3
2003,harv,2,6,20,1
2003,harv,2,6,33.5,2
2003,harv,2,6,131,1
2003,harv,2,6,24,1
2003,harv,2,6,67.5,1
2003,harv,2,6,46,3
2003,harv,2,7,27,1
2003,harv,2,7,35,2
2003,harv,2,7,34,2
2003,harv,2,7,36,2
2003,harv,2,7,31,2
2003,harv,2,7,30,2
2003,harv,2,7,20,2
2003,harv,2,7,41,2
2003,harv,2,7,38,2
2003,harv,2,7,30,1
2003,harv,2,7,45,1
2003,harv,2,7,72,1
2003,harv,2,7,52,2
2003,harv,2,7,36,2
2003,harv,2,7,20,1
2003,harv,2,7,56,1
2003,harv,2,7,83,1
2003,harv,2,7,51,2
2003,harv,2,7,50,2
2003,harv,2,7,25,2
2003,harv,2,7,42,2
2003,harv,2,7,86,2
2003,harv,2,7,42,2
2003,harv,2,7,45,2
2003,harv,2,7,31,2
2003,harv,2,7,39,2
2003,harv,2,7,23,2
2003,harv,2,7,32,1
2003,harv,2,7,37,2
2003,harv,2,8,36,1
2003,harv,2,8,23,2
2003,harv,2,8,25,1
2003,harv,2,8,40,1
2003,harv,2,8,25,1
2003,harv,2,8,22,3
2003,harv,2,8,67,2
2003,harv,2,9,25,2
2003,harv,2,9,131,1
2003,harv,2,9,29,1
2003,harv,2,9,25,1
2003,harv,2,9,34,1
2003,harv,2,9,26,1
2003,harv,2,9,21,1
2003,harv,2,9,36,1
2003,harv,2,9,31,2
2003,harv,2,9,56,1
2003,harv,2,9,25,1
2003,harv,2,9,29,1
2003,harv,2,9,80,1
2003,harv,2,9,20,1
2003,harv,2,10,41,3
2003,harv,2,10,28,2
2003,harv,2,10,38,1
2003,harv,2,10,31,2
2003,harv,2,10,66,2
2003,harv,2,10,55,1
2003,harv,2,10,31,1
2003,harv,2,10,126,3
2003,harv,2,10,92,2
2003,harv,2,10,22,2
2003,harv,2,10,67,1
2003,harv,2,10,345,1
2003,harv,2,11,30,3
2003,harv,2,11,52,1
2003,harv,2,11,41.5,3
2003,harv,2,11,87,1
2003,harv,2,12,28,2
2003,harv,2,12,24,3
2003,harv,2,12,20,1
2003,harv,2,12,39,2
2003,harv,2,12,27,1
2003,harv,2,12,32,1
2003,harv,2,12,39,1
2003,harv,2,12,26,1
2003,harv,2,12,96,1
2003,harv,2,12,27,2
2003,harv,2,12,34,1
2003,harv,2,12,41,3
2003,harv,2,12,30,2
2003,harv,2,12,59,2
2003,harv,2,12,22,2
2003,harv,2,12,22,2
2003,harv,2,12,30,2
2003,harv,2,12,22,2
2003,harv,2,13,20,1
2003,harv,2,13,170,2
2003,harv,2,13,20,1
2003,harv,2,13,21,1
2003,harv,2,13,33,3
2003,harv,2,13,29,2
2003,harv,2,13,31,1
2003,harv,2,13,24,1
2003,harv,2,13,100,2
2003,harv,2,13,24,1
2003,harv,2,13,56,2
2003,harv,2,13,41,2
2003,harv,2,13,48,2
2003,harv,2,13,97,1
2003,harv,2,14,36,1
2003,harv,2,14,35,1
2003,harv,2,14,47,3
2003,harv,2,14,69,2
2003,harv,2,14,45,2
2003,harv,2,14,29,2
2003,harv,2,14,23,2
2003,harv,2,14,36,2
2003,harv,2,14,36,3
2003,harv,2,14,64,2
2003,harv,2,14,32,2
2003,harv,2,14,80,1
2003,harv,2,14,53,1
2003,harv,2,14,44,2
2003,harv,2,14,29,1
2003,harv,2,14,43,2
2003,harv,2,14,23,1
2003,harv,2,14,36,2
2003,harv,2,14,32,2
2003,harv,2,14,122,2
2003,harv,2,14,26,2
2003,harv,2,14,35,1
2003,harv,2,14,26,2
2003,harv,2,14,42,1
2003,harv,2,14,24,1
2003,harv,2,14,27,1
2003,harv,2,14,22,1
2003,harv,2,14,41,1
2003,harv,2,14,22,2
2003,harv,2,14,36,2
2003,harv,2,14,41,2
2003,harv,2,15,25,3
2003,harv,2,15,27,2
2003,harv,2,15,25,2
2003,harv,2,15,86,2
2003,harv,2,15,77,2
2003,harv,2,15,20,2
2003,harv,2,15,270,1
2003,harv,2,15,22,2
2003,harv,2,15,35,3
2003,harv,2,15,85,3
2003,harv,2,15,75,2
2003,harv,2,15,52,2
2003,harv,2,15,21,3
2003,harv,2,15,95,2
2003,harv,2,15,29,3
2003,harv,2,15,31,4
2003,harv,2,15,31,3
2003,harv,2,15,39,4
2003,harv,2,15,37,5
2003,harv,2,16,30,2
2003,harv,2,16,35,2
2003,harv,2,16,41,2
2003,harv,2,16,22,2
2003,harv,2,16,29,1
2003,harv,2,16,35,1
2003,harv,2,16,21,2
2003,harv,2,16,52,3
2003,harv,2,16,48,3
2003,harv,2,16,28,2
2003,harv,2,16,60,2
2003,harv,2,16,30,2
2003,harv,2,16,34,2
2003,harv,2,17,67,2
2003,harv,2,17,47,2
2003,harv,2,17,47,2
2003,harv,2,17,60,2
2003,harv,2,17,23,1
2003,harv,2,17,51,2
2003,harv,2,17,80,5
2003,harv,2,17,46,2
2003,harv,2,17,48,2
2003,harv,2,18,43,2
2003,harv,2,18,36,2
2003,harv,2,18,140,2
2003,harv,2,19,92,2
2003,harv,2,19,22,2
2003,harv,2,19,75,2
2003,harv,2,19,70,1
2003,harv,2,19,23,1
2003,harv,2,19,28,1
2003,harv,2,19,32,1
2003,harv,2,20,27,1
2003,harv,2,20,41,1
2003,harv,2,20,31,1
2003,harv,2,20,80,1
2003,harv,2,20,28,1
2003,harv,2,20,21,1
2003,harv,2,20,75,2
2003,harv,2,20,34,2
2003,harv,2,20,20,1
2003,harv,2,20,23,2
2003,harv,2,20,27,1
2003,harv,2,20,33,2
2003,harv,2,20,140,2
2003,harv,2,20,90,2
2003,harv,2,20,22,2
2003,harv,2,20,27,1
2003,harv,2,20,37,2
2003,harv,2,20,38,2
2003,harv,2,20,40,2
2003,harv,2,20,26,2
2003,harv,2,20,40,2
2003,harv,2,20,26,2
2003,harv,2,21,49,2
2003,harv,2,21,240,2
2003,harv,2,21,34,1
2003,harv,2,21,38,2
2003,harv,2,21,230,2
2003,harv,2,21,44,2
