year,date,plot,treatment,lys.no3,lys.nh4,volume
1991,1991-09-06,17,DC,0,0,37
1991,1991-09-06,18,C,0,0,25
1991,1991-09-20,1,H,0,0,36
1991,1991-09-20,2,C,0,0,35
1991,1991-09-20,4,C,0,0,38
1991,1991-09-20,5,DC,0,0,41
1991,1991-09-20,6,H,0,0,37
1991,1991-09-20,7,C,0,0,37
1991,1991-09-20,8,H,0,0,40
1991,1991-09-20,10,DC,0,0,39
1991,1991-09-20,12,H,0,0,36
1991,1991-09-20,13,DC,0,0,38
1991,1991-09-20,14,C,0,0,36
1991,1991-09-20,15,H,0,0,35
1991,1991-09-20,16,H,0,0,36
1991,1991-09-20,17,DC,0,0,37
1991,1991-10-24,1,H,0,0,33
1991,1991-10-24,2,C,0,0,33
1991,1991-10-24,4,C,0,0,34
1991,1991-10-24,5,DC,0,0,38
1991,1991-10-24,6,H,0,0,33
1991,1991-10-24,7,C,0,0,35
1991,1991-10-24,8,H,0,0,36
1991,1991-10-24,9,DC,0,0,21
1991,1991-10-24,10,DC,0,0,34
1991,1991-10-24,13,DC,0,0,33
1991,1991-10-24,14,C,0,0,34
1991,1991-10-24,15,H,0,0,33
1991,1991-10-24,16,H,0,0,32
1991,1991-10-24,17,DC,0,0,31
1991,1991-10-24,18,C,0,0,32
1991,1991-11-05,1,H,0,0,31
1991,1991-11-05,2,C,0,0,32
1991,1991-11-05,3,DC,0,0,33
1991,1991-11-07,4,C,0,0,33
1991,1991-11-07,5,DC,0,0,37
1991,1991-11-07,6,H,0,0,33
1991,1991-11-05,7,C,0,0,35
1991,1991-11-05,8,H,0,0,42
1991,1991-11-05,9,DC,0,0,21
1991,1991-11-05,10,DC,0,0,34
1991,1991-11-05,13,DC,0,0,34
1991,1991-11-05,14,C,0,0,35
1991,1991-11-05,15,H,0,0,34
1991,1991-11-05,16,H,0,0,32
1991,1991-11-05,17,DC,0,0,33
1991,1991-11-05,18,C,0,0,35
1992,1992-04-07,1,H,0,0,35
1992,1992-04-07,2,C,0,0,36
1992,1992-04-07,4,C,0,0,35
1992,1992-04-07,5,DC,0,0,37
1992,1992-04-07,6,H,0,0,35
1992,1992-04-07,7,C,0,0,28
1992,1992-04-07,8,H,0,0,36
1992,1992-04-07,9,DC,0,0,17
1992,1992-04-07,10,DC,0,0,35
1992,1992-04-07,12,H,0,0,35
1992,1992-04-07,13,DC,0,0,35
1992,1992-04-07,14,C,0,0,38
1992,1992-04-07,15,H,0,0,34
1992,1992-04-07,16,H,0,0,35
1992,1992-04-07,18,C,0,0,35
1992,1992-04-21,1,H,0,0,34
1992,1992-04-21,2,C,0,0,33
1992,1992-04-21,4,C,0,0,34.5
1992,1992-04-21,5,DC,0,0,36
1992,1992-04-21,6,H,0,0,34
1992,1992-04-21,7,C,0,0,35
1992,1992-04-21,8,H,0,0,37
1992,1992-04-21,9,DC,0,0,27
1992,1992-04-21,10,DC,0,0,35
1992,1992-04-21,12,H,0,0,35
1992,1992-04-21,13,DC,0,0,36
1992,1992-04-21,14,C,0,0,36
1992,1992-04-21,15,H,0,0,37
1992,1992-04-21,16,H,0,0,34
1992,1992-04-21,17,DC,0,0,33
1992,1992-04-21,18,C,0,0,34
1992,1992-05-07,1,H,0,0,35
1992,1992-05-07,2,C,0,0,38
1992,1992-05-07,4,C,0,0,37
1992,1992-05-07,5,DC,0,0,36
1992,1992-05-07,6,H,0,0,38
1992,1992-05-07,7,C,0,0,39
1992,1992-05-07,8,H,0,0,40
1992,1992-05-07,10,DC,0,0,40
1992,1992-05-07,11,C,0,0,7
1992,1992-05-07,12,H,0,0,37
1992,1992-05-07,13,DC,0,0,39
1992,1992-05-07,14,C,0,0,39
1992,1992-05-07,15,H,0,0,38
1992,1992-05-07,16,H,0,0,36
1992,1992-05-07,17,DC,0,0,32
1992,1992-05-07,18,C,0,0,36
1992,1992-05-22,1,H,0,0,36
1992,1992-05-22,2,C,0,0,35
1992,1992-05-22,4,C,0,0,36
1992,1992-05-22,5,DC,0,0,38
1992,1992-05-22,6,H,0,0,35
1992,1992-05-22,7,C,0,0,39
1992,1992-05-22,8,H,0,0,37
1992,1992-05-22,9,DC,0,0,27
1992,1992-05-22,10,DC,0,0,35
1992,1992-05-22,12,H,0,0,34
1992,1992-05-22,13,DC,0,0,35
1992,1992-05-22,14,C,0,0,37
1992,1992-05-22,15,H,0,0,37
1992,1992-05-22,16,H,0,0,35
1992,1992-05-22,17,DC,0,0,35
1992,1992-05-22,18,C,0,0,33
1992,1992-06-11,1,H,0,0,29
1992,1992-06-11,2,C,0,0,30
1992,1992-06-11,3,DC,0,0,29
1992,1992-06-11,4,C,0,0,30
1992,1992-06-11,5,DC,0,0,26
1992,1992-06-11,6,H,0,0,29
1992,1992-06-11,7,C,0,0,31
1992,1992-06-11,8,H,0,0,31
1992,1992-06-11,10,DC,0,0,31
1992,1992-06-11,12,H,0,0,29
1992,1992-06-11,13,DC,0,0,30
1992,1992-06-11,15,H,0,0,30
1992,1992-06-11,16,H,0,0,30
1992,1992-06-11,17,DC,0,0,28
1992,1992-06-11,18,C,0,0,28
1992,1992-06-30,1,H,0,0,12
1992,1992-06-30,2,C,0,0,23.5
1992,1992-06-30,3,DC,0,0,24.5
1992,1992-06-30,4,C,0,0,22
1992,1992-06-30,5,DC,0,0,12
1992,1992-06-30,6,H,0,0,20
1992,1992-06-30,7,C,0,0,27
1992,1992-06-30,8,H,0,0,29
1992,1992-06-30,9,DC,0,0,15
1992,1992-06-30,10,DC,0,0,30
1992,1992-06-30,11,C,0,0,4
1992,1992-06-30,12,H,0,0,22
1992,1992-06-30,13,DC,0,0,34
1992,1992-06-30,14,C,0,0,7
1992,1992-06-30,15,H,0,0,32
1992,1992-06-30,16,H,0,0,18
1992,1992-06-30,18,C,0,0,8
1992,1992-07-16,1,H,0,0,12
1992,1992-07-16,2,C,0,0,21
1992,1992-07-16,3,DC,0,0,32
1992,1992-07-16,4,C,0,0,20
1992,1992-07-16,6,H,0,0.2905,29
1992,1992-07-16,7,C,0,0,33
1992,1992-07-16,8,H,0,0,34
1992,1992-07-16,9,DC,0,0,15
1992,1992-07-16,10,DC,0,0,32
1992,1992-07-16,12,H,0,0,31
1992,1992-07-16,13,DC,0,0,32
1992,1992-07-16,15,H,0,0,31
1992,1992-07-16,16,H,0,0,21
1992,1992-07-16,17,DC,0,0,35
1992,1992-07-23,1,H,0,0,10
1992,1992-07-23,2,C,0,0,14
1992,1992-07-23,3,DC,0,0,26
1992,1992-07-23,4,C,0,0,13
1992,1992-07-23,5,DC,0,0,10
1992,1992-07-23,6,H,0,0,24
1992,1992-07-23,7,C,0,0,28
1992,1992-07-23,8,H,0,0.2387,30
1992,1992-07-23,9,DC,0,0,16
1992,1992-07-23,10,DC,0,0,30
1992,1992-07-23,11,C,0,0.7056,5
1992,1992-07-23,12,H,0,0,16
1992,1992-07-23,13,DC,0,0,32
1992,1992-07-23,15,H,0,0.4473,32
1992,1992-07-23,16,H,0,0,16
1992,1992-07-23,17,DC,0,0,32
1992,1992-07-23,18,C,0,0,7
1992,1992-08-06,1,H,0,0,5
1992,1992-08-06,3,DC,0,0,27
1992,1992-08-06,4,C,0,0,18
1992,1992-08-06,6,H,0,0.249,22
1992,1992-08-06,7,C,0,0,33
1992,1992-08-06,8,H,0,0,33
1992,1992-08-06,9,DC,0,0,18
1992,1992-08-06,10,DC,0,0,31
1992,1992-08-06,12,H,0,0.3101,25
1992,1992-08-06,13,DC,0,0,30
1992,1992-08-06,15,H,0,0,29
1992,1992-08-06,16,H,0,0,13
1992,1992-08-06,17,DC,0,0,30
1992,1992-08-06,18,C,0,0,11
1992,1992-08-27,1,H,0,0,13
1992,1992-08-27,2,C,0,0,14.5
1992,1992-08-27,3,DC,0,0,29
1992,1992-08-27,4,C,0,0,20
1992,1992-08-27,5,DC,0,0,10
1992,1992-08-27,6,H,0,0,25
1992,1992-08-27,7,C,0,0,24
1992,1992-08-27,8,H,0,0,27
1992,1992-08-27,9,DC,0,0,15
1992,1992-08-27,10,DC,0,0,27
1992,1992-08-27,12,H,0,0,23
1992,1992-08-27,13,DC,0,0,29
1992,1992-08-27,15,H,0,0,33
1992,1992-08-27,16,H,0,0,26
1992,1992-08-27,17,DC,0,0,29
1992,1992-08-27,18,C,0,0,21
1992,1992-09-11,2,C,0,0,6
1992,1992-09-11,3,DC,0,0,25
1992,1992-09-11,6,H,0,0,24
1992,1992-09-11,7,C,0,0,29
1992,1992-09-11,8,H,0,0,36
1992,1992-09-11,9,DC,0,0,10
1992,1992-09-11,10,DC,0,0,34
1992,1992-09-11,11,C,0,0,20
1992,1992-09-11,12,H,0,0,21
1992,1992-09-11,13,DC,0,0,33
1992,1992-09-11,15,H,0,0,20
1992,1992-09-11,16,H,0,0,15
1992,1992-09-11,17,DC,0,0,32
1992,1992-09-11,18,C,0,0,11
1992,1992-09-24,3,DC,0,0,16
1992,1992-09-24,4,C,0,0,7
1992,1992-09-24,6,H,0,0,11
1992,1992-09-24,7,C,0,0,30
1992,1992-09-24,8,H,0,0,30
1992,1992-09-24,9,DC,0,0,7
1992,1992-09-24,10,DC,0,0,32
1992,1992-09-24,12,H,0,0,8
1992,1992-09-24,13,DC,0,0,30
1992,1992-09-24,15,H,0,0,10
1992,1992-09-24,16,H,0,0,7
1992,1992-09-24,17,DC,0,0,30
1992,1992-09-24,18,C,0,0.3741,8
1992,1992-10-07,3,DC,0,0,15
1992,1992-10-07,4,C,0,0,6
1992,1992-10-07,7,C,0,0,22
1992,1992-10-07,8,H,0,0,23
1992,1992-10-07,9,DC,0,0,6
1992,1992-10-07,10,DC,0,0,27
1992,1992-10-07,13,DC,0,0,26
1992,1992-10-07,17,DC,0,0,27
1992,1992-10-07,18,C,0,0,8
1992,1992-10-21,2,C,0,0,13
1992,1992-10-21,3,DC,0,0,29
1992,1992-10-21,4,C,0,0,32
1992,1992-10-21,5,DC,0,0,14
1992,1992-10-21,6,H,0,0,26
1992,1992-10-21,7,C,0,0,29
1992,1992-10-21,8,H,0,0,30
1992,1992-10-21,9,DC,0,0,14
1992,1992-10-21,10,DC,0,0,29
1992,1992-10-21,13,DC,0,0,31
1992,1992-10-21,14,C,0,3.5653,11
1992,1992-10-21,15,H,0,0,19
1992,1992-10-21,16,H,0,0,22
1992,1992-10-21,17,DC,0,0,32
1992,1992-10-21,18,C,0,0,29
1992,1992-11-10,1,H,0,0,19
1992,1992-11-10,2,C,0,0,31
1992,1992-11-10,3,DC,0,0,29
1992,1992-11-10,4,C,0,0,34
1992,1992-11-10,5,DC,0,0,29
1992,1992-11-10,6,H,0,0,33
1992,1992-11-10,7,C,0,0,33
1992,1992-11-10,8,H,0,0,32
1992,1992-11-10,9,DC,0,0,18
1992,1992-11-10,10,DC,0,0,35
1992,1992-11-10,11,C,0,0,6
1992,1992-11-10,12,H,0,0,32
1992,1992-11-10,13,DC,0,0,35
1992,1992-11-10,14,C,0,0,36
1992,1992-11-10,15,H,0,0,35
1992,1992-11-10,16,H,0,0,32
1992,1992-11-10,17,DC,0,0,31
1992,1992-11-10,18,C,0,0,34
1992,1992-11-20,1,H,0,0,24
1992,1992-11-20,2,C,0,0,30
1992,1992-11-20,3,DC,0,0,29
1992,1992-11-20,5,DC,0,0,27
1992,1992-11-20,6,H,0,0,30
1992,1992-11-20,7,C,0,0,32
1992,1992-11-20,8,H,0,0,31
1992,1992-11-20,9,DC,0,0,9.5
1992,1992-11-20,10,DC,0,0,32
1992,1992-11-20,11,C,0,0,5
1992,1992-11-20,12,H,0,0,26
1992,1992-11-20,13,DC,0,0,32.5
1992,1992-11-20,14,C,0,0,30.5
1992,1992-11-20,15,H,0,0,31
1992,1992-11-20,16,H,0,0,30
1992,1992-11-20,18,C,0,0,30.5
1993,1993-04-16,1,H,0,0,30
1993,1993-04-16,2,C,0,0,30
1993,1993-04-16,3,DC,0,0,29
1993,1993-04-16,4,C,0,0,30
1993,1993-04-16,5,DC,0,0,31
1993,1993-04-16,6,H,0,0,33
1993,1993-04-16,7,C,0,0,37
1993,1993-04-16,8,H,0,0,34
1993,1993-04-16,9,DC,0,0,35
1993,1993-04-16,10,DC,0,0,36
1993,1993-04-16,11,C,0,0,35
1993,1993-04-16,12,H,0,0,31
1993,1993-04-16,13,DC,0,0,33
1993,1993-04-16,14,C,0,0,35
1993,1993-04-16,15,H,0,0,37
1993,1993-04-16,16,H,0,0,30
1993,1993-04-16,17,DC,0,0,30
1993,1993-04-16,18,C,0,0,36
1993,1993-04-28,1,H,0,0,27
1993,1993-04-28,2,C,0,0,32
1993,1993-04-28,3,DC,0,0,27
1993,1993-04-28,4,C,0,0,29
1993,1993-04-28,5,DC,0,0,30
1993,1993-04-28,6,H,0,0,29
1993,1993-04-28,7,C,0,0,33
1993,1993-04-28,8,H,0,0,36
1993,1993-04-28,9,DC,0,0,32
1993,1993-04-28,10,DC,0,0,30
1993,1993-04-28,11,C,0,0,32
1993,1993-04-28,12,H,0,0,28
1993,1993-04-28,13,DC,0,0,29
1993,1993-04-28,14,C,0,0,32
1993,1993-04-28,15,H,0,0,37
1993,1993-04-28,16,H,0,0,31
1993,1993-04-28,17,DC,0,0,36
1993,1993-04-28,18,C,0,0,28
1993,1993-05-11,1,H,0,0,23
1993,1993-05-11,2,C,0,0,19
1993,1993-05-11,3,DC,0,0,19
1993,1993-05-11,4,C,0,0,24
1993,1993-05-11,5,DC,0,0,19
1993,1993-05-11,6,H,0,0,17
1993,1993-05-11,7,C,0,0,22
1993,1993-05-11,8,H,0,0,13
1993,1993-05-11,9,DC,0,0,20
1993,1993-05-11,10,DC,0,0,24
1993,1993-05-11,11,C,0,0,20
1993,1993-05-11,12,H,0,0,22
1993,1993-05-11,13,DC,0,0,22
1993,1993-05-11,14,C,0,0,20
1993,1993-05-11,15,H,0,0,22
1993,1993-05-11,16,H,0,0,20
1993,1993-05-11,17,DC,0,0,19
1993,1993-05-11,18,C,0,0,19
1993,1993-05-26,1,H,0,0,27
1993,1993-05-26,2,C,0,0,27
1993,1993-05-26,3,DC,0,0,214
1993,1993-05-26,4,C,0,0,26
1993,1993-05-26,5,DC,0,0,25
1993,1993-05-26,6,H,0,0,26
1993,1993-05-26,7,C,0,0,27
1993,1993-05-26,8,H,0,0,28
1993,1993-05-26,9,DC,0,0,27
1993,1993-05-26,10,DC,0,0,27
1993,1993-05-26,11,C,0,0,17
1993,1993-05-26,12,H,0,0,21
1993,1993-05-26,13,DC,0,0,25
1993,1993-05-26,14,C,0,0,27
1993,1993-05-26,15,H,0,0,28
1993,1993-05-26,16,H,0,0,23
1993,1993-05-26,17,DC,0,0,24
1993,1993-05-26,18,C,0,0,25
1993,1993-06-15,1,H,0,0,15
1993,1993-06-15,2,C,0,0,23
1993,1993-06-15,3,DC,0,0,123
1993,1993-06-15,4,C,0,0,20
1993,1993-06-15,5,DC,0,0,18
1993,1993-06-15,6,H,0,0,21
1993,1993-06-15,7,C,0,0,19
1993,1993-06-15,8,H,0,0,20
1993,1993-06-15,9,DC,0,0,23
1993,1993-06-15,10,DC,0,0,29
1993,1993-06-15,12,H,0,0,19
1993,1993-06-15,13,DC,0,0,17
1993,1993-06-15,14,C,0,0,22
1993,1993-06-15,15,H,0,0,24
1993,1993-06-15,16,H,0,0,9
1993,1993-06-15,17,DC,0,0,26
1993,1993-06-15,18,C,0,0,21
1993,1993-06-29,8,H,0,0,21
1993,1993-06-29,9,DC,0,0,6
1993,1993-06-29,10,DC,0,0,15
1993,1993-06-29,13,DC,0,0,8
1993,1993-07-30,4,C,0,0,21
1993,1993-07-30,9,DC,0,0,18
1993,1993-07-30,11,C,0,0,20
1993,1993-08-20,3,DC,0,0,26
1993,1993-08-20,4,C,0,0,15
1993,1993-08-20,7,C,0,0,23
1993,1993-08-20,8,H,0,0,32
1993,1993-08-20,9,DC,0,0,20
1993,1993-08-20,10,DC,0,0,31
1993,1993-08-20,12,H,0,0,27
1993,1993-08-20,13,DC,0,0,31
1993,1993-08-20,14,C,0,0,0
1993,1993-08-20,15,H,0,0,30
1993,1993-08-20,16,H,0,0,19
1993,1993-08-20,17,DC,0,0,30
1993,1993-08-20,18,C,0,0,17
1993,1993-09-24,4,C,0,0,7
1993,1993-09-24,7,C,0,0,27
1993,1993-09-24,8,H,0,0,31
1993,1993-09-24,10,DC,0,0,30
1993,1993-09-24,12,H,0,0,26
1993,1993-09-24,13,DC,0,0,32
1993,1993-09-24,15,H,0,0,30
1993,1993-09-24,17,DC,0,0,30
1993,1993-09-24,18,C,0,0,24
1993,1993-10-13,2,C,0,0,8
1993,1993-10-13,3,DC,0,0,8
1993,1993-10-13,4,C,0,0,16
1993,1993-10-13,5,DC,0,0,11
1993,1993-10-13,7,C,0,0,22
1993,1993-10-13,8,H,0,0,27
1993,1993-10-13,9,DC,0,0,8
1993,1993-10-13,10,DC,0,0,37
1993,1993-10-13,11,C,0,0,5
1993,1993-10-13,12,H,0,0,30
1993,1993-10-13,13,DC,0,0,32
1993,1993-10-13,14,C,0,0,4.5
1993,1993-10-13,15,H,0,0,30
1993,1993-10-13,16,H,0,0,21
1993,1993-10-13,17,DC,0,0,31
1993,1993-10-13,18,C,0,0,31
1993,1993-11-16,1,H,0,0,20
1993,1993-11-16,2,C,0,0,17
1993,1993-11-16,3,DC,0,0,20
1993,1993-11-16,4,C,0,0,26
1993,1993-11-16,5,DC,0,0,16
1993,1993-11-16,6,H,0,0,27
1993,1993-11-16,7,C,0,0,29
1993,1993-11-16,8,H,0,0,31
1993,1993-11-16,9,DC,0,0,16
1993,1993-11-16,10,DC,0,0,38
1993,1993-11-16,11,C,0,0,8
1993,1993-11-16,12,H,0,0,26
1993,1993-11-16,13,DC,0,0,35
1993,1993-11-16,14,C,0,0,31
1993,1993-11-16,15,H,0,0,38
1993,1993-11-16,16,H,0,0,35
1993,1993-11-16,17,DC,0,0,30
1993,1993-11-16,18,C,0,0,37
1994,1994-04-26,1,H,0,0,34
1994,1994-04-26,2,C,0,0,36
1994,1994-04-26,3,DC,0,0,34
1994,1994-04-26,4,C,0,0,36
1994,1994-04-26,5,DC,0,0,34
1994,1994-04-26,6,H,0,0,34
1994,1994-04-26,7,C,0,0,34
1994,1994-04-26,8,H,0,0,39
1994,1994-04-26,9,DC,0,0,36
1994,1994-04-26,10,DC,0,0,36
1994,1994-04-26,11,C,0,0,11
1994,1994-04-26,12,H,0,0,35
1994,1994-04-26,13,DC,0,0,36
1994,1994-04-26,14,C,0,0,35
1994,1994-04-26,15,H,0,0,29
1994,1994-04-26,16,H,0,0.09,34
1994,1994-04-26,17,DC,0,0,33
1994,1994-04-26,18,C,0,0,34
1994,1994-05-17,1,H,0,0,32
1994,1994-05-17,2,C,0,0,32
1994,1994-05-17,3,DC,0,0,35
1994,1994-05-17,4,C,0,0,32
1994,1994-05-17,5,DC,0,0,30
1994,1994-05-17,6,H,0,0,34
1994,1994-05-17,7,C,0,0,35
1994,1994-05-17,8,H,0,0,35
1994,1994-05-17,9,DC,0,0,31
1994,1994-05-17,10,DC,0,0,32
1994,1994-05-17,11,C,0,0,33
1994,1994-05-17,12,H,0,0,18
1994,1994-05-17,13,DC,0,0,32
1994,1994-05-17,14,C,0,0,34
1994,1994-05-17,15,H,0,0,33
1994,1994-05-17,16,H,0,0,32
1994,1994-05-17,17,DC,0,0,32
1994,1994-05-17,18,C,0,0,35
1994,1994-06-14,1,H,0,0,25
1994,1994-06-14,2,C,0,0,27
1994,1994-06-14,3,DC,0,0.17,27
1994,1994-06-14,4,C,0,0,27
1994,1994-06-14,5,DC,0,0,23
1994,1994-06-14,6,H,0,0,25
1994,1994-06-14,7,C,0,0,28
1994,1994-06-14,8,H,0,0,28
1994,1994-06-14,9,DC,0,0,27
1994,1994-06-14,10,DC,0,0,27
1994,1994-06-14,11,C,0,0,22
1994,1994-06-14,12,H,0,0,26
1994,1994-06-14,13,DC,0,0,26
1994,1994-06-14,14,C,0,0,28
1994,1994-06-14,15,H,0,0,24
1994,1994-06-14,16,H,0,0,26
1994,1994-06-14,17,DC,0,0,27
1994,1994-07-19,8,H,0,0,23
1994,1994-07-19,9,DC,0,0.19,6
1994,1994-07-19,10,DC,0,0,12
1994,1994-07-19,13,DC,0,0,6
1994,1994-07-19,15,H,0,0,10
1994,1994-08-24,1,H,0,0,28
1994,1994-08-24,2,C,0,0,28
1994,1994-08-24,3,DC,0,0,28
1994,1994-08-24,4,C,0,0,27
1994,1994-08-24,5,DC,0,0,25
1994,1994-08-24,6,H,0,0,29
1994,1994-08-24,7,C,0,0,30
1994,1994-08-24,8,H,0,0,30
1994,1994-08-24,9,DC,0,0,29
1994,1994-08-24,10,DC,0,0,30
1994,1994-08-24,11,C,0,0,28
1994,1994-08-24,12,H,0,0,30
1994,1994-08-24,13,DC,0,0,30
1994,1994-08-24,14,C,0,0,30
1994,1994-08-24,15,H,0,0,29
1994,1994-08-24,16,H,0,0,27
1994,1994-08-24,17,DC,0,0,26
1994,1994-08-24,18,C,0,0,29
1994,1994-09-28,1,H,0,0,21
1994,1994-09-28,2,C,0.2,0,28
1994,1994-09-28,3,DC,0,0,32
1994,1994-09-28,4,C,0,0,29
1994,1994-09-28,5,DC,0,0,27
1994,1994-09-28,6,H,0,0,28
1994,1994-09-28,7,C,0,0,30
1994,1994-09-28,8,H,0,0,28
