comp,plot37,species,dbh,ht,no.stem,gis92
3,126,PIST,6,45,1,15
3,126,PIST,6,40,2,15
3,126,PIST,10,40,3,15
3,126,PIST,9,45,3,15
3,126,PIST,10,45,2,15
3,126,PIST,5,35,1,15
3,126,PIST,6,35,3,15
3,126,ACSA,8,40,1,15
3,126,PIST,10,50,1,15
3,126,PIST,7,40,2,15
3,126,PIST,9,40,2,15
3,126,PIST,5,50,1,15
3,126,PIST,3,30,1,15
3,185,BEAL,7,40,1,54
3,185,BEAL,10,60,1,54
3,185,BEAL,6,40,1,54
3,185,BEAL,3,30,6,54
3,185,TSCA,11,50,1,54
3,185,BELE,4,30,1,54
3,185,BELE,5,50,2,54
3,185,BELE,4,40,1,54
3,185,FAGR,4,30,1,54
3,185,BELE,6,50,1,54
3,185,BEAL,8,50,1,54
3,185,FAGR,3,30,1,54
3,185,BEAL,5,50,2,54
3,185,BEAL,4,40,3,54
3,185,BEPO,4,40,1,54
3,185,BEPO,6,40,2,54
3,185,BEPO,5,40,2,54
3,185,ACRU,6,60,1,54
3,185,ACRU,4,40,1,54
3,185,ACRU,3,40,1,54
3,185,ACRU,5,50,1,54
3,185,BEAL,5,40,3,54
3,185,ACRU,6,50,1,54
3,185,ACRU,4,30,1,54
3,185,QURU,7,50,1,54
3,185,QURU,5,50,1,54
3,185,QURU,6,60,1,54
3,185,FRAM,6,50,1,54
3,185,FRAM,5,40,1,54
3,185,FRAM,3,50,1,54
3,185,FRAM,4,45,1,54
3,185,FRAM,5,50,1,54
3,185,BEPA,9,55,1,54
3,185,BEPA,9,50,3,54
3,185,ACRU,4,50,1,54
3,185,BEPA,6,50,2,54
3,185,BEPA,5,50,1,54
3,185,BEPA,5,40,1,54
3,185,BEPA,4,40,5,54
3,185,BEPA,8,60,1,54
3,185,TSCA,12,50,1,54
3,185,BEPA,8,50,3,54
3,185,BEPA,7,50,1,54
3,362,ACRU,10,45,1,NA
3,362,ACRU,6,45,1,NA
3,362,ACRU,5,45,1,NA
3,362,PRSE,5,45,1,NA
3,362,PIST,12,45,1,NA
3,362,PIST,11,35,1,NA
3,362,ACRU,5,35,1,NA
3,362,ACRU,7,40,1,NA
3,362,ACRU,5,40,1,NA
3,362,ACRU,8,45,1,NA
3,362,PRSE,10,45,1,NA
3,362,PRSE,9,45,1,NA
3,362,ACRU,3,20,1,NA
3,362,ACRU,4,30,1,NA
3,362,QURU,4,40,1,NA
3,362,ACRU,3,30,2,NA
3,362,QURU,8,45,1,NA
3,362,ACRU,9,45,2,NA
3,362,QURU,14,45,1,NA
3,364,ACRU,5,40,1,NA
3,364,BEPA,14,60,1,NA
3,364,BEPA,5,45,1,NA
3,364,PIST,15,50,1,NA
3,364,PIST,13,50,2,NA
3,364,ACRU,7,40,1,NA
3,364,PIST,12,50,1,NA
3,364,ACRU,8,45,1,NA
3,364,BEPA,5,40,1,NA
3,364,PIST,13,45,2,NA
3,364,PIST,10,50,1,NA
3,364,PIST,10,45,1,NA
3,364,PIST,9,45,2,NA
3,364,PIST,8,50,1,NA
3,364,ACRU,10,40,1,NA
3,364,PIST,7,40,3,NA
3,364,PIST,7,35,1,NA
3,364,PIST,7,30,1,NA
3,364,PIST,6,40,1,NA
3,364,ACRU,12,50,1,NA
3,364,PIST,11,50,1,NA
3,364,PIST,12,45,3,NA
3,364,PIST,11,45,3,NA
3,364,PIST,8,45,1,NA
3,366,PIST,4,30,5,86
3,366,PIST,5,20,4,86
3,366,PIST,5,25,7,86
3,366,PIST,5,30,19,86
3,366,PIST,6,30,41,86
3,366,PIST,7,30,23,86
3,366,PIST,4,25,11,86
3,366,PIST,4,20,5,86
3,366,PIST,3,30,3,86
3,366,PIST,3,25,4,86
3,366,PIST,3,20,5,86
3,366,PIST,9,30,1,86
3,366,PIST,8,30,9,86
3,373,PIST,6,25,3,93
3,373,PIST,7,30,10,93
3,373,PIST,3,25,8,93
3,373,PIST,4,15,1,93
3,373,PIST,5,20,2,93
3,373,PIST,4,30,3,93
3,373,PIST,4,25,14,93
3,373,PIST,4,20,7,93
3,373,PIST,7,25,1,93
3,373,PIST,2,20,3,93
3,373,PIST,2,15,7,93
3,373,PIST,5,30,24,93
3,373,PIST,5,25,19,93
3,373,PIST,3,20,11,93
3,373,PIST,6,30,17,93
3,374,BELE,10,50,1,NA
3,374,QURU,2,35,1,NA
3,374,QURU,8,45,1,NA
3,374,QURU,9,60,1,NA
3,374,FRAM,8,55,1,NA
3,374,PIST,8,35,1,NA
3,374,PIST,8,45,1,NA
3,374,PIST,8,55,1,NA
3,374,PIST,9,50,1,NA
3,374,PIST,10,50,1,NA
3,374,PIST,10,55,1,NA
3,374,PIST,12,60,2,NA
3,374,PIST,13,65,1,NA
3,374,PIST,14,50,2,NA
3,374,PIST,14,60,1,NA
3,374,PIST,15,60,2,NA
3,374,PIST,15,65,1,NA
3,374,PIST,16,50,1,NA
3,374,PIST,16,60,1,NA
3,374,TSCA,4,30,1,NA
3,374,TSCA,8,40,1,NA
3,374,TSCA,9,40,1,NA
3,374,TSCA,12,40,1,NA
3,374,TSCA,13,55,1,NA
3,374,ACRU,8,40,1,NA
3,374,ACRU,8,45,1,NA
3,374,ACRU,9,50,2,NA
3,374,ACRU,7,50,1,NA
3,374,ACRU,7,45,1,NA
3,374,ACRU,8,50,3,NA
3,374,ACRU,7,40,2,NA
3,374,BELE,5,30,1,NA
3,374,BELE,5,40,1,NA
3,374,BELE,6,40,1,NA
3,374,ACRU,6,45,5,NA
3,374,ACRU,10,50,2,NA
3,374,ACRU,6,40,5,NA
3,374,ACRU,4,35,1,NA
3,374,ACRU,5,45,2,NA
3,374,ACRU,5,40,4,NA
3,374,ACRU,5,35,3,NA
3,374,ACRU,5,30,3,NA
3,374,BELE,2,30,1,NA
3,374,BELE,3,30,3,NA
3,374,BELE,3,35,1,NA
3,374,BELE,7,45,1,NA
3,374,BELE,4,35,1,NA
3,374,ACRU,4,40,1,NA
3,374,ACRU,4,30,1,NA
3,374,ACRU,2,30,1,NA
3,374,ACRU,3,30,1,NA
3,374,BELE,8,40,1,NA
3,376,TSCA,13,60,2,95
3,376,TSCA,15,55,2,95
3,376,TSCA,15,60,3,95
3,376,TSCA,13,50,1,95
3,376,BEPA,6,45,2,95
3,376,BEPA,5,45,1,95
3,376,BEAL,3,30,1,95
3,376,ACRU,5,45,1,95
3,376,BELE,3,35,1,95
3,376,TSCA,16,60,1,95
3,376,BEPA,4,40,1,95
3,376,TSCA,9,40,1,95
3,377,PIST,8,35,1,NA
3,377,PIST,8,45,1,NA
3,377,PIST,9,35,1,NA
3,377,PIST,10,55,1,NA
3,377,PIST,10,60,1,NA
3,377,PIST,11,55,1,NA
3,377,PIST,11,60,2,NA
3,377,PIST,12,60,2,NA
3,377,PIST,13,55,1,NA
3,377,PIST,13,60,2,NA
3,377,PIST,14,60,2,NA
3,377,PIST,15,60,3,NA
3,377,PIST,15,65,1,NA
3,377,PIST,16,60,2,NA
3,377,PIST,17,60,1,NA
3,377,PIST,21,60,1,NA
3,377,QURU,9,60,1,NA
3,377,PIST,7,55,1,NA
3,377,ACRU,5,35,1,NA
3,377,BEPA,9,60,1,NA
3,377,PIST,7,35,2,NA
3,377,PIST,5,35,1,NA
3,377,QURU,10,55,1,NA
3,379,ACRU,2,40,5,96
3,379,ACRU,3,30,6,96
3,379,ACRU,3,35,19,96
3,379,ACRU,3,40,10,96
3,379,ACRU,4,30,1,96
3,379,ACRU,4,35,2,96
3,379,ACRU,4,40,14,96
3,379,ACRU,4,45,6,96
3,379,ACRU,5,35,1,96
3,379,ACRU,5,40,7,96
3,379,ACRU,5,45,25,96
3,379,ACRU,5,50,1,96
3,379,ACRU,6,40,1,96
3,379,ACRU,6,45,8,96
3,379,ACRU,6,50,1,96
3,379,ACRU,7,45,1,96
3,379,ACRU,2,35,3,96
3,379,ACRU,8,45,3,96
3,379,BEAL,4,25,1,96
3,379,BEAL,2,25,1,96
3,379,BEAL,3,30,1,96
3,379,BEAL,2,30,2,96
3,379,BEAL,6,40,1,96
3,379,BEAL,5,35,1,96
3,379,BEAL,5,30,1,96
3,379,BEAL,4,35,3,96
3,379,BEAL,4,45,1,96
3,379,BEAL,4,40,1,96
3,379,BEAL,4,30,1,96
3,379,BEPO,4,35,3,96
3,379,BEPO,2,35,1,96
3,379,BEPO,4,45,1,96
3,379,BEPO,2,30,1,96
3,379,BEPO,3,30,2,96
3,379,BEPO,3,35,2,96
3,379,QURU,2,30,2,96
3,379,QURU,3,35,1,96
3,379,QURU,3,40,1,96
3,379,QURU,5,35,1,96
3,379,QURU,8,45,1,96
3,379,QURU,4,45,1,96
3,379,QURU,6,45,1,96
3,379,QURU,7,45,1,96
3,379,QURU,5,45,1,96
3,379,QURU,9,45,1,96
3,379,BEPA,5,45,1,96
3,379,BEPA,3,40,1,96
3,379,BEPA,6,45,2,96
3,379,BEPA,3,30,1,96
3,379,BEPA,4,40,1,96
3,379,BEPA,3,35,1,96
3,379,BEPA,9,50,1,96
3,379,BEPA,2,35,1,96
3,379,PRSE,3,30,1,96
3,379,FAGR,5,45,1,96
3,379,FRAM,3,45,1,96
3,379,POSP,6,45,1,96
3,379,POSP,3,40,1,96
3,379,POSP,4,40,1,96
3,379,BELE,2,30,2,96
3,379,BELE,3,35,1,96
3,379,BELE,5,45,1,96
3,379,ACRU,2,30,9,96
3,379,ACRU,2,25,3,96
3,379,ACRU,7,50,2,96
3,381,PIST,10,50,1,98
3,381,PIST,11,55,1,98
3,381,PIST,13,50,1,98
3,381,PIST,13,55,3,98
3,381,PIST,14,55,1,98
3,381,PIST,16,50,2,98
3,381,PIST,16,55,1,98
3,381,PIST,17,55,1,98
3,381,PIST,8,40,1,98
3,381,PIST,9,45,1,98
3,381,PIST,7,50,1,98
3,384,PIST,4,25,1,101
3,384,PIST,3,25,1,101
3,384,PIST,15,30,1,101
3,384,PIST,11,30,1,101
3,384,PIST,5,20,1,101
3,384,PIST,15,35,1,101
3,384,PIST,9,35,1,101
3,384,PIST,6,30,1,101
3,384,POSP,3,30,3,101
3,384,PIST,7,30,1,101
3,384,POSP,5,30,1,101
3,384,PIST,9,30,1,101
3,384,BEPO,2,30,20,101
3,384,BEPO,3,30,19,101
3,384,BEPA,9,30,1,101
3,384,BEPA,5,30,1,101
3,384,BEPA,9,40,2,101
3,384,QURU,4,30,1,101
3,384,BEAL,5,30,1,101
3,384,BEAL,4,30,1,101
3,384,ACRU,6,30,1,101
3,384,ACRU,4,30,3,101
3,384,ACRU,5,30,2,101
3,384,ACRU,7,35,1,101
3,384,ACRU,6,35,1,101
3,384,ACRU,3,30,1,101
3,384,ACRU,4,25,1,101
3,384,ACRU,11,30,1,101
3,384,ACRU,13,35,1,101
3,384,ACRU,14,35,1,101
3,384,POSP,6,30,1,101
3,384,POSP,4,30,1,101
3,384,PIST,8,30,2,101
3,389,ACRU,4,30,1,104
3,389,ACRU,4,35,1,104
3,389,ACRU,4,40,3,104
3,389,ACRU,5,35,2,104
3,389,ACRU,5,40,11,104
3,389,ACRU,5,45,1,104
3,389,ACRU,6,40,6,104
3,389,ACRU,6,45,7,104
3,389,ACRU,7,40,3,104
3,389,ACRU,7,45,4,104
3,389,ACRU,8,40,4,104
3,389,ACRU,8,45,5,104
3,389,PIST,9,45,1,104
3,389,PIST,10,45,1,104
3,389,ACRU,3,35,4,104
3,389,ACRU,2,30,1,104
3,389,ACRU,3,40,1,104
3,391,QURU,3,40,1,106
3,391,QURU,4,45,1,106
3,391,QURU,5,45,1,106
3,391,QURU,6,45,1,106
3,391,QURU,7,50,2,106
3,391,QURU,6,50,1,106
3,391,QURU,8,50,4,106
3,391,QURU,8,55,4,106
3,391,QURU,7,45,1,106
3,391,QURU,7,55,1,106
3,391,ACRU,2,30,8,106
3,391,ACRU,2,35,4,106
3,391,QURU,9,55,1,106
3,391,ACRU,3,30,5,106
3,391,ACRU,3,35,12,106
3,391,ACRU,3,40,9,106
3,391,ACRU,3,45,7,106
3,391,ACRU,3,50,1,106
3,391,QURU,3,35,1,106
3,391,ACRU,4,45,10,106
3,391,QURU,11,55,1,106
3,391,ACRU,5,35,2,106
3,391,ACRU,2,40,4,106
3,391,ACRU,5,45,13,106
3,391,ACRU,5,50,4,106
3,391,ACRU,5,40,3,106
3,391,ACRU,6,45,4,106
3,391,ACRU,6,50,7,106
3,391,ACRU,6,55,1,106
3,391,ACRU,7,40,1,106
3,391,ACRU,7,45,1,106
3,391,ACRU,7,50,3,106
3,391,BEPA,2,30,1,106
3,391,BEPA,3,45,1,106
3,391,BEPA,3,30,2,106
3,391,BEPA,4,45,5,106
3,391,BEPA,5,45,7,106
3,391,BEPA,6,45,4,106
3,391,BEPA,6,50,2,106
3,391,BEPA,6,55,2,106
3,391,BEPA,7,45,1,106
3,391,BEPA,7,50,2,106
3,391,BEPA,7,55,1,106
3,391,BEPA,8,45,1,106
3,391,BEPA,8,50,2,106
3,391,BEPA,9,50,1,106
3,391,BEAL,2,30,1,106
3,391,BEAL,3,30,1,106
3,391,ACRU,6,40,1,106
3,391,BEAL,4,40,1,106
3,391,BEAL,5,40,1,106
3,391,BEAL,6,45,1,106
3,391,BEPO,3,30,1,106
3,391,BEPO,4,35,1,106
3,391,ACRU,4,40,5,106
3,391,ACRU,4,50,6,106
3,391,BEAL,3,35,1,106
3,392,ACRU,4,35,1,NA
3,392,ACRU,5,35,3,NA
3,392,ACRU,5,45,1,NA
3,392,ACRU,6,35,1,NA
3,392,ACRU,6,40,2,NA
3,392,ACRU,6,45,3,NA
3,392,ACRU,6,50,1,NA
3,392,ACRU,7,35,1,NA
3,392,ACRU,7,40,1,NA
3,392,ACRU,7,45,4,NA
3,392,ACRU,8,50,1,NA
3,392,ACRU,9,50,1,NA
3,392,ACRU,3,30,1,NA
3,392,ACRU,10,45,3,NA
3,392,ACRU,12,50,1,NA
3,392,PIST,8,30,1,NA
3,392,PIST,10,35,1,NA
3,392,PIST,12,45,1,NA
3,392,PIST,15,50,1,NA
3,392,QURU,5,30,1,NA
3,392,QURU,5,35,1,NA
3,392,POSP,3,35,1,NA
3,392,BEPA,6,30,1,NA
3,392,BEPA,11,45,1,NA
3,392,ACRU,4,30,3,NA
3,393,QURU,4,50,1,107
3,393,PRSE,5,40,1,107
3,393,BEPA,12,50,1,107
3,393,ACRU,13,55,1,107
3,393,PIST,6,30,1,107
3,393,ACRU,10,60,1,107
3,393,ACRU,9,50,1,107
3,393,ACRU,8,55,1,107
3,393,ACRU,7,50,1,107
3,393,PIST,7,40,1,107
3,393,ACRU,6,40,1,107
3,393,PIST,20,60,1,107
3,393,PIST,17,60,2,107
3,393,PIST,16,60,1,107
3,393,PIST,15,60,3,107
3,393,PIST,14,65,1,107
3,393,PIST,14,60,2,107
3,393,PIST,14,55,1,107
3,393,PIST,13,60,1,107
3,393,PIST,12,60,4,107
3,393,PIST,12,55,1,107
3,393,PIST,11,50,1,107
3,393,PIST,10,60,2,107
3,393,PIST,9,60,1,107
3,393,PIST,9,50,2,107
3,393,PIST,8,50,2,107
3,393,PIST,8,40,2,107
3,393,PIST,7,50,1,107
3,393,BEPO,4,30,1,107
3,393,PIST,6,40,1,107
3,393,ACRU,6,50,1,107
3,395,ACRU,9,50,1,110
3,395,ACRU,9,60,1,110
3,395,ACRU,11,60,1,110
3,395,BELE,6,50,1,110
3,395,BEPA,6,55,1,110
3,395,BEPA,10,60,1,110
3,395,BEPA,14,60,1,110
3,395,QURU,7,40,1,110
3,395,PIST,6,40,1,110
3,395,PIST,7,55,1,110
3,395,PIST,8,50,2,110
3,395,PIST,9,40,1,110
3,395,PIST,9,50,1,110
3,395,PIST,9,55,1,110
3,395,PIST,10,50,1,110
3,395,PIST,11,55,1,110
3,395,PIST,11,65,1,110
3,395,PIST,12,60,1,110
3,395,PIST,13,60,1,110
3,395,PIST,15,65,1,110
3,395,PIST,15,60,3,110
3,395,PIST,16,60,1,110
3,395,PIST,17,55,1,110
3,395,PIST,17,60,1,110
3,395,PIST,17,65,1,110
3,395,PIST,18,60,1,110
3,395,ACRU,8,50,2,110
3,395,ACRU,7,60,1,110
3,395,ACRU,7,50,1,110
3,395,ACRU,7,40,1,110
3,395,ACRU,6,50,2,110
3,395,ACRU,6,40,2,110
3,395,ACRU,5,50,1,110
3,395,ACRU,5,40,1,110
3,395,ACRU,3,40,1,110
3,395,ACRU,3,35,1,110
3,395,TSCA,14,60,2,110
3,395,TSCA,13,70,1,110
3,395,TSCA,13,60,3,110
3,395,TSCA,12,60,1,110
3,395,TSCA,10,50,2,110
3,395,TSCA,10,40,1,110
3,395,TSCA,9,60,1,110
3,395,TSCA,9,50,1,110
3,395,TSCA,9,40,1,110
3,395,TSCA,7,50,2,110
3,395,TSCA,7,40,2,110
3,395,TSCA,7,30,1,110
3,395,TSCA,6,40,1,110
3,395,TSCA,6,30,2,110
3,395,TSCA,5,40,1,110
3,395,TSCA,5,30,3,110
3,395,TSCA,3,30,1,110
3,395,TSCA,10,60,1,110
3,396,BELE,8,50,1,111
3,396,BELE,9,50,1,111
3,396,BEPO,6,30,1,111
3,396,BEPA,5,40,1,111
3,396,BEPA,5,45,1,111
3,396,BEPA,6,40,1,111
3,396,BEPA,6,50,1,111
3,396,BEPA,7,50,1,111
3,396,BEPA,7,55,1,111
3,396,BEPA,7,60,2,111
3,396,BEPA,8,40,1,111
3,396,BEPA,8,50,1,111
3,396,BEPA,8,60,1,111
3,396,BEPA,9,50,1,111
3,396,BEPA,11,60,1,111
3,396,FRAM,4,30,1,111
3,396,ACPE,3,40,1,111
3,396,ACPE,5,35,1,111
3,396,FAGR,5,30,1,111
3,396,BEAL,7,40,1,111
3,396,BELE,6,60,1,111
3,396,BELE,6,55,2,111
3,396,BELE,6,45,1,111
3,396,BELE,5,55,1,111
3,396,BELE,5,40,1,111
3,396,BELE,5,30,1,111
3,396,BELE,3,40,1,111
3,396,QURU,11,60,1,111
3,396,QURU,9,60,1,111
3,396,QURU,7,55,1,111
3,396,QURU,6,55,1,111
3,396,QURU,5,40,1,111
3,396,ACRU,9,50,1,111
3,396,ACRU,9,40,1,111
3,396,ACRU,8,40,1,111
3,396,ACRU,7,55,2,111
3,396,ACRU,7,50,2,111
3,396,ACRU,6,50,2,111
3,396,ACRU,6,40,2,111
3,396,ACRU,6,30,1,111
3,396,ACRU,5,50,1,111
3,396,ACRU,5,45,1,111
3,396,ACRU,5,40,4,111
3,396,ACRU,4,50,2,111
3,396,ACRU,4,40,2,111
3,396,ACRU,4,20,1,111
3,396,ACRU,3,40,1,111
3,396,ACRU,2,40,1,111
4,1,PIST,2,15,2,56
4,1,PIST,3,15,1,56
4,1,PIST,2,20,1,56
4,1,PIST,3,20,6,56
4,1,PIST,4,20,2,56
4,1,PIST,5,20,2,56
4,1,PIST,3,25,7,56
4,1,PIST,4,25,13,56
4,1,PIST,5,25,8,56
4,1,PIST,6,25,1,56
4,1,PIST,3,30,5,56
4,1,PIST,4,30,11,56
4,1,PIST,5,30,7,56
4,1,PIST,6,30,4,56
4,1,PIST,4,35,2,56
4,1,PIST,5,35,13,56
4,1,PIST,6,35,4,56
4,1,PIST,7,35,1,56
4,1,PRSE,2,30,3,56
4,1,PRSE,3,30,3,56
4,10,PIST,10,50,1,2
4,10,ACRU,4,35,6,2
4,10,ACRU,5,30,1,2
4,10,PIST,10,40,1,2
4,10,PIST,9,40,4,2
4,10,ACRU,8,40,1,2
4,10,ACRU,9,40,1,2
4,10,PIST,7,25,1,2
4,10,PIST,7,35,2,2
4,10,PIST,7,45,2,2
4,10,PIST,7,50,2,2
4,10,PIST,8,30,1,2
4,10,PIST,8,45,1,2
4,10,PIST,5,20,1,2
4,10,PRSE,6,35,1,2
4,10,PIST,10,55,2,2
4,10,PIST,11,50,2,2
4,10,PIST,11,60,1,2
4,10,PIST,12,30,1,2
4,10,PIST,12,40,1,2
4,10,PIST,12,45,1,2
4,10,PIST,12,50,1,2
4,10,PIST,13,60,2,2
4,10,PIST,14,45,2,2
4,10,PIST,14,55,2,2
4,10,PIST,15,50,2,2
4,10,PIST,15,55,1,2
4,10,PIST,15,60,2,2
4,10,PIST,17,50,1,2
4,10,PIST,17,60,1,2
4,10,PIST,19,50,1,2
4,10,PIST,21,55,1,2
4,10,ACRU,2,20,1,2
4,10,ACRU,3,20,2,2
4,10,ACRU,3,25,2,2
4,10,ACRU,4,30,2,2
4,10,ACRU,5,35,1,2
4,10,BELE,4,40,1,2
4,10,PRSE,10,50,1,2
4,10,ACRU,5,40,1,2
4,10,PIST,5,30,4,2
4,10,ACRU,7,45,2,2
4,10,ACRU,7,35,1,2
4,11,TSCA,15,50,1,6
4,11,TSCA,2,15,3,6
4,11,TSCA,2,20,2,6
4,11,TSCA,3,20,4,6
4,11,TSCA,3,25,5,6
4,11,TSCA,3,30,1,6
4,11,TSCA,4,20,1,6
4,11,TSCA,4,25,5,6
4,11,TSCA,4,30,5,6
4,11,TSCA,5,15,2,6
4,11,TSCA,5,30,8,6
4,11,TSCA,6,30,4,6
4,11,TSCA,6,35,2,6
4,11,TSCA,7,30,1,6
4,11,TSCA,7,35,1,6
4,11,TSCA,8,35,2,6
4,11,TSCA,8,40,1,6
4,11,TSCA,9,35,1,6
4,11,TSCA,9,40,1,6
4,11,TSCA,10,50,2,6
4,11,TSCA,12,50,1,6
4,11,TSCA,12,60,1,6
4,11,TSCA,14,50,1,6
4,11,PIST,8,40,1,6
4,11,BELE,2,30,3,6
4,11,PIST,9,50,1,6
4,11,PIST,10,45,1,6
4,11,PIST,12,60,1,6
4,11,QURU,12,50,1,6
4,11,QURU,15,60,1,6
4,11,QURU,17,65,1,6
4,11,BEPA,6,45,1,6
4,11,BEPA,9,60,1,6
4,11,BELE,2,25,2,6
4,11,BELE,4,35,2,6
4,11,BELE,5,35,3,6
4,11,BELE,6,35,1,6
4,11,BELE,7,35,1,6
4,11,BELE,7,45,1,6
4,11,BELE,9,50,2,6
4,11,BELE,12,55,2,6
4,11,BEAL,2,20,2,6
4,11,BEAL,2,25,1,6
4,11,BEAL,3,35,2,6
4,11,BEAL,5,40,1,6
4,11,BEAL,6,40,1,6
4,11,BEAL,7,45,1,6
4,11,BEAL,15,60,1,6
4,11,ACRU,2,25,1,6
4,11,ACRU,3,30,1,6
4,11,ACRU,4,30,1,6
4,11,ACRU,6,40,1,6
4,11,ACRU,6,45,1,6
4,11,ACRU,7,45,1,6
4,11,ACRU,8,30,1,6
4,11,ACRU,8,45,1,6
4,11,ACRU,8,55,1,6
4,11,ACRU,12,60,2,6
4,11,BELE,3,25,1,6
4,12,PIST,6,30,1,8
4,12,PIST,7,45,4,8
4,12,PIST,6,45,1,8
4,12,PIST,8,50,3,8
4,12,PIST,8,55,1,8
4,12,PIST,9,45,4,8
4,12,PIST,9,50,3,8
4,12,PIST,10,40,2,8
4,12,PIST,10,45,4,8
4,12,PIST,10,55,5,8
4,12,PIST,11,45,2,8
4,12,PIST,11,50,3,8
4,12,PIST,11,55,5,8
4,12,PIST,12,50,3,8
4,12,PIST,12,55,1,8
4,12,PIST,13,50,2,8
4,12,PIST,13,55,4,8
4,12,PIST,14,55,4,8
4,12,PIST,15,60,1,8
4,12,PIST,16,50,4,8
4,12,PIST,16,60,1,8
4,12,PIST,17,50,1,8
4,12,PIST,17,55,1,8
4,12,BEPA,9,55,1,8
4,12,BELE,2,15,1,8
4,12,BELE,2,25,1,8
4,12,PIST,8,35,5,8
4,13,ACRU,2,25,3,19
4,13,ACRU,2,30,6,19
4,13,ACRU,3,25,10,19
4,13,ACRU,2,20,8,19
4,13,ACRU,4,25,4,19
4,13,ACRU,4,30,7,19
4,13,ACRU,3,35,2,19
4,13,ACRU,3,30,10,19
4,13,ACRU,4,35,5,19
4,13,ACRU,4,40,1,19
4,13,ACRU,5,30,2,19
4,13,ACRU,5,35,3,19
4,13,ACRU,5,45,1,19
4,13,ACRU,6,40,1,19
4,13,ACRU,6,45,3,19
4,13,ACRU,7,35,1,19
4,13,ACRU,8,40,1,19
4,13,ACRU,9,40,1,19
4,13,ACRU,9,45,1,19
4,13,ACRU,10,50,1,19
4,13,QURU,3,25,1,19
4,13,QURU,3,35,1,19
4,13,QURU,4,35,1,19
4,13,QURU,7,40,2,19
4,13,QURU,7,45,1,19
4,13,QURU,8,40,1,19
4,13,QURU,8,50,1,19
4,13,QURU,8,55,1,19
4,13,QURU,9,50,1,19
4,13,QURU,9,55,1,19
4,13,QURU,10,50,1,19
4,13,QUVE,2,20,1,19
4,13,QUVE,3,20,2,19
4,13,QUVE,4,30,2,19
4,13,QUVE,4,35,1,19
4,13,QUVE,5,30,1,19
4,13,QUVE,5,40,2,19
4,13,QUVE,6,35,3,19
4,13,QUVE,6,45,3,19
4,13,QUVE,7,40,3,19
4,13,QUVE,8,45,2,19
4,13,QUVE,9,45,2,19
4,13,QUVE,9,55,1,19
4,13,QUVE,10,45,1,19
4,13,QUVE,10,50,1,19
4,13,QUVE,11,50,1,19
4,13,BEPA,3,30,1,19
4,13,BEPA,3,35,1,19
4,13,BEPA,4,30,1,19
4,13,BEPA,7,40,1,19
4,13,BEPA,8,40,1,19
4,13,BEPA,9,50,1,19
4,13,PIST,3,15,1,19
4,13,PIST,6,35,1,19
4,13,PIST,8,30,1,19
4,13,PIST,11,45,1,19
4,13,PIST,13,50,1,19
4,13,PIST,14,45,1,19
4,13,PIST,15,50,1,19
4,13,BELE,2,25,4,19
4,13,BELE,3,30,1,19
4,13,BELE,7,35,1,19
4,13,PRSE,2,15,1,19
4,14,TSCA,19,65,1,29
4,14,TSCA,16,60,1,29
4,14,TSCA,8,45,1,29
4,14,TSCA,7,45,1,29
4,14,TSCA,7,40,1,29
4,14,TSCA,6,30,2,29
4,14,TSCA,5,40,1,29
4,14,ACRU,7,60,2,29
4,14,PIST,3,15,1,29
4,14,TSCA,4,30,2,29
4,14,TSCA,4,25,14,29
4,14,ACRU,10,55,1,29
4,14,TSCA,3,30,1,29
4,14,TSCA,3,25,4,29
4,14,TSCA,3,20,19,29
4,14,TSCA,2,25,1,29
4,14,TSCA,2,20,2,29
4,14,TSCA,2,15,30,29
4,14,PIST,3,25,2,29
4,14,PIST,4,30,3,29
4,14,PIST,5,35,1,29
4,14,PIST,6,25,1,29
4,14,PIST,6,35,1,29
4,14,PIST,8,45,1,29
4,14,PIST,9,60,1,29
4,14,BEAL,2,20,5,29
4,14,BEAL,2,25,8,29
4,14,BEAL,2,30,3,29
4,14,BEAL,3,30,10,29
4,14,BEAL,3,35,10,29
4,14,BEAL,4,40,4,29
4,14,BEAL,4,45,1,29
4,14,BEAL,5,40,2,29
4,14,BEAL,6,40,1,29
4,14,BEAL,7,50,1,29
4,14,BEAL,10,50,1,29
4,14,QURU,3,35,1,29
4,14,QURU,4,40,1,29
4,14,QURU,5,45,6,29
4,14,QURU,7,60,1,29
4,14,FRAM,3,25,3,29
4,14,FRAM,3,40,1,29
4,14,FRAM,4,40,2,29
4,14,FAGR,3,30,1,29
4,14,BEPA,2,35,2,29
4,14,BEPA,3,30,5,29
4,14,BEPA,3,35,2,29
4,14,BEPA,4,40,6,29
4,14,BEPA,4,45,2,29
4,14,BEPA,5,45,2,29
4,14,BEPA,5,50,2,29
4,14,BEPA,6,45,2,29
4,14,BEPA,6,50,1,29
4,14,BEPA,8,55,1,29
4,14,BELE,2,25,1,29
4,14,BELE,2,35,1,29
4,14,BELE,3,30,1,29
4,14,BELE,5,30,1,29
4,14,BELE,8,50,1,29
4,14,ACRU,2,30,7,29
4,14,ACRU,3,25,2,29
4,14,ACRU,3,30,9,29
4,14,ACRU,3,40,2,29
4,14,ACRU,4,30,11,29
4,14,ACRU,4,40,5,29
4,14,ACRU,4,45,8,29
4,14,ACRU,5,40,6,29
4,14,ACRU,5,45,6,29
