comp,plot37,species,dbh,ht,no.stem,gis92
1,10,QUVE,7,50,1,NA
1,10,QUVE,6,45,1,NA
1,10,BEPO,6,45,1,NA
1,10,BEPO,5,40,1,NA
1,10,QURU,10,50,1,NA
1,10,QURU,12,55,1,NA
1,10,QURU,5,50,1,NA
1,10,QURU,4,45,1,NA
1,10,QURU,4,35,1,NA
1,10,PIST,6,30,1,NA
1,10,BEAL,7,40,1,NA
1,10,BEAL,7,50,1,NA
1,10,BEAL,4,45,1,NA
1,10,BEAL,4,35,1,NA
1,10,BEAL,7,45,1,NA
1,10,ACRU,9,50,1,NA
1,10,ACRU,8,45,2,NA
1,10,ACRU,7,50,1,NA
1,10,ACRU,6,50,4,NA
1,10,ACRU,6,45,3,NA
1,10,ACRU,6,40,1,NA
1,10,ACRU,5,45,3,NA
1,10,ACRU,5,40,1,NA
1,10,ACRU,4,45,2,NA
1,10,ACRU,4,40,3,NA
1,10,ACRU,4,30,2,NA
1,10,ACRU,3,40,5,NA
1,10,ACRU,3,35,3,NA
1,12,BEAL,3,20,1,NA
1,12,BEPO,3,25,1,NA
1,12,PIST,11,45,1,NA
1,12,PIST,3,20,1,NA
1,12,PIST,10,45,1,NA
1,12,PIST,6,25,1,NA
1,12,BEAL,2,15,1,NA
1,12,BEAL,9,35,1,NA
1,12,BEAL,2,25,1,NA
1,12,BEAL,2,20,1,NA
1,12,BEAL,6,25,1,NA
1,12,ACRU,10,45,2,NA
1,12,ACRU,10,35,1,NA
1,12,ACRU,9,40,1,NA
1,12,ACRU,9,30,2,NA
1,12,ACRU,8,40,1,NA
1,12,ACRU,8,35,1,NA
1,12,ACRU,8,30,1,NA
1,12,ACRU,7,40,2,NA
1,12,ACRU,7,35,1,NA
1,12,ACRU,7,25,1,NA
1,12,ACRU,6,40,1,NA
1,12,ACRU,6,30,1,NA
1,12,ACRU,6,25,2,NA
1,12,ACRU,5,35,3,NA
1,12,ACRU,5,30,1,NA
1,12,ACRU,5,25,1,NA
1,12,ACRU,4,35,1,NA
1,12,ACRU,4,30,1,NA
1,12,ACRU,2,20,4,NA
1,12,ACRU,2,25,4,NA
1,12,ACRU,2,35,1,NA
1,12,ACRU,3,25,4,NA
1,12,ACRU,3,30,4,NA
1,12,ACRU,4,25,4,NA
1,15,ACRU,6,25,1,37
1,15,ACRU,10,40,1,37
1,15,FAGR,2,15,1,37
1,15,PRSE,5,30,1,37
1,15,PRSE,3,30,1,37
1,15,QURU,2,20,1,37
1,15,QURU,4,30,1,37
1,15,ACRU,9,40,1,37
1,15,ACRU,13,45,1,37
1,15,ACRU,3,30,1,37
1,15,ACRU,14,50,1,37
1,15,ACRU,4,25,3,37
1,15,ACRU,2,25,3,37
1,15,PIST,6,25,1,37
1,15,PIST,5,25,1,37
1,15,PIST,5,20,1,37
1,324,ULSP,2,35,1,72
1,324,ACRU,4,40,2,72
1,324,ACRU,7,50,2,72
1,324,ULSP,3,35,1,72
1,324,ACRU,8,50,2,72
1,324,ACRU,9,50,3,72
1,324,ACRU,7,45,2,72
1,324,ACRU,6,45,3,72
1,324,PIST,7,40,1,72
1,324,PIST,13,40,1,72
1,324,PIST,14,45,1,72
1,324,PIST,6,25,1,72
1,324,PIST,15,40,1,72
1,324,PIST,4,20,1,72
1,324,PIST,4,15,1,72
1,324,PIST,5,25,1,72
1,324,PIST,6,35,1,72
1,324,PIST,4,30,2,72
1,324,PIST,7,35,1,72
1,324,PIST,4,35,1,72
1,324,PIST,3,30,1,72
1,324,PIST,8,35,1,72
1,324,PIST,10,35,1,72
1,324,PIST,5,30,1,72
1,324,PIST,11,45,1,72
1,324,PIST,8,40,1,72
1,324,PIST,10,45,1,72
1,324,PIST,13,45,1,72
1,324,PIST,11,40,3,72
1,324,ACRU,2,30,6,72
1,324,ACRU,2,40,1,72
1,324,ACRU,3,30,1,72
1,324,ACRU,3,35,3,72
1,324,ACRU,4,30,2,72
1,324,ACRU,4,35,2,72
1,324,BEPO,8,45,1,72
1,324,ACRU,4,45,5,72
1,324,ACRU,5,30,1,72
1,324,ACRU,5,40,1,72
1,324,ACRU,5,45,4,72
1,324,ACRU,5,50,1,72
1,324,BEPO,9,45,1,72
1,324,PIST,12,50,1,72
1,324,PIST,9,45,1,72
1,324,BEPO,5,40,2,72
1,324,PIST,7,45,1,72
1,324,ACRU,10,45,1,72
1,324,BEPO,4,35,1,72
1,324,BEPO,4,40,2,72
1,324,BEPO,7,45,1,72
1,324,BEPO,6,45,2,72
1,324,BEPO,5,45,1,72
1,325,ACRU,9,50,1,73
1,325,BEPO,7,45,1,73
1,325,ACRU,6,50,1,73
1,325,ACRU,7,50,1,73
1,325,ACRU,2,25,1,73
1,325,ACRU,3,30,1,73
1,325,ACRU,6,40,1,73
1,325,ACRU,4,40,1,73
1,325,ACRU,6,45,1,73
1,325,ACRU,8,45,1,73
1,325,ACRU,5,40,1,73
1,325,ACRU,5,45,3,73
1,325,ACRU,9,45,1,73
1,325,PIST,10,35,1,73
1,325,ACRU,8,40,1,73
1,325,POSP,4,35,1,73
1,325,POSP,5,40,3,73
1,325,BEPO,3,35,1,73
1,325,PIST,11,30,1,73
1,325,PIST,11,40,1,73
1,325,PIST,12,40,1,73
1,325,PIST,13,45,1,73
1,325,PIST,14,40,1,73
1,325,PIST,14,50,2,73
1,325,PIST,15,40,1,73
1,325,BEPO,5,40,1,73
1,325,BEPO,8,45,1,73
1,325,PIST,4,20,3,73
1,325,PIST,5,20,3,73
1,325,PIST,6,20,2,73
1,325,PIST,6,30,2,73
1,325,PIST,8,35,2,73
1,325,PIST,9,35,2,73
1,325,PIST,9,45,1,73
1,343,PIST,10,50,1,NA
1,343,ACRU,2,20,1,NA
1,343,BEPO,2,25,2,NA
1,343,QURU,11,55,1,NA
1,343,QURU,11,50,1,NA
1,343,QURU,9,40,1,NA
1,343,QURU,8,50,1,NA
1,343,QURU,8,45,1,NA
1,343,QURU,7,45,1,NA
1,343,QURU,4,35,2,NA
1,343,QURU,3,25,1,NA
1,343,QURU,2,30,1,NA
1,343,QURU,2,25,2,NA
1,343,QURU,23,60,1,NA
1,343,BEAL,5,30,1,NA
1,343,ACRU,11,50,1,NA
1,343,ACRU,10,55,1,NA
1,343,ACRU,10,50,2,NA
1,343,ACRU,10,45,1,NA
1,343,ACRU,9,55,1,NA
1,343,ACRU,9,50,3,NA
1,343,ACRU,8,50,4,NA
1,343,ACRU,8,45,1,NA
1,343,ACRU,7,50,4,NA
1,343,ACRU,7,45,4,NA
1,343,ACRU,6,50,1,NA
1,343,ACRU,6,45,3,NA
1,343,ACRU,6,40,3,NA
1,343,ACRU,5,45,2,NA
1,343,PIST,6,30,1,NA
1,343,PIST,7,30,1,NA
1,343,PIST,7,40,2,NA
1,343,PIST,9,45,1,NA
1,343,PIST,10,45,1,NA
1,343,BEPO,5,40,1,NA
1,343,PIST,12,55,1,NA
1,343,PIST,15,65,1,NA
1,343,PIST,18,65,1,NA
1,343,PIST,18,70,1,NA
1,343,QUAL,3,30,1,NA
1,343,PRSE,5,35,1,NA
1,343,ACRU,5,40,1,NA
1,343,ACRU,2,25,4,NA
1,343,ACRU,2,30,3,NA
1,343,ACRU,2,35,1,NA
1,343,ACRU,3,25,1,NA
1,343,ACRU,3,35,4,NA
1,343,ACRU,3,40,1,NA
1,343,ACRU,4,30,2,NA
1,343,ACRU,4,35,2,NA
1,343,ACRU,4,40,3,NA
1,343,ACRU,4,45,1,NA
1,343,ACRU,5,30,1,NA
1,343,ACRU,5,35,1,NA
1,344,ACRU,2,30,2,NA
1,344,ACRU,3,30,5,NA
1,344,ACRU,3,35,4,NA
1,344,ACRU,3,40,2,NA
1,344,ACRU,4,25,1,NA
1,344,ACRU,4,30,4,NA
1,344,ACRU,4,35,6,NA
1,344,ACRU,4,40,2,NA
1,344,ACRU,4,45,1,NA
1,344,ACRU,5,30,5,NA
1,344,ACRU,5,35,6,NA
1,344,ACRU,5,40,4,NA
1,344,ACRU,5,45,4,NA
1,344,ACRU,6,30,2,NA
1,344,ACRU,6,35,2,NA
1,344,ACRU,6,40,4,NA
1,344,ACRU,6,45,4,NA
1,344,ACRU,7,40,4,NA
1,344,ACRU,7,45,4,NA
1,344,ACRU,7,50,1,NA
1,344,ACRU,8,40,1,NA
1,344,ACRU,8,45,2,NA
1,344,ACRU,9,45,1,NA
1,344,ACRU,9,50,1,NA
1,344,ACRU,10,40,1,NA
1,344,ACRU,10,50,1,NA
1,344,ACRU,11,45,1,NA
1,344,TSCA,6,30,1,NA
1,348,PIST,6,35,2,77
1,348,POSP,3,35,1,77
1,348,POSP,13,50,1,77
1,348,POSP,7,50,1,77
1,348,ACRU,6,50,1,77
1,348,ACRU,6,45,1,77
1,348,ACRU,6,40,1,77
1,348,ACRU,6,30,1,77
1,348,ACRU,5,45,2,77
1,348,ACRU,5,30,1,77
1,348,ACRU,4,50,1,77
1,348,ACRU,4,45,2,77
1,348,ACRU,4,40,1,77
1,348,ACRU,3,40,1,77
1,348,ACRU,2,30,4,77
1,348,ACRU,2,25,4,77
1,348,QUAL,2,25,1,77
1,348,BEPO,2,20,1,77
1,348,POSP,3,25,1,77
1,348,POSP,10,45,1,77
1,348,ACRU,7,50,1,77
1,348,POSP,4,40,1,77
1,348,POSP,6,45,1,77
1,348,POSP,2,25,1,77
1,348,POSP,2,20,2,77
1,348,POSP,2,35,1,77
1,348,PIST,19,65,1,77
1,348,PIST,16,70,2,77
1,348,PIST,16,60,1,77
1,348,PIST,2,30,1,77
1,348,PIST,3,30,1,77
1,348,PIST,5,30,1,77
1,348,PIST,5,40,1,77
1,348,PIST,5,50,1,77
1,348,PIST,6,30,4,77
1,348,PIST,16,55,1,77
1,348,PIST,6,40,2,77
1,348,PIST,6,45,3,77
1,348,PIST,7,35,2,77
1,348,PIST,7,40,1,77
1,348,PIST,7,50,2,77
1,348,PIST,7,55,1,77
1,348,PIST,8,35,1,77
1,348,PIST,8,40,1,77
1,348,PIST,8,55,1,77
1,348,PIST,9,50,2,77
1,348,PIST,9,55,1,77
1,348,PIST,9,60,1,77
1,348,PIST,10,45,1,77
1,348,PIST,10,50,1,77
1,348,PIST,12,50,1,77
1,348,PIST,12,55,2,77
1,348,PIST,12,60,1,77
1,348,PIST,12,65,1,77
1,348,PIST,13,50,2,77
1,348,PIST,13,55,3,77
1,348,PIST,13,60,2,77
1,348,PIST,13,65,1,77
1,348,PIST,14,55,1,77
1,348,PIST,14,60,3,77
1,348,PIST,14,65,2,77
1,348,PIST,15,55,1,77
1,348,PIST,15,60,1,77
1,348,PIST,15,65,2,77
1,350,PRSE,2,25,1,79
1,350,ACRU,4,25,1,79
1,350,ACRU,4,30,1,79
1,350,PIST,2,15,1,79
1,350,QURU,2,30,1,79
1,350,PIST,17,65,1,79
1,350,PIST,16,70,2,79
1,350,PIST,15,65,4,79
1,350,PIST,14,65,2,79
1,350,PIST,14,60,2,79
1,350,BEPO,2,20,1,79
1,350,PIST,13,60,3,79
1,350,BEPO,5,45,1,79
1,350,ACRU,4,35,1,79
1,350,ACRU,4,40,4,79
1,350,PIST,13,50,1,79
1,350,PIST,12,55,1,79
1,350,PIST,11,55,1,79
1,350,PIST,11,45,1,79
1,350,PIST,10,50,2,79
1,350,PIST,8,45,2,79
1,350,PIST,8,35,1,79
1,350,PIST,7,40,1,79
1,350,PIST,6,35,1,79
1,350,PIST,5,30,1,79
1,350,PIST,4,25,1,79
1,350,PIST,2,20,1,79
1,350,ACRU,10,55,3,79
1,350,ACRU,9,50,2,79
1,350,ACRU,2,20,4,79
1,350,ACRU,2,25,9,79
1,350,ACRU,2,30,9,79
1,350,ACRU,2,35,3,79
1,350,ACRU,2,40,3,79
1,350,ACRU,3,25,3,79
1,350,ACRU,3,30,1,79
1,350,ACRU,3,35,2,79
1,350,ACRU,3,40,7,79
1,350,ACRU,3,45,2,79
1,350,ACRU,8,55,1,79
1,350,ACRU,6,35,2,79
1,350,ACRU,6,45,5,79
1,350,ACRU,8,50,3,79
1,350,ACRU,4,45,2,79
1,350,ACRU,5,35,2,79
1,350,ACRU,5,40,5,79
1,350,ACRU,5,45,6,79
1,350,ACRU,8,45,1,79
1,350,ACRU,7,40,1,79
1,350,ACRU,6,50,1,79
1,350,ACRU,7,45,2,79
1,350,ACRU,7,50,3,79
1,350,ACRU,8,40,1,79
1,356,ACRU,6,45,3,NA
1,356,ACRU,3,30,6,NA
1,356,ACRU,7,45,2,NA
1,356,PIST,4,25,1,NA
1,356,PIST,4,15,1,NA
1,356,BEPO,6,45,6,NA
1,356,BEPO,5,45,3,NA
1,356,BEPO,5,40,7,NA
1,356,BEPO,5,35,1,NA
1,356,BEPO,4,40,6,NA
1,356,BEPO,4,35,3,NA
1,356,BEPO,4,30,1,NA
1,356,BEPO,3,40,1,NA
1,356,BEPO,3,35,8,NA
1,356,BEPO,2,35,3,NA
1,356,BEPO,2,30,6,NA
1,356,BEPO,2,25,3,NA
1,356,ACRU,8,45,1,NA
1,356,ACRU,6,40,1,NA
1,356,ACRU,5,45,3,NA
1,356,ACRU,5,40,1,NA
1,356,ACRU,5,35,1,NA
1,356,ACRU,4,40,2,NA
1,356,ACRU,4,35,5,NA
1,356,ACRU,4,30,2,NA
1,356,ACRU,3,35,5,NA
1,356,QURU,4,40,1,NA
1,356,QURU,2,25,1,NA
1,356,QUAL,3,30,1,NA
1,356,ACRU,2,20,3,NA
1,356,ACRU,2,25,8,NA
1,356,ACRU,2,30,4,NA
1,356,ACRU,2,35,3,NA
1,356,ACRU,3,20,1,NA
1,356,ACRU,3,25,1,NA
1,358,QURU,2,20,1,NA
1,358,NYSY,6,30,1,NA
1,358,QURU,4,40,1,NA
1,358,QURU,2,25,1,NA
1,358,QURU,3,35,1,NA
1,358,QUVE,11,45,1,NA
1,358,QUVE,2,20,1,NA
1,358,QUVE,11,50,1,NA
1,358,QUVE,10,45,1,NA
1,359,QUVE,3,30,1,84
1,359,BEPO,3,30,2,84
1,359,BEPO,3,35,5,84
1,359,BEPO,2,30,3,84
1,359,BEPO,4,35,4,84
1,359,BEPO,4,30,1,84
1,359,BEPO,2,25,9,84
1,359,ACRU,10,50,1,84
1,359,ACRU,9,50,1,84
1,359,ACRU,9,45,1,84
1,359,ACRU,9,40,1,84
1,359,ACRU,7,40,3,84
1,359,ACRU,6,45,2,84
1,359,ACRU,6,40,2,84
1,359,ACRU,6,35,4,84
1,359,ACRU,5,40,4,84
1,359,ACRU,5,35,4,84
1,359,ACRU,5,30,1,84
1,359,ACRU,4,40,2,84
1,359,ACRU,4,35,9,84
1,359,PIST,4,15,1,84
1,359,PIST,5,25,1,84
1,359,PIST,5,30,1,84
1,359,PIST,6,30,1,84
1,359,PIST,6,40,1,84
1,359,PIST,7,35,2,84
1,359,PIST,9,45,2,84
1,359,PIST,10,40,1,84
1,359,PIST,10,45,1,84
1,359,PIST,10,50,1,84
1,359,PIST,12,50,1,84
1,359,PIST,13,50,2,84
1,359,PIST,15,45,1,84
1,359,PIST,15,50,1,84
1,359,PIST,16,50,1,84
1,359,PIST,17,50,1,84
1,359,PIST,19,50,2,84
1,359,ACRU,2,25,17,84
1,359,ACRU,2,30,9,84
1,359,ACRU,2,35,1,84
1,359,ACRU,3,25,1,84
1,359,ACRU,3,30,8,84
1,359,ACRU,3,35,5,84
1,359,ACRU,4,30,3,84
1,368,QUAL,2,15,1,87
1,368,BEPO,2,20,1,87
1,368,QUAL,3,15,1,87
1,368,QURU,4,20,1,87
1,368,QURU,4,25,1,87
1,368,QURU,3,20,1,87
1,368,QURU,2,20,4,87
1,368,ACRU,4,25,1,87
1,368,ACRU,2,25,4,87
1,368,ACRU,2,20,6,87
1,368,ACRU,3,25,2,87
1,368,PIST,16,55,1,87
1,368,PIST,13,60,1,87
1,368,PIST,13,50,2,87
1,368,PIST,12,45,1,87
1,368,PIST,12,40,2,87
1,368,PIST,11,50,1,87
1,368,PIST,11,45,1,87
1,368,PIST,10,45,1,87
1,368,PIST,10,40,2,87
1,368,PIST,10,35,1,87
1,368,PIST,9,40,3,87
1,368,PIST,9,35,2,87
1,368,PIST,8,40,1,87
1,368,PIST,8,35,2,87
1,368,PIST,7,40,1,87
1,368,PIST,7,35,1,87
1,368,PIST,7,30,1,87
1,368,PIST,6,35,5,87
1,368,PIST,3,20,3,87
1,368,PIST,4,20,2,87
1,368,PIST,4,30,1,87
1,368,PIST,5,25,1,87
1,368,PIST,6,20,1,87
1,368,PIST,6,25,1,87
1,368,PIST,6,30,5,87
1,369,ACRU,5,40,1,88
1,369,BEAL,6,35,1,88
1,369,BEAL,2,25,1,88
1,369,ACRU,2,30,2,88
1,369,ACRU,3,25,1,88
1,369,ACRU,2,25,3,88
1,369,BELE,2,20,1,88
1,369,BELE,6,40,1,88
1,369,BELE,4,40,1,88
1,369,BELE,4,30,1,88
1,369,BELE,2,25,1,88
1,369,BELE,3,30,1,88
1,369,BELE,5,40,1,88
1,369,PRSE,5,40,1,88
1,369,PRSE,4,40,1,88
1,369,FAGR,4,25,1,88
1,369,FAGR,8,40,1,88
1,369,ACRU,9,45,1,88
1,369,ACRU,7,45,2,88
1,369,ACRU,6,45,3,88
1,369,ACRU,6,35,1,88
1,369,ACRU,5,35,1,88
1,369,ACRU,4,40,1,88
1,369,ACRU,4,30,1,88
1,369,ACRU,3,40,2,88
1,369,ACRU,3,30,1,88
1,369,QURU,5,35,1,88
1,369,QURU,5,40,2,88
1,369,BELE,6,45,1,88
1,369,QURU,2,20,1,88
1,369,QURU,2,25,3,88
1,369,QURU,3,30,2,88
1,369,QURU,3,35,1,88
1,369,QURU,4,35,1,88
1,369,QURU,4,40,1,88
1,369,ACRU,2,20,1,88
1,369,QURU,7,45,2,88
1,369,QURU,6,40,3,88
1,369,QURU,6,45,3,88
1,369,QURU,8,40,1,88
1,369,QURU,8,50,1,88
1,369,QURU,9,45,1,88
1,369,QURU,9,50,2,88
1,370,POSP,5,40,1,90
1,370,PIST,5,20,1,90
1,370,BEPO,2,25,1,90
1,370,ACRU,6,45,2,90
1,370,ACRU,7,40,2,90
1,370,ACRU,6,40,9,90
1,370,ACRU,5,40,8,90
1,370,ACRU,5,35,5,90
1,370,ACRU,4,40,4,90
1,370,ACRU,4,35,8,90
1,370,ACRU,8,40,1,90
1,370,ACRU,4,30,3,90
1,370,ACRU,6,35,5,90
1,370,ACRU,4,25,2,90
1,370,ACRU,3,40,6,90
1,370,ACRU,3,35,17,90
1,370,ACRU,3,30,11,90
1,370,ACRU,2,35,6,90
1,370,ACRU,2,30,26,90
1,370,ACRU,2,25,17,90
1,370,ACRU,2,20,2,90
1,370,ACRU,7,45,2,90
1,371,PIST,15,60,1,91
1,371,PIST,16,60,3,91
1,371,PIST,10,50,1,91
1,371,PIST,23,60,1,91
1,371,QURU,5,30,1,91
1,371,PIST,14,60,2,91
1,371,PRSE,3,35,1,91
1,371,PIST,13,60,2,91
1,371,PIST,12,60,4,91
1,371,PIST,12,55,2,91
1,371,PIST,12,50,1,91
1,371,PIST,11,60,1,91
1,371,PIST,11,55,1,91
1,371,PIST,11,50,2,91
1,371,PIST,10,55,1,91
1,371,PIST,9,50,1,91
1,371,PIST,7,40,1,91
1,371,PIST,7,30,1,91
1,371,PIST,6,40,1,91
1,371,ACRU,2,25,1,91
1,371,PIST,17,65,1,91
1,371,PIST,16,65,4,91
1,371,ACRU,7,45,1,91
1,371,ACRU,2,20,5,91
1,372,BEPA,5,35,1,92
1,372,QUAL,5,30,1,92
1,372,BEPO,5,30,2,92
1,372,BEPO,4,30,1,92
1,372,QURU,4,35,1,92
1,372,QURU,5,35,1,92
1,372,QURU,6,40,1,92
1,372,QURU,4,25,1,92
1,372,QURU,4,30,7,92
1,372,QURU,9,45,1,92
1,372,QURU,8,45,1,92
1,372,QURU,7,40,2,92
1,372,ACRU,7,45,1,92
1,372,ACRU,7,35,1,92
1,372,ACRU,6,35,1,92
1,372,ACRU,5,30,1,92
1,372,ACRU,4,30,3,92
1,372,ACRU,4,25,1,92
1,372,ACRU,2,25,69,92
1,372,PIST,11,40,1,92
1,372,PIST,9,35,1,92
1,372,PIST,8,30,1,92
1,372,PIST,4,20,1,92
1,375,ACRU,2,25,4,94
1,375,ACRU,7,35,1,94
1,375,ACRU,5,35,1,94
1,375,PIST,7,30,1,94
1,375,ACRU,4,30,1,94
1,375,ACRU,5,30,1,94
1,375,QURU,2,20,1,94
1,375,QURU,4,30,1,94
1,375,QURU,7,40,1,94
1,375,QURU,9,45,1,94
1,375,QURU,9,40,1,94
1,375,QURU,6,35,1,94
1,375,PIST,19,50,1,94
1,375,PIST,16,50,2,94
1,375,PIST,15,50,3,94
1,375,PIST,15,45,1,94
1,375,PIST,14,50,2,94
1,375,PIST,14,45,1,94
1,375,PIST,13,50,1,94
1,375,PIST,13,45,2,94
1,375,PIST,12,50,1,94
1,375,PIST,12,45,1,94
1,375,FRAM,5,35,1,94
1,375,PIST,11,50,2,94
1,375,PIST,11,45,1,94
1,375,PIST,10,45,1,94
1,375,ACRU,2,20,1,94
1,375,ACRU,4,35,1,94
1,375,QUAL,2,15,1,94
1,375,PIST,4,25,1,94
1,382,QURU,9,50,1,99
1,382,BEAL,5,35,1,99
1,382,QURU,11,50,1,99
1,382,ACRU,2,20,1,99
1,382,QURU,3,40,3,99
1,382,QURU,4,30,1,99
1,382,QURU,3,35,1,99
1,382,BELE,6,40,1,99
1,382,BELE,2,25,1,99
1,382,PRSE,8,45,1,99
1,382,PRSE,4,30,1,99
1,382,ACRU,7,40,2,99
1,382,ACRU,6,40,2,99
1,382,ACRU,5,40,1,99
1,382,ACRU,5,35,1,99
1,382,ACRU,5,30,1,99
1,382,ACRU,4,35,1,99
1,382,ACRU,4,30,2,99
1,382,ACRU,3,35,1,99
1,382,ACRU,3,30,3,99
1,382,ACRU,2,25,3,99
1,382,QURU,3,30,3,99
1,382,QURU,9,45,2,99
1,382,QURU,8,45,9,99
1,382,QURU,8,40,1,99
1,382,QURU,7,45,4,99
1,382,QURU,6,45,4,99
1,382,QURU,6,40,4,99
1,382,QURU,5,45,1,99
1,382,QURU,2,25,1,99
1,382,QURU,2,30,2,99
1,382,QURU,2,35,1,99
1,382,QURU,3,25,2,99
1,382,QURU,5,40,3,99
1,382,BEAL,6,40,1,99
1,382,BELE,4,35,1,99
1,382,BEAL,7,45,1,99
1,382,QURU,4,40,4,99
1,383,PIST,13,55,1,100
1,383,BEPO,2,20,2,100
1,383,BEPO,3,25,2,100
1,383,BEPO,3,30,2,100
1,383,BEPO,3,35,1,100
1,383,BEPO,4,25,1,100
1,383,BEPO,4,30,3,100
1,383,BEPO,5,30,2,100
1,383,BEPO,5,35,3,100
1,383,PIST,11,45,1,100
1,383,PIST,11,50,3,100
1,383,BEPO,6,35,1,100
1,383,ACRU,2,25,2,100
1,383,ACRU,2,20,14,100
1,383,ACRU,3,30,2,100
1,383,ACRU,3,25,1,100
1,383,BELE,7,35,1,100
1,383,QURU,8,40,1,100
1,383,QURU,5,40,1,100
1,383,QURU,6,40,1,100
1,383,QURU,4,35,1,100
1,383,QURU,10,45,2,100
1,383,QURU,11,55,1,100
1,383,QURU,2,25,1,100
1,383,QUAL,5,30,1,100
1,383,QUAL,7,40,1,100
1,383,PRSE,2,25,1,100
1,383,QUAL,9,40,1,100
1,383,PIST,13,50,1,100
1,383,PIST,2,25,1,100
1,383,PIST,3,30,1,100
1,383,PIST,4,15,1,100
1,383,PIST,4,20,1,100
1,383,PIST,4,25,4,100
1,383,PIST,4,30,2,100
1,383,PIST,5,25,3,100
1,383,PIST,5,30,7,100
1,383,PIST,5,40,1,100
1,383,PIST,6,30,5,100
1,383,PIST,6,35,2,100
1,383,PIST,7,25,1,100
1,383,PIST,7,35,5,100
1,383,PIST,7,40,2,100
1,383,PIST,8,35,1,100
1,383,PIST,8,40,1,100
1,383,PIST,8,45,1,100
1,383,PIST,9,35,1,100
1,383,PIST,9,40,2,100
1,383,PIST,9,45,2,100
1,383,PIST,10,40,2,100
1,383,PIST,10,45,1,100
1,383,PIST,10,50,2,100
1,387,ACRU,2,20,29,102
1,387,BEPO,2,20,28,102
1,387,PRSE,2,20,29,102
1,388,PIST,12,50,1,103
1,388,PIST,13,45,1,103
1,388,PIST,13,50,1,103
1,388,PIST,14,50,3,103
1,388,PIST,18,45,1,103
1,388,PIST,18,50,2,103
1,388,PIST,19,50,1,103
1,388,PRSE,4,40,1,103
1,388,PIRI,7,30,1,103
1,388,ACRU,4,20,1,103
1,388,ACRU,3,30,1,103
1,388,ACRU,2,30,1,103
1,388,ACRU,5,35,1,103
1,388,ACRU,2,25,1,103
1,388,ACRU,5,30,1,103
1,388,ACRU,5,50,1,103
1,388,QUVE,8,40,1,103
1,388,QUVE,8,50,1,103
1,388,QUVE,9,50,1,103
1,388,QUVE,7,45,1,103
1,388,QURU,2,30,1,103
1,388,BEPO,2,35,6,103
1,388,BEPO,3,35,1,103
1,388,BEPO,3,30,4,103
1,388,BEPO,5,35,1,103
1,388,BEPO,2,30,4,103
1,388,PIST,6,30,1,103
1,388,PIST,7,40,1,103
1,388,PIST,7,45,2,103
1,388,PIST,8,40,1,103
1,388,PIST,9,40,2,103
1,388,PIST,10,45,1,103
1,388,PIST,10,50,1,103
1,388,PIST,11,45,2,103
1,388,PIST,11,50,1,103
1,394,PIST,7,35,1,109
1,394,PIST,6,25,1,109
1,394,BEPO,2,20,1,109
1,394,QUAL,3,20,1,109
1,394,ACRU,4,25,1,109
1,394,ACRU,5,35,1,109
1,394,ACRU,4,35,1,109
1,394,ACRU,3,30,1,109
1,394,ACRU,6,35,1,109
1,394,ACRU,4,30,4,109
1,394,ACRU,2,20,3,109
1,394,ACRU,5,30,2,109
1,394,ACRU,2,25,2,109
1,394,QURU,10,40,1,109
1,394,QURU,2,25,1,109
1,394,QURU,5,35,1,109
1,394,QURU,10,45,1,109
1,394,QURU,2,20,1,109
1,394,PIST,14,45,1,109
1,394,PIST,13,45,1,109
1,394,PIST,13,40,1,109
1,394,PIST,12,45,1,109
1,394,PIST,10,45,1,109
1,394,PIST,10,40,1,109
1,394,PIST,9,45,1,109
1,394,PIST,9,40,2,109
1,394,PIST,2,15,2,109
1,394,PIST,2,20,1,109
1,394,PIST,3,25,1,109
1,394,PIST,3,30,1,109
1,394,PIST,4,30,1,109
1,394,PIST,8,40,1,109
1,394,PIST,6,30,1,109
1,394,PIST,6,35,1,109
1,394,PIST,7,40,3,109
1,394,PIST,8,35,2,109
1,5,QURU,4,30,3,117
1,5,QURU,4,35,2,117
1,5,QURU,5,30,2,117
1,5,QURU,5,35,3,117
1,5,QURU,5,45,1,117
1,5,QURU,7,45,3,117
1,5,QURU,8,45,1,117
1,5,QURU,8,50,2,117
1,5,QURU,9,50,1,117
1,5,QURU,9,55,1,117
1,5,QURU,10,50,1,117
1,5,QURU,11,55,1,117
1,5,ACRU,2,20,17,117
1,5,ACRU,2,25,9,117
1,5,ACRU,3,25,9,117
1,5,ACRU,3,30,5,117
1,5,ACRU,4,30,4,117
1,5,ACRU,4,35,2,117
1,5,ACRU,5,30,1,117
1,5,ACRU,5,35,3,117
1,5,ACRU,6,35,1,117
1,5,ACRU,7,35,1,117
1,5,BEPO,3,25,2,117
1,5,BEPO,4,30,1,117
1,5,BEPO,5,40,1,117
1,5,BEPO,6,35,1,117
1,5,QURU,3,25,2,117
1,5,QURU,3,20,1,117
1,5,QURU,2,25,3,117
1,960,ACRU,2,30,7,155
1,960,ACRU,3,30,6,155
1,960,ACRU,2,25,13,155
1,960,ACRU,4,35,10,155
1,960,ACRU,5,35,8,155
1,960,ACRU,3,35,3,155
1,960,ACRU,4,30,1,155
1,960,ACRU,6,35,2,155
1,960,ACRU,5,40,3,155
1,960,ACRU,7,35,2,155
1,960,ACRU,7,40,6,155
