family,genus ,species,year,month,day,specimen,collector,folder,town,state,tract,compartment,location.notes,habitat.notes,other.notes,source 
Rosaceae,Spiraea,alba,1947,7,15,153,W.D. Beal Jr.,NA,Petersham,MA,PH,NA,behind HF buildings,along road,updated from S. latifolia; WL '93,HF herbarium
Rosaceae,Spiraea,alba,1947,7,29,186,W.D. Beal Jr.,NA,Phillipston,MA,PH,NA,near fire tower; Prospect Hill,old; open pasture,updated from S. latifolia; WL '93,HF herbarium
Rosaceae,Spiraea,alba,1947,7,29,722,W.H. Drury Jr.,NA,Phillipston,MA,PH,6,top of Prospect Hill,NA,updated from S. latifolia; WL '93,HF herbarium
Rosaceae,Spiraea,alba,1957,8,10,755,M.H. Zimmermann,NA,Petersham,MA,PH,NA,HF; near sawmill,NA,updated from S. latifolia; WL '93,HF herbarium
Rosaceae,Spiraea,alba,1933,9,11,4821,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,along woods road,NA,updated from S. latifolia; WL '93,HF herbarium
Rosaceae,Spiraea,alba,1933,9,11,4831,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,along woods road,NA,updated from S. latifolia; WL '93,HF herbarium
Rosaceae,Spiraea,alba,1911,10,7,NA,H. H. Tryon,NA,Petersham,MA,PH,NA,NA,NA,updated from S. latifolia; JCJ 2007,pre-1950 specimen found in 2007
Rosaceae,Spiraea,tomentosa,1913,8,26,76,S.M. Dohanian,NA,Petersham,MA,TS,NA,Meadow Water tract,NA,NA,HF herbarium
Rosaceae,Spiraea,tomentosa,1947,7,15,147,W.D. Beal Jr.,NA,Petersham,MA,PH,NA,along road; behind HF buildings,NA,NA,HF herbarium
Rosaceae,Spiraea,tomentosa,1947,7,29,185,W.D. Beal Jr.,NA,Phillipston,MA,PH,NA,pasture; near fire tower,old; open pasture,NA,HF herbarium
Rosaceae,Spiraea,tomentosa,1957,8,3,756,M.H. Zimmermann,NA,Petersham,MA,PH,8,NA,swamp,NA,HF herbarium
Rosaceae,Spiraea,tomentosa,1933,9,26,5020,H.M. Raup,NA,Petersham,MA,TS,9,Adams Fay tract,NA,NA,HF herbarium
Rosaceae,Spiraea,tomentosa,1940,8,7,NA,J. Wright,NA,Phillipston/Petersham,MA,PH,NA,NA,NA,NA,HF herbarium
Rubiaceae,Cephalanthus,occidentalis,1933,NA,NA,13,N.W. Hosley,NA,NA,MA,NA,NA,NA,NA,NA,HF herbarium
Rubiaceae,Cephalanthus,occidentalis,1913,8,20,37,S.M. Dohanian,NA,Petersham,MA,SC,NA,NA,NA,NA,HF herbarium
Rubiaceae,Cephalanthus,occidentalis,1947,8,11,244,W.D. Beal Jr.,NA,Petersham,MA,TS,NA,small island in Harvard Pond; south end,NA,NA,HF herbarium
Rubiaceae,Cephalanthus,occidentalis,1957,8,6,1327,M.H. Zimmermann,NA,Petersham,MA,TS,NA,Harvard Pond,NA,NA,HF herbarium
Rubiaceae,Cephalanthus,occidentalis,1934,7,24,5532,H.M. Raup,NA,Petersham,MA,TS,NA,NA,boggy shore of pond,NA,HF herbarium
Rubiaceae,Cephalanthus,occidentalis,1947,7,28,320a,J. Canright,NA,Petersham,MA,SC,4,banks of Swift River,NA,NA,HF herbarium
Rubiaceae,Galium,asprellum,1947,6,23,432,W.H. Drury Jr.,NA,Petersham,MA,TS,NA,brook west of Tom Swamp,in Mnium and Sphagnum,NA,HF herbarium
Rubiaceae,Galium,asprellum,1933,9,28,5087,H.M. Raup,NA,Petersham,MA,SC,NA,NA,woods along stream,NA,HF herbarium
Rubiaceae,Galium,circaezans,1947,8,9,198,I.M. Johnston,NA,Petersham,MA,NA,NA,east side of Camel's Hump,wooded cliff,updated from G. lanceolatum; JCJ '04,HF herbarium
Rubiaceae,Galium,circaezans,1951,9,5,616,W.H. Hatheway,NA,Petersham,MA,NA,NA,top of Camel's Hump Hill,dry; open oak forest,NA,HF herbarium
Rubiaceae,Galium,circaezans,2006,10,2,HF 2006-25,GM,NA,Petersham,MA,SC,7,hickory woods,NA,NA,HF survey 2004-2007
Rubiaceae,Galium,lanceolatum,1947,7,3,103,I.M. Johnston,NA,Petersham,MA,NA,NA,Turnpike Rd. south of Rt. 122,deciduous woods,NA,HF herbarium
Rubiaceae,Galium,lanceolatum,2005,9,9,HF 2005-766,GM,NA,Petersham,MA,Schwarz,NA,main woods road,NA,NA,HF survey 2004-2007
Rubiaceae,Galium,lanceolatum,2006,8,24,HF 2006-15,GM,NA,Petersham,MA,Simes,NA,rocky woods on upper slope of Camel's Hump,NA,NA,HF survey 2004-2007
Rubiaceae,Galium,lanceolatum,2006,10,2,HF 2006-24,GM,NA,Petersham,MA,SC,7,hickory woods,NA,NA,HF survey 2004-2007
Rubiaceae,Galium,lanceolatum,2006,8,22,HF 2006-9,GM,NA,Petersham,MA,Simes,NA,upper rocky slopes,NA,NA,HF survey 2004-2007
Rubiaceae,Galium,mollugo,1947,7,4,149,J. Canright,NA,Petersham,MA,NA,NA,Rt. 32 SE of Petersham Village,open field,updated from G. erectum; WL '93,HF herbarium
Rubiaceae,Galium,mollugo,1947,7,28,314,J. Canright,NA,Petersham,MA,NA,NA,Athol Rd.,moist ditch,NA,HF herbarium
Rubiaceae,Galium,mollugo,1947,6,23,426,K. A. Raup,NA,Petersham,MA,TS,9,Riceville Pond,NA,updated from G. sylvaticum; JCJ 2007,pre-1950 specimen found in 2007
Rubiaceae,Galium,mollugo,2005,7,15,HF 2005-335,GM; KW; JJ,NA,Petersham,MA,TS,2,near gate near road,NA,NA,HF survey 2004-2007
Rubiaceae,Galium,mollugo,2005,7,27,HF 2005-544,GM; KW; JJ,NA,Petersham,MA,PH,9,Rt 32 field opposite cemetery,NA,NA,HF survey 2004-2007
Rubiaceae,Galium,palustre,1947,6,17,1,W.D. Beal Jr.,NA,Petersham,MA,PH,NA,near HF headquarters,low; moist field,NA,HF herbarium
Rubiaceae,Galium,palustre,2005,7,13,HF 2005-321,GM; KW; JJ,NA,Petersham,MA,TS,6,roadside,NA,NA,HF survey 2004-2007
Rubiaceae,Galium,tinctorium,1947,6,27,72,I.M. Johnston,NA,Athol/Petersham,MA,NA,NA,Riceville Pond,along shore,updated from G. palustre; JCJ '04,HF herbarium
Rubiaceae,Galium,tinctorium,1947,7,8,103,W.D. Beal Jr.,NA,Petersham,MA,TS,NA,Riceville Reservoir; Tom Swamp,wet; sandy shore,updated from G. palustre; JCJ '04,HF herbarium
Rubiaceae,Galium,tinctorium,1947,7,7,138,I.M. Johnston,NA,Athol/Petersham,MA,NA,NA,Riceville Pond,wet peat,updated from G. palustre; JCJ '04,HF herbarium
Rubiaceae,Galium,tinctorium,1947,7,8,556,W.H. Drury Jr.,NA,Athol/Petersham,MA,NA,NA,Riceville Reservoir,wet; sandy shore,NA,HF herbarium
Rubiaceae,Galium,tinctorium,1947,7,19,646,W.H. Drury Jr.,NA,Petersham,MA,NA,NA,east of Nelson Rd.,by small pond,updated from G. trifidum; JCJ '04,HF herbarium
Rubiaceae,Galium,tinctorium,1933,9,12,4877,H.M. Raup,NA,Petersham,MA,TS,NA,NA,pond margin,NA,HF herbarium
Rubiaceae,Galium,tinctorium,1933,9,27,5001,H.M. Raup,NA,Petersham,MA,TS,9,Adams Fay Tract,NA,NA,HF herbarium
Rubiaceae,Galium,tinctorium,1934,7,9,5420,H.M. Raup,NA,Petersham,MA,PH,NA,W. side of Prospect Hill,low ground; along road,NA,HF herbarium
Rubiaceae,Galium,tinctorium,1934,7,18,5463,H.M. Raup,red,NA,NH,Pisgah,NA,sphagnum swamp in Pisgah tract,NA,NA,HF herbarium
Rubiaceae,Galium,tinctorium,2005,8,10,HF 2005-348,GM; KW; JJ,NA,Petersham,MA,TS,9,shoreside,NA,NA,HF survey 2004-2007
Rubiaceae,Galium,tinctorium,1940,9,17,NA,P. Smith,NA,Petersham,MA,TS,NA,SW side of TS bog,NA,updated from G. claytoni; KE '78,HF herbarium
Rubiaceae,Galium,triflorum,1947,6,23,42,W.D. Beal Jr.,NA,Petersham,MA,SC,8,NA,cliffs,NA,HF herbarium
Rubiaceae,Galium,triflorum,1947,6,29,93,I.M. Johnston,NA,Petersham,MA,SC,10,valley of Swift River,shaded valley forest,NA,HF herbarium
Rubiaceae,Galium,triflorum,1947,7,21,581,K.A. Raup,NA,Petersham,MA,SC,10,NA,bog,NA,HF herbarium
Rubiaceae,Galium,triflorum,1933,8,25,4719,H.M. Raup,NA,Petersham,MA,TS,NA,woods E. of pond in TS tract,NA,NA,HF herbarium
Rubiaceae,Galium,triflorum,2005,6,17,HF 2005-131,GM; KW; JJ,NA,Phillipston,MA,PH,5,boulder slope east side of Prospect Hill,NA,NA,HF survey 2004-2007
Rubiaceae,Galium,triflorum,2005,7,26,HF 2005-537,GM; KW; JJ,NA,Petersham,MA,PH,10,NA,NA,NA,HF survey 2004-2007
Rubiaceae,Galium,triflorum,2005,8,2,HF 2005-554,GM; KW; JJ,NA,Phillipston,MA,PH,6,NA,NA,NA,HF survey 2004-2007
Rubiaceae,Galium,triflorum,2006,10,2,HF 2006-51,GM,NA,Petersham,MA,SC,7,hickory woods,NA,NA,HF survey 2004-2007
Rubiaceae,Houstonia,caerulea,1947,6,23,35,W.D. Beal Jr.,NA,Petersham,MA,SC,8,SE end,NA,updated from Hedyotis,HF herbarium
Rubiaceae,Houstonia,caerulea,NA,NA,NA,114,Mrs. Gast,NA,NA,MA,NA,NA,NA,NA,updated from Hedyotis,HF herbarium
Rubiaceae,Houstonia,caerulea,1933,8,25,4761,H.M. Raup,NA,Petersham,MA,TS,NA,woods E. of pond in TS tract,NA,updated from Hedyotis,HF herbarium
Rubiaceae,Houstonia,caerulea,1934,5,14,5231,H.M. Raup,NA,Petersham,MA,SC,NA,NA,NA,updated from Hedyotis,HF herbarium
Rubiaceae,Mitchella,repens,1947,6,23,57,W.D. Beal Jr.,NA,Petersham,MA,NA,NA,west of Tom Swamp bog,rocky ridge,sheet 1 of 2 specimens,HF herbarium
Rubiaceae,Mitchella,repens,1947,6,23,57,W.D. Beal Jr.,NA,Petersham,MA,NA,NA,west of Tom Swamp bog,rocky ridge,sheet 2 of 2 specimens,HF herbarium
Rubiaceae,Mitchella,repens,1947,6,24,72,W.D. Beal Jr.,NA,Petersham,MA,TS,9,Fay lot,NA,NA,HF herbarium
Rubiaceae,Mitchella,repens,1933,8,25,4762,H.M. Raup,NA,Petersham,MA,TS,NA,woods E. of pond in TS tract,NA,NA,HF herbarium
Rubiaceae,Mitchella,repens,1933,9,27,5045,H.M. Raup,NA,Petersham,MA,TS,9,Adams Fay Tract,NA,NA,HF herbarium
Rutaceae,Phellodendron,sp.,2005,6,1,HF 2005-54,GM; KW; JJ,NA,Petersham,MA,PH,1,in the clear cut,NA,Zanthoxylum americanum listed in HF data base?!,HF survey 2004-2007
Rutaceae,Phellodendron,sp.,2005,9,6,HF 2005-688,GM; JJ,NA,Petersham,MA,PH,1,along Locust Opening Rd,NA,NA,HF survey 2004-2007
Rutaceae,Phellodendron,sp.,2005,9,6,HF 2005-689,GM; JJ,NA,Petersham,MA,PH,1,woods south of Lyford House,NA,maybe P. Lavallei,HF survey 2004-2007
Rutaceae,Zanthoxylum,americanum,1948,8,11,NA,E. Smith & E. Stephens,NA,Petersham,MA,SC,1,NA,NA,NA,HF herbarium
Rutaceae,Zanthoxylum,americanum,1948,8,11,NA,E. Smith & E. Stephens,NA,Petersham,MA,SC,1,NA,NA,NA,HF herbarium
Salicaceae,Populus,deltoides,2006,10,9,HF 2006-27,GM,NA,Petersham,MA,TS,4,in clearcut area ~ 30 m from gate on Tom Swamp Rd; 1 individual,NA,1 tree,HF survey 2004-2007
Salicaceae,Populus,deltoides,2006,10,9,HF 2006-28,GM,NA,Petersham,MA,TS,4,in clearcut area ~ 30 m from gate on Tom Swamp Rd; 1 individual,NA,1 tree,HF survey 2004-2007
Salicaceae,Populus,grandidentata,1947,8,18,269,W.D. Beal Jr.,NA,Petersham,MA,PH,NA,south of Locust Rd.; behind HF buildings,old pasture,NA,HF herbarium
Salicaceae,Populus,grandidentata,NA,NA,NA,NA,J.L. d'Este,NA,Petersham,MA,NA,NA,NA,NA,note on specimen reads: 'H.M R !',HF herbarium
Salicaceae,Populus,grandidentata,NA,NA,NA,NA,NA,NA,Petersham,MA,NA,NA,NA,NA,note on specimen reads: 'H.M R !',HF herbarium
Salicaceae,Populus,grandidentata,1909,4,26,NA,NA,NA,NA,MA,NA,NA,NA,NA,note on specimen reads: 'H.M R !',HF herbarium
Salicaceae,Populus,sp.,1913,8,27,83,S.M. Dohanian,NA,Petersham,MA,NA,NA,NA,NA,NA,HF herbarium
Salicaceae,Populus,tremuloides,1947,7,29,181,W.D. Beal Jr.,NA,Petersham,MA,NA,NA,part of Munson Turnpike; near Rt. 122,NA,NA,HF herbarium
Salicaceae,Populus,tremuloides,1911,10,2,NA,E.J. Fuller,NA,Petersham,MA,NA,NA,NA,NA,NA,HF herbarium
Salicaceae,Populus,tremuloides,1911,10,2,NA,H.H. Tryon,NA,Phillipston/Petersham,MA,NA,NA,Prospect Hill Rd.,NA,NA,HF herbarium
Salicaceae,Populus,x jackii,1947,7,3,100,I.M. Johnston,NA,Petersham,MA,TS,5,near Rt. 122,NA,many notes/updates on this specimen; most recent was WL '93,HF herbarium
Salicaceae,Populus,x jackii,1947,7,21,162,W.D. Beal Jr.,NA,Petersham,MA,SC,10,road south of and parallel to Swift River,along woods road,many notes/updates on this specimen; most recent was WL '93,HF herbarium
Salicaceae,Populus,x jackii,1909,4,28,NA,NA,NA,Phillipston/Petersham,MA,NA,NA,Phillipston Rd.,NA,many notes/updates on this specimen; most recent was WL '93,HF herbarium
Salicaceae,Salix,bebbiana,1947,6,20,12,I.M. Johnston,NA,Petersham,MA,TS,9,Fay Lot,sphagnum bog,NA,HF herbarium
Salicaceae,Salix,bebbiana,1949,5,20,39,C.E & E.E. Smith,NA,Petersham,MA,NA,NA,woods near TS Rd.,moist woods,updated from S. amygdaloides; HMR; WHH; '52,HF herbarium
Salicaceae,Salix,bebbiana,1949,5,20,39,C.E & E.E. Smith,NA,Petersham,MA,NA,NA,woods near TS Rd.,moist woods,updated from S. amygdaloides; HMR; WHH; '52,HF herbarium
Salicaceae,Salix,bebbiana,1949,5,20,39,C.E & E.E. Smith,NA,Petersham,MA,NA,NA,woods near TS Rd.,moist woods,updated from S. amygdaloides; HMR; WHH; '52,HF herbarium
Salicaceae,Salix,bebbiana,1947,6,24,41,I.M. Johnston,NA,Petersham,MA,TS,9,Fay Lot,NA,NA,HF herbarium
Salicaceae,Salix,bebbiana,1913,8,20,56,S.M. Dohanian,NA,NA,MA,NA,NA,Petersham Rd.,NA,NA,HF herbarium
Salicaceae,Salix,bebbiana,1934,5,14,5211,H.M. Raup,NA,NA,MA,NA,NA,NA,NA,NA,HF herbarium
Salicaceae,Salix,bebbiana,1934,5,15,5240,H.M. Raup,NA,NA,MA,NA,NA,NA,NA,NA,HF herbarium
Salicaceae,Salix,bebbiana,2005,7,28,HF 2005-238,GM; KW; JJ,NA,Petersham,MA,PH,9,gravel pit,NA,NA,HF survey 2004-2007
Salicaceae,Salix,bebbiana,2006,10,24,HF 2006-61,GM,NA,Petersham,MA,SC,4,Quaker Dr at Swift River,NA,NA,HF survey 2004-2007
Salicaceae,Salix,bebbiana,1912,5,20,NA,J.G. Jack,NA,NA,MA,NA,NA,NA,NA,NA,HF herbarium
Salicaceae,Salix,cordata,1911,5,3,NA,NA,red,Athol/Petersham,MA,NA,NA,South Athol Rd.,NA,collector not noted; mounted by J. Kittredge Jr.; notation that plant is female is initialed H.M.R!,HF herbarium
Salicaceae,Salix,discolor,1934,5,14,5200,H.M. Raup,NA,NA,MA,NA,NA,NA,NA,NA,HF herbarium
Salicaceae,Salix,discolor,2006,9,1,HF 2006-43,GM,NA,Petersham,MA,PH,2,Locust Opening Rd by gate near pasture,NA,NA,HF survey 2004-2007
Salicaceae,Salix,discolor,2006,10,5,HF 2006-44,GM,NA,Petersham,MA,TS,6,near gate at SE corner of Harvard Pond,NA,NA,HF survey 2004-2007
Salicaceae,Salix,discolor,2006,9,27,HF 2006-62,GM,NA,Petersham,MA,Simes,NA,edge of wetland,NA,NA,HF survey 2004-2007
Salicaceae,Salix,discolor,1909,4,26,NA,H. Toug,NA,Petersham,MA,NA,NA,NA,NA,note on specimen reads: 'H.M R !',HF herbarium
Salicaceae,Salix,discolor,1911,5,15,NA,E.J. Fuller,NA,Petersham,MA,NA,NA,Harvard House,NA,note on specimen reads: 'H.M R !',HF herbarium
Salicaceae,Salix,discolor,1910,4,26,NA,K. Mills,NA,Petersham,MA,PH,NA,NE tract,NA,note on specimen reads: 'H.M R !',HF herbarium
Salicaceae,Salix,discolor,1909,4,29,NA,W.A. Shepard,NA,NA,MA,NA,NA,Petersham Rd.,NA,NA,HF herbarium
Salicaceae,Salix,discolor or humilis,2006,11,15,HF 2006-37,GM,NA,Petersham,MA,TS,7,few stems at edge of parking area at SW corner of Harvard Pond,NA,RIB '07: pubescence suggests S. humilis humilis,HF survey 2004-2007
Salicaceae,Salix,eriocephala,1913,8,19,13,S.M. Dohanian,NA,Phillipston/Petersham,MA,PH,NA,NA,NA,updated from S. cordata; JCJ '05,HF herbarium
Salicaceae,Salix,eriocephala,1947,6,17,379,W.H. Drury Jr.,NA,Petersham,MA,PH,1,NE of HF buildings,damp; low ground,updated from S. rigida; JCJ,HF herbarium
Salicaceae,Salix,eriocephala,2006,10,6,HF 2006-46,GM,NA,Petersham,MA,TS,4-Mar,road between compartments near Tom Swamp Rd.,NA,NA,HF survey 2004-2007
Salicaceae,Salix,eriocephala,1910,4,26,NA,K. Mills,NA,Petersham,MA,PH,NA,NE tract,NA,updated from S. cordata; JCJ '05,HF herbarium
Salicaceae,Salix,eriocephala,1908,10,10,NA,W.A. Stalker,NA,NA,MA,NA,NA,NA,NA,updated from S. cordata; JCJ '05,HF herbarium
Salicaceae,Salix,humilis,1913,8,19,28,S.M. Dohanian,NA,Phillipston/Petersham,MA,PH,NA,NA,NA,NA,HF herbarium
Salicaceae,Salix,humilis,1909,4,29,NA,W.A. Shepard,NA,Phillipston/Petersham,MA,NA,NA,Phillipston Rd.,NA,NA,HF herbarium
Salicaceae,Salix,humilis,1909,4,28,NA,W.A. Shepard,NA,Phillipston/Petersham,MA,NA,NA,Phillipston Rd.,NA,NA,HF herbarium
Salicaceae,Salix,humilis,1908,10,9,NA,W.A. Stalker,NA,NA,MA,NA,NA,NA,NA,note on specimen reads: 'H.M R !',HF herbarium
Salicaceae,Salix,humilis,1909,4,29,NA,W.A. Shephard,red,NA,MA,NA,NA,Petersham Rd.,NA,penciled in note that plant is male,HF herbarium
Salicaceae,Salix,lucida,1913,8,20,54,S.M. Dohanian,NA,Petersham,MA,SC,NA,Barre Woods tract,NA,NA,HF herbarium
Salicaceae,Salix,lucida,2005,9,5,HF 2005-667,GM; JJ,NA,Petersham,MA,SC,10,along Swift River,NA,NA,HF survey 2004-2007
Salicaceae,Salix,sericea,1908,10,2,NA,W.A. Stalker,NA,Petersham,MA,NA,NA,Tom Swamp Rd.,NA,note on specimen reads: 'H.M R !',HF herbarium
Salicaceae,Salix,sericea,1912,5,20,NA,J.G. Jack,NA,NA,MA,NA,NA,NA,NA,NA,HF herbarium
Salicaceae,Salix,sp.,2005,7,8,HF 2005-280,GM; KW; JJ,NA,Petersham,MA,TS,3,NA,NA,JCJ: leaf shape like S. eriocephala; hairs don't fit.,HF survey 2004-2007
Santalaceae,Comandra,umbellata,1949,5,20,9,E.E. & C.E. Smith Jr. & H.M. Raup,NA,Petersham,MA,NA,NA,Camel's Hump Hill,woods,NA,HF herbarium
Santalaceae,Comandra,umbellata,2005,7,13,HF 2005-505,GM; KW; JJ,NA,Petersham,MA,Simes,NA,summit of Camel's Hump MDC cut boundary,NA,NA,HF survey 2004-2007
Sarraceniaceae,Sarracenia,purpurea,1947,6,20,5,W.D. Beal Jr.,NA,Petersham,MA,TS,NA,Tom Swamp bog; south end,bog,NA,HF herbarium
Sarraceniaceae,Sarracenia,purpurea,1933,9,27,5046,H.M. Raup,NA,Petersham,MA,TS,9,bog at margin of Adams Fay tract,bog,NA,HF herbarium
Saxifragaceae,Chrysosplenium,americanum,1952,4,20,755,W.H. Hatheway,NA,Petersham,MA,NA,NA,The Gorge; Women's Club State Forest; West Petersham,partially shaded; muddy rivulet; with skunk cabbage,NA,HF herbarium
Saxifragaceae,Chrysosplenium,americanum,1934,5,15,5249,H.M. Raup,NA,NA,MA,NA,NA,NA,NA,NA,HF herbarium
Saxifragaceae,Saxifraga,pensylvanica,1949,5,20,23,E.E. & C.E. Smith Jr. & H.M. Raup,NA,Petersham,MA,NA,NA,base of Camel's Hump Hill,bog at base,sheet 1 of 3 specimens,HF herbarium
Saxifragaceae,Saxifraga,pensylvanica,1949,5,20,23,E.E. & C.E. Smith Jr. & H.M. Raup,NA,Petersham,MA,NA,NA,base of Camel's Hump Hill,bog at base,sheet 2 of 3 specimens,HF herbarium
Saxifragaceae,Saxifraga,pensylvanica,1949,5,20,23,E.E. & C.E. Smith Jr. & H.M. Raup,NA,Petersham,MA,NA,NA,base of Camel's Hump Hill,bog at base,sheet 3 of 3 specimens,HF herbarium
Saxifragaceae,Saxifraga,pensylvanica,1947,6,24,70,W.D. Beal Jr.,NA,Petersham,MA,TS,9,Tom Swamp; Fay lot,NA,NA,HF herbarium
Saxifragaceae,Saxifraga,pensylvanica,1947,6,24,134,R.S. Sigafoos,NA,Petersham,MA,TS,9,Tom Swamp; Fay lot,border of sphagnum bog,NA,HF herbarium
Saxifragaceae,Saxifraga,pensylvanica,2005,7,15,HF 2005-334,GM; KW; JJ,NA,Petersham,MA,TS,2,NA,seepy wetland,NA,HF survey 2004-2007
Saxifragaceae,Tiarella,cordifolia,1949,5,20,21,E.E. & C.E. Smith Jr. & H.M. Raup,NA,Petersham,MA,NA,NA,near Camel's Hump Hill,swamp,NA,HF herbarium
Saxifragaceae,Tiarella,cordifolia,1947,7,9,578,W.H. Drury Jr.,red,Winchester,NH,NA,NA,wet brook N.E. of North Round Pond,NA,NA,HF herbarium
Saxifragaceae,Tiarella,cordifolia,1934,5,15,5248,H.M. Raup,NA,NA,MA,NA,NA,NA,NA,NA,HF herbarium
Saxifragaceae,Tiarella,cordifolia,1934,7,18,5450,H.M. Raup,red,NA,NH,Pisgah,NA,moist ravine; Pisgah tract,NA,NA,HF herbarium
Scrophulariaceae,Agalinis,paupercula,1947,8,19,273,W.D. Beal Jr.,NA,Athol/Petersham,MA,NA,NA,Riceville Reservoir,moist; wet ground,updated from Gerardia tenuifolia; WL '93; JCJ,HF herbarium
Scrophulariaceae,Agalinis,paupercula,1937,10,NA,8249,H. M. Raup,NA,Petersham,MA,TS,NA,north end - off Adams Fay,NA,NA,pre-1950 specimen found in 2007
Scrophulariaceae,Agalinis,purpurea,1933,9,27,4983,H.M. Raup,NA,Petersham,MA,TS,9,Adams Fay Tract,bog margin,updated from Gerardia purpurea; WL '93,HF herbarium
Scrophulariaceae,Agalinis,purpurea,2006,10,20,HF 2006-57,GM,NA,Petersham,MA,TS,9,edge of Riceville Pond at tip of peninsula (past small bog),NA,NA,HF survey 2004-2007
Scrophulariaceae,Agalinis,purpurea,2006,10,20,HF 2006-58,GM,NA,Petersham,MA,TS,9,edge of Riceville Pond by 1st clearing south of dam,NA,NA,HF survey 2004-2007
Scrophulariaceae,Aureolaria,pedicularia,2005,6,7,HF 2005-162,GM; KW; JJ,NA,Petersham,MA,SC,8,summit south cobble,NA,NA,HF survey 2004-2007
Scrophulariaceae,Aureolaria,pedicularia,2005,8,25,HF 2005-619,GM; KW; JJ,NA,Petersham,MA,SC,8,overlook; choate ledges,NA,NA,HF survey 2004-2007
Scrophulariaceae,Aureolaria,virginica,2005,9,11,HF 2005-765,GM,NA,Petersham,MA,Simes,NA,rocky woods on upper slope of Camel's Hump,NA,NA,HF survey 2004-2007
Scrophulariaceae,Chelone,glabra,1933,9,28,5070,H.M. Raup,NA,Petersham,MA,SC,NA,NA,by stream,NA,HF herbarium
Scrophulariaceae,Chelone,glabra,1934,7,18,5478,H.M. Raup,red,NA,NH,Pisgah,NA,swamp in Pisgah tract,NA,NA,HF herbarium
Scrophulariaceae,Chelone,glabra,1978,8,28,NA,P.B. Tomlinson,NA,Phillipston/Petersham,MA,PH,NA,NA,by stream,NA,HF herbarium
Scrophulariaceae,Digitalis,? grandiflora,2005,7,15,HF 2005-601,GM; KW; JJ,NA,Petersham,MA,TS,2,on trail near gate,NA,NA,HF survey 2004-2007
Scrophulariaceae,Digitalis,? grandiflora,2007,7,10,HF 2007-19,GM,NA,Petersham,MA,TS,2,escaped (not planted) by HF gate on Route 122; yellow flower,NA,NA,HF survey 2004-2007
Scrophulariaceae,Digitalis,purpurea,2005,7,21,HF 2005-467,GM; KW; JJ,NA,Petersham,MA,PH,2,Fisher House wall,NA,NA,HF survey 2004-2007
Scrophulariaceae,Gratiola,aurea,1933,9,29,5117,H.M. Raup,red,Prescott,MA,NA,NA,sandy pond margin in town of Prescott,NA,NA,HF herbarium
Scrophulariaceae,Gratiola,aurea,1952,8,NA,NA,W. Chi-wu; M.S. Clark,NA,Petersham,MA,PH,6,NA,swamp  ,NA,HF herbarium
Scrophulariaceae,Linaria,vulgaris,2005,9,2,HF 2005-660,GM; JJ,NA,Petersham,MA,PH,1,by the Pole Barn,NA,NA,HF survey 2004-2007
Scrophulariaceae,Lindernia,dubia,1947,8,5,217,I.M. Johnston,NA,Petersham,MA,NA,NA,NE base of Camels Hump,mud; creeping,updated from Ilysanthes dubia; KE '78,HF herbarium
Scrophulariaceae,Lindernia,dubia,2007,9,7,HF 2007-35,GM,NA,Petersham,MA,PH,2,in pasture,NA,NA,HF survey 2004-2007
Scrophulariaceae,Melampyrum,lineare,1957,8,6,1294,M.H. Zimmermann,NA,Petersham,MA,PH,1,NA,NA,NA,HF herbarium
Scrophulariaceae,Melampyrum,lineare,1933,9,25,4773,H.M. Raup,NA,Petersham,MA,TS,NA,woods E. of pond in TS tract,NA,NA,HF herbarium
Scrophulariaceae,Melampyrum,lineare,1934,7,9,5417,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,woods road on W.side of Prospect Hill,NA,NA,HF herbarium
Scrophulariaceae,Melampyrum,lineare,1947,7,29,NA,E.P. J2Stephens,NA,Petersham,MA,NA,NA,Munson Turnpike,NA,NA,HF herbarium
Scrophulariaceae,Melampyrum,lineare,NA,NA,NA,NA,NA,NA,NA,MA,NA,NA,NA,NA,NA,HF herbarium
Scrophulariaceae,Mimulus,ringens,1947,8,21,293,W.D. Beal Jr.,NA,Petersham,MA,TS,4,swampy swale; east part,NA,NA,HF herbarium
Scrophulariaceae,Mimulus,ringens,1957,8,8,1274,M.H. Zimmermann,red,Athol,MA,NA,NA,swamp south of Lake Ellis,NA,NA,HF herbarium
Scrophulariaceae,Mimulus,ringens,1934,7,12,5433,H.M. Raup,NA,Petersham,MA,NA,NA,along stream in ravine just W. of Athol Rd; and N. of TS tract,NA,NA,HF herbarium
Scrophulariaceae,Mimulus,ringens,2005,8,17,HF 2005-575,GM; KW; JJ,NA,Petersham,MA,TS,11,Harvard Pond,NA,NA,HF survey 2004-2007
Scrophulariaceae,Nuttallanthus,canadensis,1947,8,5,193,W.D. Beal Jr.,NA,Petersham,MA,PH,NA,behind HF buildings,NA,updated from Linaria canadensus,HF herbarium
Scrophulariaceae,Pedicularis,canadensis,1947,8,7,242,W.D. Beal Jr.,NA,Petersham,MA,TS,4,NA,dry clearing,NA,HF herbarium
Scrophulariaceae,Pedicularis,canadensis,1947,6,27,473,W.H. Drury Jr.,NA,Petersham,MA,NA,NA,Munson Turnpike,grass; roadside,NA,HF herbarium
