year,site,Plot,tag,log,log.snag,whole.tree.snag,stump,spp,length.m,baseD,midD,DBH,topD,decay,bark,ground,phys.char,biol.char
1999,harv,A4,629,0,0,1,0,ro,17.3,10.25,NA,9.5,NA,1,95,NA,2345,NA
1999,harv,A4,630,1,0,0,0,ro,4.6,10.25,7.5,NA,6.5,4,15,NA,567,2
1999,harv,A4,633,1,0,0,0,ro,1.57,16.7,14.25,NA,14,3,0,NA,6,2
1999,harv,A4,634,1,0,0,0,wb,7.5,38.25,30,NA,22,4,40,NA,567,1257
1999,harv,A4,635,1,0,0,0,birch,1.4,4.5,8,NA,5.2,4,0,NA,678,7
1999,harv,A4,636,0,1,0,0,rm,5.9,9,6.5,7,5.25,2,95,NA,35,237
1999,harv,A5,102,0,1,0,0,wb,1.5,18.75,NA,15,15,4,95,NA,567,12
1999,harv,A5,103,0,1,0,0,wb,4.35,16.5,NA,14.4,12,3,40,NA,56,267
1999,harv,A5,104,0,1,0,0,wb,15.85,20,NA,17.8,8,3,95,NA,56,7
1999,harv,A5,117,0,1,0,0,wb,21.7,19.8,NA,16.4,7,2,100,NA,5,2
1999,harv,A5,124,1,0,0,0,wb,8.3,17.6,17.25,NA,10.25,3,85,NA,5,NA
1999,harv,A5,128,0,1,0,0,wb,22.1,17.1,NA,18.8,8,2,100,NA,5,37
1999,harv,A5,129,0,1,0,0,wb,23.3,22.2,NA,17.5,6,3,100,NA,5,37
1999,harv,A5,130,0,1,0,0,wb,17.05,16.6,NA,14.5,6,2,100,NA,5,37
1999,harv,A5,637,1,0,0,0,wb,9.5,12,9.75,NA,5.75,2,95,NA,5,4
1999,harv,A5,638,0,0,0,1,wb,0.54,20.25,NA,NA,NA,4,95,NA,578,23
1999,harv,A5,639,0,0,0,1,wb,0.6,19.5,NA,NA,NA,4,90,NA,578,23
1999,harv,A5,640,1,0,0,0,wb,9.6,12,13.5,NA,10.75,3,85,NA,5,267
1999,harv,A5,641,1,0,0,0,wb,5.6,17.25,16.5,NA,14.25,3,85,NA,5,267
1999,harv,A5,642,1,0,0,0,wb,0.98,10,10.75,NA,8.2,4,75,NA,5678,7
1999,harv,A5,643,1,0,0,0,wb,0.38,8.2,8.7,NA,7.2,4,80,NA,5678,7
1999,harv,A5,644,1,0,0,0,wb,1.2,8,8,NA,8.5,4,80,NA,5678,7
1999,harv,A5,645,0,0,0,1,wb,0.23,8,NA,NA,NA,4,60,NA,5678,NA
1999,harv,A5,646,1,0,0,0,wb,2.65,7.75,8.5,NA,5.2,5,80,NA,5678,NA
1999,harv,A5,647,1,0,0,0,ro,11.2,11.5,7.25,NA,5.2,3,1,NA,6,NA
1999,harv,A5,648,1,0,0,0,wb,1.7,9.25,6.5,NA,6.6,3,80,NA,56,23
1999,harv,A5,649,1,0,0,0,wb,3.87,11.75,10.5,NA,9.5,4,90,NA,567,12
1999,harv,A5,650,1,0,0,0,wb,1.5,9.5,10.75,NA,4.5,5,85,NA,5678,127
1999,harv,A5,651,1,0,0,0,wb,0.45,11.5,10.25,NA,9,5,75,NA,5678,12
1999,harv,A5,652,1,0,0,0,wb,3.03,13.5,14.25,NA,11.5,4,85,NA,567,12
1999,harv,A5,653,1,0,0,0,wb,1.55,11.5,11.5,NA,14,3,40,NA,5,67
1999,harv,A5,654,1,0,0,0,wb,4.09,11,9.5,NA,7.6,3,20,NA,5,6
1999,harv,A5,655,1,0,0,0,ro,9.9,10.9,7.75,NA,3,2,15,NA,35,26
1999,harv,A5,656,1,0,0,0,ro,5.75,12.6,8.1,NA,5.75,3,0,NA,NA,NA
1999,harv,A5,657,1,0,0,0,wb,4.5,7.75,5.5,NA,2,2,5,NA,NA,3
1999,harv,A5,658,0,1,0,0,wb,12.5,11.5,NA,9.5,4,2,100,NA,5,27
1999,harv,A5,660,1,0,0,0,wb,0.8,13.6,12.5,NA,12.75,4,100,NA,567,12
1999,harv,A5,661,1,0,0,0,wb,7.8,16.5,12.25,NA,10.25,3,95,NA,567,2
1999,harv,A5,662,1,0,0,0,wb,5.25,12.5,7.6,NA,4.6,3,5,NA,NA,6
1999,harv,A5,663,1,0,0,0,wb,4.15,8.5,7,NA,2.5,3,95,NA,56,24
1999,harv,B5,319,0,1,0,0,gb,22.8,24.7,24.7,NA,4,1,NA,NA,35,NA
1999,harv,B5,601,1,0,0,0,rm,9.6,13.5,9.5,NA,1.5,4,NA,NA,8,1
1999,harv,B5,602,1,0,0,0,bb,11.1,11,5.75,NA,2.5,3,5,NA,6,NA
1999,harv,B5,603,1,0,0,0,wp,3.4,8,6.5,NA,3.7,3,0,NA,36,NA
1999,harv,B5,604,1,0,0,0,gb,1.9,11.5,11.5,NA,5.2,5,NA,NA,8,NA
1999,harv,B5,607,0,1,0,0,wp,5.9,8,7.65,7.7,7.3,3,5,NA,3,NA
1999,harv,B5,608,1,0,0,0,bb,7.7,6.75,6,NA,4,3,NA,NA,6,NA
1999,harv,B5,609,1,0,0,0,gb,1.9,10,10.7,NA,12,5,NA,NA,58,NA
1999,harv,B5,610,0,1,0,0,gb,1.5,12.5,12.5,NA,12.5,4,NA,NA,58,NA
1999,harv,B5,611,1,0,0,0,rm,10.4,12.5,9,NA,1.5,4,0,NA,67,NA
1999,harv,B5,614,0,1,0,0,hem,1.6,12.5,11,9.5,9.5,2,80,NA,6,NA
1999,harv,B5,615,0,1,0,0,hem,1.7,12.2,9.85,8.2,7.5,2,80,NA,6,NA
1999,harv,B5,616,1,0,0,0,NA,8.2,7.6,6.9,NA,2.4,3,0,NA,6,NA
1999,harv,B5,617,1,0,0,0,gb,0.6,10,9.5,NA,9.4,5,NA,NA,58,NA
1999,harv,B5,618,1,0,0,0,rm,9.2,22,14.5,NA,11.4,4,0,NA,6,NA
1999,harv,B5,619,1,0,0,0,rm,7,9.5,8.6,NA,5.3,4,NA,NA,6,NA
1999,harv,B5,621,0,1,0,0,rm,1.6,9.3,7.9,6.7,6.5,4,40,NA,8,1
1999,harv,B5,622,1,0,0,0,rm,10.9,10,7.3,NA,4,3,0,NA,6,NA
1999,harv,B5,623,1,0,0,0,rm,6.2,8,6.2,NA,3.1,3,0,NA,6,NA
1999,harv,B5,624,0,1,0,0,rm,13.65,7,4,5.1,1,1,0,NA,6,NA
1999,harv,B5,625,1,0,0,0,gb,5.6,13.1,12.75,NA,8.75,5,NA,NA,58,NA
1999,harv,B5,627,1,0,0,0,gb,0.85,14.3,13.65,NA,13,4,0,NA,7,NA
1999,harv,B5,628,1,0,0,0,gb,2.2,12.6,10.9,NA,4.5,4,NA,NA,5,NA
1999,harv,X1,664,1,0,0,0,ro,11.1,9.75,11.5,NA,5.25,3,0,NA,6,237
1999,harv,X1,665,1,0,0,0,ro,14.8,11.1,8.5,NA,8,3,5,NA,5,2
1999,harv,X1,666,1,0,0,0,ro,5.1,10.25,7.25,NA,5.9,3,10,NA,5,2
1999,harv,X1,667,0,1,0,0,ro,15,18.4,10,13.7,5,3,3,NA,56,2
1999,harv,X1,668,0,1,0,0,hem,1.2,11.5,8.9,NA,8.4,3,30,NA,5,NA
1999,harv,X1,669,0,0,0,1,ro,0.7,16.5,NA,NA,11.5,4,0,NA,67,NA
1999,harv,X1,670,1,0,0,0,ro,6.6,9.7,7.8,NA,5.5,3,0,NA,6,2
1999,harv,X1,671,1,0,0,0,ro,3.05,8,8,NA,6,3,0,NA,NA,36
1999,harv,X1,673,1,0,0,0,ro,14.5,20.5,13.25,NA,4,4,0,NA,6,23
1999,harv,X1,674,1,0,0,0,wp,5.2,8.25,5.25,NA,2.25,3,7,NA,3,6
1999,harv,X1,675,1,0,0,0,NA,3,9,7.5,NA,8.5,4,0,NA,67,2
1999,harv,X1,676,1,0,0,0,ro,3.8,17,10.5,NA,9.5,4,5,NA,67,234
1999,harv,X1,677,0,0,0,1,yb,1.1,11,9,NA,6.25,4,3,NA,678,247
1999,harv,X1,678,0,1,0,0,ro,23.9,38,NA,29.3,4,3,5,NA,67,234
1999,harv,X1,679,0,0,0,1,hem,0.8,8.75,7,NA,6,4,25,NA,678,1234
1999,harv,X1,680,0,1,0,0,rm,4.35,13.75,NA,12.6,10,3,60,NA,NA,134
1999,harv,X1,681,1,0,0,0,rm,1.6,6.6,9,NA,5.8,5,0,NA,678,2347
1999,harv,X1,682,1,0,0,0,ro,3.3,12,9.7,NA,9.5,4,0,NA,678,267
1999,harv,X1,683,0,1,0,0,ro,14.4,26.5,NA,21.1,6,3,7,NA,6,23
1999,harv,X2,503,1,0,0,0,NA,1.1,20,15,NA,6.5,5,0,NA,678,2
1999,harv,X2,504,0,0,0,1,NA,0.3,16,NA,NA,NA,5,0,NA,678,23
1999,harv,X2,505,1,0,0,0,gb,2,10.25,12,NA,8.5,5,0,NA,5678,2
1999,harv,X2,506,1,0,0,0,rm,0.9,11.5,16,NA,14,5,0,NA,678,NA
1999,harv,X2,507,1,0,0,0,rm,2.8,14.5,11,NA,11.25,5,5,NA,8,2
1999,harv,X2,508,1,0,0,0,rm,27.5,9,6.75,NA,4.5,3,5,NA,6,46
1999,harv,X2,509,1,0,0,0,ro,2.9,15.5,11.2,NA,17.5,4,0,NA,678,234
1999,harv,X2,510,0,1,0,0,rm,4.8,21.75,NA,21,18,4,7,NA,6,234
1999,harv,X2,511,0,0,0,1,yb,1.25,22.5,15.5,NA,15.5,4,90,NA,56,45
1999,harv,X2,563,0,0,1,0,yb,NA,28,NA,23,NA,1,95,NA,NA,23
1999,harv,X2,684,1,0,0,0,ro,12,17,13.5,NA,6.7,3,0,NA,NA,123
1999,harv,X2,685,1,0,0,0,yb,7.5,16,14,NA,13.5,4,50,NA,6,23
1999,harv,X2,686,0,1,0,0,rm,22.3,19.1,NA,NA,16.4,2,2,NA,NA,23
1999,harv,X2,687,1,0,0,0,ro,19,8.75,9,NA,7,4,0,NA,67,1247
1999,harv,X2,688,1,0,0,0,rm,2.45,11.75,13,NA,10.25,5,0,NA,6789,247
1999,harv,X2,689,0,1,0,0,rm,15.7,27.25,NA,NA,26.8,3,3,NA,NA,346
1999,harv,X2,690,1,0,0,0,ro,4.3,14.5,10.25,NA,6.5,3,40,NA,6,NA
1999,harv,X2,691,1,0,0,0,ro,1.3,8.2,9,NA,8.5,3,0,NA,NA,2
1999,harv,X2,692,1,0,0,0,ro,2.3,12,12.5,NA,9,4,0,NA,6,24
1999,harv,X2,693,1,0,0,0,ro,26,11.25,7,NA,5,3,0,NA,6,2347
1999,harv,X2,694,1,0,0,0,ro,4,15.5,18,NA,11.5,4,0,NA,8,23
1999,harv,X2,695,1,0,0,0,ro,4.5,8.25,15,NA,14,4,0,NA,6,2347
1999,harv,X2,696,1,0,0,0,ro,5.15,14,14.2,NA,10,4,0,NA,6,234
1999,harv,X2,697,1,0,0,0,ro,3.8,7.75,5.5,NA,0.75,3,0,NA,6,NA
1999,harv,X2,698,1,0,0,0,ro,6.25,21.75,20,NA,15,5,0,NA,678,247
1999,harv,X2,699,0,0,0,1,ro,0.35,30,30,NA,NA,5,0,NA,NA,23
1999,harv,X2,700,1,0,0,0,ro,2.8,13,11.6,NA,3,4,0,NA,6,24
1999,harv,X3,501,1,0,0,0,rp,4.65,24,18.75,NA,12.5,4,5,NA,56,2
1999,harv,X3,502,1,0,0,0,hem,11.4,40,25,NA,26,4,0,NA,678,2
1999,harv,X3,533,1,0,0,0,ro,2.5,15,14.5,NA,6.75,5,0,NA,678,23
1999,harv,X3,536,1,0,0,0,ro,10.6,26.5,23,NA,8.5,5,0,NA,36,23
1999,harv,X3,537,1,0,0,0,rm,2.5,15.75,15.75,NA,9.5,4,80,NA,5,1234
1999,harv,X3,539,1,0,0,0,ash,2.6,11,15,NA,24,5,0,NA,678,2
1999,harv,X3,541,1,0,0,0,hem,7.3,40,32.75,NA,40,4,5,NA,6,23
1999,harv,X3,542,1,0,0,0,rm,2,38,40,NA,6.25,4,0,NA,678,23
1999,harv,X3,543,1,0,0,0,sm,5.5,8.6,7,NA,7.75,3,5,NA,NA,24
1999,harv,X3,544,1,0,0,0,NA,1.3,8.25,7.25,NA,7.4,5,5,NA,678,2
1999,harv,X3,545,1,0,0,0,hem,1.7,7.75,7.5,NA,11.25,4,20,NA,6,NA
1999,harv,X3,546,1,0,0,0,rm,9.95,25.5,23.75,NA,4.5,4,0,NA,6,234
1999,harv,X3,547,1,0,0,0,sm,9.1,10.5,7.25,NA,50,4,7,NA,6,23
1999,harv,X3,548,0,0,0,1,NA,0.5,60,NA,NA,NA,5,0,NA,678,23
1999,harv,X3,549,0,1,0,0,hem,2.5,18.4,NA,17.5,15,4,70,NA,36,234
1999,harv,X3,550,0,1,0,0,rm,5.7,45,NA,36.3,28,4,40,NA,678,NA
1999,harv,X3,551,0,1,0,0,beech,2.15,30.6,NA,25.4,24,4,60,NA,678,123
1999,harv,X4,523,0,0,0,1,beech,0.3,40,NA,NA,NA,5,40,NA,5678,23
1999,harv,X4,524,0,0,0,1,beech,0.3,38,NA,NA,NA,5,30,NA,5678,23
1999,harv,X4,525,0,0,0,1,beech,0.25,34,NA,NA,NA,5,20,NA,5678,NA
1999,harv,X4,526,0,0,0,1,beech,0.35,40,NA,NA,NA,5,30,NA,5678,23
1999,harv,X4,527,0,0,0,1,rm,0.3,28,NA,NA,NA,4,25,NA,567,2
1999,harv,X4,528,1,0,0,0,beech,2.5,19.5,11,NA,14,5,0,NA,678,2
1999,harv,X4,529,0,0,0,1,beech,0.26,31,NA,NA,NA,5,30,NA,5678,2
1999,harv,X4,530,1,0,0,0,ro,5.6,17.5,10.5,NA,6.25,3,0,NA,6,2
1999,harv,X4,531,1,0,0,0,ro,3.45,10,5.25,NA,2.5,3,0,NA,67,23
1999,harv,X4,532,1,0,0,0,ro,3.85,14.5,10.5,NA,6.2,3,0,NA,6,2
1999,harv,X4,534,0,1,0,0,beech,10,29,20,27.8,5,4,30,NA,67,47
1999,harv,X4,535,0,0,0,1,NA,0.4,10,NA,NA,NA,5,0,NA,678,2
1999,harv,X4,538,0,0,0,1,hem,0.4,40,NA,NA,NA,4,5,NA,NA,NA
1999,harv,X4,540,1,0,0,0,wp,5,8.5,10.5,NA,14.25,4,0,NA,67,2
1999,harv,X5,552,1,0,0,0,ro,2.65,12.5,11.75,NA,10,3,10,NA,678,123
1999,harv,X5,553,1,0,0,0,ro,4.4,12.5,10,NA,7.75,3,0,NA,6,NA
1999,harv,X5,554,1,0,0,0,rm,4.2,10.4,7.25,NA,6.75,4,5,NA,67,2
1999,harv,X5,555,0,1,0,0,wo,15.8,20.25,NA,18,8,3,80,NA,NA,NA
1999,harv,X5,556,1,0,0,0,wo,4.8,24.75,21,NA,11,5,1,NA,678,23
1999,harv,X5,557,1,0,0,0,wo,2.3,8.75,9.5,NA,8,3,0,NA,NA,2
1999,harv,X5,558,1,0,0,0,rm,5.1,11.75,7.5,NA,3.5,4,0,NA,6,NA
1999,harv,X5,559,0,1,0,0,rm,4,50,NA,35.3,20,4,25,NA,678,3
1999,harv,X5,561,1,0,0,0,cherry,5.8,10.58,7.5,NA,5.5,3,70,NA,NA,NA
1999,harv,X5,562,1,0,0,0,cherry,1.9,21.25,14.75,NA,21.25,3,70,NA,8,NA
1999,harv,X5,563,0,0,0,1,cherry,1.2,18.1,22,NA,NA,3,10,NA,NA,NA
1999,harv,X6,565,1,0,0,0,wp,5.2,10.75,36,NA,8.25,4,0,NA,678,23
1999,harv,X6,566,1,0,0,0,wp,2.4,8.25,6.2,NA,5.6,4,0,NA,678,23
1999,harv,X6,567,0,1,0,0,beech,3.35,17.25,NA,12.2,9,2,90,NA,234,12
1999,harv,X6,568,1,0,0,0,wp,3.3,12.6,9,NA,8.6,3,10,NA,6,2
1999,harv,X6,569,1,0,0,0,wp,7.6,20.5,17.25,NA,15,5,0,NA,678,2
1999,harv,X6,570,1,0,0,0,hem,2.6,16.25,13,NA,9.75,5,0,NA,678,2
1999,harv,X6,571,1,0,0,0,wp,7,22,17.75,NA,13.25,5,0,NA,4678,2
1999,harv,X6,572,1,0,0,0,hem,8.5,39,18.75,NA,14,4,0,NA,678,2
1999,harv,X6,573,1,0,0,0,hem,8.2,17.75,14.75,NA,14.25,5,0,NA,678,2
1999,harv,X6,574,1,0,0,0,ro,4.9,17,19,NA,13,5,0,NA,678,2
1999,harv,X6,575,1,0,0,0,hem,4.5,23,19,NA,18.5,4,50,NA,6,2
1999,harv,X6,576,1,0,0,0,hem,12.5,38,22.5,NA,10.5,5,90,NA,678,2
1999,harv,X6,577,1,0,0,0,ro,3.3,8.75,8,NA,5.5,3,0,NA,6,2
1999,harv,X6,578,0,1,0,0,gb,11.5,9.75,NA,9.2,2,2,95,NA,NA,NA
1999,harv,X6,579,1,0,0,0,ro,6.6,12,9.6,NA,4.5,4,0,NA,6,23
1999,harv,X6,580,1,0,0,0,NA,3.2,15.5,16.2,NA,7.25,5,0,NA,78,2
1999,harv,X6,581,1,0,0,0,NA,5.7,20.25,19,NA,12.8,5,0,NA,78,2
1999,harv,X6,582,0,1,0,0,wp,3.1,10.75,NA,8.2,6,2,80,NA,4,6
1999,harv,X6,583,0,1,0,0,wp,4.2,11.8,NA,10,7,2,95,NA,4,NA
1999,harv,X6,616,0,1,0,0,gb,17.5,16.25,NA,13.5,4,2,98,NA,NA,NA
2000,ems,A1,3,0,1,0,0,rm,8.5,45.8,NA,45.8,20,3,30,NA,5,16
2000,ems,A1,4,0,1,0,0,rm,5.97,45.5,NA,45.5,20,3,30,NA,5,16
2000,ems,A1,5,0,1,0,0,rm,3.57,37.3,NA,37.3,20,3,75,NA,5,16
2000,ems,A1,7,1,0,0,0,rm,9.9,19.2,9.2,NA,5.7,1,100,NA,2345,NA
2000,ems,A1,584,1,0,0,0,rm,19.65,29.5,14.5,NA,0.5,3,95,NA,2345,123
2000,ems,A1,585,1,0,0,0,rm,3.81,11,23.2,NA,16.1,3.5,0,NA,6,236
2000,ems,A1,586,1,0,0,0,rm,1.8,14.7,10.5,NA,9.4,3.5,0,NA,NA,6
2000,ems,A1,587,1,0,0,0,rm,7.95,21.6,8.5,NA,0.5,1,100,NA,2345,23
2000,ems,A1,588,1,0,0,0,rm,8,16.5,9,NA,0.1,1,100,NA,2345,23
2000,ems,A1,589,1,0,0,0,rm,6,9,7,NA,0.1,1.5,85,NA,2345,NA
2000,ems,A1,590,0,0,0,1,NA,0.22,16,NA,NA,12.5,2,0,NA,NA,23
2000,ems,A1,591,1,0,0,0,NA,2.6,16,13,NA,13,4.5,0,NA,678,2
2000,ems,A1,592,1,0,0,0,NA,2.1,12.5,14,NA,10,4.5,0,NA,678,2
2000,ems,A1,593,1,0,0,0,ro,1.4,11.4,12.5,NA,8.2,4.5,0,NA,67,2
2000,ems,A1,594,1,0,0,0,ro,1.8,14.75,9.25,NA,11.1,4.5,0,NA,67,2
2000,ems,A2,920,1,0,0,0,rm,6.04,12,9.1,NA,3.5,3,0,NA,3,23
2000,ems,A2,928,1,0,0,0,ro,13.55,26,14.5,NA,3,2,30,NA,346,23
2000,ems,A2,929,1,0,0,0,rm,2.8,7.5,6.3,NA,2.9,3,0,NA,NA,23
2000,ems,A2,931,1,0,0,0,rm,4.5,19.3,15,NA,14.7,3,0,NA,6,NA
2000,ems,A2,932,1,0,0,0,rm,2.85,9.14,7.1,NA,9.1,2,0,NA,NA,23
2000,ems,A2,994,1,0,0,0,ro,13.6,26.6,18.13,NA,2.7,2,5,NA,346,23
2000,ems,A3,59,1,0,0,0,yb,4.1,10.6,8.5,NA,8,2,97,NA,5,1
2000,ems,A3,926,1,0,0,0,hem,3.4,23,17,NA,15,5,0,NA,78,23
2000,ems,A3,930,1,0,0,0,yb,4.2,8,6.2,NA,4.5,2,97,NA,58,1
2000,ems,A3,936,0,1,0,0,rm,2.1,7.5,7.1,NA,6.2,2,60,NA,5,NA
2000,ems,A3,937,1,0,0,0,rm,2.1,8.5,8,NA,3.3,4,0,NA,78,2
2000,ems,A3,938,0,1,0,0,rm,3.5,15,12.8,NA,10,3,20,NA,NA,NA
2000,ems,A3,939,0,1,0,0,yb,1.34,18,17,NA,13.1,3,70,NA,8,123
2000,ems,A3,941,1,0,0,0,yb,2.1,17,12.5,NA,9.4,3,80,NA,68,NA
2000,ems,A3,943,0,1,0,0,rm,11.5,12,10.3,NA,9,2,20,NA,NA,3
2000,ems,A3,944,1,0,0,0,ro,4.2,12,12.1,NA,22,5,0,NA,NA,23
2000,ems,A3,945,0,0,1,0,wp,NA,NA,NA,8.6,NA,3,80,NA,3,3
2000,ems,A3,946,1,0,0,0,ro,7.43,12.1,8.6,NA,6.2,3,0,NA,67,2
2000,ems,B1,595,0,1,0,0,ro,2.7,20.6,NA,16.25,14.5,4,5,NA,6,26
2000,ems,B1,596,1,0,0,0,rm,8.2,11,6.5,NA,4.1,4,25,NA,8,6
2000,ems,B1,597,0,0,0,1,rm,0.55,11.8,NA,NA,8.6,4,60,NA,NA,12
2000,ems,B1,598,0,0,1,0,rm,7.21,9,NA,5.5,1,1.5,90,NA,2345,NA
2000,ems,B1,599,1,0,0,0,NA,1.45,11.5,15,NA,10.3,3.5,0,NA,6,2
2000,ems,B1,600,1,0,0,0,NA,2.8,20,11.7,NA,11.4,4,0,NA,6,2
2000,ems,B1,701,0,1,0,0,rm,2.9,7.5,NA,7.1,6,2,30,NA,NA,126
2000,ems,B1,702,1,0,0,0,NA,1.65,11.8,13.7,NA,10.9,3.5,0,NA,NA,2
2000,ems,B1,703,1,0,0,0,NA,2.25,9,17.5,NA,8.4,3.5,0,NA,NA,2
2000,ems,B2,176,0,1,0,0,ro,13.5,17,14.1,NA,6,2,35,NA,5,23
2000,ems,B2,177,0,1,0,0,yb,5.8,18,17.1,NA,13,2,85,NA,5,123
2000,ems,B2,178,0,1,0,0,yb,3.6,14.7,13,NA,12,2,90,NA,5,123
2000,ems,B2,183,0,1,0,0,rm,10,20,16.6,NA,6,3,1,NA,6,NA
2000,ems,B2,190,0,1,0,0,yb,2,16,13.2,NA,12.1,4,95,NA,78,23
2000,ems,B2,191,0,1,0,0,yb,3.9,21,19.9,NA,19,3,90,NA,58,123
2000,ems,B2,776,1,0,0,0,yb,4.29,10,10.4,NA,7.5,3,90,NA,5,23
2000,ems,B2,986,1,0,0,0,ro,1.7,9.3,8.2,NA,7,3,0,NA,8,2
2000,ems,B2,987,1,0,0,0,ro,0.8,10,8.9,NA,7.4,3,0,NA,NA,3
2000,ems,B2,988,1,0,0,0,ro,1.62,8.1,8,NA,8,3,0,NA,NA,23
2000,ems,B2,989,1,0,0,0,ro,3,8.3,6,NA,5.1,3,0,NA,6,2
2000,ems,B2,990,1,0,0,0,yb,3.7,14.1,10,NA,8.7,3,85,NA,56,23
2000,ems,B2,991,1,0,0,0,yb,2.65,11.2,12.1,NA,10.2,3,95,NA,56,23
2000,ems,B2,992,0,1,0,0,yb,0.86,21,15.1,NA,13.8,4,65,NA,678,23
2000,ems,B2,993,0,0,0,1,yb,0.65,21,NA,NA,18.2,5,0,NA,78,23
2000,ems,B2,995,1,0,0,0,yb,7.5,12.1,10.2,NA,6.6,2,90,NA,57,23
2000,ems,B2,997,1,0,0,0,yb,3.4,15.1,14,NA,20.2,4,90,NA,58,23
2000,ems,B2,998,1,0,0,0,yb,1.5,12,12.3,NA,10,3,40,NA,68,123
2000,ems,B2,999,0,1,0,0,rm,1.7,31,20,NA,18.7,5,10,NA,78,23
2000,ems,B2,1000,0,1,0,0,whazel,1,8,7.9,NA,6.9,3,55,NA,6,23
2000,ems,B3,205,0,1,0,0,rm,12.4,20.7,17.3,NA,8,2,85,NA,34,123
2000,ems,B3,206,1,0,0,0,rm,2.5,14.2,12.3,NA,13.9,4,0,NA,78,2
2000,ems,B3,207,0,1,0,0,rm,2.7,18.7,14.4,NA,14,3,35,NA,6,123
2000,ems,B3,217,0,0,1,0,rm,NA,NA,NA,11.64,NA,1,NA,NA,NA,NA
2000,ems,B3,220,0,1,0,0,rm,2,15,13,NA,12.6,4,20,NA,678,23
2000,ems,B3,230,0,0,1,0,bb,NA,NA,NA,16.47,NA,1,NA,NA,NA,NA
2000,ems,B3,934,1,0,0,0,ro,7.55,9.3,6.7,NA,4.5,2,0,NA,6,23
2000,ems,B3,935,1,0,0,0,ro,6.3,10,8.4,NA,6.3,2,0,NA,6,23
2000,ems,B3,940,1,0,0,0,ro,10.69,8.6,8.1,NA,3,2,0,NA,6,23
2000,ems,B3,942,1,0,0,0,ro,12.5,14.2,10,NA,4,2,0,NA,6,23
2000,ems,B3,947,1,0,0,0,ro,7.25,6.3,7.1,NA,4.5,4,0,NA,67,23
2000,ems,B3,948,1,0,0,0,ro,5.3,10,7.2,NA,5.1,3,0,NA,7,23
2000,ems,B3,950,1,0,0,0,wb,6.1,9,7,NA,9.7,4,10,NA,78,23
2000,ems,B3,952,1,0,0,0,rm,6.5,10.6,9,NA,4,2,70,NA,345,23
2000,ems,B3,953,1,0,0,0,ro,3.9,8.4,7.8,NA,5.8,2,0,NA,NA,23
2000,ems,B3,954,1,0,0,0,ro,5.4,16.2,13,NA,15.2,4,0,NA,78,2
2000,ems,B3,955,1,0,0,0,rm,1,14.2,14,NA,12.2,4,0,NA,678,23
2000,ems,B3,956,0,1,0,0,rm,2.4,7.5,6,NA,6,3,20,NA,6,2
2000,ems,B3,957,1,0,0,0,ro,5.7,7.6,6.1,NA,4,2,0,NA,NA,2
2000,ems,B3,958,1,0,0,0,rm,7.95,12.2,8.2,NA,5,5,0,NA,678,23
2000,ems,B3,960,1,0,0,0,ro,8.3,10.1,9,NA,3,2,5,NA,3,23
2000,ems,B4,739,1,0,0,0,rm,4.3,8.5,6.7,NA,5.6,2,75,NA,NA,NA
2000,ems,B4,819,0,0,0,1,hem,0.4,70,NA,NA,50,5,0,NA,8,23
2000,ems,B4,824,0,0,1,0,rm,NA,NA,NA,12.7,NA,2,80,NA,2345,13
2000,ems,B4,825,0,1,0,0,rm,1.8,10.5,8,NA,7.3,2,95,NA,5,NA
2000,ems,B4,827,0,1,0,0,chestnut,6,8.5,6.2,NA,3.5,2,55,NA,25,3
2000,ems,B4,830,0,0,1,0,rm,NA,NA,NA,6.6,NA,2,98,NA,45,3
2000,ems,B4,838,1,0,0,0,wb,1.9,12,11,NA,7.4,3,60,NA,8,2
2000,ems,B4,839,1,0,0,0,rm,4.9,8.2,6.3,NA,6,2,40,NA,NA,3
2000,ems,B4,842,1,0,0,0,NA,1.9,8.2,6.6,NA,6,4,0,NA,8,23
2000,ems,B4,852,1,0,0,0,rm,4.2,11.1,8.5,NA,7.8,2,80,NA,67,3
2000,ems,B4,826,1,0,0,0,rm,6.2,9.5,6.5,NA,5,2,0,NA,NA,2
2000,ems,B4,858,1,0,0,0,wb,8.6,12.7,7.3,NA,6,4,30,NA,67,23
2000,ems,C1,357,0,1,0,0,wp,6.34,12.3,NA,10,6,2,60,NA,35,16
2000,ems,C1,364,0,1,0,0,wp,4.82,16.4,NA,11.5,6,2,20,NA,3,23
2000,ems,C1,365,0,1,0,0,ro,10.82,14.5,NA,8.7,2,2,15,NA,3,2
2000,ems,C1,704,1,0,0,0,NA,2.7,17.9,18,NA,24.5,4.5,0,NA,NA,26
2000,ems,C1,705,0,0,0,1,wp,0.84,14.1,NA,NA,11,4,0,NA,3,26
2000,ems,C1,706,1,0,0,0,wp,3.4,14.3,8.9,NA,6.6,4,10,NA,3,23
2000,ems,C1,707,1,0,0,0,wp,3,13.6,6.6,NA,5,3.5,7,NA,36,23
2000,ems,C1,708,1,0,0,0,wp,4.6,13,12.6,NA,11.2,3,5,NA,3,2
2000,ems,C1,709,1,0,0,0,wp,4.1,7.6,6.6,NA,4.8,2,10,NA,3,NA
2000,ems,C1,710,1,0,0,0,wp,4.2,10.1,7,NA,4,2,5,NA,NA,2
