date,plot.probe,Ka,WC
2003-08-27,A5.15,6.34,0.11
2003-08-27,A5.16,5.99,0.1
2003-08-27,B5.17,NA,NA
2003-08-27,B5.18,NA,NA
2003-08-27,X5.19,NA,NA
2003-08-27,X5.20,8.92,0.17
2003-08-27,X6.21,4.87,0.08
2003-08-27,X6.22,5.02,0.08
2003-08-27,X2.23,6.52,0.12
2003-08-27,X2.24,6.1,0.11
2003-08-27,X4.25,NA,NA
2003-08-27,X4.26,NA,NA
2003-08-27,X1.27,14.07,0.26
2003-08-27,X1.28,9.53,0.18
2003-08-27,X3.29,NA,NA
2003-08-27,X3.30,6.18,0.11
2003-09-24,B3.1,21.84,0.37
2003-09-24,B3.2,20.32,0.35
2003-09-24,B4.3,14.61,0.27
2003-09-24,B4.4,11.67,0.22
2003-09-24,C3.5,20.7,0.35
2003-09-24,C3.6,36.83,0.49
2003-09-24,D5.7,12.29,0.23
2003-09-24,D5.8,13.71,0.26
2003-09-24,E3.9,11.98,0.23
2003-09-24,E3.10,17.23,0.31
2003-09-24,G5.11,14.17,0.26
2003-09-24,G5.12,10.65,0.2
2003-09-24,A4.13,NA,NA
2003-09-24,A4.14,NA,NA
2003-09-24,A5.15,NA,NA
2003-09-24,A5.16,NA,NA
2003-09-24,B5.17,NA,NA
2003-09-24,B5.18,NA,NA
2003-09-24,X5.19,NA,NA
2003-09-24,X5.20,NA,NA
2003-09-24,X6.21,NA,NA
2003-09-24,X6.22,NA,NA
2003-09-24,X2.23,NA,NA
2003-09-24,X2.24,NA,NA
2003-09-24,X4.25,NA,NA
2003-09-24,X4.26,NA,NA
2003-09-24,X1.27,NA,NA
2003-09-24,X1.28,NA,NA
2003-09-24,X3.29,NA,NA
2003-09-24,X3.30,NA,NA
2003-10-03,B3.1,NA,NA
2003-10-03,B3.2,NA,NA
2003-10-03,B4.3,NA,NA
2003-10-03,B4.4,NA,NA
2003-10-03,C3.5,NA,NA
2003-10-03,C3.6,NA,NA
2003-10-03,D5.7,NA,NA
2003-10-03,D5.8,NA,NA
2003-10-03,E3.9,NA,NA
2003-10-03,E3.10,NA,NA
2003-10-03,G5.11,NA,NA
2003-10-03,G5.12,NA,NA
2003-10-03,A4.13,15.56,0.28
2003-10-03,A4.14,14.16,0.26
2003-10-03,A5.15,13.46,0.25
2003-10-03,A5.16,12.13,0.23
2003-10-03,B5.17,9.63,0.18
2003-10-03,B5.18,10.16,0.19
2003-10-03,X5.19,NA,NA
2003-10-03,X5.20,NA,NA
2003-10-03,X6.21,NA,NA
2003-10-03,X6.22,NA,NA
2003-10-03,X2.23,NA,NA
2003-10-03,X2.24,NA,NA
2003-10-03,X4.25,NA,NA
2003-10-03,X4.26,NA,NA
2003-10-03,X1.27,NA,NA
2003-10-03,X1.28,NA,NA
2003-10-03,X3.29,NA,NA
2003-10-03,X3.30,NA,NA
2003-10-13,B3.1,NA,NA
2003-10-13,B3.2,NA,NA
2003-10-13,B4.3,NA,NA
2003-10-13,B4.4,NA,NA
2003-10-13,C3.5,NA,NA
2003-10-13,C3.6,NA,NA
2003-10-13,D5.7,NA,NA
2003-10-13,D5.8,NA,NA
2003-10-13,E3.9,NA,NA
2003-10-13,E3.10,NA,NA
2003-10-13,G5.11,NA,NA
2003-10-13,G5.12,NA,NA
2003-10-13,A4.13,13.81,0.26
2003-10-13,A4.14,12.28,0.23
2003-10-13,A5.15,11.56,0.22
2003-10-13,A5.16,NA,NA
2003-10-13,B5.17,8.59,0.16
2003-10-13,B5.18,8.44,0.16
2003-10-13,X5.19,NA,NA
2003-10-13,X5.20,NA,NA
2003-10-13,X6.21,6.76,0.12
2003-10-13,X6.22,8.07,0.15
2003-10-13,X2.23,10.54,0.2
2003-10-13,X2.24,10.6,0.2
2003-10-13,X4.25,NA,NA
2003-10-13,X4.26,NA,NA
2003-10-13,X1.27,14.95,0.27
2003-10-13,X1.28,10.6,0.2
2003-10-13,X3.29,NA,NA
2003-10-13,X3.30,NA,NA
2003-10-24,B3.1,23.44,0.38
2003-10-24,B3.2,22.48,0.37
2003-10-24,B4.3,14.9,0.27
2003-10-24,B4.4,11.96,0.22
2003-10-24,C3.5,22.7,0.38
2003-10-24,C3.6,38.81,0.5
2003-10-24,D5.7,12.4,0.23
2003-10-24,D5.8,13.69,0.25
2003-10-24,E3.9,14.04,0.26
2003-10-24,E3.10,17.99,0.32
2003-10-24,G5.11,13.3,0.25
2003-10-24,G5.12,12.01,0.23
2003-10-24,A4.13,NA,NA
2003-10-24,A4.14,NA,NA
2003-10-24,A5.15,NA,NA
2003-10-24,A5.16,NA,NA
2003-10-24,B5.17,NA,NA
2003-10-24,B5.18,NA,NA
2003-10-24,X5.19,NA,NA
2003-10-24,X5.20,NA,NA
2003-10-24,X6.21,NA,NA
2003-10-24,X6.22,NA,NA
2003-10-24,X2.23,NA,NA
2003-10-24,X2.24,NA,NA
2003-10-24,X4.25,NA,NA
2003-10-24,X4.26,NA,NA
2003-10-24,X1.27,NA,NA
2003-10-24,X1.28,NA,NA
2003-10-24,X3.29,NA,NA
2003-10-24,X3.30,NA,NA
2003-10-25,B3.1,NA,NA
2003-10-25,B3.2,NA,NA
2003-10-25,B4.3,NA,NA
2003-10-25,B4.4,NA,NA
2003-10-25,C3.5,NA,NA
2003-10-25,C3.6,NA,NA
2003-10-25,D5.7,NA,NA
2003-10-25,D5.8,NA,NA
2003-10-25,E3.9,NA,NA
2003-10-25,E3.10,NA,NA
2003-10-25,G5.11,NA,NA
2003-10-25,G5.12,NA,NA
2003-10-25,A4.13,15.67,0.29
2003-10-25,A4.14,13.59,0.25
2003-10-25,A5.15,14.34,0.27
2003-10-25,A5.16,13.63,0.25
2003-10-25,B5.17,9.53,0.18
2003-10-25,B5.18,NA,NA
2003-10-25,X5.19,11.39,0.21
2003-10-25,X5.20,12.25,0.23
2003-10-25,X6.21,7.17,0.13
2003-10-25,X6.22,9.41,0.18
2003-10-25,X2.23,11.36,0.21
2003-10-25,X2.24,12.29,0.23
2003-10-25,X4.25,NA,NA
2003-10-25,X4.26,NA,NA
2003-10-25,X1.27,16.38,0.3
2003-10-25,X1.28,10.1,0.19
2003-10-25,X3.29,12.3,0.23
2003-10-25,X3.30,9.08,0.17
