date,plot.probe,Ka,WC
1999-09-23,B3.1,NA,NA
1999-09-23,B3.2,NA,NA
1999-09-23,B4.3,NA,NA
1999-09-23,B4.4,NA,NA
1999-09-23,C3.5,NA,NA
1999-09-23,C3.6,NA,NA
1999-09-23,D5.7,NA,NA
1999-09-23,D5.8,NA,NA
1999-09-23,E3.9,NA,NA
1999-09-23,E3.10,NA,NA
1999-09-23,G5.11,NA,NA
1999-09-23,G5.12,NA,NA
1999-09-23,A4.13,16.89,0.3
1999-09-23,A4.14,13.97,0.26
1999-09-23,A5.15,14.42,0.27
1999-09-23,A5.16,NA,NA
1999-09-23,B5.17,13.58,0.25
1999-09-23,B5.18,13.08,0.24
1999-09-23,X5.19,12.82,0.24
1999-09-23,X5.20,15.02,0.28
1999-09-23,X6.21,11.62,0.22
1999-09-23,X6.22,10.6,0.2
1999-09-23,X2.23,13.81,0.26
1999-09-23,X2.24,15.51,0.28
1999-09-23,X4.25,20.88,0.36
1999-09-23,X4.26,17.41,0.31
1999-09-23,X1.27,19.24,0.34
1999-09-23,X1.28,14.72,0.27
1999-09-23,X3.29,19.46,0.34
1999-09-23,X3.30,9.79,0.18
1999-10-06,B3.1,NA,NA
1999-10-06,B3.2,NA,NA
1999-10-06,B4.3,NA,NA
1999-10-06,B4.4,NA,NA
1999-10-06,C3.5,NA,NA
1999-10-06,C3.6,NA,NA
1999-10-06,D5.7,NA,NA
1999-10-06,D5.8,NA,NA
1999-10-06,E3.9,NA,NA
1999-10-06,E3.10,NA,NA
1999-10-06,G5.11,NA,NA
1999-10-06,G5.12,NA,NA
1999-10-06,A4.13,16.18,0.29
1999-10-06,A4.14,13.78,0.26
1999-10-06,A5.15,13.12,0.25
1999-10-06,A5.16,NA,NA
1999-10-06,B5.17,12.68,0.24
1999-10-06,B5.18,12.43,0.23
1999-10-06,X5.19,13.08,0.24
1999-10-06,X5.20,14.38,0.27
1999-10-06,X6.21,11.07,0.21
1999-10-06,X6.22,12.25,0.23
1999-10-06,X2.23,13.63,0.25
1999-10-06,X2.24,14.55,0.27
1999-10-06,X4.25,18.92,0.33
1999-10-06,X4.26,NA,NA
1999-10-06,X1.27,17.71,0.32
1999-10-06,X1.28,12.48,0.23
1999-10-06,X3.29,18.4,0.32
1999-10-06,X3.30,9.98,0.19
1999-10-13,B3.1,NA,NA
1999-10-13,B3.2,NA,NA
1999-10-13,B4.3,NA,NA
1999-10-13,B4.4,NA,NA
1999-10-13,C3.5,NA,NA
1999-10-13,C3.6,NA,NA
1999-10-13,D5.7,NA,NA
1999-10-13,D5.8,NA,NA
1999-10-13,E3.9,NA,NA
1999-10-13,E3.10,NA,NA
1999-10-13,G5.11,NA,NA
1999-10-13,G5.12,NA,NA
1999-10-13,A4.13,15.42,0.28
1999-10-13,A4.14,13.11,0.24
1999-10-13,A5.15,12.1,0.23
1999-10-13,A5.16,12.62,0.24
1999-10-13,B5.17,12.29,0.23
1999-10-13,B5.18,11.92,0.22
1999-10-13,X5.19,13,0.24
1999-10-13,X5.20,13.98,0.26
1999-10-13,X6.21,10.66,0.2
1999-10-13,X6.22,11.86,0.22
1999-10-13,X2.23,12.35,0.23
1999-10-13,X2.24,13.63,0.25
1999-10-13,X4.25,18.27,0.32
1999-10-13,X4.26,15.4,0.28
1999-10-13,X1.27,16.62,0.3
1999-10-13,X1.28,11.87,0.22
1999-10-13,X3.29,19.24,0.34
1999-10-13,X3.30,8.92,0.17
1999-10-29,B3.1,NA,NA
1999-10-29,B3.2,NA,NA
1999-10-29,B4.3,NA,NA
1999-10-29,B4.4,NA,NA
1999-10-29,C3.5,NA,NA
1999-10-29,C3.6,NA,NA
1999-10-29,D5.7,NA,NA
1999-10-29,D5.8,NA,NA
1999-10-29,E3.9,NA,NA
1999-10-29,E3.10,NA,NA
1999-10-29,G5.11,NA,NA
1999-10-29,G5.12,NA,NA
1999-10-29,A4.13,15.21,0.28
1999-10-29,A4.14,13.37,0.25
1999-10-29,A5.15,11.93,0.22
1999-10-29,A5.16,13.66,0.25
1999-10-29,B5.17,12.03,0.23
1999-10-29,B5.18,11.62,0.22
1999-10-29,X5.19,13,0.24
1999-10-29,X5.20,13.79,0.26
1999-10-29,X6.21,10.46,0.2
1999-10-29,X6.22,11.79,0.22
1999-10-29,X2.23,12.21,0.23
1999-10-29,X2.24,12.91,0.24
1999-10-29,X4.25,18.91,0.33
1999-10-29,X4.26,15.36,0.28
1999-10-29,X1.27,17.83,0.32
1999-10-29,X1.28,12.2,0.23
1999-10-29,X3.29,19.19,0.34
1999-10-29,X3.30,8.63,0.16
1999-11-10,B3.1,NA,NA
1999-11-10,B3.2,NA,NA
1999-11-10,B4.3,NA,NA
1999-11-10,B4.4,NA,NA
1999-11-10,C3.5,NA,NA
1999-11-10,C3.6,NA,NA
1999-11-10,D5.7,NA,NA
1999-11-10,D5.8,NA,NA
1999-11-10,E3.9,NA,NA
1999-11-10,E3.10,NA,NA
1999-11-10,G5.11,NA,NA
1999-11-10,G5.12,NA,NA
1999-11-10,A4.13,14.69,0.27
1999-11-10,A4.14,13.76,0.26
1999-11-10,A5.15,12.04,0.23
1999-11-10,A5.16,13.13,0.25
1999-11-10,B5.17,12.09,0.23
1999-11-10,B5.18,11.37,0.21
1999-11-10,X5.19,12.39,0.23
1999-11-10,X5.20,NA,NA
1999-11-10,X6.21,8.49,0.16
1999-11-10,X6.22,11.31,0.21
1999-11-10,X2.23,12.12,0.23
1999-11-10,X2.24,12.51,0.23
1999-11-10,X4.25,18.76,0.33
1999-11-10,X4.26,14.73,0.27
1999-11-10,X1.27,18.49,0.33
1999-11-10,X1.28,12.54,0.24
1999-11-10,X3.29,19.23,0.34
1999-11-10,X3.30,8.28,0.15
1999-11-23,B3.1,NA,NA
1999-11-23,B3.2,NA,NA
1999-11-23,B4.3,NA,NA
1999-11-23,B4.4,NA,NA
1999-11-23,C3.5,NA,NA
1999-11-23,C3.6,NA,NA
1999-11-23,D5.7,NA,NA
1999-11-23,D5.8,NA,NA
1999-11-23,E3.9,NA,NA
1999-11-23,E3.10,NA,NA
1999-11-23,G5.11,NA,NA
1999-11-23,G5.12,NA,NA
1999-11-23,A4.13,15.18,0.28
1999-11-23,A4.14,13.73,0.26
1999-11-23,A5.15,12.34,0.23
1999-11-23,A5.16,NA,NA
1999-11-23,B5.17,11.93,0.22
1999-11-23,B5.18,11.43,0.22
1999-11-23,X5.19,12.53,0.23
1999-11-23,X5.20,15.21,0.28
1999-11-23,X6.21,8.76,0.16
1999-11-23,X6.22,11.07,0.21
1999-11-23,X2.23,11.91,0.22
1999-11-23,X2.24,12.73,0.24
1999-11-23,X4.25,18.24,0.32
1999-11-23,X4.26,14.94,0.27
1999-11-23,X1.27,18.56,0.33
1999-11-23,X1.28,13.09,0.24
1999-11-23,X3.29,19.35,0.34
1999-11-23,X3.30,NA,NA
2000-04-06,B3.1,NA,NA
2000-04-06,B3.2,NA,NA
2000-04-06,B4.3,NA,NA
2000-04-06,B4.4,NA,NA
2000-04-06,C3.5,NA,NA
2000-04-06,C3.6,NA,NA
2000-04-06,D5.7,NA,NA
2000-04-06,D5.8,NA,NA
2000-04-06,E3.9,NA,NA
2000-04-06,E3.10,NA,NA
2000-04-06,G5.11,NA,NA
2000-04-06,G5.12,NA,NA
2000-04-06,A4.13,18.05,0.32
2000-04-06,A4.14,18.91,0.33
2000-04-06,A5.15,NA,NA
2000-04-06,A5.16,NA,NA
2000-04-06,B5.17,NA,NA
2000-04-06,B5.18,NA,NA
2000-04-06,X5.19,NA,NA
2000-04-06,X5.20,NA,NA
2000-04-06,X6.21,NA,NA
2000-04-06,X6.22,NA,NA
2000-04-06,X2.23,NA,NA
2000-04-06,X2.24,NA,NA
2000-04-06,X4.25,NA,NA
2000-04-06,X4.26,NA,NA
2000-04-06,X1.27,NA,NA
2000-04-06,X1.28,NA,NA
2000-04-06,X3.29,NA,NA
2000-04-06,X3.30,NA,NA
2000-06-08,B3.1,NA,NA
2000-06-08,B3.2,NA,NA
2000-06-08,B4.3,NA,NA
2000-06-08,B4.4,NA,NA
2000-06-08,C3.5,NA,NA
2000-06-08,C3.6,NA,NA
2000-06-08,D5.7,NA,NA
2000-06-08,D5.8,NA,NA
2000-06-08,E3.9,NA,NA
2000-06-08,E3.10,NA,NA
2000-06-08,G5.11,NA,NA
2000-06-08,G5.12,NA,NA
2000-06-08,A4.13,19.42,0.34
2000-06-08,A4.14,20.5,0.35
2000-06-08,A5.15,17.86,0.32
2000-06-08,A5.16,15.66,0.29
2000-06-08,B5.17,15.25,0.28
2000-06-08,B5.18,15.22,0.28
2000-06-08,X5.19,16.26,0.29
2000-06-08,X5.20,NA,NA
2000-06-08,X6.21,10.62,0.2
2000-06-08,X6.22,15.72,0.29
2000-06-08,X2.23,13.3,0.25
2000-06-08,X2.24,NA,NA
2000-06-08,X4.25,21.2,0.36
2000-06-08,X4.26,17.35,0.31
2000-06-08,X1.27,38.5,0.5
2000-06-08,X1.28,41.38,0.52
2000-06-08,X3.29,20.24,0.35
2000-06-08,X3.30,NA,NA
2000-06-16,B3.1,NA,NA
2000-06-16,B3.2,NA,NA
2000-06-16,B4.3,NA,NA
2000-06-16,B4.4,NA,NA
2000-06-16,C3.5,NA,NA
2000-06-16,C3.6,NA,NA
2000-06-16,D5.7,NA,NA
2000-06-16,D5.8,NA,NA
2000-06-16,E3.9,NA,NA
2000-06-16,E3.10,NA,NA
2000-06-16,G5.11,NA,NA
2000-06-16,G5.12,NA,NA
2000-06-16,A4.13,16.87,0.3
2000-06-16,A4.14,19.02,0.33
2000-06-16,A5.15,12.92,0.24
2000-06-16,A5.16,13.79,0.26
2000-06-16,B5.17,12.37,0.23
2000-06-16,B5.18,11.87,0.22
2000-06-16,X5.19,14.27,0.26
2000-06-16,X5.20,NA,NA
2000-06-16,X6.21,10.01,0.19
2000-06-16,X6.22,13.86,0.26
2000-06-16,X2.23,11.96,0.22
2000-06-16,X2.24,NA,NA
2000-06-16,X4.25,19.41,0.34
2000-06-16,X4.26,16.12,0.29
2000-06-16,X1.27,29.97,0.44
2000-06-16,X1.28,27.57,0.42
2000-06-16,X3.29,19.16,0.33
2000-06-16,X3.30,NA,NA
2000-06-23,B3.1,NA,NA
2000-06-23,B3.2,NA,NA
2000-06-23,B4.3,NA,NA
2000-06-23,B4.4,NA,NA
2000-06-23,C3.5,NA,NA
2000-06-23,C3.6,NA,NA
2000-06-23,D5.7,NA,NA
2000-06-23,D5.8,NA,NA
2000-06-23,E3.9,NA,NA
2000-06-23,E3.10,NA,NA
2000-06-23,G5.11,NA,NA
2000-06-23,G5.12,NA,NA
2000-06-23,A4.13,15.16,0.28
2000-06-23,A4.14,17.34,0.31
2000-06-23,A5.15,11.21,0.21
2000-06-23,A5.16,12.45,0.23
2000-06-23,B5.17,11.37,0.21
2000-06-23,B5.18,NA,NA
2000-06-23,X5.19,12.93,0.24
2000-06-23,X5.20,NA,NA
2000-06-23,X6.21,9.12,0.17
2000-06-23,X6.22,12.32,0.23
2000-06-23,X2.23,NA,NA
2000-06-23,X2.24,10.71,0.2
2000-06-23,X4.25,17.44,0.31
2000-06-23,X4.26,14.98,0.28
2000-06-23,X1.27,26.48,0.41
2000-06-23,X1.28,20.91,0.36
2000-06-23,X3.29,17.65,0.31
2000-06-23,X3.30,12.63,0.24
2000-06-26,B3.1,32.64,0.46
2000-06-26,B3.2,34.29,0.47
2000-06-26,B4.3,23.85,0.39
2000-06-26,B4.4,14.68,0.27
2000-06-26,C3.5,33.83,0.47
2000-06-26,C3.6,33.05,0.47
2000-06-26,D5.7,15.69,0.29
2000-06-26,D5.8,19.34,0.34
2000-06-26,E3.9,23.66,0.39
2000-06-26,E3.10,21.07,0.36
2000-06-26,G5.11,17.34,0.31
2000-06-26,G5.12,14.79,0.27
2000-06-26,A4.13,NA,NA
2000-06-26,A4.14,NA,NA
2000-06-26,A5.15,NA,NA
2000-06-26,A5.16,NA,NA
2000-06-26,B5.17,NA,NA
2000-06-26,B5.18,NA,NA
2000-06-26,X5.19,NA,NA
2000-06-26,X5.20,NA,NA
2000-06-26,X6.21,NA,NA
2000-06-26,X6.22,NA,NA
2000-06-26,X2.23,NA,NA
2000-06-26,X2.24,NA,NA
2000-06-26,X4.25,NA,NA
2000-06-26,X4.26,NA,NA
2000-06-26,X1.27,NA,NA
2000-06-26,X1.28,NA,NA
2000-06-26,X3.29,NA,NA
2000-06-26,X3.30,NA,NA
2000-07-06,B3.1,NA,NA
2000-07-06,B3.2,NA,NA
2000-07-06,B4.3,NA,NA
2000-07-06,B4.4,NA,NA
2000-07-06,C3.5,NA,NA
2000-07-06,C3.6,NA,NA
2000-07-06,D5.7,NA,NA
2000-07-06,D5.8,NA,NA
2000-07-06,E3.9,NA,NA
2000-07-06,E3.10,NA,NA
2000-07-06,G5.11,NA,NA
2000-07-06,G5.12,NA,NA
2000-07-06,A4.13,9.77,0.18
2000-07-06,A4.14,13.74,0.26
2000-07-06,A5.15,8.32,0.15
2000-07-06,A5.16,9.17,0.17
2000-07-06,B5.17,9.47,0.18
2000-07-06,B5.18,6.93,0.12
2000-07-06,X5.19,8.84,0.17
2000-07-06,X5.20,NA,NA
2000-07-06,X6.21,6.67,0.12
2000-07-06,X6.22,9.11,0.17
2000-07-06,X2.23,8.42,0.16
2000-07-06,X2.24,9.07,0.17
2000-07-06,X4.25,13.69,0.25
2000-07-06,X4.26,11.59,0.22
2000-07-06,X1.27,20.61,0.35
2000-07-06,X1.28,13.57,0.25
2000-07-06,X3.29,14.42,0.27
2000-07-06,X3.30,11.83,0.22
2000-07-14,B3.1,NA,NA
2000-07-14,B3.2,NA,NA
2000-07-14,B4.3,NA,NA
2000-07-14,B4.4,NA,NA
2000-07-14,C3.5,NA,NA
2000-07-14,C3.6,NA,NA
2000-07-14,D5.7,NA,NA
2000-07-14,D5.8,NA,NA
2000-07-14,E3.9,NA,NA
2000-07-14,E3.10,NA,NA
2000-07-14,G5.11,NA,NA
2000-07-14,G5.12,NA,NA
2000-07-14,A4.13,6.56,0.12
2000-07-14,A4.14,10.9,0.21
2000-07-14,A5.15,5.62,0.09
2000-07-14,A5.16,5.99,0.1
2000-07-14,B5.17,7.87,0.14
2000-07-14,B5.18,4.9,0.08
2000-07-14,X5.19,5.61,0.09
2000-07-14,X5.20,7.77,0.14
2000-07-14,X6.21,4.98,0.08
2000-07-14,X6.22,5.77,0.1
2000-07-14,X2.23,5.74,0.1
2000-07-14,X2.24,6.04,0.1
2000-07-14,X4.25,9.87,0.19
2000-07-14,X4.26,8.69,0.16
2000-07-14,X1.27,17.56,0.31
2000-07-14,X1.28,10.97,0.21
2000-07-14,X3.29,12.42,0.23
2000-07-14,X3.30,9.86,0.19
2000-07-25,B3.1,29.16,0.44
2000-07-25,B3.2,28.21,0.43
2000-07-25,B4.3,16.02,0.29
2000-07-25,B4.4,10.37,0.2
2000-07-25,C3.5,30.68,0.45
2000-07-25,C3.6,30.2,0.45
2000-07-25,D5.7,12.81,0.24
2000-07-25,D5.8,17.04,0.31
2000-07-25,E3.9,19.3,0.34
2000-07-25,E3.10,18.4,0.32
2000-07-25,G5.11,11.26,0.21
2000-07-25,G5.12,9.51,0.18
2000-07-25,A4.13,NA,NA
2000-07-25,A4.14,NA,NA
2000-07-25,A5.15,NA,NA
2000-07-25,A5.16,NA,NA
2000-07-25,B5.17,NA,NA
2000-07-25,B5.18,NA,NA
2000-07-25,X5.19,NA,NA
2000-07-25,X5.20,NA,NA
2000-07-25,X6.21,NA,NA
2000-07-25,X6.22,NA,NA
2000-07-25,X2.23,NA,NA
2000-07-25,X2.24,NA,NA
2000-07-25,X4.25,NA,NA
2000-07-25,X4.26,NA,NA
2000-07-25,X1.27,NA,NA
2000-07-25,X1.28,NA,NA
2000-07-25,X3.29,NA,NA
2000-07-25,X3.30,NA,NA
2000-08-04,B3.1,NA,NA
2000-08-04,B3.2,NA,NA
2000-08-04,B4.3,NA,NA
2000-08-04,B4.4,NA,NA
2000-08-04,C3.5,NA,NA
2000-08-04,C3.6,NA,NA
2000-08-04,D5.7,16.77,0.3
2000-08-04,D5.8,21.28,0.36
2000-08-04,E3.9,NA,NA
2000-08-04,E3.10,NA,NA
2000-08-04,G5.11,19.03,0.33
2000-08-04,G5.12,16.48,0.3
2000-08-04,A4.13,18.74,0.33
2000-08-04,A4.14,16.56,0.3
2000-08-04,A5.15,14.35,0.27
2000-08-04,A5.16,14.7,0.27
2000-08-04,B5.17,12.73,0.24
2000-08-04,B5.18,13.29,0.25
2000-08-04,X5.19,15.56,0.28
2000-08-04,X5.20,15.35,0.28
2000-08-04,X6.21,11.61,0.22
2000-08-04,X6.22,16.61,0.3
2000-08-04,X2.23,13.31,0.25
2000-08-04,X2.24,16.18,0.29
2000-08-04,X4.25,19.15,0.33
2000-08-04,X4.26,17.1,0.31
2000-08-04,X1.27,21.93,0.37
2000-08-04,X1.28,15.6,0.29
2000-08-04,X3.29,20.24,0.35
2000-08-04,X3.30,15.82,0.29
2000-08-08,B3.1,NA,NA
2000-08-08,B3.2,NA,NA
2000-08-08,B4.3,21.06,0.36
2000-08-08,B4.4,13.3,0.25
2000-08-08,C3.5,NA,NA
2000-08-08,C3.6,NA,NA
2000-08-08,D5.7,NA,NA
2000-08-08,D5.8,NA,NA
2000-08-08,E3.9,25.12,0.4
2000-08-08,E3.10,21.33,0.36
2000-08-08,G5.11,NA,NA
2000-08-08,G5.12,NA,NA
2000-08-08,A4.13,NA,NA
2000-08-08,A4.14,NA,NA
2000-08-08,A5.15,NA,NA
2000-08-08,A5.16,NA,NA
2000-08-08,B5.17,NA,NA
2000-08-08,B5.18,NA,NA
2000-08-08,X5.19,NA,NA
2000-08-08,X5.20,NA,NA
2000-08-08,X6.21,NA,NA
2000-08-08,X6.22,NA,NA
2000-08-08,X2.23,NA,NA
2000-08-08,X2.24,NA,NA
2000-08-08,X4.25,NA,NA
2000-08-08,X4.26,NA,NA
2000-08-08,X1.27,NA,NA
2000-08-08,X1.28,NA,NA
2000-08-08,X3.29,NA,NA
2000-08-08,X3.30,NA,NA
2000-08-10,B3.1,NA,NA
2000-08-10,B3.2,NA,NA
2000-08-10,B4.3,NA,NA
2000-08-10,B4.4,NA,NA
2000-08-10,C3.5,NA,NA
2000-08-10,C3.6,NA,NA
2000-08-10,D5.7,NA,NA
2000-08-10,D5.8,NA,NA
2000-08-10,E3.9,NA,NA
2000-08-10,E3.10,NA,NA
2000-08-10,G5.11,NA,NA
2000-08-10,G5.12,NA,NA
2000-08-10,A4.13,14.82,0.27
2000-08-10,A4.14,13.25,0.25
2000-08-10,A5.15,11.35,0.21
2000-08-10,A5.16,12.58,0.24
2000-08-10,B5.17,11.17,0.21
2000-08-10,B5.18,10.12,0.19
2000-08-10,X5.19,11.93,0.22
2000-08-10,X5.20,13.16,0.25
2000-08-10,X6.21,9.58,0.18
2000-08-10,X6.22,12.43,0.23
2000-08-10,X2.23,11.26,0.21
2000-08-10,X2.24,13.46,0.25
2000-08-10,X4.25,16.32,0.3
2000-08-10,X4.26,14.59,0.27
2000-08-10,X1.27,19.56,0.34
2000-08-10,X1.28,13.64,0.25
2000-08-10,X3.29,17.71,0.32
2000-08-10,X3.30,14.06,0.26
2000-08-21,B3.1,NA,NA
2000-08-21,B3.2,NA,NA
2000-08-21,B4.3,NA,NA
2000-08-21,B4.4,NA,NA
2000-08-21,C3.5,NA,NA
2000-08-21,C3.6,NA,NA
2000-08-21,D5.7,NA,NA
2000-08-21,D5.8,NA,NA
2000-08-21,E3.9,NA,NA
2000-08-21,E3.10,NA,NA
2000-08-21,G5.11,NA,NA
2000-08-21,G5.12,NA,NA
2000-08-21,A4.13,12.92,0.24
2000-08-21,A4.14,12.17,0.23
2000-08-21,A5.15,10.34,0.19
2000-08-21,A5.16,11.27,0.21
2000-08-21,B5.17,10.76,0.2
2000-08-21,B5.18,9.56,0.18
2000-08-21,X5.19,11.3,0.21
2000-08-21,X5.20,12.35,0.23
2000-08-21,X6.21,9.08,0.17
2000-08-21,X6.22,12.16,0.23
2000-08-21,X2.23,10.91,0.21
2000-08-21,X2.24,11.35,0.21
2000-08-21,X4.25,15.58,0.28
2000-08-21,X4.26,13.64,0.25
2000-08-21,X1.27,18.52,0.33
2000-08-21,X1.28,12.19,0.23
2000-08-21,X3.29,17.36,0.31
2000-08-21,X3.30,13.52,0.25
2000-08-23,B3.1,NA,NA
2000-08-23,B3.2,NA,NA
2000-08-23,B4.3,NA,NA
2000-08-23,B4.4,NA,NA
2000-08-23,C3.5,NA,NA
2000-08-23,C3.6,NA,NA
2000-08-23,D5.7,NA,NA
2000-08-23,D5.8,NA,NA
2000-08-23,E3.9,NA,NA
2000-08-23,E3.10,NA,NA
2000-08-23,G5.11,NA,NA
2000-08-23,G5.12,NA,NA
2000-08-23,A4.13,12.12,0.23
2000-08-23,A4.14,11.94,0.22
2000-08-23,A5.15,10.05,0.19
2000-08-23,A5.16,10.86,0.2
2000-08-23,B5.17,10.53,0.2
2000-08-23,B5.18,9.2,0.17
2000-08-23,X5.19,10.91,0.21
2000-08-23,X5.20,11.6,0.22
2000-08-23,X6.21,8.47,0.16
2000-08-23,X6.22,11.63,0.22
2000-08-23,X2.23,10.85,0.2
2000-08-23,X2.24,10.85,0.2
2000-08-23,X4.25,14.81,0.27
2000-08-23,X4.26,13.06,0.24
2000-08-23,X1.27,17.77,0.32
2000-08-23,X1.28,11.24,0.21
2000-08-23,X3.29,16.37,0.3
2000-08-23,X3.30,12.76,0.24
2000-08-29,B3.1,NA,NA
2000-08-29,B3.2,NA,NA
2000-08-29,B4.3,NA,NA
2000-08-29,B4.4,NA,NA
2000-08-29,C3.5,NA,NA
2000-08-29,C3.6,NA,NA
2000-08-29,D5.7,NA,NA
2000-08-29,D5.8,NA,NA
2000-08-29,E3.9,NA,NA
2000-08-29,E3.10,NA,NA
2000-08-29,G5.11,NA,NA
2000-08-29,G5.12,NA,NA
2000-08-29,A4.13,10.6,0.2
2000-08-29,A4.14,10.96,0.21
2000-08-29,A5.15,9.43,0.18
2000-08-29,A5.16,10.06,0.19
2000-08-29,B5.17,9.83,0.19
2000-08-29,B5.18,7.92,0.15
2000-08-29,X5.19,9.33,0.17
2000-08-29,X5.20,10.72,0.2
2000-08-29,X6.21,7.85,0.14
2000-08-29,X6.22,10.83,0.2
2000-08-29,X2.23,10.25,0.19
2000-08-29,X2.24,10.1,0.19
2000-08-29,X4.25,13.46,0.25
2000-08-29,X4.26,12.37,0.23
2000-08-29,X1.27,16.77,0.3
2000-08-29,X1.28,10.79,0.2
2000-08-29,X3.29,15.33,0.28
2000-08-29,X3.30,12.14,0.23
2000-09-06,B3.1,NA,NA
2000-09-06,B3.2,NA,NA
2000-09-06,B4.3,NA,NA
2000-09-06,B4.4,NA,NA
2000-09-06,C3.5,NA,NA
2000-09-06,C3.6,NA,NA
2000-09-06,D5.7,NA,NA
2000-09-06,D5.8,NA,NA
2000-09-06,E3.9,NA,NA
2000-09-06,E3.10,NA,NA
2000-09-06,G5.11,NA,NA
2000-09-06,G5.12,NA,NA
2000-09-06,A4.13,11.21,0.21
2000-09-06,A4.14,11.34,0.21
2000-09-06,A5.15,NA,NA
2000-09-06,A5.16,10.33,0.19
2000-09-06,B5.17,9.77,0.18
2000-09-06,B5.18,7.56,0.14
2000-09-06,X5.19,8.68,0.16
2000-09-06,X5.20,11.11,0.21
2000-09-06,X6.21,7.77,0.14
2000-09-06,X6.22,11.54,0.22
2000-09-06,X2.23,10.33,0.19
2000-09-06,X2.24,10.8,0.2
2000-09-06,X4.25,13.35,0.25
2000-09-06,X4.26,12.48,0.23
2000-09-06,X1.27,16.74,0.3
2000-09-06,X1.28,11.01,0.21
2000-09-06,X3.29,15.42,0.28
2000-09-06,X3.30,12.64,0.24
2000-09-14,B3.1,NA,NA
2000-09-14,B3.2,NA,NA
2000-09-14,B4.3,NA,NA
2000-09-14,B4.4,NA,NA
2000-09-14,C3.5,NA,NA
2000-09-14,C3.6,NA,NA
2000-09-14,D5.7,NA,NA
2000-09-14,D5.8,NA,NA
2000-09-14,E3.9,NA,NA
2000-09-14,E3.10,NA,NA
2000-09-14,G5.11,NA,NA
2000-09-14,G5.12,NA,NA
2000-09-14,A4.13,15.91,0.29
2000-09-14,A4.14,13.5,0.25
2000-09-14,A5.15,13.24,0.25
2000-09-14,A5.16,11.24,0.21
2000-09-14,B5.17,10.78,0.2
2000-09-14,B5.18,9.82,0.18
2000-09-14,X5.19,10.87,0.2
2000-09-14,X5.20,12.97,0.24
2000-09-14,X6.21,9.56,0.18
2000-09-14,X6.22,13.19,0.25
2000-09-14,X2.23,11.21,0.21
2000-09-14,X2.24,12.93,0.24
2000-09-14,X4.25,15.95,0.29
2000-09-14,X4.26,14.52,0.27
2000-09-14,X1.27,18.36,0.32
2000-09-14,X1.28,11.77,0.22
2000-09-14,X3.29,16.79,0.3
2000-09-14,X3.30,14,0.26
2000-09-20,B3.1,NA,NA
2000-09-20,B3.2,NA,NA
2000-09-20,B4.3,NA,NA
2000-09-20,B4.4,NA,NA
2000-09-20,C3.5,NA,NA
2000-09-20,C3.6,NA,NA
2000-09-20,D5.7,NA,NA
2000-09-20,D5.8,NA,NA
2000-09-20,E3.9,NA,NA
2000-09-20,E3.10,NA,NA
2000-09-20,G5.11,NA,NA
2000-09-20,G5.12,NA,NA
2000-09-20,A4.13,16.63,0.3
2000-09-20,A4.14,14.48,0.27
2000-09-20,A5.15,18.74,0.33
2000-09-20,A5.16,13.47,0.25
2000-09-20,B5.17,11.43,0.22
2000-09-20,B5.18,11.19,0.21
2000-09-20,X5.19,12.05,0.23
2000-09-20,X5.20,14.21,0.26
2000-09-20,X6.21,10.41,0.2
2000-09-20,X6.22,16.43,0.3
2000-09-20,X2.23,12.36,0.23
2000-09-20,X2.24,15.42,0.28
2000-09-20,X4.25,17.96,0.32
2000-09-20,X4.26,16.16,0.29
2000-09-20,X1.27,19.65,0.34
2000-09-20,X1.28,12.68,0.24
2000-09-20,X3.29,19.63,0.34
2000-09-20,X3.30,NA,NA
2000-09-27,B3.1,NA,NA
2000-09-27,B3.2,NA,NA
2000-09-27,B4.3,NA,NA
2000-09-27,B4.4,NA,NA
2000-09-27,C3.5,NA,NA
2000-09-27,C3.6,NA,NA
2000-09-27,D5.7,NA,NA
2000-09-27,D5.8,NA,NA
2000-09-27,E3.9,NA,NA
2000-09-27,E3.10,NA,NA
2000-09-27,G5.11,NA,NA
2000-09-27,G5.12,NA,NA
2000-09-27,A4.13,15.15,0.28
2000-09-27,A4.14,13.27,0.25
2000-09-27,A5.15,15.34,0.28
2000-09-27,A5.16,12.46,0.23
2000-09-27,B5.17,10.85,0.2
2000-09-27,B5.18,9.97,0.19
2000-09-27,X5.19,10.89,0.21
2000-09-27,X5.20,13.1,0.24
2000-09-27,X6.21,9.87,0.19
2000-09-27,X6.22,13.67,0.25
2000-09-27,X2.23,12.04,0.23
2000-09-27,X2.24,13.72,0.26
2000-09-27,X4.25,17.08,0.31
2000-09-27,X4.26,14.95,0.27
2000-09-27,X1.27,18.23,0.32
2000-09-27,X1.28,11.95,0.22
2000-09-27,X3.29,18.28,0.32
2000-09-27,X3.30,NA,NA
2000-10-03,B3.1,NA,NA
2000-10-03,B3.2,NA,NA
2000-10-03,B4.3,NA,NA
2000-10-03,B4.4,NA,NA
2000-10-03,C3.5,NA,NA
2000-10-03,C3.6,NA,NA
2000-10-03,D5.7,NA,NA
2000-10-03,D5.8,NA,NA
2000-10-03,E3.9,NA,NA
2000-10-03,E3.10,NA,NA
2000-10-03,G5.11,NA,NA
2000-10-03,G5.12,NA,NA
2000-10-03,A4.13,12.65,0.24
2000-10-03,A4.14,11.43,0.22
2000-10-03,A5.15,13.13,0.25
