plot,year,species,clump,origin,browse,stem,height,stem.id,dbh,comments
55,1993,LO,1,SP,0,2,1,NA,NA,NA
55,1993,LO,2,SP,0,2,1,NA,NA,NA
55,1993,LO,3,SP,0,2,1,NA,NA,NA
55,1993,LO,4,SP,0,2,1,NA,NA,NA
55,1993,LO,5,SP,0,2,1,NA,NA,NA
55,1993,LO,6,SP,0,3,1,NA,NA,NA
55,1993,LO,7,SP,0,3,2,NA,NA,NA
55,1993,LO,8,SP,0,4,1,NA,NA,NA
55,1993,LO,9,SP,0,2,1,NA,NA,NA
55,1993,LO,9,SP,0,1,2,NA,NA,NA
61,1993,ACRU,1,SP,0,2,3,NA,NA,ONE DEAD SPROUT
61,1993,ILVE,2,SP,0,5,3,NA,NA,NA
61,1993,ACRU,3,SP,0,3,3,NA,NA,NA
61,1993,ACRU,3,SP,0,1,2,NA,NA,NA
61,1993,NEMU,4,SP,0,2,2,NA,NA,NA
61,1993,PRSE,5,SE,0,1,1,NA,NA,NA
61,1993,ACRU,6,SP,0,1,3,NA,NA,NA
61,1993,ACRU,7,SP,0,4,3,NA,NA,NA
61,1993,ACRU,7,SP,0,1,4,NA,NA,NA
61,1993,ACRU,8,SP,0,3,3,NA,NA,NA
61,1993,BEPA,9,SP,0,3,5,NA,NA,NA
61,1993,BEPA,9,SP,0,1,2,NA,NA,NA
61,1993,FRAM,10,SE,0,1,1,NA,NA,NA
62,1993,VICA,1,SP,0,3,3,NA,NA,NA
62,1993,VICA,2,SP,0,2,3,NA,NA,NA
62,1993,PRSE,3,SP,0,2,3,NA,NA,NA
62,1993,PRSE,4,SP,0,2,3,NA,NA,NA
62,1993,PRSE,5,SP,0,2,3,NA,NA,NA
62,1993,PRSE,5,SP,0,1,2,NA,NA,NA
63,1993,ILVE,1,SP,0,9,3,NA,NA,NA
63,1993,ACRU,2,SE,0,1,1,NA,NA,NA
63,1993,ILVE,3,SP,0,3,3,NA,NA,NA
63,1993,ILVE,3,SP,0,1,1,NA,NA,NA
63,1993,FRAM,4,SP,0,2,4,NA,NA,NA
63,1993,ACRU,5,SP,0,1,4,NA,NA,NA
63,1993,ACRU,5,SP,0,2,3,NA,NA,NA
63,1993,ILVE,6,SP,0,2,3,NA,NA,NA
63,1993,ACRU,7,SP,0,1,5,NA,NA,NA
63,1993,ACRU,7,SP,0,3,4,NA,NA,NA
63,1993,PRPE,8,SP,0,3,6,NA,NA,NA
63,1993,PRPE,8,SP,2,1,5,NA,NA,NA
64,1993,FRAM,1,SP,2,1,2,NA,NA,BROWSE--SHREDDED ON 3 OF 3
64,1993,FRAM,1,SP,2,1,5,NA,NA,BROWSE--SHREDDED ON 3 OF 3
64,1993,FRAM,1,SP,2,1,4,NA,NA,BROWSE--SHREDDED ON 3 OF 3
64,1993,LO,2,SP,0,1,3,NA,NA,NA
64,1993,ACRU,3,SP,0,3,4,NA,NA,NA
64,1993,ACRU,3,SP,0,3,3,NA,NA,NA
64,1993,ACRU,3,SP,0,1,1,NA,NA,NA
64,1993,PRSE,4,SP,0,2,4,NA,NA,NA
64,1993,PRSE,4,SP,0,2,5,NA,NA,NA
64,1993,PRSE,4,SP,0,1,3,NA,NA,NA
64,1993,PRSE,4,SP,0,4,3,NA,NA,6 SMALLER DEAD SPROUTS
64,1993,ACRU,5,SP,0,1,5,NA,NA,NA
64,1993,ACRU,5,SP,0,2,4,NA,NA,NA
64,1993,ACRU,5,SP,0,1,3,NA,NA,NA
64,1993,ACRU,5,SP,0,2,1,NA,NA,NA
65,1993,FRAM,1,SE,0,1,1,NA,NA,NA
65,1993,FRAM,2,SP,2,1,2,NA,NA,BROWSED RECENTLY AND OLD BROWSE
71,1993,FRAM,1,SP,0,1,4,NA,NA,ONE DEAD S
71,1993,FRAM,1,SP,0,1,6,NA,NA,NA
71,1993,FRAM,1,SP,0,2,5,NA,NA,NA
71,1993,FRAM,1,SP,0,1,3,NA,NA,NA
71,1993,FRAM,2,SE,2,1,2,NA,NA,NA
71,1993,PRSE,3,SP,0,1,3,NA,NA,3 SMALL DEAD SPROUTS
71,1993,PRSE,3,SP,0,1,5,NA,NA,3 SMALL DEAD SPROUTS
71,1993,PRSE,3,SP,0,1,6,NA,NA,3 SMALL DEAD SPROUTS
71,1993,PRSE,3,SP,0,1,4,NA,NA,3 SMALL DEAD SPROUTS
71,1993,PRSE,3,SP,0,1,2,NA,NA,3 SMALL DEAD SPROUTS
71,1993,PRSE,4,SE,0,1,2,NA,NA,NA
71,1993,PRSE,5,SE,0,1,1,NA,NA,NA
72,1993,FRAM,1,SP,0,2,6,NA,NA,NA
72,1993,FRAM,1,SP,0,3,5,NA,NA,NA
72,1993,LO,2,SP,0,4,2,NA,NA,ONE DEAD SPROUT
72,1993,LO,2,SP,0,1,3,NA,NA,ONE DEAD SPROUT
72,1993,FRAM,3,SP,2,2,3,NA,NA,NA
72,1993,FRAM,3,SP,2,2,5,NA,NA,NA
72,1993,COAL,4,SP,0,1,3,NA,NA,NA
72,1993,COAL,4,SP,0,1,2,NA,NA,NA
73,1993,FRAM,1,SE,0,1,2,NA,NA,NA
73,1993,PRPE,2,SP,0,2,5,NA,NA,NA
73,1993,FRAM,3,SE,2,1,3,NA,NA,CHOMPED
73,1993,PRPE,4,SE,0,1,4,NA,NA,NA
73,1993,FRAM,5,SE,0,1,2,NA,NA,NA
73,1993,PRSE,6,SP,0,2,5,NA,NA,NA
73,1993,PRSE,6,SP,0,1,3,NA,NA,NA
73,1993,PRPE,7,SP,0,1,6,NA,NA,NA
73,1993,FRAM,8,SP,0,2,6,NA,NA,NA
73,1993,FRAM,8,SP,0,1,5,NA,NA,NA
73,1993,FRAM,8,SP,0,2,4,NA,NA,NA
73,1993,FRAM,8,SP,0,1,3,NA,NA,NA
73,1993,FRAM,9,SP,0,1,4,NA,NA,NA
73,1993,FRAM,9,SP,0,1,3,NA,NA,NA
74,1993,FRAM,1,SP,2,1,5,NA,NA,SHREDDED
74,1993,FRAM,1,SP,2,1,2,NA,NA,SHREDDED
74,1993,FRAM,2,SP,0,1,2,NA,NA,NA
74,1993,FRAM,3,SP,2,1,2,NA,NA,NA
74,1993,ACRU,4,SP,0,2,2,NA,NA,NA
74,1993,FRAM,5,SP,0,1,2,NA,NA,NA
75,1993,ACSA,1,SP,0,1,3,NA,NA,ONE DEAD SPROUT
75,1993,ACSA,1,SP,0,3,4,NA,NA,ONE DEAD SPROUT
75,1993,FRAM,2,SP,0,1,3,NA,NA,NA
75,1993,FRAM,2,SP,0,1,1,NA,NA,NA
75,1993,FRAM,3,SE,0,1,1,NA,NA,NA
75,1993,FRAM,4,SE,0,1,1,NA,NA,NA
75,1993,FRAM,5,SE,0,1,1,NA,NA,NA
75,1993,ACRU,6,SP,0,1,4,NA,NA,NA
75,1993,ACRU,6,SP,0,1,3,NA,NA,NA
81,1993,LO,1,SP,0,5,3,NA,NA,ONE DEAD SPROUT
81,1993,LO,1,SP,0,2,2,NA,NA,ONE DEAD SPROUT
81,1993,LO,1,SP,0,1,1,NA,NA,ONE DEAD SPROUT
81,1993,LO,1,SP,0,1,4,NA,NA,ONE DEAD SPROUT
81,1993,LO,2,SE,0,1,1,NA,NA,NA
81,1993,LO,3,SP,0,5,3,NA,NA,NA
81,1993,LO,4,SP,0,2,3,NA,NA,NA
81,1993,LO,5,SP,0,3,2,NA,NA,NA
81,1993,LO,6,SP,0,8,3,NA,NA,NA
81,1993,LO,6,SP,0,1,2,NA,NA,NA
81,1993,LO,6,SP,0,2,4,NA,NA,NA
81,1993,LO,7,SP,0,3,3,NA,NA,NA
81,1993,LO,7,SP,0,3,2,NA,NA,NA
81,1993,LO,8,SP,0,5,2,NA,NA,NA
81,1993,LO,8,SP,0,1,3,NA,NA,NA
81,1993,LO,9,SP,0,1,2,NA,NA,NA
81,1993,FRAM,10,SP,0,1,5,NA,NA,NA
81,1993,FRAM,10,SP,0,1,3,NA,NA,NA
81,1993,FRAM,10,SP,0,1,4,NA,NA,NA
82,1993,LO,1,SP,0,2,1,NA,NA,NA
82,1993,LO,2,SP,0,1,1,NA,NA,NA
82,1993,LO,2,SP,0,1,2,NA,NA,NA
82,1993,LO,3,SP,0,2,1,NA,NA,NA
82,1993,LO,3,SP,0,5,3,NA,NA,NA
82,1993,LO,3,SP,0,3,2,NA,NA,NA
82,1993,LO,4,SP,0,4,1,NA,NA,NA
82,1993,LO,4,SP,0,1,2,NA,NA,NA
82,1993,LO,5,SP,0,2,3,NA,NA,NA
82,1993,LO,5,SP,0,2,2,NA,NA,NA
82,1993,LO,6,SP,0,1,3,NA,NA,NA
82,1993,LO,6,SP,0,2,1,NA,NA,NA
82,1993,LO,7,SP,0,2,3,NA,NA,NA
82,1993,LO,7,SP,0,1,2,NA,NA,NA
82,1993,FRAM,8,SE,0,1,3,NA,NA,NA
82,1993,FRAM,9,SE,0,1,3,NA,NA,NA
82,1993,LO,10,SP,0,1,1,NA,NA,NA
82,1993,LO,10,SP,0,1,2,NA,NA,NA
82,1993,LO,11,SP,0,2,1,NA,NA,NA
82,1993,LO,11,SP,0,1,2,NA,NA,NA
82,1993,PRSE,12,SE,0,1,3,NA,NA,NA
83,1993,VIDE,1,SP,0,1,2,NA,NA,NA
83,1993,VIDE,2,SP,2,3,2,NA,NA,NA
83,1993,FRAM,3,SP,2,1,3,NA,NA,BROWSE BELOW 1 M
83,1993,VIDE,4,SP,2,3,2,NA,NA,MODERATELY BROWSED
83,1993,VIDE,5,SP,1,1,2,NA,NA,NA
83,1993,VIDE,6,SP,0,2,2,NA,NA,NA
83,1993,VIDE,7,SP,2,1,2,NA,NA,MODERATE BROWSE
83,1993,FRAM,8,SP,1,1,2,NA,NA,NA
83,1993,FRAM,9,SP,2,3,2,NA,NA,NA
83,1993,ACRU,10,SE,1,1,2,NA,NA,NA
83,1993,FRAM,11,SP,0,1,4,NA,NA,NA
83,1993,FRAM,11,SP,0,2,3,NA,NA,NA
83,1993,LO,12,SP,0,17,3,NA,NA,NA
83,1993,LO,12,SP,0,1,2,NA,NA,NA
84,1993,ACRU,1,SP,0,3,4,NA,NA,NA
84,1993,ACRU,1,SP,0,1,3,NA,NA,NA
84,1993,FRAM,2,SE,0,1,3,NA,NA,NA
84,1993,FRAM,3,SE,0,1,4,NA,NA,NA
85,1993,ACSA,1,SP,0,4,3,NA,NA,NA
85,1993,ACSA,1,SP,0,2,5,NA,NA,NA
85,1993,ACSA,1,SP,0,2,4,NA,NA,NA
85,1993,ACSA,1,SP,0,1,2,NA,NA,NA
85,1993,ACSA,1,SP,0,2,6,NA,NA,NA
85,1993,LO,2,SP,0,1,2,NA,NA,NA
85,1993,LO,3,SP,0,1,3,NA,NA,NA
85,1993,ACRU,4,SP,0,2,5,NA,NA,NA
85,1993,LO,5,SP,0,3,3,NA,NA,NA
85,1993,LO,6,SP,0,1,1,NA,NA,NA
85,1993,FRAM,7,SE,0,1,1,NA,NA,NA
85,1993,ACRU,8,SE,0,1,3,NA,NA,NA
91,1993,NEMU,1,SP,0,5,3,NA,NA,NA
91,1993,FRAM,2,SE,0,1,3,NA,NA,NA
92,1993,NEMU,1,SP,0,1,1,NA,NA,NA
92,1993,NEMU,1,SP,0,5,2,NA,NA,NA
92,1993,FRAM,2,SP,0,1,1,NA,NA,NA
92,1993,FRAM,3,SP,2,2,2,NA,NA,MODERATE BROWSE
92,1993,FRAM,3,SP,2,2,3,NA,NA,NA
92,1993,FRAM,3,SP,2,1,1,NA,NA,NA
92,1993,FRAM,4,SE,0,1,3,NA,NA,NA
92,1993,FRAM,5,SP,0,1,3,NA,NA,NA
92,1993,FRAM,5,SP,0,1,2,NA,NA,NA
93,1993,QURU,1,SE,0,1,1,NA,NA,NA
93,1993,LO,2,SP,0,1,2,NA,NA,NA
93,1993,ILVE,3,SP,0,1,2,NA,NA,NA
93,1993,PRSE,4,SP,0,1,4,NA,NA,NA
93,1993,FRAM,5,SP,0,1,2,NA,NA,NA
93,1993,FRAM,6,SP,0,1,2,NA,NA,NA
94,1993,FRAM,1,SP,0,1,3,NA,NA,NA
94,1993,FRAM,1,SP,0,1,4,NA,NA,NA
94,1993,NEMU,2,SE,0,1,2,NA,NA,NA
94,1993,QURU,3,SE,0,1,1,NA,NA,NA
94,1993,NEMU,4,SE,2,1,2,NA,NA,MODERATELY BROWSED
94,1993,NEMU,5,SE,0,1,2,NA,NA,NA
94,1993,FRAM,6,SP,0,1,3,NA,NA,NA
94,1993,FRAM,6,SP,0,2,5,NA,NA,NA
94,1993,ACRU,7,SP,0,2,3,NA,NA,NA
95,1993,ACRU,1,SE,0,1,3,NA,NA,NA
95,1993,PRSE,2,SE,0,1,3,NA,NA,NA
95,1993,PRSE,3,SP,0,1,5,NA,NA,NA
95,1993,PRSE,4,SP,0,1,5,NA,NA,NA
95,1993,PRSE,5,SP,0,1,4,NA,NA,NA
101,1993,FRAM,1,SP,0,1,5,NA,NA,NA
101,1993,FRAM,1,SP,0,1,4,NA,NA,NA
101,1993,PRSE,2,SP,0,4,4,NA,NA,NA
101,1993,PRSE,2,SP,0,1,6,NA,NA,NA
101,1993,PRSE,2,SP,0,4,5,NA,NA,NA
101,1993,PRSE,2,SP,0,2,3,NA,NA,NA
102,1993,ACRU,1,SP,0,1,3,NA,NA,NA
102,1993,ACRU,1,SP,0,1,2,NA,NA,NA
102,1993,FRAM,2,SP,0,1,1,NA,NA,NA
102,1993,FRAM,3,SP,0,1,3,NA,NA,NA
102,1993,FRAM,3,SP,0,1,4,NA,NA,NA
102,1993,PRSE,4,SE,0,1,1,NA,NA,NA
102,1993,FRAM,5,SP,0,1,5,NA,NA,NA
102,1993,FRAM,5,SP,0,3,6,NA,NA,NA
102,1993,FRAM,5,SP,0,3,3,NA,NA,NA
102,1993,ACRU,6,SP,0,1,5,NA,NA,NA
103,1993,LO,1,SP,0,2,3,NA,NA,NA
103,1993,LO,1,SP,0,5,2,NA,NA,NA
103,1993,PRSE,2,SP,0,1,4,NA,NA,NA
103,1993,PRSE,2,SP,0,1,3,NA,NA,NA
103,1993,PRSE,2,SP,0,2,5,NA,NA,NA
103,1993,LO,3,SP,0,2,3,NA,NA,NA
104,1993,FRAM,1,SP,0,1,4,NA,NA,NA
104,1993,ACRU,2,SP,0,1,2,NA,NA,NA
104,1993,FRAM,3,SP,0,2,5,NA,NA,NA
104,1993,FRAM,3,SP,0,2,4,NA,NA,NA
104,1993,FRAM,4,SP,0,1,3,NA,NA,NA
104,1993,FRAM,4,SP,0,1,4,NA,NA,NA
104,1993,FRAM,5,SP,2,1,2,NA,NA,MODERATELY BROWSED
104,1993,ACRU,6,SP,0,1,6,NA,NA,NA
104,1993,ACRU,6,SP,0,1,5,NA,NA,NA
104,1993,LO,7,SP,0,3,2,NA,NA,NA
104,1993,LO,7,SP,0,2,3,NA,NA,NA
104,1993,FRAM,8,SP,0,1,5,NA,NA,NA
105,1993,PIST,1,SE,0,1,3,NA,NA,NA
105,1993,FRAM,2,SP,2,1,3,NA,NA,MODERATE BROWSE
105,1993,ACRU,3,SP,0,1,2,NA,NA,NA
105,1993,ACRU,4,SP,0,1,3,NA,NA,NA
105,1993,ACRU,4,SP,0,1,4,NA,NA,BITTERSWEET CLIMBING ON IT
105,1993,ILVE,5,SP,0,4,4,NA,NA,NA
105,1993,ILVE,5,SP,0,1,3,NA,NA,NA
105,1993,ILVE,5,SP,0,1,2,NA,NA,NA
105,1993,FRAM,6,SP,0,1,3,NA,NA,NA
105,1993,ACRU,7,SP,0,2,4,NA,NA,NA
105,1993,ACRU,7,SP,2,1,2,NA,NA,MODERATELY BROWSED
105,1993,FRAM,8,SP,0,1,3,NA,NA,NA
105,1993,ACRU,9,SE,0,1,1,NA,NA,NA
105,1993,ACRU,10,SP,0,2,3,NA,NA,NA
105,1993,ACRU,11,SE,0,1,2,NA,NA,NA
11,1994,ACRU,1,SP,0,4,3,NA,NA,NA
11,1994,ACRU,1,SP,0,1,4,NA,NA,NA
11,1994,ACRU,1,SP,0,6,5,NA,NA,NA
11,1994,ACRU,2,SP,0,1,4,NA,NA,NA
11,1994,ACRU,2,SP,0,1,5,NA,NA,NA
11,1994,LO,3,SP,0,5,3,NA,NA,NA
11,1994,LO,3,SP,0,1,4,NA,NA,NA
11,1994,FRAM,4,SP,0,1,1,NA,NA,NA
11,1994,FRAM,4,SP,0,1,4,NA,NA,NA
12,1994,QURU,1,SE,2,1,3,NA,NA,NA
12,1994,LO,2,SP,0,1,1,NA,NA,NA
12,1994,LO,2,SP,0,2,3,NA,NA,NA
12,1994,LO,3,SP,0,1,3,NA,NA,NA
12,1994,LO,4,SP,0,2,2,NA,NA,NA
12,1994,LO,4,SP,0,1,3,NA,NA,NA
12,1994,LO,5,SP,0,1,2,NA,NA,NA
12,1994,LO,5,SP,0,1,3,NA,NA,NA
12,1994,LO,6,SP,0,4,3,NA,NA,NA
12,1994,LO,7,SP,0,2,3,NA,NA,NA
12,1994,LO,8,SP,0,2,3,NA,NA,NA
12,1994,PRSE,9,SP,0,2,1,NA,NA,NA
13,1994,LO,1,SP,0,1,1,NA,NA,NA
13,1994,LO,1,SP,0,1,2,NA,NA,NA
13,1994,LO,2,SP,0,2,3,NA,NA,NA
13,1994,LO,2,SP,0,1,4,NA,NA,NA
13,1994,LO,3,SP,0,1,3,NA,NA,NA
13,1994,LO,4,SP,0,2,3,NA,NA,NA
13,1994,LO,5,SP,0,1,2,NA,NA,NA
13,1994,LO,5,SP,0,1,3,NA,NA,NA
13,1994,LO,6,SP,0,1,2,NA,NA,NA
13,1994,LO,6,SP,0,1,3,NA,NA,NA
14,1994,ACSA,1,SP,0,5,1,NA,NA,GRAPEVINES ALL OVER IT
14,1994,ACSA,1,SP,0,2,3,NA,NA,GRAPEVINES ALL OVER IT
14,1994,ACSA,1,SP,0,5,5,NA,NA,GRAPEVINES ALL OVER IT
14,1994,QURU,2,SE,0,1,1,NA,NA,NA
14,1994,ACSA,3,SP,0,1,3,NA,NA,NA
14,1994,ACSA,4,SP,0,1,5,NA,NA,GRAPEVINES ON THIS
14,1994,ACSA,5,SP,0,1,3,NA,NA,NA
14,1994,ACSA,6,SP,0,1,3,NA,NA,NA
14,1994,ACSA,7,SP,0,1,5,NA,NA,NA
14,1994,ACSA,8,SP,0,1,4,NA,NA,GRAPEVINES ON THIS
14,1994,ACSA,8,SP,0,1,5,NA,NA,GRAPEVINES ON THIS
14,1994,ACSA,9,SP,0,1,3,NA,NA,NA
14,1994,ACSA,9,SP,0,2,5,NA,NA,NA
14,1994,FRAM,10,SP,0,1,4,NA,NA,NA
15,1994,ACRU,1,SE,0,1,3,NA,NA,NA
15,1994,ILVE,2,SP,0,1,1,NA,NA,NA
15,1994,ILVE,3,SP,0,1,2,NA,NA,NA
15,1994,ILVE,4,SP,0,1,3,NA,NA,NA
15,1994,ACRU,5,SP,0,1,2,NA,NA,NA
15,1994,FRAM,6,SP,0,1,1,NA,NA,NA
15,1994,FRAM,6,SP,0,1,4,NA,NA,NA
15,1994,LO,7,SP,0,6,3,NA,NA,NA
15,1994,LO,7,SP,0,1,4,NA,NA,NA
15,1994,LO,8,SP,0,2,3,NA,NA,NA
15,1994,LO,9,SP,0,1,3,NA,NA,NA
15,1994,LO,10,SP,0,1,3,NA,NA,NA
15,1994,LO,11,SP,0,1,2,NA,NA,NA
15,1994,LO,11,SP,0,2,3,NA,NA,NA
15,1994,LO,12,SP,0,3,3,NA,NA,NA
15,1994,LO,13,SP,0,1,3,NA,NA,NA
21,1994,VICA,1,SP,0,4,3,NA,NA,NA
21,1994,VICA,1,SP,0,1,4,NA,NA,NA
21,1994,VICA,2,SP,0,2,1,NA,NA,NA
21,1994,VICA,2,SP,0,2,3,NA,NA,NA
21,1994,VICA,3,SP,0,1,1,NA,NA,NA
21,1994,FRAM,4,SP,1,1,3,NA,NA,NA
21,1994,FRAM,4,SP,1,1,4,NA,NA,NA
21,1994,FRAM,5,SP,0,1,4,NA,NA,NA
21,1994,ACRU,6,SP,0,1,5,NA,NA,NA
22,1994,ACRU,1,SE,1,2,1,NA,NA,NA
22,1994,FRAM,2,SP,2,1,2,NA,NA,NA
23,1994,QURU,1,SE,0,1,1,NA,NA,NA
23,1994,ACRU,2,SP,0,1,4,NA,NA,NA
23,1994,ACRU,3,SP,0,1,2,NA,NA,NA
23,1994,ACRU,3,SP,0,1,4,NA,NA,NA
23,1994,ACRU,4,SP,0,1,3,NA,NA,NA
23,1994,ACRU,5,SP,0,1,2,NA,NA,NA
23,1994,ACRU,6,SE,0,1,2,NA,NA,NA
24,1994,BEAL,1,SE,0,2,2,NA,NA,NA
25,1994,ACRU,1,SP,0,2,3,NA,NA,NA
25,1994,ACRU,1,SP,0,1,4,NA,NA,NA
25,1994,ACRU,2,SP,0,1,3,NA,NA,NA
25,1994,ACRU,2,SP,0,1,4,NA,NA,NA
25,1994,ACRU,2,SP,0,1,5,NA,NA,NA
25,1994,ACRU,2,SP,0,1,6,NA,NA,NA
31,1994,FRAM,1,SE,1,1,2,NA,NA,NA
31,1994,FRAM,2,SE,1,1,3,NA,NA,NA
31,1994,LO,3,SP,0,2,2,NA,NA,NA
31,1994,LO,3,SP,0,1,3,NA,NA,NA
31,1994,LO,4,SP,0,1,2,NA,NA,NA
31,1994,LO,4,SP,0,1,3,NA,NA,NA
31,1994,LO,4,SP,0,2,4,NA,NA,NA
32,1994,ACSA,1,SP,0,1,1,NA,NA,NA
32,1994,ACSA,1,SP,0,1,2,NA,NA,NA
32,1994,ACSA,1,SP,0,5,3,NA,NA,NA
32,1994,ACSA,1,SP,0,4,4,NA,NA,NA
32,1994,ACSA,1,SP,0,1,5,NA,NA,NA
32,1994,FRAM,2,SP,0,1,5,NA,NA,NA
32,1994,ACSA,3,SE,0,1,4,NA,NA,NA
32,1994,ACSA,4,SP,0,1,3,NA,NA,NA
32,1994,ACSA,4,SP,0,1,4,NA,NA,NA
32,1994,ACSA,4,SP,0,4,5,NA,NA,NA
32,1994,ACSA,5,SE,0,1,4,NA,NA,NA
32,1994,FRAM,6,SP,0,1,3,NA,NA,NA
32,1994,FRAM,7,SP,0,1,3,NA,NA,NA
32,1994,FRAM,7,SP,0,2,4,NA,NA,NA
33,1994,ACRU,1,SP,0,1,3,NA,NA,NA
33,1994,FRAM,2,SE,0,1,1,NA,NA,NA
33,1994,ILVE,3,SP,0,2,4,NA,NA,NA
33,1994,ILVE,4,SE,0,2,1,NA,NA,NA
33,1994,ILVE,5,SP,0,1,1,NA,NA,NA
33,1994,ILVE,5,SP,0,4,3,NA,NA,NA
33,1994,ILVE,5,SP,0,3,4,NA,NA,NA
33,1994,PRSE,6,SP,0,2,3,NA,NA,NA
33,1994,PRSE,6,SP,0,1,4,NA,NA,NA
33,1994,PRSE,6,SP,0,2,5,NA,NA,NA
34,1994,FRAM,1,SP,1,1,1,NA,NA,NA
34,1994,FRAM,2,SE,0,1,3,NA,NA,NA
34,1994,PRSE,3,SP,0,1,4,NA,NA,NA
34,1994,PRSE,3,SP,0,2,5,NA,NA,NA
35,1994,QURU,1,SE,0,1,1,NA,NA,NA
35,1994,FRAM,2,SP,0,1,3,NA,NA,NA
35,1994,QURU,3,SE,0,1,1,NA,NA,NA
41,1994,ILVE,1,SP,0,1,3,NA,NA,NA
41,1994,ILVE,2,SP,0,1,2,NA,NA,NA
41,1994,ILVE,3,SP,0,1,1,NA,NA,NA
41,1994,ILVE,3,SP,0,4,3,NA,NA,NA
41,1994,LO,4,SP,0,1,3,NA,NA,NA
41,1994,LO,5,SP,0,1,1,NA,NA,NA
41,1994,LO,5,SP,0,1,3,NA,NA,NA
41,1994,LO,6,SP,0,1,2,NA,NA,NA
41,1994,LO,6,SP,0,1,3,NA,NA,NA
41,1994,LO,7,SP,0,1,1,NA,NA,NA
41,1994,ACRU,8,SP,0,2,3,NA,NA,NA
41,1994,ACRU,8,SP,0,2,4,NA,NA,NA
41,1994,ACRU,8,SP,0,1,5,NA,NA,NA
41,1994,LO,9,SP,0,1,1,NA,NA,NA
41,1994,LO,9,SP,0,1,3,NA,NA,NA
41,1994,LO,10,SP,0,1,3,NA,NA,NA
41,1994,LO,11,SP,0,2,1,NA,NA,NA
41,1994,LO,11,SP,0,3,2,NA,NA,NA
41,1994,LO,11,SP,0,1,3,NA,NA,NA
41,1994,LO,12,SP,0,3,2,NA,NA,NA
41,1994,LO,13,SP,0,1,4,NA,NA,NA
41,1994,LO,14,SP,0,2,1,NA,NA,NA
41,1994,ACRU,15,SP,0,1,4,NA,NA,NA
41,1994,ACRU,16,SP,0,1,5,NA,NA,NA
41,1994,ACRU,17,SP,0,1,3,NA,NA,NA
41,1994,ACRU,18,SP,0,1,3,NA,NA,NA
42,1994,LO,1,SP,0,1,2,NA,NA,NA
42,1994,LO,1,SP,0,1,3,NA,NA,NA
42,1994,LO,2,SP,0,3,1,NA,NA,NA
42,1994,LO,2,SP,0,2,2,NA,NA,NA
42,1994,LO,2,SP,0,2,3,NA,NA,NA
42,1994,LO,3,SP,0,2,2,NA,NA,NA
42,1994,LO,3,SP,0,4,3,NA,NA,NA
42,1994,LO,4,SP,0,1,1,NA,NA,NA
42,1994,LO,5,SP,0,1,2,NA,NA,NA
42,1994,LO,6,SP,0,2,1,NA,NA,NA
42,1994,LO,6,SP,0,1,3,NA,NA,NA
42,1994,LO,7,SP,0,1,2,NA,NA,NA
42,1994,ACRU,8,SP,0,1,3,NA,NA,NA
42,1994,NEMU,9,SP,0,1,1,NA,NA,NA
42,1994,NEMU,10,SP,0,1,2,NA,NA,NA
42,1994,LO,11,SP,0,1,3,NA,NA,NA
42,1994,LO,12,SP,0,2,2,NA,NA,NA
42,1994,LO,12,SP,0,1,3,NA,NA,NA
42,1994,LO,13,SP,0,1,2,NA,NA,NA
42,1994,LO,13,SP,0,9,3,NA,NA,NA
42,1994,LO,13,SP,0,2,4,NA,NA,NA
42,1994,FRAM,14,SP,0,2,4,NA,NA,NA
42,1994,FRAM,14,SP,0,2,5,NA,NA,NA
42,1994,LO,15,SP,0,1,1,NA,NA,NA
42,1994,LO,16,SP,0,1,1,NA,NA,NA
43,1994,QURU,1,SE,0,1,1,NA,NA,NA
43,1994,NEMU,2,SP,0,2,2,NA,NA,NA
43,1994,NEMU,3,SP,0,1,3,NA,NA,NA
43,1994,NEMU,4,SP,0,1,3,NA,NA,NA
43,1994,FRAM,5,SP,0,1,4,NA,NA,NA
43,1994,FRAM,6,SP,0,1,1,NA,NA,NA
43,1994,LO,7,SP,0,1,3,NA,NA,NA
43,1994,LO,8,SP,0,2,3,NA,NA,NA
43,1994,LO,9,SP,0,2,3,NA,NA,NA
43,1994,ACRU,10,SP,0,1,1,NA,NA,NA
43,1994,ACRU,10,SP,0,1,2,NA,NA,NA
43,1994,ACRU,10,SP,0,1,3,NA,NA,NA
44,1994,ACRU,1,SP,0,1,4,NA,NA,NA
44,1994,ACRU,2,SP,0,2,3,NA,NA,NA
44,1994,ACRU,2,SP,0,1,4,NA,NA,NA
44,1994,NEMU,3,SP,0,1,2,NA,NA,NA
44,1994,NEMU,3,SP,0,6,3,NA,NA,NA
45,1994,ACRU,1,SP,0,1,1,NA,NA,NA
45,1994,ACRU,1,SP,0,2,2,NA,NA,NA
45,1994,ACRU,1,SP,0,1,3,NA,NA,NA
45,1994,ACRU,2,SP,0,1,2,NA,NA,NA
45,1994,ACRU,2,SP,0,3,4,NA,NA,NA
45,1994,ACRU,2,SP,0,2,5,NA,NA,NA
45,1994,ACRU,3,SP,0,2,4,NA,NA,NA
45,1994,ACRU,3,SP,0,1,5,NA,NA,NA
45,1994,PRSE,4,SP,0,1,3,NA,NA,NA
51,1994,FRAM,1,SP,0,1,2,NA,NA,NA
51,1994,FRAM,1,SP,0,2,3,NA,NA,NA
