plot,year,species,clump,origin,browse,stem,height,stem.id,dbh,comments
11,1990,ACRU,1,SP,0,7,1,NA,NA,NA
11,1990,FRAM,2,SE,0,1,2,NA,NA,NA
11,1990,FRAM,3,SE,0,1,1,NA,NA,NA
12,1990,QURU,1,SE,0,1,1,NA,NA,NA
12,1990,QURU,2,SE,0,1,1,NA,NA,NA
14,1990,ACSA,1,SP,0,13,2,NA,NA,NA
14,1990,FRAM,2,SP,1,1,1,NA,NA,ONE BRANCH CHEWED
14,1990,ACSA,3,SP,0,4,2,NA,NA,NA
14,1990,ACSA,4,SP,0,7,2,NA,NA,NA
14,1990,ACSA,4,SP,0,1,1,NA,NA,NA
14,1990,ACSA,5,SP,1,3,2,NA,NA,NA
14,1990,PRSE,6,SE,0,1,2,NA,NA,MIDRIB HAIRY
15,1990,ILVE,1,SE,0,1,1,NA,NA,NA
15,1990,FRAM,2,SE,1,1,1,NA,NA,TORN/CHEWED
15,1990,FRAM,3,SE,1,1,1,NA,NA,TORN/CHEWED
15,1990,FRAM,4,SE,0,1,1,NA,NA,NA
15,1990,ACRU,5,SP,0,1,1,NA,NA,NA
15,1990,FRAM,6,SP,0,1,1,NA,NA,NA
15,1990,ACRU,7,SP,0,2,1,NA,NA,UNDERNEATH LONICERA BUSH
15,1990,ACRU,8,SP,0,1,1,NA,NA,NA
15,1990,ACRU,9,SP,0,1,1,NA,NA,NA
21,1990,FRAM,1,SP,0,1,1,NA,NA,NA
21,1990,ACRU,2,SP,0,1,1,NA,NA,NA
21,1990,ACRU,3,SP,0,1,1,NA,NA,NA
21,1990,VICA,4,SE,0,1,1,NA,NA,POSSIBLY NANNYBUSH
21,1990,VICA,5,SE,0,1,1,NA,NA,POSSIBLY NANNYBUSH
23,1990,ACRU,1,SE,0,1,1,NA,NA,NA
23,1990,ACRU,2,SE,0,1,1,NA,NA,NA
24,1990,ACRU,1,SE,0,1,1,NA,NA,NA
24,1990,ILVE,2,SP,0,2,2,NA,NA,NA
25,1990,FRAM,1,SP,0,1,1,NA,NA,NA
25,1990,ACRU,2,SP,0,2,1,NA,NA,NA
25,1990,ACRU,3,SP,0,1,3,NA,NA,NA
25,1990,ACRU,4,SP,0,7,2,NA,NA,NA
31,1990,FRAM,1,SP,0,3,2,NA,NA,NA
31,1990,FRAM,2,SE,0,1,1,NA,NA,NA
31,1990,FRAM,3,SE,0,1,1,NA,NA,NA
32,1990,ACRU,1,SE,0,1,2,NA,NA,NA
32,1990,ACRU,2,SP,0,2,3,NA,NA,NA
32,1990,ACRU,3,SP,0,8,2,NA,NA,NA
32,1990,ACRU,4,SE,0,1,2,NA,NA,NA
32,1990,FRAM,5,SP,0,1,2,NA,NA,NA
32,1990,FRAM,6,SP,0,1,1,NA,NA,NA
33,1990,PRSE,1,SP,0,1,1,NA,NA,NA
33,1990,PRSE,2,SP,0,1,1,NA,NA,NA
33,1990,ACRU,3,SP,0,1,2,NA,NA,NA
33,1990,QURU,4,SE,0,1,1,NA,NA,NA
33,1990,PRSE,5,SP,0,11,2,NA,NA,NA
34,1990,FRAM,1,SE,0,1,1,NA,NA,NA
34,1990,ACSA,2,SE,0,1,1,NA,NA,NA
34,1990,ACSA,3,SP,0,2,2,NA,NA,NA
34,1990,QURU,4,SP,0,1,2,NA,NA,DOWNED BRANCH; 2 BIG EPICOR.SP
35,1990,FRAM,1,SP,0,1,1,NA,NA,NA
35,1990,FRAM,2,SE,0,1,1,NA,NA,NA
35,1990,QURU,3,SE,0,1,1,NA,NA,NA
41,1990,ACRU,1,SP,0,1,2,NA,NA,BRANCH LEAFING FROM DOWNED STM
41,1990,ACRU,2,SP,0,3,2,NA,NA,NA
41,1990,PRSE,3,SP,0,2,1,NA,NA,NA
42,1990,NEMU,1,SE,0,1,1,NA,NA,NA
42,1990,FRAM,2,SP,0,5,3,NA,NA,NA
42,1990,FRAM,2,SP,0,6,2,NA,NA,NA
42,1990,ACRU,3,SE,0,1,1,NA,NA,NA
43,1990,FRAM,1,SE,0,1,1,NA,NA,NA
43,1990,FRAM,2,SE,0,1,1,NA,NA,NA
43,1990,FRAM,3,SE,0,1,1,NA,NA,NA
43,1990,ACRU,4,SE,0,1,1,NA,NA,NA
44,1990,ACRU,1,SP,0,1,2,NA,NA,NA
44,1990,ACRU,1,SP,0,1,1,NA,NA,NA
44,1990,ACRU,2,SP,0,1,4,NA,NA,STANDING OLD BRANCH; EP. SPROUTS
44,1990,NEMU,3,SE,0,1,2,NA,NA,FLAGGED--#1 SHRUB
44,1990,NEMU,4,SE,0,1,2,NA,NA,NA
45,1990,PRSE,1,SE,0,1,2,NA,NA,NA
45,1990,PRSE,2,SE,0,1,1,NA,NA,NA
45,1990,ACRU,3,SP,0,3,2,NA,NA,NA
45,1990,ACRU,4,SP,0,3,2,NA,NA,NA
45,1990,ACRU,5,SP,0,1,1,NA,NA,NA
51,1990,BEAL,1,SP,0,2,2,NA,NA,NA
51,1990,FRAM,2,SP,0,1,2,NA,NA,NA
51,1990,FRAM,3,SP,0,1,3,NA,NA,NA
51,1990,FRAM,4,SP,0,3,2,NA,NA,NA
51,1990,ACRU,5,SP,0,6,2,NA,NA,NA
51,1990,BEAL,6,SP,0,4,1,NA,NA,NA
52,1990,ACRU,1,SP,0,6,2,NA,NA,NA
52,1990,ACRU,2,SE,0,1,1,NA,NA,NA
52,1990,FRAM,3,SP,0,3,2,NA,NA,NA
52,1990,PRSE,4,SP,0,14,2,NA,NA,NA
52,1990,ILVE,5,SP,0,2,2,NA,NA,NA
52,1990,FRAM,6,SE,0,1,1,NA,NA,NA
52,1990,ACRU,7,SP,0,2,1,NA,NA,NA
53,1990,QURU,1,SE,0,1,1,NA,NA,NA
53,1990,ACRU,2,SE,0,1,1,NA,NA,NA
54,1990,ILVE,1,SP,0,5,1,NA,NA,NA
54,1990,ILVE,2,SP,0,2,1,NA,NA,NA
54,1990,ACRU,3,SE,0,1,1,NA,NA,NA
54,1990,FRAM,5,SE,0,1,1,NA,NA,NA
54,1990,FRAM,6,SE,0,1,2,NA,NA,NA
61,1990,FRAM,1,SE,2,1,1,NA,NA,CHEWED NOT SNIPPED
61,1990,FRAM,2,SE,2,1,1,NA,NA,CHEWED NOT SNIPPED
61,1990,ACRU,3,SP,0,5,1,NA,NA,NA
61,1990,ILVE,4,SP,0,2,1,NA,NA,NA
61,1990,ILVE,5,SE,0,1,1,NA,NA,NA
61,1990,ACRU,6,SP,0,5,1,NA,NA,NA
61,1990,ACRU,7,SP,0,5,1,NA,NA,NA
61,1990,ACRU,8,SP,0,6,1,NA,NA,NA
61,1990,ACRU,9,SE,0,1,1,NA,NA,NA
62,1990,VICA,1,SE,0,9,1,NA,NA,NA
62,1990,ACRU,2,SE,0,1,1,NA,NA,NA
62,1990,PRSE,3,SP,0,7,2,NA,NA,NA
63,1990,ILVE,1,SP,0,3,1,NA,NA,NA
63,1990,FRAM,2,SE,0,1,2,NA,NA,NA
63,1990,FRAM,3,SE,0,1,2,NA,NA,NA
63,1990,ACRU,4,SP,0,4,1,NA,NA,NA
63,1990,ILVE,5,SP,0,1,1,NA,NA,NA
63,1990,ACRU,6,SP,0,1,3,NA,NA,NA
63,1990,PRPE,7,SP,0,9,2,NA,NA,NA
63,1990,ILVE,8,SP,0,3,2,NA,NA,NA
64,1990,FRAM,1,SP,0,4,2,NA,NA,NA
64,1990,ACRU,2,SP,0,6,2,NA,NA,NA
64,1990,ACRU,3,SP,0,4,2,NA,NA,NA
64,1990,PRSE,4,SP,0,7,2,NA,NA,NA
65,1990,FRAM,1,SE,0,1,1,NA,NA,NA
65,1990,FRAM,2,SE,0,1,1,NA,NA,NA
65,1990,ACRU,3,SE,0,1,1,NA,NA,NA
65,1990,ACRU,4,SE,0,1,1,NA,NA,NA
71,1990,PRSE,1,SP,0,4,2,NA,NA,NA
71,1990,PRSE,2,SP,0,6,1,NA,NA,NA
71,1990,FRAM,3,SP,0,6,2,NA,NA,NA
72,1990,NEMU,1,SE,0,1,1,NA,NA,NA
72,1990,FRAM,2,SP,0,4,3,NA,NA,NA
72,1990,FRAM,3,SP,0,4,3,NA,NA,NA
72,1990,FRAM,4,SE,0,1,1,NA,NA,NA
72,1990,FRAM,5,SE,0,1,1,NA,NA,NA
72,1990,FRAM,6,SE,0,1,1,NA,NA,NA
73,1990,FRAM,1,SP,0,1,1,NA,NA,NA
73,1990,BEPO,2,SP,0,1,1,NA,NA,NA
73,1990,FRAM,3,SP,0,2,3,NA,NA,NA
73,1990,FRAM,4,SP,0,4,2,NA,NA,NA
73,1990,PRSE,5,SP,0,4,2,NA,NA,NA
74,1990,ILVE,1,SP,0,1,1,NA,NA,NA
74,1990,FRAM,2,SP,0,1,1,NA,NA,NA
74,1990,FRAM,3,SP,2,4,1,NA,NA,CHEWED
75,1990,ACRU,1,SE,0,1,1,NA,NA,NA
75,1990,FRAM,2,SE,0,1,1,NA,NA,NA
75,1990,FRAM,3,SE,0,1,2,NA,NA,NA
82,1990,FRAM,1,SP,0,4,2,NA,NA,NA
82,1990,PRSE,2,SE,0,1,2,NA,NA,NA
82,1990,QURU,3,SE,0,1,1,NA,NA,NA
83,1990,FRAM,1,SP,0,1,1,NA,NA,NA
83,1990,FRAM,2,SP,0,2,1,NA,NA,NA
83,1990,FRAM,3,SP,0,1,1,NA,NA,NA
83,1990,FRAM,4,SE,0,1,1,NA,NA,NA
83,1990,FRAM,5,SE,0,1,1,NA,NA,NA
83,1990,FRAM,6,SP,1,1,2,NA,NA,CHEWED
83,1990,VIDE,7,SE,0,1,1,NA,NA,NA
83,1990,VIDE,8,SE,0,1,1,NA,NA,NA
83,1990,VIDE,9,SE,0,1,1,NA,NA,NA
83,1990,ACRU,10,SE,0,1,1,NA,NA,NA
83,1990,FRAM,11,SP,0,1,1,NA,NA,NA
84,1990,ACRU,1,SP,2,6,1,NA,NA,SOME SNIPPED; SOME CHEWED
84,1990,FRAM,2,SP,0,1,1,NA,NA,NA
84,1990,NEMU,3,SP,0,2,1,NA,NA,NA
85,1990,ACSA,1,SP,0,13,2,NA,NA,NA
85,1990,BEPO,2,SE,0,1,1,NA,NA,NA
85,1990,ACRU,3,SE,0,1,1,NA,NA,NA
92,1990,FRAM,1,SE,0,1,1,NA,NA,NA
92,1990,FRAM,2,SE,0,1,1,NA,NA,NA
92,1990,FRAM,3,SP,0,5,2,NA,NA,NA
92,1990,FRAM,4,SP,0,1,2,NA,NA,NA
92,1990,FRAM,5,SP,2,11,2,NA,NA,CHEW AND TEAR
92,1990,FRAM,6,SE,0,1,1,NA,NA,NA
92,1990,NEMU,7,SE,0,1,1,NA,NA,NA
92,1990,NEMU,8,SE,0,1,1,NA,NA,NA
92,1990,NEMU,9,SE,0,1,1,NA,NA,NA
92,1990,NEMU,10,SE,0,1,1,NA,NA,NA
93,1990,FRAM,1,SE,0,1,1,NA,NA,NA
93,1990,FRAM,2,SE,0,1,1,NA,NA,NA
93,1990,FRAM,3,SE,0,1,1,NA,NA,NA
93,1990,FRAM,4,SE,0,1,1,NA,NA,NA
93,1990,FRAM,5,SE,0,1,1,NA,NA,NA
93,1990,ILVE,6,SP,0,1,3,NA,NA,NA
93,1990,ILVE,7,SE,0,1,1,NA,NA,NA
94,1990,FRAM,1,SP,0,1,1,NA,NA,NA
94,1990,FRAM,2,SP,0,1,1,NA,NA,NA
94,1990,FRAM,3,SP,0,1,1,NA,NA,NA
94,1990,FRAM,4,SP,0,7,3,NA,NA,NA
94,1990,FRAM,5,SP,0,2,2,NA,NA,NA
94,1990,FRAM,6,SE,0,1,1,NA,NA,NA
94,1990,FRAM,7,SP,0,4,1,NA,NA,NA
94,1990,ACRU,8,SP,0,2,1,NA,NA,NA
101,1990,PRSE,1,SP,0,12,3,NA,NA,NA
101,1990,FRAM,2,SP,0,1,1,NA,NA,NA
102,1990,FRAM,1,SP,2,6,2,NA,NA,SNIPPED (SLANT)
102,1990,BEPO,2,SE,0,1,1,NA,NA,NA
102,1990,FRAM,3,SP,0,3,2,NA,NA,NA
102,1990,ACRU,4,SP,0,1,1,NA,NA,NA
102,1990,QURU,5,SE,0,1,1,NA,NA,NA
103,1990,PRSE,1,SP,0,4,2,NA,NA,NA
104,1990,FRAM,1,SP,2,3,2,NA,NA,CHEW/TEAR
104,1990,FRAM,2,SE,0,1,2,NA,NA,NA
104,1990,FRAM,3,SP,2,12,2,NA,NA,CHEW/TEAR
104,1990,FRAM,4,SP,0,1,2,NA,NA,NA
104,1990,FRAM,5,SP,0,3,2,NA,NA,NA
104,1990,FRAM,6,SP,0,3,2,NA,NA,NA
104,1990,ACRU,7,SE,0,1,1,NA,NA,NA
104,1990,ACRU,8,SE,0,1,1,NA,NA,NA
105,1990,PIRE,1,SE,0,1,2,NA,NA,BARELY ALIVE
105,1990,ACRU,2,SE,0,1,1,NA,NA,NA
105,1990,FRAM,3,SE,0,1,1,NA,NA,NA
105,1990,FRAM,4,SE,0,1,1,NA,NA,NA
105,1990,FRAM,5,SP,0,2,1,NA,NA,NA
105,1990,ILVE,6,SP,0,1,2,NA,NA,NA
105,1990,ILVE,7,SP,0,1,2,NA,NA,NA
105,1990,ILVE,8,SP,0,1,2,NA,NA,NA
105,1990,ACRU,9,SP,0,1,2,NA,NA,NA
72,1990,ILVE,7,SE,0,1,1,NA,NA,NA
72,1990,ILVE,8,SE,0,1,1,NA,NA,NA
72,1990,ILVE,9,SE,0,1,1,NA,NA,NA
11,1991,LO,1,SP,0,2,3,NA,NA,NA
11,1991,FRAM,2,SP,0,2,1,NA,NA,SPROUTS FROM CUT SPROUT OR SEEDLING
11,1991,FRAM,2,SP,0,1,3,NA,NA,NA
12,1991,QURU,1,SE,0,1,1,NA,NA,NA
12,1991,LO,2,SP,0,9,3,NA,NA,NA
12,1991,LO,2,SP,0,1,4,NA,NA,NA
12,1991,LO,3,SP,0,1,3,NA,NA,NA
12,1991,QURU,4,SE,0,1,1,NA,NA,NA
13,1991,LO,1,SP,0,1,3,NA,NA,BIG-STEMMED MULTIBRANCHED
13,1991,LO,2,SP,0,1,3,NA,NA,BIG-STEMMED MULTIBRANCHED
13,1991,LO,3,SP,0,1,3,NA,NA,BIG-STEMMED MULTIBRANCHED
14,1991,FRAM,1,SP,0,1,2,NA,NA,CUT
14,1991,FRAM,1,SP,0,1,3,NA,NA,CUT
14,1991,ACSA,2,SP,0,2,2,NA,NA,NEWEST LEAVES DISTORTED; CURLED; THRIP-LIKE DAMAGE
14,1991,ACSA,2,SP,0,8,3,NA,NA,FUNGUS ALL OVER STEM BASES; ONE DEAD STEM
14,1991,ACSA,3,SP,0,1,1,NA,NA,SOME DEAD SPROUTS
14,1991,ACSA,3,SP,0,5,2,NA,NA,NA
14,1991,ACSA,3,SP,0,8,3,NA,NA,NA
14,1991,QURU,4,SE,0,1,1,NA,NA,NA
15,1991,ACRU,1,SE,0,1,2,NA,NA,NA
15,1991,ILVE,2,SE,0,1,2,NA,NA,NA
15,1991,ACRU,3,SP,0,3,1,NA,NA,NOT A STUMP; A SPROUTING BENT-OVER SAPLING
15,1991,ACRU,3,SP,0,3,2,NA,NA,NA
15,1991,LO,4,SP,0,2,1,NA,NA,NOT CUT; IT'S A MULTIBRANCHED CLUMP
15,1991,LO,4,SP,0,2,3,NA,NA,NA
15,1991,LO,4,SP,0,2,4,NA,NA,NA
15,1991,FRAM,5,SE,0,1,1,NA,NA,NA
15,1991,ACRU,6,SE,0,1,1,NA,NA,NA
21,1991,AM,1,SP,0,3,2,NA,NA,NA
21,1991,VICA,2,SP,0,4,2,NA,NA,NA
21,1991,VICA,2,SP,0,1,3,NA,NA,NA
21,1991,AM,3,SP,0,1,1,NA,NA,STEM BASE UNDER SLASH
21,1991,VICA,4,SP,0,5,2,NA,NA,NA
21,1991,VICA,5,SP,0,2,2,NA,NA,NA
21,1991,ACRU,6,SP,0,1,2,NA,NA,NA
21,1991,ACRU,6,SP,0,1,3,NA,NA,NA
21,1991,FRAM,7,SE,0,1,2,NA,NA,NA
22,1991,QURU,1,SE,0,1,1,NA,NA,NA
22,1991,QURU,2,SE,0,1,1,NA,NA,NA
23,1991,ACRU,1,SP,0,2,2,NA,NA,NA
23,1991,ACRU,2,SP,0,3,1,NA,NA,SEEDLING WAS CUT AND RESPROUTED
24,1991,PRSE,1,SP,0,1,1,NA,NA,HIGH APHID HERBIVORY
24,1991,PRSE,1,SP,0,2,2,NA,NA,NA
25,1991,ACRU,1,SP,0,2,1,NA,NA,NA
25,1991,ACRU,1,SP,0,3,2,NA,NA,NA
25,1991,ACRU,1,SP,0,1,3,NA,NA,NA
25,1991,ACRU,2,SP,0,1,3,NA,NA,2 DEAD SPROUTS
25,1991,ACRU,2,SP,0,1,4,NA,NA,NA
25,1991,ACRU,3,SE,0,1,2,NA,NA,NA
25,1991,VICA,4,SE,0,1,1,NA,NA,NA
31,1991,LO,1,SP,0,1,2,NA,NA,NO CUT STUMP
31,1991,LO,1,SP,0,1,3,NA,NA,NA
31,1991,FRAM,2,SE,0,1,1,NA,NA,NA
31,1991,FRAM,3,SE,0,1,1,NA,NA,NA
32,1991,ACSA,1,SP,0,8,2,NA,NA,1 DEAD SPROUT
32,1991,ACSA,2,SP,0,3,1,NA,NA,NA
32,1991,ACSA,2,SP,0,5,2,NA,NA,NA
32,1991,ACSA,2,SP,0,6,3,NA,NA,NA
32,1991,FRAM,3,SE,0,1,2,NA,NA,NA
32,1991,FRAM,4,SP,0,1,2,NA,NA,NA
33,1991,ILVE,1,SP,0,4,2,NA,NA,THIS IS A CUT STUMP
33,1991,ILVE,1,SP,0,2,3,NA,NA,NA
33,1991,PRSE,2,SP,0,3,2,NA,NA,STUMP PRESENT
33,1991,PRSE,2,SP,0,4,3,NA,NA,ONE SPROUT IS MOSTLY DEAD--ALIVE UP TO 1
33,1991,PRSE,2,SP,0,1,4,NA,NA,NA
33,1991,ACRU,3,SP,0,1,2,NA,NA,NA
34,1991,FRAM,1,SE,0,0,2,NA,NA,NA
34,1991,PRSE,2,SP,0,1,2,NA,NA,1 DEAD SPROUT
34,1991,PRSE,2,SP,0,1,3,NA,NA,NA
34,1991,PRSE,2,SP,0,2,4,NA,NA,NA
35,1991,PRPE,1,SE,0,1,1,NA,NA,NO STUMP BUT GROWING IN CLUMP WITH NEXT ENTRY
35,1991,PRPE,2,SE,0,1,2,NA,NA,NA
35,1991,QURU,3,SE,0,1,1,NA,NA,VERY CHEWED
35,1991,FRAM,4,SE,0,1,2,NA,NA,NA
35,1991,FRAM,5,SE,0,1,1,NA,NA,MANGLED LEAVES: HERBIVORY AND DISEASE
35,1991,PRPE,6,SE,0,1,1,NA,NA,MANGLED LEAVES: HERBIVORY AND DISEASE
41,1991,ACRU,1,SP,0,5,1,NA,NA,NOT A STUMP BUT A DOWNED (SLASHED) SMALL SAPLING
41,1991,ACRU,1,SP,0,5,2,NA,NA,NOT A STUMP BUT A DOWNED (SLASHED) SMALL SAPLING
41,1991,ACRU,1,SP,0,2,3,NA,NA,NOT A STUMP BUT A DOWNED (SLASHED) SMALL SAPLING
41,1991,LO,2,SP,0,6,1,NA,NA,TWIG DAMAGE AND LEAF DIEBACK
41,1991,LO,2,SP,0,1,2,NA,NA,TWIG DAMAGE AND LEAF DIEBACK
41,1991,LO,2,SP,0,8,3,NA,NA,TWIG DAMAGE AND LEAF DIEBACK
41,1991,ACRU,3,SP,0,1,1,NA,NA,NOT A STUMP BUT A DOWNED SPROUTING SAPLING
41,1991,ACRU,3,SP,0,2,2,NA,NA,NOT A STUMP BUT A DOWNED SPROUTING SAPLING
41,1991,ACRU,3,SP,0,2,3,NA,NA,NOT A STUMP BUT A DOWNED SPROUTING SAPLING
41,1991,ACRU,3,SP,0,1,4,NA,NA,NOT A STUMP BUT A DOWNED SPROUTING SAPLING
41,1991,ILVE,4,SP,0,2,1,NA,NA,NA
41,1991,ILVE,4,SP,0,2,2,NA,NA,NA
42,1991,LO,1,SP,0,2,2,NA,NA,NA
42,1991,LO,2,SP,0,12,2,NA,NA,NA
42,1991,LO,2,SP,0,5,3,NA,NA,NA
42,1991,NEMU,3,SP,0,2,2,NA,NA,NA
42,1991,NEMU,4,SP,0,2,1,NA,NA,NA
42,1991,NEMU,4,SP,0,1,2,NA,NA,NA
42,1991,LO,5,SP,0,2,2,NA,NA,NA
42,1991,LO,5,SP,0,3,3,NA,NA,NA
42,1991,LO,6,SP,0,3,2,NA,NA,NA
42,1991,LO,6,SP,0,7,3,NA,NA,NA
42,1991,LO,6,SP,0,2,4,NA,NA,NA
42,1991,ACRU,7,SP,0,1,2,NA,NA,NA
42,1991,FRAM,8,SP,0,1,2,NA,NA,NA
42,1991,FRAM,8,SP,0,4,3,NA,NA,NA
42,1991,FRAM,8,SP,0,1,4,NA,NA,NA
42,1991,LO,9,SP,0,5,1,NA,NA,NA
42,1991,LO,9,SP,0,2,2,NA,NA,NA
42,1991,LO,10,SP,0,4,1,NA,NA,NA
42,1991,LO,10,SP,0,3,2,NA,NA,NA
42,1991,LO,10,SP,0,2,3,NA,NA,NA
42,1991,LO,11,SP,0,1,1,NA,NA,NA
42,1991,LO,11,SP,0,1,2,NA,NA,NA
43,1991,LO,1,SP,0,2,2,NA,NA,NA
43,1991,LO,1,SP,0,4,3,NA,NA,NA
43,1991,NEMU,2,SE,0,1,1,NA,NA,NA
43,1991,NEMU,3,SP,0,1,2,NA,NA,NA
43,1991,NEMU,3,SP,0,2,1,NA,NA,NA
44,1991,ACRU,1,SP,0,2,2,NA,NA,NA
44,1991,ACRU,2,SE,0,1,1,NA,NA,NA
44,1991,FRAM,3,SE,0,1,2,NA,NA,NA
44,1991,NEMU,4,SP,0,1,2,NA,NA,NA
45,1991,ACRU,1,SP,0,2,2,NA,NA,NA
45,1991,ACRU,1,SP,0,1,3,NA,NA,NA
45,1991,ACRU,2,SP,0,1,2,NA,NA,NA
45,1991,ACRU,2,SP,0,5,3,NA,NA,NA
45,1991,ACRU,3,SP,0,1,2,NA,NA,NA
45,1991,PRSE,4,SP,0,1,3,NA,NA,NA
51,1991,FRAM,1,SP,0,2,3,NA,NA,NA
51,1991,NEMU,2,SP,0,3,1,NA,NA,NA
51,1991,NEMU,2,SP,0,3,2,NA,NA,NA
51,1991,FRAM,3,SP,1,1,3,NA,NA,NA
51,1991,ACRU,4,SP,0,1,1,NA,NA,NA
51,1991,ACRU,4,SP,0,2,2,NA,NA,NA
51,1991,ACRU,4,SP,0,5,3,NA,NA,NA
51,1991,FRAM,5,SP,0,3,1,NA,NA,NA
51,1991,FRAM,5,SP,0,1,2,NA,NA,NA
51,1991,ACRU,6,SP,0,1,2,NA,NA,NA
51,1991,ACRU,6,SP,0,2,3,NA,NA,NA
51,1991,ACRU,6,SP,0,2,4,NA,NA,NA
51,1991,NEMU,7,SP,0,3,1,NA,NA,NA
51,1991,NEMU,8,SP,0,1,1,NA,NA,NA
51,1991,NEMU,8,SP,0,11,2,NA,NA,NA
51,1991,NEMU,9,SP,0,3,1,NA,NA,NA
52,1991,ACRU,1,SP,0,3,1,NA,NA,NA
52,1991,ACRU,1,SP,0,4,2,NA,NA,NA
52,1991,ACRU,1,SP,0,4,3,NA,NA,NA
52,1991,FRAM,2,SP,0,2,3,NA,NA,BENT OVER SAPLING; NO STUMP OBVIOUS
52,1991,NEMU,3,SP,0,9,1,NA,NA,NA
52,1991,NEMU,3,SP,0,7,2,NA,NA,NA
52,1991,NEMU,3,SP,0,1,3,NA,NA,NA
52,1991,FRAM,4,SP,0,1,1,NA,NA,NA
52,1991,FRAM,4,SP,0,1,2,NA,NA,NA
52,1991,FRAM,4,SP,0,2,3,NA,NA,NA
52,1991,FRAM,5,SP,0,1,2,NA,NA,NA
52,1991,FRAM,5,SP,0,1,3,NA,NA,NA
52,1991,FRAM,6,SP,0,2,1,NA,NA,NA
52,1991,FRAM,6,SP,0,1,3,NA,NA,NA
52,1991,PRSE,7,SP,0,2,1,NA,NA,NA
52,1991,PRSE,7,SP,0,3,3,NA,NA,NA
52,1991,PRSE,7,SP,0,1,4,NA,NA,NA
52,1991,ACRU,8,SP,0,2,3,NA,NA,NO CUT STUMP BUT A BROKEN SMALL SAPLING SPROUTING
52,1991,LO,9,SP,0,2,2,NA,NA,NA
52,1991,LO,9,SP,0,3,3,NA,NA,NA
53,1991,NEMU,1,SE,0,4,1,NA,NA,MAYBE SPROUTS BUT LOOK LIKE SEEDLINGS
53,1991,NEMU,1,SE,0,1,2,NA,NA,MAYBE SPROUTS BUT LOOK LIKE SEEDLINGS
53,1991,FRAM,2,SP,0,2,1,NA,NA,NA
53,1991,FRAM,2,SP,0,1,2,NA,NA,NA
54,1991,LO,1,SP,0,5,3,NA,NA,NA
54,1991,LO,1,SP,0,1,2,NA,NA,NA
54,1991,LO,2,SP,0,3,3,NA,NA,NA
54,1991,LO,2,SP,0,1,2,NA,NA,NA
54,1991,LO,3,SP,0,2,3,NA,NA,NA
54,1991,LO,3,SP,0,1,4,NA,NA,NA
54,1991,NEMU,4,SP,0,3,3,NA,NA,NA
54,1991,NEMU,4,SP,0,2,2,NA,NA,NA
54,1991,ILVE,5,SP,0,4,3,NA,NA,NA
54,1991,ILVE,5,SP,0,19,2,NA,NA,NA
54,1991,ILVE,5,SP,0,1,1,NA,NA,NA
54,1991,NEMU,6,SP,0,1,1,NA,NA,NA
54,1991,LO,7,SP,0,1,2,NA,NA,NA
54,1991,ACRU,8,SP,0,1,2,NA,NA,SPROUTING FROM DOWNED STEM
54,1991,ACRU,8,SP,0,1,1,NA,NA,NA
55,1991,LO,1,SP,0,4,1,NA,NA,NA
55,1991,LO,1,SP,0,12,2,NA,NA,NA
55,1991,LO,1,SP,0,1,3,NA,NA,NA
55,1991,LO,2,SP,0,1,2,NA,NA,NA
55,1991,LO,2,SP,0,3,3,NA,NA,NA
61,1991,ACRU,1,SP,0,2,3,NA,NA,CUT STUMP
61,1991,ILVE,2,SP,0,2,1,NA,NA,SMALL CUT STUMP
61,1991,ILVE,2,SP,0,2,3,NA,NA,NA
61,1991,ACRU,3,SP,0,6,2,NA,NA,NOT A CUT STUMP BUT A SMASHED SAPLING THAT SPROUTS
61,1991,ACRU,4,SP,0,1,1,NA,NA,SMALL CUT SAPLING STUMP; SOME DEAD SPROUTS
61,1991,ACRU,4,SP,0,3,2,NA,NA,NA
61,1991,ACRU,5,SP,0,5,1,NA,NA,CUT STUMP
61,1991,ACRU,5,SP,0,3,2,NA,NA,NA
61,1991,ACRU,5,SP,0,4,3,NA,NA,NA
61,1991,BEPA,6,SP,0,1,3,NA,NA,SMALL CUT SAPLING STUMP
61,1991,BEPA,7,SP,0,1,3,NA,NA,SMALL CUT SAPLING STUMP
61,1991,FRAM,8,SP,0,2,2,NA,NA,NA
61,1991,FRAM,8,SP,0,1,3,NA,NA,NA
61,1991,FRAM,9,SE,0,1,1,NA,NA,NA
62,1991,VICA,1,SP,0,1,1,NA,NA,CLUMP; NO CUT STUMP; BROKEN STEM THAT SPROUTED
62,1991,VICA,1,SP,0,5,2,NA,NA,NA
62,1991,VICA,1,SP,0,4,3,NA,NA,NA
62,1991,VICA,2,SP,0,1,2,NA,NA,NA
62,1991,VICA,2,SP,0,2,3,NA,NA,NA
62,1991,PRSE,3,SP,0,1,3,NA,NA,CUT STUMP; VITIS GROWING ON IT
62,1991,PRSE,3,SP,0,1,4,NA,NA,NA
62,1991,FRAM,4,SE,0,1,1,NA,NA,NA
63,1991,ILVE,1,SP,0,2,2,NA,NA,NO CUT STUMP
63,1991,FRAM,2,SP,0,2,3,NA,NA,NA
63,1991,ACRU,3,SP,0,1,2,NA,NA,NA
63,1991,ACRU,3,SP,0,2,3,NA,NA,NA
63,1991,ILVE,4,SP,0,1,3,NA,NA,SPROUTS OUT OF DOWNED STEM
