year,doy,hour,seq.day,pan.ppt,sd.pan,n.obs
2001,52,06:00,417.25,567,10,6
2001,52,07:00,417.2917,545,15,7
2001,52,08:00,417.3333,406,41,5
2001,52,09:00,417.375,290,13,6
2001,52,10:00,417.4167,285,9,7
2001,52,11:00,417.4583,309,7,5
2001,52,12:00,417.5,302,11,6
2001,52,13:00,417.5417,291,9,7
2001,52,14:00,417.5833,261,4,5
2001,52,15:00,417.625,255,5,6
2001,52,16:00,417.6667,225,7,7
2001,52,17:00,417.7083,212,7,5
2001,52,18:00,417.75,201,5,6
2001,52,19:00,417.7917,195,4,7
2001,52,20:00,417.8333,197,16,5
2001,52,21:00,417.875,181,10,6
2001,52,22:00,417.9167,184,16,7
2001,52,23:00,417.9583,188,8,5
2001,53,00:00,418,192,5,6
2001,53,01:00,418.0417,186,7,7
2001,53,02:00,418.0833,183,9,5
2001,53,03:00,418.125,182,7,6
2001,53,04:00,418.1667,175,10,7
2001,53,05:00,418.2083,177,7,5
2001,53,06:00,418.25,177,7,6
2001,53,07:00,418.2917,185,11,7
2001,53,08:00,418.3333,196,5,5
2001,53,09:00,418.375,195,10,6
2001,53,10:00,418.4167,207,14,7
2001,53,11:00,418.4583,244,59,5
2001,53,12:00,418.5,227,11,6
2001,53,13:00,418.5417,233,12,7
2001,53,14:00,418.5833,236,4,5
2001,53,15:00,418.625,235,10,6
2001,53,16:00,418.6667,256,8,7
2001,53,17:00,418.7083,266,13,5
2001,53,18:00,418.75,251,10,6
2001,53,19:00,418.7917,236,5,7
2001,53,20:00,418.8333,234,13,5
2001,53,21:00,418.875,225,8,6
2001,53,22:00,418.9167,237,5,7
2001,53,23:00,418.9583,238,5,5
2001,54,00:00,419,238,9,6
2001,54,01:00,419.0417,230,12,7
2001,54,02:00,419.0833,230,10,5
2001,54,03:00,419.125,227,17,6
2001,54,04:00,419.1667,219,9,7
2001,54,05:00,419.2083,214,10,5
2001,54,06:00,419.25,209,15,6
2001,54,07:00,419.2917,224,27,7
2001,54,08:00,419.3333,230,10,5
2001,54,09:00,419.375,266,11,5
2001,54,10:00,419.4167,297,14,7
2001,54,11:00,419.4583,318,21,5
2001,54,12:00,419.5,362,21,6
2001,54,13:00,419.5417,392,15,7
2001,54,14:00,419.5833,NA,NA,2
2001,54,16:00,419.6667,NA,NA,1
2001,54,17:00,419.7083,NA,NA,2
2001,54,18:00,419.75,560,34,6
2001,54,19:00,419.7917,593,21,7
2001,54,20:00,419.8333,590,25,5
2001,54,21:00,419.875,500,56,6
2001,54,22:00,419.9167,376,24,7
2001,54,23:00,419.9583,317,20,5
2001,55,00:00,420,282,8,6
2001,55,01:00,420.0417,297,7,7
2001,55,02:00,420.0833,304,8,5
2001,55,03:00,420.125,329,14,6
2001,55,04:00,420.1667,337,15,7
2001,55,05:00,420.2083,339,14,5
2001,55,06:00,420.25,311,14,6
2001,55,07:00,420.2917,292,11,7
2001,55,08:00,420.3333,277,9,5
2001,55,09:00,420.375,260,13,6
2001,55,10:00,420.4167,256,8,7
2001,55,11:00,420.4583,265,4,5
2001,55,12:00,420.5,266,5,6
2001,55,13:00,420.5417,260,10,7
2001,55,14:00,420.5833,269,7,5
2001,55,15:00,420.625,255,13,5
2001,55,16:00,420.6667,253,8,6
2001,55,17:00,420.7083,228,6,5
2001,55,18:00,420.75,228,9,6
2001,55,19:00,420.7917,234,10,7
2001,55,20:00,420.8333,229,10,5
2001,55,21:00,420.875,229,7,6
2001,55,22:00,420.9167,223,8,7
2001,55,23:00,420.9583,237,12,5
2001,56,00:00,421,223,8,6
2001,56,01:00,421.0417,220,9,7
2001,56,02:00,421.0833,229,5,5
2001,56,03:00,421.125,232,12,6
2001,56,04:00,421.1667,277,16,7
2001,56,05:00,421.2083,288,12,5
2001,56,06:00,421.25,289,8,6
2001,56,07:00,421.2917,315,7,7
2001,56,08:00,421.3333,346,14,5
2001,56,09:00,421.375,371,14,6
2001,56,10:00,421.4167,373,6,7
2001,56,11:00,421.4583,377,18,5
2001,56,12:00,421.5,381,21,6
2001,56,13:00,421.5417,333,28,7
2001,56,14:00,421.5833,297,31,5
2001,56,15:00,421.625,277,11,5
2001,56,16:00,421.6667,230,9,6
2001,56,17:00,421.7083,214,11,4
2001,56,18:00,421.75,200,12,4
2001,56,20:00,421.8333,NA,NA,2
2001,56,21:00,421.875,161,12,3
2001,56,22:00,421.9167,152,8,3
2001,56,23:00,421.9583,NA,NA,2
2001,57,00:00,422,122,11,3
2001,57,01:00,422.0417,151,7,5
2001,57,02:00,422.0833,NA,NA,2
2001,57,03:00,422.125,175,19,3
2001,57,04:00,422.1667,NA,NA,2
2001,57,05:00,422.2083,NA,NA,2
2001,57,06:00,422.25,683,15,4
2001,57,07:00,422.2917,NA,NA,2
2001,57,08:00,422.3333,663,12,3
2001,57,10:00,422.4167,NA,NA,1
2001,57,14:00,422.5833,NA,NA,2
2001,57,17:00,422.7083,NA,NA,1
2001,57,18:00,422.75,359,2,3
2001,57,19:00,422.7917,NA,NA,2
2001,57,20:00,422.8333,354,6,5
2001,57,21:00,422.875,335,12,6
2001,57,22:00,422.9167,332,12,7
2001,57,23:00,422.9583,314,10,5
2001,58,00:00,423,304,11,6
2001,58,01:00,423.0417,306,10,7
2001,58,02:00,423.0833,290,8,5
2001,58,03:00,423.125,284,7,6
2001,58,04:00,423.1667,273,12,7
2001,58,05:00,423.2083,263,11,5
2001,58,06:00,423.25,249,7,6
2001,58,07:00,423.2917,242,9,7
2001,58,08:00,423.3333,253,4,5
2001,58,09:00,423.375,287,23,6
2001,58,10:00,423.4167,306,10,6
2001,58,11:00,423.4583,357,12,5
2001,58,12:00,423.5,NA,NA,2
2001,58,14:00,423.5833,NA,NA,1
2001,58,15:00,423.625,479,6,4
2001,58,16:00,423.6667,484,7,4
2001,58,17:00,423.7083,446,33,4
2001,58,18:00,423.75,390,13,6
2001,58,19:00,423.7917,355,11,7
2001,58,20:00,423.8333,358,7,5
2001,58,21:00,423.875,344,16,6
2001,58,22:00,423.9167,300,32,7
2001,58,23:00,423.9583,252,7,5
2001,59,00:00,424,243,8,6
2001,59,01:00,424.0417,241,3,7
2001,59,02:00,424.0833,242,10,5
2001,59,03:00,424.125,227,11,6
2001,59,04:00,424.1667,213,7,7
2001,59,05:00,424.2083,204,5,5
2001,59,06:00,424.25,203,5,6
2001,59,07:00,424.2917,215,8,7
2001,59,08:00,424.3333,226,12,5
2001,59,09:00,424.375,230,6,6
2001,59,10:00,424.4167,244,18,7
2001,59,11:00,424.4583,255,7,5
2001,59,12:00,424.5,260,4,6
2001,59,13:00,424.5417,264,8,7
2001,59,14:00,424.5833,250,7,5
2001,59,15:00,424.625,255,6,6
2001,59,16:00,424.6667,247,6,7
2001,59,17:00,424.7083,233,9,5
2001,59,18:00,424.75,234,5,6
2001,59,19:00,424.7917,236,3,7
2001,59,20:00,424.8333,241,8,5
2001,59,21:00,424.875,233,8,6
2001,59,22:00,424.9167,229,4,7
2001,59,23:00,424.9583,232,16,5
2001,60,00:00,425,234,12,6
2001,60,01:00,425.0417,227,8,7
2001,60,02:00,425.0833,223,7,5
2001,60,03:00,425.125,224,7,6
2001,60,04:00,425.1667,235,24,7
2001,60,05:00,425.2083,225,6,5
2001,60,06:00,425.25,217,13,6
2001,60,07:00,425.2917,230,25,7
2001,60,08:00,425.3333,249,11,5
2001,60,09:00,425.375,266,42,6
2001,60,10:00,425.4167,253,12,7
2001,60,11:00,425.4583,253,4,5
2001,60,12:00,425.5,259,11,6
2001,60,13:00,425.5417,293,12,7
2001,60,14:00,425.5833,330,18,5
2001,60,15:00,425.625,360,10,6
2001,60,16:00,425.6667,367,9,7
2001,60,17:00,425.7083,372,6,5
2001,60,18:00,425.75,372,11,6
2001,60,19:00,425.7917,363,11,7
2001,60,20:00,425.8333,350,7,5
2001,60,21:00,425.875,361,12,6
2001,60,22:00,425.9167,352,20,7
2001,60,23:00,425.9583,310,17,5
2001,61,00:00,426,276,12,6
2001,61,01:00,426.0417,273,6,7
2001,61,02:00,426.0833,283,10,5
2001,61,03:00,426.125,280,11,6
2001,61,04:00,426.1667,273,6,7
2001,61,05:00,426.2083,275,17,5
2001,61,06:00,426.25,253,15,6
2001,61,07:00,426.2917,261,17,7
2001,61,08:00,426.3333,302,10,5
2001,61,09:00,426.375,336,52,6
2001,61,10:00,426.4167,328,11,7
2001,61,11:00,426.4583,355,12,5
2001,61,12:00,426.5,408,15,6
2001,61,13:00,426.5417,453,26,7
2001,61,14:00,426.5833,478,14,5
2001,61,15:00,426.625,499,11,6
2001,61,16:00,426.6667,467,13,7
2001,61,17:00,426.7083,464,7,5
2001,61,18:00,426.75,463,9,6
2001,61,19:00,426.7917,462,17,7
2001,61,20:00,426.8333,451,11,5
2001,61,21:00,426.875,456,7,6
2001,61,22:00,426.9167,449,11,7
2001,61,23:00,426.9583,425,10,5
2001,62,00:00,427,401,11,6
2001,62,01:00,427.0417,399,11,7
2001,62,02:00,427.0833,391,13,5
2001,62,03:00,427.125,370,19,6
2001,62,04:00,427.1667,322,18,7
2001,62,05:00,427.2083,293,15,5
2001,62,06:00,427.25,280,5,6
2001,62,07:00,427.2917,279,11,7
2001,62,08:00,427.3333,304,26,5
2001,62,09:00,427.375,410,33,6
2001,62,10:00,427.4167,505,57,7
2001,62,11:00,427.4583,605,36,5
2001,62,12:00,427.5,700,51,6
2001,62,13:00,427.5417,794,34,7
2001,62,14:00,427.5833,890,24,5
2001,62,15:00,427.625,915,15,6
2001,62,16:00,427.6667,776,92,7
2001,62,17:00,427.7083,658,54,5
2001,62,18:00,427.75,547,21,6
2001,62,19:00,427.7917,500,12,7
2001,62,20:00,427.8333,490,7,5
2001,62,21:00,427.875,464,11,6
2001,62,22:00,427.9167,451,7,7
2001,62,23:00,427.9583,439,7,5
2001,63,00:00,428,443,5,6
2001,63,01:00,428.0417,449,10,7
2001,63,02:00,428.0833,446,7,5
2001,63,03:00,428.125,456,11,6
2001,63,04:00,428.1667,452,8,7
2001,63,05:00,428.2083,437,9,5
2001,63,06:00,428.25,432,9,6
2001,63,07:00,428.2917,425,14,7
2001,63,08:00,428.3333,419,3,5
2001,63,09:00,428.375,429,8,6
2001,63,10:00,428.4167,451,20,7
2001,63,11:00,428.4583,464,17,5
2001,63,12:00,428.5,511,22,6
2001,63,13:00,428.5417,566,26,7
2001,63,14:00,428.5833,586,10,5
2001,63,15:00,428.625,600,10,6
2001,63,16:00,428.6667,584,10,7
2001,63,17:00,428.7083,564,8,5
2001,63,18:00,428.75,549,17,6
2001,63,19:00,428.7917,535,10,7
2001,63,20:00,428.8333,513,5,5
2001,63,21:00,428.875,513,16,6
2001,63,22:00,428.9167,487,20,7
2001,63,23:00,428.9583,443,12,5
2001,64,00:00,429,446,7,6
2001,64,01:00,429.0417,409,17,7
2001,64,02:00,429.0833,364,9,5
2001,64,03:00,429.125,365,8,6
2001,64,04:00,429.1667,360,7,7
2001,64,05:00,429.2083,371,10,5
2001,64,06:00,429.25,343,9,6
2001,64,07:00,429.2917,327,4,7
2001,64,08:00,429.3333,333,9,5
2001,64,09:00,429.375,323,7,6
2001,64,10:00,429.4167,319,11,7
2001,64,11:00,429.4583,317,8,5
2001,64,12:00,429.5,332,11,6
2001,64,13:00,429.5417,340,11,7
2001,64,14:00,429.5833,364,8,5
2001,64,15:00,429.625,365,21,6
2001,64,16:00,429.6667,339,18,7
2001,64,17:00,429.7083,295,24,5
2001,64,18:00,429.75,252,20,6
2001,64,19:00,429.7917,225,11,7
2001,64,20:00,429.8333,161,18,5
2001,64,21:00,429.875,139,13,6
2001,64,22:00,429.9167,104,10,7
2001,64,23:00,429.9583,94,5,5
2001,65,00:00,430,99,6,6
2001,65,01:00,430.0417,89,8,7
2001,65,02:00,430.0833,89,5,5
2001,65,03:00,430.125,86,17,6
2001,65,04:00,430.1667,72,12,7
2001,65,05:00,430.2083,68,5,5
2001,65,06:00,430.25,70,7,6
2001,65,07:00,430.2917,78,7,7
2001,65,08:00,430.3333,78,9,5
2001,65,09:00,430.375,93,3,6
2001,65,10:00,430.4167,100,9,7
2001,65,11:00,430.4583,108,8,5
2001,65,12:00,430.5,118,5,6
2001,65,13:00,430.5417,123,7,7
2001,65,14:00,430.5833,121,6,5
2001,65,15:00,430.625,122,11,6
2001,65,16:00,430.6667,112,11,7
2001,65,17:00,430.7083,106,6,5
2001,65,18:00,430.75,99,7,5
2001,65,19:00,430.7917,101,8,7
2001,65,20:00,430.8333,95,11,5
2001,65,21:00,430.875,98,7,6
2001,65,22:00,430.9167,88,7,7
2001,65,23:00,430.9583,90,6,5
2001,66,00:00,431,92,4,6
2001,66,01:00,431.0417,83,10,7
2001,66,02:00,431.0833,96,5,5
2001,66,03:00,431.125,95,3,6
2001,66,04:00,431.1667,93,16,7
2001,66,05:00,431.2083,89,9,5
2001,66,06:00,431.25,90,7,6
2001,66,07:00,431.2917,103,12,7
2001,66,08:00,431.3333,101,7,5
2001,66,09:00,431.375,121,10,6
2001,66,10:00,431.4167,142,14,7
2001,66,11:00,431.4583,158,11,5
2001,66,12:00,431.5,184,10,6
2001,66,13:00,431.5417,227,31,6
2001,66,14:00,431.5833,238,25,5
2001,66,15:00,431.625,283,26,6
2001,66,16:00,431.6667,286,11,7
2001,66,17:00,431.7083,283,7,5
2001,66,18:00,431.75,272,19,6
2001,66,19:00,431.7917,251,15,7
2001,66,20:00,431.8333,247,14,5
2001,66,21:00,431.875,240,20,6
2001,66,22:00,431.9167,225,10,7
2001,66,23:00,431.9583,227,12,5
2001,67,00:00,432,228,9,6
2001,67,01:00,432.0417,219,23,7
2001,67,02:00,432.0833,213,9,5
2001,67,03:00,432.125,221,4,6
2001,67,04:00,432.1667,214,24,7
2001,67,05:00,432.2083,207,5,5
2001,67,06:00,432.25,216,7,6
2001,67,07:00,432.2917,237,26,7
2001,67,08:00,432.3333,294,15,5
2001,67,09:00,432.375,342,10,6
2001,67,10:00,432.4167,348,25,7
2001,67,11:00,432.4583,370,58,5
2001,67,12:00,432.5,463,33,4
2001,67,13:00,432.5417,547,32,4
2001,67,14:00,432.5833,605,10,4
2001,67,15:00,432.625,633,19,4
2001,67,16:00,432.6667,690,19,7
2001,67,17:00,432.7083,710,19,4
2001,67,18:00,432.75,667,42,5
2001,67,19:00,432.7917,595,19,6
2001,67,20:00,432.8333,573,15,5
2001,67,21:00,432.875,541,12,5
2001,67,22:00,432.9167,525,18,7
2001,67,23:00,432.9583,525,19,5
2001,68,00:00,433,497,15,6
2001,68,01:00,433.0417,453,26,7
2001,68,02:00,433.0833,403,13,5
2001,68,03:00,433.125,364,24,6
2001,68,04:00,433.1667,336,9,7
2001,68,05:00,433.2083,328,9,5
2001,68,06:00,433.25,294,18,6
2001,68,07:00,433.2917,282,17,7
2001,68,08:00,433.3333,282,4,5
2001,68,09:00,433.375,314,42,6
2001,68,10:00,433.4167,355,41,7
2001,68,11:00,433.4583,394,18,5
2001,68,12:00,433.5,437,24,6
2001,68,13:00,433.5417,462,48,6
2001,68,14:00,433.5833,466,34,5
2001,68,15:00,433.625,484,42,6
2001,68,16:00,433.6667,425,14,7
2001,68,17:00,433.7083,381,16,5
2001,68,18:00,433.75,348,22,6
2001,68,19:00,433.7917,275,9,7
2001,68,20:00,433.8333,249,12,5
2001,68,21:00,433.875,210,23,6
2001,68,22:00,433.9167,183,19,7
2001,68,23:00,433.9583,160,4,5
2001,69,00:00,434,183,17,6
2001,69,01:00,434.0417,224,8,7
2001,69,02:00,434.0833,268,37,5
2001,69,03:00,434.125,370,50,6
2001,69,04:00,434.1667,551,74,7
2001,69,05:00,434.2083,721,15,5
2001,69,06:00,434.25,733,22,6
2001,69,07:00,434.2917,776,27,7
2001,69,08:00,434.3333,852,29,5
2001,69,09:00,434.375,902,13,6
2001,69,10:00,434.4167,893,13,7
2001,69,11:00,434.4583,926,15,5
2001,69,12:00,434.5,955,22,6
2001,69,13:00,434.5417,974,27,7
2001,69,14:00,434.5833,953,36,5
2001,69,15:00,434.625,903,33,5
2001,69,16:00,434.6667,919,76,3
2001,69,17:00,434.7083,961,31,5
2001,69,18:00,434.75,930,52,6
2001,69,19:00,434.7917,962,38,7
2001,69,20:00,434.8333,932,20,5
2001,69,21:00,434.875,913,16,6
2001,69,22:00,434.9167,842,24,7
2001,69,23:00,434.9583,764,33,5
2001,70,00:00,435,684,22,6
2001,70,01:00,435.0417,679,11,7
2001,70,02:00,435.0833,651,32,5
2001,70,03:00,435.125,641,11,6
2001,70,04:00,435.1667,632,40,7
2001,70,05:00,435.2083,578,35,5
2001,70,06:00,435.25,660,25,6
2001,70,07:00,435.2917,700,48,7
2001,70,08:00,435.3333,699,56,5
2001,70,09:00,435.375,721,9,6
2001,70,10:00,435.4167,794,40,7
2001,70,11:00,435.4583,793,151,5
2001,70,12:00,435.5,668,22,5
2001,70,13:00,435.5417,696,16,7
2001,70,14:00,435.5833,710,78,4
2001,70,15:00,435.625,NA,NA,2
2001,70,16:00,435.6667,599,12,6
2001,70,17:00,435.7083,658,53,3
2001,70,18:00,435.75,556,40,6
2001,70,19:00,435.7917,647,47,7
2001,70,20:00,435.8333,610,12,5
2001,70,21:00,435.875,549,97,5
2001,70,22:00,435.9167,465,23,6
2001,70,23:00,435.9583,424,12,4
2001,71,00:00,436,407,76,5
2001,71,01:00,436.0417,375,11,7
2001,71,02:00,436.0833,352,11,5
2001,71,03:00,436.125,318,37,6
2001,71,04:00,436.1667,277,16,7
2001,71,05:00,436.2083,240,10,5
2001,71,06:00,436.25,229,19,6
2001,71,07:00,436.2917,211,11,7
2001,71,08:00,436.3333,225,6,5
2001,71,09:00,436.375,238,9,6
2001,71,10:00,436.4167,260,14,7
2001,71,11:00,436.4583,268,13,5
2001,71,12:00,436.5,297,15,6
2001,71,13:00,436.5417,NA,NA,2
2001,71,14:00,436.5833,NA,NA,1
2001,71,15:00,436.625,389,6,5
2001,71,16:00,436.6667,392,8,5
2001,71,17:00,436.7083,381,10,5
2001,71,18:00,436.75,394,8,6
2001,71,19:00,436.7917,387,18,7
2001,71,20:00,436.8333,393,6,5
2001,71,21:00,436.875,406,10,6
2001,71,22:00,436.9167,395,13,7
2001,71,23:00,436.9583,399,16,5
2001,72,00:00,437,412,15,6
2001,72,01:00,437.0417,414,10,7
2001,72,02:00,437.0833,409,17,5
2001,72,03:00,437.125,383,9,6
2001,72,04:00,437.1667,336,20,7
2001,72,05:00,437.2083,296,6,5
2001,72,06:00,437.25,291,6,6
2001,72,07:00,437.2917,283,9,7
2001,72,08:00,437.3333,284,8,5
2001,72,09:00,437.375,269,4,6
2001,72,10:00,437.4167,271,9,7
2001,72,11:00,437.4583,263,9,5
2001,72,12:00,437.5,263,8,6
2001,72,13:00,437.5417,263,12,7
2001,72,16:00,437.6667,243,22,3
2001,72,17:00,437.7083,232,14,5
2001,72,18:00,437.75,217,8,6
2001,72,19:00,437.7917,213,13,7
2001,72,20:00,437.8333,232,33,5
2001,72,21:00,437.875,262,23,6
2001,72,22:00,437.9167,337,28,7
2001,72,23:00,437.9583,373,15,5
2001,73,00:00,438,349,16,6
2001,73,01:00,438.0417,366,26,7
2001,73,02:00,438.0833,349,11,5
2001,73,03:00,438.125,357,10,6
2001,73,04:00,438.1667,341,11,7
2001,73,05:00,438.2083,354,10,5
2001,73,06:00,438.25,351,5,6
2001,73,07:00,438.2917,347,10,7
2001,73,08:00,438.3333,348,8,5
2001,73,09:00,438.375,416,53,6
2001,73,10:00,438.4167,482,12,7
2001,73,11:00,438.4583,496,13,5
2001,73,12:00,438.5,499,13,6
2001,73,13:00,438.5417,496,25,7
2001,73,14:00,438.5833,490,18,5
2001,73,15:00,438.625,477,17,6
2001,73,16:00,438.6667,442,26,7
2001,73,17:00,438.7083,411,20,5
2001,73,18:00,438.75,383,17,6
2001,73,19:00,438.7917,366,13,7
2001,73,20:00,438.8333,385,6,5
2001,73,21:00,438.875,395,7,6
2001,73,22:00,438.9167,388,9,7
2001,73,23:00,438.9583,380,9,5
2001,74,00:00,439,395,10,6
2001,74,01:00,439.0417,390,6,7
2001,74,02:00,439.0833,384,7,5
2001,74,03:00,439.125,381,8,6
2001,74,04:00,439.1667,398,11,7
2001,74,05:00,439.2083,401,14,5
2001,74,06:00,439.25,388,14,6
2001,74,07:00,439.2917,374,10,7
2001,74,08:00,439.3333,391,12,5
2001,74,09:00,439.375,406,10,6
2001,74,10:00,439.4167,428,11,7
2001,74,11:00,439.4583,462,20,5
2001,74,12:00,439.5,501,25,6
2001,74,13:00,439.5417,526,22,7
2001,74,14:00,439.5833,559,32,5
2001,74,15:00,439.625,566,43,6
2001,74,16:00,439.6667,665,27,7
2001,74,17:00,439.7083,723,25,5
2001,74,18:00,439.75,727,24,6
2001,74,19:00,439.7917,733,18,7
2001,74,20:00,439.8333,730,15,5
2001,74,21:00,439.875,737,18,6
2001,74,22:00,439.9167,744,24,7
2001,74,23:00,439.9583,719,20,5
2001,75,00:00,440,711,21,6
2001,75,01:00,440.0417,627,63,7
2001,75,02:00,440.0833,577,10,5
2001,75,03:00,440.125,535,22,6
2001,75,04:00,440.1667,463,26,7
2001,75,05:00,440.2083,414,12,5
2001,75,06:00,440.25,431,13,6
2001,75,07:00,440.2917,472,15,7
2001,75,08:00,440.3333,490,14,5
2001,75,09:00,440.375,508,15,6
2001,75,10:00,440.4167,499,24,7
2001,75,11:00,440.4583,500,17,5
2001,75,12:00,440.5,465,32,6
2001,75,13:00,440.5417,483,33,7
2001,75,14:00,440.5833,512,70,5
2001,75,15:00,440.625,504,46,4
2001,75,16:00,440.6667,549,22,7
2001,75,17:00,440.7083,567,11,4
2001,75,18:00,440.75,562,99,4
2001,75,19:00,440.7917,409,23,7
2001,75,20:00,440.8333,393,8,5
2001,75,21:00,440.875,410,44,6
2001,75,22:00,440.9167,402,7,7
2001,75,23:00,440.9583,382,13,5
2001,76,00:00,441,372,27,6
2001,76,01:00,441.0417,334,14,7
2001,76,02:00,441.0833,334,6,5
2001,76,03:00,441.125,345,27,6
2001,76,04:00,441.1667,319,21,7
2001,76,05:00,441.2083,318,9,5
2001,76,06:00,441.25,321,24,6
2001,76,07:00,441.2917,308,23,7
2001,76,08:00,441.3333,353,9,5
2001,76,09:00,441.375,381,17,6
2001,76,10:00,441.4167,422,39,7
2001,76,11:00,441.4583,419,12,5
2001,76,12:00,441.5,531,54,4
2001,76,13:00,441.5417,637,57,6
2001,76,14:00,441.5833,621,35,5
2001,76,15:00,441.625,572,25,6
2001,76,16:00,441.6667,589,83,6
2001,76,17:00,441.7083,497,42,5
2001,76,18:00,441.75,511,14,5
2001,76,19:00,441.7917,521,22,6
2001,76,20:00,441.8333,501,20,3
2001,76,21:00,441.875,509,21,6
2001,76,22:00,441.9167,608,40,7
2001,76,23:00,441.9583,535,43,5
2001,77,00:00,442,568,41,6
2001,77,01:00,442.0417,514,13,7
2001,77,02:00,442.0833,457,83,5
2001,77,03:00,442.125,383,11,6
2001,77,04:00,442.1667,357,19,7
2001,77,05:00,442.2083,305,39,5
2001,77,06:00,442.25,272,19,6
2001,77,07:00,442.2917,293,9,7
2001,77,08:00,442.3333,360,28,5
2001,77,09:00,442.375,336,22,6
2001,77,10:00,442.4167,397,7,7
2001,77,11:00,442.4583,455,57,5
2001,77,12:00,442.5,380,24,5
2001,77,13:00,442.5417,342,16,3
2001,77,14:00,442.5833,289,14,5
2001,77,15:00,442.625,236,35,5
2001,77,16:00,442.6667,219,15,5
2001,77,17:00,442.7083,180,13,5
2001,77,18:00,442.75,168,21,6
2001,77,19:00,442.7917,171,9,7
2001,77,20:00,442.8333,166,4,5
2001,77,21:00,442.875,184,17,6
2001,77,22:00,442.9167,193,13,7
2001,77,23:00,442.9583,189,4,5
2001,78,00:00,443,198,20,6
2001,78,01:00,443.0417,177,10,7
2001,78,02:00,443.0833,181,5,5
2001,78,03:00,443.125,173,15,6
2001,78,04:00,443.1667,152,11,7
2001,78,05:00,443.2083,151,4,5
2001,78,06:00,443.25,152,3,6
2001,78,07:00,443.2917,166,20,7
2001,78,08:00,443.3333,175,7,5
2001,78,09:00,443.375,182,5,6
2001,78,10:00,443.4167,189,8,7
2001,78,11:00,443.4583,218,14,5
2001,78,12:00,443.5,252,7,5
2001,78,13:00,443.5417,271,23,5
2001,78,14:00,443.5833,301,13,4
2001,78,15:00,443.625,284,3,4
2001,78,16:00,443.6667,277,13,3
2001,78,17:00,443.7083,NA,NA,2
2001,78,19:00,443.7917,NA,NA,2
2001,78,20:00,443.8333,216,7,5
2001,78,21:00,443.875,220,9,6
2001,78,22:00,443.9167,231,6,7
2001,78,23:00,443.9583,238,4,5
2001,79,00:00,444,232,10,6
2001,79,01:00,444.0417,234,11,7
2001,79,02:00,444.0833,230,6,5
2001,79,03:00,444.125,230,4,6
2001,79,04:00,444.1667,233,4,7
2001,79,05:00,444.2083,231,5,5
2001,79,06:00,444.25,233,5,6
2001,79,07:00,444.2917,260,14,7
2001,79,08:00,444.3333,303,2,5
2001,79,09:00,444.375,348,8,6
2001,79,10:00,444.4167,297,31,7
2001,79,11:00,444.4583,342,14,4
2001,79,12:00,444.5,358,60,5
2001,79,13:00,444.5417,514,2,3
2001,79,14:00,444.5833,NA,NA,2
2001,79,15:00,444.625,NA,NA,2
2001,79,16:00,444.6667,489,27,3
2001,79,17:00,444.7083,450,7,4
2001,79,20:00,444.8333,409,17,3
2001,79,21:00,444.875,429,24,4
2001,79,23:00,444.9583,360,23,5
2001,80,00:00,445,330,9,6
2001,80,01:00,445.0417,305,35,6
2001,80,02:00,445.0833,248,26,5
2001,80,03:00,445.125,227,16,5
2001,80,04:00,445.1667,265,17,7
2001,80,05:00,445.2083,249,29,5
2001,80,06:00,445.25,249,14,6
2001,80,08:00,445.3333,327,17,5
2001,80,09:00,445.375,269,32,5
2001,80,10:00,445.4167,209,21,5
2001,80,11:00,445.4583,NA,NA,2
2001,80,12:00,445.5,273,26,5
2001,80,13:00,445.5417,NA,NA,2
2001,80,14:00,445.5833,NA,NA,1
2001,80,15:00,445.625,NA,NA,1
2001,80,16:00,445.6667,NA,NA,1
2001,85,13:00,450.5417,574,14,3
2001,85,14:00,450.5833,557,19,5
2001,85,15:00,450.625,543,7,6
2001,85,16:00,450.6667,538,11,7
2001,85,17:00,450.7083,537,11,5
2001,85,18:00,450.75,526,25,6
2001,85,19:00,450.7917,539,16,7
2001,85,20:00,450.8333,536,14,5
2001,85,21:00,450.875,517,17,6
2001,85,22:00,450.9167,501,16,7
2001,85,23:00,450.9583,471,12,5
2001,86,00:00,451,437,6,6
2001,86,01:00,451.0417,387,30,7
2001,86,02:00,451.0833,343,8,5
2001,86,03:00,451.125,318,6,6
2001,86,04:00,451.1667,297,3,7
2001,86,05:00,451.2083,281,6,5
2001,86,06:00,451.25,282,7,6
2001,86,07:00,451.2917,285,6,7
2001,86,08:00,451.3333,285,10,5
2001,86,09:00,451.375,289,6,6
2001,86,10:00,451.4167,293,9,7
2001,86,11:00,451.4583,317,13,5
2001,86,12:00,451.5,351,7,6
2001,86,13:00,451.5417,350,9,7
2001,86,14:00,451.5833,342,12,5
2001,86,15:00,451.625,333,6,6
2001,86,16:00,451.6667,338,8,7
2001,86,17:00,451.7083,336,5,5
2001,86,18:00,451.75,305,13,6
2001,86,19:00,451.7917,267,21,7
2001,86,20:00,451.8333,237,4,5
2001,86,21:00,451.875,214,7,6
2001,86,22:00,451.9167,204,6,7
2001,86,23:00,451.9583,201,5,5
2001,87,00:00,452,192,5,6
2001,87,01:00,452.0417,188,4,7
2001,87,02:00,452.0833,182,3,5
2001,87,03:00,452.125,185,5,6
2001,87,04:00,452.1667,190,6,7
2001,87,05:00,452.2083,186,4,5
2001,87,06:00,452.25,189,5,6
2001,87,07:00,452.2917,201,7,7
