year,doy,site,plot,spp,wt-g
2000,312,ems,D4,r.pine,0
2000,312,ems,D4,w.pine,0
2000,312,ems,D4,cherry,1.215
2000,312,ems,D4,w.hazel,0
2000,312,ems,D4,chestnut,0
2000,312,ems,D4,ash,0
2000,312,ems,D4,unknown,0
2000,312,ems,D4,fruit.flower.bud,0.408
2000,312,ems,D4,twig.bark,1.048
2000,312,ems,D5,oak,0
2000,312,ems,D5,w.oak,0
2000,312,ems,D5,r.maple,0.115
2000,312,ems,D5,str.maple,0
2000,312,ems,D5,beech,1.47
2000,312,ems,D5,birch,0.058
2000,312,ems,D5,hemlock,0
2000,312,ems,D5,spruce,0
2000,312,ems,D5,r.pine,0
2000,312,ems,D5,w.pine,0
2000,312,ems,D5,cherry,0.158
2000,312,ems,D5,w.hazel,0
2000,312,ems,D5,chestnut,0
2000,312,ems,D5,ash,0
2000,312,ems,D5,unknown,0
2000,312,ems,D5,fruit.flower.bud,1.361
2000,312,ems,D5,twig.bark,0.248
2000,312,ems,E1,oak,27.247
2000,312,ems,E1,w.oak,0
2000,312,ems,E1,r.maple,1.947
2000,312,ems,E1,str.maple,0
2000,312,ems,E1,beech,1.267
2000,312,ems,E1,birch,0
2000,312,ems,E1,hemlock,0.148
2000,312,ems,E1,spruce,0
2000,312,ems,E1,r.pine,0
2000,312,ems,E1,w.pine,0.098
2000,312,ems,E1,cherry,0
2000,312,ems,E1,w.hazel,0
2000,312,ems,E1,chestnut,0
2000,312,ems,E1,ash,0
2000,312,ems,E1,unknown,0
2000,312,ems,E1,fruit.flower.bud,3.262
2000,312,ems,E1,twig.bark,0.128
2000,312,ems,E2,oak,19.647
2000,312,ems,E2,w.oak,0
2000,312,ems,E2,r.maple,0
2000,312,ems,E2,str.maple,0
2000,312,ems,E2,beech,0
2000,312,ems,E2,birch,0
2000,312,ems,E2,hemlock,0
2000,312,ems,E2,spruce,0
2000,312,ems,E2,r.pine,0
2000,312,ems,E2,w.pine,0
2000,312,ems,E2,cherry,0
2000,312,ems,E2,w.hazel,0
2000,312,ems,E2,chestnut,0
2000,312,ems,E2,ash,0
2000,312,ems,E2,unknown,0
2000,312,ems,E2,fruit.flower.bud,0
2000,312,ems,E2,twig.bark,0.058
2000,312,ems,E3,oak,40.414
2000,312,ems,E3,w.oak,0
2000,312,ems,E3,r.maple,0
2000,312,ems,E3,str.maple,0
2000,312,ems,E3,beech,0.198
2000,312,ems,E3,birch,0.118
2000,312,ems,E3,hemlock,0.018
2000,312,ems,E3,spruce,0.038
2000,312,ems,E3,r.pine,0
2000,312,ems,E3,w.pine,0
2000,312,ems,E3,cherry,0
2000,312,ems,E3,w.hazel,0
2000,312,ems,E3,chestnut,0
2000,312,ems,E3,ash,0
2000,312,ems,E3,unknown,0
2000,312,ems,E3,fruit.flower.bud,3.858
2000,312,ems,E3,twig.bark,0.088
2000,312,ems,E4,oak,25.854
2000,312,ems,E4,w.oak,0
2000,312,ems,E4,r.maple,0.505
2000,312,ems,E4,str.maple,0
2000,312,ems,E4,beech,0
2000,312,ems,E4,birch,0
2000,312,ems,E4,hemlock,0
2000,312,ems,E4,spruce,3.315
2000,312,ems,E4,r.pine,0
2000,312,ems,E4,w.pine,2.495
2000,312,ems,E4,cherry,0
2000,312,ems,E4,w.hazel,0
2000,312,ems,E4,chestnut,0
2000,312,ems,E4,ash,0
2000,312,ems,E4,unknown,0
2000,312,ems,E4,fruit.flower.bud,8.417
2000,312,ems,E4,twig.bark,0.275
2000,312,ems,E5,oak,12.707
2000,312,ems,E5,w.oak,0
2000,312,ems,E5,r.maple,4.697
2000,312,ems,E5,str.maple,0
2000,312,ems,E5,beech,0.291
2000,312,ems,E5,birch,0
2000,312,ems,E5,hemlock,3.538
2000,312,ems,E5,spruce,0
2000,312,ems,E5,r.pine,0
2000,312,ems,E5,w.pine,5.137
2000,312,ems,E5,cherry,0
2000,312,ems,E5,w.hazel,0
2000,312,ems,E5,chestnut,0
2000,312,ems,E5,ash,0
2000,312,ems,E5,unknown,0
2000,312,ems,E5,fruit.flower.bud,0.578
2000,312,ems,E5,twig.bark,0.987
2000,312,ems,F1,oak,2.178
2000,312,ems,F1,w.oak,0
2000,312,ems,F1,r.maple,0.238
2000,312,ems,F1,str.maple,0
2000,312,ems,F1,beech,0
2000,312,ems,F1,birch,0
2000,312,ems,F1,hemlock,0.418
2000,312,ems,F1,spruce,0
2000,312,ems,F1,r.pine,24.247
2000,312,ems,F1,w.pine,0.018
2000,312,ems,F1,cherry,0.335
2000,312,ems,F1,w.hazel,0
2000,312,ems,F1,chestnut,0
2000,312,ems,F1,ash,0
2000,312,ems,F1,unknown,0
2000,312,ems,F1,fruit.flower.bud,0.278
2000,312,ems,F1,twig.bark,1.058
2000,312,ems,F2,oak,19.604
2000,312,ems,F2,w.oak,0.065
2000,312,ems,F2,r.maple,0.925
2000,312,ems,F2,str.maple,0
2000,312,ems,F2,beech,0.05
2000,312,ems,F2,birch,0.375
2000,312,ems,F2,hemlock,1.088
2000,312,ems,F2,spruce,0
2000,312,ems,F2,r.pine,0
2000,312,ems,F2,w.pine,1.035
2000,312,ems,F2,cherry,0
2000,312,ems,F2,w.hazel,0
2000,312,ems,F2,chestnut,0
2000,312,ems,F2,ash,0
2000,312,ems,F2,unknown,0
2000,312,ems,F2,fruit.flower.bud,1.545
2000,312,ems,F2,twig.bark,0.088
2000,312,ems,F3,oak,41.344
2000,312,ems,F3,w.oak,0
2000,312,ems,F3,r.maple,0.758
2000,312,ems,F3,str.maple,0
2000,312,ems,F3,beech,0.528
2000,312,ems,F3,birch,0.128
2000,312,ems,F3,hemlock,0.548
2000,312,ems,F3,spruce,0
2000,312,ems,F3,r.pine,0
2000,312,ems,F3,w.pine,0.648
2000,312,ems,F3,cherry,0
2000,312,ems,F3,w.hazel,0
2000,312,ems,F3,chestnut,0
2000,312,ems,F3,ash,0
2000,312,ems,F3,unknown,0.548
2000,312,ems,F3,fruit.flower.bud,0.778
2000,312,ems,F3,twig.bark,0.108
2000,312,ems,F4,oak,24.757
2000,312,ems,F4,w.oak,0
2000,312,ems,F4,r.maple,0.148
2000,312,ems,F4,str.maple,0
2000,312,ems,F4,beech,0
2000,312,ems,F4,birch,0.068
2000,312,ems,F4,hemlock,0
2000,312,ems,F4,spruce,0.628
2000,312,ems,F4,r.pine,0
2000,312,ems,F4,w.pine,1.118
2000,312,ems,F4,cherry,0.088
2000,312,ems,F4,w.hazel,0
2000,312,ems,F4,chestnut,0
2000,312,ems,F4,ash,0
2000,312,ems,F4,unknown,0
2000,312,ems,F4,fruit.flower.bud,0.228
2000,312,ems,F4,twig.bark,0.05
2000,312,ems,F5,oak,20.647
2000,312,ems,F5,w.oak,0
2000,312,ems,F5,r.maple,1.948
2000,312,ems,F5,str.maple,0
2000,312,ems,F5,beech,0.355
2000,312,ems,F5,birch,0
2000,312,ems,F5,hemlock,0
2000,312,ems,F5,spruce,0
2000,312,ems,F5,r.pine,0
2000,312,ems,F5,w.pine,1.715
2000,312,ems,F5,cherry,1.225
2000,312,ems,F5,w.hazel,0
2000,312,ems,F5,chestnut,0
2000,312,ems,F5,ash,0
2000,312,ems,F5,unknown,0
2000,312,ems,F5,fruit.flower.bud,7.907
2000,312,ems,F5,twig.bark,0.708
2000,312,ems,G1,oak,4.765
2000,312,ems,G1,w.oak,0
2000,312,ems,G1,r.maple,0.648
2000,312,ems,G1,str.maple,0
2000,312,ems,G1,beech,1.108
2000,312,ems,G1,birch,0
2000,312,ems,G1,hemlock,0
2000,312,ems,G1,spruce,0
2000,312,ems,G1,r.pine,14.437
2000,312,ems,G1,w.pine,0.208
2000,312,ems,G1,cherry,0.668
2000,312,ems,G1,w.hazel,0
2000,312,ems,G1,chestnut,0
2000,312,ems,G1,ash,0
2000,312,ems,G1,unknown,0.238
2000,312,ems,G1,fruit.flower.bud,0.388
2000,312,ems,G1,twig.bark,0.588
2000,312,ems,G2,oak,7.067
2000,312,ems,G2,w.oak,0.138
2000,312,ems,G2,r.maple,0
2000,312,ems,G2,str.maple,0
2000,312,ems,G2,beech,0.118
2000,312,ems,G2,birch,0
2000,312,ems,G2,hemlock,4.478
2000,312,ems,G2,spruce,0
2000,312,ems,G2,r.pine,0
2000,312,ems,G2,w.pine,0.108
2000,312,ems,G2,cherry,0.328
2000,312,ems,G2,w.hazel,0
2000,312,ems,G2,chestnut,0
2000,312,ems,G2,ash,0
2000,312,ems,G2,unknown,0
2000,312,ems,G2,fruit.flower.bud,0
2000,312,ems,G2,twig.bark,0.697
2000,312,ems,G4,oak,6.621
2000,312,ems,G4,w.oak,0
2000,312,ems,G4,r.maple,0.271
2000,312,ems,G4,str.maple,0
2000,312,ems,G4,beech,0.771
2000,312,ems,G4,birch,0
2000,312,ems,G4,hemlock,0.478
2000,312,ems,G4,spruce,0
2000,312,ems,G4,r.pine,0
2000,312,ems,G4,w.pine,0.071
2000,312,ems,G4,cherry,0
2000,312,ems,G4,w.hazel,0
2000,312,ems,G4,chestnut,0
2000,312,ems,G4,ash,0
2000,312,ems,G4,unknown,0.201
2000,312,ems,G4,fruit.flower.bud,0.351
2000,312,ems,G4,twig.bark,0.861
2000,312,ems,G5,oak,26.634
2000,312,ems,G5,w.oak,0
2000,312,ems,G5,r.maple,1.438
2000,312,ems,G5,str.maple,0
2000,312,ems,G5,beech,0.458
2000,312,ems,G5,birch,0.298
2000,312,ems,G5,hemlock,1.258
2000,312,ems,G5,spruce,0
2000,312,ems,G5,r.pine,0
2000,312,ems,G5,w.pine,0.498
2000,312,ems,G5,cherry,0
2000,312,ems,G5,w.hazel,0
2000,312,ems,G5,chestnut,0
2000,312,ems,G5,ash,0
2000,312,ems,G5,unknown,0
2000,312,ems,G5,fruit.flower.bud,0.668
2000,312,ems,G5,twig.bark,0.068
2000,312,ems,H1,oak,22.387
2000,312,ems,H1,w.oak,0
2000,312,ems,H1,r.maple,1.488
2000,312,ems,H1,str.maple,0
2000,312,ems,H1,beech,3.977
2000,312,ems,H1,birch,0.228
2000,312,ems,H1,hemlock,2.061
2000,312,ems,H1,spruce,0
2000,312,ems,H1,r.pine,0.528
2000,312,ems,H1,w.pine,1.291
2000,312,ems,H1,cherry,0
2000,312,ems,H1,w.hazel,0
2000,312,ems,H1,chestnut,0
2000,312,ems,H1,ash,0
2000,312,ems,H1,unknown,0
2000,312,ems,H1,fruit.flower.bud,8.437
2000,312,ems,H1,twig.bark,0.388
2000,312,ems,H2,oak,12.487
2000,312,ems,H2,w.oak,0
2000,312,ems,H2,r.maple,1.065
2000,312,ems,H2,str.maple,0
2000,312,ems,H2,beech,0.855
2000,312,ems,H2,birch,1.008
2000,312,ems,H2,hemlock,0.938
2000,312,ems,H2,spruce,0
2000,312,ems,H2,r.pine,0
2000,312,ems,H2,w.pine,0.708
2000,312,ems,H2,cherry,0
2000,312,ems,H2,w.hazel,0
2000,312,ems,H2,chestnut,0
2000,312,ems,H2,ash,0
2000,312,ems,H2,unknown,0
2000,312,ems,H2,fruit.flower.bud,0.578
2000,312,ems,H2,twig.bark,0.971
2000,312,ems,H5,oak,17.404
2000,312,ems,H5,w.oak,0
2000,312,ems,H5,r.maple,1.915
2000,312,ems,H5,str.maple,0
2000,312,ems,H5,beech,2.888
2000,312,ems,H5,birch,0.098
2000,312,ems,H5,hemlock,1.665
2000,312,ems,H5,spruce,0
2000,312,ems,H5,r.pine,0
2000,312,ems,H5,w.pine,0.135
2000,312,ems,H5,cherry,0
2000,312,ems,H5,w.hazel,0
2000,312,ems,H5,chestnut,0
2000,312,ems,H5,ash,0
2000,312,ems,H5,unknown,0
2000,312,ems,H5,fruit.flower.bud,1.395
2000,312,ems,H5,twig.bark,0.635
2000,326,ems,A1,oak,0.66
2000,326,ems,A1,w.oak,0
2000,326,ems,A1,r.maple,0
2000,326,ems,A1,str.maple,0
2000,326,ems,A1,beech,0
2000,326,ems,A1,birch,0.061
2000,326,ems,A1,hemlock,0.028
2000,326,ems,A1,spruce,0
2000,326,ems,A1,r.pine,0
2000,326,ems,A1,w.pine,0.018
2000,326,ems,A1,cherry,0
2000,326,ems,A1,w.hazel,0
2000,326,ems,A1,chestnut,0
2000,326,ems,A1,ash,0
2000,326,ems,A1,unknown,0
2000,326,ems,A1,fruit.flower.bud,0.921
2000,326,ems,A1,twig.bark,0.05
2000,326,ems,A2,oak,0.96
2000,326,ems,A2,w.oak,0
2000,326,ems,A2,r.maple,0
2000,326,ems,A2,str.maple,0
2000,326,ems,A2,beech,0.181
2000,326,ems,A2,birch,0
2000,326,ems,A2,hemlock,0
2000,326,ems,A2,spruce,0
2000,326,ems,A2,r.pine,0
2000,326,ems,A2,w.pine,0.101
2000,326,ems,A2,cherry,0
2000,326,ems,A2,w.hazel,0
2000,326,ems,A2,chestnut,0
2000,326,ems,A2,ash,0
2000,326,ems,A2,unknown,0
2000,326,ems,A2,fruit.flower.bud,0
2000,326,ems,A2,twig.bark,0
2000,326,ems,A3,oak,6.39
2000,326,ems,A3,w.oak,0
2000,326,ems,A3,r.maple,0.081
2000,326,ems,A3,str.maple,0
2000,326,ems,A3,beech,0.331
2000,326,ems,A3,birch,0
2000,326,ems,A3,hemlock,0
2000,326,ems,A3,spruce,0
2000,326,ems,A3,r.pine,0
2000,326,ems,A3,w.pine,0
2000,326,ems,A3,cherry,0
2000,326,ems,A3,w.hazel,0
2000,326,ems,A3,chestnut,0
2000,326,ems,A3,ash,0
2000,326,ems,A3,unknown,0
2000,326,ems,A3,fruit.flower.bud,0
2000,326,ems,A3,twig.bark,0
2000,326,ems,B1,oak,0.028
2000,326,ems,B1,w.oak,0
2000,326,ems,B1,r.maple,0.238
2000,326,ems,B1,str.maple,0
2000,326,ems,B1,beech,0
2000,326,ems,B1,birch,0.14
2000,326,ems,B1,hemlock,0
2000,326,ems,B1,spruce,0
2000,326,ems,B1,r.pine,0
2000,326,ems,B1,w.pine,0
2000,326,ems,B1,cherry,0
2000,326,ems,B1,w.hazel,0
2000,326,ems,B1,chestnut,0
2000,326,ems,B1,ash,0
2000,326,ems,B1,unknown,0
2000,326,ems,B1,fruit.flower.bud,0.05
2000,326,ems,B1,twig.bark,0.038
2000,326,ems,B2,oak,2.51
2000,326,ems,B2,w.oak,0
2000,326,ems,B2,r.maple,0.401
2000,326,ems,B2,str.maple,0
2000,326,ems,B2,beech,0.128
2000,326,ems,B2,birch,0
2000,326,ems,B2,hemlock,0
2000,326,ems,B2,spruce,0
2000,326,ems,B2,r.pine,0
2000,326,ems,B2,w.pine,0
2000,326,ems,B2,cherry,0
2000,326,ems,B2,w.hazel,0
2000,326,ems,B2,chestnut,0
2000,326,ems,B2,ash,0
2000,326,ems,B2,unknown,0
2000,326,ems,B2,fruit.flower.bud,1.281
2000,326,ems,B2,twig.bark,0.018
2000,326,ems,B3,oak,4.03
2000,326,ems,B3,w.oak,0
2000,326,ems,B3,r.maple,0
2000,326,ems,B3,str.maple,0
2000,326,ems,B3,beech,0.041
2000,326,ems,B3,birch,0
2000,326,ems,B3,hemlock,0
2000,326,ems,B3,spruce,0
2000,326,ems,B3,r.pine,0
2000,326,ems,B3,w.pine,0
2000,326,ems,B3,cherry,0
2000,326,ems,B3,w.hazel,0
2000,326,ems,B3,chestnut,0
2000,326,ems,B3,ash,0
2000,326,ems,B3,unknown,0.168
2000,326,ems,B3,fruit.flower.bud,0.618
2000,326,ems,B3,twig.bark,0.198
2000,326,ems,B4,oak,0.848
2000,326,ems,B4,w.oak,0
2000,326,ems,B4,r.maple,0
2000,326,ems,B4,str.maple,0
2000,326,ems,B4,beech,0.77
2000,326,ems,B4,birch,0
2000,326,ems,B4,hemlock,0
2000,326,ems,B4,spruce,0
2000,326,ems,B4,r.pine,0
2000,326,ems,B4,w.pine,0
2000,326,ems,B4,cherry,0
2000,326,ems,B4,w.hazel,0
2000,326,ems,B4,chestnut,0
2000,326,ems,B4,ash,0
2000,326,ems,B4,unknown,0
2000,326,ems,B4,fruit.flower.bud,0.018
2000,326,ems,B4,twig.bark,0
2000,326,ems,C1,oak,0.098
2000,326,ems,C1,w.oak,0
2000,326,ems,C1,r.maple,0.05
2000,326,ems,C1,str.maple,0
2000,326,ems,C1,beech,0
2000,326,ems,C1,birch,0.028
2000,326,ems,C1,hemlock,0
2000,326,ems,C1,spruce,0
2000,326,ems,C1,r.pine,0
2000,326,ems,C1,w.pine,0.06
2000,326,ems,C1,cherry,0
2000,326,ems,C1,w.hazel,0
2000,326,ems,C1,chestnut,0
2000,326,ems,C1,ash,0
2000,326,ems,C1,unknown,0.018
2000,326,ems,C1,fruit.flower.bud,0.05
2000,326,ems,C1,twig.bark,0
2000,326,ems,C2,oak,0
2000,326,ems,C2,w.oak,0
2000,326,ems,C2,r.maple,0
2000,326,ems,C2,str.maple,0
2000,326,ems,C2,beech,0
2000,326,ems,C2,birch,0
2000,326,ems,C2,hemlock,0
2000,326,ems,C2,spruce,0
2000,326,ems,C2,r.pine,0
2000,326,ems,C2,w.pine,0
2000,326,ems,C2,cherry,0
2000,326,ems,C2,w.hazel,0
2000,326,ems,C2,chestnut,0
2000,326,ems,C2,ash,0
2000,326,ems,C2,unknown,0
2000,326,ems,C2,fruit.flower.bud,0
2000,326,ems,C2,twig.bark,0
2000,326,ems,C3,oak,0
2000,326,ems,C3,w.oak,0
2000,326,ems,C3,r.maple,0
2000,326,ems,C3,str.maple,0
2000,326,ems,C3,beech,0
2000,326,ems,C3,birch,0.2
2000,326,ems,C3,hemlock,0
2000,326,ems,C3,spruce,0
2000,326,ems,C3,r.pine,0
2000,326,ems,C3,w.pine,0.058
2000,326,ems,C3,cherry,0
2000,326,ems,C3,w.hazel,0
2000,326,ems,C3,chestnut,0
2000,326,ems,C3,ash,0
2000,326,ems,C3,unknown,0
2000,326,ems,C3,fruit.flower.bud,0.018
2000,326,ems,C3,twig.bark,0
2000,326,ems,C4,oak,2.79
2000,326,ems,C4,w.oak,0
2000,326,ems,C4,r.maple,0
2000,326,ems,C4,str.maple,0
2000,326,ems,C4,beech,0
2000,326,ems,C4,birch,0
2000,326,ems,C4,hemlock,0
2000,326,ems,C4,spruce,0.948
2000,326,ems,C4,r.pine,0
2000,326,ems,C4,w.pine,0
2000,326,ems,C4,cherry,0
2000,326,ems,C4,w.hazel,0
2000,326,ems,C4,chestnut,0
2000,326,ems,C4,ash,0
2000,326,ems,C4,unknown,0
2000,326,ems,C4,fruit.flower.bud,0.651
2000,326,ems,C4,twig.bark,0.028
2000,326,ems,C5,oak,2.07
2000,326,ems,C5,w.oak,0
2000,326,ems,C5,r.maple,0
2000,326,ems,C5,str.maple,0
2000,326,ems,C5,beech,0.058
2000,326,ems,C5,birch,0.008
2000,326,ems,C5,hemlock,0
2000,326,ems,C5,spruce,0
2000,326,ems,C5,r.pine,0
2000,326,ems,C5,w.pine,0
2000,326,ems,C5,cherry,0
2000,326,ems,C5,w.hazel,0
2000,326,ems,C5,chestnut,0
2000,326,ems,C5,ash,0
2000,326,ems,C5,unknown,0
2000,326,ems,C5,fruit.flower.bud,0.008
2000,326,ems,C5,twig.bark,0
2000,326,ems,D1,oak,1.44
2000,326,ems,D1,w.oak,0
2000,326,ems,D1,r.maple,0
2000,326,ems,D1,str.maple,0
2000,326,ems,D1,beech,0
2000,326,ems,D1,birch,0
2000,326,ems,D1,hemlock,0
2000,326,ems,D1,spruce,0
2000,326,ems,D1,r.pine,0.078
2000,326,ems,D1,w.pine,0.198
2000,326,ems,D1,cherry,0
2000,326,ems,D1,w.hazel,0
2000,326,ems,D1,chestnut,0
2000,326,ems,D1,ash,0
2000,326,ems,D1,unknown,0
2000,326,ems,D1,fruit.flower.bud,0.05
2000,326,ems,D1,twig.bark,0.418
2000,326,ems,D2,oak,2.21
2000,326,ems,D2,w.oak,0
2000,326,ems,D2,r.maple,0
2000,326,ems,D2,str.maple,0
2000,326,ems,D2,beech,0.148
2000,326,ems,D2,birch,0
2000,326,ems,D2,hemlock,0
2000,326,ems,D2,spruce,0
2000,326,ems,D2,r.pine,0
2000,326,ems,D2,w.pine,0.028
2000,326,ems,D2,cherry,0
2000,326,ems,D2,w.hazel,0
2000,326,ems,D2,chestnut,0
2000,326,ems,D2,ash,0
2000,326,ems,D2,unknown,0
2000,326,ems,D2,fruit.flower.bud,0.018
2000,326,ems,D2,twig.bark,0.028
2000,326,ems,D3,oak,0.628
2000,326,ems,D3,w.oak,0
2000,326,ems,D3,r.maple,0.218
2000,326,ems,D3,str.maple,0
2000,326,ems,D3,beech,0.068
2000,326,ems,D3,birch,0
2000,326,ems,D3,hemlock,0
2000,326,ems,D3,spruce,0
2000,326,ems,D3,r.pine,0
2000,326,ems,D3,w.pine,0
2000,326,ems,D3,cherry,0
2000,326,ems,D3,w.hazel,0
2000,326,ems,D3,chestnut,0
2000,326,ems,D3,ash,0
2000,326,ems,D3,unknown,0
2000,326,ems,D3,fruit.flower.bud,0
2000,326,ems,D3,twig.bark,0.778
2000,326,ems,D4,oak,0.05
2000,326,ems,D4,w.oak,0
2000,326,ems,D4,r.maple,0
2000,326,ems,D4,str.maple,0
2000,326,ems,D4,beech,0
2000,326,ems,D4,birch,0
2000,326,ems,D4,hemlock,0
2000,326,ems,D4,spruce,0
2000,326,ems,D4,r.pine,0
2000,326,ems,D4,w.pine,0.05
2000,326,ems,D4,cherry,0
2000,326,ems,D4,w.hazel,0
2000,326,ems,D4,chestnut,0
2000,326,ems,D4,ash,0
2000,326,ems,D4,unknown,0
2000,326,ems,D4,fruit.flower.bud,0.098
2000,326,ems,D4,twig.bark,0.038
2000,326,ems,D5,oak,1.37
2000,326,ems,D5,w.oak,0
2000,326,ems,D5,r.maple,0.028
2000,326,ems,D5,str.maple,0
2000,326,ems,D5,beech,0
2000,326,ems,D5,birch,0
2000,326,ems,D5,hemlock,0.048
2000,326,ems,D5,spruce,0
2000,326,ems,D5,r.pine,0
2000,326,ems,D5,w.pine,0
2000,326,ems,D5,cherry,0
2000,326,ems,D5,w.hazel,0
2000,326,ems,D5,chestnut,0
2000,326,ems,D5,ash,0
2000,326,ems,D5,unknown,0.031
2000,326,ems,D5,fruit.flower.bud,0.028
2000,326,ems,D5,twig.bark,0
2000,326,ems,E1,oak,5.53
2000,326,ems,E1,w.oak,0
2000,326,ems,E1,r.maple,0.618
2000,326,ems,E1,str.maple,0
2000,326,ems,E1,beech,0
2000,326,ems,E1,birch,0.428
2000,326,ems,E1,hemlock,0
2000,326,ems,E1,spruce,0
2000,326,ems,E1,r.pine,0
2000,326,ems,E1,w.pine,0.011
2000,326,ems,E1,cherry,0
2000,326,ems,E1,w.hazel,0
2000,326,ems,E1,chestnut,0
2000,326,ems,E1,ash,0
2000,326,ems,E1,unknown,0.138
2000,326,ems,E1,fruit.flower.bud,2.951
2000,326,ems,E1,twig.bark,0.038
2000,326,ems,E2,oak,5.22
2000,326,ems,E2,w.oak,0
2000,326,ems,E2,r.maple,0
2000,326,ems,E2,str.maple,0
2000,326,ems,E2,beech,0
2000,326,ems,E2,birch,0.268
2000,326,ems,E2,hemlock,0.028
2000,326,ems,E2,spruce,0
2000,326,ems,E2,r.pine,1.538
2000,326,ems,E2,w.pine,0
2000,326,ems,E2,cherry,0
2000,326,ems,E2,w.hazel,0
2000,326,ems,E2,chestnut,0
2000,326,ems,E2,ash,0
2000,326,ems,E2,unknown,0
2000,326,ems,E2,fruit.flower.bud,0.018
2000,326,ems,E2,twig.bark,0.028
2000,326,ems,E3,oak,0.05
2000,326,ems,E3,w.oak,0
2000,326,ems,E3,r.maple,0
2000,326,ems,E3,str.maple,0
2000,326,ems,E3,beech,0.14
2000,326,ems,E3,birch,0
2000,326,ems,E3,hemlock,0
2000,326,ems,E3,spruce,0
2000,326,ems,E3,r.pine,0
2000,326,ems,E3,w.pine,0
2000,326,ems,E3,cherry,0
2000,326,ems,E3,w.hazel,0
2000,326,ems,E3,chestnut,0
2000,326,ems,E3,ash,0
2000,326,ems,E3,unknown,0
2000,326,ems,E3,fruit.flower.bud,0
2000,326,ems,E3,twig.bark,0.05
2000,326,ems,E4,oak,0
2000,326,ems,E4,w.oak,0
2000,326,ems,E4,r.maple,0
2000,326,ems,E4,str.maple,0
2000,326,ems,E4,beech,0
2000,326,ems,E4,birch,0.25
2000,326,ems,E4,hemlock,0.028
2000,326,ems,E4,spruce,0.748
2000,326,ems,E4,r.pine,0
2000,326,ems,E4,w.pine,0.328
2000,326,ems,E4,cherry,0
2000,326,ems,E4,w.hazel,0
2000,326,ems,E4,chestnut,0
2000,326,ems,E4,ash,0
2000,326,ems,E4,unknown,0
2000,326,ems,E4,fruit.flower.bud,0
2000,326,ems,E4,twig.bark,0.148
2000,326,ems,E5,oak,0.468
2000,326,ems,E5,w.oak,0
2000,326,ems,E5,r.maple,0.558
2000,326,ems,E5,str.maple,0
2000,326,ems,E5,beech,0
2000,326,ems,E5,birch,0
2000,326,ems,E5,hemlock,1.138
2000,326,ems,E5,spruce,0
2000,326,ems,E5,r.pine,0
2000,326,ems,E5,w.pine,0.818
2000,326,ems,E5,cherry,0
2000,326,ems,E5,w.hazel,0
2000,326,ems,E5,chestnut,0
2000,326,ems,E5,ash,0
2000,326,ems,E5,unknown,0
2000,326,ems,E5,fruit.flower.bud,3.067
2000,326,ems,E5,twig.bark,0.068
2000,326,ems,F1,oak,0.458
2000,326,ems,F1,w.oak,0
2000,326,ems,F1,r.maple,0.098
2000,326,ems,F1,str.maple,0
2000,326,ems,F1,beech,0.118
2000,326,ems,F1,birch,0
2000,326,ems,F1,hemlock,0.05
2000,326,ems,F1,spruce,0
2000,326,ems,F1,r.pine,2.91
2000,326,ems,F1,w.pine,0.028
2000,326,ems,F1,cherry,0
2000,326,ems,F1,w.hazel,0
2000,326,ems,F1,chestnut,0
2000,326,ems,F1,ash,0
2000,326,ems,F1,unknown,0
2000,326,ems,F1,fruit.flower.bud,0.038
2000,326,ems,F1,twig.bark,0.028
2000,326,ems,F2,oak,1.33
2000,326,ems,F2,w.oak,0
2000,326,ems,F2,r.maple,0
2000,326,ems,F2,str.maple,0
2000,326,ems,F2,beech,0
2000,326,ems,F2,birch,0
2000,326,ems,F2,hemlock,0.05
2000,326,ems,F2,spruce,0
2000,326,ems,F2,r.pine,0
2000,326,ems,F2,w.pine,0.048
2000,326,ems,F2,cherry,0
2000,326,ems,F2,w.hazel,0
2000,326,ems,F2,chestnut,0
2000,326,ems,F2,ash,0
2000,326,ems,F2,unknown,0
2000,326,ems,F2,fruit.flower.bud,0
2000,326,ems,F2,twig.bark,0.058
2000,326,ems,F3,oak,0.82
2000,326,ems,F3,w.oak,0
2000,326,ems,F3,r.maple,0
2000,326,ems,F3,str.maple,0
2000,326,ems,F3,beech,0
2000,326,ems,F3,birch,0
2000,326,ems,F3,hemlock,0.058
2000,326,ems,F3,spruce,0
2000,326,ems,F3,r.pine,0
2000,326,ems,F3,w.pine,0.088
2000,326,ems,F3,cherry,0
2000,326,ems,F3,w.hazel,0
2000,326,ems,F3,chestnut,0
2000,326,ems,F3,ash,0
2000,326,ems,F3,unknown,0.248
2000,326,ems,F3,fruit.flower.bud,0
2000,326,ems,F3,twig.bark,0.05
2000,326,ems,F4,oak,0.69
2000,326,ems,F4,w.oak,0
2000,326,ems,F4,r.maple,0.128
2000,326,ems,F4,str.maple,0
2000,326,ems,F4,beech,0
2000,326,ems,F4,birch,0
2000,326,ems,F4,hemlock,0.018
2000,326,ems,F4,spruce,0.748
2000,326,ems,F4,r.pine,0
2000,326,ems,F4,w.pine,0.098
2000,326,ems,F4,cherry,0
2000,326,ems,F4,w.hazel,0
2000,326,ems,F4,chestnut,0
2000,326,ems,F4,ash,0
2000,326,ems,F4,unknown,0.05
2000,326,ems,F4,fruit.flower.bud,0.05
2000,326,ems,F4,twig.bark,0.048
