Year,Day_of_year,u,u*,wdir,PAR,Tair,daily_min_Tair,Tsoil,VPD,Measured_CO2_flux,Estimated_CO2_flux,Eddy_covariance_data_(D)_or_estimate_(E)
,,m/s,m/s,degrees,µmol_m-2_s-1,oC,oC,oC,kPa,µmol_m-2_s-1,µmol_m-2_s-1,
2000,306.02,NA,NA,NA,0,3.2,0.19,6.99,NA,NA,1.69,E
2000,306.04,NA,NA,NA,0,3.05,0.19,6.98,NA,NA,1.66,E
2000,306.06,NA,NA,NA,0,2.77,0.19,6.96,NA,NA,1.62,E
2000,306.08,NA,NA,NA,0,2.5,0.19,6.94,NA,NA,1.57,E
2000,306.1,NA,NA,NA,0,2.26,0.19,6.92,NA,NA,1.53,E
2000,306.13,NA,NA,NA,0,1.95,0.19,6.89,NA,NA,1.48,E
2000,306.15,NA,NA,NA,0,1.59,0.19,6.86,NA,NA,1.42,E
2000,306.17,NA,NA,NA,0,1.21,0.19,6.83,NA,NA,1.36,E
2000,306.19,NA,NA,NA,0,0.94,0.19,6.8,NA,NA,1.32,E
2000,306.21,NA,NA,NA,0,0.79,0.19,6.76,NA,NA,1.29,E
2000,306.23,NA,NA,NA,0,0.57,0.19,6.73,NA,NA,1.25,E
2000,306.25,NA,NA,NA,0,0.32,0.19,6.7,NA,NA,1.21,E
2000,306.27,NA,NA,NA,0,0.19,0.19,6.68,NA,NA,1.19,E
2000,306.29,NA,NA,NA,0,0.28,0.19,6.65,NA,NA,1.21,E
2000,306.31,NA,NA,NA,5,0.3,0.19,6.64,NA,NA,-1.62,E
2000,306.33,NA,NA,NA,45,0.5,0.19,6.63,NA,NA,-1.9,E
2000,306.35,NA,NA,NA,174,1.01,0.19,6.63,NA,NA,-2.78,E
2000,306.38,NA,NA,NA,326,2.11,0.19,6.64,NA,NA,-3.86,E
2000,306.4,NA,NA,NA,470,3.16,0.19,6.67,NA,NA,-4.9,E
2000,306.42,NA,NA,NA,609,4.48,0.19,6.7,NA,NA,-5.94,E
2000,306.44,NA,NA,NA,519,4.35,0.19,6.74,NA,NA,-5.37,E
2000,306.46,NA,NA,NA,494,5.04,0.19,6.79,NA,NA,-5.27,E
2000,306.48,NA,NA,NA,724,5.73,0.19,6.84,NA,NA,-6.96,E
2000,306.5,NA,NA,NA,997,6.76,0.19,6.89,NA,NA,-9.03,E
2000,306.52,NA,NA,NA,1030,7.54,0.19,6.95,NA,NA,-9.42,E
2000,306.54,NA,NA,NA,1051,8.13,0.19,7.02,NA,NA,-9.71,E
2000,306.56,NA,NA,NA,1015,8.35,0.19,7.07,NA,NA,-9.55,E
2000,306.58,NA,NA,NA,963,8.23,0.19,7.12,NA,NA,-9.24,E
2000,306.6,NA,NA,NA,879,8.07,0.19,7.17,NA,NA,-8.66,E
2000,306.63,NA,NA,NA,662,8.06,0.19,7.22,NA,NA,-7.02,E
2000,306.65,NA,NA,NA,684,8.18,0.19,7.24,NA,NA,-7.22,E
2000,306.67,NA,NA,NA,547,8.51,0.19,7.26,NA,NA,-6.17,E
2000,306.69,NA,NA,NA,366,8.72,0.19,7.28,NA,NA,-4.75,E
2000,306.71,NA,NA,NA,248,8.56,0.19,7.29,NA,NA,-3.81,E
2000,306.73,NA,NA,NA,93,8.25,0.19,7.29,NA,NA,-2.56,E
2000,306.77,NA,NA,NA,0,7.13,0.19,7.29,NA,NA,2.34,E
2000,306.79,NA,NA,NA,0,6.72,0.19,7.28,NA,NA,2.27,E
2000,306.81,NA,NA,NA,0,6.27,0.19,7.27,NA,NA,2.2,E
2000,306.83,NA,NA,NA,0,5.88,0.19,7.25,NA,NA,2.13,E
2000,306.85,NA,NA,NA,0,5.49,0.19,7.24,NA,NA,2.07,E
2000,306.88,NA,NA,NA,0,5.21,0.19,7.23,NA,NA,2.02,E
2000,306.9,NA,NA,NA,0,4.95,0.19,7.21,NA,NA,1.98,E
2000,306.92,NA,NA,NA,0,4.67,0.19,7.19,NA,NA,1.93,E
2000,306.94,NA,NA,NA,0,4.29,0.19,7.17,NA,NA,1.87,E
2000,306.96,NA,NA,NA,0,4.07,0.19,7.15,NA,NA,1.83,E
2000,306.98,NA,NA,NA,0,3.77,0.19,7.13,NA,NA,1.78,E
2000,307,NA,NA,NA,0,3.6,0.19,7.11,NA,NA,1.76,E
2000,307.02,3.08,0.657556,339,0,2.93,2.83,7.06,NA,0.48,1.64,E
2000,307.04,3.24,0.7867705,337,0,2.83,2.83,7.06,NA,0.8,1.63,E
2000,307.06,3.64,0.7708942,335,0,2.99,2.83,7.04,NA,0.66,1.65,E
2000,307.08,3.51,0.7606649,332,0,3.08,2.83,7.02,NA,0.8,1.67,E
2000,307.1,3.05,0.733064,327,0,2.99,2.83,7,NA,0.78,1.65,E
2000,307.13,2.97,0.6971824,324,0,2.98,2.83,6.98,NA,0.69,1.65,E
2000,307.15,2.95,0.8199612,330,0,3.19,2.83,6.97,NA,0.84,1.69,E
2000,307.17,3.13,0.9120017,331,0,3.4,2.83,6.95,NA,0.73,1.72,E
2000,307.19,2.79,0.7433155,332,0,3.38,2.83,6.94,NA,0.72,1.72,E
2000,307.21,3.95,0.8054213,335,0,3.46,2.83,6.92,NA,0.54,1.73,E
2000,307.23,3.54,0.9804385,337,0,3.41,2.83,6.9,NA,0.68,1.72,E
2000,307.25,3.01,0.8117331,341,0,3.27,2.83,6.89,NA,0.83,1.7,E
2000,307.27,3.31,0.8080887,335,4,3.29,2.83,6.87,NA,0.56,1.7,E
2000,307.29,3.38,0.8365069,337,52,3.53,2.83,6.85,NA,-0.47,-1.71,E
2000,307.31,3.78,0.8354372,336,177,4.07,2.83,6.85,NA,-1.16,-2.43,E
2000,307.33,3.81,0.8901265,340,319,4.87,2.83,6.85,NA,-1.97,-3.26,E
2000,307.35,3.71,0.7666126,339,460,5.91,2.83,6.88,NA,-2.81,-4.1,E
2000,307.38,3.29,0.816034,346,598,7.17,2.83,6.91,NA,-4.86,-4.95,E
2000,307.4,3.84,0.8849616,344,734,8.12,2.83,6.95,NA,-4.36,-5.8,E
2000,307.42,NA,0.9028046,343,837,9.08,2.83,7,NA,-6.01,-6.48,E
2000,307.44,2.99,0.9206476,342,916,9.46,2.83,7.07,NA,-7.68,-7.02,E
2000,307.46,3.53,0.6935815,336,984,10.11,2.83,7.14,NA,-4.19,-7.53,E
2000,307.48,3.51,0.8638771,334,1027,10.93,2.83,7.22,NA,-5.15,-7.92,E
2000,307.5,3.09,0.7713172,326,1043,11.51,2.83,7.3,NA,-5.91,-8.14,E
2000,307.52,2.45,0.7764903,310,1003,11.54,2.83,7.36,NA,-7.48,-7.95,E
2000,307.54,3.28,0.7943596,317,930,11.36,2.83,7.42,NA,-5.74,-7.52,E
2000,307.56,2.84,0.8905895,314,863,11.66,2.83,7.49,NA,-7.42,-7.13,E
2000,307.58,2.39,0.6900854,331,662,12.06,2.83,7.57,NA,-6.38,-5.78,E
2000,307.6,2.89,0.7416714,333,592,12.35,2.83,7.62,NA,-6.09,-5.31,E
2000,307.63,2.88,0.7033694,338,457,12.08,2.83,7.68,NA,-4.95,-4.35,E
2000,307.65,2.92,0.7619774,333,316,11.44,2.83,7.71,NA,-3.34,-3.3,E
2000,307.67,2.31,0.6302276,340,196,11.36,2.83,7.74,NA,-2.44,-2.4,E
2000,307.69,2.57,0.558503,347,87,10.93,2.83,7.77,NA,-1.03,-1.57,E
2000,307.71,2.84,0.7442734,345,8,10.5,2.83,7.79,NA,0.17,-0.96,E
2000,307.73,3.04,0.7007584,342,0,10.16,4.42,7.81,NA,0.81,2.84,E
2000,307.75,2.4,0.6525976,331,0,9.68,4.42,7.83,NA,0.99,2.76,E
2000,307.77,2.92,0.6593058,341,0,9.36,4.42,7.84,NA,0.94,2.7,E
2000,307.79,2.5,0.581752,338,0,9,4.42,7.85,NA,0.69,2.65,E
2000,307.81,2.77,0.6671457,344,0,8.85,4.42,7.86,NA,0.95,2.62,E
2000,307.83,2.87,0.7261168,342,0,8.6,4.42,7.87,NA,0.61,2.58,E
2000,307.85,2.56,0.7177085,339,0,8.25,4.42,7.87,NA,0.53,2.52,E
2000,307.88,2.72,0.6353666,336,0,8.03,4.42,7.87,NA,1.01,2.48,E
2000,307.9,1.97,0.4749834,323,0,7.43,4.42,7.87,NA,0.62,2.39,E
2000,307.92,2.04,0.3926672,337,0,7.08,4.42,7.86,NA,0.82,2.33,E
2000,307.94,3,0.6028998,330,0,7.08,4.42,7.85,NA,0.78,2.33,E
2000,307.96,3.45,0.6540332,340,0,7.07,4.42,7.83,NA,0.89,2.33,E
2000,307.98,3.74,0.6384964,341,0,6.99,4.42,7.83,NA,0.72,2.31,E
2000,308,3.71,0.6737491,341,0,6.82,4.42,7.83,NA,0.91,2.29,E
2000,308.02,3.97,0.6431509,344,0,6.66,4.42,7.81,NA,0.77,2.26,E
2000,308.04,4.03,0.5964235,352,0,6.51,4.42,7.8,NA,0.61,2.23,E
2000,308.06,4.08,0.544233,349,0,6.31,4.42,7.78,NA,0.78,2.2,E
2000,308.08,4.32,0.6249868,357,0,6.19,4.42,7.76,NA,0.91,2.18,E
2000,308.1,3.82,0.5008857,353,0,6.09,4.42,7.74,NA,0.63,2.17,E
2000,308.13,3.44,0.5286413,341,0,5.74,4.42,7.72,NA,0.19,2.11,E
2000,308.15,3.89,0.6068029,345,0,5.73,4.42,7.7,NA,1.03,2.11,E
2000,308.17,3.34,0.5196069,352,0,5.59,4.42,7.68,NA,0.51,2.08,E
2000,308.19,3.32,0.5319611,355,0,5.62,4.42,7.66,NA,0.56,2.09,E
2000,308.21,2.9,0.4557152,344,0,5.39,4.42,7.65,NA,0.67,2.05,E
2000,308.23,2.98,0.5211837,336,0,4.78,4.42,7.62,NA,0.13,1.95,E
2000,308.25,2.86,0.4787826,345,0,4.86,4.42,7.59,NA,0.69,1.96,E
2000,308.27,1.97,0.3726606,331,4,4.42,4.42,7.55,NA,0.32,1.89,E
2000,308.29,1.53,0.3004321,13,44,4.44,4.42,7.52,NA,1.19,-0.88,E
2000,308.31,2.24,0.4284097,356,155,5.9,4.42,7.5,NA,-0.17,-1.6,E
2000,308.33,2.14,0.4031495,337,312,7.11,4.42,7.48,NA,-1.49,-2.57,E
2000,308.35,1.7,0.3304551,8,420,9.05,4.42,7.52,NA,-3.35,-3.25,E
2000,308.38,1.35,0.3079051,339,565,11.4,4.42,7.55,NA,-8.22,-4.17,E
2000,308.4,NA,0.3904434,321,605,10.02,4.42,7.61,NA,-8.87,-4.39,E
2000,308.42,NA,0.3904434,321,674,10.21,4.42,7.67,NA,-8.86,-4.82,E
2000,308.44,1.99,0.4729817,303,731,10.61,4.42,7.72,NA,-9.46,-5.21,E
2000,308.46,1.8,0.4185543,318,738,11.98,4.42,7.78,NA,-8.92,-5.28,E
2000,308.48,1.21,0.4547383,297,774,12.94,4.42,7.85,NA,-11.35,-5.55,E
2000,308.5,1.35,0.4240898,314,610,12.66,4.42,7.92,NA,-10.64,-4.45,E
2000,308.52,1.19,0.3809151,312,717,13.02,4.42,7.98,NA,-9.57,-5.19,E
2000,308.54,1.11,0.4086671,1,949,13.75,4.42,8.04,NA,-8.28,-6.85,E
2000,308.56,0.78,0.3049518,330,825,14.28,4.42,8.1,NA,-7.68,-5.99,E
2000,308.58,0.45,0.3082889,358,662,14.57,4.42,8.16,NA,-8.52,-4.82,E
2000,308.6,1.01,0.2324627,4,625,14.29,4.42,8.21,NA,-4.09,-4.54,E
2000,308.63,0.98,0.1331547,10,502,14.14,4.42,8.26,NA,-3.56,-3.62,E
2000,308.65,0.88,0.3558455,275,307,14.01,4.42,8.28,NA,-5.68,-2.13,E
2000,308.67,0.83,0.2394227,290,230,13.46,4.42,8.31,NA,-2.9,-1.53,E
2000,308.69,1.19,0.1576634,296,73,12.69,4.42,8.31,NA,-0.49,-0.34,E
2000,308.71,1.43,0.09707598,294,8,11.74,4.42,8.31,NA,0.06,0.15,E
2000,308.73,1.42,0.02074532,303,0,11.3,8.1,8.28,NA,0,3.02,E
2000,308.75,1.04,0.0420294,303,0,11.03,8.1,8.26,NA,-0.01,2.98,E
2000,308.77,1.47,0.04499292,310,0,10.86,8.1,8.25,NA,0.07,2.95,E
2000,308.79,1.66,0.1147467,306,0,11.13,8.1,8.23,NA,0.1,3,E
2000,308.81,0.39,0.05901685,335,0,10.31,8.1,8.23,NA,0.03,2.86,E
2000,308.83,1.15,0.04380525,285,0,11.05,8.1,8.23,NA,0.02,2.98,E
2000,308.85,1.25,0.1631453,261,0,10.7,8.1,8.23,NA,0.35,2.93,E
2000,308.88,0.64,0.02120385,264,0,10.13,8.1,8.22,NA,-0.04,2.83,E
2000,308.9,0.51,0.03069017,247,0,10.2,8.1,8.23,NA,-0.05,2.84,E
2000,308.92,0.89,0.05167045,251,0,10.42,8.1,8.24,NA,-0.01,2.88,E
2000,308.94,1.23,0.06968847,249,0,10.26,8.1,8.24,NA,0.19,2.85,E
2000,308.96,1.1,0.1403529,278,0,10.71,8.1,8.24,NA,0.35,2.93,E
2000,308.98,1.1,0.154611,280,0,10.76,8.1,8.25,NA,0.42,2.94,E
2000,309,1.57,0.2641699,264,0,9.93,8.1,8.26,NA,0.95,2.8,E
2000,309.02,1.99,0.1746937,297,0,8.1,8.1,8.24,NA,0.16,2.5,E
2000,309.04,1.99,0.1827699,307,0,9.34,8.1,8.21,NA,0.14,2.7,E
2000,309.06,1.75,0.2244601,315,0,9.67,8.1,8.21,NA,-0.04,2.76,E
2000,309.08,1.42,0.1710158,297,0,8.66,8.1,8.21,NA,0.08,2.59,E
2000,309.1,0.19,0.04675093,214,0,8.19,8.1,8.2,NA,-0.17,2.51,E
2000,309.13,0.76,0.08170464,285,0,8.21,8.1,8.2,NA,0.09,2.51,E
2000,309.15,0.79,0.08069224,281,0,8.37,8.1,8.21,NA,-0.04,2.54,E
2000,309.17,0.95,0.1348073,295,0,8.38,8.1,8.21,NA,0.59,2.54,E
2000,309.19,1.23,0.212587,305,0,8.94,8.1,8.21,NA,0.73,2.63,E
2000,309.21,1.28,0.2158857,312,0,8.57,8.1,8.21,NA,3.38,2.57,E
2000,309.23,1.97,0.2787595,308,0,8.12,8.1,8.19,NA,1.11,2.5,E
2000,309.25,1.89,0.2749237,313,0,8.33,8.1,8.18,NA,1.8,2.53,E
2000,309.27,1.93,0.2371646,310,2,9.06,8.1,8.16,NA,0.32,2.65,E
2000,309.29,1.78,0.2887338,319,25,9.39,8.1,8.15,NA,0.32,-2.07,E
2000,309.31,0.65,0.1068221,18,94,8.27,8.1,8.16,NA,0.15,-2.43,E
2000,309.33,0.37,0.1607252,301,253,10.44,8.1,8.16,NA,-1.78,-3.24,E
2000,309.35,1.37,0.3261465,315,394,12.36,8.1,8.18,NA,-4.83,-3.97,E
2000,309.38,0.82,0.2786293,316,525,14.13,8.1,8.2,NA,-5.93,-4.65,E
2000,309.4,0.89,0.2989938,315,635,14.47,8.1,8.27,NA,-8.59,-5.24,E
2000,309.42,1.74,0.3387057,300,752,13.6,8.1,8.34,NA,-7.97,-5.9,E
2000,309.44,NA,0.33298605,296.5,857,14.75,8.1,8.4,NA,-8.39,-6.51,E
2000,309.46,0.97,0.3272664,293,919,15.06,8.1,8.46,NA,-8.84,-6.91,E
2000,309.48,0.64,0.2969641,243,965,16.42,8.1,8.53,NA,-11.3,-7.21,E
2000,309.5,1.3,0.3106395,239,985,16,8.1,8.6,NA,-6.85,-7.39,E
2000,309.52,1.09,0.4041439,243,967,16.01,8.1,8.67,NA,-10.55,-10.55,D
2000,309.54,1.67,0.3704616,299,930,15.36,8.1,8.73,NA,-6.75,-7.15,E
2000,309.56,1.34,0.4672129,285,918,16.18,8.1,8.79,NA,-12.07,-7.1,E
2000,309.58,1.53,0.5657282,299,660,16.49,8.1,8.85,NA,-9.6,-5.43,E
2000,309.6,1.62,0.3827484,253,560,15.85,8.1,8.9,NA,-8.3,-4.78,E
2000,309.63,1.21,0.3663955,298,459,15.36,8.1,8.95,NA,-7.35,-4.11,E
2000,309.65,0.84,0.2129676,290,206,14.98,8.1,8.98,NA,-2.96,-2.38,E
2000,309.67,1.08,0.1649973,242,109,14.54,8.1,9,NA,-1.58,-1.7,E
2000,309.69,0.82,0.1400935,305,32,13.83,8.1,9.01,NA,0.07,-1.19,E
2000,309.71,1.44,0.3110233,314,4,13.15,3.87,9.02,NA,0.22,3.33,E
2000,309.73,1.58,0.3423534,308,0,12.44,3.87,9.02,NA,1.27,3.21,E
2000,309.75,1.45,0.2620371,310,0,11.68,3.87,9.02,NA,0.17,3.09,E
2000,309.77,0.87,0.2033227,323,0,11.04,3.87,9.02,NA,0.15,2.98,E
2000,309.79,1.28,0.2778738,319,0,11.25,3.87,9.02,NA,0.65,3.02,E
2000,309.81,1.98,0.4433271,327,0,10.84,3.87,9.03,NA,0.9,2.95,E
2000,309.83,1.26,0.3041863,309,0,10.17,3.87,9.03,NA,-0.26,2.84,E
2000,309.85,1.38,0.2659226,286,0,9.75,3.87,9.02,NA,0.77,2.77,E
2000,309.88,1.71,0.3802345,292,0,9.4,3.87,9.01,NA,1.38,2.71,E
2000,309.9,1.78,0.3015053,293,0,8.93,3.87,8.99,NA,0.89,2.63,E
2000,309.92,1.8,0.4023357,291,0,8.78,3.87,8.96,NA,0.84,2.61,E
2000,309.94,1.88,0.4289182,287,0,8.62,3.87,8.94,NA,1,2.58,E
2000,309.96,1.78,0.3915341,291,0,8.19,3.87,8.92,NA,0.77,2.51,E
2000,309.98,1.83,0.3874822,287,0,7.56,3.87,8.89,NA,0.49,2.41,E
2000,310,1.88,0.3753241,290,0,7.38,3.87,8.85,NA,0.94,2.38,E
2000,310.02,1.79,0.3174859,286,0,7.35,3.87,8.82,NA,0.65,2.37,E
2000,310.04,1.58,0.2958259,286,0,7.18,3.87,8.79,NA,0.97,2.35,E
2000,310.06,2.26,0.6041299,306,0,7.1,3.87,8.76,NA,1.41,2.33,E
2000,310.08,2.89,0.7001703,305,0,6.09,3.87,8.73,NA,1.11,2.16,E
2000,310.1,2,0.6648567,319,0,5.77,3.87,8.69,NA,0.56,2.11,E
2000,310.13,2.18,0.6190814,327,0,5.51,3.87,8.64,NA,5.61,2.07,E
2000,310.15,1.94,0.5507397,320,0,5.2,3.87,8.61,NA,0.65,2.02,E
2000,310.17,1.59,0.5806608,315,0,5.03,3.87,8.58,NA,2.08,1.99,E
2000,310.19,2.47,0.7181655,305,0,4.71,3.87,8.54,NA,2.03,1.94,E
2000,310.21,1.78,0.6549297,310,0,4.4,3.87,8.5,NA,1.38,1.89,E
2000,310.23,1.74,0.5448698,312,0,4.19,3.87,8.46,NA,2.62,1.85,E
2000,310.25,1.91,0.5481529,316,0,4.04,3.87,8.41,NA,1.12,1.83,E
2000,310.27,1.75,0.4980204,316,1,3.93,3.87,8.38,NA,1.5,1.81,E
2000,310.29,1.28,0.4679823,319,21,3.87,3.87,8.34,NA,2.04,-0.2,E
2000,310.31,1.95,0.5106735,313,50,3.96,3.87,8.31,NA,0.48,-0.46,E
2000,310.33,1.52,0.5902378,313,178,4.3,3.87,8.28,NA,-2.06,-1.49,E
2000,310.35,2.59,0.7433341,310,370,5.15,3.87,8.26,NA,-3.54,-3,E
2000,310.38,3.08,0.7946221,311,600,6.45,3.87,8.24,NA,-5.5,-4.79,E
2000,310.4,2.83,0.7963113,314,603,6.77,3.87,8.24,NA,-8.22,-4.81,E
2000,310.42,2.91,0.7681117,312,245,5.6,3.87,8.24,NA,-4.86,-2.02,E
2000,310.44,2.95,0.7631541,312,224,5.36,3.87,8.21,NA,-4.97,-1.88,E
2000,310.46,3.11,0.8704597,316,200,4.98,3.87,8.19,NA,-3.93,-1.7,E
2000,310.48,2.32,0.8123764,315,185,5.03,3.87,8.16,NA,-3.6,-1.6,E
2000,310.5,2.82,0.887634,307,174,4.72,3.87,8.13,NA,-4.15,-1.53,E
2000,310.52,2.41,0.6866688,319,141,4.07,3.87,8.1,NA,-2.84,-1.3,E
2000,310.54,2.5,0.7311431,310,110,3.5,3.87,8.07,NA,-1.5,-1.08,E
2000,310.56,2.46,0.6190139,311,115,3,3.87,8.03,NA,-1.96,-1.15,E
2000,310.58,1.71,0.4819804,318,44,2.69,3.87,7.99,NA,-0.39,-0.65,E
2000,310.6,2.25,0.5093154,335,34,2.75,3.87,7.96,NA,-0.69,-0.6,E
2000,310.63,2.35,0.5746189,328,32,2.81,3.87,7.92,NA,0.06,-0.62,E
2000,310.65,2.05,0.5248777,339,27,2.89,3.87,7.9,NA,-0.06,-0.59,E
2000,310.67,1.93,0.5394127,334,20,2.91,3.87,7.88,NA,0.6,-0.56,E
2000,310.69,2.51,0.7199751,332,11,2.92,3.87,7.86,NA,0.26,-0.52,E
2000,310.71,2.69,0.7627558,334,1,2.9,0.8,7.84,NA,0.89,1.64,E
2000,310.73,2.21,0.6490355,335,0,2.85,0.8,7.82,NA,1.94,1.63,E
2000,310.75,2.3,0.6583433,330,0,2.74,0.8,7.8,NA,3.22,1.61,E
2000,310.77,2.09,0.6216214,337,0,2.76,0.8,7.8,NA,1.53,1.62,E
2000,310.79,2.69,0.7433891,334,0,2.66,0.8,7.8,NA,1.34,1.6,E
2000,310.81,2.34,0.6455968,333,0,2.54,0.8,7.83,NA,1.34,1.58,E
2000,310.83,2.63,0.5813241,338,0,2.53,0.8,7.86,NA,0.96,1.58,E
2000,310.85,2.13,0.6741052,346,0,2.49,0.8,7.9,NA,0.67,1.57,E
2000,310.88,1.49,0.5016029,334,0,2.45,0.8,7.93,NA,2.36,1.57,E
2000,310.9,2.14,0.4835173,340,0,2.38,0.8,7.89,NA,0.81,1.55,E
2000,310.92,2.07,0.6050417,327,0,2.3,0.8,7.85,NA,0.85,1.54,E
2000,310.94,2.47,0.6848398,336,0,2.21,0.8,7.82,NA,1.7,1.53,E
2000,310.96,2.67,0.7216579,336,0,2.13,0.8,7.79,NA,0.92,1.51,E
2000,310.98,2.48,0.6288924,320,0,1.9,0.8,7.74,NA,1.08,1.47,E
2000,311,1.58,0.4899459,322,0,1.58,0.8,7.7,NA,1.52,1.42,E
2000,311.02,NA,NA,NA,0,1.9,0.8,7.67,NA,NA,1.47,E
2000,311.04,NA,NA,NA,0,1.58,0.8,7.64,NA,NA,1.42,E
2000,311.06,NA,NA,NA,0,1.44,0.8,7.59,NA,NA,1.4,E
2000,311.08,NA,NA,NA,0,1.4,0.8,7.55,NA,NA,1.39,E
2000,311.1,NA,NA,NA,0,1.1,0.8,7.5,NA,NA,1.34,E
2000,311.13,NA,NA,NA,0,0.93,0.8,7.45,NA,NA,1.31,E
2000,311.15,NA,NA,NA,0,0.8,0.8,7.4,NA,NA,1.29,E
2000,311.17,NA,NA,NA,0,0.89,0.8,7.34,NA,NA,1.31,E
2000,311.19,NA,NA,NA,0,0.82,0.8,7.3,NA,NA,1.3,E
2000,311.21,NA,NA,NA,0,0.82,0.8,7.26,NA,NA,1.3,E
2000,311.23,NA,NA,NA,0,1.36,0.8,7.22,NA,NA,1.39,E
2000,311.25,NA,NA,NA,0,1.99,0.8,7.19,NA,NA,1.49,E
2000,311.27,NA,NA,NA,0,1.87,0.8,7.15,NA,NA,1.47,E
2000,311.29,NA,NA,NA,0,1.77,0.8,7.11,NA,NA,1.45,E
2000,311.31,NA,NA,NA,2,1.29,0.8,7.09,NA,NA,1.37,E
2000,311.33,NA,NA,NA,33,1.22,0.8,7.06,NA,NA,-1.75,E
2000,311.35,NA,NA,NA,84,1.52,0.8,7.05,NA,NA,-2.13,E
2000,311.38,NA,NA,NA,100,1.82,0.8,7.04,NA,NA,-2.26,E
2000,311.4,NA,NA,NA,230,2.44,0.8,7.06,NA,NA,-3.21,E
2000,311.42,NA,NA,NA,432,3.85,0.8,7.07,NA,NA,-4.72,E
2000,311.44,NA,NA,NA,496,4.34,0.8,7.1,NA,NA,-5.23,E
2000,311.46,NA,NA,NA,801,5.64,0.8,7.14,NA,NA,-7.53,E
2000,311.48,NA,NA,NA,890,5.98,0.8,7.18,NA,NA,-8.25,E
2000,311.5,NA,NA,NA,887,6.1,0.8,7.21,NA,NA,-8.29,E
2000,311.52,NA,NA,NA,978,6.86,0.8,7.23,NA,NA,-9.03,E
2000,311.54,NA,NA,NA,936,6.27,0.8,7.26,NA,NA,-8.72,E
2000,311.56,NA,NA,NA,767,6.62,0.8,7.27,NA,NA,-7.48,E
2000,311.58,NA,NA,NA,594,6.1,0.8,7.28,NA,NA,-6.16,E
2000,311.6,NA,NA,NA,373,5.77,0.8,7.29,NA,NA,-4.46,E
2000,311.63,NA,NA,NA,199,5.58,0.8,7.29,NA,NA,-3.13,E
2000,311.65,NA,NA,NA,243,5.35,0.8,7.29,NA,NA,-3.46,E
2000,311.67,NA,NA,NA,195,4.64,0.8,7.29,NA,NA,-3.07,E
2000,311.69,NA,NA,NA,285,4.98,0.8,7.28,NA,NA,-3.77,E
2000,311.71,NA,NA,NA,115,4.82,0.8,7.27,NA,NA,-2.47,E
2000,311.73,NA,NA,NA,41,4.41,0.8,7.25,NA,NA,-1.89,E
2000,311.75,NA,NA,NA,5,4.05,0.8,7.23,NA,NA,1.83,E
2000,311.77,NA,NA,NA,0,3.51,0.8,7.2,NA,NA,1.74,E
2000,311.79,NA,NA,NA,0,3.31,0.8,7.18,NA,NA,1.71,E
2000,311.81,NA,NA,NA,0,3.07,0.8,7.16,NA,NA,1.67,E
2000,311.83,NA,NA,NA,0,2.98,0.8,7.14,NA,NA,1.65,E
2000,311.85,NA,NA,NA,0,2.74,0.8,7.11,NA,NA,1.61,E
2000,311.88,NA,NA,NA,0,2.73,0.8,7.09,NA,NA,1.61,E
2000,311.9,NA,NA,NA,0,2.47,0.8,7.07,NA,NA,1.57,E
2000,311.92,NA,NA,NA,0,2.4,0.8,7.05,NA,NA,1.56,E
2000,311.94,NA,NA,NA,0,2.26,0.8,7.02,NA,NA,1.53,E
2000,311.96,NA,NA,NA,0,2.04,0.8,7,NA,NA,1.5,E
2000,311.98,NA,NA,NA,0,2.07,0.8,7,NA,NA,1.5,E
2000,312,NA,NA,NA,0,2.68,0.8,7,NA,NA,1.6,E
2000,312.02,NA,NA,NA,0,2.99,2.04,6.99,NA,NA,1.65,E
2000,312.04,NA,NA,NA,0,3.2,2.04,6.98,NA,NA,1.69,E
2000,312.06,NA,NA,NA,0,3.12,2.04,6.96,NA,NA,1.68,E
2000,312.08,NA,NA,NA,0,3.09,2.04,6.95,NA,NA,1.67,E
2000,312.1,NA,NA,NA,0,3.02,2.04,6.94,NA,NA,1.66,E
2000,312.13,NA,NA,NA,0,2.94,2.04,6.92,NA,NA,1.65,E
2000,312.15,NA,NA,NA,0,2.83,2.04,6.91,NA,NA,1.63,E
2000,312.17,NA,NA,NA,0,2.84,2.04,6.9,NA,NA,1.63,E
2000,312.19,NA,NA,NA,0,2.77,2.04,6.91,NA,NA,1.62,E
2000,312.21,NA,NA,NA,0,3.07,2.04,6.91,NA,NA,1.67,E
2000,312.23,NA,NA,NA,0,3.45,2.04,6.9,NA,NA,1.73,E
2000,312.25,NA,NA,NA,0,3.48,2.04,6.9,NA,NA,1.74,E
2000,312.27,NA,NA,NA,0,3.37,2.04,6.9,NA,NA,1.72,E
2000,312.29,NA,NA,NA,0,3.37,2.04,6.9,NA,NA,1.72,E
2000,312.31,NA,NA,NA,1,3.59,2.04,6.91,NA,NA,1.75,E
2000,312.33,NA,NA,NA,33,4,2.04,6.92,NA,NA,-1.71,E
2000,312.35,NA,NA,NA,161,4.44,2.04,6.95,NA,NA,-2.51,E
2000,312.38,NA,NA,NA,299,5.27,2.04,6.97,NA,NA,-3.4,E
2000,312.4,NA,NA,NA,408,5.67,2.04,7,NA,NA,-4.11,E
2000,312.42,NA,NA,NA,522,6.01,2.04,7.02,NA,NA,-4.86,E
