Year,Day_of_year,u,u*,wdir,PAR,Tair,daily_min_Tair,Tsoil,VPD,Measured_CO2_flux,Estimated_CO2_flux,Eddy_covariance_data_(D)_or_estimate_(E)
,,m/s,m/s,degrees,µmol_m-2_s-1,oC,oC,oC,kPa,µmol_m-2_s-1,µmol_m-2_s-1,
2001,122.52,2.34,0.6290828,292,1702,30.1,15.71,8.29,32.18,-4.22,-4.01,E
2001,122.54,2.72,0.7810699,287,1716,30.32,15.71,8.39,33.75,-5.59,-4.05,E
2001,122.56,2,0.7034322,275,1452,30.34,15.71,8.5,34.61,-4.53,-3.32,E
2001,122.58,2.65,0.8419021,287,1438,30.25,15.71,8.61,35.51,-5.61,-3.47,E
2001,122.6,NA,NA,NA,1535,30.58,15.71,8.72,NA,NA,-3.72,E
2001,122.63,NA,NA,NA,1458,30.4,15.71,8.84,NA,NA,-3.73,E
2001,122.65,2.95,0.7800152,295,467,28.56,15.71,8.89,34.02,-2.97,-2.07,E
2001,122.67,2.17,0.5373588,303,394,28.04,15.71,8.94,33.43,-2.58,-2.15,E
2001,122.69,1.69,0.5110488,298,671,27.97,15.71,8.98,32.78,-2.29,-2.74,E
2001,122.71,2.17,0.5179755,283,816,28.71,15.71,9.02,34.64,-3.1,-2.82,E
2001,122.73,2.27,0.7151941,292,564,28.48,15.71,9.09,34.72,-2.29,-2.27,E
2001,122.75,2.69,0.6942835,308,218,26.86,15.71,9.15,31.06,-0.43,-2.16,E
2001,122.77,1.76,0.411314,299,155,26.07,15.71,9.14,29.25,-0.8,-2.24,E
2001,122.79,0.82,0.09729746,338,154,26.13,15.71,9.12,28.89,-0.05,-2.25,E
2001,122.81,0.63,0.07469641,329,63,24.92,15.71,9.1,28.65,0.16,-2.3,E
2001,122.83,1,0.03371926,328,11,24.1,15.71,9.09,27.65,0.42,-2.4,E
2001,122.85,1.14,0.1761105,304,0,23.9,15.71,9.06,NA,0.55,3.51,E
2001,122.88,1.66,0.1225682,259,0,22.4,15.71,9.04,NA,-0.91,3.51,E
2001,122.9,1.51,0.0508813,255,0,21.06,15.71,9.02,NA,-0.02,3.51,E
2001,122.92,1.01,0.04941094,255,0,20.58,15.71,9,NA,-0.33,3.51,E
2001,122.94,1.46,0.04283633,255,0,20.82,15.71,8.99,NA,-0.12,3.51,E
2001,122.96,1.35,0.01411932,255,0,20.93,15.71,8.98,NA,0.05,3.51,E
2001,122.98,1.14,0.0471973,264,0,21.01,15.71,8.98,NA,0.09,3.51,E
2001,123,1.39,0.04514439,259,0,20.87,15.71,8.98,NA,0.05,3.51,E
2001,123.02,1.32,0.03636688,250,0,20.25,18.48,8.96,NA,-0.11,3.86,E
2001,123.04,1.57,0.032702,250,0,20,18.48,8.93,NA,0.04,3.86,E
2001,123.06,1.62,0.07949832,257,0,19.7,18.48,8.91,NA,-0.1,3.86,E
2001,123.08,1.67,0.0625515,258,0,19.59,18.48,8.88,NA,-0.7,3.86,E
2001,123.1,1.4,0.1956447,287,0,20.25,18.48,8.86,NA,0.11,3.86,E
2001,123.13,1.59,0.1821689,296,0,19.92,18.48,8.83,NA,0.59,3.86,E
2001,123.15,1.72,0.1840555,286,0,19.52,18.48,8.81,NA,0.29,3.86,E
2001,123.17,1.74,0.1781101,295,0,19.36,18.48,8.78,NA,0.38,3.86,E
2001,123.19,1.77,0.2487096,301,0,19.14,18.48,8.75,NA,1.03,3.86,E
2001,123.21,1.54,0.2218008,288,0,19.17,18.48,8.73,NA,0.64,3.86,E
2001,123.23,1.74,0.1568148,275,0,18.93,18.48,8.7,NA,0.35,3.86,E
2001,123.25,1.85,0.2201178,283,11,18.71,18.48,8.67,14.1,0.7,0.09,E
2001,123.27,1.66,0.1869684,278,64,18.48,18.48,8.66,13.51,0.69,-1.54,E
2001,123.29,1.43,0.1503886,269,157,19.19,18.48,8.64,13.8,-0.02,-2.78,E
2001,123.31,1.56,0.2235175,261,240,19.62,18.48,8.64,13.66,-1.44,-3.41,E
2001,123.33,1.56,0.2080088,257,371,21.12,18.48,8.64,14.6,-2.49,-3.93,E
2001,123.35,1.47,0.305225,260,662,22.03,18.48,8.7,15.73,-5.14,-5.12,E
2001,123.38,1.56,0.3795913,268,835,23.24,18.48,8.75,17.12,-6.61,-5.44,E
2001,123.4,1.72,0.4346552,275,991,24.31,18.48,8.83,18.36,-5.96,-5.68,E
2001,123.42,2.38,0.6103793,274,1114,25.11,18.48,8.91,19.37,-7.04,-5.87,E
2001,123.44,2.4,0.6199412,289,1311,26.36,18.48,9,21.31,-6.78,-6.07,E
2001,123.46,2.71,0.6531914,291,1458,27.51,18.48,9.08,23.76,-4.92,-6.06,E
2001,123.48,2.53,0.6029345,264,1540,29.08,18.48,9.17,26.38,-6.14,-6.14,D
2001,123.5,2.65,0.7664793,275,1602,29.44,18.48,9.27,28.15,-7.17,-5.54,E
2001,123.52,2.31,0.7138745,288,1663,29.7,18.48,9.36,29.33,-6.34,-5.74,E
2001,123.54,2.75,0.6845186,266,1650,30.32,18.48,9.46,30.58,-3.65,-3.65,D
2001,123.56,3.48,0.8550169,274,1573,29.89,18.48,9.56,30.81,-6.6,-5.5,E
2001,123.58,3.77,0.9473817,269,1724,30.32,18.48,9.67,32.64,-6.6,-6.6,D
2001,123.6,3.45,1.090202,283,1462,29.8,18.48,9.78,34.24,-7.13,-5.38,E
2001,123.63,3.27,1.030979,281,1376,29.79,18.48,9.89,34.92,3.8,-5.14,E
2001,123.65,NA,NA,NA,1368,29.97,18.48,9.96,NA,NA,-5.06,E
2001,123.67,3.64,0.9408342,292,1234,29.48,18.48,10.03,33.48,-5.24,-4.9,E
2001,123.69,3.38,1.012054,279,1117,29.43,18.48,10.1,33.29,-3.26,-4.45,E
2001,123.71,3.23,0.9738806,274,933,29.17,18.48,10.16,33.18,-4.12,-3.81,E
2001,123.73,3.5,0.969212,271,746,28.79,18.48,10.19,32.97,-3.32,-3.18,E
2001,123.75,3.37,0.8899299,274,547,28.4,18.48,10.23,31.89,-2.51,-2.42,E
2001,123.77,2.98,0.7929016,271,371,27.81,18.48,10.22,31,-1.98,-1.77,E
2001,123.79,2.48,0.6308848,277,210,27.21,18.48,10.21,30.39,-0.65,-1.02,E
2001,123.81,2.12,0.4316662,272,86,25.97,18.48,10.18,28.72,-0.16,-0.15,E
2001,123.83,1.65,0.292118,262,17,24.16,18.48,10.15,25.97,1.59,2.04,E
2001,123.85,2.01,0.3392072,262,0,23.67,18.48,10.1,NA,5.59,3.86,E
2001,123.88,1.93,0.3157794,262,0,22.86,18.48,10.06,NA,5.42,3.86,E
2001,123.9,1.84,0.3232964,263,0,22.77,18.48,10.04,NA,3.3,3.86,E
2001,123.92,2.01,0.3665856,262,0,22.74,18.48,10.01,NA,3.15,3.86,E
2001,123.94,1.75,0.2750371,251,0,21.75,18.48,10,NA,2.96,3.86,E
2001,123.96,1.71,0.1961243,251,0,21.13,18.48,9.98,NA,1.56,3.86,E
2001,123.98,1.54,0.1791222,246,0,20.54,18.48,9.95,NA,0.9,3.86,E
2001,124,1.49,0.1193905,242,0,19.62,18.48,9.91,NA,-0.03,3.86,E
2001,124.02,1.67,0.154614,244,0,19.21,16.8,9.87,NA,0.66,3.65,E
2001,124.04,1.67,0.1752704,243,0,18.97,16.8,9.83,NA,0.34,3.65,E
2001,124.06,1.77,0.170123,244,0,18.72,16.8,9.8,NA,1.13,3.65,E
2001,124.08,1.85,0.2729933,252,0,19.08,16.8,9.76,NA,0.84,3.65,E
2001,124.1,1.83,0.3079322,253,0,18.82,16.8,9.73,NA,2.48,3.65,E
2001,124.13,1.6,0.2176186,250,0,18.42,16.8,9.71,NA,1.23,3.65,E
2001,124.15,1.93,0.2742944,253,0,18.41,16.8,9.66,NA,1.93,3.65,E
2001,124.17,2,0.2807024,251,0,18.43,16.8,9.62,NA,1.91,3.65,E
2001,124.19,1.8,0.2253421,243,0,17.92,16.8,9.59,NA,1.25,3.65,E
2001,124.21,1.72,0.2097002,248,0,17.51,16.8,9.55,NA,0.78,3.65,E
2001,124.23,1.72,0.1940707,243,0,16.8,16.8,9.51,NA,0.97,3.65,E
2001,124.25,1.79,0.2253361,248,12,17.15,16.8,9.47,11.66,1.19,4.35,E
2001,124.27,1.48,0.2011022,259,73,17.92,16.8,9.45,12.03,-0.41,-0.31,E
2001,124.29,1.74,0.3059315,264,174,18.99,16.8,9.43,12.34,-0.95,-2.54,E
2001,124.31,1.52,0.2909411,275,318,19.87,16.8,9.44,12.26,-3.3,-4.08,E
2001,124.33,1.95,0.4245953,274,457,20.85,16.8,9.46,12.87,-5.99,-4.97,E
2001,124.35,NA,NA,NA,647,21.26,16.8,9.5,NA,NA,-6.21,E
2001,124.38,NA,NA,NA,824,22.63,16.8,9.54,NA,NA,-6.68,E
2001,124.4,2.03,0.5695494,279,962,23.79,16.8,9.59,16.14,-7.15,-6.86,E
2001,124.42,2.32,0.5639983,287,1133,25.14,16.8,9.64,17.87,-10.39,-6.99,E
2001,124.44,2.53,0.7118179,291,1066,25.02,16.8,9.71,18.76,-10.07,-6.8,E
2001,124.46,2.65,0.7085737,274,1300,26.11,16.8,9.77,20.03,-9.74,-7.37,E
2001,124.48,2.73,0.6769207,268,1449,27.19,16.8,9.85,21.81,-9.48,-9.48,D
2001,124.5,2.83,0.7389219,276,1527,27.49,16.8,9.93,23.36,-8.74,-7.72,E
2001,124.52,3.02,0.8141809,276,1604,28.03,16.8,10.02,24.74,-7.56,-7.82,E
2001,124.54,2.73,0.8700607,268,1640,28.63,16.8,10.11,26.35,-8.03,-8.03,D
2001,124.56,3.04,0.82467,278,1249,28.4,16.8,10.2,27.41,-6.5,-5.97,E
2001,124.58,3.55,0.8521597,276,1367,28.63,16.8,10.28,29.01,-5.68,-6.51,E
2001,124.6,2.57,0.8077968,278,1244,28.9,16.8,10.37,29.67,-6.83,-5.77,E
2001,124.63,2.76,0.7431336,294,913,28.32,16.8,10.45,29.53,-5.4,-4.53,E
2001,124.65,2.4,0.6611479,289,1011,28.35,16.8,10.5,29.37,-5,-5.08,E
2001,124.67,1.99,0.5920615,292,912,28.54,16.8,10.54,30.37,-4.69,-4.44,E
2001,124.69,3.02,0.8034118,266,1044,28.99,16.8,10.6,31.76,-5.08,-5.08,D
2001,124.71,3.16,0.8106676,272,966,28.78,16.8,10.66,31.93,-3.93,-4.67,E
2001,124.73,2.6,0.7263978,267,794,28.61,16.8,10.69,32.59,-4.42,-4.42,D
2001,124.75,3.2,0.7951162,266,574,28.24,16.8,10.73,31.92,-3.41,-3.41,D
2001,124.77,2.93,0.6542853,268,356,27.47,16.8,10.72,30.24,-2.46,-2.46,D
2001,124.79,2.31,0.4980755,266,200,26.5,16.8,10.7,28.11,-0.8,-0.8,D
2001,124.81,2.1,0.4271493,261,92,25.22,16.8,10.66,25.98,1.14,1.14,D
2001,124.83,2.31,0.412005,259,18,24.05,16.8,10.62,24.15,2.99,2.99,D
2001,124.85,2.21,0.4045725,259,0,22.8,16.8,10.57,NA,5.1,5.1,D
2001,124.88,2.23,0.3880103,259,0,22.6,16.8,10.53,NA,3.7,3.65,E
2001,124.9,NA,NA,NA,0,21.95,16.8,10.51,NA,NA,3.65,E
2001,124.92,NA,NA,NA,0,21.56,16.8,10.5,NA,NA,3.65,E
2001,124.94,NA,NA,NA,0,21.5,16.8,10.47,NA,NA,3.65,E
2001,124.96,NA,NA,NA,0,21.62,16.8,10.45,NA,NA,3.65,E
2001,124.98,NA,NA,NA,0,21.43,16.8,10.44,NA,NA,3.65,E
2001,125,NA,NA,NA,0,21.43,16.8,10.43,NA,NA,3.65,E
2001,125.02,NA,NA,NA,0,21.17,9.25,10.42,NA,NA,2.69,E
2001,125.04,NA,NA,NA,0,20.68,9.25,10.42,NA,NA,2.69,E
2001,125.06,NA,NA,NA,0,20.24,9.25,10.4,NA,NA,2.69,E
2001,125.08,NA,NA,NA,0,19.18,9.25,10.37,NA,NA,2.69,E
2001,125.1,NA,NA,NA,0,17.4,9.25,10.32,NA,NA,2.69,E
2001,125.13,NA,NA,NA,0,16,9.25,10.26,NA,NA,2.69,E
2001,125.15,NA,NA,NA,0,14.63,9.25,10.17,NA,NA,2.69,E
2001,125.17,NA,NA,NA,0,13.69,9.25,10.08,NA,NA,2.69,E
2001,125.19,NA,NA,NA,0,12.76,9.25,10.01,NA,NA,2.69,E
2001,125.21,NA,NA,NA,0,12.04,9.25,9.95,NA,NA,2.69,E
2001,125.23,NA,NA,NA,0,11.44,9.25,9.88,NA,NA,2.69,E
2001,125.25,NA,NA,NA,17,11.15,9.25,9.81,NA,NA,8.05,E
2001,125.27,NA,NA,NA,83,11.28,9.25,9.76,NA,NA,0.49,E
2001,125.29,NA,NA,NA,203,11.78,9.25,9.71,NA,NA,-4.06,E
2001,125.31,NA,NA,NA,222,11.81,9.25,9.67,NA,NA,-4.53,E
2001,125.33,NA,NA,NA,175,11.48,9.25,9.63,NA,NA,-3.3,E
2001,125.35,NA,NA,NA,178,10.36,9.25,9.55,NA,NA,-3.49,E
2001,125.38,NA,NA,NA,196,9.25,9.25,9.46,NA,NA,-4.14,E
2001,125.4,NA,NA,NA,302,9.71,9.25,9.41,NA,NA,-6.53,E
2001,125.42,NA,NA,NA,636,10.95,9.25,9.36,NA,NA,-10.92,E
2001,125.44,NA,NA,NA,520,11.83,9.25,9.36,NA,NA,-9.13,E
2001,125.46,NA,NA,NA,664,13.1,9.25,9.35,NA,NA,-10.17,E
2001,125.48,NA,NA,NA,1227,14.58,9.25,9.37,NA,NA,-14.21,E
2001,125.5,NA,NA,NA,1330,15.54,9.25,9.38,NA,NA,-14.36,E
2001,125.52,NA,NA,NA,903,14.62,9.25,9.38,NA,NA,-11.62,E
2001,125.54,NA,NA,NA,946,15.46,9.25,9.37,NA,NA,-11.46,E
2001,125.56,NA,NA,NA,1377,16.05,9.25,9.4,NA,NA,-14.36,E
2001,125.58,NA,NA,NA,1211,16.64,9.25,9.42,NA,NA,-12.83,E
2001,125.6,NA,NA,NA,1476,17.76,9.25,9.47,NA,NA,-13.99,E
2001,125.63,NA,NA,NA,1601,17.51,9.25,9.52,NA,NA,-15.14,E
2001,125.65,NA,NA,NA,1268,16.63,9.25,9.51,NA,NA,-13.46,E
2001,125.67,NA,NA,NA,1383,16.62,9.25,9.5,NA,NA,-14.26,E
2001,125.69,NA,NA,NA,1196,16.22,9.25,9.48,NA,NA,-13.15,E
2001,125.71,NA,NA,NA,1056,16.02,9.25,9.47,NA,NA,-12.19,E
2001,125.73,NA,NA,NA,880,15.91,9.25,9.44,NA,NA,-10.8,E
2001,125.75,NA,NA,NA,682,15.47,9.25,9.41,NA,NA,-9.26,E
2001,125.77,NA,NA,NA,486,15.01,9.25,9.35,NA,NA,-7.42,E
2001,125.79,NA,NA,NA,296,14.56,9.25,9.29,NA,NA,-5.11,E
2001,125.81,NA,NA,NA,122,13.63,9.25,9.23,NA,NA,-1.67,E
2001,125.83,NA,NA,NA,22,12.58,9.25,9.17,NA,NA,4.46,E
2001,125.85,NA,NA,NA,1,11.57,9.25,9.08,NA,NA,2.69,E
2001,125.88,NA,NA,NA,0,10.29,9.25,8.99,NA,NA,2.69,E
2001,125.9,NA,NA,NA,0,8.73,9.25,8.86,NA,NA,2.69,E
2001,125.92,NA,NA,NA,0,7.12,9.25,8.74,NA,NA,2.69,E
2001,125.94,NA,NA,NA,0,6.15,9.25,8.65,NA,NA,2.69,E
2001,125.96,NA,NA,NA,0,5.56,9.25,8.57,NA,NA,2.69,E
2001,125.98,NA,NA,NA,0,5.25,9.25,8.5,NA,NA,2.69,E
2001,126,NA,NA,NA,0,4.55,9.25,8.42,NA,NA,2.69,E
2001,126.02,NA,NA,NA,0,4.05,3.05,8.33,NA,NA,1.91,E
2001,126.04,NA,NA,NA,0,4.42,3.05,8.23,NA,NA,1.91,E
2001,126.06,NA,NA,NA,0,4.42,3.05,8.17,NA,NA,1.91,E
2001,126.08,NA,NA,NA,0,4.22,3.05,8.11,NA,NA,1.91,E
2001,126.1,NA,NA,NA,0,3.94,3.05,8.03,NA,NA,1.91,E
2001,126.13,NA,NA,NA,0,3.7,3.05,7.95,NA,NA,1.91,E
2001,126.15,NA,NA,NA,0,3.4,3.05,7.86,NA,NA,1.91,E
2001,126.17,NA,NA,NA,0,3.05,3.05,7.77,NA,NA,1.91,E
2001,126.19,NA,NA,NA,0,3.23,3.05,7.7,NA,NA,1.91,E
2001,126.21,NA,NA,NA,0,3.55,3.05,7.63,NA,NA,1.91,E
2001,126.23,NA,NA,NA,1,3.9,3.05,7.57,NA,NA,1.91,E
2001,126.25,NA,NA,NA,21,3.86,3.05,7.52,NA,NA,6.64,E
2001,126.27,NA,NA,NA,91,4.56,3.05,7.47,NA,NA,0.62,E
2001,126.29,NA,NA,NA,232,5.34,3.05,7.42,NA,NA,-3.3,E
2001,126.31,NA,NA,NA,396,6.19,3.05,7.4,NA,NA,-5.69,E
2001,126.33,NA,NA,NA,580,8.1,3.05,7.39,NA,NA,-7.22,E
2001,126.35,NA,NA,NA,776,8.85,3.05,7.41,NA,NA,-8.7,E
2001,126.38,NA,NA,NA,961,9.34,3.05,7.44,NA,NA,-9.97,E
2001,126.4,NA,NA,NA,1124,9.99,3.05,7.48,NA,NA,-10.95,E
2001,126.42,NA,NA,NA,1282,10.3,3.05,7.52,NA,NA,-11.98,E
2001,126.44,NA,NA,NA,1431,11.5,3.05,7.56,NA,NA,-12.42,E
2001,126.46,NA,NA,NA,1549,12.9,3.05,7.6,NA,NA,-12.48,E
2001,126.48,NA,NA,NA,1642,12.92,3.05,7.65,NA,NA,-13.15,E
2001,126.5,NA,NA,NA,1714,13.74,3.05,7.69,NA,NA,-13.21,E
2001,126.52,NA,NA,NA,1758,13.73,3.05,7.75,NA,NA,-13.65,E
2001,126.54,NA,NA,NA,1778,13.6,3.05,7.81,NA,NA,-14.03,E
2001,126.56,NA,NA,NA,1772,14.2,3.05,7.87,NA,NA,-13.81,E
2001,126.58,NA,NA,NA,1740,14.05,3.05,7.93,NA,NA,-13.91,E
2001,126.6,NA,NA,NA,1686,14.46,3.05,8.03,NA,NA,-13.62,E
2001,126.63,NA,NA,NA,1598,14.46,3.05,8.12,NA,NA,-13.37,E
2001,126.65,NA,NA,NA,1475,14.04,3.05,8.15,NA,NA,-12.97,E
2001,126.67,NA,NA,NA,1386,14.48,3.05,8.18,NA,NA,-12.23,E
2001,126.69,NA,NA,NA,1221,14.46,3.05,8.2,NA,NA,-11.26,E
2001,126.71,NA,NA,NA,1047,13.97,3.05,8.22,NA,NA,-10.44,E
2001,126.73,NA,NA,NA,864,13.9,3.05,8.23,NA,NA,-9.22,E
2001,126.75,NA,NA,NA,668,13.38,3.05,8.23,NA,NA,-7.98,E
2001,126.77,NA,NA,NA,468,12.48,3.05,8.18,NA,NA,-6.47,E
2001,126.79,NA,NA,NA,282,11.57,3.05,8.12,NA,NA,-4.55,E
2001,126.81,NA,NA,NA,118,10.33,3.05,8.05,NA,NA,-1.58,E
2001,126.83,NA,NA,NA,26,9.15,3.05,7.98,NA,NA,3.28,E
2001,126.85,NA,NA,NA,1,8.18,3.05,7.9,NA,NA,1.91,E
2001,126.88,NA,NA,NA,0,7.09,3.05,7.82,NA,NA,1.91,E
2001,126.9,NA,NA,NA,0,6.23,3.05,7.74,NA,NA,1.91,E
2001,126.92,NA,NA,NA,0,5.55,3.05,7.66,NA,NA,1.91,E
2001,126.94,NA,NA,NA,0,4.98,3.05,7.58,NA,NA,1.91,E
2001,126.96,NA,NA,NA,0,4.39,3.05,7.51,NA,NA,1.91,E
2001,126.98,NA,NA,NA,0,3.6,3.05,7.42,NA,NA,1.91,E
2001,127,NA,NA,NA,0,3.14,3.05,7.34,NA,NA,1.91,E
2001,127.02,NA,NA,NA,0,1.69,1.09,7.24,NA,NA,1.66,E
2001,127.04,NA,NA,NA,0,2.14,1.09,7.14,NA,NA,1.66,E
2001,127.06,NA,NA,NA,0,1.32,1.09,7.02,NA,NA,1.66,E
2001,127.08,NA,NA,NA,0,1.48,1.09,6.9,NA,NA,1.66,E
2001,127.1,NA,NA,NA,0,1.92,1.09,6.81,NA,NA,1.66,E
2001,127.13,NA,NA,NA,0,2.01,1.09,6.73,NA,NA,1.66,E
2001,127.15,NA,NA,NA,0,2.21,1.09,6.66,NA,NA,1.66,E
2001,127.17,NA,NA,NA,0,1.15,1.09,6.59,NA,NA,1.66,E
2001,127.19,NA,NA,NA,0,1.09,1.09,6.51,NA,NA,1.66,E
2001,127.21,NA,NA,NA,0,1.22,1.09,6.44,NA,NA,1.66,E
2001,127.23,NA,NA,NA,1,1.3,1.09,6.36,NA,NA,1.66,E
2001,127.25,NA,NA,NA,22,2.3,1.09,6.29,NA,NA,5.54,E
2001,127.27,NA,NA,NA,88,4.23,1.09,6.23,NA,NA,0.89,E
2001,127.29,NA,NA,NA,220,6.22,1.09,6.18,NA,NA,-1.77,E
2001,127.31,NA,NA,NA,374,7.49,1.09,6.18,NA,NA,-3.21,E
2001,127.33,NA,NA,NA,555,9.99,1.09,6.18,NA,NA,-4.16,E
2001,127.35,NA,NA,NA,758,9.52,1.09,6.24,NA,NA,-5.51,E
2001,127.38,NA,NA,NA,951,9.97,1.09,6.31,NA,NA,-6.63,E
2001,127.4,NA,NA,NA,1118,10.48,1.09,6.38,NA,NA,-7.55,E
2001,127.42,NA,NA,NA,1295,12.83,1.09,6.44,NA,NA,-7.75,E
2001,127.44,NA,NA,NA,1437,14.13,1.09,6.56,NA,NA,-8.18,E
2001,127.46,1.2,0.4630705,236,1549,15.19,1.09,6.67,12.5,-7.79,-7.79,D
2001,127.48,1.27,0.3489754,235,1645,15.54,1.09,6.73,12.63,-9.21,-8.99,E
2001,127.5,1.17,0.5561928,228,1714,16.42,1.09,6.8,13.6,-10.71,-10.71,D
2001,127.52,1.64,0.4525996,213,1768,16.99,1.09,6.88,13.85,-8.92,-8.92,D
2001,127.54,1.63,0.333548,212,1787,16.8,1.09,6.97,14.55,-8.91,-9.65,E
2001,127.56,2.1,0.5307474,228,1781,16.71,1.09,7.05,15.12,-9.25,-9.25,D
2001,127.58,1.52,0.281256,260,1750,16.27,1.09,7.13,15.09,-8.08,-10.23,E
2001,127.6,2.19,0.6996739,219,1696,17.05,1.09,7.25,15.84,-9.42,-9.42,D
2001,127.63,1.99,0.673208,203,1612,17.51,1.09,7.37,16.33,-10.03,-10.03,D
2001,127.65,2.08,0.7428336,215,1517,17.69,1.09,7.43,16.56,-8.05,-8.05,D
2001,127.67,2.45,0.5657887,215,1399,17.5,1.09,7.49,16.53,-6.67,-6.67,D
2001,127.69,2.34,0.6073977,232,1244,17.04,1.09,7.55,16.72,-7.3,-7.3,D
2001,127.71,1.99,0.5812442,223,1071,17.24,1.09,7.6,16.84,-6.41,-6.41,D
2001,127.73,2.36,0.611295,232,884,17.04,1.09,7.64,16.53,-5.51,-5.51,D
2001,127.75,2.18,0.5873241,235,686,16.83,1.09,7.67,16.12,-5.16,-5.16,D
2001,127.77,1.98,0.5497198,217,488,16.22,1.09,7.65,15.4,-1.85,-1.85,D
2001,127.79,2.1,0.5178082,213,301,15.42,1.09,7.64,14.71,-2.5,-2.5,D
2001,127.81,1.69,0.285841,218,127,13.8,1.09,7.6,13.78,-0.8,-2.48,E
2001,127.83,1.89,0.3626103,215,28,12.48,1.09,7.56,12.81,0.33,0.03,E
2001,127.85,1.93,0.3801985,212,1,11.31,1.09,7.5,NA,0.69,1.66,E
2001,127.88,2.06,0.3983555,212,0,10.57,1.09,7.44,NA,0.99,1.66,E
2001,127.9,2.16,0.4360266,216,0,9.86,1.09,7.4,NA,0.69,0.69,D
2001,127.92,2.36,0.5626563,215,0,9.41,1.09,7.36,NA,2.46,2.46,D
2001,127.94,2.44,0.5840963,217,0,8.82,1.09,7.33,NA,1.92,1.92,D
2001,127.96,2.54,0.7095065,214,0,8.19,1.09,7.29,NA,1.71,1.71,D
2001,127.98,2.18,0.4922326,221,0,7.29,1.09,7.24,NA,0.73,0.73,D
2001,128,2.36,0.7044765,224,0,6.83,1.09,7.19,NA,1.64,1.64,D
2001,128.02,2.3,0.5973883,225,0,6.18,0.39,7.12,NA,0.69,0.69,D
2001,128.04,2.45,0.5851018,219,0,5.72,0.39,7.06,NA,1.59,1.59,D
2001,128.06,2.43,0.6166041,221,0,5.19,0.39,6.98,NA,0.98,0.98,D
2001,128.08,1.99,0.4826711,224,0,4.27,0.39,6.91,NA,1.24,1.24,D
2001,128.1,1.84,0.3830515,238,0,3.35,0.39,6.82,NA,0.66,1.57,E
2001,128.13,1.73,0.3152947,250,0,2.65,0.39,6.72,NA,0.45,1.57,E
2001,128.15,1.24,0.2290003,252,0,1.59,0.39,6.65,NA,2.99,1.57,E
2001,128.17,1.21,0.1562358,254,0,0.77,0.39,6.57,NA,2.06,1.57,E
2001,128.19,1.26,0.1269195,258,0,0.51,0.39,6.5,NA,1.03,1.57,E
2001,128.21,1.33,0.1280182,259,0,0.77,0.39,6.43,NA,0.68,1.57,E
2001,128.23,1.63,0.2103599,243,1,0.39,0.39,6.36,NA,0.58,1.57,E
2001,128.25,1.64,0.2900864,234,24,0.89,0.39,6.29,1.85,0.03,6.42,E
2001,128.27,1.46,0.3040765,230,90,2.31,0.39,6.25,1.97,-0.66,1.64,E
2001,128.29,1.75,0.4058803,231,227,4.01,0.39,6.22,2.29,-1.99,-1.99,D
2001,128.31,1.67,0.4315645,231,384,5.23,0.39,6.23,2.73,-3.32,-3.32,D
2001,128.33,1.68,0.373067,237,561,8.18,0.39,6.24,3.54,-3.98,-4.56,E
2001,128.35,1.69,0.3943827,231,747,8.34,0.39,6.28,4.62,-5.83,-5.8,E
2001,128.38,1.2,0.3572513,234,916,10,0.39,6.32,5.5,-6.92,-6.45,E
2001,128.4,1.81,0.5192156,227,1078,11.27,0.39,6.42,6.27,-7.68,-7.68,D
2001,128.42,1.89,0.494562,236,1286,13.55,0.39,6.51,7.55,-5.5,-5.5,D
2001,128.44,1.75,0.5182186,223,1438,15.63,0.39,6.66,9.97,-8.75,-8.75,D
2001,128.46,2.27,0.5726144,222,1559,16.21,0.39,6.81,11.17,-8.81,-8.81,D
2001,128.48,2.13,0.6742641,207,1660,16.83,0.39,6.89,12.28,-10.86,-10.86,D
2001,128.5,2.53,0.5402249,211,1733,17.66,0.39,6.98,13.11,-9.19,-9.19,D
2001,128.52,1.81,0.6988956,215,1770,19.08,0.39,7.08,14.79,-10.5,-10.5,D
2001,128.54,2.59,0.7009888,218,1797,19.1,0.39,7.19,15.85,-7.8,-7.8,D
2001,128.56,2.96,0.8548551,208,1796,18.97,0.39,7.29,16.64,-9.34,-9.34,D
2001,128.58,3.57,0.8361012,215,1758,18.6,0.39,7.39,17.76,-9.32,-9.32,D
2001,128.6,2.85,0.856794,219,1704,19.44,0.39,7.52,18.73,-9.09,-9.09,D
2001,128.63,2.4,0.7746699,233,1622,20.15,0.39,7.65,18.54,-8,-8,D
2001,128.65,2.58,0.7562128,223,1527,20.37,0.39,7.71,18.36,-7.12,-7.12,D
2001,128.67,2.97,0.6518654,233,1403,20.3,0.39,7.76,18.66,-5.46,-5.46,D
2001,128.69,2.75,0.690325,220,1251,19.88,0.39,7.82,18.54,-6.68,-6.68,D
2001,128.71,2.91,0.732442,230,1080,19.78,0.39,7.88,18.63,-7.26,-7.26,D
2001,128.73,2.43,0.7158456,226,893,19.56,0.39,7.91,18.56,-4.72,-4.72,D
2001,128.75,2.56,0.7754108,223,695,19.18,0.39,7.95,17.96,-5.64,-5.64,D
2001,128.77,2.76,0.7039325,228,498,18.45,0.39,7.94,16.43,-2.31,-2.31,D
2001,128.79,1.98,0.5839554,221,307,17.6,0.39,7.92,15.15,-0.07,-0.07,D
