Date,JD,DOY,Flux,SE,SoilT,VSM,Time,Site,drainage class
1/21/1998,21,1117,NA,NA,NA,NA,NA,Charlton,well drained
1/21/1998,21,1117,NA,NA,NA,NA,NA,Dry Down,well drained
1/21/1998,21,1117,8.45,1.47,NA,NA,NA,Farm,well drained
1/21/1998,21,1117,8.38,2.15,NA,NA,NA,Hardwood,moderately well drained
1/21/1998,21,1117,NA,NA,NA,NA,NA,Montauk,well drained
1/21/1998,21,1117,10.53,2.76,NA,0.96,10:02,NWF,swamp
1/21/1998,21,1117,10.33,2.76,NA,0.33,10:34,NWM,moderately well drained
1/21/1998,21,1117,14.68,2.76,NA,0.31,10:53,NWN,well drained
1/21/1998,21,1117,3.8,2.76,NA,0.25,12:44,SWF,very well drained
1/21/1998,21,1117,8.22,2.76,NA,0.33,13:08,SWM,moderately well drained
1/21/1998,21,1117,16.43,2.76,1.7,0.6,13:50,SWN,poorly drained
2/25/1998,56,1152,0.96,0.06,NA,NA,NA,Farm,well drained
2/25/1998,56,1152,8.4,1.74,NA,NA,NA,Hardwood,moderately well drained
2/26/1998,56,1152,NA,NA,NA,NA,NA,Charlton,well drained
2/26/1998,56,1152,NA,NA,NA,NA,NA,Dry Down,well drained
2/26/1998,56,1152,NA,NA,NA,NA,NA,Montauk,well drained
2/26/1998,56,1152,4.01,1.84,2,0.96,8:57,NWF,swamp
2/26/1998,56,1152,NA,0.4,NA,0.33,9:15,NWM,moderately well drained
2/26/1998,56,1152,NA,1.68,NA,0.31,9:37,NWN,well drained
2/26/1998,56,1152,8.75,7.16,NA,0.25,12:48,SWF,very well drained
2/26/1998,56,1152,4.22,1.54,NA,0.33,13:23,SWM,moderately well drained
2/26/1998,56,1152,12.16,3.09,NA,0.46,10:02,SWN,poorly drained
3/24/1998,83,1179,13.79,4.48,NA,NA,NA,Farm,well drained
3/24/1998,83,1179,18.95,1.81,NA,NA,NA,Hardwood,moderately well drained
3/25/1998,84,1180,NA,NA,NA,NA,NA,Charlton,well drained
3/25/1998,84,1180,NA,NA,NA,NA,NA,Dry Down,well drained
3/25/1998,84,1180,NA,NA,NA,NA,NA,Montauk,well drained
3/25/1998,84,1180,4.5,0.7,NA,0.67,8:38,NWF,swamp
3/25/1998,84,1180,9.74,2.85,NA,0.33,9:02,NWM,moderately well drained
3/25/1998,84,1180,26.79,2.39,NA,0.28,9:50,NWN,well drained
3/25/1998,84,1180,19.08,3.89,NA,0.24,11:23,SWF,very well drained
3/25/1998,84,1180,15.57,1.92,NA,0.36,11:09,SWM,moderately well drained
3/25/1998,84,1180,17.83,3.31,NA,0.65,10:39,SWN,poorly drained
4/6/1998,96,1192,NA,NA,NA,NA,NA,Charlton,well drained
4/6/1998,96,1192,NA,NA,NA,NA,NA,Dry Down,well drained
4/6/1998,96,1192,NA,NA,NA,NA,NA,Montauk,well drained
4/6/1998,96,1192,15.31,2.84,3.4,0.71,10:43,NWF,swamp
4/6/1998,96,1192,19.78,3.14,3,0.39,11:21,NWM,moderately well drained
4/6/1998,96,1192,33.6,4.82,3.9,0.29,12:22,NWN,well drained
4/6/1998,96,1192,29.5,6.66,4.4,0.32,13:48,SWF,very well drained
4/6/1998,96,1192,24.78,3.33,4.8,0.36,13:08,SWM,moderately well drained
4/6/1998,96,1192,57.84,5.2,4.6,0.64,12:36,SWN,poorly drained
4/7/1998,97,1193,23.13,1.22,NA,NA,NA,Farm,well drained
4/7/1998,97,1193,24.53,1.91,NA,NA,NA,Hardwood,moderately well drained
4/13/1998,103,1199,NA,NA,NA,NA,NA,Charlton,well drained
4/13/1998,103,1199,NA,NA,NA,NA,NA,Dry Down,well drained
4/13/1998,103,1199,NA,NA,NA,NA,NA,Montauk,well drained
4/13/1998,103,1199,30.63,5.3,4.9,0.64,14:24,NWF,swamp
4/13/1998,103,1199,32.21,1.56,5,0.36,12:51,NWM,moderately well drained
4/13/1998,103,1199,39.11,2.47,6.4,0.29,12:12,NWN,well drained
4/13/1998,103,1199,32.6,3.85,5,0.3,10:05,SWF,very well drained
4/13/1998,103,1199,39.72,8.28,5.7,0.35,11:22,SWM,moderately well drained
4/13/1998,103,1199,66.04,13.96,6.2,0.6,11:49,SWN,poorly drained
4/14/1998,104,1200,35.03,2.67,NA,NA,NA,Farm,well drained
4/14/1998,104,1200,29.61,3.76,NA,NA,NA,Hardwood,moderately well drained
4/27/1998,117,1213,47.27,4.84,NA,NA,NA,Farm,well drained
4/27/1998,117,1213,35.1,3.04,NA,NA,NA,Hardwood,moderately well drained
4/28/1998,118,1214,NA,NA,NA,NA,NA,Charlton,well drained
4/28/1998,118,1214,NA,NA,NA,NA,NA,Dry Down,well drained
4/28/1998,118,1214,NA,NA,NA,NA,NA,Montauk,well drained
4/28/1998,118,1214,13.67,2.72,4,0.65,9:31,NWF,swamp
4/28/1998,118,1214,19.62,2.12,4.1,0.38,10:07,NWM,moderately well drained
4/28/1998,118,1214,35.63,4.31,5.5,0.3,10:52,NWN,well drained
4/28/1998,118,1214,41.29,4.97,6,0.31,12:19,SWF,very well drained
4/28/1998,118,1214,37.96,2.88,5.8,0.44,11:39,SWM,moderately well drained
4/28/1998,118,1214,49.83,5.51,6.1,0.64,11:00,SWN,poorly drained
5/12/1998,132,1228,72.69,4.58,NA,NA,NA,Farm,well drained
5/12/1998,132,1228,59.95,3.7,NA,NA,NA,Hardwood,moderately well drained
5/13/1998,133,1229,NA,NA,NA,NA,NA,Charlton,well drained
5/13/1998,133,1229,NA,NA,NA,NA,NA,Dry Down,well drained
5/13/1998,133,1229,NA,NA,NA,NA,NA,Montauk,well drained
5/13/1998,133,1229,47.2,11.4,8.3,0.75,12:13,NWF,swamp
5/13/1998,133,1229,42.89,2.42,6.8,0.38,11:20,NWM,moderately well drained
5/13/1998,133,1229,73.83,10.8,8.4,0.31,10:43,NWN,well drained
5/13/1998,133,1229,61.92,7.56,8.2,0.32,8:47,SWF,very well drained
5/13/1998,133,1229,62.63,5.58,8,0.39,10:00,SWM,moderately well drained
5/13/1998,133,1229,78.37,6.87,8.6,0.39,10:20,SWN,poorly drained
5/19/1998,139,1235,108.34,10.51,NA,NA,NA,Farm,well drained
5/19/1998,139,1235,76.86,10.09,NA,NA,NA,Hardwood,moderately well drained
5/20/1998,140,1236,NA,NA,NA,NA,NA,Charlton,well drained
5/20/1998,140,1236,NA,NA,NA,NA,NA,Dry Down,well drained
5/20/1998,140,1236,NA,NA,NA,NA,NA,Montauk,well drained
5/20/1998,140,1236,42.05,12.41,11.5,0.59,9:31,NWF,swamp
5/20/1998,140,1236,76.03,9.75,10.7,0.34,10:08,NWM,moderately well drained
5/20/1998,140,1236,88.31,12.59,12.2,0.28,10:55,NWN,well drained
5/20/1998,140,1236,107.72,14.56,12.8,0.2,12:24,SWF,very well drained
5/20/1998,140,1236,92.53,10.56,11.7,0.35,11:43,SWM,moderately well drained
5/20/1998,140,1236,118.45,22.23,11.9,0.51,11:02,SWN,poorly drained
5/26/1998,146,1242,107.07,6.63,NA,NA,NA,Farm,well drained
5/26/1998,146,1242,68.56,6.45,NA,NA,NA,Hardwood,moderately well drained
5/27/1998,147,1243,NA,NA,NA,NA,NA,Charlton,well drained
5/27/1998,147,1243,NA,NA,NA,NA,NA,Dry Down,well drained
5/27/1998,147,1243,NA,NA,NA,NA,NA,Montauk,well drained
5/27/1998,147,1243,46.11,7.99,11.5,0.75,13:07,NWF,swamp
5/27/1998,147,1243,72.41,8.05,10.1,0.31,11:47,NWM,moderately well drained
5/27/1998,147,1243,77.59,7.08,11.5,0.24,11:01,NWN,well drained
5/27/1998,147,1243,79.55,8.99,11.5,0.22,8:59,SWF,very well drained
5/27/1998,147,1243,80.23,6.2,11.1,0.29,10:12,SWM,moderately well drained
5/27/1998,147,1243,145.24,23.85,11.4,0.49,10:54,SWN,poorly drained
6/3/1998,154,1250,NA,NA,NA,NA,NA,Charlton,well drained
6/3/1998,154,1250,NA,NA,NA,NA,NA,Dry Down,well drained
6/3/1998,154,1250,NA,NA,NA,NA,NA,Montauk,well drained
6/3/1998,154,1250,30.23,8.37,13.2,0.93,12:40,NWF,swamp
6/3/1998,154,1250,64.11,10.51,10.7,0.4,11:57,NWM,moderately well drained
6/3/1998,154,1250,106.5,10.04,12.9,0.4,11:04,NWN,well drained
6/3/1998,154,1250,108.34,11.84,12.2,0.35,8:31,SWF,very well drained
6/3/1998,154,1250,128.23,18.66,11.8,0.49,9:53,SWM,moderately well drained
6/3/1998,154,1250,137.8,21.67,13.1,0.74,10:51,SWN,poorly drained
6/11/1998,162,1258,NA,NA,NA,NA,NA,Charlton,well drained
6/11/1998,162,1258,NA,NA,NA,NA,NA,Dry Down,well drained
6/11/1998,162,1258,NA,NA,NA,NA,NA,Montauk,well drained
6/11/1998,162,1258,70.09,22.21,11.8,0.79,NA,NWF,swamp
6/11/1998,162,1258,157.16,15.33,11.2,0.35,15:56,NWM,moderately well drained
6/11/1998,162,1258,133.55,17.3,12,0.28,11:55,NWN,well drained
6/11/1998,162,1258,113.78,6.9,12.3,0.49,8:16,SWF,very well drained
6/11/1998,162,1258,170.44,20.4,12.5,0.52,14:49,SWM,moderately well drained
6/11/1998,162,1258,169.41,30.33,11.7,0.48,10:42,SWN,poorly drained
6/16/1998,167,1263,NA,NA,NA,NA,NA,Charlton,well drained
6/16/1998,167,1263,NA,NA,NA,NA,NA,Dry Down,well drained
6/16/1998,167,1263,NA,NA,NA,NA,NA,Montauk,well drained
6/16/1998,167,1263,NA,0,NA,NA,NA,NWF,swamp
6/16/1998,167,1263,172.83,27.49,12.3,0.42,11:03,NWM,moderately well drained
6/16/1998,167,1263,289.15,27.22,14.3,0.34,11:49,NWN,well drained
6/16/1998,167,1263,295.47,56.12,14.7,0.35,14:00,SWF,very well drained
6/16/1998,167,1263,216.69,18.93,14.1,0.39,13:11,SWM,moderately well drained
6/16/1998,167,1263,141.85,45.43,13.2,0.64,12:34,SWN,poorly drained
6/23/1998,174,1270,NA,NA,NA,NA,NA,Charlton,well drained
6/23/1998,174,1270,NA,NA,NA,NA,NA,Dry Down,well drained
6/23/1998,174,1270,NA,NA,NA,NA,NA,Montauk,well drained
6/23/1998,174,1270,38.62,6.87,14.6,0.92,14:43,NWF,swamp
6/23/1998,174,1270,199.06,22.95,14.3,0.39,13:05,NWM,moderately well drained
6/23/1998,174,1270,290.42,35.29,15.9,0.25,12:22,NWN,well drained
6/23/1998,174,1270,258.16,28.8,16.1,0.3,8:57,SWF,very well drained
6/23/1998,174,1270,234.06,16.51,15.3,0.38,9:52,SWM,moderately well drained
6/23/1998,174,1270,157.61,45.98,14.8,0.72,11:40,SWN,poorly drained
6/29/1998,180,1276,NA,NA,NA,NA,NA,Charlton,well drained
6/29/1998,180,1276,NA,NA,NA,NA,NA,Dry Down,well drained
6/29/1998,180,1276,NA,NA,NA,NA,NA,Montauk,well drained
6/29/1998,180,1276,56.32,29.94,10.3,0.84,9:40,NWF,swamp
6/29/1998,180,1276,198.95,12.59,14.2,0.36,10:36,NWM,moderately well drained
6/29/1998,180,1276,NA,NA,NA,NA,NA,NWN,well drained
6/29/1998,180,1276,NA,NA,NA,NA,NA,SWF,very well drained
6/29/1998,180,1276,157.98,14.85,16,0.36,12:00,SWM,moderately well drained
6/29/1998,180,1276,173.88,31.07,15.8,0.66,11:30,SWN,poorly drained
7/1/1998,182,1278,NA,NA,NA,NA,NA,Charlton,well drained
7/1/1998,182,1278,NA,NA,NA,NA,NA,Dry Down,well drained
7/1/1998,182,1278,NA,NA,NA,NA,NA,Montauk,well drained
7/1/1998,182,1278,NA,NA,NA,NA,NA,NWF,swamp
7/1/1998,182,1278,NA,NA,NA,NA,NA,NWM,moderately well drained
7/1/1998,182,1278,296.9,28.03,16,0.37,9:09,NWN,well drained
7/1/1998,182,1278,289.5,52.95,16.3,0.21,10:22,SWF,very well drained
7/1/1998,182,1278,NA,NA,NA,NA,NA,SWM,moderately well drained
7/1/1998,182,1278,NA,NA,NA,NA,NA,SWN,poorly drained
7/6/1998,187,1283,NA,NA,NA,NA,NA,Charlton,well drained
7/6/1998,187,1283,NA,NA,NA,NA,NA,Dry Down,well drained
7/6/1998,187,1283,NA,NA,NA,NA,NA,Montauk,well drained
7/6/1998,187,1283,NA,NA,NA,NA,NA,NWF,swamp
7/6/1998,187,1283,NA,NA,NA,NA,NA,NWM,moderately well drained
7/6/1998,187,1283,310.69,32.97,17,0.35,10:45,NWN,well drained
7/6/1998,187,1283,288.88,50.28,15.7,0.19,8:51,SWF,very well drained
7/6/1998,187,1283,NA,NA,NA,NA,NA,SWM,moderately well drained
7/6/1998,187,1283,NA,NA,NA,NA,NA,SWN,poorly drained
7/8/1998,189,1285,NA,NA,NA,NA,NA,Charlton,well drained
7/8/1998,189,1285,NA,NA,NA,NA,NA,Dry Down,well drained
7/8/1998,189,1285,NA,NA,NA,NA,NA,Montauk,well drained
7/8/1998,189,1285,65.88,33.45,15.3,0.83,11:41,NWF,swamp
7/8/1998,189,1285,217.4,17.1,14.2,0.36,10:42,NWM,moderately well drained
7/8/1998,189,1285,NA,NA,NA,NA,NA,NWN,well drained
7/8/1998,189,1285,NA,NA,NA,NA,NA,SWF,very well drained
7/8/1998,189,1285,228.77,24.96,15.7,0.36,9:09,SWM,moderately well drained
7/8/1998,189,1285,268.59,74.47,15.5,0.59,10:18,SWN,poorly drained
7/15/1998,196,1292,NA,NA,NA,NA,NA,Charlton,well drained
7/15/1998,196,1292,NA,NA,NA,NA,NA,Dry Down,well drained
7/15/1998,196,1292,NA,NA,NA,NA,NA,Montauk,well drained
7/15/1998,196,1292,101.55,29.01,16,0.75,9:40,NWF,swamp
7/15/1998,196,1292,214.95,31.57,15.4,0.33,10:13,NWM,moderately well drained
7/15/1998,196,1292,NA,NA,NA,NA,NA,NWN,well drained
7/15/1998,196,1292,NA,NA,NA,NA,NA,SWF,very well drained
7/15/1998,196,1292,227.18,23.42,16.3,0.32,11:11,SWM,moderately well drained
7/15/1998,196,1292,355.15,77.77,16.3,0.55,10:35,SWN,poorly drained
7/16/1998,197,1293,NA,NA,NA,NA,NA,Charlton,well drained
7/16/1998,197,1293,NA,NA,NA,NA,NA,Dry Down,well drained
7/16/1998,197,1293,NA,NA,NA,NA,NA,Montauk,well drained
7/16/1998,197,1293,NA,NA,NA,NA,NA,NWF,swamp
7/16/1998,197,1293,NA,NA,NA,NA,NA,NWM,moderately well drained
7/16/1998,197,1293,356.54,43.15,17.9,0.25,9:00,NWN,well drained
7/16/1998,197,1293,297.85,51.99,18.2,0.19,10:08,SWF,very well drained
7/16/1998,197,1293,NA,NA,NA,NA,NA,SWM,moderately well drained
7/16/1998,197,1293,NA,NA,NA,NA,NA,SWN,poorly drained
7/20/1998,201,1297,NA,NA,NA,NA,NA,Charlton,well drained
7/20/1998,201,1297,NA,NA,NA,NA,NA,Dry Down,well drained
7/20/1998,201,1297,NA,NA,NA,NA,NA,Montauk,well drained
7/20/1998,201,1297,116.17,34.88,17,0.67,11:21,NWF,swamp
7/20/1998,201,1297,207.99,27.07,15.8,0.29,10:10,NWM,moderately well drained
7/20/1998,201,1297,NA,NA,NA,NA,NA,NWN,well drained
7/20/1998,201,1297,NA,NA,NA,NA,NA,SWF,very well drained
7/20/1998,201,1297,195.95,9.46,16.7,0.29,8:39,SWM,moderately well drained
7/20/1998,201,1297,298.1,46.43,16.8,0.49,9:54,SWN,poorly drained
7/21/1998,202,1298,NA,NA,NA,NA,NA,Charlton,well drained
7/21/1998,202,1298,NA,NA,NA,NA,NA,Dry Down,well drained
7/21/1998,202,1298,NA,NA,NA,NA,NA,Montauk,well drained
7/21/1998,202,1298,NA,NA,NA,NA,NA,NWF,swamp
7/21/1998,202,1298,NA,NA,NA,NA,NA,NWM,moderately well drained
7/21/1998,202,1298,283.58,37.14,17.7,0.19,10:23,NWN,well drained
7/21/1998,202,1298,282.98,51.21,18.8,0.09,8:50,SWF,very well drained
7/21/1998,202,1298,NA,NA,NA,NA,NA,SWM,moderately well drained
7/21/1998,202,1298,NA,NA,NA,NA,NA,SWN,poorly drained
7/27/1998,208,1304,NA,NA,NA,NA,NA,Charlton,well drained
7/27/1998,208,1304,NA,NA,NA,NA,NA,Dry Down,well drained
7/27/1998,208,1304,NA,NA,NA,NA,NA,Montauk,well drained
7/27/1998,208,1304,94.91,30.38,15.4,0.65,9:43,NWF,swamp
7/27/1998,208,1304,169.4,26.61,14.4,0.26,10:15,NWM,moderately well drained
7/27/1998,208,1304,NA,NA,NA,NA,NA,NWN,well drained
7/27/1998,208,1304,NA,NA,NA,NA,NA,SWF,very well drained
7/27/1998,208,1304,180.41,9.24,15.8,0.26,11:12,SWM,moderately well drained
7/27/1998,208,1304,282.83,34.37,15.7,0.36,10:30,SWN,poorly drained
7/28/1998,209,1305,NA,NA,NA,NA,NA,Charlton,well drained
7/28/1998,209,1305,NA,NA,NA,NA,NA,Dry Down,well drained
7/28/1998,209,1305,NA,NA,NA,NA,NA,Montauk,well drained
7/28/1998,209,1305,NA,NA,NA,NA,NA,NWF,swamp
7/28/1998,209,1305,NA,NA,NA,NA,NA,NWM,moderately well drained
7/28/1998,209,1305,260.22,39.68,16.6,0.16,9:25,NWN,well drained
7/28/1998,209,1305,228.54,35.99,17.5,0.08,10:32,SWF,very well drained
7/28/1998,209,1305,NA,NA,NA,NA,NA,SWM,moderately well drained
7/28/1998,209,1305,NA,NA,NA,NA,NA,SWN,poorly drained
8/3/1998,215,1311,NA,NA,NA,NA,NA,Charlton,well drained
8/3/1998,215,1311,NA,NA,NA,NA,NA,Dry Down,well drained
8/3/1998,215,1311,NA,NA,NA,NA,NA,Montauk,well drained
8/3/1998,215,1311,106.88,33.04,15.5,0.59,11:39,NWF,swamp
8/3/1998,215,1311,162.76,17.69,14.8,0.22,10:30,NWM,moderately well drained
8/3/1998,215,1311,NA,NA,NA,NA,NA,NWN,well drained
8/3/1998,215,1311,NA,NA,NA,NA,NA,SWF,very well drained
8/3/1998,215,1311,186.43,23.95,15.7,0.23,9:07,SWM,moderately well drained
8/3/1998,215,1311,280.63,30.53,15.7,0.31,10:15,SWN,poorly drained
8/4/1998,216,1312,NA,NA,NA,NA,NA,Charlton,well drained
8/4/1998,216,1312,NA,NA,NA,NA,NA,Dry Down,well drained
8/4/1998,216,1312,NA,NA,NA,NA,NA,Montauk,well drained
8/4/1998,216,1312,NA,NA,NA,NA,NA,NWF,swamp
8/4/1998,216,1312,NA,NA,NA,NA,NA,NWM,moderately well drained
8/4/1998,216,1312,273.3,57.67,17,0.13,11:01,NWN,well drained
8/4/1998,216,1312,249.21,43.49,17.2,0.13,9:28,SWF,very well drained
8/4/1998,216,1312,NA,NA,NA,NA,NA,SWM,moderately well drained
8/4/1998,216,1312,NA,NA,NA,NA,NA,SWN,poorly drained
8/13/1998,225,1321,NA,NA,NA,NA,NA,Charlton,well drained
8/13/1998,225,1321,NA,NA,NA,NA,NA,Dry Down,well drained
8/13/1998,225,1321,NA,NA,NA,NA,NA,Montauk,well drained
8/13/1998,225,1321,NA,NA,NA,NA,NA,NWF,swamp
8/13/1998,225,1321,NA,NA,NA,NA,NA,NWM,moderately well drained
8/13/1998,225,1321,304.6,60.63,15.7,0.21,10:29,NWN,well drained
8/13/1998,225,1321,351.31,51.27,16.2,0.23,10:41,SWF,very well drained
8/13/1998,225,1321,NA,NA,NA,NA,NA,SWM,moderately well drained
8/13/1998,225,1321,NA,NA,NA,NA,NA,SWN,poorly drained
8/14/1998,226,1322,NA,NA,NA,NA,NA,Charlton,well drained
8/14/1998,226,1322,NA,NA,NA,NA,NA,Dry Down,well drained
8/14/1998,226,1322,NA,NA,NA,NA,NA,Montauk,well drained
8/14/1998,226,1322,118.04,37.88,16,0.69,9:50,NWF,swamp
8/14/1998,226,1322,218.41,21.44,15.3,0.16,10:23,NWM,moderately well drained
8/14/1998,226,1322,NA,NA,NA,NA,NA,NWN,well drained
8/14/1998,226,1322,NA,NA,NA,NA,NA,SWF,very well drained
8/14/1998,226,1322,256.49,30.97,16.2,0.23,11:20,SWM,moderately well drained
8/14/1998,226,1322,311.68,39.62,16.4,0.22,10:45,SWN,poorly drained
8/17/1998,229,1325,NA,NA,NA,NA,NA,Charlton,well drained
8/17/1998,229,1325,NA,NA,NA,NA,NA,Dry Down,well drained
8/17/1998,229,1325,NA,NA,NA,NA,NA,Montauk,well drained
8/17/1998,229,1325,165.49,48.58,17.3,0.7,12:10,NWF,swamp
8/17/1998,229,1325,267.25,26.49,17.1,0.24,10:59,NWM,moderately well drained
8/17/1998,229,1325,NA,NA,NA,NA,NA,NWN,well drained
8/17/1998,229,1325,NA,NA,NA,NA,NA,SWF,very well drained
8/17/1998,229,1325,264.41,41.41,17.6,0.21,9:16,SWM,moderately well drained
8/17/1998,229,1325,363.05,45.11,17.7,0.3,10:45,SWN,poorly drained
8/18/1998,230,1326,NA,NA,NA,NA,NA,Charlton,well drained
8/18/1998,230,1326,NA,NA,NA,NA,NA,Dry Down,well drained
8/18/1998,230,1326,NA,NA,NA,NA,NA,Montauk,well drained
8/18/1998,230,1326,NA,NA,NA,NA,NA,NWF,swamp
8/18/1998,230,1326,NA,NA,NA,NA,NA,NWM,moderately well drained
8/18/1998,230,1326,404.44,62.92,18.6,0.15,10:52,NWN,well drained
8/18/1998,230,1326,338.54,35.56,18.3,0.16,9:20,SWF,very well drained
8/18/1998,230,1326,NA,NA,NA,NA,NA,SWM,moderately well drained
8/18/1998,230,1326,NA,NA,NA,NA,NA,SWN,poorly drained
8/24/1998,236,1332,NA,NA,NA,NA,NA,Charlton,well drained
8/24/1998,236,1332,NA,NA,NA,NA,NA,Dry Down,well drained
8/24/1998,236,1332,NA,NA,NA,NA,NA,Montauk,well drained
8/24/1998,236,1332,134.23,35.04,16.8,0.69,10:13,NWF,swamp
8/24/1998,236,1332,259.23,22.36,16.3,0.25,10:43,NWM,moderately well drained
8/24/1998,236,1332,NA,NA,NA,NA,NA,NWN,well drained
8/24/1998,236,1332,NA,NA,NA,NA,NA,SWF,very well drained
8/24/1998,236,1332,279.47,19.77,17.3,0.2,11:36,SWM,moderately well drained
8/24/1998,236,1332,378.83,50.18,17.4,0.28,11:05,SWN,poorly drained
8/25/1998,237,1333,NA,NA,NA,NA,NA,Charlton,well drained
8/25/1998,237,1333,NA,NA,NA,NA,NA,Dry Down,well drained
8/25/1998,237,1333,NA,NA,NA,NA,NA,Montauk,well drained
8/25/1998,237,1333,NA,NA,NA,NA,NA,NWF,swamp
8/25/1998,237,1333,NA,NA,NA,NA,NA,NWM,moderately well drained
8/25/1998,237,1333,359.23,77.34,17.9,0.17,9:08,NWN,well drained
8/25/1998,237,1333,275.15,34.13,18.4,0.18,10:14,SWF,very well drained
8/25/1998,237,1333,NA,NA,NA,NA,NA,SWM,moderately well drained
8/25/1998,237,1333,NA,NA,NA,NA,NA,SWN,poorly drained
9/1/1998,244,1340,NA,NA,NA,NA,NA,Charlton,well drained
9/1/1998,244,1340,NA,NA,NA,NA,NA,Dry Down,well drained
9/1/1998,244,1340,NA,NA,NA,NA,NA,Montauk,well drained
9/1/1998,244,1340,NA,NA,NA,NA,NA,NWF,swamp
9/1/1998,244,1340,NA,NA,NA,NA,NA,NWM,moderately well drained
9/1/1998,244,1340,163.96,41.23,16.2,0.07,11:02,NWN,well drained
9/1/1998,244,1340,147.72,18.57,16,0.12,9:20,SWF,very well drained
9/1/1998,244,1340,NA,NA,NA,NA,NA,SWM,moderately well drained
9/1/1998,244,1340,NA,NA,NA,NA,NA,SWN,poorly drained
9/2/1998,245,1341,NA,NA,NA,NA,NA,Charlton,well drained
9/2/1998,245,1341,NA,NA,NA,NA,NA,Dry Down,well drained
9/2/1998,245,1341,NA,NA,NA,NA,NA,Montauk,well drained
9/2/1998,245,1341,63.78,16.07,15.3,0.61,11:34,NWF,swamp
9/2/1998,245,1341,106.22,27.33,14.9,0.15,10:26,NWM,moderately well drained
9/2/1998,245,1341,NA,NA,NA,NA,NA,NWN,well drained
9/2/1998,245,1341,NA,NA,NA,NA,NA,SWF,very well drained
9/2/1998,245,1341,128.61,28.45,15.5,0.15,9:10,SWM,moderately well drained
9/2/1998,245,1341,163.89,13.86,15.8,0.15,10:12,SWN,poorly drained
9/7/1998,250,1346,NA,NA,NA,NA,NA,Charlton,well drained
9/7/1998,250,1346,NA,NA,NA,NA,NA,Dry Down,well drained
9/7/1998,250,1346,NA,NA,NA,NA,NA,Montauk,well drained
9/7/1998,250,1346,121.21,38.83,16.1,0.57,10:28,NWF,swamp
9/7/1998,250,1346,159.58,28.83,15.8,0.16,11:14,NWM,moderately well drained
9/7/1998,250,1346,NA,NA,NA,NA,NA,NWN,well drained
9/7/1998,250,1346,NA,NA,NA,NA,NA,SWF,very well drained
9/7/1998,250,1346,182.13,18.25,17,0.16,12:07,SWM,moderately well drained
9/7/1998,250,1346,205.91,20.01,17.1,0.17,11:35,SWN,poorly drained
9/8/1998,251,1347,NA,NA,NA,NA,NA,Charlton,well drained
9/8/1998,251,1347,NA,NA,NA,NA,NA,Dry Down,well drained
9/8/1998,251,1347,NA,NA,NA,NA,NA,Montauk,well drained
9/8/1998,251,1347,NA,NA,NA,NA,NA,NWF,swamp
9/8/1998,251,1347,NA,NA,NA,NA,NA,NWM,moderately well drained
9/8/1998,251,1347,177.52,23.02,15.7,0.16,11:16,NWN,well drained
9/8/1998,251,1347,199.99,21.84,16.6,0.18,10:26,SWF,very well drained
9/8/1998,251,1347,NA,NA,NA,NA,NA,SWM,moderately well drained
9/8/1998,251,1347,NA,NA,NA,NA,NA,SWN,poorly drained
9/14/1998,257,1353,NA,NA,NA,NA,NA,Charlton,well drained
9/14/1998,257,1353,NA,NA,NA,NA,NA,Dry Down,well drained
9/14/1998,257,1353,NA,NA,NA,NA,NA,Montauk,well drained
9/14/1998,257,1353,NA,NA,NA,NA,NA,NWF,swamp
9/14/1998,257,1353,NA,NA,NA,NA,NA,NWM,moderately well drained
9/14/1998,257,1353,179.1,36.44,16.1,0.13,13:58,NWN,well drained
9/14/1998,257,1353,NA,NA,NA,NA,NA,SWF,very well drained
9/14/1998,257,1353,NA,NA,NA,NA,NA,SWM,moderately well drained
9/14/1998,257,1353,218.5,40.94,17.9,0.14,14:06,SWN,poorly drained
9/15/1998,258,1354,NA,NA,NA,NA,NA,Charlton,well drained
9/15/1998,258,1354,NA,NA,NA,NA,NA,Dry Down,well drained
9/15/1998,258,1354,NA,NA,NA,NA,NA,Montauk,well drained
9/15/1998,258,1354,122.53,31.26,15.7,0.57,13:09,NWF,swamp
9/15/1998,258,1354,196.17,18.47,18.2,0.07,11:17,NWM,moderately well drained
9/15/1998,258,1354,NA,NA,NA,NA,NA,NWN,well drained
9/15/1998,258,1354,178.23,32.61,16.1,0.11,9:23,SWF,very well drained
9/15/1998,258,1354,159.69,13.19,16.1,0.15,10:17,SWM,moderately well drained
9/15/1998,258,1354,NA,NA,NA,NA,NA,SWN,poorly drained
9/21/1998,264,1360,NA,NA,NA,NA,NA,Charlton,well drained
9/21/1998,264,1360,NA,NA,NA,NA,NA,Dry Down,well drained
9/21/1998,264,1360,NA,NA,NA,NA,NA,Montauk,well drained
9/21/1998,264,1360,121.62,68.16,15.7,0.29,13:27,NWF,swamp
9/21/1998,264,1360,170.85,45.59,15.9,0.06,12:26,NWM,moderately well drained
9/21/1998,264,1360,198.76,116.67,16.1,0.07,11:57,NWN,well drained
9/21/1998,264,1360,NA,NA,NA,NA,NA,SWF,very well drained
9/21/1998,264,1360,NA,NA,NA,NA,NA,SWM,moderately well drained
9/21/1998,264,1360,231.85,96.13,13.7,0.07,11:15,SWN,poorly drained
9/22/1998,265,1361,NA,NA,NA,NA,NA,Charlton,well drained
9/22/1998,265,1361,NA,NA,NA,NA,NA,Dry Down,well drained
