date,jday,time,plot,collar,range.min,range.max,x.cutoff,mean.slope,stdev.slope,N.pts,flag.stdev,Tair,Tsoil,collar.height.m,flux
1998-06-25,176,1140,B3,1,391.31,534.73,223.8,0.52,0.01,12,0,26.1,17.1,0.16,3.26
1998-06-25,176,1145,B3,2,424.17,635.8,223.22,0.74,0.02,12,0,25.2,18.4,0.16,4.79
1998-06-25,176,1150,B3,3,395.9,608.14,228.85,0.89,0.04,11,0,25,17.7,0.15,5.29
1998-06-25,176,1155,B3,4,404.15,734.78,213.29,1.09,0.05,12,0,25.2,17.2,0.15,6.58
1998-06-25,176,1352,B3,5,354.41,689.97,238.12,1.14,0.01,7,0,26.2,16.7,0.16,7.11
1998-06-25,176,1048,B4,6,280.4,562.88,101.42,0.72,0.03,35,0,26.3,17.1,0.18,5.05
1998-06-25,176,1053,B4,7,376.87,540.57,182.18,0.81,0.03,21,0,26,18.5,0.17,5.55
1998-06-25,176,1058,B4,8,380.62,529.01,198.4,0.43,0.02,17,0,26.5,17.4,0.17,2.97
1998-06-25,176,1103,B4,9,393.47,578.57,213.29,1.09,0.03,14,0,26.8,17.4,0.15,6.66
1998-06-25,176,1108,B4,10,376.17,545.4,233.15,0.94,0.06,10,0,27.9,17.6,0.16,5.94
1998-06-25,176,1409,C3,11,358.64,603.06,107.05,0.77,0.07,35,0,25.6,17.1,0.15,4.65
1998-06-25,176,1414,C3,12,378.74,624.13,312.09,NA,NA,0,NA,25.3,16.6,0.14,NA
1998-06-25,176,1419,C3,13,371.46,583.12,228.85,0.58,0.02,14,0,25.9,14.1,0.17,3.81
1998-06-25,176,1424,C3,14,362.32,544.03,241.84,0.61,0.01,8,0,26.2,16.3,0.16,3.93
1998-06-25,176,1429,C3,15,372.32,519.4,122.52,0.55,0.02,32,0,25.9,17.8,0.16,3.45
1998-06-25,176,1000,D5,16,343.32,510.54,182.18,0.67,0.03,21,0,24.4,17.2,0.16,4.17
1998-06-25,176,1005,D5,17,388.13,493.03,152.97,0.5,0.02,27,0,24.2,17.8,0.15,3.03
1998-06-25,176,1010,D5,18,373.69,509.98,192.77,0.66,0.02,18,0,24.8,17.3,0.15,4
1998-06-25,176,1015,D5,19,375.34,567.07,152.97,0.81,0.05,27,0,25.7,17.2,0.16,5.21
1998-06-25,176,1020,D5,20,378.83,533.68,151.73,0.72,0.04,26,0,25.6,19.7,0.16,4.46
1998-06-26,177,950,E3,21,476.95,692.8,178.37,0.63,0.1,20,0,23.2,18.3,0.19,4.8
1998-06-26,177,1000,E3,22,434.15,589.81,117.53,0.8,0.09,31,0,25.3,17.1,0.15,4.7
1998-06-26,177,1005,E3,23,439.41,630.69,206.55,0.72,0.04,20,0,24.7,17.5,0.16,4.64
1998-06-26,177,955,E3,24,419.66,656.1,209.25,0.87,0.04,19,0,23.9,18.9,0.15,5.23
1998-06-26,177,1010,E3,25,384.72,641.33,209.25,1.04,0.03,20,0,24.6,16.8,0.17,6.92
1998-06-26,177,1030,G3,26,396.92,514.17,247.19,0.27,0.01,7,0,24.6,18.2,0.13,1.44
1998-06-26,177,1035,G3,27,417.9,653.95,267.39,0.26,0.01,10,0,24.8,18.9,0.13,1.33
1998-06-26,177,1040,G3,28,380.98,438.12,178.37,0.17,0.01,22,0,25.3,17.1,0.14,0.93
1998-06-26,177,1045,G3,29,391.2,576.24,188,0.56,0.02,19,0,24.9,19.2,0.18,3.98
1998-06-26,177,1050,G3,30,425.08,546.8,172.14,0.12,0.03,21,0,25.4,NA,0.14,0.67
1998-06-26,177,1125,G5,31,476.24,711.46,292.17,0.99,0.17,27,0,24.3,17.2,0.15,6.13
1998-06-26,177,1130,G5,32,441.5,743.3,187.17,0.71,0.03,18,0,24.2,17.1,0.14,4.13
1998-06-26,177,1135,G5,33,436.19,613.82,193.4,0.82,0.07,17,0,24.2,16.8,0.15,4.97
1998-06-26,177,1140,G5,34,400.11,665.3,131.62,0.96,0.09,29,0,24.5,17.6,0.14,5.26
1998-06-26,177,1145,G5,35,449.01,764.82,277.14,0.76,0.03,9,0,24.8,16.9,0.14,4.1
1998-06-26,177,1310,H3,36,359.47,437.54,195.98,0.39,0.02,17,0,28.4,19.8,0.17,2.59
1998-06-26,177,1317,H3,37,360.22,470.22,178.37,0.36,0.03,24,0,28.1,18.9,0.17,2.41
1998-06-26,177,1325,H3,38,357.83,472,268.33,0.32,0.01,7,0,23.6,18.1,0.16,2.02
1998-06-26,177,1332,H3,39,355.75,437.9,103.43,0.25,0.03,36,0,28.9,18.1,0.16,1.53
1998-06-26,177,1340,H3,40,364.17,422.29,205.73,0.26,0.02,16,0,28.1,18.3,0.17,1.71
1998-06-26,177,1215,H4,41,368.33,430.94,158.99,0.25,0.01,27,0,27.1,18.2,0.13,1.3
1998-06-26,177,1220,H4,42,356.7,545.36,149.24,0.84,0.14,27,0,28.8,19.1,0.15,4.84
1998-06-26,177,1225,H4,43,361.83,422.56,202.21,0.31,0.01,16,0,24.9,20.7,0.14,1.7
1998-06-26,177,1230,H4,44,364.6,446.25,88.4,0.33,0.02,39,0,24.9,17.2,0.13,1.75
1998-06-26,177,1235,H4,45,358.31,494.21,159.81,0.57,0.03,25,0,23.6,19.6,0.12,2.74
1998-07-01,182,927,E3,21,361.8,503.98,217.79,0.68,0.06,12,0,18.6,16.4,0.19,5.25
1998-07-01,182,932,E3,22,358.84,502.46,218.43,0.75,0.03,12,0,20.7,16.6,0.15,4.46
1998-07-01,182,937,E3,23,363.01,539.44,232.28,0.71,0.01,9,0,20.8,16.6,0.16,4.64
1998-07-01,182,942,E3,24,361.78,565.93,223.87,0.71,0.06,10,0,20.8,16.8,0.15,4.35
1998-07-01,182,947,E3,25,358.74,548.15,202.81,0.94,0.05,15,0,21.1,16.8,0.17,6.39
1998-07-01,182,1025,G3,26,351.6,485.7,193.76,0.19,0.05,16,0,22.5,17.3,0.13,0.99
1998-07-01,182,1020,G3,27,355.12,556.7,228.03,0.17,0.02,10,0,21.9,17.6,0.13,0.88
1998-07-01,182,1035,G3,28,352.66,387.06,123.37,0.08,0.04,31,0,23,16.6,0.14,0.45
1998-07-01,182,1030,G3,29,365.44,493.58,147.48,0.62,0.15,27,0,23,16.7,0.18,4.44
1998-07-01,182,1015,G3,30,355.06,547.98,242.45,0.21,0.01,8,0,21.6,15.2,0.14,1.17
1998-07-01,182,1100,G5,31,367.41,618.1,247.89,0.78,0.06,7,0,22.7,16.3,0.15,4.85
1998-07-01,182,1105,G5,32,371.71,533.73,42.82,0.62,0.34,48,0,21.9,16.4,0.14,3.63
1998-07-01,182,1110,G5,33,385.52,511.05,122.17,0.45,0.12,32,0,21.6,16.4,0.15,2.74
1998-07-01,182,1115,G5,34,364.66,485.56,118.57,0.47,0.01,33,0,21.6,15.9,0.14,2.58
1998-07-01,182,1120,G5,35,361.67,504.15,182.95,0.55,0.04,21,0,21.6,15.3,0.14,3.03
1998-07-01,182,1240,H3,36,354.4,393.16,152.28,0.14,0.02,26,0,17.4,18.6,0.17,0.93
1998-07-01,182,1245,H3,37,352.16,417.3,167.34,0.28,0.03,23,0,17.4,17.8,0.17,1.93
1998-07-01,182,1250,H3,38,349.37,430.64,193.2,0.24,0.01,18,0,17.4,17.6,0.16,1.56
1998-07-01,182,1155,H4,41,352.09,415.83,59.07,0.25,0.04,45,0,17.7,17.7,0.13,1.35
1998-07-01,182,1202,H4,42,350.04,449.34,182.95,0.52,0.02,21,0,17.7,17.7,0.15,3.13
1998-07-01,182,1225,H4,43,354.5,424.41,208.82,0.27,0.02,15,0,17.7,18.5,0.14,1.56
1998-07-01,182,1210,H4,44,351.72,422.06,143.23,0.29,0.05,28,0,17.7,16.9,0.13,1.57
1998-07-01,182,1217,H4,45,352.08,440.43,138.43,0.43,0.03,30,0,17.7,16.7,0.12,2.12
1998-07-02,183,1030,B3,1,362.41,440.17,173.77,0.38,0.02,21,0,20.2,14.7,0.16,2.47
1998-07-02,183,1025,B3,2,362.16,514.36,309.56,NA,NA,0,NA,20.6,16.1,0.16,NA
1998-07-02,183,1020,B3,3,361.06,545.01,228.09,0.45,0.05,10,0,20.8,14.4,0.15,2.71
1998-07-02,183,1015,B3,4,372.97,630.9,311.41,NA,NA,0,NA,20.4,15,0.15,NA
1998-07-02,183,1010,B3,5,370.56,460.44,134,0.41,0.02,30,0,18.9,14,0.16,2.63
1998-07-02,183,1100,B4,6,359.42,535.58,117.6,0.75,0.04,32,0,20.9,15.7,0.18,5.38
1998-07-02,183,1055,B4,7,360.06,533.39,182.01,0.72,0.08,19,0,20.8,15.6,0.17,5.06
1998-07-02,183,1105,B4,8,356.16,470.5,113.15,0.42,0.07,33,0,21.2,15.7,0.17,2.93
1998-07-02,183,1050,B4,9,363.6,535.82,253.31,0.41,0.02,5,0,20.7,15.4,0.15,2.58
1998-07-02,183,1045,B4,10,358.01,572.77,207.23,0.7,0.06,18,0,20.3,16.1,0.16,4.54
1998-07-02,183,1000,C3,11,368.43,515.68,182.6,0.56,0.02,22,0,18.4,14.1,0.15,3.49
1998-07-02,183,937,C3,12,370.24,497.12,101.12,0.48,0.05,35,0,17.6,14.4,0.14,2.78
1998-07-02,183,930,C3,13,366.46,454.63,122.65,0.33,0.04,32,0,17.2,15.1,0.17,2.24
1998-07-02,183,944,C3,14,371.54,514.05,173.77,0.65,0.01,22,0,17.9,14.5,0.16,4.3
1998-07-02,183,951,C3,15,372.07,510.04,152.92,0.54,0.03,26,0,17.9,15.7,0.16,3.54
1998-07-02,183,1230,D5,16,355.36,530.16,123.24,0.57,0.1,33,0,23.4,15.8,0.16,3.6
1998-07-02,183,1220,D5,17,352.98,480.8,63.29,0.49,0.12,43,0,23.7,15.6,0.15,2.98
1998-07-02,183,1210,D5,18,358.12,544.65,136.52,0.72,0.02,33,0,22.4,15.8,0.15,4.43
1998-07-02,183,1150,D5,19,353.79,551.26,303.25,NA,NA,0,NA,23.5,16.1,0.16,NA
1998-07-02,183,1200,D5,20,352.87,526.32,137.19,0.72,0.05,28,0,23,16.7,0.16,4.45
1998-07-07,188,1020,B3,1,365.22,471.38,182.66,0.34,0.04,18,0,21.6,15.9,0.16,2.2
1998-07-07,188,1011,B3,2,374.38,543.69,187.92,0.61,0.03,17,0,21.6,16.4,0.16,4.03
1998-07-07,188,1004,B3,3,376.03,523.9,171.59,0.77,0.07,20,0,21.3,16.2,0.15,4.61
1998-07-07,188,957,B3,4,363.56,625.08,184.44,1.27,0.12,18,0,21,16.7,0.15,7.8
1998-07-07,188,950,B3,5,369.82,597.45,290.8,NA,NA,0,NA,21.7,15.4,0.16,NA
1998-07-07,188,1040,B4,6,363.64,533.33,136.14,0.74,0.03,27,0,22.1,16.6,0.18,5.32
1998-07-07,188,1035,B4,7,363.54,565.5,233.21,0.63,0.02,8,0,22.1,16.6,0.17,4.39
1998-07-07,188,1045,B4,8,382.71,530.82,198.37,0.57,0.03,15,0,21.8,18.9,0.17,3.96
1998-07-07,188,1030,B4,9,367.86,494.7,183.2,0.56,0.04,18,0,21.9,16.1,0.15,3.46
1998-07-07,188,1025,B4,10,367.34,536.96,237.85,0.79,0.02,7,0,21.7,16.7,0.16,5.12
1998-07-07,188,945,C3,11,379.97,519.77,147.75,0.62,0.04,25,0,20.6,15,0.15,3.82
1998-07-07,188,922,C3,12,369.43,494.63,212.93,0.44,0.02,12,0,20.2,15.3,0.14,2.55
1998-07-07,188,915,C3,13,391.6,488.89,173.37,0.46,0.03,21,0,20.1,14.1,0.17,3.1
1998-07-07,188,929,C3,14,378.26,492.71,193.11,0.63,0.02,17,0,20.3,15.2,0.16,4.14
1998-07-07,188,936,C3,15,368.72,525.47,182.66,0.64,0.04,19,0,20.4,15.8,0.16,4.16
1998-07-07,188,1123,D5,16,360.31,505.63,187.3,0.57,0.03,17,0,21.4,16.2,0.16,3.63
1998-07-07,188,1130,D5,17,356.72,468.49,117.56,0.4,0.06,31,0,21.7,16.4,0.15,2.44
1998-07-07,188,1117,D5,18,359.12,552.08,177.4,0.75,0.03,18,0,21.2,16.5,0.15,4.62
1998-07-07,188,1111,D5,19,358.76,640.2,243.11,0.9,0.02,6,0,21,16.3,0.16,5.85
1998-07-07,188,1105,D5,20,363.97,577.51,183.2,0.81,0.04,18,0,21,17.5,0.16,5.04
1998-07-07,188,1200,E3,21,367.46,500.99,253.02,0.8,0.01,4,0,22.3,16.9,0.19,6.1
1998-07-07,188,1205,E3,22,369.83,485.64,157.11,0.42,0.04,23,0,22.3,16.6,0.15,2.46
1998-07-07,188,1210,E3,23,360.14,505.63,207.04,0.77,0.03,13,0,22.2,16.7,0.16,4.98
1998-07-07,188,1155,E3,24,370.7,518.55,292.5,NA,NA,0,NA,22.1,17.5,0.15,NA
1998-07-07,188,1215,E3,25,364.15,576.88,183.2,0.95,0.06,18,0,22.2,16.5,0.17,6.41
1998-07-07,188,1237,G3,26,354.13,483.59,297.14,NA,NA,0,NA,22.3,18.5,0.13,NA
1998-07-07,188,1244,G3,27,364.11,516.95,161.14,0.22,0.03,23,0,22.6,18,0.13,1.13
1998-07-07,188,1300,G3,28,353.85,373.63,91.94,0.07,0.01,36,0,22.1,17.3,0.14,0.37
1998-07-07,188,1251,G3,29,354.32,479.49,294.82,NA,NA,0,NA,22.4,18.9,0.18,NA
1998-07-07,188,1230,G3,30,364.56,413.12,197.75,0.13,0.02,15,0,21.9,16.3,0.14,0.7
1998-07-08,189,1245,G5,31,348.1,623.51,290.8,NA,NA,0,NA,21.3,17.4,0.15,NA
1998-07-08,189,1229,G5,32,352.32,527.14,148.91,0.69,0.02,25,0,22.2,16.8,0.14,4.02
1998-07-08,189,1236,G5,33,347.64,520.24,137.3,0.56,0.02,28,0,21.8,16.4,0.15,3.44
1998-07-08,189,1222,G5,34,360.76,523.02,153.01,0.62,0.01,24,0,23,15.7,0.14,3.38
1998-07-08,189,1215,G5,35,355.56,510.97,222.76,0.74,0.03,10,0,18.8,17.4,0.14,4.09
1998-07-08,189,1110,H3,36,346.4,405.7,211.69,0.25,0.02,12,0,21.9,17.4,0.17,1.72
1998-07-08,189,1115,H3,37,350.63,445,156.5,0.27,0.02,23,0,22.1,17.2,0.17,1.87
1998-07-08,189,1120,H3,38,347.55,364.12,94.26,0.05,0.01,36,0,22.1,17,0.16,0.31
1998-07-08,189,1105,H3,39,352.94,481.06,227.4,0.24,0.03,9,0,21.7,16.7,0.16,1.53
1998-07-08,189,1100,H3,40,360.22,397.31,112.91,0.19,0.02,32,0,21.4,16.8,0.17,1.29
1998-07-08,189,1155,H4,41,347.55,407.73,105.95,0.26,0.06,33,0,18.8,18.4,0.13,1.41
1998-07-08,189,1140,H4,42,342.35,549.54,218.73,0.77,0.08,10,0,18.8,18.1,0.15,4.58
1998-07-08,189,1135,H4,43,342.01,394.48,152.39,0.27,0.01,24,0,18.8,18.5,0.14,1.52
1998-07-08,189,1145,H4,44,346.83,419.77,222.76,0.39,0.02,10,0,18.8,17.2,0.13,2.1
1998-07-08,189,1150,H4,45,344.33,456.92,162.92,0.53,0.02,22,0,18.8,17.8,0.12,2.61
1998-07-13,194,2259,B3,1,413.41,594.55,179.24,0.64,0.06,18,0,19.8,18.1,0.16,4.16
1998-07-13,194,2254,B3,2,393.79,686.75,305.19,NA,NA,0,NA,19.9,19.6,0.16,NA
1998-07-13,194,2249,B3,3,432.74,603.85,222.64,0.93,0.02,9,0,20.3,18.3,0.15,5.63
1998-07-13,194,2239,B3,4,418.42,817.89,308.85,NA,NA,0,NA,20.3,19.6,0.15,NA
1998-07-13,194,2244,B3,5,437.53,751.79,259.35,1.11,0.02,7,0,20.4,18.1,0.16,7.02
1998-07-13,194,2340,B4,6,430.14,606.56,207.41,0.7,0.02,12,0,20.1,18.4,0.18,5.02
1998-07-13,194,2335,B4,7,428.06,685.65,304.62,NA,NA,0,NA,20.1,18.6,0.17,NA
1998-07-13,194,2345,B4,8,418.63,558.4,233.71,0.58,0.02,7,0,20.2,18.6,0.17,4.09
1998-07-13,194,2330,B4,9,427.09,626.24,212.3,0.59,0.02,11,0,20.1,18.2,0.15,3.71
1998-07-13,194,2325,B4,10,436.45,623.23,112.65,0.68,0.1,32,0,19.9,18.4,0.16,4.39
1998-07-13,194,2218,C3,11,446.73,629.09,117.53,0.77,0.02,30,0,20.1,17.9,0.15,4.72
1998-07-13,194,2213,C3,12,396.67,553.64,177.45,0.53,0.05,18,0,19.7,16.5,0.14,3.06
1998-07-13,194,2157,C3,13,418.74,602.86,137.72,0.46,0.02,27,0,19.6,15.7,0.17,3.08
1998-07-13,194,2202,C3,14,480.57,693.54,307.63,NA,NA,0,NA,19.4,16.9,0.16,NA
1998-07-13,194,2207,C3,15,453.11,659.89,147.49,0.69,0.05,24,0,19.7,17.6,0.16,4.45
1998-07-14,195,31,D5,16,410.4,632.21,188.17,0.71,0.02,15,0,19,17,0.16,4.57
1998-07-14,195,26,D5,17,432.95,618.43,282.41,NA,NA,0,NA,19,17,0.15,NA
1998-07-14,195,21,D5,18,418.74,614.9,157.83,0.73,0.02,22,0,19,17,0.15,4.54
1998-07-14,195,11,D5,19,410.88,675.79,286.9,NA,NA,0,NA,19.4,17.3,0.16,NA
1998-07-14,195,16,D5,20,396.65,577.12,222.92,0.62,0.01,9,0,19,18,0.16,3.89
1998-07-14,195,114,E3,21,414.18,625.78,218.44,0.79,0.01,10,0,20,17,0.19,6.08
1998-07-14,195,119,E3,22,411.55,655.27,202.74,0.46,0.02,13,0,21,17,0.15,2.71
1998-07-14,195,124,E3,23,396.31,632.39,287.5,NA,NA,0,NA,20,17,0.16,NA
1998-07-14,195,109,E3,24,423.14,689.31,209.47,0.83,0.03,12,0,20,17,0.15,5.09
1998-07-14,195,129,E3,25,403.37,683.16,238.69,0.9,0.03,6,0,19,16,0.17,6.12
1998-07-16,197,2030,G3,26,366.36,538.24,92.13,0.49,0.08,34,0,23.6,21,0.13,2.62
1998-07-16,197,2025,G3,27,390.92,608.83,284.66,NA,NA,0,NA,23.6,22.6,0.13,NA
1998-07-16,197,2040,G3,28,366.17,530.5,98.33,0.48,0.06,34,0,23.6,20.8,0.14,2.6
1998-07-16,197,2035,G3,29,363.93,672.69,285.25,NA,NA,0,NA,23.8,23.2,0.18,NA
1998-07-16,197,2020,G3,30,392.97,645.06,243.18,0.18,0.02,4,0,23.4,19.2,0.14,0.96
1998-07-16,197,2015,G5,31,384.6,552.57,212.83,1.01,0.02,11,0,24.3,18.5,0.15,6.26
1998-07-16,197,1959,G5,32,375.89,541.71,153.94,0.72,0.04,23,0,24.3,18.8,0.14,4.15
1998-07-16,197,2006,G5,33,373.71,507.19,167.91,0.46,0.04,20,0,24.5,18.2,0.15,2.78
1998-07-16,197,1952,G5,34,367.99,586.6,138.17,0.6,0.02,26,0,24.3,17.8,0.14,3.28
1998-07-16,197,1945,G5,35,381.42,607.18,198.26,0.94,0.02,14,0,24.3,18.5,0.14,5.09
1998-07-16,197,1856,H3,36,407.9,586.31,188.69,0.31,0.02,15,0,24,22,0.17,2.1
1998-07-16,197,1849,H3,37,404.55,680.85,222.92,1.03,0.02,9,0,25,21,0.17,7.04
1998-07-16,197,1905,H3,38,379.21,547.59,112.91,0.25,0.02,29,0,24,22,0.16,1.56
1998-07-16,197,1842,H3,39,446.44,627.07,231.89,0.42,0.01,6,0,24,22,0.16,2.65
1998-07-16,197,1835,H3,40,463.89,573.26,188.17,0.41,0.01,15,0,24,20,0.17,2.71
1998-07-16,197,1940,H4,41,359.49,446.93,183.68,0.33,0.01,17,0,24.4,21.6,0.13,1.73
1998-07-16,197,1931,H4,42,365.01,557.48,154.46,0.77,0.07,23,0,24.6,22.5,0.15,4.53
1998-07-16,197,1910,H4,43,380.33,538.03,158.95,0.52,0.02,22,0,24.2,21.6,0.14,2.91
1998-07-16,197,1917,H4,44,363.59,518.95,178.08,0.61,0.02,18,0,24.4,19.2,0.13,3.26
1998-07-16,197,1924,H4,45,356.68,552.03,184.21,0.51,0.05,17,0,24.4,20.7,0.12,2.46
1998-07-23,204,1010,B3,1,401.47,625.04,294.63,NA,NA,0,NA,26.4,18.6,0.16,NA
1998-07-23,204,1005,B3,2,405.17,583.54,212.97,0.78,0.03,10,0,27,19.7,0.16,5.04
1998-07-23,204,1000,B3,3,417.27,655.06,139.11,1.07,0.02,26,0,26.4,18.5,0.15,6.32
1998-07-23,204,955,B3,4,413.34,861.82,296.99,NA,NA,0,NA,26.4,19.2,0.15,NA
1998-07-23,204,950,B3,5,428.65,728.78,296.36,NA,NA,0,NA,26.1,18.5,0.16,NA
1998-07-23,204,1050,B4,6,410.98,594.05,297.54,NA,NA,0,NA,28.1,18.8,0.18,NA
1998-07-23,204,1040,B4,7,408.08,624.94,218.33,0.94,0.04,9,0,27.5,18.8,0.17,6.42
1998-07-23,204,1045,B4,8,404.76,581.89,298.72,NA,NA,0,NA,27.4,19,0.17,NA
1998-07-23,204,1035,B4,9,407.3,542.19,147.38,0.7,0.03,23,0,26.5,18.2,0.15,4.26
1998-07-23,204,1030,B4,10,404.73,618.97,218.33,0.91,0.02,9,0,27.3,19.6,0.16,5.75
1998-07-23,204,940,C3,11,414.99,639.17,253.21,0.89,0.01,5,0,24.1,17.6,0.15,5.44
1998-07-23,204,925,C3,12,420.91,634.61,202.97,0.82,0.01,13,0,24.6,17.8,0.14,4.69
1998-07-23,204,920,C3,13,458.97,606.88,147.93,0.62,0.02,26,0,24,18.1,0.17,4.14
1998-07-23,204,930,C3,14,414.37,672.93,141.48,1.13,0.07,24,0,24.2,18.2,0.16,7.3
1998-07-23,204,935,C3,15,415.83,593.28,298.17,NA,NA,0,NA,23.6,18.4,0.16,NA
1998-07-23,204,1120,D5,16,408.46,575.58,147.93,0.65,0.01,24,0,25.9,18.9,0.16,4.09
1998-07-23,204,1125,D5,17,403.55,571.4,158.01,0.58,0.01,25,0,25.6,18.6,0.15,3.49
1998-07-23,204,1115,D5,18,402.97,649.67,163.92,0.86,0.05,21,0,25.4,18.7,0.15,5.22
1998-07-23,204,1105,D5,19,403.33,586.26,153.84,0.8,0.05,22,0,26.7,19.6,0.16,5.1
1998-07-23,204,1110,D5,20,406.75,603.73,188.8,0.72,0.05,15,0,26.8,20.8,0.16,4.4
1998-07-24,205,1150,E3,21,362.41,565.03,321.73,NA,NA,0,NA,23.7,18.5,0.19,NA
1998-07-24,205,1145,E3,22,360.95,499.07,158.55,0.63,0.02,21,0,23.7,18.8,0.15,3.72
1998-07-24,205,1140,E3,23,361.6,496.3,193.08,0.65,0.02,14,0,24.4,19.1,0.16,4.15
1998-07-24,205,1155,E3,24,362.35,558.58,42.98,0.62,0.11,58,0,23.8,18.9,0.15,3.76
1998-07-24,205,1135,E3,25,362.21,547.42,227.71,1.05,0.02,7,0,24.4,19.2,0.17,7.01
1998-07-24,205,1105,G3,26,393.14,471.89,177.89,0.44,0.03,17,0,25,20.5,0.13,2.3
1998-07-24,205,1100,G3,27,370.46,463.99,67.93,0.45,0.12,39,0,23.5,20.3,0.13,2.36
1998-07-24,205,1115,G3,28,377.75,457.97,331.4,NA,NA,0,NA,26.3,19.9,0.14,NA
1998-07-24,205,1110,G3,29,374.38,567.31,42.98,0.83,0.22,44,0,26.3,22.2,0.18,5.85
1998-07-24,205,1055,G3,30,372.75,449.24,119.13,0.2,0.06,36,0,21.6,19.4,0.14,1.1
1998-07-24,205,1040,G5,31,371.07,580.54,339.04,NA,NA,0,NA,20.8,18.1,0.15,NA
1998-07-24,205,1035,G5,32,372.42,553.55,92.8,0.77,0.17,34,0,21,18.4,0.14,4.52
1998-07-24,205,1030,G5,33,370.11,530.91,303.04,NA,NA,0,NA,20.1,18,0.15,NA
1998-07-24,205,1025,G5,34,383.32,512.47,197.23,0.65,0.02,13,0,20.8,17.6,0.14,3.56
1998-07-24,205,1020,G5,35,399.92,566.93,174.39,0.74,0.04,18,0,21.5,18.2,0.14,4.04
1998-07-24,205,925,H3,36,382.05,447.19,104.58,0.25,0.03,33,0,20.1,19.9,0.17,1.7
1998-07-24,205,920,H3,37,378.57,494.63,59.65,0.41,0.22,43,0,20.1,19.1,0.17,2.81
1998-07-24,205,930,H3,38,379.63,418.33,182.03,0.09,0.01,16,0,20,18.9,0.16,0.6
1998-07-24,205,915,H3,39,379.48,458.49,342.45,NA,NA,0,NA,19.7,18.8,0.16,NA
1998-07-24,205,910,H3,40,378.6,468.6,312.06,NA,NA,0,NA,19.9,19.4,0.17,NA
1998-07-24,205,1005,H4,41,378.25,451.54,167.48,0.42,0.04,19,0,25.8,20.3,0.13,2.2
1998-07-24,205,950,H4,42,380.48,499.97,92.8,0.5,0.07,34,0,21,19.4,0.15,2.97
1998-07-24,205,945,H4,43,381.51,449.73,92.8,0.33,0.04,34,0,20.9,19.6,0.14,1.83
1998-07-24,205,955,H4,44,389.29,461.13,92.15,0.34,0.05,34,0,22.6,19.1,0.13,1.82
1998-07-24,205,1000,H4,45,374.65,509.54,58.26,0.6,0.11,42,0,25.8,19.6,0.12,2.89
1998-07-30,211,900,E3,21,406.29,543.8,283.54,NA,NA,0,NA,19.2,16.9,0.19,NA
1998-07-30,211,910,E3,22,389.81,548.68,197.66,0.53,0.03,14,0,20.1,17.1,0.15,3.14
1998-07-30,211,915,E3,23,370.53,526.81,197.66,0.6,0.03,14,0,20.1,17.1,0.16,3.93
1998-07-30,211,920,E3,24,389.87,513.44,213.95,0.57,0.01,11,0,19.9,17.2,0.15,3.51
1998-07-30,211,925,E3,25,411.14,553.57,202.15,0.85,0.02,13,0,20.1,17.3,0.17,5.78
1998-07-30,211,955,G3,26,381.8,482.46,193.18,0.47,0.03,15,0,22,18.9,0.13,2.52
1998-07-30,211,947,G3,27,373.95,486.91,208.35,0.3,0.06,12,0,21.8,18.8,0.13,1.55
1998-07-30,211,1011,G3,28,357.9,429.15,153.94,0.21,0.03,23,0,23,18.6,0.14,1.17
1998-07-30,211,1003,G3,29,360.85,509.59,261.11,NA,NA,0,NA,22.4,19.1,0.18,NA
1998-07-30,211,1020,G3,30,354.18,440.4,212.31,0.24,0.02,11,0,22.8,18.2,0.14,1.33
1998-07-30,211,1030,G5,31,385.75,574.6,281.89,NA,NA,0,NA,22.4,17.7,0.15,NA
1998-07-30,211,1037,G5,32,369.03,595.85,207.83,0.76,0.08,12,0,22.1,18.4,0.14,4.42
1998-07-30,211,1044,G5,33,368.49,547.93,223.52,0.71,0.04,9,0,21.9,17.3,0.15,4.38
1998-07-30,211,1051,G5,34,372.69,528.28,128.08,0.65,0.05,28,0,21.5,16.4,0.14,3.6
1998-07-30,211,1058,G5,35,378.14,531.85,157.83,0.7,0.03,22,0,21.3,16.6,0.14,3.83
1998-07-30,211,1157,H3,36,347.8,462.82,213.43,0.14,0.05,11,0,26.1,19,0.17,0.93
1998-07-30,211,1150,H3,37,351.72,531.3,137.65,0.7,0.07,26,0,26.9,19,0.17,4.71
1998-07-30,211,1204,H3,38,347.79,451.32,238.09,0.06,0.02,6,0,24.5,18.1,0.16,0.4
1998-07-30,211,1220,H3,39,347.64,473.37,203.27,0.4,0.05,13,0,24.7,17.8,0.16,2.53
1998-07-30,211,1211,H3,40,351.03,442.22,281.89,NA,NA,0,NA,24.8,18.6,0.17,NA
1998-07-30,211,1110,H4,41,344.53,399.12,197.66,0.25,0.01,14,0,23.5,18.1,0.13,1.33
1998-07-30,211,1137,H4,42,348.76,523.08,183.68,0.71,0.07,17,0,25.4,18.9,0.15,4.13
1998-07-30,211,1145,H4,43,347.47,452.43,167.91,0.58,0.03,20,0,25.6,19.7,0.14,3.22
1998-07-30,211,1128,H4,44,354.97,451.59,158.42,0.48,0.06,22,0,26.1,18.2,0.13,2.52
1998-07-30,211,1119,H4,45,348.79,498.56,238.09,0.77,0,6,0,25.8,17.9,0.12,3.66
