date,tower,height,species,rep,hour,psn,cond,par,lpar,co2,ci,e,ci.ca,tleaf,tair,rh,esleaf,eair,vpd
1991-08-22,2,L,OAK,1,14.46,4.29,0.13,166.77,5.12,309.73,245.4,NA,0.79,27.04,27.56,43.38,3.59,3.7,1.98
1991-08-22,2,L,OAK,1,16.7,1.86,0.09,34.53,3.54,359.9,315.37,NA,0.88,26.09,27.23,44.05,3.39,3.63,1.79
1991-08-22,2,L,OAK,1,18.82,2,0.01,53.04,3.97,314.33,70.92,NA,0.23,23.85,24.03,60.16,2.97,3,1.16
1991-08-22,2,T,OAK,1,10.44,28.04,0.64,1550.67,7.35,324.23,222.9,NA,0.69,29.94,28.44,65.93,4.25,3.89,1.68
1991-08-22,2,T,OAK,1,12.3,11.17,0.41,578.63,6.36,292.77,229.23,NA,0.78,29.23,29.5,44.13,4.08,4.14,2.25
1991-08-22,2,T,OAK,1,14.16,14.33,0.23,1913.33,7.56,339.97,214.3,NA,0.63,32.85,30.7,37.6,5.01,4.44,3.34
1991-08-22,2,T,OAK,1,16.99,15.48,0.43,1455,7.28,289.17,207.07,NA,0.72,31.09,30.63,42.68,4.54,4.42,2.65
1991-08-22,2,T,OAK,1,18.49,11.37,0.32,368.13,5.91,314.3,241.77,NA,0.77,25.19,26.17,57.13,3.22,3.41,1.27
1991-08-22,2,L,RM,1,10.18,3,0.37,44.46,3.79,329.93,310.7,NA,0.94,21.53,23.03,64.99,2.58,2.82,0.74
1991-08-22,2,L,RM,1,11.91,9.64,0.19,864.93,6.76,314.7,217.93,NA,0.69,27.31,26.39,53.43,3.64,3.45,1.8
1991-08-22,2,L,RM,1,14.24,4.23,0.15,125.99,4.84,328.8,269.13,NA,0.82,27.85,28.55,34.76,3.76,3.92,2.4
1991-08-22,2,L,RM,1,16.51,1.67,0.17,60.91,4.11,322.97,294.73,NA,0.91,26.65,28.22,36.87,3.51,3.84,2.09
1991-08-22,2,L,RM,1,18.6,0.8,0,80.13,4.38,321.67,-232.71,NA,-0.72,24.5,24.78,53.46,3.09,3.14,1.41
1991-08-22,2,T,RM,1,10.57,13.83,0.22,1466.33,7.29,348.8,226.23,NA,0.65,29.87,28.39,43.17,4.23,3.88,2.55
1991-08-22,2,T,RM,1,12.04,13.52,0.31,1899.67,7.55,280.4,189.37,NA,0.68,31.49,29.34,47.65,4.64,4.1,2.69
1991-08-22,2,T,RM,1,14.29,3.46,0.14,313.43,5.75,347.63,290.4,NA,0.84,28.53,29.41,27.77,3.91,4.12,2.77
1991-08-22,2,T,RM,1,16.72,7.83,0.13,1152.5,7.05,303.47,185.13,NA,0.61,31.83,30.55,40.74,4.73,4.4,2.94
1991-08-22,2,T,RM,1,18.35,3.25,0.13,100.3,4.61,342.03,288.63,NA,0.84,25.16,26.14,41.77,3.21,3.4,1.79
1991-08-22,2,L,WB,1,9.93,5.67,1.93,181.5,5.2,340.57,328.5,NA,0.96,21.65,21.7,81.44,2.6,2.61,0.48
1991-08-22,2,L,WB,1,11.76,7.12,0.35,135.53,4.91,349.4,305,NA,0.87,24.15,25.85,56.04,3.02,3.35,1.15
1991-08-22,2,L,WB,1,14.07,14.01,0.32,1272.67,7.15,283.07,191.67,NA,0.68,28.53,27.62,44.73,3.91,3.71,2.25
1991-08-22,2,L,WB,1,16.39,8.37,0.28,632.13,6.45,355.47,290.87,NA,0.82,26.49,28.11,42.54,3.47,3.82,1.85
1991-08-22,2,L,WB,1,18.25,7.67,0.25,273.6,5.61,297.03,234.23,NA,0.79,25.46,26.1,47.7,3.27,3.39,1.65
1991-08-22,2,T,WB,1,10.23,15.86,0.36,1714.67,7.45,335.87,242.17,NA,0.72,28.75,28.39,53.52,3.96,3.88,1.89
1991-08-22,2,T,WB,1,11.87,8.92,0.24,517.8,6.25,303.3,228.2,NA,0.75,26.36,26.48,56.35,3.45,3.47,1.49
1991-08-22,2,T,WB,1,14.05,17.41,0.37,1309.33,7.18,305.57,205.07,NA,0.67,31.56,30.97,51.43,4.66,4.5,2.34
1991-08-22,2,T,WB,1,16.48,3.09,0.1,159.83,5.07,307.6,242.43,NA,0.79,30.28,30.55,35.47,4.33,4.4,2.77
1991-08-22,2,T,WB,1,18.16,6.69,0.34,175.23,5.17,329.73,286.47,NA,0.87,24.15,25.78,53.95,3.02,3.33,1.23
1991-08-22,2,L,OAK,2,10.45,9.29,0.29,610.7,6.41,311.3,244.53,NA,0.79,25.62,24.58,62.27,3.3,3.1,1.37
1991-08-22,2,L,OAK,2,12.13,8.63,0.22,924.77,6.83,342.07,263.97,NA,0.77,25.24,25.97,44.86,3.23,3.37,1.71
1991-08-22,2,L,OAK,2,14.5,11.82,0.29,423,6.05,319.87,234.07,NA,0.73,27.96,27.52,41.59,3.79,3.69,2.25
1991-08-22,2,L,OAK,2,16.75,0.47,0.05,34,3.53,346.23,321.63,NA,0.93,25.63,26.47,46.81,3.3,3.47,1.68
1991-08-22,2,L,OAK,2,18.86,0.08,0.01,11.59,2.45,329.1,318.87,NA,0.97,23.55,23.83,58.27,2.92,2.96,1.19
1991-08-22,2,T,OAK,2,10.52,16.74,0.41,1673,7.42,305.57,217.77,NA,0.71,30.69,28.81,60.89,4.43,3.98,2.01
1991-08-22,2,T,OAK,2,12.32,10.21,0.4,448.4,6.11,308.2,250.4,NA,0.81,26.85,27.51,46.47,3.55,3.69,1.84
1991-08-22,2,T,OAK,2,14.22,7.93,0.15,1268,7.15,320,218.03,NA,0.68,29.46,30.33,33.91,4.13,4.34,2.66
1991-08-22,2,T,OAK,2,17.04,11.94,0.41,896.4,6.8,288.83,221.2,NA,0.77,30.34,30.49,41.3,4.35,4.38,2.53
1991-08-22,2,T,OAK,2,18.54,1.46,0.06,78.44,4.36,346.1,297.33,NA,0.86,24.63,25.47,46.76,3.11,3.27,1.58
1991-08-22,2,L,RM,2,10.23,2.76,0.19,101.14,4.62,312.93,282.9,NA,0.9,22.4,22.97,65.81,2.72,2.82,0.87
1991-08-22,2,L,RM,2,11.95,4.1,0.15,126.75,4.84,369.63,313.8,NA,0.85,25.04,25.93,48.6,3.19,3.36,1.55
1991-08-22,2,L,RM,2,14.28,8.16,0.05,1557.33,7.35,316.73,-320.01,NA,-1.01,32.26,29.14,38.92,4.85,4.06,3.27
1991-08-22,2,L,RM,2,16.57,0.1,0.04,1419.33,7.26,367.5,341.03,NA,0.93,32.83,29.37,30.07,5,4.11,3.77
1991-08-22,2,L,RM,2,18.65,0.63,-0.01,16.75,2.82,325.97,514.13,NA,1.58,24.2,24.53,54.14,3.03,3.09,1.36
1991-08-22,2,T,RM,2,10.65,12.27,0.15,1478.67,7.3,341.47,192.03,NA,0.56,29.79,28.05,38.9,4.21,3.81,2.73
1991-08-22,2,T,RM,2,12.07,11.52,0.3,1376.33,7.23,295.9,210.97,NA,0.71,29.46,28.86,37.41,4.13,3.99,2.64
1991-08-22,2,T,RM,2,14.39,6.59,0.08,1649.67,7.41,350.3,192.83,NA,0.55,32.06,29.08,30.07,4.79,4.04,3.58
1991-08-22,2,T,RM,2,16.75,8.71,0.13,1632,7.4,291.43,163.17,NA,0.56,32.39,30.92,41.69,4.88,4.49,3.01
1991-08-22,2,T,RM,2,18.4,5.62,0.13,64.17,4.16,309.43,225.5,NA,0.73,25.06,25.98,43.07,3.19,3.37,1.74
1991-08-22,2,L,WB,2,10,4.7,0.19,103.43,4.64,343.67,286.53,NA,0.83,21.45,22.12,62.58,2.57,2.67,0.89
1991-08-22,2,L,WB,2,11.82,2.69,0.32,54.24,3.99,371.27,349.07,NA,0.94,23.71,25.18,57.46,2.94,3.21,1.1
1991-08-22,2,L,WB,2,14.11,12.36,0.38,1676.67,7.42,296.63,222.37,NA,0.75,30.18,29.11,39.92,4.31,4.05,2.69
1991-08-22,2,L,WB,2,16.44,8.75,0.42,483.23,6.18,334.8,285.3,NA,0.85,27.03,28.34,51.61,3.59,3.87,1.59
1991-08-22,2,L,WB,2,18.38,2.12,0.34,47.67,3.86,315.03,295.9,NA,0.94,25.33,26.58,49.83,3.24,3.49,1.5
1991-08-22,2,T,WB,2,10.34,21.48,0.43,575.73,6.36,309.4,200.93,NA,0.65,29.34,27.46,51.03,4.1,3.68,2.23
1991-08-22,2,T,WB,2,11.91,7.11,0.24,1805,7.5,317.27,254.77,NA,0.8,28.9,27.52,54.45,4,3.69,1.99
1991-08-22,2,T,WB,2,14.1,12.15,0.32,1085.07,6.99,338.6,256.03,NA,0.76,29.12,29.85,41.19,4.05,4.22,2.31
1991-08-22,2,T,WB,2,16.54,5.62,0.22,138.63,4.93,299.37,242.47,NA,0.81,30.04,31.39,39.26,4.27,4.61,2.46
1991-08-22,2,T,WB,2,18.21,3.46,0.13,129.63,4.86,342.03,287.4,NA,0.84,24.72,25.87,43.91,3.13,3.35,1.66
1991-08-22,2,L,OAK,3,10.47,4.5,0.3,95.2,4.56,321.03,287.8,NA,0.9,24.4,24.79,60.5,3.07,3.14,1.17
1991-08-22,2,L,OAK,3,12.19,6.44,0.2,195.2,5.27,339.87,274.93,NA,0.81,25.72,26.49,49.43,3.32,3.47,1.6
1991-08-22,2,L,OAK,3,14.53,11.26,0.3,467.6,6.15,315.07,230.07,NA,0.73,28.22,27.82,40.87,3.84,3.76,2.31
1991-08-22,2,L,OAK,3,16.91,-0.35,0.01,36.68,3.6,348.3,374.8,NA,1.08,26.43,26.86,42.62,3.46,3.55,1.95
1991-08-22,2,L,OAK,3,18.9,0.68,0.01,21.62,3.07,325.43,169.5,NA,0.52,23.31,23.58,59.73,2.87,2.92,1.13
1991-08-22,2,T,OAK,3,10.97,22.17,0.46,1581.33,7.37,325.7,220.63,NA,0.68,29.5,27.87,52.79,4.14,3.77,2.15
1991-08-22,2,T,OAK,3,12.36,8.52,0.33,371.4,5.92,287.5,232.93,NA,0.81,25.92,26.41,53.6,3.36,3.46,1.51
1991-08-22,2,T,OAK,3,14.85,11.63,0.18,1765.67,7.48,350.17,225.73,NA,0.64,29.71,27.92,47.85,4.19,3.78,2.38
1991-08-22,2,T,OAK,3,17.06,8.1,0.33,343.23,5.84,302.67,245.8,NA,0.81,29.03,31.05,36.35,4.03,4.53,2.39
1991-08-22,2,T,OAK,3,18.59,2.01,0.12,94.21,4.55,329.57,293.1,NA,0.89,24.13,25.07,52.74,3.02,3.19,1.33
1991-08-22,2,L,RM,3,10.27,2.44,0.29,48.89,3.89,340.47,320.2,NA,0.94,22.52,23.1,65.94,2.74,2.84,0.87
1991-08-22,2,L,RM,3,12,7.37,0.21,157.13,5.06,352.63,281.33,NA,0.8,24.81,25.64,51.63,3.14,3.3,1.44
1991-08-22,2,L,RM,3,14.31,6.97,0.06,215.27,5.37,314.37,118.53,NA,0.38,28.94,28.2,40.62,4.01,3.84,2.45
1991-08-22,2,L,RM,3,16.81,7.63,0.26,135.65,4.91,345,284.93,NA,0.83,25.21,26.22,58.3,3.22,3.42,1.23
1991-08-22,2,L,RM,3,18.69,0.21,0,14.41,2.67,336.6,400.43,NA,1.19,24.33,24.55,54.66,3.05,3.1,1.36
1991-08-22,2,T,RM,3,10.71,11.2,0.16,1789.33,7.49,354.03,217.6,NA,0.61,30.3,27.72,36.14,4.34,3.73,2.99
1991-08-22,2,T,RM,3,12.11,9.51,0.11,1990.67,7.6,300.03,146.37,NA,0.49,30.94,29.46,42.56,4.5,4.13,2.74
1991-08-22,2,T,RM,3,14.71,9.47,0.18,444.67,6.1,348.97,247.63,NA,0.71,27.12,27.87,43.26,3.61,3.77,1.98
1991-08-22,2,T,RM,3,16.78,5.13,0.07,1657.67,7.41,309.6,164.1,NA,0.53,33.28,30.93,38.95,5.13,4.49,3.38
1991-08-22,2,T,RM,3,18.44,10.08,0.16,409.2,6.01,336.33,221.3,NA,0.66,25.71,26.21,46.27,3.32,3.42,1.74
1991-08-22,2,L,WB,3,10.05,3.07,1.34,57.44,4.05,318.17,308.47,NA,0.97,21.93,22.33,72.39,2.64,2.71,0.68
1991-08-22,2,L,WB,3,11.86,3.53,0.36,68.42,4.23,350.33,325.83,NA,0.93,23.31,25.02,56.5,2.87,3.18,1.07
1991-08-22,2,L,WB,3,14.14,9.82,0.26,601.47,6.4,300.87,220.73,NA,0.73,28.3,28.78,38.67,3.86,3.97,2.33
1991-08-22,2,L,WB,3,17.2,5.94,0.12,1114,7.02,333.3,236.6,NA,0.71,30.09,27.29,58.05,4.28,3.64,2.17
1991-08-22,2,L,WB,3,18.45,1.23,0.09,46.91,3.85,321.3,291.2,NA,0.91,24.86,25.95,50.3,3.15,3.37,1.46
1991-08-22,2,T,WB,3,10.78,7.52,0.42,199,5.29,337.8,296.07,NA,0.88,23.03,24.66,50.61,2.83,3.12,1.25
1991-08-22,2,T,WB,3,11.95,12.5,0.43,2042.33,7.62,288.8,221.7,NA,0.77,30.5,28.87,56.76,4.38,3.99,2.12
1991-08-22,2,T,WB,3,14.44,8.31,0.15,245.07,5.5,352.77,243.37,NA,0.69,30.92,28.84,41.03,4.49,3.98,2.86
1991-08-22,2,T,WB,3,16.58,4,0.12,1373.33,7.22,316.8,242,NA,0.76,33.66,31.68,35.73,5.24,4.69,3.57
1991-08-22,2,T,WB,3,18.27,10.84,0.31,350.57,5.86,351.07,278.63,NA,0.79,25.27,26.57,51.19,3.23,3.49,1.45
1991-08-22,2,L,OAK,4,10.51,4.14,0.2,104.7,4.65,321.47,278.27,NA,0.87,24.26,24.72,57.2,3.04,3.13,1.25
1991-08-22,2,L,OAK,4,12.53,8.5,0.2,489.5,6.19,347.7,263.77,NA,0.76,26.38,26.37,49.37,3.45,3.45,1.75
1991-08-22,2,L,OAK,4,14.56,8.67,0.32,512.17,6.24,316.67,254.57,NA,0.8,27.74,27.89,36.67,3.74,3.77,2.35
1991-08-22,2,L,OAK,4,16.97,-1.41,0.01,129.81,4.87,327.73,532.9,NA,1.63,26.87,27.04,43.36,3.55,3.59,2
1991-08-22,2,L,OAK,4,18.94,0.42,0,26.45,3.28,327.23,262.59,NA,0.8,23.42,23.67,59.25,2.89,2.94,1.15
1991-08-22,2,T,OAK,4,11,21.76,0.46,1570,7.36,331.83,226.53,NA,0.68,29.5,28.32,49.98,4.14,3.87,2.21
1991-08-22,2,T,OAK,4,12.42,11.55,0.27,1896.33,7.55,285.23,197.43,NA,0.69,31.67,29.81,52.38,4.69,4.22,2.48
1991-08-22,2,T,OAK,4,14.88,11.56,0.18,1650,7.41,303.97,184.37,NA,0.61,29.56,28.46,47.87,4.15,3.9,2.29
1991-08-22,2,T,OAK,4,17.11,7.73,0.24,408.7,6.01,290.67,221.63,NA,0.76,29.64,31.31,36.77,4.17,4.59,2.49
1991-08-22,2,T,OAK,4,18.87,1.55,0.06,57.23,4.05,355.77,303.27,NA,0.85,23.19,23.9,57.12,2.85,2.98,1.15
1991-08-22,2,L,RM,4,10.32,11.45,0.15,322.07,5.77,314.03,173.73,NA,0.55,25.22,23.78,66.58,3.22,2.96,1.25
1991-08-22,2,L,RM,4,12.4,9.19,0.22,221.47,5.4,308.83,227.3,NA,0.74,25.01,25.57,50.82,3.18,3.29,1.51
1991-08-22,2,L,RM,4,14.35,3.55,0.06,72.44,4.28,328.7,223.8,NA,0.68,27.36,27.77,41.52,3.66,3.74,2.1
1991-08-22,2,L,RM,4,16.85,1.58,0.13,43.78,3.78,349.7,319.33,NA,0.91,25.57,26.43,48.89,3.29,3.46,1.6
1991-08-22,2,L,RM,4,18.73,0.2,0,16.12,2.78,326.83,302.1,NA,0.92,24.02,24.36,54.9,3,3.06,1.32
1991-08-22,2,T,RM,4,11.2,24.57,0.35,1792.67,7.49,330.3,185.3,NA,0.56,31.18,28.39,46.01,4.56,3.88,2.77
1991-08-22,2,T,RM,4,12.2,10.17,0.21,2060.67,7.63,297.9,198.5,NA,0.67,33.08,30.95,46.08,5.08,4.5,3
1991-08-22,2,T,RM,4,14.75,9.01,0.19,689.37,6.54,323.23,230.7,NA,0.71,27.42,27.88,49.14,3.67,3.77,1.82
1991-08-22,2,T,RM,4,16.89,3.23,0.06,1582,7.37,313.7,208.23,NA,0.66,32.6,31.07,30.08,4.94,4.53,3.58
1991-08-22,2,T,RM,4,18.75,0.74,0.1,72.19,4.28,331.8,312.67,NA,0.94,23.3,24.21,55.52,2.87,3.03,1.19
1991-08-22,2,L,WB,4,10.09,4.74,0.69,123.29,4.81,320.03,301.2,NA,0.94,22.03,22.5,71.35,2.66,2.74,0.71
1991-08-22,2,L,WB,4,12.3,3.15,0.36,65.56,4.18,354.23,330.7,NA,0.93,23.18,24.92,52.42,2.85,3.16,1.19
1991-08-22,2,L,WB,4,14.17,11.98,0.4,979.1,6.89,295.03,226.03,NA,0.77,28.98,29.29,39.14,4.02,4.09,2.42
1991-08-22,2,L,WB,4,17.24,8.97,0.36,465.83,6.14,335.7,281.5,NA,0.84,26.18,27.04,57.9,3.41,3.59,1.33
1991-08-22,2,L,WB,4,18.52,0.9,0.06,24.89,3.21,322.6,292.83,NA,0.91,24.05,24.72,55.21,3.01,3.13,1.28
1991-08-22,2,T,WB,4,10.86,12.5,0.2,1826.33,7.51,325.8,204.33,NA,0.63,30.83,27.14,44.16,4.47,3.61,2.87
1991-08-22,2,T,WB,4,11.98,15.08,0.61,1554,7.35,297.2,234.6,NA,0.79,29.83,28.86,51.07,4.22,3.99,2.18
1991-08-22,2,T,WB,4,14.54,9.5,0.13,1477,7.3,349.9,214.47,NA,0.61,31.42,29.5,38.26,4.62,4.14,3.04
1991-08-22,2,T,WB,4,16.64,13.03,0.34,1389.33,7.24,304.53,217.57,NA,0.71,31.56,30.57,41.14,4.66,4.4,2.85
1991-08-22,2,T,WB,4,18.65,5.39,0.34,81.19,4.4,345.97,310.23,NA,0.9,23.28,24.65,58.54,2.87,3.11,1.04
1991-08-22,2,L,OAK,5,10.56,4.29,0.14,137.97,4.93,328.57,270.17,NA,0.82,24.12,24.23,58.43,3.02,3.04,1.24
1991-08-22,2,L,OAK,5,12.58,10.92,0.23,382.17,5.95,304,211.4,NA,0.7,27.02,27.24,50.72,3.58,3.63,1.74
1991-08-22,2,L,OAK,5,14.62,2.35,0.04,93.79,4.54,315.93,213.8,NA,0.68,27.26,27.48,38.31,3.63,3.68,2.22
1991-08-22,2,L,OAK,5,17.03,0.53,0.06,29.09,3.37,339.53,317.67,NA,0.94,25.85,26.59,53.64,3.35,3.49,1.47
1991-08-22,2,L,OAK,5,18.97,0.34,0.01,13.98,2.64,327.13,274.5,NA,0.84,23.35,23.61,62.72,2.88,2.93,1.04
1991-08-22,2,T,OAK,5,11.09,19.37,0.42,1737,7.46,289.6,190,NA,0.66,29.8,28.16,51.83,4.21,3.83,2.23
1991-08-22,2,T,OAK,5,12.46,14.11,0.32,1796.67,7.49,303,208.97,NA,0.69,32.17,30.77,45.17,4.82,4.45,2.81
1991-08-22,2,T,OAK,5,14.93,13.37,0.2,1646.67,7.41,292.87,161.77,NA,0.55,32.74,29.69,51.84,4.98,4.19,2.81
1991-08-22,2,T,OAK,5,17.16,7.78,0.33,712.37,6.57,292.33,238.57,NA,0.82,28.79,29.69,44.8,3.97,4.19,2.1
1991-08-22,2,T,OAK,5,18.9,0.97,0.04,45.95,3.83,326,275.5,NA,0.85,23.1,23.64,58.1,2.84,2.93,1.13
1991-08-22,2,L,RM,5,10.36,2.47,0.2,326.87,5.79,346.63,320,NA,0.92,23.07,23.51,65.66,2.83,2.91,0.92
1991-08-22,2,L,RM,5,12.46,8.09,0.24,249.57,5.52,330.37,261.07,NA,0.79,24.8,25.54,48.74,3.14,3.28,1.54
1991-08-22,2,L,RM,5,14.4,5.33,0.06,189.7,5.25,314.87,161.4,NA,0.51,27.53,27.57,45.4,3.69,3.7,2.01
1991-08-22,2,L,RM,5,17.09,1.33,0.07,34.39,3.54,342.33,304.67,NA,0.89,25.26,26.03,51.68,3.23,3.38,1.48
1991-08-22,2,L,RM,5,18.77,0.68,0.01,25.33,3.23,323.27,167.4,NA,0.52,23.97,24.24,56.43,2.99,3.04,1.27
1991-08-22,2,T,RM,5,11.25,16.49,0.21,919.3,6.82,335.87,182.6,NA,0.54,31.2,28.89,36.01,4.56,4,3.13
1991-08-22,2,T,RM,5,12.24,8.31,0.13,879.6,6.78,309.53,180.53,NA,0.58,31.86,31.11,40.82,4.74,4.54,2.88
1991-08-22,2,T,RM,5,14.79,6.06,0.11,392.27,5.97,330.13,225.93,NA,0.68,27.08,27.27,41.87,3.6,3.64,2.07
1991-08-22,2,T,RM,5,16.95,7.1,0.09,917.97,6.82,304.1,162.7,NA,0.54,31.03,30.3,34.39,4.52,4.34,3.03
1991-08-22,2,T,RM,5,18.79,3.02,0.09,61.31,4.12,321.3,257.53,NA,0.8,23.39,24.03,57.99,2.89,3,1.15
1991-08-22,2,L,WB,5,10.14,5.35,0.36,528.4,6.27,313.53,280.7,NA,0.9,22.41,22.88,64.86,2.72,2.8,0.91
1991-08-22,2,L,WB,5,12.35,3.38,0.34,60.21,4.1,364.8,338.63,NA,0.93,23.39,24.98,50.05,2.89,3.18,1.3
1991-08-22,2,L,WB,5,14.19,10.55,0.29,1095.33,7,317.87,235.57,NA,0.74,30.24,29.22,28.83,4.32,4.07,3.15
1991-08-22,2,L,WB,5,17.29,8.66,0.34,391.27,5.97,307.83,251.53,NA,0.82,25.99,27.18,46.8,3.37,3.62,1.68
1991-08-22,2,L,WB,5,18.56,1.2,0.07,18.21,2.9,321.47,286.4,NA,0.89,24.22,24.87,56.77,3.04,3.16,1.24
1991-08-22,2,T,WB,5,10.9,8.71,0.17,1833.33,7.51,339.8,237.73,NA,0.7,31.51,27.73,45.37,4.65,3.74,2.95
1991-08-22,2,T,WB,5,12,7.5,0.32,1965.67,7.58,309.2,253.1,NA,0.82,30.34,28.59,45.76,4.35,3.93,2.55
1991-08-22,2,T,WB,5,14.58,9.28,0.19,1448.33,7.28,350.7,250,NA,0.71,29.73,29.96,41.82,4.2,4.25,2.42
1991-08-22,2,T,WB,5,16.68,14.71,0.36,1406,7.25,306.43,216.43,NA,0.71,32.06,30.74,41.99,4.79,4.45,2.93
1991-08-22,2,T,WB,5,18.71,2.61,0.12,91.89,4.52,369.23,323.83,NA,0.88,23.52,24.47,51.38,2.91,3.08,1.33
1991-08-22,2,T,OAK,6,11.14,19.9,0.51,1591.33,7.37,297.9,208.43,NA,0.7,28.83,28.19,43.03,3.98,3.84,2.33
1991-08-22,2,T,OAK,6,12.49,13.09,0.33,656.27,6.49,297.83,213.77,NA,0.72,28.75,28.97,48.43,3.97,4.01,2.02
1991-08-22,2,T,OAK,6,17.19,7.03,0.23,188,5.24,311.4,245.1,NA,0.79,28.47,30,33.64,3.9,4.26,2.47
1991-08-22,2,L,RM,6,17.14,0.53,0.05,27.34,3.31,331.07,306.97,NA,0.93,25.22,26.02,50.2,3.22,3.38,1.53
1991-09-28,1,L,OAK,1,10.05,1.73,0.07,72.37,4.28,326.47,283.93,NA,0.87,9.51,9.67,60.06,1.19,1.21,0.47
1991-09-28,1,L,OAK,1,12.26,3.08,0.12,37.56,3.63,336.2,287.2,NA,0.85,12.05,12.41,46.44,1.41,1.45,0.74
1991-09-28,1,L,OAK,1,14.5,2.96,0.1,114.53,4.74,302.4,247.67,NA,0.82,13.33,13.49,46.85,1.54,1.55,0.81
1991-09-28,1,L,OAK,1,16.44,1.92,0.08,49.59,3.9,344.57,300.5,NA,0.87,12.13,12.47,40.07,1.42,1.45,0.84
1991-09-28,1,L,OAK,1,18.21,0.02,0.03,2.63,0.97,354.63,350,NA,0.99,9.89,10.19,46.89,1.22,1.25,0.64
1991-09-28,1,T,OAK,1,10.31,9.36,0.16,1019.67,6.93,282.67,178.4,NA,0.63,17.06,15.51,55.02,1.95,1.77,0.98
1991-09-28,1,T,OAK,1,11.81,4.73,0.08,856.07,6.75,298.6,194.63,NA,0.65,13.1,12.23,50.68,1.51,1.43,0.79
1991-09-28,1,T,OAK,1,15.04,8.73,0.2,1597.36,7.38,218.3,136.7,NA,0.63,22.62,18.69,54.55,2.76,2.16,1.58
1991-09-28,1,T,OAK,1,16.31,3.76,0.09,328.9,5.8,277.7,203.5,NA,0.73,12.85,12.78,45.3,1.49,1.48,0.82
1991-09-28,1,T,OAK,1,17.37,2.81,0.08,110.75,4.71,326.37,263.6,NA,0.81,10.4,10.73,47.56,1.27,1.29,0.65
1991-09-28,1,L,RM,1,9.21,1.49,0.01,31.01,3.43,327.1,-149.9,NA,-0.46,7.72,8.04,49.6,1.06,1.08,0.52
1991-09-28,1,L,RM,1,11.31,2.17,0.18,57.75,4.06,333.77,309.3,NA,0.93,10.28,11.59,41.14,1.26,1.37,0.69
1991-09-28,1,L,RM,1,13.78,4.18,0.07,272.23,5.61,307.83,209.77,NA,0.68,14.41,14.08,42.25,1.65,1.61,0.97
1991-09-28,1,L,RM,1,15.71,0.88,0.07,22.66,3.12,341.67,316.17,NA,0.93,12.41,13.1,41.65,1.45,1.51,0.82
1991-09-28,1,L,RM,1,17.31,0.73,0.07,23.35,3.15,362.3,339.4,NA,0.94,10.52,10.76,34.15,1.28,1.3,0.83
1991-09-28,1,T,RM,1,9.4,6.55,0.16,1038.57,6.95,310,237.43,NA,0.77,13.55,10.78,65.87,1.56,1.3,0.7
1991-09-28,1,T,RM,1,11.13,4.58,0.02,828.77,6.72,298.9,-49.42,NA,-0.17,15.26,13.21,51.99,1.74,1.52,0.95
1991-09-28,1,T,RM,1,13.96,6.11,0.08,1884.75,7.54,309.03,168.83,NA,0.55,20.75,16.27,32.31,2.46,1.86,1.86
1991-09-28,1,T,RM,1,15.67,0.52,0.08,161.67,5.09,344.03,328.03,NA,0.95,11.12,11.17,26.87,1.33,1.33,0.97
1991-09-28,1,T,RM,1,17.7,2.4,0.07,87.81,4.48,361.3,302.77,NA,0.84,11.67,12.28,40.96,1.38,1.43,0.79
1991-09-28,1,L,YB,1,9.65,1.63,0.12,57.36,4.05,322.27,297.77,NA,0.92,8.78,8.95,61.75,1.14,1.15,0.43
1991-09-28,1,L,YB,1,11.85,3.16,0.12,103.64,4.64,354.37,303.2,NA,0.86,12.3,12.92,38.9,1.44,1.5,0.85
1991-09-28,1,L,YB,1,14.09,2.44,0.15,81.82,4.4,315.4,283.47,NA,0.9,12.5,12.91,41.28,1.45,1.49,0.84
1991-09-28,1,L,YB,1,16.11,3.34,0.17,74.43,4.31,322.67,284.5,NA,0.88,11.27,11.9,45.5,1.34,1.4,0.71
1991-09-28,1,L,YB,1,17.75,0.16,0.01,8,2.08,349.57,319.17,NA,0.91,10.66,10.99,45.29,1.29,1.32,0.69
1991-09-28,1,T,YB,1,9.8,4.19,0.18,1461.86,7.29,328.47,281.33,NA,0.86,16.8,15.19,46.61,1.92,1.73,1.11
1991-09-28,1,T,YB,1,11.53,0.32,0.16,597.67,6.39,332.43,325.27,NA,0.98,11.39,11.19,48.61,1.35,1.33,0.7
1991-09-28,1,T,YB,1,14.48,3.2,0.13,304.53,5.72,329.63,280.67,NA,0.85,19.66,17.29,35.6,2.3,1.98,1.59
1991-09-28,1,T,YB,1,16.02,3.71,0.28,811.73,6.7,306.13,276.37,NA,0.9,14.2,12.84,35.27,1.63,1.49,1.1
1991-09-28,1,T,YB,1,18.03,0.59,0.12,64.25,4.16,349.5,337.57,NA,0.97,8.86,9.72,46.12,1.14,1.21,0.58
1991-09-28,1,L,OAK,2,10.11,1.82,0.07,51.22,3.94,342.4,294.7,NA,0.86,9.63,9.75,60.98,1.2,1.21,0.46
1991-09-28,1,L,OAK,2,12.31,2.52,0.11,88.73,4.49,330.37,287.8,NA,0.87,11.56,12.12,44.78,1.37,1.42,0.73
1991-09-28,1,L,OAK,2,14.55,3.1,0.1,117.6,4.77,306.3,252.57,NA,0.82,13.59,13.7,47.23,1.56,1.57,0.82
