date,tower,height,species,rep,hour,psn,cond,par,lpar,co2,ci,e,ci.ca,tleaf,tair,rh,esleaf,eair,vpd
1992-06-12,1,T,YB,2,18.28,6.89,0.13,1041.1,6.95,318.2,217.57,NA,0.68,29.08,28.33,30.92,4.04,3.87,2.85
1992-06-12,1,L,OAK,3,9.72,6.34,0.11,205.45,5.33,317.47,210.43,NA,0.66,23.75,23.87,49.46,2.95,2.97,1.48
1992-06-12,1,L,OAK,3,11.29,7.41,0.14,1219.67,7.11,284.73,186.63,NA,0.66,29.55,27.1,49.19,4.15,3.6,2.38
1992-06-12,1,L,OAK,3,14.39,2.08,0.11,80.02,4.38,315.1,271.7,NA,0.86,27.02,28.16,30.56,3.58,3.83,2.41
1992-06-12,1,L,OAK,3,16.46,-1.66,0.06,45.43,3.82,325.03,359.57,NA,1.11,25.97,27.62,31.33,3.37,3.71,2.21
1992-06-12,1,L,OAK,3,18.21,2.03,0.07,115.57,4.75,332.87,272.5,NA,0.82,25.9,26.6,33.26,3.35,3.5,2.19
1992-06-12,1,T,OAK,3,9.74,8.52,0.15,1263,7.14,297.73,190.27,NA,0.64,29.19,28.44,38.77,4.07,3.89,2.56
1992-06-12,1,T,OAK,3,11.25,8.59,0.11,1589.67,7.37,307.3,167.17,NA,0.54,29.81,28.32,39.26,4.22,3.87,2.7
1992-06-12,1,T,OAK,3,14.43,7.57,0.13,1881,7.54,287.97,171.87,NA,0.6,35.04,32.38,26.33,5.66,4.88,4.38
1992-06-12,1,T,OAK,3,15.83,4.38,0.07,862.8,6.76,285.17,160.87,NA,0.56,32.39,30.87,28.99,4.88,4.48,3.58
1992-06-12,1,T,OAK,3,18.48,0.69,0.07,111.1,4.71,326.33,298.57,NA,0.91,25.98,27.23,28.61,3.37,3.63,2.33
1992-06-12,1,L,RM,3,10.15,1.38,0.06,64.06,4.16,336.37,287.27,NA,0.85,22.81,23.21,37.8,2.79,2.86,1.71
1992-06-12,1,L,RM,3,10.93,2.72,0.09,65.72,4.19,322.57,264.53,NA,0.82,23.98,24.91,39.36,2.99,3.16,1.75
1992-06-12,1,L,RM,3,14.51,1.82,0.04,126.59,4.84,314.8,220.9,NA,0.7,27.07,27.44,23.64,3.59,3.67,2.73
1992-06-12,1,L,RM,3,16.15,0.99,0.04,49.96,3.91,322.17,265.43,NA,0.82,26.63,27.56,20.54,3.5,3.7,2.74
1992-06-12,1,L,RM,3,18.49,0.91,0.03,60.89,4.11,327.8,258.83,NA,0.79,25.86,26.33,33.42,3.35,3.44,2.2
1992-06-12,1,T,RM,3,9.79,11.8,0.15,1784.67,7.49,316.2,166.47,NA,0.53,30.12,27.54,38.06,4.29,3.7,2.88
1992-06-12,1,T,RM,3,11.34,6.75,0.08,1862,7.53,316.17,165.67,NA,0.52,31.93,29.38,30.61,4.76,4.11,3.5
1992-06-12,1,T,RM,3,14.05,7.36,0.1,1677,7.42,305.1,159.6,NA,0.52,34.72,31.79,32.92,5.56,4.72,4.01
1992-06-12,1,T,RM,3,16.27,3.27,0.05,518.27,6.25,306.2,183.27,NA,0.6,30.11,30.1,22.78,4.29,4.29,3.31
1992-06-12,1,T,RM,3,18.19,5.34,0.07,227.73,5.43,309.97,172.43,NA,0.56,27.58,27.7,34.35,3.7,3.73,2.42
1992-06-12,1,L,YB,3,10.31,2.2,0.07,53.4,3.98,322.27,264.43,NA,0.82,23.01,23.57,40.04,2.82,2.92,1.65
1992-06-12,1,L,YB,3,11.1,5.68,0.12,206.67,5.33,351.7,260.3,NA,0.74,25.13,25.8,39.99,3.21,3.34,1.87
1992-06-12,1,L,YB,3,13.92,2.4,0.09,64.71,4.17,312.57,256.77,NA,0.82,27.43,28.39,31.57,3.67,3.88,2.45
1992-06-12,1,L,YB,3,16.3,2.28,0.09,56.98,4.04,318.77,264.53,NA,0.83,26.55,27.61,30.39,3.49,3.71,2.36
1992-06-12,1,L,YB,3,18.01,2.26,0.05,66.77,4.2,353.1,270.47,NA,0.77,26.55,27.07,26.87,3.49,3.59,2.52
1992-06-12,1,T,YB,3,9.95,10.6,0.28,1723.33,7.45,338,254.9,NA,0.75,30.26,28.84,38.29,4.33,3.98,2.8
1992-06-12,1,T,YB,3,11.13,5.72,0.21,123.53,4.82,311.7,253.5,NA,0.81,25.64,27.22,37.53,3.3,3.63,1.94
1992-06-12,1,T,YB,3,14.28,8.53,0.17,1724.33,7.45,304.43,205.7,NA,0.68,31.16,29.92,34.65,4.55,4.24,3.08
1992-06-12,1,T,YB,3,15.62,8.36,0.17,584.3,6.37,293.43,192.37,NA,0.66,30.99,31.43,26.61,4.51,4.62,3.28
1992-06-12,1,T,YB,3,18.32,11.69,0.2,892.2,6.79,303.87,190.73,NA,0.63,29.11,28.56,38.63,4.05,3.92,2.53
1992-06-12,1,L,OAK,4,10.43,2.83,0.11,52.35,3.96,323.93,274,NA,0.85,22.73,23.56,45.26,2.77,2.92,1.45
1992-06-12,1,L,OAK,4,11.67,3.26,0.16,79,4.37,305.73,261.83,NA,0.86,24.86,26.1,42.15,3.15,3.39,1.72
1992-06-12,1,L,OAK,4,15.06,6.01,0.11,592.07,6.38,324.53,221.93,NA,0.68,28.87,29.05,35.54,3.99,4.03,2.56
1992-06-12,1,L,OAK,4,16.65,2.06,0.07,52.45,3.96,343.67,283.33,NA,0.82,26.15,27.56,31.01,3.41,3.7,2.26
1992-06-12,1,L,OAK,4,18.8,0.01,0.03,20.93,3.04,346.1,333.6,NA,0.96,25.71,26.4,33.87,3.32,3.46,2.15
1992-06-12,1,T,OAK,4,10.15,13.85,0.23,1909.33,7.55,296.8,180.17,NA,0.61,30.41,28.36,49.41,4.36,3.88,2.45
1992-06-12,1,T,OAK,4,11.29,12.96,0.21,1640.67,7.4,292.3,173.63,NA,0.59,29.87,29.02,44.09,4.23,4.03,2.45
1992-06-12,1,T,OAK,4,14.98,8.63,0.2,1813.33,7.5,295.03,204,NA,0.69,33.22,30.68,31.1,5.11,4.43,3.74
1992-06-12,1,T,OAK,4,15.92,7.15,0.09,1803,7.5,297.83,154,NA,0.52,33.61,30.19,31.28,5.23,4.31,3.88
1992-06-12,1,T,OAK,4,18.77,1.4,0.1,81.34,4.4,319.53,284.73,NA,0.89,26.52,27.32,31.8,3.48,3.65,2.32
1992-06-12,1,L,RM,4,10.53,1.49,0.07,47.54,3.86,335.67,289.3,NA,0.86,23.01,23.42,41.46,2.82,2.89,1.62
1992-06-12,1,L,RM,4,11.39,3.99,0.09,317.21,5.76,328.03,242.43,NA,0.74,25.73,26.3,35.12,3.32,3.44,2.11
1992-06-12,1,L,RM,4,14.58,3.75,0.08,258.9,5.56,329.1,236.6,NA,0.72,27.57,27.87,31.56,3.7,3.77,2.51
1992-06-12,1,L,RM,4,16.78,1.44,0.04,62.91,4.14,321.03,249.83,NA,0.78,26.56,27.26,25.94,3.49,3.63,2.55
1992-06-12,1,L,RM,4,19.1,-1.32,0,18.12,2.9,370.8,1139.33,NA,3.07,25.2,25.53,35.78,3.22,3.28,2.04
1992-06-12,1,T,RM,4,9.85,9.11,0.1,1768,7.48,304.57,133.33,NA,0.44,31.27,28.2,35.85,4.58,3.84,3.21
1992-06-12,1,T,RM,4,11.37,6.45,0.08,1759,7.47,315.87,172.8,NA,0.55,32.86,29.65,29.25,5.01,4.18,3.79
1992-06-12,1,T,RM,4,14.09,3.54,0.09,289.83,5.67,308.93,229.87,NA,0.74,29.88,30.39,25.51,4.23,4.36,3.12
1992-06-12,1,T,RM,4,16.35,1.81,0.03,625.73,6.44,311.77,184.87,NA,0.59,31.53,30.6,22.95,4.65,4.41,3.64
1992-06-12,1,T,RM,4,18.53,5.57,0.08,375.77,5.93,307.17,183.37,NA,0.6,27.28,28.01,32.44,3.64,3.8,2.41
1992-06-12,1,L,YB,4,10.37,5.14,0.09,102.49,4.63,324.07,216.57,NA,0.67,23.51,23.86,42.77,2.91,2.97,1.64
1992-06-12,1,L,YB,4,11.55,5.17,0.12,75.87,4.33,356.5,274.3,NA,0.77,25.13,26.16,36.78,3.2,3.41,1.95
1992-06-12,1,L,YB,4,14.86,2.6,0.07,99.58,4.6,311.4,241.57,NA,0.78,26.65,27.3,32.21,3.51,3.64,2.33
1992-06-12,1,L,YB,4,16.53,6.25,0.12,74.47,4.31,381.47,278.03,NA,0.73,26.95,27.83,29.64,3.57,3.76,2.46
1992-06-12,1,L,YB,4,18.62,6.57,0.06,344.37,5.84,338.2,142.73,NA,0.42,27.07,26.8,39.1,3.59,3.54,2.21
1992-06-12,1,T,YB,4,10,10.84,0.24,1758,7.47,298.97,208.1,NA,0.7,28.6,26.5,48.59,3.93,3.48,2.24
1992-06-12,1,T,YB,4,11.45,11.52,0.21,1378.33,7.23,311.27,201.9,NA,0.65,30.36,29.54,38.08,4.35,4.15,2.77
1992-06-12,1,T,YB,4,14.76,10.33,0.21,487.03,6.19,335.57,232.77,NA,0.69,30.96,31.63,30.42,4.5,4.68,3.08
1992-06-12,1,T,YB,4,16.07,5.45,0.11,1771.33,7.48,290.23,191.57,NA,0.66,33.84,31.75,27.83,5.3,4.71,3.99
1992-06-12,1,T,YB,4,18.67,10.04,0.16,647.3,6.47,299.57,178.17,NA,0.59,28.44,28.74,36.46,3.89,3.96,2.45
1992-06-12,1,L,OAK,5,11.72,3.88,0.13,86.34,4.46,315.87,255.57,NA,0.81,25.26,26.3,36.12,3.23,3.44,1.99
1992-06-12,1,L,OAK,5,15.1,2.11,0.08,209.67,5.35,329.47,270.67,NA,0.82,28.41,29.02,29.18,3.89,4.03,2.71
1992-06-12,1,L,OAK,5,16.68,0.37,0.06,32.94,3.49,328.53,305.3,NA,0.93,26.18,27.54,27.69,3.41,3.69,2.39
1992-06-12,1,L,OAK,5,18.94,-0.66,0.02,11.06,2.4,350.37,389.7,NA,1.11,25.27,25.88,34.01,3.23,3.35,2.09
1992-06-12,1,T,OAK,5,10.23,9.03,0.17,1096.87,7,265.9,166.3,NA,0.63,30.06,30.73,42.1,4.28,4.44,2.41
1992-06-12,1,T,OAK,5,15.02,10.63,0.19,1161.83,7.06,293.9,182.47,NA,0.62,32.65,31.51,25.76,4.95,4.64,3.76
1992-06-12,1,T,OAK,5,15.98,7.25,0.11,1684.67,7.43,294.47,166.1,NA,0.56,33.97,31.96,27.74,5.34,4.77,4.01
1992-06-12,1,T,OAK,5,18.81,0.83,0.07,79.5,4.38,323.33,290.53,NA,0.9,25.56,26.84,26.71,3.29,3.55,2.34
1992-06-12,1,L,RM,5,11.43,2.29,0.08,117.37,4.77,314.57,258.93,NA,0.82,25.3,26.17,36.42,3.24,3.41,2
1992-06-12,1,L,RM,5,14.66,2.54,0.05,105.9,4.66,321.23,218.3,NA,0.68,27.97,28.12,28.52,3.79,3.82,2.7
1992-06-12,1,L,RM,5,16.85,1.7,0.02,75.56,4.32,341.97,209.2,NA,0.61,27.43,27.71,23.71,3.67,3.73,2.79
1992-06-12,1,L,RM,5,19.17,-0.73,0,26.88,3.29,363.8,1527.87,NA,4.2,25.4,25.67,37.41,3.26,3.31,2.02
1992-06-12,1,T,RM,5,9.9,7.05,0.09,1780.33,7.48,295.13,155.13,NA,0.53,30.86,27.91,43.77,4.48,3.77,2.82
1992-06-12,1,T,RM,5,11.41,6.66,0.09,1760.67,7.47,309.47,166.97,NA,0.54,34.02,30.41,31.32,5.35,4.36,3.98
1992-06-12,1,T,RM,5,14.62,5.47,0.07,1668,7.42,312.67,172.63,NA,0.55,32.79,30.64,28.32,4.99,4.42,3.74
1992-06-12,1,T,RM,5,16.46,3.89,0.05,1520.33,7.33,315.6,178.47,NA,0.57,34.08,31.25,29.78,5.37,4.58,4.01
1992-06-12,1,T,RM,5,18.57,5.69,0.08,486.93,6.19,312.57,184.2,NA,0.59,28.12,28.43,30.39,3.82,3.89,2.64
1992-06-12,1,L,YB,5,11.6,3.92,0.13,90.99,4.51,314.67,254.57,NA,0.81,24.44,25.59,35.29,3.08,3.29,1.91
1992-06-12,1,L,YB,5,14.94,5.39,0.09,535.53,6.28,297.13,188.73,NA,0.64,30.18,29.22,35.19,4.3,4.07,2.87
1992-06-12,1,L,YB,5,16.57,2.46,0.07,64.63,4.17,336.87,261.73,NA,0.78,26.83,27.73,27.06,3.54,3.74,2.53
1992-06-12,1,L,YB,5,18.7,2.65,0.06,114.64,4.74,339.17,258.07,NA,0.76,26.2,26.73,33.81,3.41,3.52,2.22
1992-06-12,1,T,YB,5,10.06,10.52,0.25,1793.33,7.49,304.87,217.9,NA,0.71,29.33,27.03,47.11,4.1,3.59,2.41
1992-06-12,1,T,YB,5,11.48,10.03,0.21,1762.67,7.47,319.3,220.93,NA,0.69,32.45,30.51,36.75,4.9,4.39,3.29
1992-06-12,1,T,YB,5,14.79,10.65,0.25,1810.67,7.5,301.3,211.1,NA,0.7,31.57,30.45,35.49,4.66,4.37,3.11
1992-06-12,1,T,YB,5,16.14,3.74,0.09,554.83,6.32,312.8,222.6,NA,0.71,32.82,31.36,20.26,5,4.61,4.07
1992-06-12,1,T,YB,5,18.72,6.99,0.14,177.47,5.18,329.63,230.67,NA,0.7,27.43,28.14,36.72,3.67,3.83,2.27
1992-06-12,1,L,OAK,6,11.76,4.79,0.13,136.13,4.91,317.57,246.8,NA,0.78,25.68,26.55,37.39,3.31,3.49,2.01
1992-06-12,1,T,OAK,6,10.29,8.32,0.12,1880.67,7.54,291.8,158.13,NA,0.54,32.28,28.61,32.13,4.85,3.93,3.59
1992-06-12,1,T,OAK,6,15.08,8.37,0.2,1818.67,7.51,304.4,211.03,NA,0.69,34.08,32.16,26.7,5.37,4.82,4.08
1992-06-12,1,T,RM,6,14.66,5.63,0.09,1751,7.47,308.43,186.23,NA,0.6,33.98,31.25,28.46,5.34,4.58,4.04
1992-06-12,1,L,YB,6,15.17,3.28,0.13,181.87,5.2,322.73,265.27,NA,0.82,27.11,28.23,28.04,3.6,3.85,2.52
1992-06-12,1,T,YB,6,14.94,8.83,0.19,390.1,5.97,348.6,254.93,NA,0.73,29.04,30.07,37.04,4.03,4.28,2.45
1992-06-12,1,T,RM,7,14.7,3.98,0.04,1781.67,7.49,309.9,129.37,NA,0.42,36.15,31.74,28.93,6.02,4.71,4.66
1992-06-12,2,L,OAK,1,9.82,4.46,0.13,139.5,4.94,297,233.13,NA,0.78,23.14,23.24,51.31,2.84,2.86,1.38
1992-06-12,2,L,OAK,1,11.56,2.47,0.08,138.77,4.93,317.6,256.07,NA,0.81,26.94,27.86,32.98,3.57,3.76,2.33
1992-06-12,2,L,OAK,1,13.72,3.58,0.04,279.93,5.63,286.57,118.74,NA,0.41,28.79,29.08,39.38,3.97,4.04,2.38
1992-06-12,2,L,OAK,1,15.64,3.89,0.11,238.67,5.48,315.07,243.2,NA,0.77,27.44,28.5,29.57,3.67,3.91,2.52
1992-06-12,2,L,OAK,1,17.83,-0.61,0.03,111.8,4.72,356.77,378.43,NA,1.06,27.11,27.37,28.56,3.6,3.66,2.56
1992-06-12,2,T,OAK,1,9.14,8.68,0.12,1266.67,7.14,346.33,213.6,NA,0.62,25.07,24.51,44.14,3.19,3.09,1.83
1992-06-12,2,T,OAK,1,11.15,0.53,0.01,88.66,4.48,332.13,259.43,NA,0.78,26.85,26.78,37.61,3.55,3.53,2.22
1992-06-12,2,T,OAK,1,14.34,7.16,0.1,1237.03,7.12,306.33,175.93,NA,0.57,31.8,30.69,28.65,4.72,4.43,3.45
1992-06-12,2,T,OAK,1,15.23,5.63,0.01,1970.67,7.59,297.47,NA,NA,NA,33.59,30.2,32.34,5.22,4.31,3.83
1992-06-12,2,T,OAK,1,18.3,0.82,0.1,160.93,5.08,325.97,300.93,NA,0.92,26.86,28.01,35.13,3.55,3.8,2.22
1992-06-12,2,L,RM,1,9.2,3.05,0.15,57.99,4.06,325.8,285.07,NA,0.87,20.49,21.03,50.84,2.42,2.5,1.15
1992-06-12,2,L,RM,1,11.11,1.61,0.04,371.03,5.92,307,231.1,NA,0.75,28.08,28.51,20.76,3.81,3.91,3
1992-06-12,2,L,RM,1,13.91,2.68,0.08,102.18,4.63,305.87,242.27,NA,0.79,26.57,27.56,30.54,3.49,3.7,2.36
1992-06-12,2,L,RM,1,16.06,1.77,0.05,93.06,4.53,323.8,255.03,NA,0.79,27.86,28.61,27.65,3.76,3.93,2.68
1992-06-12,2,L,RM,1,18.79,0.63,0.02,440.45,6.09,341.55,275.5,NA,0.81,29.37,28.12,30.04,4.11,3.82,2.96
1992-06-12,2,T,RM,1,9.71,7.8,0.09,922.87,6.83,348.67,193.73,NA,0.56,30.45,28.16,32.3,4.37,3.83,3.13
1992-06-12,2,T,RM,1,11.39,2.64,0.05,1439.33,7.27,305.63,205.27,NA,0.67,31.56,28.79,30.52,4.66,3.97,3.44
1992-06-12,2,T,RM,1,14.11,3.6,0.08,1432.3,7.27,328.97,237.2,NA,0.72,33.37,32.6,18.16,5.16,4.94,4.26
1992-06-12,2,T,RM,1,16.13,3.25,0.05,1055.9,6.96,342.6,205.07,NA,0.6,33.93,31.49,24.13,5.32,4.64,4.2
1992-06-12,2,T,RM,1,18.09,1.71,0.05,260.33,5.56,329.2,260.13,NA,0.79,27.98,29,14.69,3.79,4.02,3.2
1992-06-12,2,L,WB,1,9.6,9.89,0.21,1018.1,6.93,304.77,213.6,NA,0.7,24.62,22.57,63.03,3.11,2.75,1.38
1992-06-12,2,L,WB,1,11.31,5.48,0.16,168.7,5.13,321.4,251.93,NA,0.78,25.62,26.64,38.2,3.3,3.51,1.96
1992-06-12,2,L,WB,1,14.23,10.54,0.11,1188.33,7.08,253.1,89.06,NA,0.35,30.76,29.17,43.71,4.45,4.06,2.67
1992-06-12,2,L,WB,1,15.91,8.76,0.29,520.77,6.26,305.47,240.53,NA,0.79,27.2,28.36,37.21,3.62,3.88,2.18
1992-06-12,2,L,WB,1,18.4,4.01,0.05,266.23,5.58,329.37,176.3,NA,0.54,29.13,28.22,41.84,4.05,3.84,2.44
1992-06-12,2,T,WB,1,9.5,11,0.21,1509.67,7.32,315.67,213.83,NA,0.68,25.36,25.64,35.96,3.25,3.3,2.06
1992-06-12,2,T,WB,1,11.74,10.57,0.3,1794.33,7.49,241.07,165.87,NA,0.69,33.23,31.3,44.38,5.12,4.59,3.08
1992-06-12,2,T,WB,1,13.73,7.86,0.12,777.03,6.66,307.77,181.8,NA,0.59,31.23,30.98,37.23,4.57,4.51,2.89
1992-06-12,2,T,WB,1,16.62,9.22,0.18,1221.33,7.11,275,170.67,NA,0.62,32.08,30.76,30.84,4.8,4.45,3.43
1992-06-12,2,T,WB,1,17.79,8.89,0.18,830.83,6.72,300.87,202.5,NA,0.67,28.61,28.91,19.17,3.93,4,3.16
1992-06-12,2,L,OAK,2,9.9,3.12,0.14,534.53,6.28,314.2,267.43,NA,0.85,23.54,23.55,42.98,2.91,2.92,1.66
1992-06-12,2,L,OAK,2,11.72,0.16,0.02,23.87,3.17,331.97,302.27,NA,0.91,26.94,27.38,21.81,3.57,3.66,2.77
1992-06-12,2,L,OAK,2,13.84,2.3,0.04,120.78,4.79,342.4,226.1,NA,0.66,27.15,28.05,17.06,3.61,3.81,2.96
1992-06-12,2,L,OAK,2,15.68,4.03,0.14,525.43,6.26,311.57,250.33,NA,0.8,27.55,28.64,29.35,3.7,3.94,2.54
1992-06-12,2,L,OAK,2,17.9,2.16,0.05,177.33,5.18,343.83,259,NA,0.75,26.22,26.89,36.16,3.42,3.56,2.13
1992-06-12,2,T,OAK,2,9.24,5.45,0.15,1030.27,6.94,304.73,234.53,NA,0.77,22.69,24.36,34.76,2.77,3.06,1.7
1992-06-12,2,T,OAK,2,11.21,4.58,0.12,1784.67,7.49,307.7,230.9,NA,0.75,32.64,28.62,49.71,4.95,3.93,2.99
1992-06-12,2,T,OAK,2,14.39,5.01,0.09,838.9,6.73,316.53,211.57,NA,0.67,32.31,31.38,28.3,4.86,4.61,3.55
1992-06-12,2,T,OAK,2,15.68,2.99,0.08,166.5,5.11,301.33,229.9,NA,0.76,29.42,31.02,29.99,4.12,4.52,2.77
1992-06-12,2,T,OAK,2,18.35,2.34,0.07,56.53,4.03,324.87,261.13,NA,0.8,26.97,28.34,29.62,3.57,3.87,2.43
1992-06-12,2,L,RM,2,9.35,1.5,0.09,41.85,3.73,332,294.77,NA,0.89,21.51,21.54,42.51,2.58,2.58,1.48
1992-06-12,2,L,RM,2,11.21,2.3,0.04,168.23,5.13,304.27,207.67,NA,0.68,26.47,27.17,27.18,3.47,3.62,2.49
1992-06-12,2,L,RM,2,13.95,2.49,0.03,128.13,4.85,317.57,160.67,NA,0.51,26.83,27.43,20.07,3.54,3.67,2.81
1992-06-12,2,L,RM,2,16.13,5.36,0.09,212.63,5.36,301.67,192.47,NA,0.64,30.41,29.32,31.92,4.36,4.1,3.05
1992-06-12,2,L,RM,2,18.83,1.01,0.03,542.9,6.3,337.87,268.37,NA,0.79,28.23,27.42,34.36,3.85,3.67,2.59
1992-06-12,2,T,RM,2,9.78,4.36,0.06,446.4,6.1,310.23,188.2,NA,0.61,27.91,27.51,28.34,3.78,3.69,2.73
1992-06-12,2,T,RM,2,11.67,-0.59,0.05,370.63,5.92,335.57,337.97,NA,1.01,32.26,30.95,29.72,4.85,4.5,3.51
1992-06-12,2,T,RM,2,14.17,4.5,0.07,434.3,6.07,314.97,195.23,NA,0.62,30.17,30.78,26.64,4.3,4.46,3.12
1992-06-12,2,T,RM,2,16.18,1.56,0.03,1210.47,7.1,338.67,236.53,NA,0.7,34.59,31.75,21.44,5.52,4.71,4.51
1992-06-12,2,T,RM,2,18.15,0.57,0.04,181.03,5.2,336.93,300.43,NA,0.89,26.94,27.63,25.24,3.57,3.72,2.63
1992-06-12,2,L,WB,2,10.22,5.14,0.27,267.87,5.59,306.17,264.33,NA,0.86,25.23,24.33,63.58,3.22,3.06,1.28
1992-06-12,2,L,WB,2,11.39,8.46,0.18,1007.93,6.92,300.53,208.1,NA,0.69,27.57,27.28,37.46,3.7,3.64,2.34
1992-06-12,2,L,WB,2,14.28,10.06,0.13,880.87,6.78,285.07,139.2,NA,0.49,29.97,29.38,34.34,4.25,4.11,2.84
1992-06-12,2,L,WB,2,15.97,6.33,0.11,238.27,5.47,311.23,206.33,NA,0.66,28.31,28.75,31.57,3.86,3.97,2.61
1992-06-12,2,L,WB,2,18.45,3.73,0.05,562.13,6.33,300.17,165.7,NA,0.55,28.8,27.7,37.91,3.97,3.73,2.56
1992-06-12,2,T,WB,2,9.57,17.12,0.24,1860,7.53,293.37,153.97,NA,0.52,29.9,27.84,41.94,4.24,3.76,2.66
1992-06-12,2,T,WB,2,11.91,10.6,0.24,1699,7.44,255.23,167.07,NA,0.65,32.08,29.28,61.07,4.8,4.09,2.3
1992-06-12,2,T,WB,2,13.83,9.77,0.2,1456.63,7.28,252.93,154.67,NA,0.61,33.25,31.94,39.93,5.12,4.76,3.22
1992-06-12,2,T,WB,2,16.67,9.5,0.2,644.4,6.47,286.77,192.17,NA,0.67,30.51,30.35,29.02,4.39,4.35,3.13
1992-06-12,2,T,WB,2,17.89,9.9,0.14,1153.07,7.05,291.7,159.37,NA,0.55,30.24,29.15,23.41,4.32,4.06,3.37
1992-06-12,2,L,OAK,3,10.36,4.87,0.14,165.17,5.11,386.13,318.73,NA,0.83,23.39,24.02,51.25,2.89,3,1.35
1992-06-12,2,L,OAK,3,11.81,2.34,0.07,161.33,5.08,299.97,238.47,NA,0.79,26.38,27.43,39.15,3.45,3.67,2.01
1992-06-12,2,L,OAK,3,14.53,1.46,0.01,454.63,6.12,311.7,132.81,NA,0.43,27.43,27.95,18.97,3.67,3.78,2.95
1992-06-12,2,L,OAK,3,15.73,3.09,0.05,150.67,5.02,312.67,200.2,NA,0.64,27.36,28.17,24.03,3.66,3.83,2.73
1992-06-12,2,L,OAK,3,17.94,1.59,0.04,186.27,5.23,318.1,239.93,NA,0.75,26.48,26.98,30.73,3.47,3.58,2.37
1992-06-12,2,T,OAK,3,9.36,6.62,0.15,1656,7.41,352.33,260.33,NA,0.74,29.77,27.18,38.98,4.21,3.62,2.8
1992-06-12,2,T,OAK,3,11.97,4.91,0.17,1511,7.32,316.7,252.47,NA,0.8,30.07,29.74,36.8,4.28,4.2,2.73
1992-06-12,2,T,OAK,3,14.43,1.9,0.04,125.4,4.83,319.47,235.63,NA,0.74,28.92,29.92,27.11,4,4.24,2.85
1992-06-12,2,T,OAK,3,15.76,6.87,0.1,1653.67,7.41,279.13,146.17,NA,0.52,35.44,31.5,35.16,5.79,4.64,4.16
1992-06-12,2,T,OAK,3,18.39,2.06,0.08,26.05,3.26,326.3,270.83,NA,0.83,27.24,28.73,27.51,3.63,3.96,2.54
1992-06-12,2,L,RM,3,9.51,2.69,0.12,103.07,4.64,308.2,264.47,NA,0.86,21.32,21.57,54.29,2.55,2.59,1.14
1992-06-12,2,L,RM,3,11.26,3.44,0.11,171.53,5.14,312.4,249.67,NA,0.8,25.71,26.69,36.81,3.32,3.52,2.02
1992-06-12,2,L,RM,3,14.83,4.29,0.02,266.97,5.59,305.43,-159.63,NA,-0.52,27.14,27.37,30.98,3.61,3.66,2.48
1992-06-12,2,L,RM,3,16.17,3.94,0.07,397.33,5.98,322.27,212.43,NA,0.66,29.91,29.52,24.67,4.24,4.15,3.22
1992-06-12,2,L,RM,3,18.9,-0.5,0.01,210.43,5.35,380.43,418.57,NA,1.1,28.2,27.45,34.99,3.84,3.67,2.55
1992-06-12,2,T,RM,3,9.86,6.98,0.09,229.83,5.44,323.4,184.53,NA,0.57,27.94,27.95,30.3,3.78,3.78,2.64
1992-06-12,2,T,RM,3,12.11,6.47,0.13,903.77,6.81,307.3,207.5,NA,0.68,30.02,29.38,37.08,4.27,4.11,2.74
1992-06-12,2,T,RM,3,14.22,4.57,0.05,1726,7.45,316.77,147.63,NA,0.47,33.94,30.72,29.22,5.33,4.44,4.03
1992-06-12,2,T,RM,3,16.27,0.52,0.02,1483.33,7.3,318.6,257.83,NA,0.81,35.19,31.68,21.31,5.71,4.69,4.71
1992-06-12,2,T,RM,3,18.23,3.52,0.06,252.6,5.53,317.03,202.97,NA,0.64,27.96,28.13,28.36,3.79,3.82,2.7
1992-06-12,2,L,WB,3,10.27,11.03,0.27,962.9,6.87,286.13,204.93,NA,0.72,26.66,25.06,62.94,3.51,3.19,1.5
1992-06-12,2,L,WB,3,11.44,9.5,0.22,107.1,4.67,320.8,234.17,NA,0.73,27.04,27.52,35.41,3.59,3.69,2.28
1992-06-12,2,L,WB,3,14.35,8.06,0.14,344.13,5.84,279.23,171.6,NA,0.61,28.98,29.3,41.17,4.02,4.09,2.33
1992-06-12,2,L,WB,3,16.01,6.63,0.1,941.97,6.85,315.7,196.83,NA,0.62,29.42,29.37,30.12,4.12,4.11,2.88
1992-06-12,2,L,WB,3,18.53,5.51,0.07,545.63,6.3,325.03,189.97,NA,0.58,28.86,28.01,39.84,3.99,3.8,2.48
1992-06-12,2,T,WB,3,9.64,18.59,0.2,1688,7.43,380.83,200.4,NA,0.53,29.61,27.43,38.15,4.17,3.67,2.77
1992-06-12,2,T,WB,3,12.26,9.15,0.22,1777.67,7.48,240.8,156.8,NA,0.65,34.92,31.8,51.52,5.62,4.72,3.19
1992-06-12,2,T,WB,3,13.87,11.63,0.25,1151.07,7.05,304.43,208.7,NA,0.69,30.34,31.33,32.41,4.35,4.6,2.86
1992-06-12,2,T,WB,3,16.71,7.92,0.21,297.73,5.7,308.7,230.57,NA,0.75,28.31,29.37,28.79,3.86,4.11,2.68
1992-06-12,2,T,WB,3,17.93,9.47,0.2,167.07,5.12,311.13,214.17,NA,0.69,28.58,29.78,22.45,3.93,4.21,2.98
1992-06-12,2,L,OAK,4,10.4,3.46,0.13,148.76,5,316.27,265.13,NA,0.84,23.43,24.05,54.83,2.89,3,1.25
