year,date,plot,no3n,nh4n,din,tdn,don,toc
1996,1996-10-11,PH,8.2,8.65,16.85,20.61,3.76,57.78
1996,1996-10-11,PL,3.4,2.46,5.86,7.98,2.12,63.68
1996,1996-10-23,HC,0,0,0,0.8,0.8,28.76
1996,1996-10-23,HH,1.63,3.16,4.79,6.49,1.7,39.32
1996,1996-10-23,HL,0,0,0,1.03,1.03,34.11
1996,1996-10-23,PC,0,0.25,0.25,1.86,1.61,67.42
1996,1996-10-23,PH,5.85,6.78,12.63,14.44,1.8,70.41
1996,1996-10-23,PL,1.62,1.4,3.02,4.76,1.75,58.43
1996,1996-11-08,HC,0,0.34,0.34,2.09,1.74,55.68
1996,1996-11-08,HH,1.45,1.6,3.05,5,1.96,48.32
1996,1996-11-08,HL,0,2.98,2.98,9.66,6.68,176.73
1996,1996-11-08,PC,0,0,0,3.37,3.37,117.42
1996,1996-11-08,PH,11.17,10.9,22.08,29.96,7.89,142.66
1996,1996-11-08,PL,8.11,2.19,10.3,15.95,5.65,119.91
1997,1997-05-22,HC,0.5,0.48,0.98,1.61,0.63,15.39
1997,1997-05-22,HH,12.09,9.6,21.7,21.88,0.18,10.89
1997,1997-05-22,HL,1.4,1.39,2.79,3.53,0.73,13.44
1997,1997-05-22,PC,0.65,0.68,1.33,2.33,1,22.88
1997,1997-05-22,PH,7.29,4.53,11.82,12.29,0.47,15.66
1997,1997-05-22,PL,3.56,0.89,4.45,5.09,0.64,16.31
1997,1997-06-19,HC,0.4,0.98,1.38,3.5,2.12,56.74
1997,1997-06-19,HH,43.58,36.55,80.13,79.77,NA,48.69
1997,1997-06-19,HL,12.67,11.28,23.95,25.51,1.57,47.45
1997,1997-06-19,PC,1.13,0.63,1.77,3.62,1.85,49.66
1997,1997-06-19,PH,39.72,30.02,69.74,70.28,0.54,54.51
1997,1997-06-19,PL,10.16,6.59,16.76,17.97,1.22,40.63
1997,1997-07-01,HC,0.19,0,0.19,1.12,0.92,29.13
1997,1997-07-01,HH,3.69,1.63,5.32,6.31,0.99,NA
1997,1997-07-01,HL,9.2,5.93,15.13,17.05,1.93,63.82
1997,1997-07-01,PC,0.43,0.22,0.65,2.31,1.66,58.2
1997,1997-07-01,PH,62.02,40.01,102.03,110.24,8.22,71.52
1997,1997-07-01,PL,NA,NA,NA,NA,NA,NA
1997,1997-07-04,HC,0,0.38,0.38,1.95,1.58,54.76
1997,1997-07-04,HH,51.62,47.72,99.33,105.24,5.9,42.47
1997,1997-07-04,HL,29.12,23.38,52.51,55.48,2.97,34.95
1997,1997-07-04,PC,0.96,1.11,2.07,3.79,1.72,47.06
1997,1997-07-04,PH,59.8,50.68,110.49,161.85,51.36,36.21
1997,1997-07-04,PL,18.97,14.34,33.31,34.13,0.82,41.45
1997,1997-07-10,HC,0.2,0,0.2,1.28,1.08,48.48
1997,1997-07-10,HH,5.64,6.2,11.84,12.84,1.01,31.29
1997,1997-07-10,HL,0.63,1.34,1.97,4.76,2.8,33.21
1997,1997-07-10,PC,0.45,0.92,1.37,2.9,1.53,34.59
1997,1997-07-10,PH,8.85,6.77,15.62,16.81,1.18,39.94
1997,1997-07-10,PL,4.08,2.27,6.34,7.41,1.07,25.77
1997,1997-07-21,HC,0.92,0.46,1.38,2.78,1.4,27.66
1997,1997-07-21,HH,4.17,3.58,7.75,9.08,1.33,27.35
1997,1997-07-21,HL,1.67,2.39,4.06,7.2,3.14,58.55
1997,1997-07-21,PC,1.97,1.37,3.33,5.58,2.25,40.79
1997,1997-07-21,PH,8.19,5.48,13.68,15.34,1.66,41.69
1997,1997-07-21,PL,4.8,1.65,6.45,7.82,1.37,37.65
1997,1997-07-28,HC,2.19,1.29,3.48,5.75,2.26,62.28
1997,1997-07-28,HH,5.17,9.82,14.99,18.12,3.13,73.64
1997,1997-07-28,HL,3.82,4.08,7.9,12.35,4.45,119.44
1997,1997-07-28,PC,3.65,3.37,7.01,11.85,4.84,98.1
1997,1997-07-28,PH,8.05,7.92,15.97,18.65,2.68,68.45
1997,1997-07-28,PL,7.45,3.19,10.63,12.41,1.78,51.28
1997,1997-08-05,HC,0,0.21,0.21,1.69,1.48,40.25
1997,1997-08-05,HH,89.89,72.19,162.08,175.44,13.36,41.9
1997,1997-08-05,HL,37.08,30.19,67.27,70.27,3,73.73
1997,1997-08-05,PC,0.53,0.95,1.48,2.84,1.36,40.55
1997,1997-08-05,PH,101.36,86.28,187.64,204.23,16.59,65.79
1997,1997-08-05,PL,9.12,6.58,15.7,17.13,1.43,53.82
1997,1997-08-12,HC,0.74,0,0.74,1.65,0.91,20.97
1997,1997-08-12,HH,6.11,6.11,12.22,13.05,0.82,21.36
1997,1997-08-12,HL,1.61,1.63,3.24,4.53,1.29,23.67
1997,1997-08-12,PC,0.89,0.54,1.42,2.3,0.88,24.17
1997,1997-08-12,PH,9.07,7.21,16.28,17.07,0.79,28.01
1997,1997-08-12,PL,2.75,1.76,4.51,5.51,1,28.67
1997,1997-08-14,HC,0,0,0,1.07,1.07,29.77
1997,1997-08-14,HH,5.69,5.59,11.28,12.23,0.95,32.73
1997,1997-08-14,HL,0.49,0.51,1,2.65,1.65,43.74
1997,1997-08-14,PC,0,0.3,0.3,1.91,1.6,47.49
1997,1997-08-14,PH,11.72,7.35,19.07,20.3,1.24,39.09
1997,1997-08-14,PL,2.41,1.5,3.91,5.67,1.76,52.39
1997,1997-08-18,HC,0,0,0,2.81,2.81,50.76
1997,1997-08-18,HH,1.14,1.45,2.59,4.08,1.5,31.68
1997,1997-08-18,HL,0.54,0.48,1.02,3.65,2.63,81.92
1997,1997-08-18,PC,0,0,0,2.29,2.29,63.59
1997,1997-08-18,PH,NA,NA,NA,NA,NA,NA
1997,1997-08-18,PL,NA,NA,NA,NA,NA,NA
1997,1997-08-22,HC,0,0,0,1.42,1.42,43.97
1997,1997-08-22,HH,4.77,3.08,7.86,9.51,1.66,39.9
1997,1997-08-22,HL,0,0,0,2.77,2.77,74.14
1997,1997-08-22,PC,0,0,0,2.28,2.28,73.82
1997,1997-08-22,PH,17.17,4.92,22.09,23.53,1.44,79.4
1997,1997-08-22,PL,6.23,1.52,7.75,10.29,2.55,81.76
1997,1997-10-05,HC,0,0,0,1.2,1.2,28.63
1997,1997-10-05,HH,21.9,16.57,38.47,81.27,42.8,23.27
1997,1997-10-05,HL,7.67,6.47,14.13,15.32,1.19,44.53
1997,1997-10-05,PC,0.29,0,0.29,2.31,2.02,68.14
1997,1997-10-05,PH,35.49,25.87,61.36,64.74,3.38,109.06
1997,1997-10-05,PL,23.82,15.84,39.66,43.12,3.47,98.15
1997,1997-10-29,HC,0,0,0,0.75,0.75,38.17
1997,1997-10-29,HH,11.75,7.69,19.44,18.56,NA,30.01
1997,1997-10-29,HL,0.65,0,0.65,2.74,2.09,63.05
1997,1997-10-29,PC,0.26,0,0.26,2.09,1.84,72.35
1997,1997-10-29,PH,12.06,8.67,20.73,22.63,1.9,74.3
1997,1997-10-29,PL,8.05,2.85,10.9,11.39,0.49,47.04
1997,1997-11-04,HC,0,0,0,0.97,0.97,44.08
1997,1997-11-04,HH,5.38,4.57,9.96,9.13,NA,37.2
1997,1997-11-04,HL,0,0,0,1.94,1.94,57.53
1997,1997-11-04,PC,0,0,0,2.09,2.09,80.82
1997,1997-11-04,PH,10.5,7.71,18.21,18.99,0.78,97.69
1997,1997-11-04,PL,9.14,1.29,10.43,10.41,NA,50.91
1997,1997-11-11,HC,NA,NA,NA,NA,NA,NA
1997,1997-11-11,HH,2.16,1.98,4.14,4.92,0.78,23.1
1997,1997-11-11,HL,0,0,0,0.89,0.89,28.37
1997,1997-11-11,PC,0,0,0,1.09,1.09,40.46
1997,1997-11-11,PH,3.69,3.11,6.8,8.83,2.03,54.49
1997,1997-11-11,PL,2.25,0.86,3.11,4.24,1.13,38.36
2004,2004-05-25,HC,0.56,0.61,NA,NA,NA,NA
2004,2004-05-25,HL,2.57,1.62,NA,NA,NA,NA
2004,2004-05-25,PC,0.78,0.4,NA,NA,NA,NA
2004,2004-05-25,PH,37.58,25.25,NA,NA,NA,NA
2004,2004-05-25,PL,6.68,2.54,NA,NA,NA,NA
2004,2004-06-02,HC,0.03,0.19,NA,NA,NA,NA
2004,2004-06-02,HL,0.11,0.22,NA,NA,NA,NA
2004,2004-06-02,PC,0.48,0.12,NA,NA,NA,NA
2004,2004-06-02,PH,11.19,5.2,NA,NA,NA,NA
2004,2004-06-02,PL,4.57,1.32,NA,NA,NA,NA
2004,2004-06-18,HC,0,0.1,NA,NA,NA,NA
2004,2004-06-18,HL,2.64,2.18,NA,NA,NA,NA
2004,2004-06-18,PC,0.75,0.45,NA,NA,NA,NA
2004,2004-06-18,PH,23.48,12.6,NA,NA,NA,NA
2004,2004-06-18,PL,5.27,1.74,NA,NA,NA,NA
2004,2004-06-30,HC,0.32,0.05,NA,NA,NA,NA
2004,2004-06-30,HL,1.53,2.62,NA,NA,NA,NA
2004,2004-06-30,PC,0.84,0.29,NA,NA,NA,NA
2004,2004-06-30,PH,7.75,4.24,NA,NA,NA,NA
2004,2004-06-30,PL,3.29,2.72,NA,NA,NA,NA
2004,2004-07-14,HC,0.25,0.28,NA,NA,NA,NA
2004,2004-07-14,HH,15.33,6.8,NA,NA,NA,NA
2004,2004-07-14,HL,6.3,3.97,NA,NA,NA,NA
2004,2004-07-14,PC,0.29,0.23,NA,NA,NA,NA
2004,2004-07-14,PH,9.58,7.67,NA,NA,NA,NA
2004,2004-07-14,PL,5.29,1.85,NA,NA,NA,NA
2004,2004-07-27,HC,0,0.12,NA,NA,NA,NA
2004,2004-07-27,HH,3.13,0.11,NA,NA,NA,NA
2004,2004-07-27,HL,0.14,0.35,NA,NA,NA,NA
2004,2004-07-27,PC,0.11,0.15,NA,NA,NA,NA
2004,2004-07-27,PH,7.5,3.08,NA,NA,NA,NA
2004,2004-07-27,PL,4.39,0.96,NA,NA,NA,NA
2004,2004-08-12,HC,0,0.15,NA,NA,NA,NA
2004,2004-08-12,HH,32.47,19.43,NA,NA,NA,NA
2004,2004-08-12,HL,10.72,1.37,NA,NA,NA,NA
2004,2004-08-12,PC,0.13,0.34,NA,NA,NA,NA
2004,2004-08-12,PH,58.39,32.54,NA,NA,NA,NA
2004,2004-08-12,PL,14.62,3.41,NA,NA,NA,NA
2004,2004-08-19,HC,0,0.35,NA,NA,NA,NA
2004,2004-08-19,HH,1.25,0.49,NA,NA,NA,NA
2004,2004-08-19,HL,0.43,1.79,NA,NA,NA,NA
2004,2004-08-19,PC,0.14,0.36,NA,NA,NA,NA
2004,2004-08-19,PH,19.57,6.65,NA,NA,NA,NA
2004,2004-08-19,PL,5.81,1.58,NA,NA,NA,NA
2004,2004-08-27,HC,0.25,0.41,NA,NA,NA,NA
2004,2004-08-27,HH,1.48,0.4,NA,NA,NA,NA
2004,2004-08-27,HL,0.6,0.92,NA,NA,NA,NA
2004,2004-08-27,PC,0.37,0.33,NA,NA,NA,NA
2004,2004-08-27,PH,11.58,4.38,NA,NA,NA,NA
2004,2004-08-27,PL,4.14,1.2,NA,NA,NA,NA
2004,2004-09-20,HC,0.1,0.15,NA,NA,NA,NA
2004,2004-09-20,HH,9.44,3.01,NA,NA,NA,NA
2004,2004-09-20,HL,6.56,4.23,NA,NA,NA,NA
2004,2004-09-20,PC,0.23,0.12,NA,NA,NA,NA
2004,2004-09-20,PH,28.06,11.83,NA,NA,NA,NA
2004,2004-09-20,PL,7.07,2.47,NA,NA,NA,NA
2004,2004-10-01,HC,0.02,0.14,NA,NA,NA,NA
2004,2004-10-01,HH,40.61,21.69,NA,NA,NA,NA
2004,2004-10-01,HL,15.47,11.46,NA,NA,NA,NA
2004,2004-10-01,PC,0.21,0.1,NA,NA,NA,NA
2004,2004-10-01,PH,32.26,14.18,NA,NA,NA,NA
2004,2004-10-01,PL,13.12,6.97,NA,NA,NA,NA
2004,2004-11-23,HC,0,1.31,NA,NA,NA,NA
2004,2004-11-23,HH,3.06,0.21,NA,NA,NA,NA
2004,2004-11-23,HL,0.22,0.35,NA,NA,NA,NA
2004,2004-11-23,PC,0.06,0.19,NA,NA,NA,NA
2004,2004-11-23,PH,12.41,2.73,NA,NA,NA,NA
2004,2004-11-23,PL,5.2,0.45,NA,NA,NA,NA
2005,2005-06-10,HC,0.33,0.23,NA,NA,NA,NA
2005,2005-06-10,HH,33.59,17.72,NA,NA,NA,NA
2005,2005-06-10,HL,6.78,5.2,NA,NA,NA,NA
2005,2005-06-10,PC,0.46,0.24,NA,NA,NA,NA
2005,2005-06-10,PH,31.76,21.2,NA,NA,NA,NA
2005,2005-06-10,PL,8.89,4.44,NA,NA,NA,NA
2005,2005-06-28,HC,0.05,0.09,NA,NA,NA,NA
2005,2005-06-28,HH,2.23,0.81,NA,NA,NA,NA
2005,2005-06-28,HL,0.45,0.55,NA,NA,NA,NA
2005,2005-06-28,PC,0.84,0.37,NA,NA,NA,NA
2005,2005-06-28,PH,6.68,3.74,NA,NA,NA,NA
2005,2005-06-28,PL,4.01,2.99,NA,NA,NA,NA
2005,2005-07-07,HC,0,0.05,NA,NA,NA,NA
2005,2005-07-07,HH,18.78,5.59,NA,NA,NA,NA
2005,2005-07-07,HL,4.9,0.68,NA,NA,NA,NA
2005,2005-07-07,PC,0.11,0.12,NA,NA,NA,NA
2005,2005-07-07,PH,21.19,9.98,NA,NA,NA,NA
2005,2005-07-07,PL,9.59,3.49,NA,NA,NA,NA
2005,2005-07-25,HC,0,0.35,NA,NA,NA,NA
2005,2005-07-25,HH,11.7,8.21,NA,NA,NA,NA
2005,2005-07-25,HL,7.28,6.53,NA,NA,NA,NA
2005,2005-07-25,PC,0.22,0.45,NA,NA,NA,NA
2005,2005-07-25,PH,15.64,9.9,NA,NA,NA,NA
2005,2005-07-25,PL,6.59,3.79,NA,NA,NA,NA
2005,2005-08-25,HC,0.2,0.82,NA,NA,NA,NA
2005,2005-08-25,HL,2.74,2.89,NA,NA,NA,NA
2005,2005-08-25,PC,0.54,1.31,NA,NA,NA,NA
2005,2005-08-25,PH,5.47,4.81,NA,NA,NA,NA
2005,2005-08-25,PL,5.87,5.07,NA,NA,NA,NA
2005,2005-09-03,HC,0.17,0.89,NA,NA,NA,NA
2005,2005-09-03,HH,46.22,46.07,NA,NA,NA,NA
2005,2005-09-03,HL,34.99,33.33,NA,NA,NA,NA
2005,2005-09-03,PC,0.29,0.63,NA,NA,NA,NA
2005,2005-09-03,PH,11.45,8.76,NA,NA,NA,NA
2005,2005-09-03,PL,46.3,32.86,NA,NA,NA,NA
2005,2005-09-21,HC,0.23,0.28,NA,NA,NA,NA
2005,2005-09-21,HH,2.48,2.27,NA,NA,NA,NA
2005,2005-09-21,HL,0.9,1.92,NA,NA,NA,NA
2005,2005-09-21,PC,0.42,0.4,NA,NA,NA,NA
2005,2005-09-21,PH,6.12,4.42,NA,NA,NA,NA
2005,2005-09-21,PL,5.28,4.63,NA,NA,NA,NA
2005,2005-10-13,HC,0,0.09,NA,NA,NA,NA
2005,2005-10-13,HH,11.46,5.61,NA,NA,NA,NA
2005,2005-10-13,HL,0.56,0.53,NA,NA,NA,NA
2005,2005-10-13,PC,0.03,0.11,NA,NA,NA,NA
2005,2005-10-13,PH,17.51,8.91,NA,NA,NA,NA
2005,2005-10-13,PL,12.7,4.86,NA,NA,NA,NA
2005,2005-10-21,HC,0,0.02,NA,NA,NA,NA
2005,2005-10-21,HH,2.05,0.79,NA,NA,NA,NA
2005,2005-10-21,HL,0,0.08,NA,NA,NA,NA
2005,2005-10-21,PC,0,0,NA,NA,NA,NA
2005,2005-10-21,PH,3.61,2.15,NA,NA,NA,NA
2005,2005-10-21,PL,2.53,1.3,NA,NA,NA,NA
2005,2005-11-08,HC,0,0.03,NA,NA,NA,NA
2005,2005-11-08,HH,1.96,0.18,NA,NA,NA,NA
2005,2005-11-08,HL,0.76,0,NA,NA,NA,NA
2005,2005-11-08,PC,0,0,NA,NA,NA,NA
2005,2005-11-08,PH,3.29,1.35,NA,NA,NA,NA
2005,2005-11-08,PL,2.49,0.52,NA,NA,NA,NA
