"","Time","Species","F1","F2","F3","F4","F5","F6","F7","F8"
"440","440","BEAL","0","1","90.7138","29.9056","-1","-1","0.632027","0"
"441","441","BEAL","0","1","90.8401","29.9063","-1","-1","0.631213","0"
"442","442","BEAL","0","1","90.9661","29.9071","-1","-1","0.630402","0"
"443","443","BEAL","0","1","91.0921","29.9078","-1","-1","0.629594","0"
"444","444","BEAL","0","1","91.2178","29.9085","-1","-1","0.628788","0"
"445","445","BEAL","0","1","91.3434","29.9092","-1","-1","0.627985","0"
"446","446","BEAL","0","1","91.4688","29.91","-1","-1","0.627185","0"
"447","447","BEAL","0","1","91.5941","29.9107","-1","-1","0.626387","0"
"448","448","BEAL","0","1","91.7192","29.9114","-1","-1","0.625591","0"
"449","449","BEAL","0","1","91.8442","29.9121","-1","-1","0.624799","0"
"450","450","BEAL","0","1","91.969","29.9127","-1","-1","0.624008","0"
"451","451","BEAL","0","1","92.0936","29.9134","-1","-1","0.623221","0"
"452","452","BEAL","0","1","92.2181","29.9141","-1","-1","0.622435","0"
"453","453","BEAL","0","1","92.3425","29.9148","-1","-1","0.621653","0"
"454","454","BEAL","0","1","92.4666","29.9154","-1","-1","0.620873","0"
"455","455","BEAL","0","1","92.5907","29.9161","-1","-1","0.620095","0"
"456","456","BEAL","0","1","92.7145","29.9167","-1","-1","0.61932","0"
"457","457","BEAL","0","1","92.8382","29.9174","-1","-1","0.618547","0"
"458","458","BEAL","0","1","92.9618","29.918","-1","-1","0.617776","0"
"459","459","BEAL","0","1","93.0852","29.9187","-1","-1","0.617009","0"
"460","460","BEAL","0","1","93.2084","29.9193","-1","-1","0.616243","0"
"461","461","BEAL","0","1","93.3315","29.9199","-1","-1","0.61548","0"
"462","462","BEAL","0","1","93.4545","29.9205","-1","-1","0.614719","0"
"463","463","BEAL","0","1","93.5773","29.9212","-1","-1","0.613961","0"
"464","464","BEAL","0","1","93.6999","29.9218","-1","-1","0.613205","0"
"465","465","BEAL","0","1","93.8224","29.9224","-1","-1","0.612451","0"
"466","466","BEAL","0","1","93.9447","29.923","-1","-1","0.6117","0"
"467","467","BEAL","0","1","94.0669","29.9235","-1","-1","0.610951","0"
"468","468","BEAL","0","1","94.189","29.9241","-1","-1","0.610205","0"
"469","469","BEAL","0","1","94.3109","29.9247","-1","-1","0.60946","0"
"470","470","BEAL","0","1","94.4326","29.9253","-1","-1","0.608718","0"
"471","471","BEAL","0","1","94.5542","29.9259","-1","-1","0.607979","0"
"472","472","BEAL","0","1","94.6756","29.9264","-1","-1","0.607241","0"
"473","473","BEAL","0","1","94.7969","29.927","-1","-1","0.606506","0"
"474","474","BEAL","0","1","94.9181","29.9275","-1","-1","0.605773","0"
"475","475","BEAL","0","1","95.0391","29.9281","-1","-1","0.605043","0"
"476","476","BEAL","0","1","95.16","29.9286","-1","-1","0.604314","0"
"477","477","BEAL","0","1","95.2807","29.9292","-1","-1","0.603588","0"
"478","478","BEAL","0","1","95.4013","29.9297","-1","-1","0.602864","0"
"479","479","BEAL","0","1","95.5217","29.9302","-1","-1","0.602142","0"
"480","480","BEAL","0","1","95.642","29.9308","-1","-1","0.601422","0"
"481","481","BEAL","0","1","95.7621","29.9313","-1","-1","0.600705","0"
"482","482","BEAL","0","1","95.8821","29.9318","-1","-1","0.59999","0"
"483","483","BEAL","0","1","96.002","29.9323","-1","-1","0.599277","0"
"484","484","BEAL","0","1","96.1217","29.9328","-1","-1","0.598566","0"
"485","485","BEAL","0","1","96.2413","29.9333","-1","-1","0.597857","0"
"486","486","BEAL","0","1","96.3607","29.9338","-1","-1","0.59715","0"
"487","487","BEAL","0","1","96.48","29.9343","-1","-1","0.596446","0"
"488","488","BEAL","0","1","96.5991","29.9348","-1","-1","0.595743","0"
"489","489","BEAL","0","1","96.7181","29.9353","-1","-1","0.595043","0"
"490","490","BEAL","0","1","96.837","29.9358","-1","-1","0.594344","0"
"491","491","BEAL","0","1","96.9557","29.9363","-1","-1","0.593648","0"
"492","492","BEAL","0","1","97.0743","29.9367","-1","-1","0.592954","0"
"493","493","BEAL","0","1","97.1928","29.9372","-1","-1","0.592262","0"
"494","494","BEAL","0","1","97.3111","29.9377","-1","-1","0.591572","0"
"495","495","BEAL","0","1","97.4293","29.9381","-1","-1","0.590884","0"
"496","496","BEAL","0","1","97.5473","29.9386","-1","-1","0.590198","0"
"497","497","BEAL","0","1","97.6652","29.9391","-1","-1","0.589514","0"
"498","498","BEAL","0","1","97.783","29.9395","-1","-1","0.588832","0"
"499","499","BEAL","0","1","97.9006","29.94","-1","-1","0.588152","0"
"500","500","BEAL","0","1","98.0181","29.9404","-1","-1","0.587474","0"
