"","Time","Species","F1","F2","F3","F4","F5","F6","F7","F8"
"440","440","PRSE","0","1","104.975","29.7456","-1","-1","0.531211","0"
"441","441","PRSE","0","1","105.081","29.7468","-1","-1","0.529963","0"
"442","442","PRSE","0","1","105.187","29.748","-1","-1","0.528722","0"
"443","443","PRSE","0","1","105.292","29.7492","-1","-1","0.527486","0"
"444","444","PRSE","0","1","105.397","29.7504","-1","-1","0.526257","0"
"445","445","PRSE","0","1","105.502","29.7515","-1","-1","0.525033","0"
"446","446","PRSE","0","1","105.607","29.7527","-1","-1","0.523816","0"
"447","447","PRSE","0","1","105.712","29.7539","-1","-1","0.522605","0"
"448","448","PRSE","0","1","105.816","29.755","-1","-1","0.521399","0"
"449","449","PRSE","0","1","105.92","29.7562","-1","-1","0.5202","0"
"450","450","PRSE","0","1","106.024","29.7573","-1","-1","0.519006","0"
"451","451","PRSE","0","1","106.127","29.7584","-1","-1","0.517818","0"
"452","452","PRSE","0","1","106.231","29.7595","-1","-1","0.516636","0"
"453","453","PRSE","0","1","106.334","29.7607","-1","-1","0.515459","0"
"454","454","PRSE","0","1","106.436","29.7618","-1","-1","0.514289","0"
"455","455","PRSE","0","1","106.539","29.7629","-1","-1","0.513123","0"
"456","456","PRSE","0","1","106.642","29.764","-1","-1","0.511964","0"
"457","457","PRSE","0","1","106.744","29.765","-1","-1","0.51081","0"
"458","458","PRSE","0","1","106.846","29.7661","-1","-1","0.509661","0"
"459","459","PRSE","0","1","106.947","29.7672","-1","-1","0.508518","0"
"460","460","PRSE","0","1","107.049","29.7682","-1","-1","0.507381","0"
"461","461","PRSE","0","1","107.15","29.7693","-1","-1","0.506248","0"
"462","462","PRSE","0","1","107.251","29.7703","-1","-1","0.505121","0"
"463","463","PRSE","0","1","107.352","29.7714","-1","-1","0.504","0"
"464","464","PRSE","0","1","107.452","29.7724","-1","-1","0.502884","0"
"465","465","PRSE","0","1","107.553","29.7734","-1","-1","0.501773","0"
"466","466","PRSE","0","1","107.653","29.7745","-1","-1","0.500667","0"
"467","467","PRSE","0","1","107.753","29.7755","-1","-1","0.499566","0"
"468","468","PRSE","0","1","107.853","29.7765","-1","-1","0.49847","0"
"469","469","PRSE","0","1","107.952","29.7775","-1","-1","0.49738","0"
"470","470","PRSE","0","1","108.051","29.7785","-1","-1","0.496294","0"
"471","471","PRSE","0","1","108.15","29.7794","-1","-1","0.495214","0"
"472","472","PRSE","0","1","108.249","29.7804","-1","-1","0.494138","0"
"473","473","PRSE","0","1","108.348","29.7814","-1","-1","0.493068","0"
"474","474","PRSE","0","1","108.446","29.7824","-1","-1","0.492002","0"
"475","475","PRSE","0","1","108.544","29.7833","-1","-1","0.490942","0"
"476","476","PRSE","0","1","108.642","29.7843","-1","-1","0.489886","0"
"477","477","PRSE","0","1","108.74","29.7852","-1","-1","0.488835","0"
"478","478","PRSE","0","1","108.838","29.7862","-1","-1","0.487788","0"
"479","479","PRSE","0","1","108.935","29.7871","-1","-1","0.486747","0"
"480","480","PRSE","0","1","109.032","29.788","-1","-1","0.48571","0"
"481","481","PRSE","0","1","109.129","29.7889","-1","-1","0.484678","0"
"482","482","PRSE","0","1","109.226","29.7899","-1","-1","0.48365","0"
"483","483","PRSE","0","1","109.322","29.7908","-1","-1","0.482627","0"
"484","484","PRSE","0","1","109.419","29.7917","-1","-1","0.481609","0"
"485","485","PRSE","0","1","109.515","29.7926","-1","-1","0.480595","0"
"486","486","PRSE","0","1","109.611","29.7935","-1","-1","0.479586","0"
"487","487","PRSE","0","1","109.706","29.7944","-1","-1","0.478582","0"
"488","488","PRSE","0","1","109.802","29.7952","-1","-1","0.477581","0"
"489","489","PRSE","0","1","109.897","29.7961","-1","-1","0.476585","0"
"490","490","PRSE","0","1","109.992","29.797","-1","-1","0.475594","0"
"491","491","PRSE","0","1","110.087","29.7979","-1","-1","0.474607","0"
"492","492","PRSE","0","1","110.182","29.7987","-1","-1","0.473624","0"
"493","493","PRSE","0","1","110.277","29.7996","-1","-1","0.472646","0"
"494","494","PRSE","0","1","110.371","29.8004","-1","-1","0.471672","0"
"495","495","PRSE","0","1","110.465","29.8013","-1","-1","0.470702","0"
"496","496","PRSE","0","1","110.559","29.8021","-1","-1","0.469737","0"
"497","497","PRSE","0","1","110.653","29.8029","-1","-1","0.468775","0"
"498","498","PRSE","0","1","110.746","29.8038","-1","-1","0.467818","0"
"499","499","PRSE","0","1","110.84","29.8046","-1","-1","0.466865","0"
"500","500","PRSE","0","1","110.933","29.8054","-1","-1","0.465916","0"
