,Time,Species,X,Y,DBH,Height,CR,CD,Growth,NA
476,476,BELE,0,1,87.9709,29.8877,-1,-1,0.669825,0
477,477,BELE,0,1,88.1048,29.8887,-1,-1,0.669108,0
478,478,BELE,0,1,88.2384,29.8896,-1,-1,0.668394,0
479,479,BELE,0,1,88.372,29.8905,-1,-1,0.667682,0
480,480,BELE,0,1,88.5054,29.8915,-1,-1,0.666973,0
481,481,BELE,0,1,88.6386,29.8924,-1,-1,0.666265,0
482,482,BELE,0,1,88.7717,29.8933,-1,-1,0.665559,0
483,483,BELE,0,1,88.9047,29.8942,-1,-1,0.664855,0
484,484,BELE,0,1,89.0375,29.895,-1,-1,0.664153,0
485,485,BELE,0,1,89.1702,29.8959,-1,-1,0.663453,0
486,486,BELE,0,1,89.3028,29.8968,-1,-1,0.662755,0
487,487,BELE,0,1,89.4352,29.8976,-1,-1,0.662059,0
488,488,BELE,0,1,89.5675,29.8985,-1,-1,0.661365,0
489,489,BELE,0,1,89.6996,29.8993,-1,-1,0.660673,0
490,490,BELE,0,1,89.8316,29.9002,-1,-1,0.659983,0
491,491,BELE,0,1,89.9634,29.901,-1,-1,0.659295,0
492,492,BELE,0,1,90.0952,29.9018,-1,-1,0.658609,0
493,493,BELE,0,1,90.2267,29.9026,-1,-1,0.657924,0
494,494,BELE,0,1,90.3582,29.9034,-1,-1,0.657242,0
495,495,BELE,0,1,90.4895,29.9042,-1,-1,0.656562,0
496,496,BELE,0,1,90.6207,29.905,-1,-1,0.655883,0
497,497,BELE,0,1,90.7517,29.9058,-1,-1,0.655206,0
498,498,BELE,0,1,90.8826,29.9066,-1,-1,0.654531,0
499,499,BELE,0,1,91.0134,29.9073,-1,-1,0.653858,0
500,500,BELE,0,1,91.144,29.9081,-1,-1,0.653187,0
