Year, Month, EcoregionIndex, SpeciesName, CohortAge, CohortWoodB, CohortLeafB, MortalityAGEwood, MortalityAGEleaf, MortalityBIOwood, MortalityBIOleaf, availableWater,LAI,tlai,rlai,mineralNalloc, resorbedNalloc, limitLAI, limitH20, limitT, limitCapacity, limitN, maxNPP, Bmax, Bsite, Bcohort, soilTemp, actualWoodNPP, actualLeafNPP, NPPwood, NPPleaf, resorbedNused, mineralNused, Ndemand,deltaWood, deltaLeaf, totalMortalityWood, totalMortalityLeaf, 
15,3,1,querrubr,77,5382.0,0.0,0.01,0.00,3.23,0.00,5.73,0.00,1.41,0.00,0.40,3.43,0.00,1.00,0.01,0.73,1.00,268,32682,24232,5382.0,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.24,0.00,3.24,0.00,
15,3,1,acerrubr,77,3216.5,0.0,0.01,0.00,1.93,0.00,5.73,0.00,5.02,0.00,0.40,2.49,0.00,1.00,0.01,0.73,1.00,268,32682,24228,3216.5,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.94,0.00,1.94,0.00,
15,3,1,acerrubr,69,3525.0,0.0,0.01,0.00,2.11,0.00,5.73,0.00,5.25,0.00,0.40,3.01,0.00,1.00,0.01,0.73,1.00,268,32682,24226,3525.0,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.12,0.00,2.12,0.00,
15,3,1,querrubr,67,4347.8,0.0,0.01,0.00,2.61,0.00,5.73,0.00,1.19,0.00,0.40,3.88,0.00,1.00,0.01,0.73,1.00,268,32682,24224,4347.8,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.61,0.00,2.61,0.00,
15,3,1,querrubr,14,293.7,0.0,0.00,0.00,0.18,0.00,5.73,0.00,0.10,0.00,0.26,0.10,0.00,1.00,0.01,0.73,1.00,268,32682,24222,293.7,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,0.00,0.18,0.00,
15,3,1,acerrubr,12,94.2,0.0,0.00,0.00,0.06,0.00,5.73,0.00,0.29,0.00,0.12,0.05,0.00,1.00,0.01,0.73,1.00,268,32682,24222,94.2,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.06,0.00,0.06,0.00,
15,3,1,acerrubr,10,78.2,0.0,0.00,0.00,0.05,0.00,5.73,0.00,0.24,0.00,0.10,0.05,0.00,1.00,0.01,0.73,1.00,268,32682,24222,78.2,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.05,0.00,
15,3,1,acerrubr,6,50.5,0.0,0.00,0.00,0.03,0.00,5.73,0.00,0.16,0.00,0.07,0.04,0.00,1.00,0.01,0.73,1.00,268,32682,24222,50.5,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.03,0.00,0.03,0.00,
15,3,1,acerrubr,4,36.3,0.0,0.00,0.00,0.02,0.00,5.73,0.00,0.11,0.00,0.05,0.05,0.00,1.00,0.01,0.73,1.00,268,32682,24222,36.3,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,0.00,0.02,0.00,
15,3,1,querrubr,2,38.5,0.0,0.00,0.00,0.02,0.00,5.73,0.00,0.01,0.00,0.04,0.08,0.00,1.00,0.01,0.73,1.00,268,32682,24222,38.5,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,0.00,0.02,0.00,
15,3,1,querrubr,1,20.0,0.0,0.00,0.00,0.01,0.00,5.73,0.00,0.01,0.00,0.02,0.09,0.00,1.00,0.01,0.73,1.00,268,32682,24222,20.0,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.01,0.00,
15,3,1,acerrubr,1,15.0,0.0,0.00,0.00,0.01,0.00,5.73,0.00,0.05,0.00,0.02,0.08,0.00,1.00,0.01,0.73,1.00,268,32682,24222,15.0,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.01,0.00,
15,4,1,querrubr,112,7140.2,0.0,0.15,0.00,4.28,0.00,9.24,0.10,1.76,0.00,0.47,2.18,0.05,1.00,0.25,0.73,1.00,268,32682,24222,7140.2,8.6,1.46,0.62,0.69,0.29,0.02,0.00,0.02,-2.98,0.62,4.43,0.00,
15,4,1,querrubr,77,5378.8,0.0,0.01,0.00,3.23,0.00,9.24,0.10,1.41,0.00,0.47,3.43,0.05,1.00,0.25,0.73,1.00,268,32682,24219,5378.8,8.6,1.55,0.67,0.73,0.31,0.02,0.00,0.02,-1.69,0.67,3.24,0.00,
15,4,1,acerrubr,77,3214.6,0.0,0.01,0.00,1.93,0.00,9.24,0.10,5.02,0.00,0.47,2.49,0.05,1.00,0.06,0.73,1.00,268,32682,24218,3214.6,8.6,0.30,0.20,0.14,0.09,0.01,0.00,0.01,-1.64,0.20,1.94,0.00,
15,4,1,acerrubr,69,3522.9,0.0,0.01,0.00,2.11,0.00,9.24,0.10,5.25,0.00,0.47,3.01,0.05,1.00,0.06,0.73,1.00,268,32682,24217,3522.9,8.6,0.30,0.20,0.14,0.09,0.01,0.00,0.01,-1.82,0.20,2.12,0.00,
15,4,1,querrubr,67,4345.2,0.0,0.01,0.00,2.61,0.00,9.24,0.10,1.19,0.00,0.47,3.88,0.05,1.00,0.25,0.73,1.00,268,32682,24216,4345.2,8.6,1.56,0.67,0.73,0.31,0.02,0.00,0.02,-1.05,0.67,2.61,0.00,
15,4,1,querrubr,14,293.6,0.0,0.00,0.00,0.18,0.00,9.24,0.10,0.10,0.00,0.31,0.10,0.05,1.00,0.25,0.73,1.00,268,32682,24215,293.6,8.6,1.56,0.67,0.74,0.32,0.02,0.00,0.02,1.39,0.67,0.18,0.00,
15,4,1,acerrubr,12,94.1,0.0,0.00,0.00,0.06,0.00,9.24,0.10,0.29,0.00,0.14,0.05,0.05,1.00,0.06,0.73,1.00,268,32682,24217,94.1,8.6,0.31,0.20,0.14,0.10,0.01,0.00,0.01,0.25,0.20,0.06,0.00,
15,4,1,acerrubr,10,78.2,0.0,0.00,0.00,0.05,0.00,9.24,0.10,0.24,0.00,0.12,0.05,0.05,1.00,0.06,0.73,1.00,268,32682,24217,78.2,8.6,0.31,0.20,0.14,0.10,0.01,0.00,0.01,0.26,0.20,0.05,0.00,
15,4,1,acerrubr,6,50.4,0.0,0.00,0.00,0.03,0.00,9.24,0.10,0.16,0.00,0.08,0.04,0.05,1.00,0.06,0.73,1.00,268,32682,24217,50.4,8.6,0.31,0.20,0.14,0.10,0.01,0.00,0.01,0.27,0.20,0.03,0.00,
15,4,1,acerrubr,4,36.3,0.0,0.00,0.00,0.02,0.00,9.24,0.10,0.11,0.00,0.06,0.05,0.05,1.00,0.06,0.73,1.00,268,32682,24217,36.3,8.6,0.31,0.20,0.14,0.10,0.01,0.00,0.01,0.28,0.20,0.02,0.00,
15,4,1,querrubr,2,38.5,0.0,0.00,0.00,0.02,0.00,9.24,0.10,0.01,0.00,0.05,0.08,0.05,1.00,0.25,0.73,1.00,268,32682,24217,38.5,8.6,1.56,0.67,0.74,0.32,0.02,0.00,0.02,1.54,0.67,0.02,0.00,
15,4,1,querrubr,1,20.0,0.0,0.00,0.00,0.01,0.00,9.24,0.10,0.01,0.00,0.02,0.09,0.05,1.00,0.25,0.73,1.00,268,32682,24219,20.0,8.6,1.56,0.67,0.74,0.32,0.02,0.00,0.02,1.55,0.67,0.01,0.00,
15,4,1,acerrubr,1,15.0,0.0,0.00,0.00,0.01,0.00,9.24,0.10,0.05,0.00,0.02,0.08,0.05,1.00,0.06,0.73,1.00,268,32682,24221,15.0,8.6,0.31,0.20,0.14,0.10,0.01,0.00,0.01,0.30,0.20,0.01,0.00,
15,5,1,querrubr,112,7137.2,0.6,0.15,0.00,4.28,0.00,7.85,0.41,1.76,0.23,0.57,2.16,0.17,1.00,0.58,0.73,1.00,268,32682,24222,7137.9,12.8,13.75,5.89,6.46,2.77,0.20,0.00,0.20,9.32,5.89,4.43,0.00,
15,5,1,querrubr,77,5377.1,0.7,0.01,0.00,3.23,0.00,7.85,0.35,1.41,0.25,0.57,3.41,0.15,1.00,0.58,0.73,1.00,268,32682,24238,5377.8,12.8,11.91,5.11,5.60,2.40,0.18,0.00,0.18,8.67,5.11,3.24,0.00,
15,5,1,acerrubr,77,3212.9,0.2,0.01,0.00,1.93,0.00,7.85,0.40,5.02,0.08,0.57,2.48,0.17,1.00,0.14,0.72,1.00,268,32682,24252,3213.1,12.8,2.74,1.83,1.29,0.86,0.06,0.00,0.06,0.81,1.83,1.94,0.00,
15,5,1,acerrubr,69,3521.1,0.2,0.01,0.00,2.11,0.00,7.85,0.43,5.25,0.08,0.57,3.01,0.18,1.00,0.14,0.72,1.00,268,32682,24254,3521.3,12.8,2.88,1.92,1.35,0.90,0.06,0.00,0.06,0.76,1.92,2.12,0.00,
15,5,1,querrubr,67,4344.2,0.7,0.01,0.00,2.61,0.00,7.85,0.29,1.19,0.25,0.57,3.85,0.13,1.00,0.58,0.72,1.00,268,32682,24256,4344.8,12.8,10.16,4.36,4.78,2.05,0.15,0.00,0.15,7.55,4.36,2.61,0.00,
15,5,1,querrubr,14,295.0,0.7,0.00,0.00,0.18,0.00,7.85,0.10,0.10,0.25,0.37,0.08,0.05,1.00,0.58,0.72,1.00,268,32682,24268,295.6,12.8,3.63,1.56,1.71,0.73,0.05,0.00,0.05,3.46,1.56,0.18,0.00,
15,5,1,acerrubr,12,94.4,0.2,0.00,0.00,0.06,0.00,7.85,0.10,0.29,0.08,0.17,0.05,0.05,1.00,0.14,0.72,1.00,268,32682,24273,94.6,12.8,0.73,0.49,0.34,0.23,0.02,0.00,0.02,0.67,0.49,0.06,0.00,
15,5,1,acerrubr,10,78.4,0.2,0.00,0.00,0.05,0.00,7.85,0.10,0.24,0.08,0.14,0.04,0.05,1.00,0.14,0.72,1.00,268,32682,24274,78.6,12.8,0.73,0.49,0.34,0.23,0.02,0.00,0.02,0.68,0.49,0.05,0.00,
15,5,1,acerrubr,6,50.7,0.2,0.00,0.00,0.03,0.00,7.85,0.10,0.16,0.08,0.10,0.03,0.05,1.00,0.14,0.72,1.00,268,32682,24275,50.9,12.8,0.73,0.49,0.34,0.23,0.02,0.00,0.02,0.70,0.49,0.03,0.00,
15,5,1,acerrubr,4,36.6,0.2,0.00,0.00,0.02,0.00,7.85,0.10,0.11,0.08,0.07,0.05,0.05,1.00,0.14,0.72,1.00,268,32682,24277,36.8,12.8,0.73,0.49,0.34,0.23,0.02,0.00,0.02,0.71,0.49,0.02,0.00,
15,5,1,querrubr,2,40.0,0.7,0.00,0.00,0.02,0.00,7.85,0.10,0.01,0.25,0.06,0.05,0.05,1.00,0.58,0.72,1.00,268,32682,24278,40.7,12.8,3.63,1.56,1.71,0.73,0.05,0.00,0.05,3.61,1.56,0.02,0.00,
15,5,1,querrubr,1,21.6,0.7,0.00,0.00,0.01,0.00,7.85,0.10,0.01,0.25,0.03,0.07,0.05,1.00,0.58,0.72,1.00,268,32682,24283,22.2,12.8,3.63,1.56,1.71,0.73,0.05,0.00,0.05,3.62,1.56,0.01,0.00,
15,5,1,acerrubr,1,15.3,0.2,0.00,0.00,0.01,0.00,7.85,0.10,0.05,0.08,0.03,0.08,0.05,1.00,0.14,0.72,1.00,268,32682,24288,15.5,12.8,0.73,0.48,0.34,0.23,0.02,0.00,0.02,0.72,0.48,0.01,0.00,
15,6,1,querrubr,113,7146.6,6.5,0.16,0.00,4.29,0.00,8.75,1.65,1.76,0.94,0.68,1.96,0.54,0.81,0.95,0.72,1.00,268,32682,24289,7153.1,18.3,56.29,24.13,26.46,11.34,0.83,0.00,0.83,51.84,24.13,4.45,0.00,
15,6,1,querrubr,78,5385.8,5.8,0.01,0.00,3.23,0.00,8.75,1.29,1.41,0.91,0.68,3.23,0.45,0.81,0.95,0.72,1.00,268,32682,24365,5391.6,18.3,47.36,20.30,22.26,9.54,0.70,0.00,0.70,44.12,20.30,3.25,0.00,
15,6,1,acerrubr,78,3213.8,2.0,0.01,0.00,1.93,0.00,8.75,2.89,5.02,0.58,0.68,2.42,0.74,0.81,0.35,0.72,1.00,268,32682,24429,3215.8,18.3,23.94,15.96,11.25,7.50,0.50,0.00,0.50,22.00,15.96,1.94,0.00,
15,6,1,acerrubr,70,3521.8,2.1,0.01,0.00,2.11,0.00,8.75,3.11,5.25,0.59,0.68,2.94,0.77,0.81,0.35,0.72,1.00,268,32682,24467,3523.9,18.3,24.68,16.45,11.60,7.73,0.52,0.00,0.52,22.56,16.45,2.12,0.00,
15,6,1,querrubr,68,4351.7,5.0,0.01,0.00,2.61,0.00,8.75,1.05,1.19,0.88,0.68,3.70,0.39,0.81,0.95,0.71,1.00,268,32682,24506,4356.8,18.3,40.12,17.19,18.86,8.08,0.59,0.00,0.59,37.50,17.19,2.62,0.00,
15,6,1,querrubr,15,298.4,2.2,0.00,0.00,0.18,0.00,8.75,0.10,0.10,0.61,0.45,0.02,0.05,0.81,0.95,0.71,1.00,268,32682,24561,300.6,18.3,4.72,2.02,2.22,0.95,0.02,0.05,0.07,4.55,2.02,0.18,0.00,
15,6,1,acerrubr,13,95.0,0.7,0.00,0.00,0.06,0.00,8.75,0.10,0.29,0.25,0.20,0.03,0.05,0.81,0.35,0.71,1.00,268,32682,24568,95.7,18.3,1.47,0.98,0.69,0.46,0.03,0.00,0.03,1.41,0.98,0.06,0.00,
15,6,1,acerrubr,11,79.1,0.7,0.00,0.00,0.05,0.00,8.75,0.10,0.24,0.25,0.17,0.02,0.05,0.81,0.35,0.71,1.00,268,32682,24571,79.8,18.3,1.47,0.98,0.69,0.46,0.02,0.01,0.03,1.42,0.98,0.05,0.00,
15,6,1,acerrubr,7,51.4,0.7,0.00,0.00,0.03,0.00,8.75,0.10,0.16,0.25,0.12,0.01,0.05,0.81,0.35,0.71,1.00,268,32682,24574,52.1,18.3,1.47,0.98,0.69,0.46,0.01,0.02,0.03,1.44,0.98,0.03,0.00,
15,6,1,acerrubr,5,37.3,0.7,0.00,0.00,0.02,0.00,8.75,0.10,0.12,0.25,0.08,0.03,0.05,0.81,0.35,0.71,1.00,268,32682,24576,38.0,18.3,1.47,0.98,0.69,0.46,0.03,0.00,0.03,1.44,0.98,0.02,0.00,
15,6,1,querrubr,3,43.6,2.2,0.00,0.00,0.03,0.00,8.75,0.10,0.01,0.61,0.07,0.00,0.05,0.81,0.95,0.71,1.00,268,32682,24579,45.8,18.3,4.72,2.02,2.22,0.95,0.00,0.07,0.07,4.69,2.02,0.03,0.00,
15,6,1,querrubr,2,25.2,2.2,0.00,0.00,0.02,0.00,8.75,0.10,0.01,0.61,0.04,0.02,0.05,0.81,0.95,0.71,0.74,268,32682,24586,27.4,18.3,3.50,1.50,1.64,0.70,0.02,0.04,0.05,3.48,1.50,0.02,0.00,
15,6,1,acerrubr,2,16.0,0.7,0.00,0.00,0.01,0.00,8.75,0.10,0.05,0.25,0.03,0.06,0.05,0.81,0.35,0.71,1.00,268,32682,24591,16.7,18.3,1.46,0.98,0.69,0.46,0.03,0.00,0.03,1.46,0.98,0.01,0.00,
16,7,1,querrubr,113,7198.4,30.6,0.16,0.00,4.32,0.00,10.02,1.77,1.77,1.00,0.75,1.13,0.56,0.80,1.00,0.71,1.00,268,32682,24632,7229.0,20.6,60.10,25.76,28.24,12.10,0.00,0.89,0.89,55.61,25.75,4.48,0.00,
16,7,1,querrubr,78,5429.9,26.1,0.01,0.00,3.26,0.00,10.02,1.42,1.42,1.00,0.75,2.53,0.49,0.80,1.00,0.70,1.00,268,32682,24713,5456.0,20.6,51.73,22.17,24.31,10.42,0.00,0.76,0.76,48.45,22.17,3.27,0.00,
16,7,1,acerrubr,78,3235.8,18.0,0.01,0.00,1.94,0.00,10.02,5.03,5.03,1.00,0.75,1.92,0.91,0.80,0.47,0.70,1.00,268,32682,24784,3253.7,20.6,38.27,25.51,17.99,11.99,0.00,0.80,0.80,36.32,25.51,1.95,0.00,
16,7,1,acerrubr,70,3544.4,18.6,0.01,0.00,2.13,0.00,10.02,5.26,5.26,1.00,0.75,2.43,0.92,0.80,0.47,0.70,1.00,268,32682,24846,3562.9,20.6,38.52,25.68,18.10,12.07,0.00,0.81,0.81,36.39,25.68,2.13,0.00,
16,7,1,querrubr,68,4389.2,22.2,0.01,0.00,2.63,0.00,10.02,1.20,1.20,1.00,0.75,3.11,0.43,0.80,1.00,0.70,1.00,268,32682,24909,4411.4,20.6,45.05,19.31,21.18,9.08,0.00,0.67,0.67,42.41,19.31,2.64,0.00,
16,7,1,querrubr,15,303.0,4.3,0.00,0.00,0.18,0.00,10.02,0.10,0.10,0.83,0.52,0.00,0.05,0.80,1.00,0.69,1.00,268,32682,24971,307.2,20.6,4.79,2.05,2.25,0.96,0.00,0.07,0.07,4.61,2.05,0.18,0.00,
16,7,1,acerrubr,13,96.4,1.7,0.00,0.00,0.06,0.00,10.02,0.15,0.29,0.51,0.24,0.00,0.07,0.80,0.47,0.69,1.00,268,32682,24977,98.1,20.6,2.81,1.87,1.32,0.88,0.00,0.06,0.06,2.75,1.87,0.06,0.00,
16,7,1,acerrubr,11,80.5,1.7,0.00,0.00,0.05,0.00,10.02,0.12,0.25,0.51,0.21,0.00,0.06,0.80,0.47,0.69,1.00,268,32682,24981,82.2,20.6,2.37,1.58,1.11,0.74,0.00,0.05,0.05,2.32,1.58,0.05,0.00,
16,7,1,acerrubr,7,52.8,1.7,0.00,0.00,0.03,0.00,10.02,0.10,0.16,0.51,0.14,0.00,0.05,0.80,0.47,0.69,1.00,268,32682,24985,54.5,20.6,1.91,1.28,0.90,0.60,0.00,0.04,0.04,1.88,1.28,0.03,0.00,
16,7,1,acerrubr,5,38.7,1.7,0.00,0.00,0.02,0.00,10.02,0.10,0.12,0.51,0.11,0.00,0.05,0.80,0.47,0.69,1.00,268,32682,24988,40.4,20.6,1.91,1.28,0.90,0.60,0.00,0.04,0.04,1.89,1.28,0.02,0.00,
16,7,1,querrubr,3,48.3,4.2,0.00,0.00,0.03,0.00,10.02,0.10,0.02,0.83,0.13,0.00,0.05,0.80,1.00,0.69,1.00,268,32682,24991,52.6,20.6,4.78,2.05,2.25,0.96,0.00,0.07,0.07,4.75,2.05,0.03,0.00,
16,7,1,querrubr,2,28.7,3.7,0.00,0.00,0.02,0.00,10.02,0.10,0.01,0.79,0.08,0.00,0.05,0.80,1.00,0.69,1.00,268,32682,24998,32.4,20.6,4.78,2.05,2.25,0.96,0.00,0.07,0.07,4.76,2.05,0.02,0.00,
16,7,1,acerrubr,2,17.4,1.7,0.00,0.00,0.01,0.00,10.02,0.10,0.05,0.51,0.05,0.03,0.05,0.80,0.47,0.69,1.00,268,32682,25005,19.1,20.6,1.91,1.27,0.90,0.60,0.00,0.04,0.04,1.90,1.27,0.01,0.00,
16,7,1,acerrubr,1,11.8,7.8,0.00,0.00,0.01,0.00,10.02,0.10,0.04,0.96,0.03,0.00,0.05,0.80,0.47,0.69,0.87,268,32682,25008,19.6,20.6,1.66,1.11,0.78,0.52,0.00,0.03,0.03,1.65,1.11,0.01,0.00,
16,7,1,querrubr,1,13.7,5.9,0.00,0.00,0.01,0.00,10.02,0.10,0.00,0.92,0.04,0.00,0.05,0.80,1.00,0.69,0.54,268,32682,25011,19.6,20.6,2.59,1.11,1.22,0.52,0.00,0.04,0.04,2.58,1.11,0.01,0.00,
16,8,1,querrubr,113,7254.0,56.4,0.16,0.00,4.35,0.00,2.61,1.78,1.78,1.00,0.28,1.13,0.57,0.22,0.99,0.69,1.00,268,32682,25015,7310.4,20.0,15.65,6.71,7.35,3.15,0.00,0.23,0.23,11.13,6.70,4.52,0.00,
16,8,1,querrubr,78,5478.4,48.2,0.02,0.00,3.29,0.00,2.61,1.43,1.43,1.00,0.28,2.53,0.49,0.22,0.99,0.69,1.00,268,32682,25033,5526.6,20.0,13.60,5.83,6.39,2.74,0.00,0.20,0.20,10.30,5.83,3.30,0.00,
16,8,1,acerrubr,78,3272.1,43.5,0.01,0.00,1.96,0.00,2.61,5.06,5.06,1.00,0.28,1.92,0.91,0.21,0.44,0.69,1.00,268,32682,25049,3315.6,20.0,9.23,6.16,4.34,2.89,0.00,0.19,0.19,7.26,6.16,1.98,0.00,
16,8,1,acerrubr,70,3580.8,44.3,0.01,0.00,2.15,0.00,2.61,5.29,5.29,1.00,0.28,2.43,0.92,0.21,0.44,0.69,1.00,268,32682,25062,3625.0,20.0,9.32,6.21,4.38,2.92,0.00,0.19,0.19,7.17,6.21,2.16,0.00,
16,8,1,querrubr,68,4431.6,41.5,0.01,0.00,2.66,0.00,2.61,1.21,1.21,1.00,0.28,3.11,0.43,0.22,0.99,0.69,1.00,268,32682,25075,4473.2,20.0,11.98,5.14,5.63,2.41,0.00,0.18,0.18,9.32,5.14,2.67,0.00,
16,8,1,querrubr,15,307.6,6.3,0.00,0.00,0.18,0.00,2.61,0.10,0.10,0.93,0.19,0.00,0.05,0.22,0.99,0.69,1.00,268,32682,25089,313.9,20.0,1.27,0.54,0.60,0.26,0.00,0.02,0.02,1.09,0.54,0.18,0.00,
16,8,1,acerrubr,13,99.2,3.5,0.00,0.00,0.06,0.00,2.61,0.23,0.30,0.78,0.09,0.00,0.10,0.21,0.44,0.69,1.00,268,32682,25091,102.7,20.0,1.06,0.71,0.50,0.33,0.00,0.02,0.02,1.00,0.71,0.06,0.00,
16,8,1,acerrubr,11,82.8,3.2,0.00,0.00,0.05,0.00,2.61,0.19,0.25,0.75,0.08,0.00,0.08,0.21,0.44,0.69,1.00,268,32682,25093,86.1,20.0,0.86,0.58,0.41,0.27,0.00,0.02,0.02,0.81,0.58,0.05,0.00,
16,8,1,acerrubr,7,54.7,2.9,0.00,0.00,0.03,0.00,2.61,0.12,0.17,0.71,0.05,0.00,0.05,0.21,0.44,0.69,1.00,268,32682,25094,57.7,20.0,0.56,0.37,0.26,0.17,0.00,0.01,0.01,0.52,0.37,0.03,0.00,
16,8,1,acerrubr,5,40.6,2.9,0.00,0.00,0.02,0.00,2.61,0.10,0.13,0.71,0.04,0.00,0.05,0.21,0.44,0.69,1.00,268,32682,25095,43.6,20.0,0.47,0.31,0.22,0.15,0.00,0.01,0.01,0.44,0.31,0.02,0.00,
16,8,1,querrubr,3,53.1,6.3,0.00,0.00,0.03,0.00,2.61,0.10,0.02,0.93,0.05,0.00,0.05,0.22,0.99,0.69,1.00,268,32682,25096,59.4,20.0,1.27,0.54,0.60,0.26,0.00,0.02,0.02,1.24,0.54,0.03,0.00,
16,8,1,querrubr,2,33.4,5.8,0.00,0.00,0.02,0.00,2.61,0.10,0.01,0.91,0.03,0.00,0.05,0.22,0.99,0.69,1.00,268,32682,25098,39.2,20.0,1.27,0.54,0.60,0.26,0.00,0.02,0.02,1.25,0.54,0.02,0.00,
16,8,1,acerrubr,2,19.3,2.9,0.00,0.00,0.01,0.00,2.61,0.10,0.06,0.71,0.02,0.03,0.05,0.21,0.44,0.69,1.00,268,32682,25099,22.3,20.0,0.47,0.31,0.22,0.15,0.00,0.01,0.01,0.45,0.31,0.01,0.00,
16,8,1,acerrubr,1,13.4,8.9,0.00,0.00,0.01,0.00,2.61,0.10,0.04,0.98,0.01,0.00,0.05,0.21,0.44,0.69,1.00,268,32682,25100,22.4,20.0,0.47,0.31,0.22,0.15,0.00,0.01,0.01,0.46,0.31,0.01,0.00,
16,8,1,querrubr,1,16.3,7.0,0.00,0.00,0.01,0.00,2.61,0.10,0.01,0.95,0.01,0.00,0.05,0.22,0.99,0.69,0.75,268,32682,25101,23.3,20.0,0.95,0.41,0.45,0.19,0.00,0.01,0.01,0.95,0.41,0.01,0.00,
16,9,1,querrubr,113,7265.1,63.1,0.16,0.00,4.36,63.10,5.18,1.78,1.78,1.00,0.17,1.13,0.57,0.64,0.89,0.69,1.00,268,32682,25102,7328.2,17.0,41.48,17.78,19.50,8.36,0.00,0.61,0.61,36.96,-45.33,4.52,63.10,
16,9,1,querrubr,78,5488.7,54.1,0.02,0.00,3.29,54.07,5.18,1.44,1.44,1.00,0.17,2.53,0.49,0.64,0.89,0.69,1.00,268,32682,25093,5542.7,17.0,36.00,15.43,16.92,7.25,0.00,0.53,0.53,32.69,-38.64,3.31,54.07,
16,9,1,acerrubr,78,3279.3,49.7,0.01,0.00,1.97,49.65,5.18,5.07,5.07,1.00,0.17,1.92,0.91,0.64,0.28,0.69,1.00,268,32682,25087,3329.0,17.0,18.10,12.07,8.51,5.67,0.00,0.00,0.38,16.12,-37.59,1.98,49.65,
16,9,1,acerrubr,70,3587.9,50.5,0.01,0.00,2.15,50.47,5.18,5.29,5.29,1.00,0.17,2.43,0.92,0.64,0.28,0.69,1.00,268,32682,25066,3638.4,17.0,18.31,12.21,8.61,5.74,0.00,0.00,0.38,16.15,-38.26,2.16,50.47,
16,9,1,querrubr,68,4441.0,46.7,0.01,0.00,2.66,46.66,5.18,1.21,1.21,1.00,0.17,3.11,0.43,0.64,0.89,0.69,1.00,268,32682,25044,4487.6,17.0,31.91,13.67,15.00,6.43,0.00,0.00,0.47,29.24,-32.99,2.67,46.66,
16,9,1,querrubr,15,308.7,6.8,0.00,0.00,0.19,6.85,5.18,0.10,0.10,0.94,0.12,0.00,0.05,0.64,0.89,0.69,1.00,268,32682,25040,315.5,17.0,3.38,1.45,1.59,0.68,0.00,0.00,0.05,3.20,-5.40,0.19,6.85,
16,9,1,acerrubr,13,100.2,4.2,0.00,0.00,0.06,4.25,5.18,0.25,0.30,0.83,0.05,0.00,0.11,0.64,0.28,0.69,1.00,268,32682,25038,104.4,17.0,2.25,1.50,1.06,0.71,0.00,0.00,0.05,2.19,-2.74,0.06,4.25,
16,9,1,acerrubr,11,83.7,3.8,0.00,0.00,0.05,3.82,5.18,0.20,0.26,0.80,0.05,0.00,0.09,0.64,0.28,0.69,1.00,268,32682,25037,87.5,17.0,1.84,1.22,0.86,0.58,0.00,0.00,0.04,1.79,-2.60,0.05,3.82,
16,9,1,acerrubr,7,55.3,3.3,0.00,0.00,0.03,3.31,5.18,0.13,0.17,0.75,0.03,0.00,0.06,0.64,0.28,0.69,1.00,268,32682,25036,58.6,17.0,1.17,0.78,0.55,0.37,0.00,0.00,0.02,1.14,-2.53,0.03,3.31,
16,9,1,acerrubr,5,41.1,3.3,0.00,0.00,0.02,3.25,5.18,0.10,0.13,0.75,0.02,0.00,0.05,0.64,0.28,0.69,1.00,268,32682,25035,44.3,17.0,0.92,0.61,0.43,0.29,0.00,0.00,0.02,0.89,-2.64,0.02,3.25,
16,9,1,querrubr,3,54.3,6.8,0.00,0.00,0.03,6.84,5.18,0.10,0.02,0.94,0.03,0.00,0.05,0.64,0.89,0.69,0.57,268,32682,25033,61.1,17.0,1.93,0.83,0.91,0.39,0.00,0.00,0.03,1.89,-6.02,0.03,6.84,
16,9,1,querrubr,2,34.7,6.3,0.00,0.00,0.02,6.32,5.18,0.10,0.01,0.93,0.02,0.00,0.05,0.64,0.89,0.69,0.35,268,32682,25029,41.0,17.0,1.19,0.51,0.56,0.24,0.00,0.00,0.02,1.16,-5.81,0.02,6.32,
16,9,1,acerrubr,2,19.8,3.2,0.00,0.00,0.01,3.25,5.18,0.10,0.06,0.75,0.01,0.03,0.05,0.64,0.28,0.69,1.00,268,32682,25025,23.0,17.0,0.92,0.61,0.43,0.29,0.00,0.00,0.02,0.91,-2.64,0.01,3.25,
16,9,1,acerrubr,1,13.9,9.3,0.00,0.00,0.01,9.26,5.18,0.10,0.04,0.98,0.01,0.00,0.05,0.64,0.28,0.69,0.41,268,32682,25023,23.1,17.0,0.37,0.25,0.18,0.12,0.00,0.00,0.01,0.36,-9.01,0.01,9.26,
