Year, Month, EcoregionIndex, SpeciesName, CohortAge, CohortWoodB, CohortLeafB, MortalityAGEwood, MortalityAGEleaf, MortalityBIOwood, MortalityBIOleaf, availableWater,LAI,tlai,rlai,mineralNalloc, resorbedNalloc, limitLAI, limitH20, limitT, limitCapacity, limitN, maxNPP, Bmax, Bsite, Bcohort, soilTemp, actualWoodNPP, actualLeafNPP, NPPwood, NPPleaf, resorbedNused, mineralNused, Ndemand,deltaWood, deltaLeaf, totalMortalityWood, totalMortalityLeaf, 
1,7,1,querrubr,98,5210.3,9.9,0.05,0.00,3.13,0.00,8.25,1.36,1.38,0.99,0.55,0.08,0.47,0.72,0.95,0.93,0.76,268,32682,15626,5220.2,18.3,42.47,18.20,19.96,8.55,0.00,0.63,0.63,39.30,18.20,3.17,0.00,
1,7,1,querrubr,63,3401.7,8.2,0.00,0.00,2.04,0.00,8.25,0.93,0.96,0.97,0.55,0.28,0.36,0.72,0.95,0.93,1.00,268,32682,15683,3409.9,18.3,42.39,18.17,19.92,8.54,0.00,0.63,0.63,40.34,18.17,2.04,0.00,
1,7,1,acerrubr,63,2066.7,3.0,0.00,0.00,1.24,0.00,8.25,2.83,3.93,0.72,0.55,0.19,0.74,0.72,0.35,0.93,1.00,268,32682,15742,2069.7,18.3,27.16,18.11,12.77,8.51,0.00,0.57,0.57,25.92,18.11,1.24,0.00,
1,7,1,acerrubr,55,2308.0,2.5,0.00,0.00,1.38,0.00,8.25,2.75,4.20,0.66,0.55,0.48,0.73,0.72,0.35,0.92,1.00,268,32682,15786,2310.5,18.3,26.79,17.86,12.59,8.39,0.00,0.56,0.56,25.40,17.86,1.39,0.00,
1,7,1,querrubr,53,2611.7,7.2,0.00,0.00,1.57,0.00,8.25,0.73,0.77,0.95,0.55,0.85,0.29,0.72,0.95,0.92,1.00,268,32682,15829,2618.9,18.3,34.53,14.80,16.23,6.96,0.00,0.00,0.51,32.97,14.80,1.57,0.00,
1,8,1,querrubr,98,5249.6,28.1,0.05,0.00,3.15,0.00,9.31,1.39,1.39,1.00,0.19,0.08,0.48,0.90,0.94,0.92,0.26,268,32682,15877,5277.7,18.1,17.98,7.70,8.45,3.62,0.00,0.27,0.27,14.78,7.70,3.20,0.00,
1,8,1,querrubr,63,3442.0,26.4,0.00,0.00,2.07,0.00,9.31,0.97,0.97,1.00,0.19,0.28,0.37,0.90,0.94,0.92,0.58,268,32682,15900,3468.4,18.1,31.21,13.37,14.67,6.29,0.00,0.46,0.46,29.14,13.37,2.07,0.00,
1,8,1,acerrubr,63,2092.6,21.1,0.00,0.00,1.26,0.00,9.31,3.96,3.96,1.00,0.19,0.19,0.84,0.90,0.33,0.92,0.48,268,32682,15942,2113.7,18.1,17.81,11.87,8.37,5.58,0.00,0.00,0.37,16.55,11.87,1.26,0.00,
1,8,1,acerrubr,55,2333.4,20.4,0.00,0.00,1.40,0.00,9.31,4.22,4.22,1.00,0.19,0.48,0.86,0.90,0.33,0.92,0.84,268,32682,15971,2353.8,18.1,31.87,21.25,14.98,9.99,0.00,0.00,0.67,30.47,21.25,1.40,0.00,
1,8,1,querrubr,53,2644.7,22.0,0.00,0.00,1.59,0.00,9.31,0.77,0.77,1.00,0.19,0.85,0.30,0.90,0.94,0.92,1.00,268,32682,16023,2666.7,18.1,44.65,19.14,20.99,8.99,0.00,0.00,0.66,43.06,19.14,1.59,0.00,
1,9,1,querrubr,98,5264.4,35.8,0.05,0.00,3.16,35.84,2.17,1.39,1.39,1.00,0.17,0.08,0.48,0.25,0.86,0.92,0.96,268,32682,16085,5300.2,16.5,16.91,7.25,7.95,3.41,0.00,0.25,0.25,13.70,-28.60,3.21,35.84,
1,9,1,querrubr,63,3471.2,39.7,0.00,0.00,2.08,39.74,2.17,0.98,0.98,1.00,0.17,0.28,0.37,0.25,0.86,0.92,1.00,268,32682,16070,3510.9,16.5,13.59,5.83,6.39,2.74,0.00,0.20,0.20,11.51,-33.91,2.09,39.74,
1,9,1,acerrubr,63,2109.1,33.0,0.00,0.00,1.27,32.99,2.17,3.98,3.98,1.00,0.17,0.19,0.85,0.24,0.26,0.92,1.00,268,32682,16048,2142.1,16.5,7.91,5.27,3.72,2.48,0.00,0.17,0.17,6.64,-27.71,1.27,32.99,
1,9,1,acerrubr,55,2363.9,41.6,0.00,0.00,1.42,41.63,2.17,4.26,4.26,1.00,0.17,0.48,0.86,0.24,0.26,0.92,1.00,268,32682,16027,2405.5,16.5,8.09,5.39,3.80,2.53,0.00,0.17,0.17,6.67,-36.24,1.42,41.63,
1,9,1,querrubr,53,2687.7,41.2,0.00,0.00,1.61,41.16,2.17,0.79,0.79,1.00,0.17,0.85,0.31,0.25,0.86,0.92,1.00,268,32682,15997,2728.9,16.5,11.36,4.87,5.34,2.29,0.00,0.00,0.17,9.75,-36.29,1.61,41.16,
1,10,1,querrubr,98,5278.1,7.2,0.05,0.00,3.17,7.25,1.99,1.33,1.39,0.95,0.07,0.47,0.46,0.97,0.07,0.92,1.00,268,32682,15971,5285.3,4.8,5.61,2.40,2.63,1.13,0.00,0.08,0.08,2.39,-4.84,3.21,7.25,
1,10,1,querrubr,63,3482.7,5.8,0.00,0.00,2.09,5.83,1.99,0.90,0.98,0.91,0.07,0.70,0.35,0.97,0.07,0.92,1.00,268,32682,15968,3488.5,4.8,4.19,1.80,1.97,0.84,0.00,0.06,0.06,2.10,-4.03,2.09,5.83,
1,10,1,acerrubr,63,2115.8,5.3,0.00,0.00,1.27,5.27,1.99,3.56,3.99,0.89,0.07,0.46,0.81,0.97,0.02,0.92,1.00,268,32682,15966,2121.0,4.8,2.69,1.79,1.27,0.84,0.00,0.06,0.06,1.42,-3.48,1.27,5.27,
1,10,1,acerrubr,55,2370.5,5.4,0.00,0.00,1.42,5.39,1.99,3.83,4.26,0.90,0.07,0.82,0.83,0.97,0.02,0.92,1.00,268,32682,15963,2375.9,4.8,2.77,1.84,1.30,0.87,0.00,0.06,0.06,1.34,-3.55,1.42,5.39,
1,10,1,querrubr,53,2697.5,4.9,0.00,0.00,1.62,4.87,1.99,0.69,0.79,0.87,0.07,1.29,0.28,0.97,0.07,0.92,1.00,268,32682,15961,2702.4,4.8,3.35,1.44,1.58,0.68,0.00,0.05,0.05,1.73,-3.43,1.62,4.87,
1,11,1,querrubr,98,5280.5,2.4,0.05,0.00,3.17,2.40,3.23,0.00,1.39,0.64,0.14,0.54,0.00,1.00,0.02,0.92,1.00,268,32682,15959,5282.9,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.22,-2.40,3.22,2.40,
1,11,1,querrubr,63,3484.8,1.8,0.00,0.00,2.09,1.80,3.23,0.00,0.99,0.53,0.14,0.76,0.00,1.00,0.02,0.92,1.00,268,32682,15954,3486.6,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.09,-1.80,2.09,1.80,
1,11,1,acerrubr,63,2117.2,1.8,0.00,0.00,1.27,1.79,3.23,0.00,3.99,0.53,0.14,0.50,0.00,1.00,0.01,0.92,1.00,268,32682,15950,2119.0,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.27,-1.79,1.27,1.79,
1,11,1,acerrubr,55,2371.9,1.8,0.00,0.00,1.42,1.84,3.23,0.00,4.26,0.54,0.14,0.86,0.00,1.00,0.01,0.92,1.00,268,32682,15947,2373.7,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.43,-1.84,1.43,1.84,
1,11,1,querrubr,53,2699.2,1.4,0.00,0.00,1.62,1.44,3.23,0.00,0.79,0.46,0.14,1.34,0.00,1.00,0.02,0.92,1.00,268,32682,15944,2700.7,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.62,-1.44,1.62,1.44,
1,12,1,querrubr,98,5277.3,0.0,0.05,0.00,3.17,0.00,2.99,0.00,1.39,0.00,0.23,0.57,0.00,0.01,0.00,0.92,1.00,268,32682,15941,5277.3,-2.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.21,0.00,3.21,0.00,
1,12,1,querrubr,63,3482.7,0.0,0.00,0.00,2.09,0.00,2.99,0.00,0.98,0.00,0.23,0.78,0.00,0.01,0.00,0.92,1.00,268,32682,15938,3482.7,-2.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.09,0.00,2.09,0.00,
1,12,1,acerrubr,63,2115.9,0.0,0.00,0.00,1.27,0.00,2.99,0.00,3.99,0.00,0.23,0.51,0.00,0.01,0.00,0.92,1.00,268,32682,15936,2115.9,-2.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.27,0.00,1.27,0.00,
1,12,1,acerrubr,55,2370.4,0.0,0.00,0.00,1.42,0.00,2.99,0.00,4.26,0.00,0.23,0.88,0.00,0.01,0.00,0.92,1.00,268,32682,15935,2370.4,-2.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.42,0.00,1.42,0.00,
1,12,1,querrubr,53,2697.6,0.0,0.00,0.00,1.62,0.00,2.99,0.00,0.79,0.00,0.23,1.36,0.00,0.01,0.00,0.92,1.00,268,32682,15934,2697.6,-2.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.62,0.00,1.62,0.00,
1,1,1,querrubr,98,5274.0,0.0,0.05,0.00,3.16,0.00,2.48,0.00,1.39,0.00,0.25,0.57,0.00,0.01,0.00,0.92,1.00,268,32682,15932,5274.0,-4.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.21,0.00,3.21,0.00,
1,1,1,querrubr,63,3480.6,0.0,0.00,0.00,2.09,0.00,2.48,0.00,0.98,0.00,0.25,0.78,0.00,0.01,0.00,0.92,1.00,268,32682,15928,3480.6,-4.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.09,0.00,2.09,0.00,
1,1,1,acerrubr,63,2114.6,0.0,0.00,0.00,1.27,0.00,2.48,0.00,3.99,0.00,0.25,0.51,0.00,0.01,0.00,0.92,1.00,268,32682,15926,2114.6,-4.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.27,0.00,1.27,0.00,
1,1,1,acerrubr,55,2369.0,0.0,0.00,0.00,1.42,0.00,2.48,0.00,4.26,0.00,0.25,0.88,0.00,0.01,0.00,0.92,1.00,268,32682,15925,2369.0,-4.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.42,0.00,1.42,0.00,
1,1,1,querrubr,53,2696.0,0.0,0.00,0.00,1.62,0.00,2.48,0.00,0.79,0.00,0.25,1.36,0.00,0.01,0.00,0.92,1.00,268,32682,15923,2696.0,-4.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.62,0.00,1.62,0.00,
1,2,1,querrubr,98,5270.8,0.0,0.05,0.00,3.16,0.00,2.72,0.00,1.39,0.00,0.27,0.57,0.00,0.01,0.00,0.92,1.00,268,32682,15922,5270.8,-3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.21,0.00,3.21,0.00,
1,2,1,querrubr,63,3478.5,0.0,0.00,0.00,2.09,0.00,2.72,0.00,0.98,0.00,0.27,0.78,0.00,0.01,0.00,0.92,1.00,268,32682,15919,3478.5,-3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.09,0.00,2.09,0.00,
1,2,1,acerrubr,63,2113.4,0.0,0.00,0.00,1.27,0.00,2.72,0.00,3.98,0.00,0.27,0.51,0.00,0.01,0.00,0.92,1.00,268,32682,15917,2113.4,-3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.27,0.00,1.27,0.00,
1,2,1,acerrubr,55,2367.6,0.0,0.00,0.00,1.42,0.00,2.72,0.00,4.26,0.00,0.27,0.88,0.00,0.01,0.00,0.92,1.00,268,32682,15916,2367.6,-3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.42,0.00,1.42,0.00,
1,2,1,querrubr,53,2694.4,0.0,0.00,0.00,1.62,0.00,2.72,0.00,0.79,0.00,0.27,1.36,0.00,0.01,0.00,0.92,1.00,268,32682,15915,2694.4,-3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.62,0.00,1.62,0.00,
1,3,1,querrubr,98,5267.6,0.0,0.05,0.00,3.16,0.00,6.73,0.00,1.39,0.00,0.29,0.57,0.00,0.01,0.00,0.92,1.00,268,32682,15913,5267.6,-1.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.21,0.00,3.21,0.00,
1,3,1,querrubr,63,3476.4,0.0,0.00,0.00,2.09,0.00,6.73,0.00,0.98,0.00,0.29,0.78,0.00,0.01,0.00,0.92,1.00,268,32682,15910,3476.4,-1.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.09,0.00,2.09,0.00,
1,3,1,acerrubr,63,2112.1,0.0,0.00,0.00,1.27,0.00,6.73,0.00,3.98,0.00,0.29,0.51,0.00,0.01,0.00,0.92,1.00,268,32682,15908,2112.1,-1.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.27,0.00,1.27,0.00,
1,3,1,acerrubr,55,2366.2,0.0,0.00,0.00,1.42,0.00,6.73,0.00,4.26,0.00,0.29,0.88,0.00,0.01,0.00,0.92,1.00,268,32682,15906,2366.2,-1.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.42,0.00,1.42,0.00,
1,3,1,querrubr,53,2692.7,0.0,0.00,0.00,1.62,0.00,6.73,0.00,0.79,0.00,0.29,1.36,0.00,0.01,0.00,0.92,1.00,268,32682,15904,2692.7,-1.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.62,0.00,1.62,0.00,
1,4,1,querrubr,98,5264.4,0.0,0.05,0.00,3.16,0.00,12.74,0.10,1.39,0.00,0.31,0.57,0.05,1.00,0.08,0.92,1.00,268,32682,15903,5264.4,5.1,0.60,0.26,0.28,0.12,0.01,0.00,0.01,-2.61,0.26,3.21,0.00,
1,4,1,querrubr,63,3474.3,0.0,0.00,0.00,2.08,0.00,12.74,0.10,0.98,0.00,0.31,0.78,0.05,1.00,0.08,0.92,1.00,268,32682,15901,3474.3,5.1,0.63,0.27,0.30,0.13,0.01,0.00,0.01,-1.46,0.27,2.09,0.00,
1,4,1,acerrubr,63,2110.8,0.0,0.00,0.00,1.27,0.00,12.74,0.10,3.98,0.00,0.31,0.51,0.05,1.00,0.02,0.92,1.00,268,32682,15900,2110.8,5.1,0.16,0.11,0.08,0.05,0.00,0.00,0.00,-1.10,0.11,1.27,0.00,
1,4,1,acerrubr,55,2364.7,0.0,0.00,0.00,1.42,0.00,12.74,0.10,4.26,0.00,0.31,0.88,0.05,1.00,0.02,0.92,1.00,268,32682,15899,2364.7,5.1,0.17,0.11,0.08,0.05,0.00,0.00,0.00,-1.26,0.11,1.42,0.00,
1,4,1,querrubr,53,2691.1,0.0,0.00,0.00,1.61,0.00,12.74,0.10,0.79,0.00,0.31,1.36,0.05,1.00,0.08,0.92,1.00,268,32682,15898,2691.1,5.1,0.63,0.27,0.30,0.13,0.01,0.00,0.01,-0.98,0.27,1.62,0.00,
1,5,1,querrubr,98,5261.8,0.3,0.05,0.00,3.16,0.00,12.19,0.14,1.39,0.10,0.36,0.56,0.06,1.00,0.57,0.92,1.00,268,32682,15897,5262.1,12.6,6.37,2.73,3.00,1.28,0.09,0.00,0.09,3.17,2.73,3.21,0.00,
1,5,1,querrubr,63,3472.9,0.3,0.00,0.00,2.08,0.00,12.19,0.11,0.98,0.11,0.36,0.77,0.05,1.00,0.57,0.92,1.00,268,32682,15902,3473.1,12.6,4.79,2.05,2.25,0.97,0.07,0.00,0.07,2.71,2.05,2.09,0.00,
1,5,1,acerrubr,63,2109.7,0.1,0.00,0.00,1.27,0.00,12.19,0.18,3.98,0.05,0.36,0.51,0.08,1.00,0.13,0.92,1.00,268,32682,15906,2109.8,12.6,1.60,1.07,0.75,0.50,0.03,0.00,0.03,0.33,1.07,1.27,0.00,
1,5,1,acerrubr,55,2363.5,0.1,0.00,0.00,1.42,0.00,12.19,0.19,4.25,0.05,0.36,0.87,0.09,1.00,0.13,0.92,1.00,268,32682,15908,2363.6,12.6,1.71,1.14,0.80,0.54,0.04,0.00,0.04,0.29,1.14,1.42,0.00,
1,5,1,querrubr,53,2690.1,0.3,0.00,0.00,1.61,0.00,12.19,0.10,0.79,0.11,0.36,1.35,0.05,1.00,0.57,0.92,1.00,268,32682,15910,2690.4,12.6,4.53,1.94,2.13,0.91,0.07,0.00,0.07,2.91,1.94,1.62,0.00,
1,6,1,querrubr,99,5265.0,3.0,0.05,0.00,3.16,0.00,6.91,1.00,1.39,0.72,0.44,0.47,0.37,0.65,0.90,0.92,1.00,268,32682,15915,5268.0,17.1,37.93,16.25,17.82,7.64,0.47,0.10,0.56,34.72,16.25,3.21,0.00,
1,6,1,querrubr,64,3475.6,2.3,0.00,0.00,2.09,0.00,6.91,0.62,0.98,0.63,0.44,0.70,0.25,0.65,0.90,0.92,1.00,268,32682,15966,3477.9,17.1,25.47,10.92,11.97,5.13,0.38,0.00,0.38,23.38,10.92,2.09,0.00,
1,6,1,acerrubr,64,2110.1,1.2,0.00,0.00,1.27,0.00,6.91,1.56,3.98,0.39,0.43,0.48,0.52,0.65,0.29,0.92,1.00,268,32682,16001,2111.2,17.1,14.46,9.64,6.79,4.53,0.30,0.00,0.30,13.19,9.64,1.27,0.00,
1,6,1,acerrubr,56,2363.8,1.3,0.00,0.00,1.42,0.00,6.91,1.75,4.26,0.41,0.44,0.84,0.56,0.65,0.29,0.92,1.00,268,32682,16024,2365.0,17.1,15.59,10.39,7.32,4.88,0.33,0.00,0.33,14.16,10.39,1.42,0.00,
1,6,1,querrubr,54,2693.0,2.2,0.00,0.00,1.62,0.00,6.91,0.48,0.79,0.61,0.44,1.28,0.20,0.65,0.90,0.92,1.00,268,32682,16048,2695.3,17.1,20.39,8.74,9.58,4.11,0.30,0.00,0.30,18.77,8.74,1.62,0.00,
2,7,1,querrubr,99,5299.7,19.2,0.05,0.00,3.18,0.00,9.43,1.40,1.40,1.00,0.50,0.00,0.48,0.75,1.00,0.92,0.55,268,32682,16104,5318.9,20.4,33.83,14.50,15.90,6.81,0.00,0.50,0.50,30.60,14.50,3.23,0.00,
2,7,1,querrubr,64,3498.9,13.2,0.00,0.00,2.10,0.00,9.43,0.98,0.99,1.00,0.50,0.33,0.37,0.75,1.00,0.92,1.00,268,32682,16150,3512.2,20.4,47.83,20.50,22.48,9.63,0.00,0.71,0.71,45.73,20.50,2.10,0.00,
2,7,1,acerrubr,64,2123.2,10.8,0.00,0.00,1.27,0.00,9.43,3.95,4.00,0.99,0.50,0.17,0.84,0.75,0.46,0.92,0.75,268,32682,16216,2134.1,20.4,32.21,21.48,15.14,10.09,0.00,0.67,0.67,30.94,21.48,1.28,0.00,
2,7,1,acerrubr,56,2377.9,11.6,0.00,0.00,1.43,0.00,9.43,4.24,4.27,0.99,0.50,0.51,0.86,0.75,0.46,0.92,1.00,268,32682,16268,2389.6,20.4,43.76,29.18,20.57,13.71,0.00,0.00,0.92,42.33,29.18,1.43,0.00,
2,7,1,querrubr,54,2711.8,10.9,0.00,0.00,1.63,0.00,9.43,0.78,0.79,0.99,0.50,0.98,0.31,0.75,1.00,0.92,1.00,268,32682,16340,2722.8,20.4,39.67,17.00,18.64,7.99,0.00,0.00,0.59,38.04,17.00,1.63,0.00,
2,7,1,querrubr,1,20.8,8.9,0.00,0.00,0.01,0.00,9.43,0.10,0.01,0.98,0.04,0.00,0.05,0.75,1.00,0.92,0.44,268,32682,16395,29.8,20.4,2.58,1.10,1.21,0.52,0.00,0.00,0.04,2.56,1.10,0.01,0.00,
2,8,1,querrubr,99,5330.3,33.7,0.05,0.00,3.20,0.00,6.62,1.40,1.40,1.00,0.21,0.00,0.48,0.57,1.00,0.92,0.30,268,32682,16399,5364.0,20.2,14.05,6.02,6.60,2.83,0.00,0.21,0.21,10.80,6.02,3.25,0.00,
2,8,1,querrubr,64,3544.7,33.7,0.00,0.00,2.13,0.00,6.62,1.00,1.00,1.00,0.21,0.33,0.37,0.57,1.00,0.92,0.99,268,32682,16415,3578.4,20.2,36.21,15.52,17.02,7.29,0.00,0.54,0.54,34.08,15.52,2.13,0.00,
2,8,1,acerrubr,64,2154.2,32.3,0.00,0.00,1.29,0.00,6.62,4.03,4.03,1.00,0.21,0.17,0.85,0.57,0.45,0.92,0.58,268,32682,16465,2186.5,20.2,18.24,12.16,8.57,5.72,0.00,0.00,0.38,16.94,12.16,1.30,0.00,
2,8,1,acerrubr,56,2420.3,40.8,0.00,0.00,1.45,0.00,6.62,4.31,4.31,1.00,0.21,0.51,0.87,0.57,0.45,0.92,1.00,268,32682,16494,2461.1,20.2,32.41,21.60,15.23,10.15,0.00,0.00,0.68,30.95,21.60,1.45,0.00,
2,8,1,querrubr,54,2749.9,27.9,0.00,0.00,1.65,0.00,6.62,0.80,0.80,1.00,0.21,0.98,0.31,0.57,1.00,0.92,1.00,268,32682,16546,2777.8,20.2,30.58,13.11,14.37,6.16,0.00,0.00,0.45,28.93,13.11,1.65,0.00,
2,8,1,querrubr,1,23.4,10.0,0.00,0.00,0.01,0.00,6.62,0.10,0.01,0.99,0.02,0.00,0.05,0.57,1.00,0.91,0.24,268,32682,16588,33.4,20.2,1.07,0.46,0.50,0.22,0.00,0.00,0.02,1.06,0.46,0.01,0.00,
2,9,1,querrubr,99,5341.1,39.8,0.05,0.00,3.20,39.76,8.34,1.40,1.40,1.00,0.18,0.00,0.48,1.00,0.71,0.91,0.21,268,32682,16589,5380.8,14.4,12.12,5.19,5.70,2.44,0.00,0.18,0.18,8.86,-34.57,3.26,39.76,
2,9,1,querrubr,64,3578.8,49.3,0.00,0.00,2.15,49.26,8.34,1.01,1.01,1.00,0.18,0.33,0.38,1.00,0.71,0.92,0.74,268,32682,16564,3628.0,14.4,34.28,14.69,16.11,6.90,0.00,0.51,0.51,32.13,-34.57,2.15,49.26,
2,9,1,acerrubr,64,2171.1,44.4,0.00,0.00,1.30,44.45,8.34,4.05,4.05,1.00,0.18,0.17,0.85,1.00,0.18,0.92,0.74,268,32682,16561,2215.6,14.4,16.88,11.25,7.93,5.29,0.00,0.00,0.35,15.57,-33.20,1.31,44.45,
2,9,1,acerrubr,56,2451.2,62.4,0.00,0.00,1.47,62.42,8.34,4.34,4.34,1.00,0.18,0.51,0.87,1.00,0.18,0.92,1.00,268,32682,16543,2513.7,14.4,23.28,15.52,10.94,7.29,0.00,0.00,0.49,21.80,-46.90,1.47,62.42,
2,9,1,querrubr,54,2778.8,41.1,0.00,0.00,1.67,41.06,8.34,0.81,0.81,1.00,0.18,0.98,0.32,1.00,0.71,0.92,1.00,268,32682,16518,2819.8,14.4,38.67,16.57,18.17,7.79,0.00,0.00,0.57,37.00,-24.48,1.67,41.06,
2,9,1,querrubr,1,24.5,10.5,0.00,0.00,0.01,10.49,8.34,0.10,0.01,0.99,0.01,0.00,0.05,1.00,0.71,0.92,0.16,268,32682,16531,34.9,14.4,0.92,0.40,0.43,0.19,0.00,0.00,0.01,0.91,-10.09,0.01,10.49,
2,10,1,querrubr,99,5349.9,5.2,0.05,0.00,3.21,5.19,6.95,1.25,1.41,0.89,0.23,0.43,0.44,1.00,0.18,0.92,1.00,268,32682,16522,5355.1,7.4,13.55,5.81,6.37,2.73,0.00,0.20,0.20,10.29,0.61,3.26,5.19,
2,10,1,querrubr,64,3610.9,14.7,0.00,0.00,2.17,14.69,6.95,1.01,1.02,1.00,0.23,0.85,0.38,1.00,0.18,0.92,1.00,268,32682,16533,3625.6,7.4,11.58,4.96,5.44,2.33,0.00,0.17,0.17,9.41,-9.73,2.17,14.69,
2,10,1,acerrubr,64,2186.7,11.3,0.00,0.00,1.31,11.25,6.95,4.03,4.07,0.99,0.23,0.53,0.85,1.00,0.04,0.92,1.00,268,32682,16533,2197.9,7.4,5.40,3.60,2.54,1.69,0.00,0.11,0.11,4.08,-7.65,1.32,11.25,
2,10,1,acerrubr,56,2473.0,15.5,0.00,0.00,1.48,15.52,6.95,4.36,4.37,1.00,0.23,1.02,0.87,1.00,0.04,0.92,1.00,268,32682,16530,2488.6,7.4,5.53,3.69,2.60,1.73,0.00,0.12,0.12,4.05,-11.83,1.49,15.52,
2,10,1,querrubr,54,2815.8,16.6,0.00,0.00,1.69,16.57,6.95,0.82,0.82,1.00,0.23,1.42,0.32,1.00,0.18,0.92,1.00,268,32682,16522,2832.4,7.4,9.75,4.18,4.58,1.96,0.00,0.14,0.14,8.06,-12.39,1.69,16.57,
2,10,1,querrubr,1,25.4,0.4,0.00,0.00,0.02,0.40,6.95,0.10,0.01,0.15,0.02,0.11,0.05,1.00,0.18,0.92,1.00,268,32682,16518,25.8,7.4,1.40,0.60,0.66,0.28,0.00,0.02,0.02,1.39,0.21,0.02,0.40,
2,11,1,querrubr,99,5360.2,5.8,0.05,0.00,3.22,5.81,5.85,0.00,1.41,0.91,0.22,0.48,0.00,1.00,0.04,0.92,1.00,268,32682,16520,5366.0,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.27,-5.81,3.27,5.81,
2,11,1,querrubr,64,3620.3,5.0,0.00,0.00,2.17,4.96,5.85,0.00,1.02,0.88,0.22,1.01,0.00,1.00,0.04,0.92,1.00,268,32682,16510,3625.3,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.18,-4.96,2.18,4.96,
2,11,1,acerrubr,64,2190.8,3.6,0.00,0.00,1.31,3.60,5.85,0.00,4.07,0.78,0.22,0.63,0.00,1.00,0.02,0.92,1.00,268,32682,16503,2194.4,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.32,-3.60,1.32,3.60,
2,11,1,acerrubr,56,2477.1,3.7,0.00,0.00,1.49,3.69,5.85,0.00,4.37,0.79,0.22,1.15,0.00,1.00,0.02,0.92,1.00,268,32682,16498,2480.8,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.49,-3.69,1.49,3.69,
2,11,1,querrubr,54,2823.8,4.2,0.00,0.00,1.69,4.18,5.85,0.00,0.82,0.83,0.22,1.60,0.00,1.00,0.04,0.92,1.00,268,32682,16493,2828.0,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.70,-4.18,1.70,4.18,
2,11,1,querrubr,1,26.7,0.6,0.00,0.00,0.02,0.60,5.85,0.00,0.01,0.22,0.02,0.12,0.00,1.00,0.04,0.92,1.00,268,32682,16487,27.4,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,-0.60,0.02,0.60,
2,12,1,querrubr,99,5357.0,0.0,0.05,0.00,3.21,0.00,4.98,0.00,1.41,0.00,0.32,0.54,0.00,0.01,0.00,0.92,1.00,268,32682,16486,5357.0,-2.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.27,0.00,3.27,0.00,
2,12,1,querrubr,64,3618.1,0.0,0.00,0.00,2.17,0.00,4.98,0.00,1.02,0.00,0.32,1.07,0.00,0.01,0.00,0.92,1.00,268,32682,16483,3618.1,-2.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.18,0.00,2.18,0.00,
2,12,1,acerrubr,64,2189.5,0.0,0.00,0.00,1.31,0.00,4.98,0.00,4.07,0.00,0.32,0.65,0.00,0.01,0.00,0.92,1.00,268,32682,16480,2189.5,-2.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.32,0.00,1.32,0.00,
2,12,1,acerrubr,56,2475.6,0.0,0.00,0.00,1.49,0.00,4.98,0.00,4.37,0.00,0.32,1.18,0.00,0.01,0.00,0.92,1.00,268,32682,16479,2475.6,-2.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.49,0.00,1.49,0.00,
