Year, Month, EcoregionIndex, SpeciesName, CohortAge, CohortWoodB, CohortLeafB, MortalityAGEwood, MortalityAGEleaf, MortalityBIOwood, MortalityBIOleaf, availableWater,LAI,tlai,rlai,mineralNalloc, resorbedNalloc, limitLAI, limitH20, limitT, limitN, maxNPP, Bmax, Bsite, Bcohort, soilTemp, actualWoodNPP, actualLeafNPP, NPPwood, NPPleaf, resorbedNused, mineralNused, Ndemand,deltaWood, deltaLeaf, totalMortalityWood, totalMortalityLeaf, 
4,5,1,pinustro,54,13535.1,175.9,0.00,0.00,2.71,4.89,10.85,5.89,5.89,1.00,0.30,0.02,0.94,1.00,0.09,1.00,350,26504,101929,13711.0,10.8,24.15,6.04,11.35,2.84,0.04,0.11,0.14,21.20,1.09,2.95,4.95,
4,5,1,fagugran,24,1633.7,0.3,0.00,0.00,0.98,0.00,10.85,0.10,0.50,0.13,0.30,0.02,0.05,1.00,0.42,1.00,382,32682,101951,1634.1,10.8,5.11,2.19,2.40,1.03,0.02,0.04,0.06,4.08,2.17,1.03,0.02,
4,5,1,betulent,24,758.5,1.7,0.00,0.00,0.46,0.00,10.85,0.10,0.11,0.50,0.29,0.00,0.05,1.00,0.81,1.00,220,19116,101957,760.2,10.8,5.72,2.45,2.69,1.15,0.00,0.06,0.06,5.21,2.43,0.51,0.02,
4,5,1,betulent,14,408.5,1.7,0.00,0.00,0.25,0.00,10.85,0.10,0.06,0.50,0.24,0.00,0.05,1.00,0.81,1.00,220,19116,101964,410.2,10.8,5.72,2.45,2.69,1.15,0.00,0.06,0.06,5.42,2.43,0.30,0.02,
4,5,1,fagugran,14,537.9,0.3,0.00,0.00,0.32,0.00,10.85,0.10,0.17,0.13,0.26,0.01,0.05,1.00,0.42,1.00,382,32682,101972,538.2,10.8,5.11,2.19,2.40,1.03,0.01,0.05,0.06,4.73,2.17,0.37,0.02,
4,5,1,tsugcana,3,174.3,28.8,0.01,0.00,0.03,0.80,10.85,0.11,0.11,1.00,0.12,0.00,0.05,1.00,0.71,1.00,350,42682,101979,203.2,10.8,10.29,2.57,4.83,1.21,0.00,0.05,0.05,10.14,1.74,0.14,0.83,
4,5,1,tsugcana,2,96.0,17.9,0.00,0.00,0.02,0.50,10.85,0.10,0.06,1.00,0.05,0.00,0.05,1.00,0.71,1.00,350,42682,101991,113.9,10.8,9.14,2.29,4.30,1.07,0.00,0.05,0.05,9.03,1.76,0.11,0.52,
4,5,1,fagugran,2,13.8,0.3,0.00,0.00,0.01,0.00,10.85,0.10,0.00,0.13,0.01,0.00,0.05,1.00,0.42,0.19,382,32682,102002,14.1,10.8,0.96,0.41,0.45,0.19,0.00,0.01,0.01,0.94,0.41,0.02,0.00,
4,5,1,fagugran,1,8.4,0.3,0.00,0.00,0.01,0.00,10.85,0.10,0.00,0.13,0.01,0.00,0.05,1.00,0.42,0.11,382,32682,102003,8.8,10.8,0.56,0.24,0.26,0.11,0.00,0.01,0.01,0.55,0.24,0.01,0.00,
4,5,1,tsugcana,1,40.4,8.5,0.00,0.00,0.01,0.23,10.85,0.10,0.03,1.00,0.02,0.00,0.05,1.00,0.71,0.40,350,42682,102004,48.9,10.8,3.67,0.92,1.73,0.43,0.00,0.02,0.02,3.62,0.67,0.05,0.24,
4,6,1,tsugcana,235,7485.5,117.0,45.03,0.70,1.50,3.25,4.47,2.89,2.89,1.00,0.27,0.00,0.74,0.76,0.89,0.38,350,42682,102009,7602.5,15.2,17.38,4.34,8.17,2.04,0.01,0.08,0.09,-29.32,0.35,46.70,4.00,
4,6,1,tsugcana,105,50441.1,309.7,15.54,0.10,10.09,8.60,4.47,5.78,5.78,1.00,0.27,0.00,0.93,0.76,0.89,0.30,350,42682,101980,50750.8,15.2,41.45,10.36,19.48,4.87,0.01,0.20,0.21,15.40,1.56,26.05,8.80,
4,6,1,pinustro,105,25964.3,174.7,0.03,0.00,5.19,4.85,4.47,6.37,6.37,1.00,0.27,0.00,0.95,0.76,0.21,1.00,350,26504,101997,26139.0,15.2,42.65,10.66,20.05,5.01,0.01,0.24,0.25,37.00,5.70,5.65,4.96,
4,6,1,pinustro,55,13556.3,177.0,0.00,0.00,2.71,4.92,4.47,5.89,5.89,1.00,0.27,0.00,0.94,0.76,0.21,1.00,350,26504,102040,13733.3,15.2,42.10,10.53,19.79,4.95,0.02,0.23,0.25,38.97,5.50,3.14,5.02,
4,6,1,fagugran,25,1637.8,2.5,0.00,0.00,0.98,0.00,4.47,0.33,0.50,0.65,0.27,0.00,0.14,0.46,0.78,1.00,382,32682,102084,1640.3,15.2,13.43,5.76,6.31,2.71,0.00,0.15,0.15,12.31,5.70,1.12,0.06,
4,6,1,betulent,25,763.8,4.1,0.00,0.00,0.46,0.00,4.47,0.10,0.11,0.82,0.26,0.00,0.05,0.46,0.94,1.00,220,19116,102102,767.8,15.2,3.04,1.30,1.43,0.61,0.00,0.03,0.03,2.55,1.29,0.49,0.01,
4,6,1,betulent,15,414.0,4.1,0.00,0.00,0.25,0.00,4.47,0.10,0.06,0.82,0.21,0.00,0.05,0.46,0.94,1.00,220,19116,102106,418.0,15.2,3.04,1.30,1.43,0.61,0.00,0.03,0.03,2.76,1.29,0.28,0.01,
4,6,1,fagugran,15,542.6,2.5,0.00,0.00,0.33,0.00,4.47,0.11,0.17,0.65,0.23,0.00,0.05,0.46,0.78,1.00,382,32682,102110,545.1,15.2,4.91,2.10,2.31,0.99,0.00,0.06,0.06,4.53,2.08,0.37,0.02,
4,6,1,tsugcana,4,184.5,30.6,0.01,0.00,0.04,0.85,4.47,0.12,0.12,1.00,0.11,0.00,0.05,0.76,0.89,1.00,350,42682,102116,215.1,15.2,10.35,2.59,4.86,1.22,0.00,0.05,0.05,10.20,1.71,0.15,0.88,
4,6,1,tsugcana,3,105.0,19.7,0.00,0.00,0.02,0.55,4.47,0.10,0.07,1.00,0.05,0.00,0.05,0.76,0.89,1.00,350,42682,102127,124.7,15.2,8.71,2.18,4.09,1.02,0.00,0.04,0.04,8.60,1.61,0.11,0.57,
4,6,1,fagugran,3,14.8,0.7,0.00,0.00,0.01,0.00,4.47,0.10,0.00,0.27,0.01,0.00,0.05,0.46,0.78,0.20,382,32682,102137,15.5,15.2,0.86,0.37,0.41,0.17,0.00,0.01,0.01,0.85,0.37,0.02,0.00,
4,6,1,fagugran,2,9.0,0.6,0.00,0.00,0.01,0.00,4.47,0.10,0.00,0.21,0.01,0.00,0.05,0.46,0.78,0.12,382,32682,102138,9.5,15.2,0.50,0.22,0.24,0.10,0.00,0.01,0.01,0.49,0.21,0.01,0.00,
4,6,1,tsugcana,2,44.1,9.1,0.00,0.00,0.01,0.25,4.47,0.10,0.03,1.00,0.02,0.00,0.05,0.76,0.89,0.38,350,42682,102139,53.2,15.2,3.31,0.83,1.56,0.39,0.00,0.02,0.02,3.27,0.57,0.04,0.26,
5,7,1,tsugcana,235,7456.2,117.4,44.85,0.71,1.49,3.26,13.05,2.88,2.88,1.00,0.23,0.00,0.74,1.00,0.99,0.22,350,42682,102151,7573.5,19.4,8.48,2.12,3.98,1.00,0.01,0.04,0.04,-37.95,-1.87,46.43,3.99,
5,7,1,tsugcana,105,50456.5,311.3,15.55,0.10,10.09,8.65,13.05,5.78,5.78,1.00,0.23,0.00,0.93,1.00,0.99,0.17,350,42682,102111,50767.8,19.4,32.41,8.10,15.23,3.81,0.01,0.15,0.16,6.44,-0.72,25.96,8.82,
5,7,1,pinustro,105,26001.3,180.4,0.03,0.00,5.20,5.01,13.05,6.37,6.37,1.00,0.23,0.00,0.95,1.00,0.40,0.36,350,26504,102117,26181.7,19.4,38.40,9.60,18.05,4.51,0.02,0.21,0.23,32.78,4.49,5.62,5.11,
5,7,1,pinustro,55,13595.3,182.5,0.00,0.00,2.72,5.07,13.05,5.89,5.89,1.00,0.23,0.00,0.94,1.00,0.40,0.37,350,26504,102154,13777.8,19.4,38.43,9.61,18.06,4.52,0.02,0.21,0.23,35.32,4.44,3.11,5.17,
5,7,1,fagugran,25,1650.1,8.2,0.00,0.00,0.99,0.00,13.05,0.49,0.50,0.97,0.23,0.00,0.20,1.00,0.98,0.37,382,32682,102194,1658.3,19.4,19.68,8.43,9.25,3.96,0.00,0.23,0.23,18.49,8.35,1.19,0.08,
5,7,1,betulent,25,766.3,5.4,0.00,0.00,0.46,0.00,13.05,0.10,0.11,0.90,0.22,0.00,0.05,1.00,1.00,1.00,220,19116,102221,771.7,19.4,7.06,3.03,3.32,1.42,0.00,0.07,0.07,6.53,3.00,0.53,0.03,
5,7,1,betulent,15,416.7,5.4,0.00,0.00,0.25,0.00,13.05,0.10,0.06,0.90,0.18,0.00,0.05,1.00,1.00,1.00,220,19116,102231,422.1,19.4,7.06,3.03,3.32,1.42,0.00,0.07,0.07,6.74,3.00,0.32,0.03,
5,7,1,fagugran,15,547.2,4.6,0.00,0.00,0.33,0.00,13.05,0.15,0.18,0.86,0.20,0.00,0.07,1.00,0.98,0.96,382,32682,102240,551.7,19.4,17.25,7.39,8.11,3.47,0.00,0.20,0.20,16.75,7.32,0.50,0.07,
5,7,1,tsugcana,4,194.7,32.3,0.01,0.00,0.04,0.90,13.05,0.13,0.13,1.00,0.13,0.00,0.06,1.00,0.99,1.00,350,42682,102264,227.0,19.4,15.91,3.98,7.48,1.87,0.00,0.08,0.08,15.71,3.04,0.20,0.94,
5,7,1,tsugcana,3,113.6,21.3,0.00,0.00,0.02,0.59,13.05,0.10,0.07,1.00,0.09,0.00,0.05,1.00,0.99,1.00,350,42682,102283,134.9,19.4,12.73,3.18,5.98,1.50,0.00,0.06,0.06,12.57,2.56,0.15,0.62,
5,7,1,fagugran,3,15.6,1.1,0.00,0.00,0.01,0.00,13.05,0.10,0.01,0.37,0.01,0.00,0.05,1.00,0.98,0.09,382,32682,102299,16.7,19.4,1.14,0.49,0.53,0.23,0.00,0.01,0.01,1.11,0.48,0.02,0.00,
5,7,1,fagugran,2,9.5,0.8,0.00,0.00,0.01,0.00,13.05,0.10,0.00,0.28,0.01,0.00,0.05,1.00,0.98,0.06,382,32682,102301,10.2,19.4,0.70,0.30,0.33,0.14,0.00,0.01,0.01,0.68,0.30,0.01,0.00,
5,7,1,tsugcana,2,47.3,9.7,0.00,0.00,0.01,0.27,13.05,0.10,0.03,1.00,0.04,0.00,0.05,1.00,0.99,0.69,350,42682,102302,57.0,19.4,8.79,2.20,4.13,1.03,0.00,0.04,0.04,8.69,1.91,0.10,0.29,
5,7,1,fagugran,1,5.7,2.4,0.00,0.00,0.00,0.00,13.05,0.10,0.00,0.64,0.00,0.00,0.05,1.00,0.98,0.03,382,32682,102312,8.1,19.4,0.42,0.18,0.20,0.08,0.00,0.00,0.00,0.41,0.18,0.01,0.00,
5,8,1,tsugcana,235,7418.2,115.5,44.62,0.69,1.48,3.21,4.58,2.88,2.88,1.00,0.24,0.00,0.74,0.63,1.00,0.37,350,42682,102312,7533.7,20.4,11.56,2.89,5.43,1.36,0.01,0.05,0.06,-34.66,-1.04,46.22,3.93,
5,8,1,tsugcana,105,50462.9,310.6,15.55,0.10,10.09,8.63,4.58,5.78,5.78,1.00,0.24,0.00,0.93,0.63,1.00,0.29,350,42682,102277,50773.5,20.4,35.30,8.82,16.59,4.15,0.01,0.17,0.18,9.30,0.01,26.00,8.81,
5,8,1,pinustro,105,26034.1,184.9,0.03,0.00,5.21,5.14,4.58,6.37,6.37,1.00,0.24,0.00,0.95,0.63,0.46,0.54,350,26504,102286,26219.0,20.4,40.88,10.22,19.21,4.80,0.02,0.23,0.24,35.23,4.98,5.65,5.24,
5,8,1,pinustro,55,13630.6,187.0,0.00,0.00,2.73,5.19,4.58,5.90,5.90,1.00,0.24,0.00,0.94,0.63,0.46,0.54,350,26504,102327,13817.6,20.4,40.90,10.23,19.22,4.81,0.02,0.23,0.24,37.76,4.93,3.14,5.30,
5,8,1,fagugran,25,1668.6,16.5,0.00,0.00,1.00,0.00,4.58,0.51,0.51,1.00,0.24,0.00,0.21,0.37,1.00,1.00,382,32682,102370,1685.2,20.4,20.95,8.98,9.85,4.22,0.00,0.24,0.24,19.74,8.89,1.21,0.09,
5,8,1,betulent,25,772.8,8.4,0.00,0.00,0.46,0.00,4.58,0.10,0.11,0.97,0.23,0.00,0.05,0.37,1.00,1.00,220,19116,102398,781.2,20.4,2.71,1.16,1.28,0.55,0.00,0.03,0.03,2.22,1.15,0.49,0.01,
5,8,1,betulent,15,423.5,8.4,0.00,0.00,0.25,0.00,4.58,0.10,0.06,0.97,0.20,0.00,0.05,0.37,1.00,1.00,220,19116,102401,431.8,20.4,2.61,1.12,1.23,0.53,0.00,0.03,0.03,2.33,1.11,0.28,0.01,
5,8,1,fagugran,15,563.9,11.9,0.00,0.00,0.34,0.00,4.58,0.18,0.18,0.99,0.21,0.00,0.08,0.37,1.00,1.00,382,32682,102405,575.8,20.4,7.99,3.42,3.75,1.61,0.00,0.09,0.09,7.57,3.39,0.42,0.03,
5,8,1,tsugcana,4,210.4,35.3,0.01,0.00,0.04,0.98,4.58,0.14,0.14,1.00,0.14,0.00,0.06,0.63,1.00,1.00,350,42682,102416,245.7,20.4,10.84,2.71,5.10,1.27,0.00,0.05,0.05,10.69,1.70,0.16,1.01,
5,8,1,tsugcana,3,126.2,23.8,0.00,0.00,0.03,0.66,4.58,0.10,0.08,1.00,0.10,0.00,0.05,0.63,1.00,1.00,350,42682,102429,150.0,20.4,8.05,2.01,3.79,0.95,0.00,0.04,0.04,7.95,1.33,0.11,0.68,
5,8,1,fagugran,3,16.7,1.6,0.00,0.00,0.01,0.00,4.58,0.10,0.01,0.49,0.01,0.00,0.05,0.37,1.00,0.27,382,32682,102438,18.3,20.4,1.21,0.52,0.57,0.24,0.00,0.01,0.01,1.19,0.51,0.02,0.01,
5,8,1,fagugran,2,10.2,1.1,0.00,0.00,0.01,0.00,4.58,0.10,0.00,0.36,0.01,0.00,0.05,0.37,1.00,0.16,382,32682,102439,11.2,20.4,0.74,0.32,0.35,0.15,0.00,0.01,0.01,0.73,0.31,0.01,0.00,
5,8,1,tsugcana,2,56.0,11.6,0.00,0.00,0.01,0.32,4.58,0.10,0.04,1.00,0.05,0.00,0.05,0.63,1.00,1.00,350,42682,102440,67.6,20.4,8.06,2.01,3.79,0.95,0.00,0.04,0.04,7.96,1.67,0.09,0.34,
5,8,1,fagugran,1,6.1,2.6,0.00,0.00,0.00,0.00,4.58,0.10,0.00,0.67,0.01,0.00,0.05,0.37,1.00,0.10,382,32682,102450,8.7,20.4,0.45,0.19,0.21,0.09,0.00,0.01,0.01,0.44,0.19,0.01,0.00,
5,9,1,tsugcana,235,7383.6,114.5,44.41,0.69,1.48,3.18,10.77,2.87,2.87,1.00,0.21,0.00,0.74,1.00,0.89,0.23,350,42682,102451,7498.0,15.3,6.13,1.53,2.88,0.72,0.01,0.03,0.03,-39.82,-2.35,45.95,3.88,
5,9,1,tsugcana,105,50472.2,310.6,15.55,0.10,10.09,8.63,10.77,5.78,5.78,1.00,0.21,0.00,0.93,1.00,0.89,0.18,350,42682,102408,50782.8,15.3,29.69,7.42,13.95,3.49,0.01,0.14,0.15,3.74,-1.38,25.94,8.80,
5,9,1,pinustro,105,26069.3,189.8,0.03,0.00,5.21,5.27,10.77,6.38,6.38,1.00,0.21,0.00,0.95,1.00,0.21,0.63,350,26504,102411,26259.2,15.3,36.08,9.02,16.96,4.24,0.02,0.20,0.21,30.47,3.66,5.61,5.36,
5,9,1,pinustro,55,13668.4,191.9,0.00,0.00,2.73,5.33,10.77,5.90,5.90,1.00,0.21,0.00,0.94,1.00,0.21,0.64,350,26504,102445,13860.3,15.3,36.11,9.03,16.97,4.24,0.02,0.20,0.21,33.01,3.61,3.10,5.42,
5,9,1,fagugran,25,1688.4,25.4,0.00,0.00,1.01,25.42,10.77,0.51,0.51,1.00,0.21,0.00,0.21,1.00,0.78,0.41,382,32682,102481,1713.8,15.3,18.50,7.93,8.69,3.73,0.00,0.21,0.21,17.30,-17.50,1.20,25.42,
5,9,1,betulent,25,775.1,9.5,0.00,0.00,0.47,9.52,10.77,0.11,0.11,0.98,0.20,0.00,0.05,1.00,0.95,1.00,220,19116,102481,784.6,15.3,7.04,3.02,3.31,1.42,0.00,0.07,0.07,6.50,-6.50,0.54,9.52,
5,9,1,betulent,15,425.8,9.5,0.00,0.00,0.26,9.48,10.77,0.10,0.06,0.98,0.17,0.00,0.05,1.00,0.95,1.00,220,19116,102481,435.3,15.3,6.69,2.87,3.14,1.35,0.00,0.07,0.07,6.36,-6.61,0.32,9.48,
5,9,1,fagugran,15,571.5,15.3,0.00,0.00,0.34,15.28,10.77,0.18,0.18,1.00,0.19,0.00,0.08,1.00,0.78,0.94,382,32682,102481,586.8,15.3,16.21,6.95,7.62,3.27,0.00,0.19,0.19,15.71,-8.33,0.51,15.28,
5,9,1,tsugcana,4,221.1,37.0,0.01,0.00,0.04,1.03,10.77,0.14,0.14,1.00,0.13,0.00,0.06,1.00,0.89,1.00,350,42682,102489,258.1,15.3,16.21,4.05,7.62,1.90,0.00,0.08,0.08,16.00,2.98,0.21,1.07,
5,9,1,tsugcana,3,134.1,25.2,0.00,0.00,0.03,0.70,10.77,0.10,0.09,1.00,0.09,0.00,0.05,1.00,0.89,1.00,350,42682,102508,159.3,15.3,11.49,2.87,5.40,1.35,0.00,0.06,0.06,11.34,2.14,0.15,0.73,
5,9,1,fagugran,3,17.9,2.1,0.00,0.00,0.01,2.09,10.77,0.10,0.01,0.59,0.01,0.00,0.05,1.00,0.78,0.11,382,32682,102521,20.0,15.3,1.07,0.46,0.50,0.21,0.00,0.01,0.01,1.05,-1.63,0.02,2.09,
5,9,1,fagugran,2,10.9,1.4,0.00,0.00,0.01,1.38,10.77,0.10,0.00,0.44,0.01,0.00,0.05,1.00,0.78,0.07,382,32682,102521,12.3,15.3,0.66,0.28,0.31,0.13,0.00,0.01,0.01,0.64,-1.10,0.01,1.38,
5,9,1,tsugcana,2,64.0,13.3,0.00,0.00,0.01,0.37,10.77,0.10,0.04,1.00,0.04,0.00,0.05,1.00,0.89,0.72,350,42682,102520,77.3,15.3,8.26,2.06,3.88,0.97,0.00,0.04,0.04,8.16,1.67,0.10,0.39,
5,9,1,fagugran,1,6.5,2.8,0.00,0.00,0.00,2.79,10.77,0.10,0.00,0.69,0.00,0.00,0.05,1.00,0.78,0.04,382,32682,102530,9.3,15.3,0.39,0.17,0.19,0.08,0.00,0.00,0.00,0.39,-2.62,0.01,2.79,
5,10,1,tsugcana,235,7343.7,112.1,44.17,0.67,1.47,3.11,5.36,2.86,2.86,1.00,0.23,0.00,0.74,1.00,0.60,0.36,350,42682,102528,7455.8,8.5,8.90,2.22,4.18,1.05,0.01,0.04,0.04,-36.84,-1.59,45.73,3.81,
5,10,1,tsugcana,105,50476.0,309.2,15.55,0.10,10.10,8.59,5.36,5.78,5.78,1.00,0.23,0.00,0.93,1.00,0.60,0.28,350,42682,102490,50785.2,8.5,32.25,8.06,15.16,3.79,0.01,0.15,0.16,6.28,-0.70,25.97,8.77,
5,10,1,pinustro,105,26099.8,193.5,0.03,0.00,5.22,5.38,5.36,6.38,6.38,1.00,0.23,0.00,0.95,1.00,0.06,1.00,350,26504,102495,26293.3,8.5,14.69,3.67,6.90,1.73,0.02,0.07,0.09,9.28,-1.74,5.40,5.41,
5,10,1,pinustro,55,13701.4,195.5,0.00,0.00,2.74,5.43,5.36,5.90,5.90,1.00,0.23,0.00,0.94,1.00,0.06,1.00,350,26504,102502,13896.9,8.5,14.52,3.63,6.82,1.71,0.02,0.07,0.09,11.63,-1.84,2.89,5.47,
5,10,1,fagugran,25,1705.7,7.9,0.00,0.00,1.02,7.93,5.36,0.50,0.52,0.97,0.23,0.02,0.21,1.00,0.24,1.00,382,32682,102512,1713.6,8.5,13.57,5.82,6.38,2.73,0.00,0.16,0.16,12.41,-2.11,1.16,7.93,
5,10,1,betulent,25,781.6,3.0,0.00,0.00,0.47,3.02,5.36,0.10,0.11,0.72,0.22,0.01,0.05,1.00,0.72,1.00,220,19116,102522,784.6,8.5,5.07,2.17,2.38,1.02,0.00,0.05,0.05,4.55,-0.84,0.52,3.02,
5,10,1,betulent,15,432.2,2.9,0.00,0.00,0.26,2.87,5.36,0.10,0.06,0.70,0.18,0.01,0.05,1.00,0.72,1.00,220,19116,102526,435.0,8.5,5.07,2.17,2.38,1.02,0.00,0.05,0.05,4.76,-0.69,0.31,2.87,
5,10,1,fagugran,15,587.2,6.9,0.00,0.00,0.35,6.95,5.36,0.18,0.19,0.95,0.20,0.01,0.08,1.00,0.24,1.00,382,32682,102530,594.1,8.5,5.19,2.22,2.44,1.05,0.00,0.06,0.06,4.79,-4.72,0.40,6.95,
5,10,1,tsugcana,4,237.1,40.0,0.01,0.00,0.05,1.11,5.36,0.15,0.15,1.00,0.13,0.00,0.07,1.00,0.60,1.00,350,42682,102530,277.1,8.5,11.69,2.92,5.50,1.37,0.00,0.06,0.06,11.52,1.78,0.17,1.14,
5,10,1,tsugcana,3,145.5,27.3,0.00,0.00,0.03,0.76,5.36,0.10,0.09,1.00,0.09,0.00,0.05,1.00,0.60,1.00,350,42682,102543,172.8,8.5,7.76,1.94,3.65,0.91,0.00,0.04,0.04,7.65,1.16,0.11,0.78,
5,10,1,fagugran,3,19.0,0.5,0.00,0.00,0.01,0.46,5.36,0.10,0.01,0.18,0.01,0.00,0.05,1.00,0.24,0.42,382,32682,102552,19.4,8.5,1.24,0.53,0.58,0.25,0.00,0.01,0.01,1.22,0.07,0.02,0.46,
5,10,1,fagugran,2,11.5,0.3,0.00,0.00,0.01,0.28,5.36,0.10,0.00,0.11,0.01,0.00,0.05,1.00,0.24,0.26,382,32682,102553,11.8,8.5,0.77,0.33,0.36,0.15,0.00,0.01,0.01,0.75,0.05,0.01,0.28,
5,10,1,tsugcana,2,72.2,14.9,0.00,0.00,0.01,0.42,5.36,0.10,0.05,1.00,0.04,0.00,0.05,1.00,0.60,1.00,350,42682,102554,87.1,8.5,7.76,1.94,3.65,0.91,0.00,0.04,0.04,7.66,1.50,0.09,0.44,
5,10,1,fagugran,1,6.9,0.2,0.00,0.00,0.00,0.17,5.36,0.10,0.00,0.07,0.00,0.00,0.05,1.00,0.24,0.19,382,32682,102563,7.1,8.5,0.56,0.24,0.27,0.11,0.00,0.01,0.01,0.55,0.07,0.01,0.17,
5,11,1,tsugcana,235,7306.9,110.5,43.95,0.66,1.46,3.07,4.80,2.85,2.85,1.00,0.24,0.00,0.74,1.00,0.29,0.77,350,42682,102563,7417.4,0.9,11.14,2.79,5.24,1.31,0.01,0.05,0.06,-34.38,-0.98,45.52,3.76,
5,11,1,tsugcana,105,50482.3,308.5,15.56,0.10,10.10,8.57,4.80,5.78,5.78,1.00,0.24,0.00,0.93,1.00,0.29,0.61,350,42682,102528,50790.8,0.9,34.32,8.58,16.13,4.03,0.01,0.16,0.17,8.32,-0.17,26.00,8.75,
5,11,1,pinustro,105,26109.1,191.8,0.03,0.00,5.22,5.33,4.80,6.38,6.38,1.00,0.24,0.00,0.95,1.00,0.01,1.00,350,26504,102536,26300.9,0.9,2.10,0.53,0.99,0.25,0.01,0.00,0.01,-3.18,-4.81,5.28,5.33,
5,11,1,pinustro,55,13713.0,193.7,0.00,0.00,2.74,5.38,4.80,5.90,5.90,1.00,0.24,0.00,0.94,1.00,0.01,1.00,350,26504,102528,13906.7,0.9,2.10,0.52,0.99,0.25,0.01,0.00,0.01,-0.67,-4.86,2.77,5.38,
5,11,1,fagugran,25,1718.1,5.8,0.00,0.00,1.03,5.82,4.80,0.00,0.52,0.91,0.24,0.02,0.00,1.00,0.01,1.00,382,32682,102523,1723.9,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.03,-5.82,1.03,5.82,
5,11,1,betulent,25,786.1,2.2,0.00,0.00,0.47,2.17,4.80,0.00,0.11,0.60,0.23,0.01,0.00,1.00,0.40,1.00,220,19116,102517,788.3,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.47,-2.17,0.47,2.17,
5,11,1,betulent,15,436.9,2.2,0.00,0.00,0.26,2.17,4.80,0.00,0.06,0.60,0.19,0.01,0.00,1.00,0.40,1.00,220,19116,102514,439.1,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.26,-2.17,0.26,2.17,
5,11,1,fagugran,15,592.0,2.2,0.00,0.00,0.36,2.22,4.80,0.00,0.19,0.61,0.21,0.01,0.00,1.00,0.01,1.00,382,32682,102511,594.2,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.36,-2.22,0.36,2.22,
5,11,1,tsugcana,4,248.6,41.8,0.01,0.00,0.05,1.16,4.80,0.16,0.16,1.00,0.14,0.00,0.07,1.00,0.29,1.00,350,42682,102508,290.4,0.9,5.96,1.49,2.80,0.70,0.00,0.03,0.03,5.84,0.31,0.12,1.18,
5,11,1,tsugcana,3,153.1,28.5,0.00,0.00,0.03,0.79,4.80,0.10,0.10,1.00,0.10,0.00,0.05,1.00,0.29,1.00,350,42682,102514,181.6,0.9,3.78,0.94,1.78,0.44,0.00,0.02,0.02,3.71,0.14,0.07,0.80,
5,11,1,fagugran,3,20.2,0.5,0.00,0.00,0.01,0.53,4.80,0.00,0.01,0.20,0.01,0.00,0.00,1.00,0.01,1.00,382,32682,102518,20.7,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,-0.53,0.01,0.53,
5,11,1,fagugran,2,12.3,0.3,0.00,0.00,0.01,0.33,4.80,0.00,0.00,0.13,0.01,0.00,0.00,1.00,0.01,1.00,382,32682,102518,12.6,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,-0.33,0.01,0.33,
5,11,1,tsugcana,2,79.8,16.5,0.00,0.00,0.02,0.46,4.80,0.10,0.05,1.00,0.05,0.00,0.05,1.00,0.29,1.00,350,42682,102518,96.3,0.9,3.78,0.95,1.78,0.44,0.00,0.02,0.02,3.72,0.48,0.06,0.47,
5,11,1,fagugran,1,7.5,0.2,0.00,0.00,0.00,0.24,4.80,0.00,0.00,0.10,0.01,0.00,0.00,1.00,0.01,1.00,382,32682,102522,7.7,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.24,0.00,0.24,
5,12,1,tsugcana,235,7272.5,109.5,43.75,0.66,1.45,3.04,5.87,2.84,2.84,1.00,0.26,0.00,0.74,1.00,0.28,0.86,350,42682,102522,7382.1,0.6,15.01,3.75,7.06,1.76,0.01,0.07,0.08,-30.34,0.01,45.35,3.74,
5,12,1,tsugcana,105,50490.6,308.3,15.56,0.10,10.10,8.57,5.87,5.78,5.78,1.00,0.26,0.00,0.93,1.00,0.28,0.68,350,42682,102491,50798.9,0.6,38.01,9.50,17.87,4.47,0.01,0.18,0.19,11.97,0.75,26.04,8.76,
5,12,1,pinustro,105,26105.9,187.0,0.03,0.00,5.22,5.19,5.87,6.38,6.38,1.00,0.26,0.00,0.95,1.00,0.01,1.00,350,26504,102504,26292.9,0.6,1.92,0.48,0.90,0.23,0.01,0.00,0.01,-3.35,-4.72,5.27,5.20,
5,12,1,pinustro,55,13712.3,188.8,0.00,0.00,2.74,5.24,5.87,5.90,5.90,1.00,0.26,0.00,0.94,1.00,0.01,1.00,350,26504,102496,13901.1,0.6,1.92,0.48,0.90,0.23,0.01,0.00,0.01,-0.84,-4.77,2.76,5.25,
5,12,1,fagugran,25,1717.0,0.0,0.00,0.00,1.03,0.00,5.87,0.00,0.52,0.00,0.25,0.02,0.00,1.00,0.01,1.00,382,32682,102490,1717.0,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.03,0.00,1.03,0.00,
