Year, Month, EcoregionIndex, SpeciesName, CohortAge, CohortWoodB, CohortLeafB, MortalityAGEwood, MortalityAGEleaf, MortalityBIOwood, MortalityBIOleaf, availableWater,LAI,tlai,rlai,mineralNalloc, resorbedNalloc, limitLAI, limitH20, limitT, limitN, maxNPP, Bmax, Bsite, Bcohort, soilTemp, actualWoodNPP, actualLeafNPP, NPPwood, NPPleaf, resorbedNused, mineralNused, Ndemand,deltaWood, deltaLeaf, totalMortalityWood, totalMortalityLeaf, 
7,8,1,fagugran,17,676.6,10.9,0.00,0.00,0.41,0.00,5.18,0.21,0.22,0.99,0.18,0.00,0.10,0.43,1.00,1.00,382,32682,103228,687.5,20.2,10.99,4.71,5.16,2.21,0.00,0.13,0.13,10.47,4.66,0.52,0.05,
7,8,1,tsugcana,6,501.1,74.4,0.02,0.00,0.10,2.07,5.18,0.31,0.31,1.00,0.17,0.00,0.14,0.72,1.00,1.00,350,42682,103243,575.5,20.2,27.84,6.96,13.08,3.27,0.00,0.14,0.14,27.44,4.82,0.39,2.14,
7,8,1,tsugcana,5,315.5,48.8,0.01,0.00,0.06,1.35,5.18,0.20,0.20,1.00,0.14,0.00,0.09,0.72,1.00,1.00,350,42682,103275,364.2,20.2,18.29,4.57,8.60,2.15,0.00,0.09,0.09,18.04,3.17,0.26,1.40,
7,8,1,fagugran,5,37.0,2.9,0.00,0.00,0.02,0.00,5.18,0.10,0.01,0.71,0.02,0.00,0.05,0.43,1.00,0.39,382,32682,103296,39.9,20.2,2.06,0.88,0.97,0.42,0.00,0.02,0.02,2.02,0.88,0.04,0.01,
7,8,1,fagugran,4,23.7,2.1,0.00,0.00,0.01,0.00,5.18,0.10,0.01,0.58,0.02,0.00,0.05,0.43,1.00,0.26,382,32682,103299,25.8,20.2,1.35,0.58,0.64,0.27,0.00,0.02,0.02,1.32,0.57,0.03,0.01,
7,8,1,tsugcana,4,197.4,32.5,0.01,0.00,0.04,0.90,5.18,0.13,0.13,1.00,0.11,0.00,0.06,0.72,1.00,1.00,350,42682,103301,229.9,20.2,11.77,2.94,5.53,1.38,0.00,0.06,0.06,11.61,2.01,0.16,0.93,
7,8,1,fagugran,3,14.9,1.4,0.00,0.00,0.01,0.00,5.18,0.10,0.00,0.44,0.01,0.00,0.05,0.43,1.00,0.16,382,32682,103315,16.2,20.2,0.86,0.37,0.40,0.17,0.00,0.01,0.01,0.84,0.37,0.02,0.00,
7,8,1,fagugran,2,9.5,0.9,0.00,0.00,0.01,0.00,5.18,0.10,0.00,0.32,0.01,0.00,0.05,0.43,1.00,0.11,382,32682,103316,10.4,20.2,0.56,0.24,0.26,0.11,0.00,0.01,0.01,0.54,0.24,0.01,0.00,
7,8,1,tsugcana,2,42.4,8.6,0.00,0.00,0.01,0.24,5.18,0.10,0.03,1.00,0.03,0.00,0.05,0.72,1.00,0.63,350,42682,103317,51.0,20.2,5.83,1.46,2.74,0.69,0.00,0.03,0.03,5.77,1.20,0.07,0.25,
7,8,1,tsugcana,1,16.2,3.9,0.00,0.00,0.00,0.11,5.18,0.10,0.01,1.00,0.01,0.00,0.05,0.72,1.00,0.25,350,42682,103324,20.1,20.2,2.33,0.58,1.09,0.27,0.00,0.01,0.01,2.30,0.47,0.03,0.12,
7,9,1,tsugcana,237,6535.9,85.8,41.15,0.54,1.31,2.38,5.53,2.66,2.66,1.00,0.18,0.00,0.71,1.00,0.91,0.20,350,42682,103326,6621.7,15.9,3.25,0.81,1.53,0.38,0.00,0.01,0.02,-39.25,-2.12,42.49,2.93,
7,9,1,tsugcana,107,50438.8,264.0,16.27,0.09,10.09,7.33,5.53,5.78,5.78,1.00,0.18,0.00,0.93,1.00,0.91,0.15,350,42682,103285,50702.8,15.9,23.52,5.88,11.05,2.76,0.01,0.11,0.12,-3.08,-1.60,26.59,7.48,
7,9,1,pinustro,107,26338.0,172.1,0.04,0.00,5.27,4.78,5.53,6.38,6.38,1.00,0.18,0.00,0.95,1.00,0.24,0.50,350,26504,103281,26510.2,15.9,31.28,7.82,14.70,3.68,0.01,0.17,0.18,25.66,2.96,5.62,4.86,
7,9,1,pinustro,57,13996.4,173.0,0.00,0.00,2.80,4.81,5.53,5.92,5.92,1.00,0.18,0.00,0.94,1.00,0.24,0.50,350,26504,103309,14169.4,15.9,31.31,7.83,14.72,3.68,0.01,0.17,0.18,28.19,2.94,3.12,4.88,
7,9,1,fagugran,27,1853.5,25.6,0.00,0.00,1.11,25.62,5.53,0.56,0.56,1.00,0.18,0.00,0.23,0.71,0.83,0.44,382,32682,103340,1879.1,15.9,16.05,6.88,7.55,3.23,0.00,0.18,0.18,14.78,-18.74,1.27,25.62,
7,9,1,betulent,27,831.2,8.6,0.00,0.00,0.50,8.55,5.53,0.11,0.11,0.97,0.18,0.00,0.05,0.71,0.96,1.00,220,19116,103336,839.7,15.9,5.40,2.31,2.54,1.09,0.00,0.06,0.06,4.85,-6.24,0.55,8.55,
7,9,1,betulent,17,485.1,8.4,0.00,0.00,0.29,8.38,5.53,0.10,0.07,0.97,0.16,0.00,0.05,0.71,0.96,1.00,220,19116,103335,493.5,15.9,4.84,2.07,2.27,0.97,0.00,0.05,0.05,4.50,-6.31,0.34,8.38,
7,9,1,fagugran,17,687.1,15.5,0.00,0.00,0.41,15.52,5.53,0.22,0.22,1.00,0.17,0.00,0.10,0.71,0.83,0.96,382,32682,103333,702.6,15.9,14.79,6.34,6.95,2.98,0.00,0.17,0.17,14.23,-9.18,0.56,15.52,
7,9,1,tsugcana,6,528.6,79.2,0.02,0.00,0.11,2.20,5.53,0.33,0.33,1.00,0.16,0.00,0.14,1.00,0.91,0.88,350,42682,103338,607.8,15.9,32.46,8.12,15.26,3.81,0.00,0.16,0.16,32.02,5.83,0.45,2.28,
7,9,1,tsugcana,5,333.5,51.9,0.01,0.00,0.07,1.44,5.53,0.21,0.21,1.00,0.14,0.00,0.10,1.00,0.91,1.00,350,42682,103376,385.4,15.9,24.35,6.09,11.44,2.86,0.00,0.12,0.12,24.03,4.58,0.32,1.50,
7,9,1,fagugran,5,39.0,3.8,0.00,0.00,0.02,3.80,5.53,0.10,0.01,0.80,0.02,0.00,0.05,0.71,0.83,0.28,382,32682,103405,42.8,15.9,1.99,0.85,0.94,0.40,0.00,0.02,0.02,1.95,-2.95,0.04,3.80,
7,9,1,fagugran,4,25.0,2.6,0.00,0.00,0.02,2.64,5.53,0.10,0.01,0.67,0.02,0.00,0.05,0.71,0.83,0.18,382,32682,103404,27.7,15.9,1.31,0.56,0.61,0.26,0.00,0.02,0.02,1.28,-2.07,0.03,2.64,
7,9,1,tsugcana,4,209.0,34.5,0.01,0.00,0.04,0.96,5.53,0.13,0.13,1.00,0.11,0.00,0.06,1.00,0.91,1.00,350,42682,103403,243.5,15.9,15.71,3.93,7.39,1.85,0.00,0.08,0.08,15.51,2.93,0.21,1.00,
7,9,1,fagugran,3,15.7,1.7,0.00,0.00,0.01,1.73,5.53,0.10,0.01,0.52,0.01,0.00,0.05,0.71,0.83,0.11,382,32682,103421,17.5,15.9,0.83,0.36,0.39,0.17,0.00,0.01,0.01,0.82,-1.38,0.02,1.73,
7,9,1,fagugran,2,10.1,1.1,0.00,0.00,0.01,1.15,5.53,0.10,0.00,0.38,0.01,0.00,0.05,0.71,0.83,0.07,382,32682,103420,11.2,15.9,0.54,0.23,0.25,0.11,0.00,0.01,0.01,0.53,-0.92,0.01,1.15,
7,9,1,tsugcana,2,48.1,9.8,0.00,0.00,0.01,0.27,5.53,0.10,0.03,1.00,0.03,0.00,0.05,1.00,0.91,0.48,350,42682,103419,57.9,15.9,5.64,1.41,2.65,0.66,0.00,0.03,0.03,5.57,1.12,0.07,0.29,
7,9,1,tsugcana,1,18.5,4.4,0.00,0.00,0.00,0.12,5.53,0.10,0.01,1.00,0.01,0.00,0.05,1.00,0.91,0.19,350,42682,103426,22.9,15.9,2.25,0.56,1.06,0.26,0.00,0.01,0.01,2.22,0.43,0.03,0.13,
7,10,1,tsugcana,237,6496.7,83.7,40.91,0.53,1.30,2.32,7.92,2.65,2.65,1.00,0.19,0.00,0.71,1.00,0.58,0.33,350,42682,103429,6580.4,8.0,4.90,1.23,2.30,0.58,0.00,0.02,0.02,-37.35,-1.64,42.25,2.86,
7,10,1,tsugcana,107,50435.7,262.4,16.27,0.08,10.09,7.29,7.92,5.78,5.78,1.00,0.19,0.00,0.93,1.00,0.58,0.25,350,42682,103390,50698.1,8.0,24.97,6.24,11.73,2.93,0.01,0.12,0.13,-1.64,-1.19,26.61,7.44,
7,10,1,pinustro,107,26363.7,175.1,0.04,0.00,5.27,4.86,7.92,6.38,6.38,1.00,0.19,0.00,0.95,1.00,0.05,1.00,350,26504,103387,26538.8,8.0,13.26,3.32,6.23,1.56,0.01,0.06,0.08,7.82,-1.58,5.44,4.90,
7,10,1,pinustro,57,14024.6,176.0,0.00,0.00,2.80,4.89,7.92,5.92,5.92,1.00,0.19,0.00,0.94,1.00,0.05,1.00,350,26504,103394,14200.6,8.0,13.12,3.28,6.17,1.54,0.01,0.06,0.08,10.18,-1.64,2.94,4.92,
7,10,1,fagugran,27,1868.2,6.9,0.00,0.00,1.12,6.88,7.92,0.53,0.57,0.95,0.19,0.02,0.22,1.00,0.21,1.00,382,32682,103403,1875.1,8.0,12.70,5.44,5.97,2.56,0.00,0.15,0.15,11.46,-1.44,1.25,6.88,
7,10,1,betulent,27,836.0,2.3,0.00,0.00,0.50,2.31,7.92,0.10,0.12,0.62,0.19,0.01,0.05,1.00,0.70,1.00,220,19116,103413,838.3,8.0,4.94,2.12,2.32,1.00,0.00,0.05,0.05,4.39,-0.20,0.55,2.31,
7,10,1,betulent,17,489.6,2.1,0.00,0.00,0.29,2.07,7.92,0.10,0.07,0.58,0.16,0.01,0.05,1.00,0.70,1.00,220,19116,103417,491.7,8.0,4.94,2.12,2.32,1.00,0.00,0.05,0.05,4.60,0.04,0.34,2.07,
7,10,1,fagugran,17,701.3,6.3,0.00,0.00,0.42,6.34,7.92,0.21,0.22,0.93,0.18,0.01,0.09,1.00,0.21,1.00,382,32682,103422,707.7,8.0,5.33,2.28,2.51,1.07,0.00,0.06,0.06,4.86,-4.06,0.47,6.34,
7,10,1,tsugcana,6,560.6,85.0,0.02,0.00,0.11,2.36,7.92,0.35,0.35,1.00,0.17,0.00,0.15,1.00,0.58,1.00,350,42682,103423,645.6,8.0,24.78,6.19,11.65,2.91,0.00,0.12,0.13,24.40,3.77,0.38,2.43,
7,10,1,tsugcana,5,357.5,56.5,0.01,0.00,0.07,1.57,7.92,0.23,0.23,1.00,0.14,0.00,0.10,1.00,0.58,1.00,350,42682,103451,414.1,8.0,16.56,4.14,7.78,1.95,0.00,0.08,0.08,16.31,2.53,0.25,1.61,
7,10,1,fagugran,5,40.9,0.9,0.00,0.00,0.02,0.85,7.92,0.10,0.01,0.30,0.02,0.00,0.05,1.00,0.21,0.87,382,32682,103469,41.8,8.0,2.27,0.97,1.07,0.46,0.00,0.03,0.03,2.23,0.12,0.05,0.85,
7,10,1,fagugran,4,26.3,0.6,0.00,0.00,0.02,0.56,7.92,0.10,0.01,0.21,0.02,0.00,0.05,1.00,0.21,0.57,382,32682,103472,26.9,8.0,1.50,0.64,0.70,0.30,0.00,0.02,0.02,1.47,0.08,0.03,0.56,
7,10,1,tsugcana,4,224.5,37.5,0.01,0.00,0.04,1.04,7.92,0.14,0.14,1.00,0.11,0.00,0.07,1.00,0.58,1.00,350,42682,103474,262.0,8.0,10.73,2.68,5.04,1.26,0.00,0.05,0.05,10.57,1.61,0.16,1.07,
7,10,1,fagugran,3,16.5,0.4,0.00,0.00,0.01,0.36,7.92,0.10,0.01,0.14,0.01,0.00,0.05,1.00,0.21,0.36,382,32682,103487,16.9,8.0,0.96,0.41,0.45,0.19,0.00,0.01,0.01,0.94,0.05,0.02,0.36,
7,10,1,fagugran,2,10.6,0.2,0.00,0.00,0.01,0.23,7.92,0.10,0.00,0.09,0.01,0.00,0.05,1.00,0.21,0.24,382,32682,103488,10.8,8.0,0.62,0.26,0.29,0.12,0.00,0.01,0.01,0.61,0.03,0.01,0.23,
7,10,1,tsugcana,2,53.7,10.9,0.00,0.00,0.01,0.30,7.92,0.10,0.04,1.00,0.03,0.00,0.05,1.00,0.58,0.78,350,42682,103489,64.6,8.0,5.86,1.47,2.76,0.69,0.00,0.03,0.03,5.79,1.15,0.07,0.32,
7,10,1,tsugcana,1,20.7,4.8,0.00,0.00,0.00,0.13,7.92,0.10,0.01,1.00,0.01,0.00,0.05,1.00,0.58,0.31,350,42682,103496,25.5,8.0,2.34,0.58,1.10,0.27,0.00,0.01,0.01,2.31,0.44,0.03,0.14,
7,11,1,tsugcana,237,6459.3,82.0,40.67,0.52,1.29,2.28,5.15,2.64,2.64,1.00,0.19,0.00,0.71,1.00,0.34,0.57,350,42682,103499,6541.4,2.2,5.52,1.38,2.60,0.65,0.00,0.02,0.03,-36.49,-1.43,42.02,2.81,
7,11,1,tsugcana,107,50434.1,261.2,16.27,0.08,10.09,7.26,5.15,5.78,5.78,1.00,0.19,0.00,0.93,1.00,0.34,0.43,350,42682,103461,50695.3,2.2,25.39,6.35,11.93,2.98,0.01,0.12,0.13,-1.22,-1.06,26.61,7.40,
7,11,1,pinustro,107,26371.5,173.5,0.04,0.00,5.27,4.82,5.15,6.38,6.38,1.00,0.19,0.00,0.95,1.00,0.01,1.00,350,26504,103458,26545.0,2.2,3.01,0.75,1.41,0.35,0.01,0.00,0.02,-2.33,-4.08,5.34,4.83,
7,11,1,pinustro,57,14034.8,174.3,0.00,0.00,2.81,4.84,5.15,5.92,5.92,1.00,0.19,0.00,0.94,1.00,0.01,1.00,350,26504,103451,14209.1,2.2,3.00,0.75,1.41,0.35,0.01,0.00,0.02,0.16,-4.10,2.84,4.85,
7,11,1,fagugran,27,1879.7,5.4,0.00,0.00,1.13,5.44,5.15,0.00,0.57,0.90,0.19,0.02,0.00,1.00,0.02,1.00,382,32682,103447,1885.1,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.13,-5.44,1.13,5.44,
7,11,1,betulent,27,840.4,2.1,0.00,0.00,0.50,2.12,5.15,0.00,0.12,0.59,0.19,0.01,0.00,1.00,0.45,1.00,220,19116,103440,842.5,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.50,-2.12,0.50,2.12,
7,11,1,betulent,17,494.2,2.1,0.00,0.00,0.30,2.12,5.15,0.00,0.07,0.59,0.17,0.01,0.00,1.00,0.45,1.00,220,19116,103437,496.3,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30,-2.12,0.30,2.12,
7,11,1,fagugran,17,706.2,2.3,0.00,0.00,0.42,2.28,5.15,0.00,0.22,0.62,0.18,0.01,0.00,1.00,0.02,1.00,382,32682,103434,708.5,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.42,-2.28,0.42,2.28,
7,11,1,tsugcana,6,585.0,88.8,0.02,0.00,0.12,2.47,5.15,0.36,0.36,1.00,0.17,0.00,0.16,1.00,0.34,1.00,350,42682,103431,673.8,2.2,14.92,3.73,7.01,1.75,0.00,0.07,0.08,14.63,1.22,0.28,2.51,
7,11,1,tsugcana,5,373.9,59.0,0.01,0.00,0.07,1.64,5.15,0.24,0.24,1.00,0.14,0.00,0.11,1.00,0.34,1.00,350,42682,103447,432.9,2.2,10.00,2.50,4.70,1.18,0.00,0.05,0.05,9.82,0.83,0.19,1.67,
7,11,1,fagugran,5,43.2,1.0,0.00,0.00,0.03,0.97,5.15,0.00,0.01,0.34,0.02,0.00,0.00,1.00,0.02,1.00,382,32682,103458,44.1,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.03,-0.97,0.03,0.97,
7,11,1,fagugran,4,27.8,0.6,0.00,0.00,0.02,0.64,5.15,0.00,0.01,0.24,0.02,0.00,0.00,1.00,0.02,1.00,382,32682,103457,28.4,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,-0.64,0.02,0.64,
7,11,1,tsugcana,4,235.1,39.1,0.01,0.00,0.05,1.09,5.15,0.15,0.15,1.00,0.11,0.00,0.07,1.00,0.34,1.00,350,42682,103456,274.2,2.2,6.50,1.63,3.06,0.76,0.00,0.03,0.03,6.38,0.52,0.12,1.10,
7,11,1,fagugran,3,17.5,0.4,0.00,0.00,0.01,0.41,5.15,0.00,0.01,0.16,0.01,0.00,0.00,1.00,0.02,1.00,382,32682,103463,17.9,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,-0.41,0.01,0.41,
7,11,1,fagugran,2,11.2,0.3,0.00,0.00,0.01,0.26,5.15,0.00,0.00,0.11,0.01,0.00,0.00,1.00,0.02,1.00,382,32682,103463,11.4,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,-0.26,0.01,0.26,
7,11,1,tsugcana,2,59.5,12.1,0.00,0.00,0.01,0.34,5.15,0.10,0.04,1.00,0.03,0.00,0.05,1.00,0.34,1.00,350,42682,103463,71.6,2.2,4.35,1.09,2.04,0.51,0.00,0.02,0.02,4.29,0.74,0.06,0.35,
7,11,1,tsugcana,1,23.0,5.3,0.00,0.00,0.00,0.15,5.15,0.10,0.02,1.00,0.01,0.00,0.05,1.00,0.34,0.54,350,42682,103468,28.3,2.2,2.36,0.59,1.11,0.28,0.00,0.01,0.01,2.33,0.44,0.03,0.15,
7,12,1,tsugcana,237,6422.9,80.6,40.44,0.51,1.28,2.24,4.15,2.64,2.64,1.00,0.21,0.00,0.71,0.01,0.25,1.00,350,42682,103471,6503.5,-0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-41.73,-2.75,41.73,2.75,
7,12,1,tsugcana,107,50432.9,260.2,16.27,0.08,10.09,7.23,4.15,5.78,5.78,1.00,0.21,0.00,0.93,0.01,0.25,1.00,350,42682,103426,50693.0,-0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-26.35,-7.31,26.35,7.31,
7,12,1,pinustro,107,26369.2,169.4,0.04,0.00,5.27,4.71,4.15,6.38,6.38,1.00,0.21,0.00,0.95,0.01,0.01,1.00,350,26504,103393,26538.6,-0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.31,-4.71,5.31,4.71,
7,12,1,pinustro,57,14034.9,170.2,0.00,0.00,2.81,4.73,4.15,5.92,5.92,1.00,0.21,0.00,0.94,0.01,0.01,1.00,350,26504,103383,14205.2,-0.3,0.01,0.00,0.01,0.00,0.00,0.00,0.00,-2.80,-4.73,2.81,4.73,
7,12,1,fagugran,27,1878.6,0.0,0.00,0.00,1.13,0.00,4.15,0.00,0.57,0.00,0.21,0.02,0.00,0.01,0.00,1.00,382,32682,103375,1878.6,-0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.13,0.00,1.13,0.00,
7,12,1,betulent,27,839.9,0.0,0.00,0.00,0.50,0.00,4.15,0.00,0.12,0.00,0.20,0.01,0.00,0.01,0.35,1.00,220,19116,103374,839.9,-0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.50,0.00,0.50,0.00,
7,12,1,betulent,17,493.9,0.0,0.00,0.00,0.30,0.00,4.15,0.00,0.07,0.00,0.18,0.01,0.00,0.01,0.35,1.00,220,19116,103374,493.9,-0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30,0.00,0.30,0.00,
7,12,1,fagugran,17,705.8,0.0,0.00,0.00,0.42,0.00,4.15,0.00,0.22,0.00,0.19,0.01,0.00,0.01,0.00,1.00,382,32682,103374,705.8,-0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.42,0.00,0.42,0.00,
7,12,1,tsugcana,6,599.6,90.0,0.02,0.00,0.12,2.50,4.15,0.37,0.37,1.00,0.19,0.00,0.16,0.01,0.25,1.00,350,42682,103374,689.6,-0.3,0.10,0.02,0.05,0.01,0.00,0.00,0.00,-0.04,-2.48,0.14,2.50,
7,12,1,tsugcana,5,383.7,59.9,0.01,0.00,0.08,1.66,4.15,0.24,0.24,1.00,0.16,0.00,0.11,0.01,0.25,1.00,350,42682,103372,443.5,-0.3,0.07,0.02,0.03,0.01,0.00,0.00,0.00,-0.02,-1.65,0.09,1.67,
7,12,1,fagugran,5,43.1,0.0,0.00,0.00,0.03,0.00,4.15,0.00,0.01,0.00,0.03,0.00,0.00,0.01,0.00,1.00,382,32682,103370,43.1,-0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.03,0.00,0.03,0.00,
7,12,1,fagugran,4,27.8,0.0,0.00,0.00,0.02,0.00,4.15,0.00,0.01,0.00,0.02,0.00,0.00,0.01,0.00,1.00,382,32682,103370,27.8,-0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,0.00,0.02,0.00,
7,12,1,tsugcana,4,241.5,39.6,0.01,0.00,0.05,1.10,4.15,0.16,0.16,1.00,0.12,0.00,0.07,0.01,0.25,1.00,350,42682,103370,281.1,-0.3,0.04,0.01,0.02,0.01,0.00,0.00,0.00,-0.01,-1.09,0.06,1.10,
7,12,1,fagugran,3,17.5,0.0,0.00,0.00,0.01,0.00,4.15,0.00,0.01,0.00,0.01,0.00,0.00,0.01,0.00,1.00,382,32682,103368,17.5,-0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.01,0.00,
7,12,1,fagugran,2,11.2,0.0,0.00,0.00,0.01,0.00,4.15,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,1.00,382,32682,103368,11.2,-0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.01,0.00,
7,12,1,tsugcana,2,63.8,12.8,0.00,0.00,0.01,0.36,4.15,0.10,0.04,1.00,0.03,0.00,0.05,0.01,0.25,1.00,350,42682,103368,76.6,-0.3,0.03,0.01,0.01,0.00,0.00,0.00,0.00,0.02,-0.35,0.01,0.36,
7,12,1,tsugcana,1,25.3,5.7,0.00,0.00,0.01,0.16,4.15,0.10,0.02,1.00,0.01,0.00,0.05,0.01,0.25,1.00,350,42682,103368,31.1,-0.3,0.03,0.01,0.02,0.00,0.00,0.00,0.00,0.03,-0.15,0.01,0.16,
7,1,1,tsugcana,237,6381.1,77.9,40.18,0.49,1.28,2.16,3.94,2.62,2.62,1.00,0.22,0.00,0.71,0.01,0.18,1.00,350,42682,103367,6459.0,-3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-41.45,-2.65,41.45,2.65,
7,1,1,tsugcana,107,50406.5,252.8,16.26,0.08,10.08,7.02,3.94,5.78,5.78,1.00,0.22,0.01,0.93,0.01,0.18,1.00,350,42682,103323,50659.3,-3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-26.34,-7.10,26.34,7.10,
7,1,1,pinustro,107,26363.9,164.7,0.04,0.00,5.27,4.58,3.94,6.38,6.38,1.00,0.22,0.01,0.95,0.01,0.00,1.00,350,26504,103289,26528.6,-3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.31,-4.58,5.31,4.58,
7,1,1,pinustro,57,14032.1,165.5,0.00,0.00,2.81,4.60,3.94,5.92,5.92,1.00,0.22,0.01,0.94,0.01,0.00,1.00,350,26504,103279,14197.6,-3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.81,-4.60,2.81,4.60,
7,1,1,fagugran,27,1877.4,0.0,0.00,0.00,1.13,0.00,3.94,0.00,0.57,0.00,0.22,0.02,0.00,0.01,0.00,1.00,382,32682,103272,1877.4,-3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.13,0.00,1.13,0.00,
7,1,1,betulent,27,839.4,0.0,0.00,0.00,0.50,0.00,3.94,0.00,0.12,0.00,0.21,0.01,0.00,0.01,0.26,1.00,220,19116,103271,839.4,-3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.50,0.00,0.50,0.00,
7,1,1,betulent,17,493.6,0.0,0.00,0.00,0.30,0.00,3.94,0.00,0.07,0.00,0.19,0.01,0.00,0.01,0.26,1.00,220,19116,103270,493.6,-3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30,0.00,0.30,0.00,
7,1,1,fagugran,17,705.4,0.0,0.00,0.00,0.42,0.00,3.94,0.00,0.22,0.00,0.20,0.01,0.00,0.01,0.00,1.00,382,32682,103270,705.4,-3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.42,0.00,0.42,0.00,
7,1,1,tsugcana,6,599.6,87.5,0.02,0.00,0.12,2.43,3.94,0.37,0.37,1.00,0.20,0.00,0.16,0.01,0.18,1.00,350,42682,103269,687.1,-3.0,0.06,0.02,0.03,0.01,0.00,0.00,0.00,-0.08,-2.42,0.14,2.43,
7,1,1,tsugcana,5,383.7,58.2,0.01,0.00,0.08,1.62,3.94,0.24,0.24,1.00,0.16,0.00,0.11,0.01,0.18,1.00,350,42682,103266,441.9,-3.0,0.04,0.01,0.02,0.01,0.00,0.00,0.00,-0.05,-1.61,0.09,1.62,
7,1,1,fagugran,5,43.1,0.0,0.00,0.00,0.03,0.00,3.94,0.00,0.01,0.00,0.03,0.00,0.00,0.01,0.00,1.00,382,32682,103265,43.1,-3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.03,0.00,0.03,0.00,
7,1,1,fagugran,4,27.8,0.0,0.00,0.00,0.02,0.00,3.94,0.00,0.01,0.00,0.02,0.00,0.00,0.01,0.00,1.00,382,32682,103265,27.8,-3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,0.00,0.02,0.00,
7,1,1,tsugcana,4,241.5,38.5,0.01,0.00,0.05,1.07,3.94,0.16,0.16,1.00,0.13,0.00,0.07,0.01,0.18,1.00,350,42682,103265,280.0,-3.0,0.03,0.01,0.01,0.00,0.00,0.00,0.00,-0.03,-1.06,0.06,1.07,
7,1,1,fagugran,3,17.5,0.0,0.00,0.00,0.01,0.00,3.94,0.00,0.01,0.00,0.01,0.00,0.00,0.01,0.00,1.00,382,32682,103264,17.5,-3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.01,0.00,
7,1,1,fagugran,2,11.2,0.0,0.00,0.00,0.01,0.00,3.94,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,1.00,382,32682,103264,11.2,-3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.01,0.00,
7,1,1,tsugcana,2,63.8,12.5,0.00,0.00,0.01,0.35,3.94,0.10,0.04,1.00,0.03,0.00,0.05,0.01,0.18,1.00,350,42682,103264,76.3,-3.0,0.02,0.01,0.01,0.00,0.00,0.00,0.00,0.01,-0.34,0.01,0.35,
7,1,1,tsugcana,1,25.4,5.6,0.00,0.00,0.01,0.15,3.94,0.10,0.02,1.00,0.01,0.00,0.05,0.01,0.18,1.00,350,42682,103263,30.9,-3.0,0.02,0.01,0.01,0.00,0.00,0.00,0.00,0.02,-0.15,0.01,0.16,
7,2,1,tsugcana,237,6339.7,75.2,39.92,0.47,1.27,2.09,5.11,2.61,2.61,1.00,0.23,0.01,0.71,0.01,0.20,1.00,350,42682,103263,6414.9,-2.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-41.19,-2.56,41.19,2.56,
7,2,1,tsugcana,107,50380.2,245.7,16.25,0.08,10.08,6.83,5.11,5.78,5.78,1.00,0.23,0.02,0.93,0.01,0.20,1.00,350,42682,103220,50625.9,-2.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-26.33,-6.91,26.33,6.91,
7,2,1,pinustro,107,26358.6,160.2,0.04,0.00,5.27,4.45,5.11,6.38,6.38,1.00,0.23,0.03,0.95,0.01,0.00,1.00,350,26504,103187,26518.7,-2.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.31,-4.45,5.31,4.45,
