Step,Subplot,Sdl Abs Den: ACRU,Sdl Abs Den: ACSA,Sdl Abs Den: BEAL,Sdl Abs Den: BEPA,Sdl Abs Den: BELE,Sdl Abs Den: FAGR,Sdl Abs Den: TSCA,Sdl Abs Den: FRAM,Sdl Abs Den: PIST,Sdl Abs Den: PRSE,Sdl Abs Den: QURU,Sdl Abs Den: PIRE,Sdl Abs Den: PIAB,Sdl Den Total:,Sapl Abs BA: ACRU,Sapl Abs BA: ACSA,Sapl Abs BA: BEAL,Sapl Abs BA: BEPA,Sapl Abs BA: BELE,Sapl Abs BA: FAGR,Sapl Abs BA: TSCA,Sapl Abs BA: FRAM,Sapl Abs BA: PIST,Sapl Abs BA: PRSE,Sapl Abs BA: QURU,Sapl Abs BA: PIRE,Sapl Abs BA: PIAB,Sapl BA Total:,Sapl Rel BA: ACRU,Sapl Rel BA: ACSA,Sapl Rel BA: BEAL,Sapl Rel BA: BEPA,Sapl Rel BA: BELE,Sapl Rel BA: FAGR,Sapl Rel BA: TSCA,Sapl Rel BA: FRAM,Sapl Rel BA: PIST,Sapl Rel BA: PRSE,Sapl Rel BA: QURU,Sapl Rel BA: PIRE,Sapl Rel BA: PIAB,Sapl Abs Den: ACRU,Sapl Abs Den: ACSA,Sapl Abs Den: BEAL,Sapl Abs Den: BEPA,Sapl Abs Den: BELE,Sapl Abs Den: FAGR,Sapl Abs Den: TSCA,Sapl Abs Den: FRAM,Sapl Abs Den: PIST,Sapl Abs Den: PRSE,Sapl Abs Den: QURU,Sapl Abs Den: PIRE,Sapl Abs Den: PIAB,Sapl Den Total:,Sapl Rel Den: ACRU,Sapl Rel Den: ACSA,Sapl Rel Den: BEAL,Sapl Rel Den: BEPA,Sapl Rel Den: BELE,Sapl Rel Den: FAGR,Sapl Rel Den: TSCA,Sapl Rel Den: FRAM,Sapl Rel Den: PIST,Sapl Rel Den: PRSE,Sapl Rel Den: QURU,Sapl Rel Den: PIRE,Sapl Rel Den: PIAB,Adult Abs BA: ACRU,Adult Abs BA: ACSA,Adult Abs BA: BEAL,Adult Abs BA: BEPA,Adult Abs BA: BELE,Adult Abs BA: FAGR,Adult Abs BA: TSCA,Adult Abs BA: FRAM,Adult Abs BA: PIST,Adult Abs BA: PRSE,Adult Abs BA: QURU,Adult Abs BA: PIRE,Adult Abs BA: PIAB,Adult BA Total:,Adult Rel BA: ACRU,Adult Rel BA: ACSA,Adult Rel BA: BEAL,Adult Rel BA: BEPA,Adult Rel BA: BELE,Adult Rel BA: FAGR,Adult Rel BA: TSCA,Adult Rel BA: FRAM,Adult Rel BA: PIST,Adult Rel BA: PRSE,Adult Rel BA: QURU,Adult Rel BA: PIRE,Adult Rel BA: PIAB,Adult Abs Den: ACRU,Adult Abs Den: ACSA,Adult Abs Den: BEAL,Adult Abs Den: BEPA,Adult Abs Den: BELE,Adult Abs Den: FAGR,Adult Abs Den: TSCA,Adult Abs Den: FRAM,Adult Abs Den: PIST,Adult Abs Den: PRSE,Adult Abs Den: QURU,Adult Abs Den: PIRE,Adult Abs Den: PIAB,Adult Den Total:,Adult Rel Den: ACRU,Adult Rel Den: ACSA,Adult Rel Den: BEAL,Adult Rel Den: BEPA,Adult Rel Den: BELE,Adult Rel Den: FAGR,Adult Rel Den: TSCA,Adult Rel Den: FRAM,Adult Rel Den: PIST,Adult Rel Den: PRSE,Adult Rel Den: QURU,Adult Rel Den: PIRE,Adult Rel Den: PIAB,Natural Dead Sdl Abs Den: ACRU,Natural Dead Sdl Abs Den: ACSA,Natural Dead Sdl Abs Den: BEAL,Natural Dead Sdl Abs Den: BEPA,Natural Dead Sdl Abs Den: BELE,Natural Dead Sdl Abs Den: FAGR,Natural Dead Sdl Abs Den: TSCA,Natural Dead Sdl Abs Den: FRAM,Natural Dead Sdl Abs Den: PIST,Natural Dead Sdl Abs Den: PRSE,Natural Dead Sdl Abs Den: QURU,Natural Dead Sdl Abs Den: PIRE,Natural Dead Sdl Abs Den: PIAB,Natural Dead Sdl Den Total:,Natural Dead Sapl Abs BA: ACRU,Natural Dead Sapl Abs BA: ACSA,Natural Dead Sapl Abs BA: BEAL,Natural Dead Sapl Abs BA: BEPA,Natural Dead Sapl Abs BA: BELE,Natural Dead Sapl Abs BA: FAGR,Natural Dead Sapl Abs BA: TSCA,Natural Dead Sapl Abs BA: FRAM,Natural Dead Sapl Abs BA: PIST,Natural Dead Sapl Abs BA: PRSE,Natural Dead Sapl Abs BA: QURU,Natural Dead Sapl Abs BA: PIRE,Natural Dead Sapl Abs BA: PIAB,Natural Dead Sapl BA Total:,Natural Dead Sapl Abs Den: ACRU,Natural Dead Sapl Abs Den: ACSA,Natural Dead Sapl Abs Den: BEAL,Natural Dead Sapl Abs Den: BEPA,Natural Dead Sapl Abs Den: BELE,Natural Dead Sapl Abs Den: FAGR,Natural Dead Sapl Abs Den: TSCA,Natural Dead Sapl Abs Den: FRAM,Natural Dead Sapl Abs Den: PIST,Natural Dead Sapl Abs Den: PRSE,Natural Dead Sapl Abs Den: QURU,Natural Dead Sapl Abs Den: PIRE,Natural Dead Sapl Abs Den: PIAB,Natural Dead Sapl Den Total:,Natural Dead Adult Abs BA: ACRU,Natural Dead Adult Abs BA: ACSA,Natural Dead Adult Abs BA: BEAL,Natural Dead Adult Abs BA: BEPA,Natural Dead Adult Abs BA: BELE,Natural Dead Adult Abs BA: FAGR,Natural Dead Adult Abs BA: TSCA,Natural Dead Adult Abs BA: FRAM,Natural Dead Adult Abs BA: PIST,Natural Dead Adult Abs BA: PRSE,Natural Dead Adult Abs BA: QURU,Natural Dead Adult Abs BA: PIRE,Natural Dead Adult Abs BA: PIAB,Natural Dead Adult BA Total:,Natural Dead Adult Abs Den: ACRU,Natural Dead Adult Abs Den: ACSA,Natural Dead Adult Abs Den: BEAL,Natural Dead Adult Abs Den: BEPA,Natural Dead Adult Abs Den: BELE,Natural Dead Adult Abs Den: FAGR,Natural Dead Adult Abs Den: TSCA,Natural Dead Adult Abs Den: FRAM,Natural Dead Adult Abs Den: PIST,Natural Dead Adult Abs Den: PRSE,Natural Dead Adult Abs Den: QURU,Natural Dead Adult Abs Den: PIRE,Natural Dead Adult Abs Den: PIAB,Natural Dead Adult Den Total:
136,0,2379.29,0,172.657,6.17143,15.9429,304.314,8525.14,27.8,6025.6,2.25714,237.829,3373.23,192.743,21263,0.0946146,0,0.043117,0.00022122,0.0026483,0.242525,2.34778,0.00129072,0.486885,0.00144637,0.095401,0.179974,0.0902943,3.5862,0.026383,0,0.0120231,6.16867e-005,0.00073847,0.0676274,0.654671,0.000359915,0.135766,0.000403317,0.0266023,0.0501852,0.0251783,114.371,0,24.8571,0.114286,2.05714,111.486,1565.37,0.8,429.971,0.714286,78.5429,168.829,105.714,2602.83,0.0439412,0,0.00955005,4.39083e-005,0.000790349,0.0428325,0.601412,0.000307358,0.165194,0.000274427,0.030176,0.0648635,0.0406152,7.63402,0,1.40489,0.0902668,0.221029,0.165139,17.3483,0.106037,4.52523,0.01248,2.91424,2.27537,0.529506,37.2265,0.20507,0,0.0377391,0.0024248,0.00593742,0.00443606,0.466019,0.00284844,0.12156,0.000335245,0.0782841,0.0611223,0.0142239,34.2,0,30.3714,1,2.02857,7.77143,254.886,0.4,43.2857,0.114286,16.6286,18.1714,8.37143,417.229,0.0819695,0,0.0727933,0.00239677,0.00486201,0.0186263,0.610902,0.000958707,0.103746,0.000273916,0.0398548,0.0435527,0.0200644,1000.94,0,34.8857,2.88571,6.42857,4.68571,285.629,12.6286,570,0.771429,58.7143,328.143,4.42857,2310.14,0.00414403,0,0.00168832,7.22203e-005,0.000103548,0.00796229,0.0710825,0.000107839,0.0281581,0.000163727,0.00555861,0.00924363,0.00420758,0.132492,5.54286,0,1.48571,0.0285714,0.2,4.57143,54.8,0.0857143,30.0857,0.114286,5.11429,14.2,6.28571,122.514,0.0834139,0,0.0103219,0.00163685,0.00583926,0.0020758,0.0982252,0,0.050485,0,0.0256663,0.0279675,0.0011326,0.306764,0.342857,0,0.257143,0.0285714,0.0571429,0.114286,1.88571,0,0.457143,0,0.0571429,0.371429,0.0857143,3.65714
137,0,2369.46,0,172.514,5.62857,15.2571,305.8,8532.09,28.2,5987.66,2.71429,234.086,3366.66,192.2,21212.3,0.0949745,0,0.0421742,0.000227544,0.00272495,0.241951,2.35968,0.00131351,0.494637,0.00141688,0.0941023,0.180645,0.0899748,3.60382,0.0263538,0,0.0117026,6.31397e-005,0.000756128,0.0671373,0.654772,0.000364476,0.137253,0.000393161,0.0261118,0.050126,0.0249665,115.2,0,24.4286,0.114286,2.05714,111.8,1577.37,0.828571,432.657,0.742857,76.8857,171.143,105.857,2619.09,0.0439848,0,0.00932714,4.36357e-005,0.000785443,0.0426867,0.60226,0.000316359,0.165194,0.000283632,0.0293559,0.0653445,0.0404176,7.56098,0,1.40545,0.0874705,0.223416,0.162907,17.4524,0.107386,4.57539,0.0125865,2.82465,2.2581,0.514039,37.1848,0.203335,0,0.0377964,0.00235232,0.00600826,0.00438102,0.469343,0.0028879,0.123045,0.000338486,0.0759625,0.0607264,0.0138239,33.5714,0,30.4286,0.971429,2.02857,7.62857,259.8,0.371429,43.4,0.114286,16.3714,18.5714,8.48571,421.743,0.0796017,0,0.0721496,0.00230337,0.00480997,0.0180882,0.616015,0.000880699,0.102906,0.000270984,0.0388185,0.044035,0.0201206,999.543,0,33.8857,2.97143,6.05714,4.37143,279.914,13.1714,578.229,0.6,55.5429,317.4,4,2295.69,0.00519035,0,0.00218177,0,5.94166e-005,0.00856578,0.0742834,6.45342e-005,0.0275113,0.000102503,0.00673986,0.01042,0.00434762,0.139467,6.57143,0,1.31429,0,0.142857,4.05714,57.1714,0.0571429,30.2857,0.0571429,5.57143,15.2571,6.2,126.686,0.0940451,0,0.00901994,0.00343878,0,0.004108,0.185181,0,0.0166555,0,0.040473,0.0670244,0.0113336,0.431279,0.4,0,0.257143,0.0285714,0,0.228571,2.42857,0,0.657143,0,0.257143,0.285714,0.0285714,4.57143
138,0,2350.03,0,172.971,6.08571,15.6,307.143,8537.37,28.0857,5949.26,2.6,225.629,3362.91,191.886,21149.6,0.0955951,0,0.0415398,0.00020556,0.00230051,0.237435,2.37641,0.00111004,0.498735,0.00140396,0.0949105,0.185552,0.0916279,3.62682,0.0263578,0,0.0114535,5.66777e-005,0.000634304,0.0654664,0.655231,0.000306065,0.137513,0.000387104,0.0261691,0.051161,0.025264,116.6,0,24.5714,0.0857143,1.94286,111.771,1592.97,0.714286,437.8,0.714286,77,175.429,105.371,2644.97,0.0440837,0,0.00928987,3.24065e-005,0.000734548,0.0422581,0.602264,0.000270054,0.165522,0.000270054,0.0291118,0.0663253,0.0398384,7.49967,0,1.42077,0.0881111,0.224022,0.166065,17.4556,0.109262,4.54851,0.0126929,2.75271,2.26541,0.519333,37.0621,0.202354,0,0.0383349,0.00237739,0.00604449,0.00448072,0.470981,0.00294808,0.122727,0.000342477,0.0742729,0.0611248,0.0140125,32.9714,0,30.6286,0.971429,2,7.82857,263.6,0.4,44,0.114286,16.2,18.8286,8.42857,425.971,0.0774029,0,0.0719029,0.0022805,0.00469515,0.0183782,0.618821,0.00093903,0.103293,0.000268294,0.0380307,0.0442015,0.0197867,989.171,0,32.9143,2.54286,5.88571,4.65714,281.629,13.5714,573.114,1.05714,55.6286,313.429,4.4,2278,0.00478225,0,0.00163525,4.02674e-005,0.000333573,0.0104058,0.0762695,4.71739e-005,0.0301754,9.055e-005,0.0046175,0.00890725,0.00465836,0.141963,5.94286,0,1.34286,0.0285714,0.142857,5.05714,57.3429,0.0857143,30.2571,0.0571429,4.42857,14.4571,6.85714,126,0.0711858,0,0.00699502,0,0.000601915,0.000513592,0.123965,0,0.0549621,0,0.0727568,0.0302729,0.00082126,0.362074,0.314286,0,0.228571,0,0.0285714,0.0285714,2.11429,0,0.457143,0,0.257143,0.257143,0.0571429,3.74286
139,0,2327.29,0,171.514,5.34286,14.9429,307.029,8539.69,28.7143,5931.34,2.34286,222.429,3353.57,191.629,21095.8,0.0974954,0,0.0423076,8.64739e-005,0.00221617,0.232275,2.39166,0.00118688,0.502322,0.00147069,0.0950155,0.187374,0.0905317,3.64395,0.0267554,0,0.0116104,2.37308e-005,0.000608177,0.0637427,0.656339,0.000325713,0.137851,0.000403598,0.0260749,0.0514207,0.0248444,116.829,0,24.7714,0.0571429,1.97143,111.971,1612.6,0.771429,441.571,0.742857,76.7143,176.429,104.4,2668.83,0.0437752,0,0.00928176,2.14112e-005,0.000738687,0.0419553,0.604235,0.000289051,0.165455,0.000278346,0.0287446,0.0661071,0.0391183,7.45254,0,1.40046,0.0887514,0.221317,0.167943,17.442,0.110942,4.58803,0.0127988,2.68442,2.196,0.520566,36.8858,0.202044,0,0.0379676,0.00240612,0.00600006,0.00455306,0.472865,0.00300771,0.124385,0.000346985,0.0727765,0.0595351,0.0141129,32.4571,0,30.1143,0.971429,1.97143,7.91429,267.143,0.4,44.4571,0.114286,16.1143,19.4857,8.54286,429.686,0.0755369,0,0.0700844,0.00226079,0.00458807,0.0184188,0.621717,0.000930913,0.103464,0.000265975,0.0375025,0.0453488,0.0198816,979.771,0,33.5429,3.05714,5.94286,4.57143,281.286,12.8857,566.2,0.942857,51.9714,313.829,4.17143,2258.17,0.00396702,0,0.00126811,0.000133931,2.67775e-005,0.0117324,0.0786606,0,0.0320616,0,0.00510701,0.00843608,0.00559239,0.146986,6.57143,0,1.22857,0.0571429,0.0285714,4.42857,57.8857,0,29.8,0,4.51429,14.9429,6.82857,126.286,0.0677913,0,0.033387,0,0.00530486,0.000510662,0.201522,0,0.0253746,0,0.0376442,0.0601773,0.00744142,0.439154,0.285714,0,0.571429,0,0.0571429,0.0285714,2.62857,0,0.428571,0,0.0857143,0.171429,0.0571429,4.31429
140,0,2321.06,0,170.371,5.54286,15.3714,307.971,8529.14,26.9143,5910.09,2.85714,215.514,3347.89,191.429,21044.1,0.0989836,0,0.0430241,6.26017e-006,0.00218442,0.232655,2.41446,0.00113493,0.512118,0.00132703,0.0960728,0.192279,0.0917323,3.68598,0.0268541,0,0.0116723,1.69837e-006,0.000592628,0.063119,0.65504,0.000307904,0.138937,0.00036002,0.0260644,0.0521649,0.0248868,117.4,0,25.0857,0.0571429,2,112,1632.26,0.685714,443.714,0.714286,75.7143,179.029,104.371,2693.03,0.043594,0,0.00931506,2.12188e-005,0.000742658,0.0415889,0.606105,0.000254626,0.164764,0.000265235,0.0281149,0.0664785,0.0387562,7.40855,0,1.39583,0.0860967,0.223651,0.16876,17.493,0.0895775,4.54526,0.0129045,2.65584,2.20635,0.515266,36.8011,0.201313,0,0.037929,0.00233951,0.0060773,0.00458574,0.47534,0.0024341,0.123509,0.000350655,0.0721674,0.0599534,0.0140014,31.9143,0,30,0.942857,1.97143,7.94286,271.2,0.342857,44.2,0.114286,15.8571,19.8571,8.57143,432.914,0.0737196,0,0.0692978,0.00217793,0.00455385,0.0183474,0.626452,0.000791975,0.102099,0.000263992,0.0366288,0.0458685,0.0197994,960.629,0,33.6857,2.08571,5.62857,4.34286,287.257,13.3429,562.657,0.714286,52.2857,312.257,4.57143,2239.46,0.00480411,0,0.00205372,8.32587e-005,0.000168248,0.00766098,0.0733893,0.000125276,0.0299893,0.000229435,0.00542858,0.00878901,0.00475981,0.137481,6.14286,0,1.42857,0.0285714,0.0571429,4.37143,60.4857,0.142857,31.1429,0.0857143,5.34286,15.2571,6.08571,130.571,0.0487892,0,0.0198628,0,0,0.00102906,0.169217,0.0114304,0.0880747,0,0.0177789,0.0439706,0.0134826,0.413635,0.2,0,0.342857,0,0,0.0571429,2.6,0.0285714,0.6,0,0.142857,0.342857,0.0571429,4.37143
141,0,2312.74,0,170.571,5.22857,16.1429,308.743,8530.6,26.0286,5884.97,2.85714,211.286,3339.26,192.114,21000.5,0.100988,0,0.0446101,6.07619e-006,0.00222737,0.230692,2.42967,0.00120219,0.516556,0.00139325,0.095004,0.194979,0.0929377,3.71027,0.0272186,0,0.0120234,1.63767e-006,0.000600327,0.0621765,0.654851,0.000324018,0.139224,0.000375512,0.0256057,0.0525513,0.0250488,117.943,0,25.2,0.0571429,2,112.114,1647.8,0.657143,446.171,0.714286,74.9714,180.4,103.429,2711.46,0.043498,0,0.0092939,2.10746e-005,0.000737611,0.0413484,0.607718,0.000242358,0.16455,0.000263432,0.0276499,0.0665325,0.038145,7.39073,0,1.39019,0.08181,0.225996,0.171638,17.5635,0.090965,4.52711,0.01301,2.5458,2.23553,0.519485,36.7557,0.201077,0,0.0378224,0.00222577,0.00614859,0.00466969,0.477843,0.00247485,0.123167,0.000353958,0.0692627,0.0608211,0.0141334,31.5143,0,29.6857,0.914286,1.97143,8.08571,275.457,0.342857,44.4857,0.114286,15.6857,20.4,8.45714,437.114,0.0720962,0,0.0679129,0.00209164,0.0045101,0.0184979,0.630172,0.000784365,0.101771,0.000261455,0.0358847,0.0466697,0.0193477,964.686,0,33.2857,2.62857,5.54286,4.65714,280.971,11.9429,568.714,0.971429,50.3143,314.686,4,2242.4,0.00437057,0,0.00181892,3.21522e-006,9.1127e-005,0.00819946,0.0782478,3.00435e-005,0.0318928,0,0.00589381,0.0106092,0.00440256,0.14556,5.51429,0,1.34286,0.0285714,0.0571429,4.74286,61.0571,0.0857143,31.0857,0,5.05714,16.3429,6.37143,131.686,0.071047,0,0.0168446,0.00490529,0,0.000515635,0.110464,0,0.0783607,0,0.0983439,0.0211761,0.00209621,0.403753,0.257143,0,0.371429,0.0285714,0,0.0285714,2.45714,0,0.685714,0,0.314286,0.142857,0.114286,4.4
142,0,2282.66,0,170.4,4.91429,15.5429,308.886,8527.57,24.6,5855.11,3.08571,210.229,3336.43,191.771,20931.2,0.10136,0,0.0445544,7.59076e-006,0.00229569,0.227718,2.44512,0.00118537,0.523189,0.00122454,0.0963222,0.201236,0.0931032,3.73731,0.0271212,0,0.0119215,2.03107e-006,0.000614263,0.0609311,0.654244,0.000317173,0.139991,0.000327652,0.0257731,0.0538451,0.0249118,118.657,0,25.0857,0.0571429,1.97143,112.343,1662.89,0.685714,449.857,0.628571,74.7714,183.714,103.457,2734.11,0.0433987,0,0.00917508,2.09e-005,0.000721048,0.0410893,0.608199,0.000250799,0.164535,0.000229899,0.0273476,0.0671933,0.0378394,7.266,0,1.38477,0.0797525,0.228351,0.172869,17.5984,0.0811889,4.3654,0.0131153,2.54536,2.23995,0.520657,36.4958,0.199092,0,0.0379434,0.00218525,0.0062569,0.00473668,0.482203,0.00222461,0.119614,0.000359365,0.0697441,0.0613755,0.0142662,30.8857,0,29.9143,0.885714,1.97143,8.14286,279.029,0.314286,44.7143,0.114286,15.6571,20.5429,8.54286,440.714,0.070081,0,0.0678768,0.00200972,0.00447326,0.0184765,0.633128,0.000713128,0.101459,0.000259319,0.0355267,0.0466126,0.0193841,969.571,0,32.8571,2.71429,6.62857,4.85714,282.371,11.6286,553.057,0.914286,49.1143,309.743,4.17143,2227.63,0.00480909,0,0.00190501,0,8.38743e-005,0.0093618,0.0808293,8.76446e-005,0.0301394,0.000237797,0.00437006,0.00868436,0.00468839,0.145197,6.22857,0,1.34286,0,0.114286,4.37143,60.6857,0.0571429,30,0.0857143,4.48571,16.0571,5.82857,129.257,0.107089,0,0.0150699,0.00264222,0,0.00104317,0.183105,0.0111787,0.109015,0,0.0133107,0.0183835,0.00796311,0.4688,0.428571,0,0.114286,0.0285714,0,0.0571429,2.77143,0.0285714,0.542857,0,0.0285714,0.314286,0.114286,4.42857
143,0,2262.66,0,167.829,5.37143,15.6286,309.571,8528.46,23.2,5822.14,3.37143,206.143,3326.77,192.514,20863.7,0.102507,0,0.0452914,1.22162e-005,0.00241792,0.228664,2.45881,0.0012713,0.525861,0.00127964,0.0951711,0.203239,0.0937067,3.75823,0.0272754,0,0.0120513,3.25053e-006,0.000643367,0.0608435,0.654246,0.00033827,0.139923,0.000340491,0.0253234,0.0540783,0.0249337,119.771,0,25.0857,0.0857143,1.97143,114.343,1680.91,0.771429,452.8,0.685714,73.9429,185,103.029,2758.4,0.0434206,0,0.0090943,3.10739e-005,0.0007147,0.0414526,0.60938,0.000279665,0.164153,0.000248591,0.0268064,0.0670679,0.0373508,7.2057,0,1.37008,0.0781556,0.22298,0.171618,17.5917,0.0824484,4.43608,0.0132204,2.5387,2.19825,0.528061,36.437,0.197758,0,0.0376013,0.00214495,0.00611961,0.00471,0.482798,0.00226277,0.121747,0.00036283,0.0696736,0.0603301,0.0144924,30.5143,0,29.6,0.857143,1.91429,8.05714,283.714,0.314286,45.3143,0.114286,15.6857,20.9429,8.68571,445.714,0.0684615,0,0.0664103,0.00192308,0.00429487,0.0180769,0.636538,0.000705128,0.101667,0.00025641,0.0351923,0.0469872,0.0194872,953.086,0,34.2571,1.85714,5.57143,4.34286,281.086,10.9429,559.371,0.971429,50.1714,311.429,4.45714,2217.54,0.00469642,0,0.0022148,0,3.71138e-005,0.00720259,0.077239,5.37594e-006,0.0340435,1.1079e-005,0.00648861,0.0111469,0.00410116,0.147187,5.94286,0,1.45714,0,0.114286,3.48571,58.8571,0.0285714,31.3714,0.0571429,5.22857,16.2286,5.74286,128.514,0.0641443,0,0.0262156,0.00216435,0,0.00258544,0.202532,0,0.0189537,0,0.0256329,0.030037,0.00108789,0.373353,0.228571,0,0.371429,0.0285714,0,0.142857,2.37143,0,0.514286,0,0.0857143,0.285714,0.0857143,4.11429
144,0,2253.54,0,167.886,5.48571,16.0286,310.743,8532.63,22.9143,5806.71,3.31429,201.343,3323.83,191,20835.4,0.10347,0,0.0450631,1.52484e-005,0.0023619,0.227159,2.47494,0.00131893,0.53002,0.0013492,0.095178,0.204462,0.0951267,3.78047,0.0273697,0,0.01192,4.03347e-006,0.000624763,0.0600875,0.654666,0.000348881,0.1402,0.000356888,0.0251763,0.0540839,0.0251627,119.514,0,24.8571,0.0857143,1.94286,114.343,1698.2,0.771429,457.457,0.714286,72.5714,188,104.114,2782.57,0.042951,0,0.00893316,3.0804e-005,0.000698224,0.0410925,0.610299,0.000277236,0.164401,0.0002567,0.0260807,0.0675634,0.0374166,7.15384,0,1.36819,0.0787044,0.208548,0.170121,17.6693,0.0781317,4.43837,0.0133254,2.51078,2.24078,0.517356,36.4474,0.196278,0,0.0375387,0.00215939,0.00572187,0.00466757,0.484788,0.00214368,0.121775,0.000365605,0.0688877,0.0614799,0.0141946,30.0571,0,29.7143,0.857143,1.8,8.08571,287.771,0.285714,45.9429,0.114286,15.4857,21.5429,8.8,450.457,0.0667259,0,0.0659647,0.00190283,0.00399594,0.01795,0.638843,0.000634276,0.101992,0.000253711,0.0343778,0.0478244,0.0195357,943.171,0,32.3714,2.42857,5.45714,4.11429,276.629,10.3429,547.6,1.31429,49.8571,312.114,3.97143,2189.37,0.00515155,0,0.002095,0,0.000184058,0.0097103,0.0817744,5.85817e-005,0.031231,3.30632e-006,0.00535306,0.0117691,0.00359094,0.150921,6.6,0,1.42857,0,0.114286,4.85714,62.0571,0.0857143,30.7143,0.0285714,5.05714,16.4571,5.8,133.2,0.0504507,0,0.00943894,0,0.0144806,0,0.110066,0.00558819,0.0638278,0,0.0325578,0.010002,0.0126165,0.309029,0.257143,0,0.0857143,0,0.0857143,0,2.65714,0.0285714,0.514286,0,0.285714,0.171429,0.0857143,4.17143
145,0,2239.06,0,166.314,5.51429,14.8571,311.086,8531.6,21.5714,5788.71,3.14286,198.8,3324.63,189.686,20795,0.105723,0,0.045327,1.77183e-005,0.00251715,0.227293,2.49306,0.00141607,0.538142,0.00133361,0.0953106,0.205172,0.0951278,3.81044,0.0277457,0,0.0118955,4.64995e-006,0.000660592,0.0596502,0.654271,0.00037163,0.141228,0.000349989,0.025013,0.0538447,0.0249651,120.971,0,24.8,0.0857143,2,114.2,1716.43,0.742857,460.371,0.685714,71.4857,189.657,103.8,2805.23,0.0431236,0,0.00884063,3.05552e-005,0.000712954,0.0407097,0.611868,0.000264812,0.164112,0.000244442,0.025483,0.0676084,0.0370023,7.17031,0,1.35685,0.0792559,0.199985,0.170017,17.775,0.0793055,4.51694,0.0131598,2.47739,2.21557,0.518131,36.5719,0.19606,0,0.0371008,0.00216712,0.00546825,0.00464884,0.486029,0.00216848,0.123508,0.000359833,0.0677403,0.0605812,0.0141674,29.6571,0,29.7143,0.857143,1.74286,8.08571,292.171,0.285714,46.5429,0.0857143,15.4286,22.0286,8.91429,455.514,0.0651069,0,0.0652324,0.0018817,0.00382613,0.0177507,0.64141,0.000627235,0.102177,0.00018817,0.0338707,0.0483598,0.0195697,941.486,0,33.0286,2.25714,6.05714,5.2,278.743,10.7143,556.257,1.17143,48.8857,309.086,4.85714,2197.74,0.00470143,0,0.00163089,0,1.70741e-005,0.00855596,0.0803976,4.92071e-006,0.0284702,9.17232e-005,0.00489156,0.0113353,0.00441414,0.144511,6.34286,0,1.31429,0,0.0857143,4.37143,64.6571,0.0285714,29.6286,0.0571429,4.77143,17.4286,6.22857,134.914,0.0594932,0,0.0195942,0,0.00671707,0.000879736,0.142574,0,0.0226094,0,0.0622306,0.0633683,0.00265539,0.380122,0.257143,0,0.257143,0,0.0285714,0.0285714,2.62857,0,0.514286,0,0.171429,0.285714,0.0857143,4.25714
146,0,2226.8,0,166.171,4.97143,15.2857,311.629,8533.09,20.2857,5776.57,3.25714,190.543,3315.71,189.629,20753.9,0.105646,0,0.0447391,2.08197e-005,0.0024369,0.226292,2.5083,0.00152282,0.545111,0.00138606,0.0954556,0.208712,0.0967428,3.83637,0.0275379,0,0.0116618,5.42693e-006,0.000635211,0.0589859,0.653822,0.000396943,0.14209,0.000361295,0.0248818,0.0544036,0.0252173,120.686,0,24.7429,0.0857143,1.94286,113.171,1731.26,0.885714,461.543,0.657143,70.9429,193.886,103.771,2823.57,0.0427422,0,0.00876296,3.03567e-005,0.000688085,0.0400809,0.613144,0.000313686,0.163461,0.000232735,0.0251252,0.0686668,0.0367518,7.17377,0,1.34971,0.0798066,0.197708,0.169688,17.853,0.0603626,4.48871,0.0130356,2.4544,2.23943,0.507408,36.5871,0.196074,0,0.0368903,0.00218128,0.00540376,0.00463793,0.48796,0.00164983,0.122686,0.00035629,0.0670839,0.0612083,0.0138685,29.4571,0,29.7143,0.857143,1.71429,8.05714,296.257,0.257143,46.5429,0.0571429,15.2571,22.3143,8.91429,459.4,0.0641209,0,0.0646806,0.00186579,0.00373158,0.0175384,0.644878,0.000559736,0.101312,0.000124386,0.033211,0.0485727,0.0194042,941.857,0,31.6286,2.4,5.91429,5.14286,285.343,9.48571,549.229,0.914286,50.1429,311.371,3.68571,2197.11,0.00576635,0,0.00227223,0,0.000221155,0.010391,0.0832037,3.13503e-006,0.032386,3.88011e-006,0.00547423,0.0102727,0.00351812,0.153513,6.6,0,1.57143,0,0.171429,5.57143,62.6857,0.0285714,33.6,0.0285714,4.37143,16.8286,6.02857,137.486,0.0437529,0,0.010783,0,0.00435685,0.000516634,0.11198,0.0201274,0.10985,0,0.0497052,0.0157708,0.00197026,0.368813,0.228571,0,0.2,0,0.0285714,0.0285714,2.4,0.0285714,0.628571,0,0.171429,0.342857,0.0571429,4.11429
