Step,Subplot,Sdl Abs Den: ACRU,Sdl Abs Den: ACSA,Sdl Abs Den: BEAL,Sdl Abs Den: BEPA,Sdl Abs Den: BELE,Sdl Abs Den: FAGR,Sdl Abs Den: TSCA,Sdl Abs Den: FRAM,Sdl Abs Den: PIST,Sdl Abs Den: PRSE,Sdl Abs Den: QURU,Sdl Abs Den: PIRE,Sdl Abs Den: PIAB,Sdl Den Total:,Sapl Abs BA: ACRU,Sapl Abs BA: ACSA,Sapl Abs BA: BEAL,Sapl Abs BA: BEPA,Sapl Abs BA: BELE,Sapl Abs BA: FAGR,Sapl Abs BA: TSCA,Sapl Abs BA: FRAM,Sapl Abs BA: PIST,Sapl Abs BA: PRSE,Sapl Abs BA: QURU,Sapl Abs BA: PIRE,Sapl Abs BA: PIAB,Sapl BA Total:,Sapl Rel BA: ACRU,Sapl Rel BA: ACSA,Sapl Rel BA: BEAL,Sapl Rel BA: BEPA,Sapl Rel BA: BELE,Sapl Rel BA: FAGR,Sapl Rel BA: TSCA,Sapl Rel BA: FRAM,Sapl Rel BA: PIST,Sapl Rel BA: PRSE,Sapl Rel BA: QURU,Sapl Rel BA: PIRE,Sapl Rel BA: PIAB,Sapl Abs Den: ACRU,Sapl Abs Den: ACSA,Sapl Abs Den: BEAL,Sapl Abs Den: BEPA,Sapl Abs Den: BELE,Sapl Abs Den: FAGR,Sapl Abs Den: TSCA,Sapl Abs Den: FRAM,Sapl Abs Den: PIST,Sapl Abs Den: PRSE,Sapl Abs Den: QURU,Sapl Abs Den: PIRE,Sapl Abs Den: PIAB,Sapl Den Total:,Sapl Rel Den: ACRU,Sapl Rel Den: ACSA,Sapl Rel Den: BEAL,Sapl Rel Den: BEPA,Sapl Rel Den: BELE,Sapl Rel Den: FAGR,Sapl Rel Den: TSCA,Sapl Rel Den: FRAM,Sapl Rel Den: PIST,Sapl Rel Den: PRSE,Sapl Rel Den: QURU,Sapl Rel Den: PIRE,Sapl Rel Den: PIAB,Adult Abs BA: ACRU,Adult Abs BA: ACSA,Adult Abs BA: BEAL,Adult Abs BA: BEPA,Adult Abs BA: BELE,Adult Abs BA: FAGR,Adult Abs BA: TSCA,Adult Abs BA: FRAM,Adult Abs BA: PIST,Adult Abs BA: PRSE,Adult Abs BA: QURU,Adult Abs BA: PIRE,Adult Abs BA: PIAB,Adult BA Total:,Adult Rel BA: ACRU,Adult Rel BA: ACSA,Adult Rel BA: BEAL,Adult Rel BA: BEPA,Adult Rel BA: BELE,Adult Rel BA: FAGR,Adult Rel BA: TSCA,Adult Rel BA: FRAM,Adult Rel BA: PIST,Adult Rel BA: PRSE,Adult Rel BA: QURU,Adult Rel BA: PIRE,Adult Rel BA: PIAB,Adult Abs Den: ACRU,Adult Abs Den: ACSA,Adult Abs Den: BEAL,Adult Abs Den: BEPA,Adult Abs Den: BELE,Adult Abs Den: FAGR,Adult Abs Den: TSCA,Adult Abs Den: FRAM,Adult Abs Den: PIST,Adult Abs Den: PRSE,Adult Abs Den: QURU,Adult Abs Den: PIRE,Adult Abs Den: PIAB,Adult Den Total:,Adult Rel Den: ACRU,Adult Rel Den: ACSA,Adult Rel Den: BEAL,Adult Rel Den: BEPA,Adult Rel Den: BELE,Adult Rel Den: FAGR,Adult Rel Den: TSCA,Adult Rel Den: FRAM,Adult Rel Den: PIST,Adult Rel Den: PRSE,Adult Rel Den: QURU,Adult Rel Den: PIRE,Adult Rel Den: PIAB,Natural Dead Sdl Abs Den: ACRU,Natural Dead Sdl Abs Den: ACSA,Natural Dead Sdl Abs Den: BEAL,Natural Dead Sdl Abs Den: BEPA,Natural Dead Sdl Abs Den: BELE,Natural Dead Sdl Abs Den: FAGR,Natural Dead Sdl Abs Den: TSCA,Natural Dead Sdl Abs Den: FRAM,Natural Dead Sdl Abs Den: PIST,Natural Dead Sdl Abs Den: PRSE,Natural Dead Sdl Abs Den: QURU,Natural Dead Sdl Abs Den: PIRE,Natural Dead Sdl Abs Den: PIAB,Natural Dead Sdl Den Total:,Natural Dead Sapl Abs BA: ACRU,Natural Dead Sapl Abs BA: ACSA,Natural Dead Sapl Abs BA: BEAL,Natural Dead Sapl Abs BA: BEPA,Natural Dead Sapl Abs BA: BELE,Natural Dead Sapl Abs BA: FAGR,Natural Dead Sapl Abs BA: TSCA,Natural Dead Sapl Abs BA: FRAM,Natural Dead Sapl Abs BA: PIST,Natural Dead Sapl Abs BA: PRSE,Natural Dead Sapl Abs BA: QURU,Natural Dead Sapl Abs BA: PIRE,Natural Dead Sapl Abs BA: PIAB,Natural Dead Sapl BA Total:,Natural Dead Sapl Abs Den: ACRU,Natural Dead Sapl Abs Den: ACSA,Natural Dead Sapl Abs Den: BEAL,Natural Dead Sapl Abs Den: BEPA,Natural Dead Sapl Abs Den: BELE,Natural Dead Sapl Abs Den: FAGR,Natural Dead Sapl Abs Den: TSCA,Natural Dead Sapl Abs Den: FRAM,Natural Dead Sapl Abs Den: PIST,Natural Dead Sapl Abs Den: PRSE,Natural Dead Sapl Abs Den: QURU,Natural Dead Sapl Abs Den: PIRE,Natural Dead Sapl Abs Den: PIAB,Natural Dead Sapl Den Total:,Natural Dead Adult Abs BA: ACRU,Natural Dead Adult Abs BA: ACSA,Natural Dead Adult Abs BA: BEAL,Natural Dead Adult Abs BA: BEPA,Natural Dead Adult Abs BA: BELE,Natural Dead Adult Abs BA: FAGR,Natural Dead Adult Abs BA: TSCA,Natural Dead Adult Abs BA: FRAM,Natural Dead Adult Abs BA: PIST,Natural Dead Adult Abs BA: PRSE,Natural Dead Adult Abs BA: QURU,Natural Dead Adult Abs BA: PIRE,Natural Dead Adult Abs BA: PIAB,Natural Dead Adult BA Total:,Natural Dead Adult Abs Den: ACRU,Natural Dead Adult Abs Den: ACSA,Natural Dead Adult Abs Den: BEAL,Natural Dead Adult Abs Den: BEPA,Natural Dead Adult Abs Den: BELE,Natural Dead Adult Abs Den: FAGR,Natural Dead Adult Abs Den: TSCA,Natural Dead Adult Abs Den: FRAM,Natural Dead Adult Abs Den: PIST,Natural Dead Adult Abs Den: PRSE,Natural Dead Adult Abs Den: QURU,Natural Dead Adult Abs Den: PIRE,Natural Dead Adult Abs Den: PIAB,Natural Dead Adult Den Total:
0,0,250,0,250,250,250,250,250,250,250,250,250,250,250,3000,0.303028,0,0.189841,0.0146196,0.0495162,0.181489,0.679066,0.00550521,0.0277322,0.00424319,0.0243318,0.000374882,0.0124725,1.49222,0.203072,0,0.127221,0.00979721,0.0331829,0.121624,0.455071,0.00368928,0.0185845,0.00284354,0.0163058,0.000251224,0.00835832,112.943,0,90.8286,4.05714,32.1714,111.2,439.086,2.54286,27.5714,2.57143,21.2,0.2,2.85714,847.229,0.133309,0,0.107207,0.00478872,0.0379726,0.131251,0.518261,0.00300138,0.0325431,0.00303511,0.0250228,0.000236064,0.00337234,5.73206,0,0.801681,0.382631,0.527578,0.368497,12.9083,0.0933258,4.40393,0.143131,8.70266,1.92052,0.681895,36.6662,0.156331,0,0.0218643,0.0104355,0.0143887,0.0100501,0.352049,0.00254528,0.120109,0.00390362,0.237348,0.0523784,0.0185974,171.943,0,34.4857,11.2,18.5143,6.68571,222.6,2.65714,42.8286,4.02857,99.1714,22.3714,22.7714,659.257,0.260813,0,0.05231,0.0169888,0.0280836,0.0101413,0.337653,0.00403051,0.0649649,0.00611077,0.150429,0.0339343,0.034541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,893.114,0,236.4,146.171,159.686,267.743,819.371,133.743,793.629,150.6,312.886,503.543,270.429,4687.31,0.293363,0,0.185872,0.0129985,0.0493628,0.181712,0.675526,0.00549574,0.0282789,0.00426348,0.0245341,0.000401827,0.011077,1.47289,0.199176,0,0.126196,0.00882516,0.0335143,0.123371,0.458641,0.00373127,0.0191997,0.00289464,0.0166572,0.000272816,0.00752063,106.971,0,84.3143,3.54286,30.6286,106.857,420.943,2.34286,25.6286,2.34286,19.4571,0.171429,2.57143,805.771,0.132757,0,0.104638,0.00439685,0.0380115,0.132615,0.52241,0.0029076,0.0318063,0.0029076,0.0241472,0.000212751,0.00319126,5.80059,0,0.810596,0.374277,0.5179,0.365428,12.944,0.093573,4.43826,0.129885,8.80593,1.93729,0.67983,36.8975,0.157208,0,0.0219688,0.0101437,0.0140362,0.00990387,0.350809,0.00253602,0.120286,0.00352015,0.238659,0.0525045,0.0184248,169.971,0,35.5143,10.9429,17.8286,6.71429,220.4,2.6,42,3.6,98.1143,22.1429,22.4,652.229,0.260601,0,0.0544507,0.0167776,0.0273349,0.0102944,0.337918,0.00398633,0.0643946,0.00551954,0.150429,0.0339495,0.0343438,118.171,0,54.2857,127.2,119.257,3.82857,7.51429,127.629,28.3714,109.2,106.914,25.5714,8.14286,836.086,0.0131553,0,0.00755222,0.00146199,0.00184863,0.00613791,0.0226529,0.000259089,0.00176168,0.000204129,0.00110292,3.94111e-006,0.00138836,0.057529,5.08571,0,4.25714,0.428571,1.51429,4.25714,16.5429,0.2,1.94286,0.228571,1.71429,0.0285714,0.257143,36.4571,0.04135,0,0.0142643,0.00440564,0.0108745,0.00313881,0.124488,0,0.0376268,0.00633806,0.0369732,0.012174,0.00627999,0.297914,1.34286,0,0.657143,0.142857,0.228571,0.0285714,2,0,0.4,0.142857,0.542857,0.142857,0.228571,5.85714
2,0,1242,0,222.914,99.5429,118.857,285.371,1345.6,83.6857,1266.17,103.114,366.857,729.943,288.2,6152.26,0.282869,0,0.179181,0.0113954,0.0477815,0.181715,0.67225,0.00518872,0.0279576,0.00419963,0.0231774,0.000401988,0.00948052,1.4456,0.195676,0,0.123949,0.0078828,0.0330531,0.125702,0.465033,0.00358932,0.0193398,0.00290512,0.0160331,0.000278077,0.0065582,101.114,0,77.3429,3.02857,28.6286,102.886,404.086,2.2,23.9429,2.2,17.9714,0.142857,2.25714,765.8,0.132037,0,0.100996,0.00395478,0.0373839,0.134351,0.527665,0.00287281,0.0312652,0.00287281,0.0234675,0.000186546,0.00294743,5.84932,0,0.812815,0.367261,0.519737,0.360892,12.9907,0.0958112,4.45157,0.125665,8.87295,1.94878,0.673055,37.0685,0.157797,0,0.0219274,0.00990763,0.014021,0.00973582,0.35045,0.0025847,0.12009,0.00339007,0.239366,0.0525724,0.018157,167.314,0,36.6857,10.7429,17.6286,6.71429,218.714,2.57143,41.0286,3.42857,96.8857,21.8571,22.0571,645.628,0.259149,0,0.0568217,0.0166394,0.0273045,0.0103996,0.338762,0.00398283,0.0635483,0.00531044,0.150064,0.0338541,0.0341638,417.314,0,52.4286,69,68.8,3.82857,29.9714,62.2286,89.5714,57.8857,122.486,56.6857,9.2,1039.4,0.0120443,0,0.00858932,0.00139194,0.00207888,0.00604715,0.0215415,0.00011511,0.00139361,0.000313192,0.00142924,2.89952e-005,0.00105525,0.0560285,4.77143,0,4.6,0.428571,1.8,3.85714,15.2571,0.0857143,1.54286,0.142857,1.31429,0.0285714,0.228571,34.0571,0.0587754,0,0.0164463,0.00663402,0.00321955,0.00343372,0.0809361,0.001137,0.0508281,0.00154808,0.0696969,0.00532244,0.00534431,0.303322,2.02857,0,0.542857,0.2,0.2,0.0857143,1.71429,0.0857143,0.571429,0.0285714,0.742857,0.0571429,0.114286,6.37143
3,0,1446.83,0,217.657,76.5714,101.457,301.8,1839.8,61.3143,1696.17,80,410.429,933.343,306,7471.37,0.268312,0,0.178478,0.0102201,0.0462478,0.182269,0.669894,0.00464569,0.0282097,0.00373449,0.023181,0.000424066,0.00956956,1.42519,0.188264,0,0.125232,0.0071711,0.0324504,0.127891,0.47004,0.00325971,0.0197937,0.00262035,0.0162653,0.000297551,0.0067146,94.7429,0,72.1143,2.68571,26.9143,98.8857,389.2,2.05714,22.2286,2.02857,16.9143,0.142857,2.17143,730.086,0.12977,0,0.0987751,0.00367863,0.0368646,0.135444,0.533088,0.00281767,0.0304465,0.00277854,0.0231675,0.000195672,0.00297421,5.87804,0,0.817562,0.35886,0.515008,0.352543,13.0107,0.0978402,4.48742,0.118341,8.92759,1.94506,0.666067,37.175,0.158118,0,0.0219922,0.00965325,0.0138536,0.00948334,0.349985,0.00263188,0.120711,0.00318334,0.24015,0.0523216,0.0179171,165.257,0,37.4571,10.4286,17.2286,6.62857,216.086,2.51429,40.3429,3.28571,95.5714,21.4286,21.6571,637.886,0.25907,0,0.0587208,0.0163487,0.0270089,0.0103915,0.338753,0.00394159,0.0632446,0.00515094,0.149825,0.0335931,0.0339514,558.257,0,45.9143,42.9714,46.7714,4.25714,50.5714,34.3429,136.229,32.2857,134.543,80.0571,9.25714,1175.46,0.0124372,0,0.00618616,0.000855596,0.00259716,0.00685502,0.018681,0.000786415,0.00142379,0.000224158,0.000814172,0,5.38293e-005,0.0509145,4.82857,0,3.4,0.257143,1.6,3.97143,13.1143,0.142857,1.62857,0.114286,0.971429,0,0.0857143,30.1143,0.0657951,0,0.0111759,0.00279157,0.00805228,0.0032233,0.0929693,0.000426957,0.0240534,0.00788578,0.0561692,0.0287325,0.0028865,0.304162,1.71429,0,0.457143,0.114286,0.285714,0.0285714,1.97143,0.0285714,0.257143,0.171429,0.571429,0.314286,0.142857,6.05714
4,0,1591.14,0,211.286,66.2857,92.5429,318.571,2315.29,50.7714,2073.43,66.8,449.543,1116.34,322.714,8674.71,0.256094,0,0.171453,0.00897765,0.0450089,0.181729,0.659625,0.00427666,0.0285862,0.00345733,0.022096,0.00045855,0.00872593,1.39049,0.184175,0,0.123304,0.00645647,0.0323691,0.130695,0.474383,0.00307565,0.0205584,0.00248641,0.0158908,0.000329776,0.00627544,89.2571,0,66.5429,2.28571,25.7143,94.0571,373.114,1.74286,20.5714,1.94286,15.7429,0.142857,2.02857,693.143,0.128772,0,0.0960016,0.00329761,0.0370981,0.135697,0.538293,0.00251443,0.0296785,0.00280297,0.0227123,0.000206101,0.00292663,5.94666,0,0.836095,0.348681,0.513578,0.349697,13.0737,0.0989537,4.5198,0.113098,8.98034,1.96699,0.665519,37.4131,0.158946,0,0.0223476,0.00931974,0.0137272,0.00934689,0.349442,0.00264489,0.120808,0.00302296,0.240032,0.0525748,0.0177884,163.829,0,39,10.1143,16.8286,6.65714,214.714,2.4,39.5429,3.11429,94.4571,21.2857,21.3429,633.286,0.258696,0,0.0615836,0.0159711,0.0265734,0.0105121,0.339048,0.00378976,0.0624408,0.00491766,0.149154,0.0336116,0.0337018,633.057,0,44.8,29.6,35.0286,4.17143,68.7429,23.3143,183.4,21.7714,140.286,104.143,9.62857,1297.94,0.010963,0,0.00802626,0.00139274,0.0016161,0.00630661,0.0234515,0.000610478,0.00140418,0.00021128,0.00138985,0,0.000571655,0.0559437,4.14286,0,3.22857,0.371429,1.02857,4.71429,13.9714,0.314286,1.6,0.0571429,1.02857,0,0.0857143,30.5429,0.0494184,0,0.00761955,0.00886999,0.00971301,0.00134696,0.078781,0.00120138,0.0372065,0.00662593,0.0878637,0.00356952,0.00486912,0.297085,1.57143,0,0.342857,0.2,0.314286,0.0285714,1.65714,0.0571429,0.457143,0.171429,0.8,0.0285714,0.228571,5.85714
5,0,1693.66,0,208.743,62.3714,88.1714,332.914,2759.91,44.4571,2413.09,60.8857,481.886,1281.97,337.371,9765.43,0.243593,0,0.168896,0.00820876,0.0439438,0.181113,0.647648,0.00441274,0.0291393,0.00309204,0.0202508,0.000419797,0.00782953,1.35855,0.179304,0,0.124321,0.0060423,0.0323461,0.133314,0.476721,0.00324813,0.0214488,0.00227599,0.0149062,0.000309004,0.00576316,83.7143,0,61.9714,2.11429,24.2571,90.1429,357.286,1.65714,19.4571,1.65714,14.5429,0.114286,1.77143,658.686,0.127093,0,0.0940835,0.00320986,0.0368266,0.136853,0.542422,0.00251583,0.0295393,0.00251583,0.0220786,0.000173506,0.00268934,6.01298,0,0.852293,0.339417,0.513676,0.341929,13.0846,0.101985,4.54523,0.111904,9.02787,1.98555,0.660818,37.5782,0.160012,0,0.0226805,0.00903227,0.0136695,0.00909913,0.348195,0.00271394,0.120954,0.00297789,0.240242,0.0528379,0.0175851,162.171,0,40.0857,9.82857,16.4571,6.65714,213.257,2.4,38.8857,3.02857,93.4571,21.0286,20.8571,628.114,0.258188,0,0.0638191,0.0156477,0.0262009,0.0105986,0.33952,0.00382096,0.0619087,0.00482169,0.14879,0.0334789,0.033206,681.371,0,43.5429,24.1714,30.9429,5.22857,85.9429,18.6,223.657,14.8,148.314,119.457,9.77143,1405.8,0.0114818,0,0.00532424,0.000796731,0.00237751,0.00605131,0.0214573,7.56417e-005,0.000855025,0.000512679,0.00156043,7.01323e-005,0.00103736,0.0516002,4.28571,0,2.57143,0.142857,1.4,3.8,13.3143,0.0857143,1.02857,0.285714,1,0.0285714,0.257143,28.2,0.0444916,0,0.0103989,0.00876662,0.00711007,0.00792942,0.15159,0,0.0496258,0.00149496,0.0787694,0.00657342,0.00793519,0.374685,1.31429,0,0.657143,0.171429,0.142857,0.0857143,2.2,0,0.342857,0.0571429,0.628571,0.114286,0.314286,6.02857
6,0,1771.97,0,206.971,57.9143,86.2,347.571,3185.54,42.2,2726.14,57.6857,501.457,1428.03,352,10763.7,0.232435,0,0.164091,0.00744574,0.041564,0.178747,0.638845,0.00422012,0.0296407,0.00294684,0.0197092,0.000442813,0.00751547,1.3276,0.175078,0,0.123599,0.00560841,0.0313076,0.134639,0.481202,0.00317875,0.0223265,0.00221967,0.0148457,0.000333544,0.00566093,78.8571,0,57.2,1.91429,22.8,86.6,342.2,1.51429,18.4286,1.51429,13.4857,0.114286,1.68571,626.314,0.125907,0,0.091328,0.00305643,0.0364034,0.138269,0.546371,0.00241777,0.0294238,0.00241777,0.0215319,0.000182473,0.00269148,6.05608,0,0.866597,0.335401,0.513315,0.336146,13.1179,0.104625,4.56716,0.11087,9.12009,1.99896,0.660808,37.7879,0.160265,0,0.0229332,0.00887588,0.0135841,0.0088956,0.347145,0.00276873,0.120863,0.00293401,0.241349,0.0528993,0.0174873,160.057,0,40.9429,9.68571,16.3429,6.68571,211.514,2.4,38.2,2.97143,92.2286,20.6571,20.4857,622.171,0.257256,0,0.0658064,0.0155676,0.0262675,0.0107458,0.339961,0.00385746,0.0613979,0.0047759,0.148237,0.0332017,0.0329262,707.371,0,43.3429,22.2857,28.4,4.31429,102.714,15.1429,258.2,12.3143,157.486,141.114,10.6286,1503.31,0.0117102,0,0.00858495,0.000367411,0.00239437,0.00764522,0.0213954,0.000171234,0.0015555,0.000265567,0.000602584,0,0.000189292,0.0548818,3.85714,0,3,0.114286,1.25714,3.4,13.0857,0.114286,1.02857,0.142857,0.914286,0,0.0571429,26.9714,0.0557806,0,0.00802095,0.00689407,0.012025,0.00197941,0.0965616,0,0.032571,0.000392479,0.0482219,0.0122763,0.00301006,0.277733,1.37143,0,0.428571,0.2,0.228571,0.0285714,1.74286,0,0.285714,0.0285714,0.628571,0.257143,0.171429,5.37143
7,0,1845.86,0,205.886,55.4571,82.7714,360.829,3594.4,40.2571,3016.54,55.1714,523.743,1559,365.714,11705.6,0.220725,0,0.157128,0.0069796,0.0398533,0.178286,0.625414,0.00410124,0.0299693,0.00274797,0.0197838,0.000456944,0.00697056,1.29242,0.170785,0,0.121577,0.00540043,0.0308363,0.137948,0.483911,0.00317332,0.0231886,0.00212623,0.0153076,0.000353558,0.00539343,73.7143,0,52.3143,1.68571,21.3714,83.1429,326.971,1.42857,17.3714,1.37143,12.7143,0.114286,1.57143,593.771,0.124146,0,0.0881051,0.002839,0.0359927,0.140025,0.550669,0.00240593,0.0292561,0.00230969,0.0214128,0.000192474,0.00264652,6.11724,0,0.881116,0.326327,0.51578,0.333199,13.1571,0.106565,4.62604,0.10864,9.113,2.00913,0.659181,37.9533,0.161178,0,0.0232158,0.00859812,0.0135898,0.00877917,0.346665,0.00280778,0.121888,0.00286246,0.240111,0.0529368,0.0173682,158.257,0,42,9.4,16.0571,6.65714,209.914,2.37143,37.7143,2.88571,90.4,20.3429,20.2571,616.257,0.256804,0,0.0681534,0.0152534,0.0260559,0.0108025,0.340628,0.00384812,0.0611989,0.00468265,0.146692,0.0330103,0.0328713,727.6,0,40.0857,19.4286,26.8571,6.22857,117.314,15.3714,292.171,11.4857,156.314,159.371,10.4571,1582.69,0.0108083,0,0.00802528,0.000677458,0.00212657,0.00627077,0.0228941,0.000308172,0.0016286,0.000159119,0.000688572,0,0.00019325,0.0537802,4.05714,0,2.8,0.228571,1.28571,3.37143,12.8857,0.0857143,1.02857,0.114286,0.714286,0,0.0571429,26.6286,0.0496389,0,0.00908842,0.00949356,0.00354129,0.000906596,0.0744655,0,0.0401894,0.00303983,0.0865007,0.0100701,0.00439059,0.291325,1.4,0,0.657143,0.2,0.142857,0.0285714,1.71429,0,0.342857,0.0857143,0.857143,0.114286,0.171429,5.71429
8,0,1902.86,0,205.8,54.8857,83.2571,376.114,3978.37,38.9714,3271.09,54.4286,539.229,1679.49,379.086,12563.6,0.209724,0,0.150435,0.00681395,0.0387131,0.176695,0.616415,0.00326877,0.0275544,0.00283449,0.0188237,0.000292473,0.00625786,1.25783,0.166735,0,0.119599,0.00541723,0.0307778,0.140476,0.490063,0.00259874,0.0219063,0.00225348,0.0149652,0.000232523,0.00497513,68.6571,0,47.8286,1.51429,20.1143,79.8,313.343,1.17143,15.6,1.34286,11.9143,0.0857143,1.45714,562.829,0.121986,0,0.0849789,0.00269049,0.0357379,0.141784,0.556729,0.00208132,0.0277171,0.00238591,0.0211686,0.000152292,0.00258896,6.15593,0,0.897392,0.322123,0.514235,0.325661,13.285,0.110465,4.62504,0.108527,9.14252,2.01533,0.655352,38.1576,0.161329,0,0.023518,0.0084419,0.0134766,0.00853463,0.348162,0.00289498,0.121209,0.00284418,0.239599,0.052816,0.0171749,155.914,0,43.3714,9.17143,15.6857,6.6,208.514,2.45714,37.2,2.82857,88.9714,20.0857,19.9714,610.771,0.255274,0,0.0710109,0.0150161,0.0256818,0.010806,0.341395,0.00402302,0.0609066,0.00463115,0.145671,0.0328858,0.0326987,743.171,0,39.8286,18.1429,23.7714,5.14286,132.571,13.6286,324.886,10.0286,159,174.371,10.6286,1655.17,0.0119158,0,0.0058129,0.000366352,0.00177735,0.00623882,0.0222685,0.000356422,0.00207199,5.85213e-005,0.00123795,0.000181472,0.000618185,0.0529043,4.2,0,2.28571,0.171429,1.14286,3.2,11.8,0.171429,1.45714,0.0285714,0.685714,0.0285714,0.0857143,25.2571,0.0672417,0,0.00989953,0.0041311,0.00582752,0.00521105,0.0733539,0,0.0759633,0.00140562,0.0791389,0.0219203,0.00941153,0.353504,1.77143,0,0.342857,0.114286,0.228571,0.114286,1.62857,0,0.485714,0.0571429,0.771429,0.171429,0.257143,5.94286
9,0,1963.89,0,205.4,52.8286,84.2286,389.171,4346.74,39.0857,3512.83,54.0571,566.2,1784.86,390.829,13390.1,0.201116,0,0.144699,0.00648113,0.0387082,0.176543,0.604977,0.00312673,0.0267862,0.00222104,0.0177661,0.000304711,0.00573806,1.22847,0.163713,0,0.117788,0.00527579,0.0315093,0.14371,0.492465,0.00254523,0.0218046,0.00180798,0.014462,0.000248042,0.0046709,64.5143,0,43.4286,1.4,19.2571,75.8,299.629,1.11429,14.4857,1.14286,11.0286,0.0857143,1.28571,533.171,0.121001,0,0.0814533,0.0026258,0.0361181,0.142168,0.561974,0.00208992,0.027169,0.00214351,0.0206849,0.000160763,0.00241145,6.21764,0,0.906485,0.318344,0.509095,0.323565,13.3293,0.110639,4.68946,0.105364,9.13878,2.02145,0.651787,38.3219,0.162248,0,0.0236545,0.00830711,0.0132847,0.00844333,0.347825,0.00288709,0.12237,0.00274943,0.238474,0.0527491,0.0170082,154.286,0,43.9714,8.91429,15.2286,6.6,206.714,2.45714,36.5429,2.74286,87.4571,19.7429,19.6571,604.314,0.255307,0,0.0727625,0.0147511,0.0251998,0.0109215,0.342064,0.004066,0.06047,0.00453879,0.144721,0.0326698,0.032528,751.4,0,39.6,18.2571,24.6286,5.62857,146.629,13.7429,345.971,9.91429,155.686,186.114,10.8,1708.37,0.00889993,0,0.00727218,0.000334048,0.00126781,0.005955,0.022115,9.86055e-006,0.00225443,0.000281749,0.00124537,0,0.000401069,0.0500365,3.28571,0,2.62857,0.0857143,0.828571,3.91429,11.7143,0.0285714,1.05714,0.142857,0.771429,0,0.142857,24.6,0.0529385,0,0.00913115,0.00305166,0.0121815,0,0.10594,0.00335045,0.0155769,0.00362412,0.0938179,0.0156133,0.0041689,0.319395,1.28571,0,0.485714,0.171429,0.314286,0,1.88571,0.0285714,0.285714,0.114286,0.857143,0.2,0.171429,5.8
