Step,Subplot,Sdl Abs Den: ACRU,Sdl Abs Den: ACSA,Sdl Abs Den: BEAL,Sdl Abs Den: BEPA,Sdl Abs Den: BELE,Sdl Abs Den: FAGR,Sdl Abs Den: TSCA,Sdl Abs Den: FRAM,Sdl Abs Den: PIST,Sdl Abs Den: PRSE,Sdl Abs Den: QURU,Sdl Abs Den: PIRE,Sdl Abs Den: PIAB,Sdl Den Total:,Sapl Abs BA: ACRU,Sapl Abs BA: ACSA,Sapl Abs BA: BEAL,Sapl Abs BA: BEPA,Sapl Abs BA: BELE,Sapl Abs BA: FAGR,Sapl Abs BA: TSCA,Sapl Abs BA: FRAM,Sapl Abs BA: PIST,Sapl Abs BA: PRSE,Sapl Abs BA: QURU,Sapl Abs BA: PIRE,Sapl Abs BA: PIAB,Sapl BA Total:,Sapl Rel BA: ACRU,Sapl Rel BA: ACSA,Sapl Rel BA: BEAL,Sapl Rel BA: BEPA,Sapl Rel BA: BELE,Sapl Rel BA: FAGR,Sapl Rel BA: TSCA,Sapl Rel BA: FRAM,Sapl Rel BA: PIST,Sapl Rel BA: PRSE,Sapl Rel BA: QURU,Sapl Rel BA: PIRE,Sapl Rel BA: PIAB,Sapl Abs Den: ACRU,Sapl Abs Den: ACSA,Sapl Abs Den: BEAL,Sapl Abs Den: BEPA,Sapl Abs Den: BELE,Sapl Abs Den: FAGR,Sapl Abs Den: TSCA,Sapl Abs Den: FRAM,Sapl Abs Den: PIST,Sapl Abs Den: PRSE,Sapl Abs Den: QURU,Sapl Abs Den: PIRE,Sapl Abs Den: PIAB,Sapl Den Total:,Sapl Rel Den: ACRU,Sapl Rel Den: ACSA,Sapl Rel Den: BEAL,Sapl Rel Den: BEPA,Sapl Rel Den: BELE,Sapl Rel Den: FAGR,Sapl Rel Den: TSCA,Sapl Rel Den: FRAM,Sapl Rel Den: PIST,Sapl Rel Den: PRSE,Sapl Rel Den: QURU,Sapl Rel Den: PIRE,Sapl Rel Den: PIAB,Adult Abs BA: ACRU,Adult Abs BA: ACSA,Adult Abs BA: BEAL,Adult Abs BA: BEPA,Adult Abs BA: BELE,Adult Abs BA: FAGR,Adult Abs BA: TSCA,Adult Abs BA: FRAM,Adult Abs BA: PIST,Adult Abs BA: PRSE,Adult Abs BA: QURU,Adult Abs BA: PIRE,Adult Abs BA: PIAB,Adult BA Total:,Adult Rel BA: ACRU,Adult Rel BA: ACSA,Adult Rel BA: BEAL,Adult Rel BA: BEPA,Adult Rel BA: BELE,Adult Rel BA: FAGR,Adult Rel BA: TSCA,Adult Rel BA: FRAM,Adult Rel BA: PIST,Adult Rel BA: PRSE,Adult Rel BA: QURU,Adult Rel BA: PIRE,Adult Rel BA: PIAB,Adult Abs Den: ACRU,Adult Abs Den: ACSA,Adult Abs Den: BEAL,Adult Abs Den: BEPA,Adult Abs Den: BELE,Adult Abs Den: FAGR,Adult Abs Den: TSCA,Adult Abs Den: FRAM,Adult Abs Den: PIST,Adult Abs Den: PRSE,Adult Abs Den: QURU,Adult Abs Den: PIRE,Adult Abs Den: PIAB,Adult Den Total:,Adult Rel Den: ACRU,Adult Rel Den: ACSA,Adult Rel Den: BEAL,Adult Rel Den: BEPA,Adult Rel Den: BELE,Adult Rel Den: FAGR,Adult Rel Den: TSCA,Adult Rel Den: FRAM,Adult Rel Den: PIST,Adult Rel Den: PRSE,Adult Rel Den: QURU,Adult Rel Den: PIRE,Adult Rel Den: PIAB,Natural Dead Sdl Abs Den: ACRU,Natural Dead Sdl Abs Den: ACSA,Natural Dead Sdl Abs Den: BEAL,Natural Dead Sdl Abs Den: BEPA,Natural Dead Sdl Abs Den: BELE,Natural Dead Sdl Abs Den: FAGR,Natural Dead Sdl Abs Den: TSCA,Natural Dead Sdl Abs Den: FRAM,Natural Dead Sdl Abs Den: PIST,Natural Dead Sdl Abs Den: PRSE,Natural Dead Sdl Abs Den: QURU,Natural Dead Sdl Abs Den: PIRE,Natural Dead Sdl Abs Den: PIAB,Natural Dead Sdl Den Total:,Natural Dead Sapl Abs BA: ACRU,Natural Dead Sapl Abs BA: ACSA,Natural Dead Sapl Abs BA: BEAL,Natural Dead Sapl Abs BA: BEPA,Natural Dead Sapl Abs BA: BELE,Natural Dead Sapl Abs BA: FAGR,Natural Dead Sapl Abs BA: TSCA,Natural Dead Sapl Abs BA: FRAM,Natural Dead Sapl Abs BA: PIST,Natural Dead Sapl Abs BA: PRSE,Natural Dead Sapl Abs BA: QURU,Natural Dead Sapl Abs BA: PIRE,Natural Dead Sapl Abs BA: PIAB,Natural Dead Sapl BA Total:,Natural Dead Sapl Abs Den: ACRU,Natural Dead Sapl Abs Den: ACSA,Natural Dead Sapl Abs Den: BEAL,Natural Dead Sapl Abs Den: BEPA,Natural Dead Sapl Abs Den: BELE,Natural Dead Sapl Abs Den: FAGR,Natural Dead Sapl Abs Den: TSCA,Natural Dead Sapl Abs Den: FRAM,Natural Dead Sapl Abs Den: PIST,Natural Dead Sapl Abs Den: PRSE,Natural Dead Sapl Abs Den: QURU,Natural Dead Sapl Abs Den: PIRE,Natural Dead Sapl Abs Den: PIAB,Natural Dead Sapl Den Total:,Natural Dead Adult Abs BA: ACRU,Natural Dead Adult Abs BA: ACSA,Natural Dead Adult Abs BA: BEAL,Natural Dead Adult Abs BA: BEPA,Natural Dead Adult Abs BA: BELE,Natural Dead Adult Abs BA: FAGR,Natural Dead Adult Abs BA: TSCA,Natural Dead Adult Abs BA: FRAM,Natural Dead Adult Abs BA: PIST,Natural Dead Adult Abs BA: PRSE,Natural Dead Adult Abs BA: QURU,Natural Dead Adult Abs BA: PIRE,Natural Dead Adult Abs BA: PIAB,Natural Dead Adult BA Total:,Natural Dead Adult Abs Den: ACRU,Natural Dead Adult Abs Den: ACSA,Natural Dead Adult Abs Den: BEAL,Natural Dead Adult Abs Den: BEPA,Natural Dead Adult Abs Den: BELE,Natural Dead Adult Abs Den: FAGR,Natural Dead Adult Abs Den: TSCA,Natural Dead Adult Abs Den: FRAM,Natural Dead Adult Abs Den: PIST,Natural Dead Adult Abs Den: PRSE,Natural Dead Adult Abs Den: QURU,Natural Dead Adult Abs Den: PIRE,Natural Dead Adult Abs Den: PIAB,Natural Dead Adult Den Total:
39,0,2428.37,0,148.314,15.9714,37.3143,487.371,7705.8,40.2571,6458.66,19.2286,664.971,2936.69,322,21264.9,0.171393,0,0.0588639,0.002765,0.029479,0.185634,0.548483,0.00568382,0.278905,0.00866748,0.0681731,0.0291589,0.0417233,1.42893,0.119945,0,0.0411944,0.00193501,0.0206301,0.129911,0.383842,0.00397768,0.195185,0.00606572,0.0477093,0.0204061,0.029199,286.171,0,32.5714,2.85714,18.3143,137.4,545.971,2.97143,272.886,7.2,110.914,43.3143,106.771,1567.34,0.182584,0,0.0207813,0.00182292,0.0116849,0.0876643,0.348342,0.00189584,0.174107,0.00459376,0.0707658,0.0276355,0.0681226,7.60382,0,1.17976,0.221673,0.519618,0.218847,14.8544,0.158229,5.67058,0.0697162,9.51545,2.34516,0.568539,42.9258,0.177139,0,0.0274836,0.0051641,0.012105,0.00509825,0.346048,0.0036861,0.132102,0.00162411,0.221672,0.054633,0.0132447,105.114,0,49.0857,5.11429,10.1429,5.82857,161.914,1.65714,25.5714,1.11429,57.1429,14.8571,12.6571,450.2,0.233484,0,0.109031,0.01136,0.0225297,0.0129466,0.35965,0.0036809,0.0568002,0.00247509,0.126928,0.0330012,0.0281145,986.057,0,27.2571,7.37143,14.2571,8.51429,272.686,19,664.229,5.94286,181.114,310.914,7.28571,2504.63,0.00922954,0,0.00230468,0.000396601,0.00119147,0.00690057,0.0189376,0.000325962,0.0163773,0.000632553,0.0048905,0.00168597,0.00230182,0.0651746,14.7143,0,1.42857,0.685714,1.02857,6.17143,22.2286,0.257143,17.3714,0.714286,8.22857,3.51429,7.68571,84.0286,0.0685273,0,0.0104332,0.000592811,0.00253126,0.00388015,0.12105,0,0.0146475,0.00422224,0.0468369,0.0156867,0.00380881,0.292216,1.05714,0,0.4,0.0285714,0.0857143,0.142857,1.48571,0,0.142857,0.0285714,0.257143,0.142857,0.0571429,3.82857
40,0,2405.74,0,146.8,15.6857,35.2857,485.657,7721.14,40.3143,6477.34,19.2,660,2958.8,316.057,21282,0.177808,0,0.0598446,0.0026772,0.0288632,0.185669,0.553859,0.00541557,0.291215,0.00863444,0.0710724,0.0293099,0.043604,1.45797,0.121956,0,0.0410465,0.00183625,0.0197968,0.127348,0.379883,0.00371446,0.19974,0.00592222,0.0487475,0.0201032,0.0299073,287.143,0,32.0571,2.62857,17.6571,137.457,558.543,2.77143,277.2,7.14286,111.543,44.6857,109.171,1588,0.18082,0,0.0201871,0.00165527,0.0111191,0.0865599,0.351727,0.00174523,0.174559,0.00449802,0.0702411,0.0281396,0.0687478,7.62295,0,1.18627,0.220763,0.525877,0.207277,14.8695,0.157609,5.69812,0.0700719,9.51909,2.36922,0.566485,43.0132,0.177224,0,0.0275791,0.00513245,0.0122259,0.00481892,0.345695,0.0036642,0.132474,0.00162908,0.221306,0.0550812,0.01317,103.429,0,48.8,5.05714,10.0857,5.77143,161.029,1.6,25.6857,1.08571,56.3429,14.8571,12.4286,446.171,0.231814,0,0.109375,0.0113345,0.022605,0.0129355,0.360912,0.00358607,0.0575692,0.0024334,0.126281,0.0332992,0.027856,993.114,0,28.5143,7.45714,14.6857,7.37143,277.686,20.6286,674.114,5.48571,184.029,316.886,7.97143,2537.94,0.00793901,0,0.00204051,0.000279331,0.0020505,0.00777595,0.0209501,0.000441997,0.0142955,0.00065478,0.00453502,0.0014906,0.0018423,0.0642956,13.7429,0,1.88571,0.285714,1.11429,6.4,22.3429,0.285714,17.4857,0.514286,7.77143,3.57143,7.08571,82.4857,0.0430992,0,0.0114449,0.00156583,0.00192081,0.00991893,0.143819,0,0.0488169,0.000589225,0.091617,0.0179273,0.00311702,0.373836,0.714286,0,0.542857,0.0285714,0.0571429,0.0857143,1.05714,0,0.285714,0.0285714,0.428571,0.171429,0.0857143,3.48571
41,0,2396.2,0,147.029,15.7143,35.5714,482.543,7735.46,39.2857,6502.77,19.0571,656.543,2971.54,312.143,21313.9,0.183348,0,0.0601368,0.00250868,0.0290033,0.187449,0.564601,0.0053891,0.302267,0.00812864,0.0732509,0.0300434,0.044025,1.49015,0.12304,0,0.0403562,0.00168351,0.0194633,0.125792,0.378889,0.00361648,0.202843,0.00545491,0.0491567,0.0201613,0.029544,286.886,0,31.8571,2.45714,17.4286,138.657,573.057,2.62857,281.314,6.71429,111.514,45.6857,109.629,1607.83,0.178431,0,0.0198138,0.00152824,0.0108398,0.0862388,0.356417,0.00163486,0.174965,0.004176,0.0693571,0.0284145,0.0681842,7.6371,0,1.18936,0.21548,0.527573,0.202767,14.8711,0.154281,5.75291,0.0710129,9.4996,2.37276,0.567035,43.061,0.177355,0,0.0276204,0.00500407,0.0122518,0.00470883,0.34535,0.00358285,0.133599,0.00164912,0.220608,0.0551024,0.0131682,101.714,0,48.6286,4.94286,10,5.71429,159.514,1.54286,25.9143,1.08571,55.4286,14.7429,12.3143,441.543,0.230361,0,0.110133,0.0111945,0.0226479,0.0129416,0.361266,0.00349424,0.0586903,0.00245891,0.125534,0.0333894,0.0278892,986.971,0,29.0857,7.05714,13.6286,8,278.486,20.0857,677.657,5.71429,185.6,321.629,9.14286,2543.06,0.00887282,0,0.0017359,0.000338655,0.000969041,0.00665713,0.0183392,0.000447114,0.0155001,0.0010783,0.0050418,0.00151327,0.00253643,0.0630297,15.0571,0,1.48571,0.257143,0.685714,5.28571,21.0571,0.2,17.5714,0.742857,8.22857,3.85714,7.2,81.6286,0.0803226,0,0.0107251,0.00666928,0.00281251,0.000533946,0.12932,0.00718361,0.0393563,0,0.0849919,0.0257615,0.00526295,0.39294,1.17143,0,0.485714,0.0857143,0.0571429,0.0285714,1.31429,0.0571429,0.342857,0,0.485714,0.114286,0.142857,4.28571
42,0,2378.23,0,147.286,15.3143,34.5429,480.886,7745.34,39.0857,6543.4,18.9143,654.086,2998.94,306.514,21362.5,0.188399,0,0.0558634,0.00250327,0.0287572,0.188434,0.574143,0.00532664,0.310271,0.00763739,0.075924,0.0301117,0.0453768,1.51275,0.124541,0,0.0369284,0.00165479,0.0190099,0.124564,0.379537,0.00352117,0.205104,0.00504869,0.0501895,0.0199053,0.0299963,287.086,0,31.1143,2.31429,16.8571,139.6,588.486,2.65714,285.4,6.31429,112.057,47.1714,111.457,1630.51,0.176071,0,0.0190825,0.00141936,0.0103385,0.0856172,0.36092,0.00162963,0.175037,0.00387257,0.068725,0.0289304,0.0683571,7.65253,0,1.1944,0.21469,0.531279,0.198883,14.9012,0.158059,5.80351,0.0702231,9.46047,2.4144,0.561881,43.1615,0.1773,0,0.0276728,0.00497411,0.0123091,0.00460788,0.345242,0.00366204,0.13446,0.00162699,0.219188,0.0559386,0.0130181,100.171,0,48.9429,4.88571,9.91429,5.65714,158.257,1.54286,26.3143,1.05714,54.6286,14.8571,12.0857,438.314,0.228538,0,0.111662,0.0111466,0.0226191,0.0129066,0.361059,0.00351998,0.0600352,0.00241184,0.124633,0.0338961,0.0275732,992.886,0,28.3143,6.91429,14.0857,6.71429,280.371,19.6286,676.8,5.91429,185.8,318.886,7.51429,2543.83,0.0091309,0,0.002523,0.000176672,0.00156442,0.00783211,0.0183521,0.000411551,0.0169589,0.000988649,0.00482559,0.00158274,0.00243316,0.0667799,14.9714,0,1.54286,0.342857,1,5.45714,21.5143,0.2,18.5143,0.714286,7.31429,3.77143,7.4,82.7429,0.0673484,0,0.0107617,0.00150826,0.00164818,0.00439549,0.10656,0,0.0189702,0,0.0646711,0.00025579,0.00839442,0.284513,0.828571,0,0.342857,0.0285714,0.0285714,0.0857143,1.28571,0,0.257143,0,0.285714,0.0285714,0.142857,3.31429
43,0,2388.8,0,146.657,14.4857,35.8,478.657,7752.74,38.8857,6579.14,19.4857,652,3016.66,303.543,21426.9,0.194699,0,0.0558775,0.00252176,0.0289369,0.190047,0.584969,0.00532305,0.319773,0.00767526,0.0791641,0.0304377,0.0464961,1.54592,0.125944,0,0.0361451,0.00163124,0.0187182,0.122934,0.378395,0.00344329,0.20685,0.00496485,0.0512084,0.0196891,0.0300766,286.943,0,30.1714,2.05714,16.5429,140.971,600.057,2.62857,286.829,6.11429,112.4,47.8286,112.029,1644.57,0.174479,0,0.0183461,0.00125087,0.0100591,0.0857193,0.364871,0.00159833,0.174409,0.00371786,0.0683461,0.0290827,0.0681202,7.69674,0,1.1997,0.215591,0.536562,0.197346,14.8577,0.156209,5.8671,0.0675308,9.43125,2.42312,0.561631,43.2105,0.178122,0,0.0277641,0.00498933,0.0124174,0.00456708,0.343845,0.00361508,0.13578,0.00156283,0.218263,0.0560772,0.0129976,98.7143,0,48.6286,4.82857,9.85714,5.68571,156.857,1.51429,26.5714,1,53.6857,14.6857,11.8571,433.886,0.227512,0,0.112077,0.0111287,0.0227183,0.0131042,0.361517,0.00349006,0.0612406,0.00230475,0.123732,0.033847,0.0273278,987.2,0,29.7429,7,13.3429,6.82857,280.143,18.6857,687.457,5.34286,180.629,324.8,6.82857,2548,0.00868387,0,0.0025687,0.000131062,0.00089206,0.00616845,0.0201333,0.000117145,0.0170721,0.000478462,0.00435217,0.00169016,0.00263041,0.0649179,13.8857,0,1.71429,0.314286,0.657143,5.57143,24.4571,0.114286,19.3429,0.514286,7.6,3.88571,8.4,86.4571,0.0625996,0,0.013034,0,0.0010356,0,0.163084,0,0.0422994,0.00364886,0.0683173,0.00655504,0.00368057,0.364254,0.857143,0,0.514286,0,0.0285714,0,1.31429,0,0.257143,0.0571429,0.428571,0.0571429,0.114286,3.62857
44,0,2380.89,0,146.943,14.5429,36.1143,475.171,7761.26,40.9143,6612.97,17.8286,646.314,3044.77,298.029,21475.7,0.199929,0,0.0556744,0.00257565,0.0282344,0.192392,0.596034,0.00536652,0.32719,0.00771267,0.0824727,0.0312109,0.0469326,1.57572,0.12688,0,0.0353325,0.00163458,0.0179184,0.122097,0.37826,0.00340575,0.207644,0.00489468,0.0523395,0.0198073,0.0297848,285.2,0,29.8571,2.02857,15.7429,142.229,611.057,2.54286,287.657,6.22857,111.657,47.8857,113.057,1655.14,0.172311,0,0.018039,0.00122562,0.00951148,0.0859313,0.369187,0.00153634,0.173796,0.00376316,0.0674607,0.0289315,0.0683066,7.68392,0,1.20508,0.213871,0.534757,0.1974,14.8855,0.160215,5.90972,0.0684297,9.41893,2.44013,0.55694,43.2749,0.177561,0,0.027847,0.00494214,0.0123572,0.00456153,0.343976,0.00370227,0.136562,0.00158128,0.217653,0.0563867,0.0128698,97.2571,0,48.1714,4.74286,9.74286,5.68571,155.686,1.54286,27.1714,1,52.8857,14.6286,11.7143,430.229,0.226059,0,0.111967,0.011024,0.0226458,0.0132156,0.361867,0.00358613,0.0631558,0.00232435,0.122925,0.0340019,0.0272281,1004.86,0,28.6571,6.51429,13.8571,7.2,285.343,18.0857,693.514,5.97143,184.057,324.6,7.54286,2580.2,0.00855646,0,0.00295286,8.28507e-005,0.00155688,0.00712766,0.0195643,3.83986e-005,0.0167433,0.000454001,0.00451325,0.00133208,0.00289191,0.065814,13.3429,0,1.82857,0.114286,0.857143,6.08571,24.4286,0.114286,18.2571,0.371429,8.08571,4.45714,8,85.9429,0.082452,0,0.0144692,0.00151851,0.00568202,0.000512484,0.129559,0,0.0193866,0,0.0812385,0.00829961,0.00792561,0.351043,0.885714,0,0.685714,0.0285714,0.114286,0.0285714,1.2,0,0.2,0,0.4,0.0571429,0.114286,3.71429
45,0,2374.34,0,147.286,14.4286,36.4857,471.914,7779.09,41.9143,6642.51,17.4571,645.143,3067.17,293.686,21531.4,0.205057,0,0.0546845,0.00245919,0.0277139,0.195033,0.606509,0.00501011,0.334553,0.00710031,0.0845653,0.0324947,0.0474862,1.60267,0.127947,0,0.0341209,0.00153444,0.0172923,0.121693,0.378438,0.00312611,0.208748,0.00443031,0.0527654,0.0202754,0.0296295,282,0,29.4857,1.91429,15.1429,143.914,624.6,2.34286,288.371,5.94286,111.971,48.8857,113.543,1668.11,0.169053,0,0.0176761,0.00114757,0.00907783,0.0862736,0.374435,0.00140449,0.172873,0.00356262,0.0671246,0.029306,0.0680666,7.71999,0,1.22005,0.213909,0.537008,0.197761,14.9478,0.16426,5.92062,0.0690301,9.43182,2.42396,0.555422,43.4016,0.177873,0,0.0281108,0.00492861,0.012373,0.00455654,0.344406,0.00378465,0.136415,0.0015905,0.217315,0.0558496,0.0127973,95.8,0,48.4,4.65714,9.62857,5.71429,154.629,1.57143,27.4571,1,52.2286,14.3714,11.5714,427.029,0.224341,0,0.113341,0.0109059,0.0225478,0.0133815,0.362104,0.00367991,0.0642981,0.00234176,0.122307,0.0336545,0.0270976,1001.63,0,29,6.77143,15.3143,7.34286,277.171,18.9143,700.029,5.2,181.543,325.629,7.57143,2576.11,0.00971683,0,0.00214784,0.000248326,0.00149498,0.00607969,0.0199788,0.00025245,0.0196648,0.000836779,0.0052791,0.00145672,0.00264115,0.0697974,14.6,0,1.6,0.228571,0.828571,5.37143,24.2,0.142857,18.7143,0.742857,7,4.14286,7.65714,85.2286,0.0596979,0,0.00623251,0,0.00384369,0,0.111885,0,0.0851415,0.000543945,0.0832931,0.0377543,0.00653324,0.394925,0.742857,0,0.285714,0,0.0571429,0,1.45714,0,0.342857,0.0285714,0.485714,0.257143,0.171429,3.82857
46,0,2362.37,0,147.029,15.1429,37.1429,469.343,7791.71,41.4857,6684.69,17.8286,637.314,3087.23,290.114,21581.4,0.209476,0,0.0551842,0.00245472,0.0270819,0.195142,0.618922,0.00500612,0.341256,0.00676667,0.0865963,0.0323314,0.0483784,1.6286,0.128624,0,0.0338845,0.00150726,0.016629,0.119822,0.380034,0.00307389,0.20954,0.00415491,0.0531724,0.0198523,0.0297056,277.886,0,28.7714,1.77143,14.7429,144.114,637.371,2.22857,286.057,5.77143,111.371,49.6286,114.029,1673.74,0.166027,0,0.0171899,0.00105836,0.00880832,0.086103,0.380806,0.00133149,0.170909,0.00344822,0.0665403,0.0296513,0.0681279,7.70631,0,1.22935,0.213591,0.538938,0.197779,14.9582,0.162237,5.90064,0.0680189,9.39275,2.42608,0.553717,43.3476,0.17778,0,0.0283603,0.0049274,0.0124329,0.00456262,0.345075,0.0037427,0.136124,0.00156915,0.216685,0.0559681,0.0127739,94.2571,0,48.0857,4.6,9.6,5.77143,153,1.54286,27.5714,0.971429,51.3429,14.4,11.4571,422.6,0.223041,0,0.113785,0.010885,0.0227165,0.013657,0.362044,0.00365087,0.0652424,0.0022987,0.121493,0.0340748,0.0271111,1008.2,0,28.4286,6.45714,14.8857,6.91429,277.229,20.4286,693.6,5.25714,185.2,332.914,6.62857,2586.14,0.0104473,0,0.00271923,0.000183045,0.00127441,0.00753082,0.0212048,0.000273013,0.0195519,0.000820858,0.00619947,0.00161462,0.00248595,0.0743054,14.3714,0,1.65714,0.257143,0.628571,6.45714,26.0286,0.171429,19.2857,0.6,8.22857,3.88571,8.05714,89.6286,0.101563,0,0.0103056,0.00214002,0.00245574,0.000633345,0.0787893,0.00592887,0.0778271,0.00193048,0.0779235,0.0292436,0.00162321,0.390364,0.828571,0,0.457143,0.0571429,0.0857143,0.0285714,1.34286,0.0285714,0.4,0.0285714,0.371429,0.142857,0.0857143,3.85714
47,0,2360.43,0,147.114,14.9143,35.1714,467.343,7799.34,40.4286,6720.8,16.9714,640.743,3106.2,287.486,21636.9,0.212247,0,0.0525027,0.00243379,0.0274553,0.19749,0.630754,0.00493511,0.344992,0.00684083,0.088605,0.0337547,0.0481117,1.65012,0.128625,0,0.0318175,0.00147491,0.0166384,0.119682,0.382247,0.00299076,0.20907,0.00414565,0.0536961,0.0204559,0.0291565,274.743,0,28.1429,1.74286,14.4286,144.343,649.486,2.17143,284.829,5.62857,111.086,50.0571,114.314,1680.97,0.163443,0,0.016742,0.00103682,0.00858347,0.0858687,0.386375,0.00129177,0.169443,0.0033484,0.0660842,0.0297787,0.0680049,7.74576,0,1.241,0.214766,0.538111,0.191307,14.9717,0.166093,5.98956,0.0671135,9.37919,2.44294,0.551761,43.4993,0.178066,0,0.0285292,0.00493723,0.0123706,0.00439793,0.344183,0.00381829,0.137693,0.00154286,0.215617,0.0561604,0.0126844,93.0857,0,48.5429,4.57143,9.42857,5.71429,151.543,1.54286,28.2571,0.942857,50.5429,14.2286,11.4571,419.857,0.221708,0,0.115618,0.0108881,0.0224566,0.0136101,0.360939,0.00367472,0.0673018,0.00224566,0.120381,0.0338891,0.0272882,1005.97,0,29.6857,7.34286,16.2286,6.97143,280.171,20.9714,701.886,5.88571,182.2,332.4,6.77143,2596.49,0.0110359,0,0.00197791,0.000160178,0.00108736,0.00639876,0.021176,0.000394816,0.0201676,0.000428714,0.006253,0.00150832,0.00273877,0.0733273,14.2286,0,1.4,0.171429,0.657143,5.94286,25.2286,0.171429,19.9143,0.685714,7.91429,4.8,7.51429,88.6286,0.0775956,0,0.0101017,0.000639027,0.00473726,0.00673409,0.13529,0,0.0303558,0,0.081472,0.0117471,0.00870587,0.367379,0.828571,0,0.257143,0.0285714,0.114286,0.0857143,1.31429,0,0.285714,0,0.457143,0.142857,0.142857,3.65714
48,0,2339.6,0,148.543,14.3429,34.4286,465,7807.2,41.1143,6751.37,17,630.029,3119.74,284.771,21653.1,0.216228,0,0.0522939,0.00229835,0.0270703,0.198253,0.638496,0.00438624,0.347347,0.00708283,0.0912239,0.0331294,0.0477951,1.6656,0.129819,0,0.0313964,0.00137989,0.0162525,0.119027,0.383342,0.00263342,0.208542,0.00425241,0.0547693,0.0198903,0.0286954,269.286,0,27.6571,1.57143,13.8,145.543,662.514,2.02857,282.143,5.65714,111.057,50.0571,112.771,1684.09,0.1599,0,0.0164226,0.000933105,0.00819436,0.0864225,0.393397,0.00120455,0.167535,0.00335918,0.0659451,0.0297236,0.066963,7.76476,0,1.24939,0.213916,0.536502,0.190624,15.0205,0.169563,6.00612,0.0680102,9.37079,2.44899,0.547792,43.5869,0.178144,0,0.0286644,0.00490779,0.0123088,0.00437343,0.34461,0.00389023,0.137796,0.00156033,0.214991,0.0561863,0.0125678,91.6857,0,48,4.51429,9.31429,5.71429,150.486,1.54286,28.7143,0.942857,49.8286,14.2,11.3429,416.286,0.220247,0,0.115305,0.0108442,0.0223747,0.0137268,0.361496,0.00370625,0.0689773,0.00226493,0.119698,0.0341112,0.0272478,1017.46,0,27.4,7.14286,15,7.14286,283.971,19.2,711,5.34286,186.857,337.914,6.57143,2625,0.0108632,0,0.00299183,0.000243966,0.00110628,0.00705831,0.0252125,0.000640285,0.020636,0.000154384,0.00553098,0.00254212,0.00335874,0.0803386,14.5429,0,1.6,0.2,0.771429,5.68571,25.9143,0.228571,19.6571,0.371429,7.62857,4.97143,9,90.5714,0.0728024,0,0.0101409,0.00268498,0.00996089,0.0028079,0.0904427,0.000665513,0.0409196,0,0.0586034,0.0159569,0.00913289,0.314118,0.8,0,0.571429,0.0571429,0.171429,0.114286,1.25714,0.0285714,0.342857,0,0.314286,0.114286,0.142857,3.91429
49,0,2341.6,0,149.743,14.2,34.6857,462.171,7819.2,42.3143,6778.51,16.6286,623.943,3134.89,280.286,21698.2,0.22142,0,0.0501714,0.00214906,0.0267781,0.198028,0.649982,0.00445155,0.349702,0.00668253,0.0935779,0.0337243,0.047494,1.68416,0.131472,0,0.0297901,0.00127604,0.0159,0.117582,0.385938,0.00264319,0.207642,0.00396787,0.0555635,0.0200244,0.0282004,266.057,0,26.5714,1.45714,13.3143,145.486,673.286,1.94286,281.971,5.42857,110.457,50.2,111.686,1687.86,0.15763,0,0.0157427,0.000863309,0.00788828,0.0861955,0.3989,0.00115108,0.167059,0.00321625,0.0654422,0.0297419,0.0661701,7.7857,0,1.26377,0.210396,0.529176,0.188976,15.0293,0.169573,5.99946,0.0689127,9.24915,2.47677,0.540189,43.5113,0.178935,0,0.0290445,0.00483542,0.0121618,0.00434314,0.34541,0.00389722,0.137883,0.00158379,0.212569,0.0569224,0.0124149,90.2571,0,48.1429,4.45714,9.14286,5.74286,149.143,1.51429,29.0571,0.942857,48.7429,14.2286,11.2571,412.629,0.218737,0,0.116674,0.0108018,0.0221576,0.0139177,0.361446,0.00366985,0.0704196,0.002285,0.118128,0.0344828,0.0272815,1006.49,0,29.4286,6.85714,14.8857,8.02857,280.514,19.7429,715.371,5.25714,181.057,341.943,6.97143,2616.54,0.00944964,0,0.00242847,0.000258108,0.00138111,0.00769248,0.0258274,0.000184854,0.0213172,0.000851419,0.00555998,0.00141335,0.00335213,0.0797161,12.0286,0,1.65714,0.142857,0.685714,6.11429,26.9429,0.114286,18.6286,0.457143,8,3.94286,8.68571,87.4,0.0657042,0,0.00839229,0.00297771,0.00602658,0,0.116463,0.00394381,0.0961913,0,0.150353,0.00644623,0.00185011,0.458347,0.771429,0,0.371429,0.0285714,0.0857143,0,1.28571,0.0285714,0.4,0,0.657143,0.0571429,0.0571429,3.74286
