#ppt,,,
,FortBragg,FortBragg,FortBragg
TIMESTEP,MEAN(mm/d),VARIANCE(mm/d^2),STD_DEV(mm/d)
1993-03-06T00:00:00Z,8.869687,1.6935977,1.301383
1993-03-07T00:00:00Z,10.278581,1.6517721,1.2852129
1993-03-08T00:00:00Z,10.536311,2.743283,1.6562859
1993-03-09T00:00:00Z,10.135828,1.2122192,1.1010083
1993-03-10T00:00:00Z,9.389917,0.65115404,0.80694115
1993-03-11T00:00:00Z,8.395345,0.6693364,0.81812984
1993-03-12T00:00:00Z,9.779193,0.9581904,0.978872
1993-03-13T00:00:00Z,10.443909,0.45719647,0.676163
1993-03-14T00:00:00Z,8.962366,1.0583255,1.0287495
1993-03-15T00:00:00Z,6.2697725,1.26325,1.1239439
1993-03-16T00:00:00Z,6.8561935,2.8077261,1.6756271
1993-03-17T00:00:00Z,7.200784,0.54854244,0.7406365
1993-03-18T00:00:00Z,7.32943,1.3849367,1.1768334
1993-03-19T00:00:00Z,7.6849136,2.025835,1.4233183
1993-03-20T00:00:00Z,10.888577,0.9723764,0.9860915
1993-03-21T00:00:00Z,11.807289,1.0274801,1.013647
1993-03-22T00:00:00Z,13.225106,0.98681724,0.99338675
1993-03-23T00:00:00Z,13.042094,1.0591614,1.0291557
1993-03-24T00:00:00Z,5.9961886,1.8757108,1.369566
1993-03-25T00:00:00Z,4.3467093,0.47859576,0.69180614
1993-03-26T00:00:00Z,2.460412,0.91980165,0.95906293
1993-03-27T00:00:00Z,3.9916844,1.4128752,1.1886443
1993-03-28T00:00:00Z,4.86629,0.7705279,0.8777972
1993-03-29T00:00:00Z,7.534477,3.7693508,1.9414816
1993-03-30T00:00:00Z,9.602675,0.51962286,0.72084874
1993-03-31T00:00:00Z,10.599506,1.9483274,1.395825
1993-04-01T00:00:00Z,10.97673,1.8287464,1.3523115
1993-04-02T00:00:00Z,5.551299,2.548262,1.5963277
1993-04-03T00:00:00Z,10.691541,1.0975487,1.0476396
1993-04-04T00:00:00Z,9.741192,1.9059716,1.3805693
1993-04-05T00:00:00Z,3.6509023,0.49250627,0.7017879
1993-04-06T00:00:00Z,4.436964,2.175795,1.4750576
1993-04-07T00:00:00Z,9.069962,1.6162647,1.271324
1993-04-08T00:00:00Z,10.606185,0.94441944,0.9718124
1993-04-09T00:00:00Z,9.9173565,0.9156598,0.95690113
1993-04-10T00:00:00Z,7.5280414,0.4548233,0.6744059
1993-04-11T00:00:00Z,6.878148,0.60134035,0.7754614
1993-04-12T00:00:00Z,6.5282946,0.94226825,0.97070503
1993-04-13T00:00:00Z,8.560321,2.4013867,1.5496408
1993-04-14T00:00:00Z,10.649882,1.7019216,1.3045771
1993-04-15T00:00:00Z,11.513481,1.2514812,1.1186962
1993-04-16T00:00:00Z,10.694621,1.0896922,1.0438832
1993-04-17T00:00:00Z,9.821735,1.7733072,1.3316557
1993-04-18T00:00:00Z,5.8283935,1.2636209,1.1241089
1993-04-19T00:00:00Z,7.8789005,4.493315,2.119744
1993-04-20T00:00:00Z,12.695878,3.6895123,1.9208103
1993-04-21T00:00:00Z,14.586876,0.8957288,0.9464295
1993-04-22T00:00:00Z,11.653279,1.0758038,1.0372096
1993-04-23T00:00:00Z,8.397296,2.8136067,1.6773809
1993-04-24T00:00:00Z,8.02786,1.4186436,1.1910683
1993-04-25T00:00:00Z,11.725449,0.87562287,0.93574727
1993-04-26T00:00:00Z,10.403453,0.5267972,0.72580796
1993-04-27T00:00:00Z,12.660494,0.5909471,0.7687308
1993-04-28T00:00:00Z,14.479031,0.90261763,0.9500619
1993-04-29T00:00:00Z,17.098835,1.131961,1.0639366
1993-04-30T00:00:00Z,17.817568,1.2706686,1.1272395
1993-05-01T00:00:00Z,16.707998,1.1688337,1.0811261
1993-05-02T00:00:00Z,15.834323,1.3103818,1.1447191
1993-05-03T00:00:00Z,13.541942,3.6873877,1.9202572
1993-05-04T00:00:00Z,7.4534698,0.6076728,0.7795337
1993-05-05T00:00:00Z,10.628119,3.0319893,1.7412609
1993-05-06T00:00:00Z,13.136557,2.5047598,1.5826433
1993-05-07T00:00:00Z,10.26191,1.3832686,1.1761243
1993-05-08T00:00:00Z,11.669346,0.6970319,0.8348844
1993-05-09T00:00:00Z,14.754047,2.3969975,1.548224
1993-05-10T00:00:00Z,19.07356,1.078391,1.0384561
1993-05-11T00:00:00Z,19.899881,1.9053769,1.3803539
1993-05-12T00:00:00Z,18.21176,3.0848212,1.7563659
1993-05-13T00:00:00Z,11.836326,5.4630775,2.3373227
1993-05-14T00:00:00Z,16.75116,1.064966,1.0319718
1993-05-15T00:00:00Z,17.449215,1.1052512,1.0513093
1993-05-16T00:00:00Z,18.10459,1.7665697,1.3291237
1993-05-17T00:00:00Z,19.315119,1.7734222,1.331699
1993-05-18T00:00:00Z,18.229338,1.0452365,1.0223681
1993-05-19T00:00:00Z,18.783428,1.3756826,1.172895
1993-05-20T00:00:00Z,17.206652,1.5467503,1.2436842
1993-05-21T00:00:00Z,15.177068,0.49798134,0.7056779
1993-05-22T00:00:00Z,16.03993,0.77254343,0.8789445
1993-05-23T00:00:00Z,18.219679,1.1264733,1.0613545
1993-05-24T00:00:00Z,19.04333,1.53413,1.2386
1993-05-25T00:00:00Z,17.165104,1.702965,1.304977
1993-05-26T00:00:00Z,13.145722,1.5735632,1.2544175
1993-05-27T00:00:00Z,13.7822,2.2128289,1.487558
1993-05-28T00:00:00Z,12.065053,1.0420567,1.0208118
1993-05-29T00:00:00Z,13.626768,2.913117,1.7067856
1993-05-30T00:00:00Z,16.40727,0.7074416,0.8410955
1993-05-31T00:00:00Z,14.711502,3.3707771,1.8359677
1993-06-01T00:00:00Z,9.8254595,3.7146702,1.927348
1993-06-02T00:00:00Z,11.587016,0.63184994,0.79488987
1993-06-03T00:00:00Z,11.98129,1.2860688,1.1340498
1993-06-04T00:00:00Z,12.643477,2.8633158,1.6921335
1993-06-05T00:00:00Z,7.939978,1.2382737,1.1127775
1993-06-06T00:00:00Z,5.5402427,1.0380542,1.0188495
1993-06-07T00:00:00Z,7.2938256,4.509153,2.1234765
1993-06-08T00:00:00Z,12.890469,2.076196,1.440901
1993-06-09T00:00:00Z,17.165949,3.0421975,1.7441896
1993-06-10T00:00:00Z,19.989367,0.5592783,0.7478491
1993-06-11T00:00:00Z,17.179049,0.8317565,0.91200686
1993-06-12T00:00:00Z,18.047995,2.072118,1.4394853
1993-06-13T00:00:00Z,19.396244,2.330253,1.5265166
1993-06-14T00:00:00Z,21.609518,0.4370464,0.66109484
1993-06-15T00:00:00Z,22.122824,0.8636196,0.92931134
1993-06-16T00:00:00Z,19.917969,1.1851478,1.0886449
1993-06-17T00:00:00Z,18.148684,1.1883553,1.0901171
1993-06-18T00:00:00Z,21.470747,2.0932531,1.446808
1993-06-19T00:00:00Z,23.700851,0.8434515,0.9183961
1993-06-20T00:00:00Z,23.758297,1.5470872,1.2438196
1993-06-21T00:00:00Z,20.485052,4.8985653,2.2132702
1993-06-22T00:00:00Z,17.45488,0.7750393,0.88036317
1993-06-23T00:00:00Z,19.131138,0.8728111,0.93424356
1993-06-24T00:00:00Z,20.969131,1.091067,1.0445415
1993-06-25T00:00:00Z,23.223892,2.2263992,1.4921123
1993-06-26T00:00:00Z,26.184082,0.7198957,0.8484667
1993-06-27T00:00:00Z,25.07669,1.7393041,1.3188268
1993-06-28T00:00:00Z,23.200895,1.5516783,1.2456638
1993-06-29T00:00:00Z,20.650568,0.60194063,0.7758483
1993-06-30T00:00:00Z,22.312716,0.7173625,0.8469725
1993-07-01T00:00:00Z,23.832844,0.87545574,0.9356579
1993-07-02T00:00:00Z,23.09965,1.4381962,1.1992482
1993-07-03T00:00:00Z,21.579023,1.0825719,1.0404671
1993-07-04T00:00:00Z,22.217,0.7064129,0.8404837
1993-07-05T00:00:00Z,23.016708,1.1061558,1.0517393
1993-07-06T00:00:00Z,25.262554,0.5416023,0.73593634
1993-07-07T00:00:00Z,25.40129,0.5717939,0.7561706
1993-07-08T00:00:00Z,25.143095,0.5464436,0.73921824
1993-07-09T00:00:00Z,25.815807,0.66123885,0.8131659
1993-07-10T00:00:00Z,25.716074,0.81998616,0.90553087
1993-07-11T00:00:00Z,25.816216,0.891523,0.944205
1993-07-12T00:00:00Z,24.666367,1.0854174,1.0418336
1993-07-13T00:00:00Z,22.41833,0.5858216,0.76538986
1993-07-14T00:00:00Z,20.517824,0.6491856,0.80572057
1993-07-15T00:00:00Z,18.98498,1.1090518,1.0531152
1993-07-16T00:00:00Z,17.95337,1.0710793,1.0349295
1993-07-17T00:00:00Z,19.264896,0.63263005,0.7953804
1993-07-18T00:00:00Z,20.809877,0.5092112,0.7135903
1993-07-19T00:00:00Z,22.379002,1.1118679,1.0544515
1993-07-20T00:00:00Z,20.495502,0.89392704,0.9454771
1993-07-21T00:00:00Z,19.058813,0.2946778,0.5428423
1993-07-22T00:00:00Z,20.232803,1.0903168,1.0441823
1993-07-23T00:00:00Z,21.563799,0.66246295,0.8139183
1993-07-24T00:00:00Z,22.560678,0.42250356,0.6500027
1993-07-25T00:00:00Z,22.947483,0.7875599,0.88744575
1993-07-26T00:00:00Z,22.35615,0.49767238,0.705459
1993-07-27T00:00:00Z,23.05028,1.1655201,1.0795926
1993-07-28T00:00:00Z,25.522955,0.5411181,0.73560727
1993-07-29T00:00:00Z,24.63398,0.64950037,0.80591583
1993-07-30T00:00:00Z,23.862417,2.718534,1.6487978
1993-07-31T00:00:00Z,26.945776,1.1352967,1.065503
1993-08-01T00:00:00Z,28.717045,0.8825208,0.93942577
1993-08-02T00:00:00Z,29.558043,0.89245963,0.9447008
1993-08-03T00:00:00Z,28.897076,2.1376593,1.4620737
1993-08-04T00:00:00Z,26.980734,0.68044287,0.8248896
1993-08-05T00:00:00Z,27.059582,0.9413522,0.9702331
1993-08-06T00:00:00Z,26.331896,1.9908997,1.4109925
1993-08-07T00:00:00Z,24.453142,1.2092478,1.099658
1993-08-08T00:00:00Z,23.180908,0.9423597,0.9707521
1993-08-09T00:00:00Z,22.706469,1.1443013,1.0697201
1993-08-10T00:00:00Z,22.53876,0.9385434,0.9687845
1993-08-11T00:00:00Z,21.691082,1.5185598,1.2322986
1993-08-12T00:00:00Z,19.783974,0.56313705,0.75042456
1993-08-13T00:00:00Z,20.578485,0.7783344,0.8822326
1993-08-14T00:00:00Z,21.832117,1.5140251,1.2304573
1993-08-15T00:00:00Z,18.631496,4.6402593,2.1541262
1993-08-16T00:00:00Z,18.320892,2.4619932,1.569074
1993-08-17T00:00:00Z,20.233778,0.94197977,0.9705564
1993-08-18T00:00:00Z,22.310772,0.6782814,0.8235784
1993-08-19T00:00:00Z,22.455061,2.91373,1.7069651
1993-08-20T00:00:00Z,18.14649,1.8517191,1.3607788
1993-08-21T00:00:00Z,19.033411,2.2104332,1.4867525
1993-08-22T00:00:00Z,22.85576,1.6411765,1.2810841
1993-08-23T00:00:00Z,25.96725,0.5802551,0.76174474
1993-08-24T00:00:00Z,24.777962,1.2474395,1.1168883
1993-08-25T00:00:00Z,23.27073,1.089971,1.0440167
1993-08-26T00:00:00Z,22.540081,0.83470404,0.91362137
1993-08-27T00:00:00Z,23.427237,0.7296861,0.85421664
1993-08-28T00:00:00Z,24.618143,0.9006883,0.949046
1993-08-29T00:00:00Z,24.455132,1.6673936,1.291276
1993-08-30T00:00:00Z,22.756554,0.88130575,0.9387789
1993-08-31T00:00:00Z,21.870373,0.7879379,0.88765866
1993-09-01T00:00:00Z,22.325882,0.81401896,0.90223
1993-09-02T00:00:00Z,23.602186,1.0988185,1.0482454
1993-09-03T00:00:00Z,24.571215,1.0314205,1.0155888
1993-09-04T00:00:00Z,24.75653,1.8307616,1.3530564
1993-09-05T00:00:00Z,23.992647,1.8553283,1.3621044
1993-09-06T00:00:00Z,23.117344,2.0570762,1.4342511
1993-09-07T00:00:00Z,22.638964,0.84122473,0.91718304
1993-09-08T00:00:00Z,24.969736,1.0891852,1.0436404
1993-09-09T00:00:00Z,26.198025,0.71587914,0.8460964
1993-09-10T00:00:00Z,26.9107,1.0132767,1.0066165
1993-09-11T00:00:00Z,26.81048,1.5592484,1.2486987
1993-09-12T00:00:00Z,24.026697,2.7560916,1.660148
1993-09-13T00:00:00Z,20.201311,1.6379254,1.2798146
1993-09-14T00:00:00Z,18.551884,0.67510295,0.82164645
1993-09-15T00:00:00Z,19.170383,0.7738021,0.8796602
1993-09-16T00:00:00Z,17.68351,1.2513459,1.1186358
1993-09-17T00:00:00Z,13.896185,1.2153943,1.1024492
1993-09-18T00:00:00Z,15.611685,0.89571154,0.9464204
1993-09-19T00:00:00Z,17.399061,0.41274714,0.642454
1993-09-20T00:00:00Z,18.544327,0.7526529,0.8675557
1993-09-21T00:00:00Z,18.296265,1.013768,1.0068605
1993-09-22T00:00:00Z,17.751335,1.5512582,1.2454952
1993-09-23T00:00:00Z,16.098469,1.0489066,1.0241613
1993-09-24T00:00:00Z,17.43473,1.5775776,1.2560166
1993-09-25T00:00:00Z,20.594032,1.4557984,1.2065647
1993-09-26T00:00:00Z,21.882511,1.006533,1.0032612
1993-09-27T00:00:00Z,22.890785,1.0705857,1.0346911
1993-09-28T00:00:00Z,22.89095,0.8910716,0.9439659
1993-09-29T00:00:00Z,23.004292,0.55421346,0.74445516
1993-09-30T00:00:00Z,22.762407,1.5432774,1.2422872
1993-10-01T00:00:00Z,22.635107,0.5700237,0.75499916
1993-10-02T00:00:00Z,22.250309,0.7342113,0.8568613
1993-10-03T00:00:00Z,22.58056,0.57994103,0.76153857
1993-10-04T00:00:00Z,22.166784,2.6999204,1.6431434
1993-10-05T00:00:00Z,14.120976,3.2143168,1.7928516
1993-10-06T00:00:00Z,11.091888,2.585556,1.6079664
1993-10-07T00:00:00Z,13.166986,1.0745258,1.0365934
1993-10-08T00:00:00Z,13.682481,1.1340748,1.0649295
1993-10-09T00:00:00Z,12.071163,1.026785,1.013304
1993-10-10T00:00:00Z,13.990441,4.065238,2.0162435
1993-10-11T00:00:00Z,15.372861,0.8726393,0.93415165
1993-10-12T00:00:00Z,12.016672,1.0248002,1.0123242
1993-10-13T00:00:00Z,13.728531,1.6131979,1.2701173
1993-10-14T00:00:00Z,11.985,0.7830744,0.8849149
1993-10-15T00:00:00Z,7.691523,0.5406895,0.7353159
1993-10-16T00:00:00Z,6.9449673,1.4673166,1.2113284
1993-10-17T00:00:00Z,8.326385,1.0462506,1.0228639
1993-10-18T00:00:00Z,9.189544,3.9770803,1.9942619
1993-10-19T00:00:00Z,11.877139,1.3706445,1.1707453
1993-10-20T00:00:00Z,14.007843,0.6331491,0.7957067
1993-10-21T00:00:00Z,14.52879,0.6570485,0.8105853
1993-10-22T00:00:00Z,13.556356,1.1140535,1.0554873
1993-10-23T00:00:00Z,15.351733,0.41286024,0.642542
1993-10-24T00:00:00Z,16.109978,0.73069215,0.8548053
1993-10-25T00:00:00Z,15.473041,0.8812436,0.93874574
1993-10-26T00:00:00Z,14.676517,0.9729577,0.9863862
1993-10-27T00:00:00Z,14.130486,0.64368886,0.80230224
1993-10-28T00:00:00Z,14.168547,0.7897362,0.88867104
1993-10-29T00:00:00Z,14.618965,1.0658104,1.0323809
1993-10-30T00:00:00Z,13.8243475,1.1130186,1.054997
1993-10-31T00:00:00Z,14.822616,0.7589522,0.8711786
1993-11-01T00:00:00Z,13.459676,4.965949,2.228441
1993-11-02T00:00:00Z,10.907678,2.2427735,1.4975892
1993-11-03T00:00:00Z,13.146122,2.651332,1.6282911
1993-11-04T00:00:00Z,15.446231,1.1937612,1.0925938
1993-11-05T00:00:00Z,12.186514,2.8599398,1.6911356
1993-11-06T00:00:00Z,12.071476,0.5960228,0.7720251
1993-11-07T00:00:00Z,12.931985,1.1768115,1.0848094
1993-11-08T00:00:00Z,12.565685,0.7573109,0.87023616
1993-11-09T00:00:00Z,13.246204,0.5346101,0.73117036
1993-11-10T00:00:00Z,12.057451,1.2292018,1.1086937
1993-11-11T00:00:00Z,9.376265,2.795023,1.6718322
1993-11-12T00:00:00Z,6.89747,2.6690118,1.6337111
1993-11-13T00:00:00Z,5.415303,3.3404477,1.8276892
1993-11-14T00:00:00Z,4.571176,2.100765,1.4494016
1993-11-15T00:00:00Z,3.7884977,4.226757,2.0559077
1993-11-16T00:00:00Z,8.207201,0.8234601,0.90744704
1993-11-17T00:00:00Z,9.115759,1.187098,1.0895404
1993-11-18T00:00:00Z,7.0175104,0.75342554,0.86800086
1993-11-19T00:00:00Z,6.105822,0.8976482,0.947443
1993-11-20T00:00:00Z,7.2992535,0.7948183,0.8915258
1993-11-21T00:00:00Z,9.578022,1.27392,1.1286807
1993-11-22T00:00:00Z,8.660318,2.8218784,1.6798447
1993-11-23T00:00:00Z,2.435612,1.0513664,1.0253617
1993-11-24T00:00:00Z,3.2444413,0.82367337,0.9075645
1993-11-25T00:00:00Z,2.4856641,1.5356174,1.2392002
1993-11-26T00:00:00Z,5.8025427,3.10191,1.761224
1993-11-27T00:00:00Z,7.1173577,1.4412203,1.2005084
1993-11-28T00:00:00Z,6.8593225,1.7036513,1.3052399
1993-11-29T00:00:00Z,4.5329165,1.8327141,1.3537776
1993-11-30T00:00:00Z,3.9379594,0.55581415,0.7455295
1993-12-01T00:00:00Z,4.2266192,1.4008907,1.1835923
1993-12-02T00:00:00Z,5.2697515,1.4847957,1.218522
1993-12-03T00:00:00Z,6.9308,1.2308692,1.1094455
1993-12-04T00:00:00Z,7.1643634,1.0997207,1.0486757
1993-12-05T00:00:00Z,6.830855,0.63541967,0.79713213
1993-12-06T00:00:00Z,6.0852346,2.0273974,1.423867
1993-12-07T00:00:00Z,2.514156,1.9552377,1.3982981
1993-12-08T00:00:00Z,4.229142,0.99705595,0.9985269
1993-12-09T00:00:00Z,4.2687263,2.4766598,1.5737406
1993-12-10T00:00:00Z,8.372647,5.960308,2.4413743
1993-12-11T00:00:00Z,9.680347,1.1282029,1.062169
1993-12-12T00:00:00Z,0.9603624,1.5630538,1.2502215
1993-12-13T00:00:00Z,2.8069701,5.957796,2.4408598
1993-12-14T00:00:00Z,4.2581716,1.0192844,1.0095961
1993-12-15T00:00:00Z,-1.4970047,0.723187,0.850404
1993-12-16T00:00:00Z,-0.78358376,1.5469149,1.2437503
1993-12-17T00:00:00Z,0.029608307,1.1090981,1.0531373
1993-12-18T00:00:00Z,-0.98804665,2.107285,1.4516491
1993-12-19T00:00:00Z,0.3872693,1.6716255,1.2929136
1993-12-20T00:00:00Z,-0.041370504,1.3846551,1.1767137
1993-12-21T00:00:00Z,2.3769557,2.4001045,1.5492271
1993-12-22T00:00:00Z,4.8024383,3.5460322,1.8830911
1993-12-23T00:00:00Z,4.510986,2.0577314,1.4344795
1993-12-24T00:00:00Z,4.6731606,1.4691279,1.2120758
1993-12-25T00:00:00Z,4.722191,1.7582698,1.3259976
1993-12-26T00:00:00Z,5.1161923,1.7503706,1.3230157
1993-12-27T00:00:00Z,4.2353363,1.0780321,1.0382832
1993-12-28T00:00:00Z,3.7543685,1.9140469,1.3834908
1993-12-29T00:00:00Z,3.1860795,2.4507358,1.5654826
1993-12-30T00:00:00Z,5.598565,2.4794066,1.5746132
1993-12-31T00:00:00Z,5.028228,0.70341265,0.838697
1994-01-01T00:00:00Z,5.526997,0.76665974,0.8755911
1994-01-02T00:00:00Z,6.32201,1.5104712,1.2290123
1994-01-03T00:00:00Z,8.707574,3.0507717,1.7466459
1994-01-04T00:00:00Z,9.880528,3.6836796,1.9192914
1994-01-05T00:00:00Z,4.767688,1.7543403,1.3245151
1994-01-06T00:00:00Z,2.4893484,2.2716014,1.5071833
1994-01-07T00:00:00Z,2.572875,1.0223389,1.0111078
1994-01-08T00:00:00Z,4.2731047,0.7266381,0.8524307
1994-01-09T00:00:00Z,4.4042273,1.0418094,1.0206907
1994-01-10T00:00:00Z,4.248235,0.89810467,0.9476839
1994-01-11T00:00:00Z,4.12403,1.1560175,1.0751826
1994-01-12T00:00:00Z,6.6855745,0.97768885,0.9887815
1994-01-13T00:00:00Z,7.005307,0.8806379,0.9384231
1994-01-14T00:00:00Z,6.3250003,0.9800602,0.9899799
1994-01-15T00:00:00Z,6.510506,1.4147215,1.1894207
1994-01-16T00:00:00Z,8.7338505,0.6057678,0.77831084
1994-01-17T00:00:00Z,9.167421,0.5709579,0.75561756
1994-01-18T00:00:00Z,8.822629,0.6969494,0.83483493
1994-01-19T00:00:00Z,9.509869,0.77909553,0.8826639
1994-01-20T00:00:00Z,8.115594,0.9268666,0.9627391
1994-01-21T00:00:00Z,9.314442,1.0487367,1.0240785
1994-01-22T00:00:00Z,10.849313,0.64243406,0.8015199
1994-01-23T00:00:00Z,6.9428563,5.0103264,2.238376
1994-01-24T00:00:00Z,0.9749015,0.9733996,0.9866102
1994-01-25T00:00:00Z,-0.92942524,0.6572397,0.8107032
1994-01-26T00:00:00Z,-0.2808912,0.9315803,0.9651841
1994-01-27T00:00:00Z,-0.3629085,4.246935,2.0608094
1994-01-28T00:00:00Z,-1.8310784,0.7499489,0.8659959
1994-01-29T00:00:00Z,1.7232428,2.922496,1.709531
1994-01-30T00:00:00Z,3.6753325,1.1401637,1.0677844
1994-01-31T00:00:00Z,2.5899322,1.8174136,1.3481148
1994-02-01T00:00:00Z,1.3621461,1.0214089,1.0106478
1994-02-02T00:00:00Z,2.9851727,0.45645925,0.6756177
1994-02-03T00:00:00Z,3.2720487,1.1067587,1.052026
1994-02-04T00:00:00Z,3.3666797,0.9209892,0.9596818
1994-02-05T00:00:00Z,4.9044256,0.710812,0.8430967
1994-02-06T00:00:00Z,4.1352983,0.7670602,0.87581974
1994-02-07T00:00:00Z,2.5517132,0.9525363,0.9759796
1994-02-08T00:00:00Z,1.5603454,1.3322961,1.1542513
1994-02-09T00:00:00Z,4.4543653,1.7304074,1.3154495
1994-02-10T00:00:00Z,4.4217787,1.5026674,1.2258334
1994-02-11T00:00:00Z,-1.2358114,0.9760729,0.98796403
1994-02-12T00:00:00Z,-0.5059345,4.7026796,2.1685662
1994-02-13T00:00:00Z,4.6337914,3.0752757,1.7536464
1994-02-14T00:00:00Z,7.4942265,1.1284174,1.0622699
1994-02-15T00:00:00Z,8.798585,0.49894637,0.70636135
1994-02-16T00:00:00Z,8.666472,0.689239,0.8302042
1994-02-17T00:00:00Z,6.8338614,1.7839227,1.3356357
1994-02-18T00:00:00Z,-1.1985451,0.95461226,0.9770426
1994-02-19T00:00:00Z,-1.5177295,1.6610863,1.2888314
1994-02-20T00:00:00Z,-0.89058596,1.9272318,1.3882477
1994-02-21T00:00:00Z,-2.021698,0.84576875,0.9196569
1994-02-22T00:00:00Z,-1.5909253,1.9214784,1.386174
1994-02-23T00:00:00Z,3.6011012,3.40212,1.8444837
1994-02-24T00:00:00Z,7.7176204,3.7024622,1.9241784
1994-02-25T00:00:00Z,9.823973,0.77473974,0.880193
1994-02-26T00:00:00Z,8.952222,1.017619,1.0087711
1994-02-27T00:00:00Z,6.366112,2.7886064,1.6699121
1994-02-28T00:00:00Z,7.591922,1.8800315,1.3711424
1994-03-01T00:00:00Z,9.160577,0.8323391,0.9123262
1994-03-02T00:00:00Z,10.235694,0.96617913,0.98294413
1994-03-03T00:00:00Z,10.103043,1.1358885,1.0657806
1994-03-04T00:00:00Z,10.2925005,0.6238741,0.78985703
1994-03-05T00:00:00Z,9.858716,1.3150331,1.1467489
1994-03-06T00:00:00Z,4.4044304,1.0702186,1.0345137
1994-03-07T00:00:00Z,5.5695453,3.6196413,1.9025356
1994-03-08T00:00:00Z,9.867241,1.6480043,1.2837462
1994-03-09T00:00:00Z,10.565733,0.8357786,0.91420925
1994-03-10T00:00:00Z,9.8930235,1.2601126,1.1225474
1994-03-11T00:00:00Z,6.3793044,0.8653041,0.93021727
1994-03-12T00:00:00Z,6.4052258,3.1548939,1.7762021
1994-03-13T00:00:00Z,9.8776,2.405348,1.5509185
1994-03-14T00:00:00Z,13.54279,3.5938978,1.8957578
1994-03-15T00:00:00Z,13.927125,2.2019072,1.4838824
1994-03-16T00:00:00Z,13.63552,1.6166279,1.2714669
1994-03-17T00:00:00Z,9.024129,1.2392265,1.1132056
1994-03-18T00:00:00Z,10.167491,0.52494556,0.7245313
1994-03-19T00:00:00Z,7.9830914,0.3187047,0.5645394
1994-03-20T00:00:00Z,8.84617,0.62858915,0.7928361
1994-03-21T00:00:00Z,9.976734,0.59753823,0.77300596
1994-03-22T00:00:00Z,7.2693415,2.7908263,1.6705766
1994-03-23T00:00:00Z,-0.44726446,1.9548223,1.3981496
1994-03-24T00:00:00Z,3.8164032,1.2146947,1.102132
1994-03-25T00:00:00Z,6.6533217,1.1462734,1.0706416
1994-03-26T00:00:00Z,8.223322,2.9361572,1.7135218
1994-03-27T00:00:00Z,12.164088,0.77568275,0.88072854
1994-03-28T00:00:00Z,13.45367,0.83771414,0.9152672
1994-03-29T00:00:00Z,12.873695,1.016703,1.0083169
1994-03-30T00:00:00Z,12.177173,0.4656433,0.6823806
1994-03-31T00:00:00Z,12.776116,0.88025206,0.9382175
1994-04-01T00:00:00Z,12.506059,1.0267336,1.0132787
1994-04-02T00:00:00Z,12.45447,0.5483744,0.74052304
1994-04-03T00:00:00Z,11.638446,2.1747472,1.4747025
1994-04-04T00:00:00Z,10.0889435,1.3506329,1.1621673
1994-04-05T00:00:00Z,9.938204,0.7148515,0.8454889
1994-04-06T00:00:00Z,10.795831,1.8550171,1.3619901
1994-04-07T00:00:00Z,7.1444287,0.49549022,0.70391065
1994-04-08T00:00:00Z,6.7170954,0.91695905,0.9575798
1994-04-09T00:00:00Z,3.763247,0.8532915,0.92373776
1994-04-10T00:00:00Z,5.6010866,1.4795702,1.2163758
1994-04-11T00:00:00Z,9.439615,3.6466343,1.9096164
1994-04-12T00:00:00Z,13.393201,0.49791163,0.7056285
1994-04-13T00:00:00Z,15.171183,0.5951751,0.7714759
1994-04-14T00:00:00Z,16.05942,0.5624641,0.7499761
1994-04-15T00:00:00Z,16.863182,0.93273264,0.96578085
1994-04-16T00:00:00Z,18.895456,0.5416568,0.73597336
1994-04-17T00:00:00Z,18.781027,0.7449952,0.86313105
1994-04-18T00:00:00Z,18.960886,0.5031397,0.7093234
1994-04-19T00:00:00Z,19.13006,0.9822639,0.99109226
1994-04-20T00:00:00Z,18.557983,0.8492292,0.9215363
1994-04-21T00:00:00Z,18.413597,1.55092,1.2453594
1994-04-22T00:00:00Z,12.725745,2.04383,1.4296259
1994-04-23T00:00:00Z,10.501535,1.5098292,1.2287511
1994-04-24T00:00:00Z,4.4487185,0.52780247,0.72650015
1994-04-25T00:00:00Z,5.236982,1.1672174,1.0803783
1994-04-26T00:00:00Z,3.618006,2.472462,1.5724064
1994-04-27T00:00:00Z,5.778089,0.7532456,0.8678972
1994-04-28T00:00:00Z,7.1854634,1.9933531,1.4118615
1994-04-29T00:00:00Z,10.5093155,0.94611645,0.97268516
1994-04-30T00:00:00Z,12.048263,1.1235237,1.0599641
1994-05-01T00:00:00Z,12.875576,1.3554001,1.1642165
1994-05-02T00:00:00Z,13.215027,0.6470899,0.804419
1994-05-03T00:00:00Z,13.529124,0.64617884,0.8038525
1994-05-04T00:00:00Z,14.751669,0.71803796,0.8473712
1994-05-05T00:00:00Z,14.503313,0.9395355,0.9692964
1994-05-06T00:00:00Z,11.277633,3.90107,1.9751127
1994-05-07T00:00:00Z,8.847003,1.0061605,1.0030756
1994-05-08T00:00:00Z,10.587593,3.429467,1.851882
1994-05-09T00:00:00Z,15.37093,0.9486472,0.9739852
1994-05-10T00:00:00Z,18.917294,1.4418944,1.2007891
1994-05-11T00:00:00Z,21.493353,0.5680018,0.75365895
1994-05-12T00:00:00Z,21.616526,1.019952,1.0099268
1994-05-13T00:00:00Z,18.84526,0.42884022,0.65485895
