"","Species","Type","DBH","CCR"
"60884","ACRU","Sapling",1.088715521,637279.676309771
"60883","ACRU","Sapling",1.088715521,637279.632898151
"60882","ACRU","Sapling",1.088715521,637279.589486532
"60881","ACRU","Sapling",1.088715521,637279.546074912
"60880","ACRU","Sapling",1.088715521,637279.502663293
"60879","ACRU","Sapling",1.088715521,637279.459251673
"60878","ACRU","Sapling",1.088715521,637279.415840054
"60877","ACRU","Sapling",1.088715521,637279.372428434
"60876","ACRU","Sapling",1.088715521,637279.329016815
"60875","ACRU","Sapling",1.088715521,637279.285605195
"60874","ACRU","Sapling",1.088715521,637279.242193576
"60873","ACRU","Sapling",1.088715521,637279.198781956
"60872","ACRU","Sapling",1.088715521,637279.155370337
"60871","ACRU","Sapling",1.088715521,637279.111958717
"60870","ACRU","Sapling",1.088715521,637279.068547098
"60869","ACRU","Sapling",1.088715521,637279.025135478
"60868","ACRU","Sapling",1.088715521,637278.981723859
"60867","ACRU","Sapling",1.088715521,637278.938312239
"60866","ACRU","Sapling",1.088715521,637278.89490062
"60865","ACRU","Sapling",1.088715521,637278.851489
"60864","ACRU","Sapling",1.088715521,637278.808077381
"60863","ACRU","Sapling",1.088715521,637278.764665761
"60862","ACRU","Sapling",1.088715521,637278.721254142
"60861","ACRU","Sapling",1.088715521,637278.677842522
"60860","ACRU","Sapling",1.088715521,637278.634430903
"60859","ACRU","Sapling",1.088715521,637278.591019283
"60858","ACRU","Sapling",1.088715521,637278.547607664
"60857","ACRU","Sapling",1.088715521,637278.504196044
"60856","ACRU","Sapling",1.088715521,637278.460784425
"60855","ACRU","Sapling",1.088715521,637278.417372805
"60854","ACRU","Sapling",1.088715521,637278.373961186
"60853","ACRU","Sapling",1.088715521,637278.330549566
"60852","ACRU","Sapling",1.088715521,637278.287137947
"60851","ACRU","Sapling",1.088715521,637278.243726327
"60850","ACRU","Sapling",1.088715521,637278.200314708
"60849","ACRU","Sapling",1.088715521,637278.156903088
"60848","ACRU","Sapling",1.088715521,637278.113491469
"60847","ACRU","Sapling",1.088715521,637278.070079849
"60846","ACRU","Sapling",1.088715521,637278.02666823
"60845","ACRU","Sapling",1.088715521,637277.98325661
"60844","ACRU","Sapling",1.088715521,637277.939844991
"60843","ACRU","Sapling",1.088715521,637277.896433371
"60842","ACRU","Sapling",1.088715521,637277.853021752
"60841","ACRU","Sapling",1.088715521,637277.809610132
"60840","ACRU","Sapling",1.088715521,637277.766198513
"60839","ACRU","Sapling",1.088715521,637277.722786893
"60838","ACRU","Sapling",1.088715521,637277.679375274
"60837","ACRU","Sapling",1.088715521,637277.635963654
"60836","ACRU","Sapling",1.088715521,637277.592552035
"60835","ACRU","Sapling",1.088715521,637277.549140415
"60834","ACRU","Sapling",1.088715521,637277.505728796
"60833","ACRU","Sapling",1.088715521,637277.462317176
"60832","ACRU","Sapling",1.088715521,637277.418905557
"60831","ACRU","Sapling",1.088715521,637277.375493937
"60830","ACRU","Sapling",1.088715521,637277.332082318
"60829","ACRU","Sapling",1.088715521,637277.288670698
"60828","ACRU","Sapling",1.088715521,637277.245259079
"60827","ACRU","Sapling",1.088715521,637277.201847459
"60826","ACRU","Sapling",1.088715521,637277.15843584
"60825","ACRU","Sapling",1.088715521,637277.11502422
"60824","ACRU","Sapling",1.088715521,637277.071612601
"60823","ACRU","Sapling",1.088715521,637277.028200981
"60822","ACRU","Sapling",1.088715521,637276.984789362
"60821","ACRU","Sapling",1.088715521,637276.941377742
"60820","ACRU","Sapling",1.088715521,637276.897966123
"60819","ACRU","Sapling",1.088715521,637276.854554503
"60818","ACRU","Sapling",1.088715521,637276.811142884
"60817","ACRU","Sapling",1.088715521,637276.767731264
"60815","ACRU","Sapling",1.088715521,637276.680908025
"60814","ACRU","Sapling",1.088715521,637276.637496406
"60813","ACRU","Sapling",1.088715521,637276.594084786
"60812","ACRU","Sapling",1.088715521,637276.550673167
"60811","ACRU","Sapling",1.088715521,637276.507261547
"60809","ACRU","Sapling",1.088715521,637276.420438308
"60808","ACRU","Sapling",1.088715521,637276.377026689
"60807","ACRU","Sapling",1.088715521,637276.333615069
"60806","ACRU","Sapling",1.088715521,637276.29020345
"60805","ACRU","Sapling",1.088715521,637276.24679183
"60804","ACRU","Sapling",1.088715521,637276.203380211
"60803","ACRU","Sapling",1.088715521,637276.159968591
"60802","ACRU","Sapling",1.088715521,637276.116556972
"60801","ACRU","Sapling",1.088715521,637276.073145352
"60800","ACRU","Sapling",1.088715521,637276.029733733
"60799","ACRU","Sapling",1.088715521,637275.986322113
"60798","ACRU","Sapling",1.088715521,637275.942910494
"60797","ACRU","Sapling",1.088715521,637275.899498874
"60795","ACRU","Sapling",1.088715521,637275.812675635
"60794","ACRU","Sapling",1.088715521,637275.769264016
"60792","ACRU","Sapling",1.088715521,637275.682440777
"60791","ACRU","Sapling",1.088715521,637275.639029157
"60790","ACRU","Sapling",1.088715521,637275.595617538
"60789","ACRU","Sapling",1.088715521,637275.552205918
"60788","ACRU","Sapling",1.088715521,637275.508794299
"60787","ACRU","Sapling",1.088715521,637275.465382679
"60786","ACRU","Sapling",1.088715521,637275.42197106
"60785","ACRU","Sapling",1.088715521,637275.37855944
"60784","ACRU","Sapling",1.088715521,637275.335147821
"60783","ACRU","Sapling",1.088715521,637275.291736201
"60782","ACRU","Sapling",1.088715521,637275.248324582
"60781","ACRU","Sapling",1.088715521,637275.204912962
"60780","ACRU","Sapling",1.088715521,637275.161501343
"60779","ACRU","Sapling",1.088715521,637275.118089723
"60778","ACRU","Sapling",1.088715521,637275.074678104
"60776","ACRU","Sapling",1.088715521,637274.987854865
"60775","ACRU","Sapling",1.088715521,637274.944443245
"60774","ACRU","Sapling",1.088715521,637274.901031626
"60773","ACRU","Sapling",1.088715521,637274.857620006
"60772","ACRU","Sapling",1.088715521,637274.814208387
"60771","ACRU","Sapling",1.088715521,637274.770796767
"60770","ACRU","Sapling",1.088715521,637274.727385148
"60769","ACRU","Sapling",1.088715521,637274.683973528
"60768","ACRU","Sapling",1.088715521,637274.640561909
"60767","ACRU","Sapling",1.088715521,637274.597150289
"60766","ACRU","Sapling",1.088715521,637274.55373867
"60765","ACRU","Sapling",1.088715521,637274.51032705
"60763","ACRU","Sapling",1.088715521,637274.423503811
"60762","ACRU","Sapling",1.088715521,637274.380092192
"60761","ACRU","Sapling",1.088715521,637274.336680572
"60760","ACRU","Sapling",1.088715521,637274.293268953
"60759","ACRU","Sapling",1.088715521,637274.249857333
"60758","ACRU","Sapling",1.088715521,637274.206445714
"60757","ACRU","Sapling",1.088715521,637274.163034094
"60756","ACRU","Sapling",1.088715521,637274.119622475
"60755","ACRU","Sapling",1.088715521,637274.076210855
"60754","ACRU","Sapling",1.088715521,637274.032799236
"60753","ACRU","Sapling",1.088715521,637273.989387616
"60752","ACRU","Sapling",1.088715521,637273.945975997
"60751","ACRU","Sapling",1.088715521,637273.902564377
"60750","ACRU","Sapling",1.088715521,637273.859152758
"60749","ACRU","Sapling",1.088715521,637273.815741138
"60748","ACRU","Sapling",1.088715521,637273.772329519
"60746","ACRU","Sapling",1.088715521,637273.68550628
"60745","ACRU","Sapling",1.088715521,637273.64209466
"60744","ACRU","Sapling",1.088715521,637273.598683041
"60743","ACRU","Sapling",1.088715521,637273.555271421
"60742","ACRU","Sapling",1.088715521,637273.511859802
"60741","ACRU","Sapling",1.088715521,637273.468448182
"60740","ACRU","Sapling",1.088715521,637273.425036563
"60739","ACRU","Sapling",1.088715521,637273.381624943
"60738","ACRU","Sapling",1.088715521,637273.338213324
"60737","ACRU","Sapling",1.088715521,637273.294801704
"60736","ACRU","Sapling",1.088715521,637273.251390085
"60735","ACRU","Sapling",1.088715521,637273.207978465
"60734","ACRU","Sapling",1.088715521,637273.164566846
"60733","ACRU","Sapling",1.088715521,637273.121155226
"60732","ACRU","Sapling",1.088715521,637273.077743607
"60731","ACRU","Sapling",1.088715521,637273.034331987
"60729","ACRU","Sapling",1.088715521,637272.947508748
"60728","ACRU","Sapling",1.088715521,637272.904097129
"60727","ACRU","Sapling",1.088715521,637272.860685509
"60726","ACRU","Sapling",1.088715521,637272.81727389
"60725","ACRU","Sapling",1.088715521,637272.77386227
"60724","ACRU","Sapling",1.088715521,637272.730450651
"60723","ACRU","Sapling",1.088715521,637272.687039031
"60722","ACRU","Sapling",1.088715521,637272.643627412
"60721","ACRU","Sapling",1.088715521,637272.600215792
"60720","ACRU","Sapling",1.088715521,637272.556804173
"60718","ACRU","Sapling",1.088715521,637272.469980934
"60717","ACRU","Sapling",1.088715521,637272.426569314
"60716","ACRU","Sapling",1.088715521,637272.383157695
"60715","ACRU","Sapling",1.088715521,637272.339746075
"60714","ACRU","Sapling",1.088715521,637272.296334456
"60713","ACRU","Sapling",1.088715521,637272.252922836
"60712","ACRU","Sapling",1.088715521,637272.209511217
"60711","ACRU","Sapling",1.088715521,637272.166099597
"60710","ACRU","Sapling",1.088715521,637272.122687978
"60709","ACRU","Sapling",1.088715521,637272.079276358
"60708","ACRU","Sapling",1.088715521,637272.035864739
"60707","ACRU","Sapling",1.088715521,637271.992453119
"60706","ACRU","Sapling",1.088715521,637271.9490415
"60705","ACRU","Sapling",1.088715521,637271.90562988
"60704","ACRU","Sapling",1.088715521,637271.862218261
"60703","ACRU","Sapling",1.088715521,637271.818806641
"60702","ACRU","Sapling",1.088715521,637271.775395022
"60701","ACRU","Sapling",1.088715521,637271.731983402
"60700","ACRU","Sapling",1.088715521,637271.688571783
"60699","ACRU","Sapling",1.088715521,637271.645160163
"60698","ACRU","Sapling",1.088715521,637271.601748544
"60697","ACRU","Sapling",1.088715521,637271.558336924
"60696","ACRU","Sapling",1.088715521,637271.514925305
"60695","ACRU","Sapling",1.088715521,637271.471513685
"60694","ACRU","Sapling",1.088715521,637271.428102066
"60693","ACRU","Sapling",1.088715521,637271.384690446
"60692","ACRU","Sapling",1.088715521,637271.341278827
"60691","ACRU","Sapling",1.088715521,637271.297867207
"60690","ACRU","Sapling",1.088715521,637271.254455588
"60689","ACRU","Sapling",1.088715521,637271.211043968
"60688","ACRU","Sapling",1.088715521,637271.167632349
"60687","ACRU","Sapling",1.088715521,637271.124220729
"60686","ACRU","Sapling",1.088715521,637271.08080911
"60685","ACRU","Sapling",1.088715521,637271.03739749
"60684","ACRU","Sapling",1.088715521,637270.993985871
"60683","ACRU","Sapling",1.088715521,637270.950574251
"60682","ACRU","Sapling",1.088715521,637270.907162632
"60681","ACRU","Sapling",1.088715521,637270.863751012
"60680","ACRU","Sapling",1.088715521,637270.820339393
"60679","ACRU","Sapling",1.088715521,637270.776927773
"60677","ACRU","Sapling",1.088715521,637270.690104534
"60676","ACRU","Sapling",1.088715521,637270.646692915
"60675","ACRU","Sapling",1.088715521,637270.603281295
"60674","ACRU","Sapling",1.088715521,637270.559869676
"60673","ACRU","Sapling",1.088715521,637270.516458056
"60672","ACRU","Sapling",1.088715521,637270.473046437
"60671","ACRU","Sapling",1.088715521,637270.429634817
"60670","ACRU","Sapling",1.088715521,637270.386223198
"60669","ACRU","Sapling",1.088715521,637270.342811578
"60668","ACRU","Sapling",1.088715521,637270.299399959
"60666","ACRU","Sapling",1.088715521,637270.21257672
"60665","ACRU","Sapling",1.088715521,637270.1691651
"60664","ACRU","Sapling",1.088715521,637270.125753481
"60663","ACRU","Sapling",1.088715521,637270.082341861
"60662","ACRU","Sapling",1.088715521,637270.038930242
"60661","ACRU","Sapling",1.088715521,637269.995518622
"60660","ACRU","Sapling",1.088715521,637269.952107003
"60659","ACRU","Sapling",1.088715521,637269.908695383
"60658","ACRU","Sapling",1.088715521,637269.865283764
"60657","ACRU","Sapling",1.088715521,637269.821872144
"60656","ACRU","Sapling",1.088715521,637269.778460525
"60655","ACRU","Sapling",1.088715521,637269.735048905
"60654","ACRU","Sapling",1.088715521,637269.691637286
"60652","ACRU","Sapling",1.088715521,637269.604814047
"60651","ACRU","Sapling",1.088715521,637269.561402427
"60649","ACRU","Sapling",1.088715521,637269.474579188
"60648","ACRU","Sapling",1.088715521,637269.431167569
"60647","ACRU","Sapling",1.088715521,637269.387755949
"60645","ACRU","Sapling",1.088715521,637269.30093271
"60643","ACRU","Sapling",1.088715521,637269.214109471
"60642","ACRU","Sapling",1.088715521,637269.170697852
"60641","ACRU","Sapling",1.088715521,637269.127286232
"60640","ACRU","Sapling",1.088715521,637269.083874613
"60639","ACRU","Sapling",1.088715521,637269.040462993
"60638","ACRU","Sapling",1.088715521,637268.997051374
"60637","ACRU","Sapling",1.088715521,637268.953639754
"60636","ACRU","Sapling",1.088715521,637268.910228135
"60635","ACRU","Sapling",1.088715521,637268.866816515
"60634","ACRU","Sapling",1.088715521,637268.823404896
"60633","ACRU","Sapling",1.088715521,637268.779993276
"60632","ACRU","Sapling",1.088715521,637268.736581657
"60631","ACRU","Sapling",1.088715521,637268.693170037
"60630","ACRU","Sapling",1.088715521,637268.649758418
"60629","ACRU","Sapling",1.088715521,637268.606346798
"60628","ACRU","Sapling",1.088715521,637268.562935179
"60627","ACRU","Sapling",1.088715521,637268.519523559
"60626","ACRU","Sapling",1.088715521,637268.47611194
"60625","ACRU","Sapling",1.088715521,637268.43270032
"60624","ACRU","Sapling",1.088715521,637268.389288701
"60623","ACRU","Sapling",1.088715521,637268.345877081
"60622","ACRU","Sapling",1.088715521,637268.302465462
"60621","ACRU","Sapling",1.088715521,637268.259053842
"60620","ACRU","Sapling",1.088715521,637268.215642223
"60619","ACRU","Sapling",1.088715521,637268.172230603
"60617","ACRU","Sapling",1.088715521,637268.085407364
"60615","ACRU","Sapling",1.088715521,637267.998584125
"60614","ACRU","Sapling",1.088715521,637267.955172506
"60613","ACRU","Sapling",1.088715521,637267.911760886
"60612","ACRU","Sapling",1.088715521,637267.868349267
"60611","ACRU","Sapling",1.088715521,637267.824937647
"60610","ACRU","Sapling",1.088715521,637267.781526028
"60608","ACRU","Sapling",1.088715521,637267.694702789
"60607","ACRU","Sapling",1.088715521,637267.651291169
"60606","ACRU","Sapling",1.088715521,637267.607879549
"60605","ACRU","Sapling",1.088715521,637267.56446793
"60604","ACRU","Sapling",1.088715521,637267.521056311
"60603","ACRU","Sapling",1.088715521,637267.477644691
"60602","ACRU","Sapling",1.088715521,637267.434233072
"60601","ACRU","Sapling",1.088715521,637267.390821452
"60600","ACRU","Sapling",1.088715521,637267.347409833
"60599","ACRU","Sapling",1.088715521,637267.303998213
"60598","ACRU","Sapling",1.088715521,637267.260586594
"60597","ACRU","Sapling",1.088715521,637267.217174974
"60595","ACRU","Sapling",1.088715521,637267.130351735
"60594","ACRU","Sapling",1.088715521,637267.086940116
"60592","ACRU","Sapling",1.088715521,637267.000116877
"60591","ACRU","Sapling",1.088715521,637266.956705257
"60590","ACRU","Sapling",1.088715521,637266.913293638
"60589","ACRU","Sapling",1.088715521,637266.869882018
"60588","ACRU","Sapling",1.088715521,637266.826470399
"60587","ACRU","Sapling",1.088715521,637266.783058779
"60586","ACRU","Sapling",1.088715521,637266.73964716
"60585","ACRU","Sapling",1.088715521,637266.69623554
"60584","ACRU","Sapling",1.088715521,637266.652823921
"60583","ACRU","Sapling",1.088715521,637266.609412301
"60582","ACRU","Sapling",1.088715521,637266.566000681
"60581","ACRU","Sapling",1.088715521,637266.522589062
"60579","ACRU","Sapling",1.088715521,637266.435765823
"60578","ACRU","Sapling",1.088715521,637266.392354204
"60577","ACRU","Sapling",1.088715521,637266.348942584
"60576","ACRU","Sapling",1.088715521,637266.305530965
"60575","ACRU","Sapling",1.088715521,637266.262119345
"60574","ACRU","Sapling",1.088715521,637266.218707726
"60573","ACRU","Sapling",1.088715521,637266.175296106
"60572","ACRU","Sapling",1.088715521,637266.131884487
"60569","ACRU","Sapling",1.088715521,637266.001649628
"60568","ACRU","Sapling",1.088715521,637265.958238009
"60567","ACRU","Sapling",1.088715521,637265.914826389
"60566","ACRU","Sapling",1.088715521,637265.87141477
"60565","ACRU","Sapling",1.088715521,637265.82800315
"60564","ACRU","Sapling",1.088715521,637265.784591531
"60563","ACRU","Sapling",1.088715521,637265.741179911
"60562","ACRU","Sapling",1.088715521,637265.697768292
"60561","ACRU","Sapling",1.088715521,637265.654356672
"60560","ACRU","Sapling",1.088715521,637265.610945053
"60559","ACRU","Sapling",1.088715521,637265.567533433
"60558","ACRU","Sapling",1.088715521,637265.524121813
"60557","ACRU","Sapling",1.088715521,637265.480710194
"60556","ACRU","Sapling",1.088715521,637265.437298574
"60555","ACRU","Sapling",1.088715521,637265.393886955
"60554","ACRU","Sapling",1.088715521,637265.350475335
"60553","ACRU","Sapling",1.088715521,637265.307063716
"60552","ACRU","Sapling",1.088715521,637265.263652097
"60551","ACRU","Sapling",1.088715521,637265.220240477
"60550","ACRU","Sapling",1.088715521,637265.176828858
"60549","ACRU","Sapling",1.088715521,637265.133417238
"60548","ACRU","Sapling",1.088715521,637265.090005619
"60547","ACRU","Sapling",1.088715521,637265.046593999
"60546","ACRU","Sapling",1.088715521,637265.00318238
"60545","ACRU","Sapling",1.088715521,637264.95977076
"60544","ACRU","Sapling",1.088715521,637264.916359141
"60543","ACRU","Sapling",1.088715521,637264.872947521
"60542","ACRU","Sapling",1.088715521,637264.829535902
"60541","ACRU","Sapling",1.088715521,637264.786124282
"60540","ACRU","Sapling",1.088715521,637264.742712663
"60539","ACRU","Sapling",1.088715521,637264.699301043
"60538","ACRU","Sapling",1.088715521,637264.655889424
"60537","ACRU","Sapling",1.088715521,637264.612477804
"60536","ACRU","Sapling",1.088715521,637264.569066185
"60535","ACRU","Sapling",1.088715521,637264.525654565
"60534","ACRU","Sapling",1.088715521,637264.482242945
"60533","ACRU","Sapling",1.088715521,637264.438831326
"60532","ACRU","Sapling",1.088715521,637264.395419706
"60531","ACRU","Sapling",1.088715521,637264.352008087
"60530","ACRU","Sapling",1.088715521,637264.308596467
"60529","ACRU","Sapling",1.088715521,637264.265184848
"60528","ACRU","Sapling",1.088715521,637264.221773228
"60527","ACRU","Sapling",1.088715521,637264.178361609
"60526","ACRU","Sapling",1.088715521,637264.13494999
"60525","ACRU","Sapling",1.088715521,637264.09153837
"60524","ACRU","Sapling",1.088715521,637264.048126751
"60523","ACRU","Sapling",1.088715521,637264.004715131
"60522","ACRU","Sapling",1.088715521,637263.961303512
"60521","ACRU","Sapling",1.088715521,637263.917891892
"60520","ACRU","Sapling",1.088715521,637263.874480273
"60519","ACRU","Sapling",1.088715521,637263.831068653
"60518","ACRU","Sapling",1.088715521,637263.787657034
"60517","ACRU","Sapling",1.088715521,637263.744245414
"60516","ACRU","Sapling",1.088715521,637263.700833795
"60515","ACRU","Sapling",1.088715521,637263.657422175
"60514","ACRU","Sapling",1.088715521,637263.614010556
"60513","ACRU","Sapling",1.088715521,637263.570598936
"60512","ACRU","Sapling",1.088715521,637263.527187317
"60511","ACRU","Sapling",1.088715521,637263.483775697
"60510","ACRU","Sapling",1.088715521,637263.440364077
"60508","ACRU","Sapling",1.088715521,637263.353540838
"60507","ACRU","Sapling",1.088715521,637263.310129219
"60505","ACRU","Sapling",1.088715521,637263.22330598
"60504","ACRU","Sapling",1.088715521,637263.17989436
"60503","ACRU","Sapling",1.088715521,637263.136482741
"60502","ACRU","Sapling",1.088715521,637263.093071121
"60501","ACRU","Sapling",1.088715521,637263.049659502
"60500","ACRU","Sapling",1.088715521,637263.006247882
"60499","ACRU","Sapling",1.088715521,637262.962836263
"60498","ACRU","Sapling",1.088715521,637262.919424644
"60497","ACRU","Sapling",1.088715521,637262.876013024
"60496","ACRU","Sapling",1.088715521,637262.832601405
"60495","ACRU","Sapling",1.088715521,637262.789189785
"60494","ACRU","Sapling",1.088715521,637262.745778166
"60493","ACRU","Sapling",1.088715521,637262.702366546
"60492","ACRU","Sapling",1.088715521,637262.658954927
"60491","ACRU","Sapling",1.088715521,637262.615543307
"60490","ACRU","Sapling",1.088715521,637262.572131688
"60488","ACRU","Sapling",1.088715521,637262.485308449
"60487","ACRU","Sapling",1.088715521,637262.441896829
"60486","ACRU","Sapling",1.088715521,637262.398485209
"60485","ACRU","Sapling",1.088715521,637262.35507359
"60484","ACRU","Sapling",1.088715521,637262.31166197
"60483","ACRU","Sapling",1.088715521,637262.268250351
"60481","ACRU","Sapling",1.088715521,637262.181427112
"60480","ACRU","Sapling",1.088715521,637262.138015492
"60479","ACRU","Sapling",1.088715521,637262.094603873
"60478","ACRU","Sapling",1.088715521,637262.051192253
"60476","ACRU","Sapling",1.088715521,637261.964369014
"60475","ACRU","Sapling",1.088715521,637261.920957395
"60474","ACRU","Sapling",1.088715521,637261.877545775
"60473","ACRU","Sapling",1.088715521,637261.834134156
"60472","ACRU","Sapling",1.088715521,637261.790722537
"60471","ACRU","Sapling",1.088715521,637261.747310917
"60470","ACRU","Sapling",1.088715521,637261.703899298
"60469","ACRU","Sapling",1.088715521,637261.660487678
"60468","ACRU","Sapling",1.088715521,637261.617076059
"60467","ACRU","Sapling",1.088715521,637261.573664439
"60466","ACRU","Sapling",1.088715521,637261.53025282
"60465","ACRU","Sapling",1.088715521,637261.4868412
"60464","ACRU","Sapling",1.088715521,637261.443429581
"60463","ACRU","Sapling",1.088715521,637261.400017961
"60462","ACRU","Sapling",1.088715521,637261.356606341
"60461","ACRU","Sapling",1.088715521,637261.313194722
"60459","ACRU","Sapling",1.088715521,637261.226371483
"60458","ACRU","Sapling",1.088715521,637261.182959863
"60457","ACRU","Sapling",1.088715521,637261.139548244
"60456","ACRU","Sapling",1.088715521,637261.096136624
"60455","ACRU","Sapling",1.088715521,637261.052725005
"60454","ACRU","Sapling",1.088715521,637261.009313385
"60453","ACRU","Sapling",1.088715521,637260.965901766
"60452","ACRU","Sapling",1.088715521,637260.922490146
"60450","ACRU","Sapling",1.088715521,637260.835666907
"60449","ACRU","Sapling",1.088715521,637260.792255288
"60448","ACRU","Sapling",1.088715521,637260.748843668
"60447","ACRU","Sapling",1.088715521,637260.705432049
"60446","ACRU","Sapling",1.088715521,637260.66202043
"60445","ACRU","Sapling",1.088715521,637260.61860881
"60444","ACRU","Sapling",1.088715521,637260.575197191
"60443","ACRU","Sapling",1.088715521,637260.531785571
"60442","ACRU","Sapling",1.088715521,637260.488373952
"60441","ACRU","Sapling",1.088715521,637260.444962332
"60440","ACRU","Sapling",1.088715521,637260.401550713
"60439","ACRU","Sapling",1.088715521,637260.358139093
"60438","ACRU","Sapling",1.088715521,637260.314727473
"60437","ACRU","Sapling",1.088715521,637260.271315854
"60436","ACRU","Sapling",1.088715521,637260.227904234
"60435","ACRU","Sapling",1.088715521,637260.184492615
"60434","ACRU","Sapling",1.088715521,637260.141080995
"60433","ACRU","Sapling",1.088715521,637260.097669376
"60432","ACRU","Sapling",1.088715521,637260.054257756
"60431","ACRU","Sapling",1.088715521,637260.010846137
"60430","ACRU","Sapling",1.088715521,637259.967434517
"60429","ACRU","Sapling",1.088715521,637259.924022898
"60428","ACRU","Sapling",1.088715521,637259.880611278
"60427","ACRU","Sapling",1.088715521,637259.837199659
"60426","ACRU","Sapling",1.088715521,637259.793788039
"60425","ACRU","Sapling",1.088715521,637259.75037642
"60424","ACRU","Sapling",1.088715521,637259.7069648
"60423","ACRU","Sapling",1.088715521,637259.663553181
"60422","ACRU","Sapling",1.088715521,637259.620141561
"60420","ACRU","Sapling",1.088715521,637259.533318323
"60419","ACRU","Sapling",1.088715521,637259.489906703
"60417","ACRU","Sapling",1.088715521,637259.403083464
"60416","ACRU","Sapling",1.088715521,637259.359671844
"60415","ACRU","Sapling",1.088715521,637259.316260225
"60414","ACRU","Sapling",1.088715521,637259.272848605
"60413","ACRU","Sapling",1.088715521,637259.229436986
"60412","ACRU","Sapling",1.088715521,637259.186025366
"60411","ACRU","Sapling",1.088715521,637259.142613747
"60410","ACRU","Sapling",1.088715521,637259.099202127
"60409","ACRU","Sapling",1.088715521,637259.055790508
"60408","ACRU","Sapling",1.088715521,637259.012378888
"60406","ACRU","Sapling",1.088715521,637258.925555649
"60405","ACRU","Sapling",1.088715521,637258.88214403
"60404","ACRU","Sapling",1.088715521,637258.83873241
"60403","ACRU","Sapling",1.088715521,637258.795320791
"60402","ACRU","Sapling",1.088715521,637258.751909171
"60401","ACRU","Sapling",1.088715521,637258.708497552
"60399","ACRU","Sapling",1.088715521,637258.621674313
"60398","ACRU","Sapling",1.088715521,637258.578262693
"60397","ACRU","Sapling",1.088715521,637258.534851074
"60396","ACRU","Sapling",1.088715521,637258.491439454
"60395","ACRU","Sapling",1.088715521,637258.448027835
"60394","ACRU","Sapling",1.088715521,637258.404616215
"60393","ACRU","Sapling",1.088715521,637258.361204596
"60392","ACRU","Sapling",1.088715521,637258.317792976
"60391","ACRU","Sapling",1.088715521,637258.274381357
"60390","ACRU","Sapling",1.088715521,637258.230969737
"60389","ACRU","Sapling",1.088715521,637258.187558118
"60388","ACRU","Sapling",1.088715521,637258.144146498
"60387","ACRU","Sapling",1.088715521,637258.100734879
"60386","ACRU","Sapling",1.088715521,637258.057323259
"60385","ACRU","Sapling",1.088715521,637258.01391164
"60384","ACRU","Sapling",1.088715521,637257.97050002
"60383","ACRU","Sapling",1.088715521,637257.927088401
"60382","ACRU","Sapling",1.088715521,637257.883676781
"60381","ACRU","Sapling",1.088715521,637257.840265162
"60379","ACRU","Sapling",1.088715521,637257.753441923
"60378","ACRU","Sapling",1.088715521,637257.710030303
"60377","ACRU","Sapling",1.088715521,637257.666618684
"60376","ACRU","Sapling",1.088715521,637257.623207064
"60375","ACRU","Sapling",1.088715521,637257.579795445
"60374","ACRU","Sapling",1.088715521,637257.536383825
"60373","ACRU","Sapling",1.088715521,637257.492972206
"60372","ACRU","Sapling",1.088715521,637257.449560586
"60371","ACRU","Sapling",1.088715521,637257.406148967
"60370","ACRU","Sapling",1.088715521,637257.362737347
"60369","ACRU","Sapling",1.088715521,637257.319325728
"60368","ACRU","Sapling",1.088715521,637257.275914108
"60367","ACRU","Sapling",1.088715521,637257.232502489
"60366","ACRU","Sapling",1.088715521,637257.189090869
"60365","ACRU","Sapling",1.088715521,637257.14567925
"60364","ACRU","Sapling",1.088715521,637257.10226763
"60363","ACRU","Sapling",1.088715521,637257.058856011
"60362","ACRU","Sapling",1.088715521,637257.015444391
"60361","ACRU","Sapling",1.088715521,637256.972032772
"60360","ACRU","Sapling",1.088715521,637256.928621152
"60359","ACRU","Sapling",1.088715521,637256.885209533
"60358","ACRU","Sapling",1.088715521,637256.841797913
"60357","ACRU","Sapling",1.088715521,637256.798386294
"60356","ACRU","Sapling",1.088715521,637256.754974674
"60355","ACRU","Sapling",1.088715521,637256.711563055
"60354","ACRU","Sapling",1.088715521,637256.668151435
"60353","ACRU","Sapling",1.088715521,637256.624739816
"60352","ACRU","Sapling",1.088715521,637256.581328196
"60351","ACRU","Sapling",1.088715521,637256.537916577
"60350","ACRU","Sapling",1.088715521,637256.494504957
"60349","ACRU","Sapling",1.088715521,637256.451093338
"60348","ACRU","Sapling",1.088715521,637256.407681718
"60347","ACRU","Sapling",1.088715521,637256.364270099
"60346","ACRU","Sapling",1.088715521,637256.320858479
"60345","ACRU","Sapling",1.088715521,637256.27744686
"60344","ACRU","Sapling",1.088715521,637256.23403524
"60343","ACRU","Sapling",1.088715521,637256.190623621
"60342","ACRU","Sapling",1.088715521,637256.147212001
"60341","ACRU","Sapling",1.088715521,637256.103800382
"60340","ACRU","Sapling",1.088715521,637256.060388762
"60339","ACRU","Sapling",1.088715521,637256.016977143
"60338","ACRU","Sapling",1.088715521,637255.973565523
"60337","ACRU","Sapling",1.088715521,637255.930153904
"60336","ACRU","Sapling",1.088715521,637255.886742284
"60335","ACRU","Sapling",1.088715521,637255.843330665
"60334","ACRU","Sapling",1.088715521,637255.799919045
"60333","ACRU","Sapling",1.088715521,637255.756507426
