"","Species","Type","DBH","CCR"
"1662","PIAB","Sapling",2.0724225015,638164.288493587
"1661","PIAB","Sapling",2.0724225015,638164.153632627
"1660","PIAB","Sapling",2.0724225015,638164.018771667
"1659","PIAB","Sapling",2.0724225015,638163.883910707
"1658","PIAB","Sapling",2.0724225015,638163.749049748
"1657","PIAB","Sapling",2.0724225015,638163.614188788
"1656","PIAB","Sapling",2.0724225015,638163.479327828
"1655","PIAB","Sapling",2.0724225015,638163.344466868
"1654","PIAB","Sapling",2.0724225015,638163.209605908
"1653","PIAB","Sapling",2.0724225015,638163.074744949
"1652","PIAB","Sapling",2.0724225015,638162.939883989
"1651","PIAB","Sapling",2.0724225015,638162.805023029
"1650","PIAB","Sapling",2.0724225015,638162.670162069
"1649","PIAB","Sapling",2.0724225015,638162.53530111
"1648","PIAB","Sapling",2.0724225015,638162.40044015
"1647","PIAB","Sapling",2.0724225015,638162.26557919
"1646","PIAB","Sapling",2.0724225015,638162.13071823
"1645","PIAB","Sapling",2.0724225015,638161.995857271
"1644","PIAB","Sapling",2.0724225015,638161.860996311
"1643","PIAB","Sapling",2.0724225015,638161.726135351
"1642","PIAB","Sapling",2.0724225015,638161.591274391
"1641","PIAB","Sapling",2.0724225015,638161.456413431
"1640","PIAB","Sapling",2.0724225015,638161.321552472
"1639","PIAB","Sapling",2.0724225015,638161.186691512
"1638","PIAB","Sapling",2.0724225015,638161.051830552
"1637","PIAB","Sapling",2.0724225015,638160.916969592
"1636","PIAB","Sapling",2.0724225015,638160.782108632
"1635","PIAB","Sapling",2.0724225015,638160.647247673
"1634","PIAB","Sapling",2.0724225015,638160.512386713
"1633","PIAB","Sapling",2.0724225015,638160.377525753
"1632","PIAB","Sapling",2.0724225015,638160.242664793
"1631","PIAB","Sapling",2.0724225015,638160.107803834
"1630","PIAB","Sapling",2.0724225015,638159.972942874
"1629","PIAB","Sapling",2.0724225015,638159.838081914
"1628","PIAB","Sapling",2.0724225015,638159.703220954
"1627","PIAB","Sapling",2.0724225015,638159.568359995
"1626","PIAB","Sapling",2.0724225015,638159.433499035
"1625","PIAB","Sapling",2.0724225015,638159.298638075
"1624","PIAB","Sapling",2.0724225015,638159.163777115
"1623","PIAB","Sapling",2.0724225015,638159.028916155
"1622","PIAB","Sapling",2.0724225015,638158.894055196
"1621","PIAB","Sapling",2.0724225015,638158.759194236
"1620","PIAB","Sapling",2.0724225015,638158.624333276
"1619","PIAB","Sapling",2.0724225015,638158.489472316
"1618","PIAB","Sapling",2.0724225015,638158.354611357
"1616","PIAB","Sapling",2.0724225015,638158.084889437
"1615","PIAB","Sapling",2.0724225015,638157.950028477
"1613","PIAB","Sapling",2.0724225015,638157.680306558
"1612","PIAB","Sapling",2.0724225015,638157.545445598
"1611","PIAB","Sapling",2.0724225015,638157.410584638
"1610","PIAB","Sapling",2.0724225015,638157.275723678
"1609","PIAB","Sapling",2.0724225015,638157.140862719
"1608","PIAB","Sapling",2.0724225015,638157.006001759
"1607","PIAB","Sapling",2.0724225015,638156.871140799
"1606","PIAB","Sapling",2.0724225015,638156.736279839
"1605","PIAB","Sapling",2.0724225015,638156.601418879
"1604","PIAB","Sapling",2.0724225015,638156.46655792
"1603","PIAB","Sapling",2.0724225015,638156.33169696
"1602","PIAB","Sapling",2.0724225015,638156.196836
"1601","PIAB","Sapling",2.0724225015,638156.06197504
"1600","PIAB","Sapling",2.0724225015,638155.927114081
"1598","PIAB","Sapling",2.0724225015,638155.657392161
"1597","PIAB","Sapling",2.0724225015,638155.522531201
"1596","PIAB","Sapling",2.0724225015,638155.387670241
"1595","PIAB","Sapling",2.0724225015,638155.252809282
"1594","PIAB","Sapling",2.0724225015,638155.117948322
"1593","PIAB","Sapling",2.0724225015,638154.983087362
"1592","PIAB","Sapling",2.0724225015,638154.848226402
"1591","PIAB","Sapling",2.0724225015,638154.713365443
"1590","PIAB","Sapling",2.0724225015,638154.578504483
"1589","PIAB","Sapling",2.0724225015,638154.443643523
"1588","PIAB","Sapling",2.0724225015,638154.308782563
"1587","PIAB","Sapling",2.0724225015,638154.173921603
"1586","PIAB","Sapling",2.0724225015,638154.039060644
"1585","PIAB","Sapling",2.0724225015,638153.904199684
"1584","PIAB","Sapling",2.0724225015,638153.769338724
"1583","PIAB","Sapling",2.0724225015,638153.634477764
"1582","PIAB","Sapling",2.0724225015,638153.499616805
"1581","PIAB","Sapling",2.0724225015,638153.364755845
"1580","PIAB","Sapling",2.0724225015,638153.229894885
"1579","PIAB","Sapling",2.0724225015,638153.095033925
"1578","PIAB","Sapling",2.0724225015,638152.960172965
"1577","PIAB","Sapling",2.0724225015,638152.825312006
"1576","PIAB","Sapling",2.0724225015,638152.690451046
"1575","PIAB","Sapling",2.0724225015,638152.555590086
"1574","PIAB","Sapling",2.0724225015,638152.420729126
"1573","PIAB","Sapling",2.0724225015,638152.285868167
"1572","PIAB","Sapling",2.0724225015,638152.151007207
"1571","PIAB","Sapling",2.0724225015,638152.016146247
"1570","PIAB","Sapling",2.0724225015,638151.881285287
"1569","PIAB","Sapling",2.0724225015,638151.746424327
"1568","PIAB","Sapling",2.0724225015,638151.611563368
"1567","PIAB","Sapling",2.0724225015,638151.476702408
"1566","PIAB","Sapling",2.0724225015,638151.341841448
"1565","PIAB","Sapling",2.0724225015,638151.206980488
"1564","PIAB","Sapling",2.0724225015,638151.072119529
"1563","PIAB","Sapling",2.0724225015,638150.937258569
"1562","PIAB","Sapling",2.0724225015,638150.802397609
"1561","PIAB","Sapling",2.0724225015,638150.667536649
"1560","PIAB","Sapling",2.0724225015,638150.53267569
"1559","PIAB","Sapling",2.0724225015,638150.39781473
"1558","PIAB","Sapling",2.0724225015,638150.26295377
"1557","PIAB","Sapling",2.0724225015,638150.12809281
"1556","PIAB","Sapling",2.0724225015,638149.99323185
"1555","PIAB","Sapling",2.0724225015,638149.858370891
"1554","PIAB","Sapling",2.0724225015,638149.723509931
"1553","PIAB","Sapling",2.0724225015,638149.588648971
"1552","PIAB","Sapling",2.0724225015,638149.453788011
"1551","PIAB","Sapling",2.0724225015,638149.318927051
"1549","PIAB","Sapling",2.0724225015,638149.049205132
"1547","PIAB","Sapling",2.225625716,637954.860078937
"1546","PIAB","Sapling",2.225625716,637954.704541868
"1545","PIAB","Sapling",2.225625716,637954.549004799
"1544","PIAB","Sapling",2.225625716,637954.393467731
"1543","PIAB","Sapling",2.225625716,637954.237930662
"1542","PIAB","Sapling",2.225625716,637954.082393594
"1541","PIAB","Sapling",2.225625716,637953.926856525
"1540","PIAB","Sapling",2.225625716,637953.771319457
"1539","PIAB","Sapling",2.225625716,637953.615782388
"1538","PIAB","Sapling",2.225625716,637953.460245319
"1537","PIAB","Sapling",2.225625716,637953.304708251
"1536","PIAB","Sapling",2.225625716,637953.149171182
"1535","PIAB","Sapling",2.225625716,637952.993634114
"1534","PIAB","Sapling",2.225625716,637952.838097045
"1533","PIAB","Sapling",2.225625716,637952.682559976
"1532","PIAB","Sapling",2.225625716,637952.527022908
"1531","PIAB","Sapling",2.225625716,637952.371485839
"1530","PIAB","Sapling",2.225625716,637952.215948771
"1529","PIAB","Sapling",2.225625716,637952.060411702
"1528","PIAB","Sapling",2.225625716,637951.904874633
"1527","PIAB","Sapling",2.225625716,637951.749337565
"1526","PIAB","Sapling",2.225625716,637951.593800496
"1525","PIAB","Sapling",2.225625716,637951.438263428
"1524","PIAB","Sapling",2.225625716,637951.282726359
"1523","PIAB","Sapling",2.225625716,637951.12718929
"1522","PIAB","Sapling",2.225625716,637950.971652222
"1521","PIAB","Sapling",2.225625716,637950.816115153
"1520","PIAB","Sapling",2.225625716,637950.660578085
"1519","PIAB","Sapling",2.225625716,637950.505041016
"1518","PIAB","Sapling",2.225625716,637950.349503948
"1517","PIAB","Sapling",2.225625716,637950.193966879
"1516","PIAB","Sapling",2.225625716,637950.03842981
"1515","PIAB","Sapling",2.225625716,637949.882892742
"1514","PIAB","Sapling",2.225625716,637949.727355673
"1513","PIAB","Sapling",2.225625716,637949.571818604
"1512","PIAB","Sapling",2.225625716,637949.416281536
"1511","PIAB","Sapling",2.225625716,637949.260744467
"1510","PIAB","Sapling",2.225625716,637949.105207399
"1509","PIAB","Sapling",2.225625716,637948.94967033
"1507","PIAB","Sapling",2.225625716,637948.638596193
"1506","PIAB","Sapling",2.225625716,637948.483059124
"1505","PIAB","Sapling",2.225625716,637948.327522056
"1504","PIAB","Sapling",2.225625716,637948.171984987
"1503","PIAB","Sapling",2.225625716,637948.016447919
"1501","PIAB","Sapling",2.225625716,637947.705373782
"1500","PIAB","Sapling",2.225625716,637947.549836713
"1499","PIAB","Sapling",2.225625716,637947.394299644
"1498","PIAB","Sapling",2.225625716,637947.238762576
"1497","PIAB","Sapling",2.225625716,637947.083225507
"1496","PIAB","Sapling",2.225625716,637946.927688438
"1495","PIAB","Sapling",2.225625716,637946.77215137
"1494","PIAB","Sapling",2.225625716,637946.616614301
"1493","PIAB","Sapling",2.225625716,637946.461077233
"1492","PIAB","Sapling",2.225625716,637946.305540164
"1491","PIAB","Sapling",2.225625716,637946.150003096
"1490","PIAB","Sapling",2.225625716,637945.994466027
"1489","PIAB","Sapling",2.225625716,637945.838928958
"1488","PIAB","Sapling",2.225625716,637945.68339189
"1487","PIAB","Sapling",2.225625716,637945.527854821
"1486","PIAB","Sapling",2.225625716,637945.372317753
"1485","PIAB","Sapling",2.225625716,637945.216780684
"1484","PIAB","Sapling",2.225625716,637945.061243615
"1483","PIAB","Sapling",2.225625716,637944.905706547
"1482","PIAB","Sapling",2.225625716,637944.750169478
"1481","PIAB","Sapling",2.225625716,637944.59463241
"1480","PIAB","Sapling",2.225625716,637944.439095341
"1479","PIAB","Sapling",2.225625716,637944.283558272
"1478","PIAB","Sapling",2.225625716,637944.128021204
"1477","PIAB","Sapling",2.225625716,637943.972484135
"1476","PIAB","Sapling",2.225625716,637943.816947067
"1475","PIAB","Sapling",2.225625716,637943.661409998
"1474","PIAB","Sapling",2.225625716,637943.505872929
"1473","PIAB","Sapling",2.225625716,637943.350335861
"1472","PIAB","Sapling",2.225625716,637943.194798792
"1471","PIAB","Sapling",2.225625716,637943.039261724
"1470","PIAB","Sapling",2.225625716,637942.883724655
"1469","PIAB","Sapling",2.225625716,637942.728187587
"1468","PIAB","Sapling",2.225625716,637942.572650518
"1467","PIAB","Sapling",2.225625716,637942.417113449
"1466","PIAB","Sapling",2.225625716,637942.261576381
"1465","PIAB","Sapling",2.225625716,637942.106039312
"1464","PIAB","Sapling",2.225625716,637941.950502244
"1463","PIAB","Sapling",2.225625716,637941.794965175
"1462","PIAB","Sapling",2.225625716,637941.639428106
"1461","PIAB","Sapling",2.225625716,637941.483891038
"1460","PIAB","Sapling",2.225625716,637941.328353969
"1458","PIAB","Sapling",2.225625716,637941.017279832
"1457","PIAB","Sapling",2.225625716,637940.861742763
"1456","PIAB","Sapling",2.225625716,637940.706205695
"1455","PIAB","Sapling",2.225625716,637940.550668626
"1453","PIAB","Sapling",2.225625716,637940.239594489
"1452","PIAB","Sapling",2.225625716,637940.08405742
"1451","PIAB","Sapling",2.225625716,637939.928520352
"1449","PIAB","Sapling",2.225625716,637939.617446215
"1448","PIAB","Sapling",2.225625716,637939.461909146
"1447","PIAB","Sapling",2.225625716,637939.306372078
"1446","PIAB","Sapling",2.225625716,637939.150835009
"1445","PIAB","Sapling",2.225625716,637938.99529794
"1444","PIAB","Sapling",2.225625716,637938.839760872
"1443","PIAB","Sapling",2.225625716,637938.684223803
"1441","PIAB","Sapling",2.225625716,637938.373149666
"1440","PIAB","Sapling",2.225625716,637938.217612597
"1439","PIAB","Sapling",2.225625716,637938.062075529
"1438","PIAB","Sapling",2.225625716,637937.90653846
"1437","PIAB","Sapling",2.225625716,637937.751001392
"1436","PIAB","Sapling",2.225625716,637937.595464323
"1435","PIAB","Sapling",2.225625716,637937.439927254
"1434","PIAB","Sapling",2.225625716,637937.284390186
"1433","PIAB","Sapling",2.225625716,637937.128853117
"1432","PIAB","Sapling",2.225625716,637936.973316049
"1431","PIAB","Sapling",2.225625716,637936.81777898
"1430","PIAB","Sapling",2.225625716,637936.662241912
"1429","PIAB","Sapling",2.225625716,637936.506704843
"1428","PIAB","Sapling",2.225625716,637936.351167774
"1425","PIAB","Sapling",2.225625716,637935.884556569
"1424","PIAB","Sapling",2.225625716,637935.7290195
"1423","PIAB","Sapling",2.225625716,637935.573482431
"1422","PIAB","Sapling",2.225625716,637935.417945363
"1421","PIAB","Sapling",2.225625716,637935.262408294
"1420","PIAB","Sapling",2.225625716,637935.106871226
"1419","PIAB","Sapling",2.225625716,637934.951334157
"1418","PIAB","Sapling",2.225625716,637934.795797088
"1417","PIAB","Sapling",2.225625716,637934.64026002
"1416","PIAB","Sapling",2.225625716,637934.484722951
"1415","PIAB","Sapling",2.225625716,637934.329185883
"1414","PIAB","Sapling",2.225625716,637934.173648814
"1413","PIAB","Sapling",2.225625716,637934.018111745
"1412","PIAB","Sapling",2.225625716,637933.862574677
"1411","PIAB","Sapling",2.225625716,637933.707037608
"1410","PIAB","Sapling",2.225625716,637933.55150054
"1409","PIAB","Sapling",2.225625716,637933.395963471
"1408","PIAB","Sapling",2.225625716,637933.240426403
"1407","PIAB","Sapling",2.225625716,637933.084889334
"1406","PIAB","Sapling",2.225625716,637932.929352265
"1405","PIAB","Sapling",2.225625716,637932.773815197
"1404","PIAB","Sapling",2.225625716,637932.618278128
"1403","PIAB","Sapling",2.225625716,637932.46274106
"1402","PIAB","Sapling",2.225625716,637932.307203991
"1401","PIAB","Sapling",2.225625716,637932.151666922
"1399","PIAB","Sapling",2.225625716,637931.840592785
"1398","PIAB","Sapling",2.225625716,637931.685055717
"1397","PIAB","Sapling",2.225625716,637931.529518648
"1396","PIAB","Sapling",2.225625716,637931.373981579
"1395","PIAB","Sapling",2.225625716,637931.218444511
"1393","PIAB","Sapling",2.225625716,637930.907370374
"1392","PIAB","Sapling",2.3788289305,637776.740352183
"1391","PIAB","Sapling",2.3788289305,637776.562665013
"1390","PIAB","Sapling",2.3788289305,637776.384977842
"1389","PIAB","Sapling",2.3788289305,637776.207290672
"1388","PIAB","Sapling",2.3788289305,637776.029603502
"1387","PIAB","Sapling",2.3788289305,637775.851916331
"1386","PIAB","Sapling",2.3788289305,637775.674229161
"1385","PIAB","Sapling",2.3788289305,637775.496541991
"1384","PIAB","Sapling",2.3788289305,637775.31885482
"1383","PIAB","Sapling",2.3788289305,637775.14116765
"1382","PIAB","Sapling",2.3788289305,637774.96348048
"1381","PIAB","Sapling",2.3788289305,637774.785793309
"1380","PIAB","Sapling",2.3788289305,637774.608106139
"1379","PIAB","Sapling",2.3788289305,637774.430418969
"1378","PIAB","Sapling",2.3788289305,637774.252731798
"1377","PIAB","Sapling",2.3788289305,637774.075044628
"1376","PIAB","Sapling",2.3788289305,637773.897357458
"1375","PIAB","Sapling",2.3788289305,637773.719670287
"1374","PIAB","Sapling",2.3788289305,637773.541983117
"1373","PIAB","Sapling",2.3788289305,637773.364295947
"1372","PIAB","Sapling",2.3788289305,637773.186608776
"1371","PIAB","Sapling",2.3788289305,637773.008921606
"1370","PIAB","Sapling",2.3788289305,637772.831234436
"1369","PIAB","Sapling",2.3788289305,637772.653547265
"1368","PIAB","Sapling",2.3788289305,637772.475860095
"1367","PIAB","Sapling",2.3788289305,637772.298172925
"1366","PIAB","Sapling",2.3788289305,637772.120485754
"1364","PIAB","Sapling",2.3788289305,637771.765111414
"1363","PIAB","Sapling",2.3788289305,637771.587424243
"1362","PIAB","Sapling",2.3788289305,637771.409737073
"1361","PIAB","Sapling",2.3788289305,637771.232049903
"1360","PIAB","Sapling",2.3788289305,637771.054362732
"1359","PIAB","Sapling",2.3788289305,637770.876675562
"1357","PIAB","Sapling",2.3788289305,637770.521301221
"1356","PIAB","Sapling",2.3788289305,637770.343614051
"1355","PIAB","Sapling",2.3788289305,637770.165926881
"1354","PIAB","Sapling",2.3788289305,637769.98823971
"1353","PIAB","Sapling",2.3788289305,637769.81055254
"1352","PIAB","Sapling",2.3788289305,637769.63286537
"1351","PIAB","Sapling",2.3788289305,637769.455178199
"1350","PIAB","Sapling",2.3788289305,637769.277491029
"1349","PIAB","Sapling",2.3788289305,637769.099803859
"1348","PIAB","Sapling",2.3788289305,637768.922116688
"1347","PIAB","Sapling",2.3788289305,637768.744429518
"1346","PIAB","Sapling",2.3788289305,637768.566742348
"1345","PIAB","Sapling",2.3788289305,637768.389055177
"1344","PIAB","Sapling",2.3788289305,637768.211368007
"1343","PIAB","Sapling",2.3788289305,637768.033680837
"1342","PIAB","Sapling",2.3788289305,637767.855993666
"1341","PIAB","Sapling",2.3788289305,637767.678306496
"1340","PIAB","Sapling",2.3788289305,637767.500619326
"1339","PIAB","Sapling",2.3788289305,637767.322932155
"1338","PIAB","Sapling",2.3788289305,637767.145244985
"1337","PIAB","Sapling",2.3788289305,637766.967557815
"1336","PIAB","Sapling",2.3788289305,637766.789870644
"1335","PIAB","Sapling",2.3788289305,637766.612183474
"1334","PIAB","Sapling",2.3788289305,637766.434496304
"1333","PIAB","Sapling",2.3788289305,637766.256809133
"1332","PIAB","Sapling",2.3788289305,637766.079121963
"1331","PIAB","Sapling",2.3788289305,637765.901434793
"1330","PIAB","Sapling",2.3788289305,637765.723747622
"1329","PIAB","Sapling",2.3788289305,637765.546060452
"1326","PIAB","Sapling",2.3788289305,637765.012998941
"1325","PIAB","Sapling",2.3788289305,637764.835311771
"1324","PIAB","Sapling",2.3788289305,637764.6576246
"1323","PIAB","Sapling",2.3788289305,637764.47993743
"1322","PIAB","Sapling",2.3788289305,637764.30225026
"1321","PIAB","Sapling",2.3788289305,637764.124563089
"1319","PIAB","Sapling",2.3788289305,637763.769188749
"1318","PIAB","Sapling",2.3788289305,637763.591501578
"1317","PIAB","Sapling",2.3788289305,637763.413814408
"1316","PIAB","Sapling",2.3788289305,637763.236127238
"1315","PIAB","Sapling",2.3788289305,637763.058440067
"1314","PIAB","Sapling",2.3788289305,637762.880752897
"1313","PIAB","Sapling",2.3788289305,637762.703065727
"1312","PIAB","Sapling",2.3788289305,637762.525378556
"1311","PIAB","Sapling",2.3788289305,637762.347691386
"1310","PIAB","Sapling",2.3788289305,637762.170004216
"1309","PIAB","Sapling",2.3788289305,637761.992317045
"1308","PIAB","Sapling",2.3788289305,637761.814629875
"1307","PIAB","Sapling",2.3788289305,637761.636942705
"1306","PIAB","Sapling",2.3788289305,637761.459255534
"1305","PIAB","Sapling",2.3788289305,637761.281568364
"1304","PIAB","Sapling",2.3788289305,637761.103881194
"1303","PIAB","Sapling",2.3788289305,637760.926194023
"1302","PIAB","Sapling",2.3788289305,637760.748506853
"1301","PIAB","Sapling",2.3788289305,637760.570819683
"1300","PIAB","Sapling",2.3788289305,637760.393132512
"1299","PIAB","Sapling",2.3788289305,637760.215445342
"1298","PIAB","Sapling",2.3788289305,637760.037758172
"1297","PIAB","Sapling",2.3788289305,637759.860071001
"1296","PIAB","Sapling",2.3788289305,637759.682383831
"1295","PIAB","Sapling",2.3788289305,637759.504696661
"1294","PIAB","Sapling",2.3788289305,637759.32700949
"1293","PIAB","Sapling",2.3788289305,637759.14932232
"1292","PIAB","Sapling",2.3788289305,637758.97163515
"1291","PIAB","Sapling",2.3788289305,637758.793947979
"1290","PIAB","Sapling",2.3788289305,637758.616260809
"1289","PIAB","Sapling",2.3788289305,637758.438573639
"1288","PIAB","Sapling",2.3788289305,637758.260886468
"1287","PIAB","Sapling",2.3788289305,637758.083199298
"1286","PIAB","Sapling",2.3788289305,637757.905512128
"1285","PIAB","Sapling",2.3788289305,637757.727824957
"1284","PIAB","Sapling",2.3788289305,637757.550137787
"1283","PIAB","Sapling",2.3788289305,637757.372450617
"1281","PIAB","Sapling",2.3788289305,637757.017076276
"1280","PIAB","Sapling",2.3788289305,637756.839389106
"1279","PIAB","Sapling",2.3788289305,637756.661701935
"1278","PIAB","Sapling",2.3788289305,637756.484014765
"1277","PIAB","Sapling",2.3788289305,637756.306327595
"1276","PIAB","Sapling",2.3788289305,637756.128640425
"1274","PIAB","Sapling",2.3788289305,637755.773266084
"1273","PIAB","Sapling",2.3788289305,637755.595578914
"1272","PIAB","Sapling",2.3788289305,637755.417891743
"1271","PIAB","Sapling",2.3788289305,637755.240204573
"1270","PIAB","Sapling",2.3788289305,637755.062517403
"1269","PIAB","Sapling",2.532032145,637625.287561365
"1268","PIAB","Sapling",2.532032145,637625.0862501
"1267","PIAB","Sapling",2.532032145,637624.884938835
"1266","PIAB","Sapling",2.532032145,637624.68362757
"1265","PIAB","Sapling",2.532032145,637624.482316305
"1264","PIAB","Sapling",2.532032145,637624.28100504
"1263","PIAB","Sapling",2.532032145,637624.079693775
"1262","PIAB","Sapling",2.532032145,637623.87838251
"1261","PIAB","Sapling",2.532032145,637623.677071245
"1260","PIAB","Sapling",2.532032145,637623.47575998
"1259","PIAB","Sapling",2.532032145,637623.274448715
"1258","PIAB","Sapling",2.532032145,637623.07313745
"1257","PIAB","Sapling",2.532032145,637622.871826185
"1256","PIAB","Sapling",2.532032145,637622.67051492
"1255","PIAB","Sapling",2.532032145,637622.469203655
"1254","PIAB","Sapling",2.532032145,637622.26789239
"1253","PIAB","Sapling",2.532032145,637622.066581125
"1252","PIAB","Sapling",2.532032145,637621.86526986
"1251","PIAB","Sapling",2.532032145,637621.663958595
"1250","PIAB","Sapling",2.532032145,637621.46264733
"1249","PIAB","Sapling",2.532032145,637621.261336065
"1248","PIAB","Sapling",2.532032145,637621.0600248
"1247","PIAB","Sapling",2.532032145,637620.858713535
"1246","PIAB","Sapling",2.532032145,637620.65740227
"1245","PIAB","Sapling",2.532032145,637620.456091005
"1244","PIAB","Sapling",2.532032145,637620.25477974
"1243","PIAB","Sapling",2.532032145,637620.053468475
"1242","PIAB","Sapling",2.532032145,637619.85215721
"1241","PIAB","Sapling",2.532032145,637619.650845945
"1240","PIAB","Sapling",2.532032145,637619.44953468
"1239","PIAB","Sapling",2.532032145,637619.248223415
"1237","PIAB","Sapling",2.532032145,637618.845600885
"1236","PIAB","Sapling",2.532032145,637618.64428962
"1235","PIAB","Sapling",2.532032145,637618.442978355
"1234","PIAB","Sapling",2.532032145,637618.24166709
"1233","PIAB","Sapling",2.532032145,637618.040355825
"1231","PIAB","Sapling",2.532032145,637617.637733295
"1230","PIAB","Sapling",2.532032145,637617.43642203
"1229","PIAB","Sapling",2.532032145,637617.235110766
"1228","PIAB","Sapling",2.532032145,637617.033799501
"1227","PIAB","Sapling",2.532032145,637616.832488236
"1226","PIAB","Sapling",2.532032145,637616.631176971
"1225","PIAB","Sapling",2.532032145,637616.429865706
"1224","PIAB","Sapling",2.532032145,637616.228554441
"1223","PIAB","Sapling",2.532032145,637616.027243176
"1221","PIAB","Sapling",2.532032145,637615.624620646
"1220","PIAB","Sapling",2.532032145,637615.423309381
"1219","PIAB","Sapling",2.532032145,637615.221998116
"1217","PIAB","Sapling",2.532032145,637614.819375586
"1216","PIAB","Sapling",2.532032145,637614.618064321
"1215","PIAB","Sapling",2.532032145,637614.416753056
"1214","PIAB","Sapling",2.532032145,637614.215441791
"1213","PIAB","Sapling",2.532032145,637614.014130526
"1212","PIAB","Sapling",2.532032145,637613.812819261
"1211","PIAB","Sapling",2.532032145,637613.611507996
"1210","PIAB","Sapling",2.532032145,637613.410196731
"1209","PIAB","Sapling",2.532032145,637613.208885466
"1208","PIAB","Sapling",2.532032145,637613.007574201
"1207","PIAB","Sapling",2.532032145,637612.806262936
"1206","PIAB","Sapling",2.532032145,637612.604951671
"1205","PIAB","Sapling",2.532032145,637612.403640406
"1204","PIAB","Sapling",2.532032145,637612.202329141
"1203","PIAB","Sapling",2.532032145,637612.001017876
"1202","PIAB","Sapling",2.532032145,637611.799706611
"1201","PIAB","Sapling",2.532032145,637611.598395346
"1200","PIAB","Sapling",2.532032145,637611.397084081
"1199","PIAB","Sapling",2.532032145,637611.195772816
"1198","PIAB","Sapling",2.532032145,637610.994461551
"1197","PIAB","Sapling",2.532032145,637610.793150286
"1196","PIAB","Sapling",2.532032145,637610.591839021
"1195","PIAB","Sapling",2.532032145,637610.390527756
"1194","PIAB","Sapling",2.532032145,637610.189216491
"1192","PIAB","Sapling",2.532032145,637609.786593961
"1191","PIAB","Sapling",2.532032145,637609.585282696
"1190","PIAB","Sapling",2.532032145,637609.383971431
"1189","PIAB","Sapling",2.532032145,637609.182660166
"1188","PIAB","Sapling",2.532032145,637608.981348901
"1187","PIAB","Sapling",2.532032145,637608.780037636
"1186","PIAB","Sapling",2.532032145,637608.578726371
"1185","PIAB","Sapling",2.532032145,637608.377415106
"1184","PIAB","Sapling",2.532032145,637608.176103841
"1183","PIAB","Sapling",2.532032145,637607.974792576
"1182","PIAB","Sapling",2.532032145,637607.773481311
"1181","PIAB","Sapling",2.532032145,637607.572170046
"1180","PIAB","Sapling",2.532032145,637607.370858781
"1179","PIAB","Sapling",2.532032145,637607.169547516
"1178","PIAB","Sapling",2.532032145,637606.968236251
"1177","PIAB","Sapling",2.532032145,637606.766924986
"1176","PIAB","Sapling",2.532032145,637606.565613721
"1174","PIAB","Sapling",2.532032145,637606.162991191
"1173","PIAB","Sapling",2.532032145,637605.961679926
"1172","PIAB","Sapling",2.532032145,637605.760368661
"1171","PIAB","Sapling",2.532032145,637605.559057396
"1170","PIAB","Sapling",2.532032145,637605.357746131
"1169","PIAB","Sapling",2.532032145,637605.156434866
"1168","PIAB","Sapling",2.532032145,637604.955123601
"1167","PIAB","Sapling",2.532032145,637604.753812336
"1165","PIAB","Sapling",2.532032145,637604.351189806
"1164","PIAB","Sapling",2.532032145,637604.149878541
"1163","PIAB","Sapling",2.532032145,637603.948567276
"1162","PIAB","Sapling",2.6852353595,637457.435930512
"1161","PIAB","Sapling",2.6852353595,637457.209521159
"1160","PIAB","Sapling",2.6852353595,637456.983111807
"1159","PIAB","Sapling",2.6852353595,637456.756702454
"1158","PIAB","Sapling",2.6852353595,637456.530293101
"1157","PIAB","Sapling",2.6852353595,637456.303883749
"1156","PIAB","Sapling",2.6852353595,637456.077474396
"1155","PIAB","Sapling",2.6852353595,637455.851065044
"1154","PIAB","Sapling",2.6852353595,637455.624655691
"1153","PIAB","Sapling",2.6852353595,637455.398246338
"1152","PIAB","Sapling",2.6852353595,637455.171836986
"1151","PIAB","Sapling",2.6852353595,637454.945427633
"1150","PIAB","Sapling",2.6852353595,637454.719018281
"1149","PIAB","Sapling",2.6852353595,637454.492608928
"1148","PIAB","Sapling",2.6852353595,637454.266199576
"1146","PIAB","Sapling",2.6852353595,637453.81338087
"1145","PIAB","Sapling",2.6852353595,637453.586971518
"1144","PIAB","Sapling",2.6852353595,637453.360562165
"1143","PIAB","Sapling",2.6852353595,637453.134152813
"1141","PIAB","Sapling",2.6852353595,637452.681334108
"1140","PIAB","Sapling",2.6852353595,637452.454924755
"1139","PIAB","Sapling",2.6852353595,637452.228515402
"1138","PIAB","Sapling",2.6852353595,637452.00210605
"1137","PIAB","Sapling",2.6852353595,637451.775696697
"1136","PIAB","Sapling",2.6852353595,637451.549287345
"1135","PIAB","Sapling",2.6852353595,637451.322877992
"1134","PIAB","Sapling",2.6852353595,637451.096468639
"1133","PIAB","Sapling",2.6852353595,637450.870059287
"1132","PIAB","Sapling",2.6852353595,637450.643649934
"1131","PIAB","Sapling",2.6852353595,637450.417240582
"1130","PIAB","Sapling",2.6852353595,637450.190831229
"1129","PIAB","Sapling",2.6852353595,637449.964421876
"1128","PIAB","Sapling",2.6852353595,637449.738012524
"1127","PIAB","Sapling",2.6852353595,637449.511603171
"1126","PIAB","Sapling",2.6852353595,637449.285193819
"1125","PIAB","Sapling",2.6852353595,637449.058784466
"1124","PIAB","Sapling",2.6852353595,637448.832375114
