,Number,Type,Species,DBH,Height,Crown_Radius,Crown_Depth,Crown_Area,Basal_Area
30820,30820,Adult,FRAM,22.5,21.87331031,1.979082158,7.1775,12.29864582,0.039760875
30821,30821,Adult,FRAM,22.5,21.87331031,1.979082158,7.1775,12.29864582,0.039760875
30822,30822,Adult,FRAM,22.4,21.82767319,1.970286237,7.1456,12.18956746,0.03940823
30823,30823,Adult,FRAM,22.3,21.78177979,1.961490316,7.1137,12.08097498,0.039057157
30824,30824,Adult,FRAM,22.3,21.78177979,1.961490316,7.1137,12.08097498,0.039057157
30825,30825,Adult,FRAM,21.7,21.50095622,1.908714792,6.9223,11.43962337,0.036983701
30826,30826,Adult,FRAM,21.4,21.35696619,1.88232703,6.8266,11.12550685,0.035968178
30827,30827,Adult,FRAM,21.3,21.30842943,1.873531109,6.7947,11.02177308,0.035632813
30828,30828,Adult,FRAM,20.5,20.91019325,1.803163744,6.5395,10.20939439,0.033006435
30829,30829,Adult,FRAM,20.4,20.85914755,1.794367823,6.5076,10.11003347,0.032685206
30830,30830,Adult,FRAM,20.3,20.80781519,1.785571902,6.4757,10.01115844,0.032365549
30831,30831,Adult,FRAM,20.2,20.75619456,1.776775981,6.4438,9.912769269,0.032047462
30832,30832,Adult,FRAM,20.1,20.70428404,1.767980061,6.4119,9.814865974,0.031730945
30833,30833,Adult,FRAM,20,20.65208201,1.75918414,6.38,9.717448553,0.031416
30834,30834,Adult,FRAM,19.8,20.54679686,1.741592299,6.3162,9.524071326,0.030790822
30835,30835,Adult,FRAM,19.5,20.38664153,1.715204537,6.2205,9.23764953,0.029864835
30836,30836,Adult,FRAM,19.3,20.27836673,1.697612695,6.1567,9.049131028,0.029255365
30837,30837,Adult,FRAM,19,20.11366369,1.671224933,6.061,8.769997319,0.02835294
30838,30838,Adult,FRAM,18.9,20.05814491,1.662429012,6.0291,8.677924494,0.028055273
30839,30839,Adult,FRAM,18.5,19.83293445,1.62724533,5.9015,8.314491918,0.026880315
30840,30840,Adult,FRAM,17.3,19.12622838,1.521694281,5.5187,7.270837943,0.023506237
30841,30841,Adult,FRAM,17.2,19.06516445,1.51289836,5.4868,7.18702495,0.023235274
30842,30842,Adult,FRAM,17,18.94200591,1.495306519,5.423,7.020856579,0.02269806
30843,30843,Adult,FRAM,17,18.94200591,1.495306519,5.423,7.020856579,0.02269806
30844,30844,Adult,FRAM,16.9,18.87990744,1.486510598,5.3911,6.938501203,0.022431809
30845,30845,Adult,FRAM,16.3,18.49992444,1.433735074,5.1997,6.454572265,0.020867293
30846,30846,Adult,FRAM,16.2,18.43534337,1.424939153,5.1678,6.375617995,0.020612038
30847,30847,Adult,FRAM,16.1,18.37039963,1.416143233,5.1359,6.297149598,0.020358353
30848,30848,Adult,FRAM,15.9,18.23941599,1.398551391,5.0721,6.141670421,0.019855697
30849,30849,Adult,FRAM,15.4,17.90546622,1.354571788,4.9126,5.761475247,0.018626546
30850,30850,Adult,FRAM,15.4,17.90546622,1.354571788,4.9126,5.761475247,0.018626546
30851,30851,Adult,FRAM,15.4,17.90546622,1.354571788,4.9126,5.761475247,0.018626546
30852,30852,Adult,FRAM,15.4,17.90546622,1.354571788,4.9126,5.761475247,0.018626546
30853,30853,Adult,FRAM,15.2,17.76924605,1.336979946,4.8488,5.612798284,0.018145882
30854,30854,Adult,FRAM,14.5,17.28027945,1.275408502,4.6255,5.107733895,0.016513035
30855,30855,Adult,FRAM,14.3,17.13701784,1.25781666,4.5617,4.967802636,0.016060645
30856,30856,Adult,FRAM,14.1,16.99214268,1.240224819,4.4979,4.829814867,0.015614537
30857,30857,Adult,FRAM,14.1,16.99214268,1.240224819,4.4979,4.829814867,0.015614537
30858,30858,Adult,FRAM,14,16.91909435,1.231428898,4.466,4.761549791,0.01539384
30859,30859,Adult,FRAM,13.8,16.77176472,1.213837057,4.4022,4.626477256,0.014957158
30860,30860,Adult,FRAM,13.8,16.77176472,1.213837057,4.4022,4.626477256,0.014957158
30861,30861,Adult,FRAM,13.7,16.69747881,1.205041136,4.3703,4.559669797,0.014741173
30862,30862,Adult,FRAM,13.4,16.47210869,1.178653374,4.2746,4.362162655,0.014102642
30863,30863,Adult,FRAM,13.4,16.47210869,1.178653374,4.2746,4.362162655,0.014102642
30864,30864,Adult,FRAM,13.4,16.47210869,1.178653374,4.2746,4.362162655,0.014102642
30865,30865,Adult,FRAM,13.3,16.39614,1.169857453,4.2427,4.297298686,0.013892941
30866,30866,Adult,FRAM,13.3,16.39614,1.169857453,4.2427,4.297298686,0.013892941
30867,30867,Adult,FRAM,13.2,16.31974469,1.161061532,4.2108,4.23292059,0.01368481
30868,30868,Adult,FRAM,13.2,16.31974469,1.161061532,4.2108,4.23292059,0.01368481
30869,30869,Adult,FRAM,13,16.16566462,1.143469691,4.147,4.105622013,0.01327326
30870,30870,Adult,FRAM,12.7,15.93128455,1.117081929,4.0513,3.918318193,0.012667717
30871,30871,Adult,FRAM,12.7,15.93128455,1.117081929,4.0513,3.918318193,0.012667717
30872,30872,Adult,FRAM,12.7,15.93128455,1.117081929,4.0513,3.918318193,0.012667717
30873,30873,Adult,FRAM,12.6,15.85227874,1.108286008,4.0194,3.856855331,0.01246901
30874,30874,Adult,FRAM,12.5,15.77282927,1.099490088,3.9875,3.795878341,0.012271875
30875,30875,Adult,FRAM,12.3,15.61258932,1.081898246,3.9237,3.675381979,0.011882317
30876,30876,Adult,FRAM,12.3,15.61258932,1.081898246,3.9237,3.675381979,0.011882317
30877,30877,Adult,FRAM,12.1,15.45054459,1.064306405,3.8599,3.556829106,0.011499041
30878,30878,Adult,FRAM,11.8,15.20404902,1.037918643,3.7642,3.382643841,0.01093591
30879,30879,Adult,FRAM,11.7,15.12095927,1.029122722,3.7323,3.325553831,0.010751341
30880,30880,Adult,FRAM,10.8,14.35183667,0.949959436,3.4452,2.833607998,0.009160906
30881,30881,Adult,FRAM,10.5,14.08672688,0.923571674,3.3495,2.678371757,0.008659035
30882,30882,Adult,FRAM,10.5,14.08672688,0.923571674,3.3495,2.678371757,0.008659035
30883,30883,Adult,FRAM,10.4,13.99736258,0.914775753,3.3176,2.627598089,0.008494886
30884,30884,Adult,FRAM,10.3,13.90749644,0.905979832,3.2857,2.577310292,0.008332309
30885,30885,Adult,FRAM,10.3,13.90749644,0.905979832,3.2857,2.577310292,0.008332309
30886,30886,Adult,FRAM,10.1,13.72624733,0.888387991,3.2219,2.478192317,0.008011865
30887,30887,Sapling,FAGR,14.9,13.0766937,2.2648,9.8936,16.10606179,0.017436665
30888,30888,Sapling,FAGR,14.9,13.0766937,2.2648,9.8936,16.10606179,0.017436665
30889,30889,Sapling,FAGR,14.9,13.0766937,2.2648,9.8936,16.10606179,0.017436665
30890,30890,Sapling,FAGR,14.8,13.01679282,2.2496,9.8272,15.8905985,0.017203402
30891,30891,Sapling,FAGR,14.7,12.95667991,2.2344,9.7608,15.67658615,0.016971709
30892,30892,Sapling,FAGR,14.7,12.95667991,2.2344,9.7608,15.67658615,0.016971709
30893,30893,Sapling,FAGR,14.6,12.89635424,2.2192,9.6944,15.46402473,0.016741586
30894,30894,Sapling,FAGR,14.6,12.89635424,2.2192,9.6944,15.46402473,0.016741586
30895,30895,Sapling,FAGR,14.5,12.83581504,2.204,9.628,15.25291424,0.016513035
30896,30896,Sapling,FAGR,14.5,12.83581504,2.204,9.628,15.25291424,0.016513035
30897,30897,Sapling,FAGR,14.5,12.83581504,2.204,9.628,15.25291424,0.016513035
30898,30898,Sapling,FAGR,14.3,12.71409304,2.1736,9.4952,14.83504605,0.016060645
30899,30899,Sapling,FAGR,14.3,12.71409304,2.1736,9.4952,14.83504605,0.016060645
30900,30900,Sapling,FAGR,14.3,12.71409304,2.1736,9.4952,14.83504605,0.016060645
30901,30901,Sapling,FAGR,14.2,12.65290871,2.1584,9.4288,14.62828836,0.015836806
30902,30902,Sapling,FAGR,14.1,12.59150783,2.1432,9.3624,14.42298159,0.015614537
30903,30903,Sapling,FAGR,14.1,12.59150783,2.1432,9.3624,14.42298159,0.015614537
30904,30904,Sapling,FAGR,14.1,12.59150783,2.1432,9.3624,14.42298159,0.015614537
30905,30905,Sapling,FAGR,14.1,12.59150783,2.1432,9.3624,14.42298159,0.015614537
30906,30906,Sapling,FAGR,14.1,12.59150783,2.1432,9.3624,14.42298159,0.015614537
30907,30907,Sapling,FAGR,14.1,12.59150783,2.1432,9.3624,14.42298159,0.015614537
30908,30908,Sapling,FAGR,14,12.52988961,2.128,9.296,14.21912576,0.01539384
30909,30909,Sapling,FAGR,14,12.52988961,2.128,9.296,14.21912576,0.01539384
30910,30910,Sapling,FAGR,14,12.52988961,2.128,9.296,14.21912576,0.01539384
30911,30911,Sapling,FAGR,14,12.52988961,2.128,9.296,14.21912576,0.01539384
30912,30912,Sapling,FAGR,14,12.52988961,2.128,9.296,14.21912576,0.01539384
30913,30913,Sapling,FAGR,14,12.52988961,2.128,9.296,14.21912576,0.01539384
30914,30914,Sapling,FAGR,13.9,12.46805329,2.1128,9.2296,14.01672086,0.015174713
30915,30915,Sapling,FAGR,13.9,12.46805329,2.1128,9.2296,14.01672086,0.015174713
30916,30916,Sapling,FAGR,13.8,12.40599809,2.0976,9.1632,13.81576689,0.014957158
30917,30917,Sapling,FAGR,13.8,12.40599809,2.0976,9.1632,13.81576689,0.014957158
30918,30918,Sapling,FAGR,13.8,12.40599809,2.0976,9.1632,13.81576689,0.014957158
30919,30919,Sapling,FAGR,13.8,12.40599809,2.0976,9.1632,13.81576689,0.014957158
30920,30920,Sapling,FAGR,13.8,12.40599809,2.0976,9.1632,13.81576689,0.014957158
30921,30921,Sapling,FAGR,13.7,12.34372325,2.0824,9.0968,13.61626385,0.014741173
30922,30922,Sapling,FAGR,13.7,12.34372325,2.0824,9.0968,13.61626385,0.014741173
30923,30923,Sapling,FAGR,13.7,12.34372325,2.0824,9.0968,13.61626385,0.014741173
30924,30924,Sapling,FAGR,13.6,12.28122799,2.0672,9.0304,13.41821174,0.014526758
30925,30925,Sapling,FAGR,13.6,12.28122799,2.0672,9.0304,13.41821174,0.014526758
30926,30926,Sapling,FAGR,13.6,12.28122799,2.0672,9.0304,13.41821174,0.014526758
30927,30927,Sapling,FAGR,13.6,12.28122799,2.0672,9.0304,13.41821174,0.014526758
30928,30928,Sapling,FAGR,13.6,12.28122799,2.0672,9.0304,13.41821174,0.014526758
30929,30929,Sapling,FAGR,13.6,12.28122799,2.0672,9.0304,13.41821174,0.014526758
30930,30930,Sapling,FAGR,13.4,12.15557306,2.0368,8.8976,13.02646031,0.014102642
30931,30931,Sapling,FAGR,13.4,12.15557306,2.0368,8.8976,13.02646031,0.014102642
30932,30932,Sapling,FAGR,13.4,12.15557306,2.0368,8.8976,13.02646031,0.014102642
30933,30933,Sapling,FAGR,13.4,12.15557306,2.0368,8.8976,13.02646031,0.014102642
30934,30934,Sapling,FAGR,13.4,12.15557306,2.0368,8.8976,13.02646031,0.014102642
30935,30935,Sapling,FAGR,13.3,12.09241183,2.0216,8.8312,12.832761,0.013892941
30936,30936,Sapling,FAGR,13.3,12.09241183,2.0216,8.8312,12.832761,0.013892941
30937,30937,Sapling,FAGR,13.3,12.09241183,2.0216,8.8312,12.832761,0.013892941
30938,30938,Sapling,FAGR,13.3,12.09241183,2.0216,8.8312,12.832761,0.013892941
30939,30939,Sapling,FAGR,13.3,12.09241183,2.0216,8.8312,12.832761,0.013892941
30940,30940,Sapling,FAGR,13.3,12.09241183,2.0216,8.8312,12.832761,0.013892941
30941,30941,Sapling,FAGR,13.2,12.02902704,2.0064,8.7648,12.64051261,0.01368481
30942,30942,Sapling,FAGR,13.2,12.02902704,2.0064,8.7648,12.64051261,0.01368481
30943,30943,Sapling,FAGR,13.1,11.96541789,1.9912,8.6984,12.44971516,0.013478249
30944,30944,Sapling,FAGR,13.1,11.96541789,1.9912,8.6984,12.44971516,0.013478249
30945,30945,Sapling,FAGR,13.1,11.96541789,1.9912,8.6984,12.44971516,0.013478249
30946,30946,Sapling,FAGR,13.1,11.96541789,1.9912,8.6984,12.44971516,0.013478249
30947,30947,Sapling,FAGR,13.1,11.96541789,1.9912,8.6984,12.44971516,0.013478249
30948,30948,Sapling,FAGR,13.1,11.96541789,1.9912,8.6984,12.44971516,0.013478249
30949,30949,Sapling,FAGR,13,11.90158359,1.976,8.632,12.26036864,0.01327326
30950,30950,Sapling,FAGR,13,11.90158359,1.976,8.632,12.26036864,0.01327326
30951,30951,Sapling,FAGR,13,11.90158359,1.976,8.632,12.26036864,0.01327326
30952,30952,Sapling,FAGR,12.9,11.83752335,1.9608,8.5656,12.07247305,0.013069841
30953,30953,Sapling,FAGR,12.9,11.83752335,1.9608,8.5656,12.07247305,0.013069841
30954,30954,Sapling,FAGR,12.9,11.83752335,1.9608,8.5656,12.07247305,0.013069841
30955,30955,Sapling,FAGR,12.9,11.83752335,1.9608,8.5656,12.07247305,0.013069841
30956,30956,Sapling,FAGR,12.9,11.83752335,1.9608,8.5656,12.07247305,0.013069841
30957,30957,Sapling,FAGR,12.9,11.83752335,1.9608,8.5656,12.07247305,0.013069841
30958,30958,Sapling,FAGR,12.9,11.83752335,1.9608,8.5656,12.07247305,0.013069841
30959,30959,Sapling,FAGR,12.8,11.77323637,1.9456,8.4992,11.88602839,0.012867994
30960,30960,Sapling,FAGR,12.8,11.77323637,1.9456,8.4992,11.88602839,0.012867994
30961,30961,Sapling,FAGR,12.7,11.70872184,1.9304,8.4328,11.70103466,0.012667717
30962,30962,Sapling,FAGR,12.7,11.70872184,1.9304,8.4328,11.70103466,0.012667717
30963,30963,Sapling,FAGR,12.7,11.70872184,1.9304,8.4328,11.70103466,0.012667717
30964,30964,Sapling,FAGR,12.6,11.64397895,1.9152,8.3664,11.51749187,0.01246901
30965,30965,Sapling,FAGR,12.6,11.64397895,1.9152,8.3664,11.51749187,0.01246901
30966,30966,Sapling,FAGR,12.6,11.64397895,1.9152,8.3664,11.51749187,0.01246901
30967,30967,Sapling,FAGR,12.6,11.64397895,1.9152,8.3664,11.51749187,0.01246901
30968,30968,Sapling,FAGR,12.5,11.57900691,1.9,8.3,11.3354,0.012271875
30969,30969,Sapling,FAGR,12.5,11.57900691,1.9,8.3,11.3354,0.012271875
30970,30970,Sapling,FAGR,12.5,11.57900691,1.9,8.3,11.3354,0.012271875
30971,30971,Sapling,FAGR,12.5,11.57900691,1.9,8.3,11.3354,0.012271875
30972,30972,Sapling,FAGR,12.5,11.57900691,1.9,8.3,11.3354,0.012271875
30973,30973,Sapling,FAGR,12.5,11.57900691,1.9,8.3,11.3354,0.012271875
30974,30974,Sapling,FAGR,12.5,11.57900691,1.9,8.3,11.3354,0.012271875
30975,30975,Sapling,FAGR,12.5,11.57900691,1.9,8.3,11.3354,0.012271875
30976,30976,Sapling,FAGR,12.4,11.51380489,1.8848,8.2336,11.15475907,0.01207631
30977,30977,Sapling,FAGR,12.4,11.51380489,1.8848,8.2336,11.15475907,0.01207631
30978,30978,Sapling,FAGR,12.4,11.51380489,1.8848,8.2336,11.15475907,0.01207631
30979,30979,Sapling,FAGR,12.4,11.51380489,1.8848,8.2336,11.15475907,0.01207631
30980,30980,Sapling,FAGR,12.4,11.51380489,1.8848,8.2336,11.15475907,0.01207631
30981,30981,Sapling,FAGR,12.3,11.44837209,1.8696,8.1672,10.97556906,0.011882317
30982,30982,Sapling,FAGR,12.3,11.44837209,1.8696,8.1672,10.97556906,0.011882317
30983,30983,Sapling,FAGR,12.3,11.44837209,1.8696,8.1672,10.97556906,0.011882317
30984,30984,Sapling,FAGR,12.2,11.38270769,1.8544,8.1008,10.79782999,0.011689894
30985,30985,Sapling,FAGR,12.2,11.38270769,1.8544,8.1008,10.79782999,0.011689894
30986,30986,Sapling,FAGR,12.2,11.38270769,1.8544,8.1008,10.79782999,0.011689894
30987,30987,Sapling,FAGR,12.2,11.38270769,1.8544,8.1008,10.79782999,0.011689894
30988,30988,Sapling,FAGR,12.2,11.38270769,1.8544,8.1008,10.79782999,0.011689894
30989,30989,Sapling,FAGR,12.1,11.31681086,1.8392,8.0344,10.62154185,0.011499041
30990,30990,Sapling,FAGR,12.1,11.31681086,1.8392,8.0344,10.62154185,0.011499041
30991,30991,Sapling,FAGR,12.1,11.31681086,1.8392,8.0344,10.62154185,0.011499041
30992,30992,Sapling,FAGR,12,11.25068079,1.824,7.968,10.44670464,0.01130976
30993,30993,Sapling,FAGR,12,11.25068079,1.824,7.968,10.44670464,0.01130976
30994,30994,Sapling,FAGR,11.9,11.18431664,1.8088,7.9016,10.27331836,0.011122049
30995,30995,Sapling,FAGR,11.9,11.18431664,1.8088,7.9016,10.27331836,0.011122049
30996,30996,Sapling,FAGR,11.9,11.18431664,1.8088,7.9016,10.27331836,0.011122049
30997,30997,Sapling,FAGR,11.8,11.1177176,1.7936,7.8352,10.10138301,0.01093591
30998,30998,Sapling,FAGR,11.8,11.1177176,1.7936,7.8352,10.10138301,0.01093591
30999,30999,Sapling,FAGR,11.8,11.1177176,1.7936,7.8352,10.10138301,0.01093591
31000,31000,Sapling,FAGR,11.7,11.05088283,1.7784,7.7688,9.930898598,0.010751341
31001,31001,Sapling,FAGR,11.7,11.05088283,1.7784,7.7688,9.930898598,0.010751341
31002,31002,Sapling,FAGR,11.5,10.91650275,1.748,7.636,9.59428256,0.010386915
31003,31003,Sapling,FAGR,11.4,10.84895577,1.7328,7.5696,9.428150938,0.010207058
31004,31004,Sapling,FAGR,11.4,10.84895577,1.7328,7.5696,9.428150938,0.010207058
31005,31005,Sapling,FAGR,11.4,10.84895577,1.7328,7.5696,9.428150938,0.010207058
31006,31006,Sapling,FAGR,11.3,10.7811697,1.7176,7.5032,9.263470246,0.010028773
31007,31007,Sapling,FAGR,11.3,10.7811697,1.7176,7.5032,9.263470246,0.010028773
31008,31008,Sapling,FAGR,11.3,10.7811697,1.7176,7.5032,9.263470246,0.010028773
31009,31009,Sapling,FAGR,11.3,10.7811697,1.7176,7.5032,9.263470246,0.010028773
31010,31010,Sapling,FAGR,11.2,10.7131437,1.7024,7.4368,9.100240486,0.009852058
31011,31011,Sapling,FAGR,11.2,10.7131437,1.7024,7.4368,9.100240486,0.009852058
31012,31012,Sapling,FAGR,11.2,10.7131437,1.7024,7.4368,9.100240486,0.009852058
31013,31013,Sapling,FAGR,11.2,10.7131437,1.7024,7.4368,9.100240486,0.009852058
31014,31014,Sapling,FAGR,11.2,10.7131437,1.7024,7.4368,9.100240486,0.009852058
31015,31015,Sapling,FAGR,11.2,10.7131437,1.7024,7.4368,9.100240486,0.009852058
31016,31016,Sapling,FAGR,11.2,10.7131437,1.7024,7.4368,9.100240486,0.009852058
31017,31017,Sapling,FAGR,11.2,10.7131437,1.7024,7.4368,9.100240486,0.009852058
31018,31018,Sapling,FAGR,11.1,10.64487692,1.6872,7.3704,8.938461658,0.009676913
31019,31019,Sapling,FAGR,11.1,10.64487692,1.6872,7.3704,8.938461658,0.009676913
31020,31020,Sapling,FAGR,11.1,10.64487692,1.6872,7.3704,8.938461658,0.009676913
31021,31021,Sapling,FAGR,11.1,10.64487692,1.6872,7.3704,8.938461658,0.009676913
31022,31022,Sapling,FAGR,11.1,10.64487692,1.6872,7.3704,8.938461658,0.009676913
31023,31023,Sapling,FAGR,11.1,10.64487692,1.6872,7.3704,8.938461658,0.009676913
31024,31024,Sapling,FAGR,11,10.5763685,1.672,7.304,8.77813376,0.00950334
31025,31025,Sapling,FAGR,11,10.5763685,1.672,7.304,8.77813376,0.00950334
31026,31026,Sapling,FAGR,11,10.5763685,1.672,7.304,8.77813376,0.00950334
31027,31027,Sapling,FAGR,11,10.5763685,1.672,7.304,8.77813376,0.00950334
31028,31028,Sapling,FAGR,10.9,10.5076176,1.6568,7.2376,8.619256794,0.009331337
31029,31029,Sapling,FAGR,10.9,10.5076176,1.6568,7.2376,8.619256794,0.009331337
31030,31030,Sapling,FAGR,10.9,10.5076176,1.6568,7.2376,8.619256794,0.009331337
31031,31031,Sapling,FAGR,10.9,10.5076176,1.6568,7.2376,8.619256794,0.009331337
31032,31032,Sapling,FAGR,10.9,10.5076176,1.6568,7.2376,8.619256794,0.009331337
31033,31033,Sapling,FAGR,10.9,10.5076176,1.6568,7.2376,8.619256794,0.009331337
31034,31034,Sapling,FAGR,10.8,10.43862335,1.6416,7.1712,8.461830758,0.009160906
31035,31035,Sapling,FAGR,10.8,10.43862335,1.6416,7.1712,8.461830758,0.009160906
31036,31036,Sapling,FAGR,10.7,10.36938489,1.6264,7.1048,8.305855654,0.008992045
31037,31037,Sapling,FAGR,10.7,10.36938489,1.6264,7.1048,8.305855654,0.008992045
31038,31038,Sapling,FAGR,10.7,10.36938489,1.6264,7.1048,8.305855654,0.008992045
31039,31039,Sapling,FAGR,10.7,10.36938489,1.6264,7.1048,8.305855654,0.008992045
31040,31040,Sapling,FAGR,10.6,10.29990135,1.6112,7.0384,8.151331482,0.008824754
31041,31041,Sapling,FAGR,10.6,10.29990135,1.6112,7.0384,8.151331482,0.008824754
31042,31042,Sapling,FAGR,10.6,10.29990135,1.6112,7.0384,8.151331482,0.008824754
31043,31043,Sapling,FAGR,10.6,10.29990135,1.6112,7.0384,8.151331482,0.008824754
31044,31044,Sapling,FAGR,10.6,10.29990135,1.6112,7.0384,8.151331482,0.008824754
31045,31045,Sapling,FAGR,10.6,10.29990135,1.6112,7.0384,8.151331482,0.008824754
31046,31046,Sapling,FAGR,10.6,10.29990135,1.6112,7.0384,8.151331482,0.008824754
31047,31047,Sapling,FAGR,10.5,10.23017188,1.596,6.972,7.99825824,0.008659035
31048,31048,Sapling,FAGR,10.5,10.23017188,1.596,6.972,7.99825824,0.008659035
31049,31049,Sapling,FAGR,10.5,10.23017188,1.596,6.972,7.99825824,0.008659035
31050,31050,Sapling,FAGR,10.5,10.23017188,1.596,6.972,7.99825824,0.008659035
31051,31051,Sapling,FAGR,10.5,10.23017188,1.596,6.972,7.99825824,0.008659035
31052,31052,Sapling,FAGR,10.4,10.1601956,1.5808,6.9056,7.84663593,0.008494886
31053,31053,Sapling,FAGR,10.4,10.1601956,1.5808,6.9056,7.84663593,0.008494886
31054,31054,Sapling,FAGR,10.4,10.1601956,1.5808,6.9056,7.84663593,0.008494886
31055,31055,Sapling,FAGR,10.4,10.1601956,1.5808,6.9056,7.84663593,0.008494886
31056,31056,Sapling,FAGR,10.4,10.1601956,1.5808,6.9056,7.84663593,0.008494886
31057,31057,Sapling,FAGR,10.4,10.1601956,1.5808,6.9056,7.84663593,0.008494886
31058,31058,Sapling,FAGR,10.4,10.1601956,1.5808,6.9056,7.84663593,0.008494886
31059,31059,Sapling,FAGR,10.4,10.1601956,1.5808,6.9056,7.84663593,0.008494886
31060,31060,Sapling,FAGR,10.4,10.1601956,1.5808,6.9056,7.84663593,0.008494886
31061,31061,Sapling,FAGR,10.4,10.1601956,1.5808,6.9056,7.84663593,0.008494886
31062,31062,Sapling,FAGR,10.3,10.08997163,1.5656,6.8392,7.69646455,0.008332309
31063,31063,Sapling,FAGR,10.3,10.08997163,1.5656,6.8392,7.69646455,0.008332309
31064,31064,Sapling,FAGR,10.3,10.08997163,1.5656,6.8392,7.69646455,0.008332309
31065,31065,Sapling,FAGR,10.3,10.08997163,1.5656,6.8392,7.69646455,0.008332309
31066,31066,Sapling,FAGR,10.3,10.08997163,1.5656,6.8392,7.69646455,0.008332309
31067,31067,Sapling,FAGR,10.3,10.08997163,1.5656,6.8392,7.69646455,0.008332309
31068,31068,Sapling,FAGR,10.2,10.0194991,1.5504,6.7728,7.547744102,0.008171302
31069,31069,Sapling,FAGR,10.2,10.0194991,1.5504,6.7728,7.547744102,0.008171302
31070,31070,Sapling,FAGR,10.2,10.0194991,1.5504,6.7728,7.547744102,0.008171302
31071,31071,Sapling,FAGR,10.2,10.0194991,1.5504,6.7728,7.547744102,0.008171302
31072,31072,Sapling,FAGR,10.2,10.0194991,1.5504,6.7728,7.547744102,0.008171302
31073,31073,Sapling,FAGR,10.2,10.0194991,1.5504,6.7728,7.547744102,0.008171302
31074,31074,Sapling,FAGR,10.2,10.0194991,1.5504,6.7728,7.547744102,0.008171302
31075,31075,Sapling,FAGR,10.1,9.948777125,1.5352,6.7064,7.400474586,0.008011865
31076,31076,Sapling,FAGR,10.1,9.948777125,1.5352,6.7064,7.400474586,0.008011865
31077,31077,Sapling,FAGR,10,9.87780483,1.52,6.64,7.254656,0.007854
31078,31078,Sapling,FAGR,10,9.87780483,1.52,6.64,7.254656,0.007854
31079,31079,Sapling,FAGR,10,9.87780483,1.52,6.64,7.254656,0.007854
31080,31080,Sapling,FAGR,10,9.87780483,1.52,6.64,7.254656,0.007854
31081,31081,Sapling,FAGR,10,9.87780483,1.52,6.64,7.254656,0.007854
31082,31082,Sapling,FAGR,10,9.87780483,1.52,6.64,7.254656,0.007854
31083,31083,Sapling,FAGR,9.9,9.806581325,1.5048,6.5736,7.110288346,0.007697705
31084,31084,Sapling,FAGR,9.9,9.806581325,1.5048,6.5736,7.110288346,0.007697705
31085,31085,Sapling,FAGR,9.9,9.806581325,1.5048,6.5736,7.110288346,0.007697705
31086,31086,Sapling,FAGR,9.9,9.806581325,1.5048,6.5736,7.110288346,0.007697705
31087,31087,Sapling,FAGR,9.9,9.806581325,1.5048,6.5736,7.110288346,0.007697705
31088,31088,Sapling,FAGR,9.9,9.806581325,1.5048,6.5736,7.110288346,0.007697705
31089,31089,Sapling,FAGR,9.8,9.735105721,1.4896,6.5072,6.967371622,0.007542982
31090,31090,Sapling,FAGR,9.8,9.735105721,1.4896,6.5072,6.967371622,0.007542982
31091,31091,Sapling,FAGR,9.8,9.735105721,1.4896,6.5072,6.967371622,0.007542982
31092,31092,Sapling,FAGR,9.8,9.735105721,1.4896,6.5072,6.967371622,0.007542982
31093,31093,Sapling,FAGR,9.8,9.735105721,1.4896,6.5072,6.967371622,0.007542982
31094,31094,Sapling,FAGR,9.8,9.735105721,1.4896,6.5072,6.967371622,0.007542982
31095,31095,Sapling,FAGR,9.8,9.735105721,1.4896,6.5072,6.967371622,0.007542982
31096,31096,Sapling,FAGR,9.8,9.735105721,1.4896,6.5072,6.967371622,0.007542982
31097,31097,Sapling,FAGR,9.7,9.663377125,1.4744,6.4408,6.82590583,0.007389829
31098,31098,Sapling,FAGR,9.7,9.663377125,1.4744,6.4408,6.82590583,0.007389829
31099,31099,Sapling,FAGR,9.7,9.663377125,1.4744,6.4408,6.82590583,0.007389829
31100,31100,Sapling,FAGR,9.7,9.663377125,1.4744,6.4408,6.82590583,0.007389829
31101,31101,Sapling,FAGR,9.6,9.591394642,1.4592,6.3744,6.68589097,0.007238246
31102,31102,Sapling,FAGR,9.6,9.591394642,1.4592,6.3744,6.68589097,0.007238246
31103,31103,Sapling,FAGR,9.6,9.591394642,1.4592,6.3744,6.68589097,0.007238246
31104,31104,Sapling,FAGR,9.6,9.591394642,1.4592,6.3744,6.68589097,0.007238246
31105,31105,Sapling,FAGR,9.6,9.591394642,1.4592,6.3744,6.68589097,0.007238246
31106,31106,Sapling,FAGR,9.6,9.591394642,1.4592,6.3744,6.68589097,0.007238246
31107,31107,Sapling,FAGR,9.6,9.591394642,1.4592,6.3744,6.68589097,0.007238246
31108,31108,Sapling,FAGR,9.5,9.519157374,1.444,6.308,6.54732704,0.007088235
31109,31109,Sapling,FAGR,9.5,9.519157374,1.444,6.308,6.54732704,0.007088235
31110,31110,Sapling,FAGR,9.5,9.519157374,1.444,6.308,6.54732704,0.007088235
31111,31111,Sapling,FAGR,9.5,9.519157374,1.444,6.308,6.54732704,0.007088235
31112,31112,Sapling,FAGR,9.5,9.519157374,1.444,6.308,6.54732704,0.007088235
31113,31113,Sapling,FAGR,9.4,9.446664419,1.4288,6.2416,6.410214042,0.006939794
