,Number,Type,Species,DBH,Height,Crown_Radius,Crown_Depth,Crown_Area,Basal_Area
14663,14663,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14664,14664,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14665,14665,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14666,14666,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14667,14667,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14668,14668,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14669,14669,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14670,14670,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14671,14671,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14672,14672,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14673,14673,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14674,14674,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14675,14675,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14676,14676,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14677,14677,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14678,14678,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14679,14679,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14680,14680,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14681,14681,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14682,14682,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14683,14683,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14684,14684,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14685,14685,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14686,14686,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14687,14687,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14688,14688,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14689,14689,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14690,14690,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14691,14691,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14692,14692,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14693,14693,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14694,14694,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14695,14695,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14696,14696,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14697,14697,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14698,14698,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14699,14699,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14700,14700,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14701,14701,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14702,14702,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14703,14703,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14704,14704,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14705,14705,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14706,14706,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14707,14707,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14708,14708,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14709,14709,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14710,14710,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14711,14711,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14712,14712,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14713,14713,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14714,14714,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14715,14715,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14716,14716,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14717,14717,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14718,14718,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14719,14719,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14720,14720,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14721,14721,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14722,14722,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14723,14723,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14724,14724,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14725,14725,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14726,14726,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14727,14727,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14728,14728,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14729,14729,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14730,14730,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14731,14731,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14732,14732,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14733,14733,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14734,14734,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14735,14735,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14736,14736,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14737,14737,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14738,14738,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14739,14739,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14740,14740,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14741,14741,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14742,14742,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14743,14743,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14744,14744,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14745,14745,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14746,14746,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14747,14747,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14748,14748,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14749,14749,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14750,14750,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14751,14751,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14752,14752,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14753,14753,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14754,14754,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14755,14755,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14756,14756,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14757,14757,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14758,14758,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14759,14759,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14760,14760,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14761,14761,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14762,14762,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14763,14763,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14764,14764,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14765,14765,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14766,14766,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14767,14767,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14768,14768,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14769,14769,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14770,14770,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14771,14771,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14772,14772,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14773,14773,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14774,14774,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14775,14775,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14776,14776,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14777,14777,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14778,14778,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14779,14779,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14780,14780,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14781,14781,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14782,14782,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14783,14783,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14784,14784,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14785,14785,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14786,14786,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14787,14787,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14788,14788,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14789,14789,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14790,14790,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14791,14791,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14792,14792,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14793,14793,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14794,14794,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14795,14795,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14796,14796,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14797,14797,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14798,14798,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14799,14799,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14800,14800,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14801,14801,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14802,14802,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14803,14803,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14804,14804,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14805,14805,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14806,14806,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14807,14807,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14808,14808,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14809,14809,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14810,14810,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14811,14811,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14812,14812,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14813,14813,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14814,14814,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14815,14815,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14816,14816,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14817,14817,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14818,14818,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14819,14819,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14820,14820,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14821,14821,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14822,14822,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14823,14823,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14824,14824,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14825,14825,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14826,14826,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14827,14827,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14828,14828,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14829,14829,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14830,14830,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14831,14831,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14832,14832,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14833,14833,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14834,14834,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14835,14835,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14836,14836,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14837,14837,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14838,14838,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14839,14839,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14840,14840,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14841,14841,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14842,14842,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14843,14843,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14844,14844,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14845,14845,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14846,14846,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14847,14847,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14848,14848,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14849,14849,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14850,14850,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14851,14851,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14852,14852,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14853,14853,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14854,14854,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14855,14855,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14856,14856,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14857,14857,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14858,14858,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14859,14859,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14860,14860,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14861,14861,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14862,14862,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14863,14863,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14864,14864,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14865,14865,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14866,14866,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14867,14867,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14868,14868,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14869,14869,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14870,14870,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14871,14871,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14872,14872,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14873,14873,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14874,14874,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14875,14875,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14876,14876,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14877,14877,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14878,14878,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14879,14879,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14880,14880,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14881,14881,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14882,14882,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14883,14883,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14884,14884,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14885,14885,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14886,14886,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14887,14887,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14888,14888,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14889,14889,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14890,14890,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14891,14891,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14892,14892,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14893,14893,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14894,14894,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14895,14895,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14896,14896,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14897,14897,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14898,14898,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14899,14899,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14900,14900,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14901,14901,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14902,14902,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14903,14903,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14904,14904,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14905,14905,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14906,14906,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14907,14907,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14908,14908,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14909,14909,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14910,14910,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14911,14911,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14912,14912,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14913,14913,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14914,14914,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14915,14915,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14916,14916,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14917,14917,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14918,14918,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14919,14919,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14920,14920,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14921,14921,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14922,14922,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14923,14923,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14924,14924,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14925,14925,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14926,14926,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14927,14927,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14928,14928,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14929,14929,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14930,14930,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14931,14931,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14932,14932,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14933,14933,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14934,14934,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14935,14935,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14936,14936,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14937,14937,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14938,14938,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14939,14939,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14940,14940,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14941,14941,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14942,14942,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14943,14943,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14944,14944,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14945,14945,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14946,14946,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14947,14947,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14948,14948,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14949,14949,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14950,14950,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14951,14951,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14952,14952,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14953,14953,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14954,14954,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14955,14955,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14956,14956,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14957,14957,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14958,14958,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14959,14959,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14960,14960,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14961,14961,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14962,14962,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14963,14963,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14964,14964,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14965,14965,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14966,14966,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14967,14967,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14968,14968,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14969,14969,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14970,14970,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14971,14971,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14972,14972,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14973,14973,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14974,14974,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14975,14975,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14976,14976,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14977,14977,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14978,14978,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
14979,14979,Sapling,TSCA,1,2.038736577,0.1,0.846,0.0314,7.85E-05
